date,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualDilutedAverageShares,quarterlyOtherIntangibleAssets,annualInterestExpense,annualRepaymentOfDebt,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,trailingCapitalExpenditure,annualCapitalExpenditure,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlySaleOfInvestment,annualDilutedEPS,quarterlyOtherCurrentAssets,annualCashFlowFromContinuingFinancingActivities,quarterlyAccountsPayable,quarterlyCapitalStock,annualBasicAverageShares,trailingInterestExpense,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,quarterlyStockBasedCompensation,annualOtherNonCashItems,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,annualNetOtherFinancingCharges,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyEbitda,quarterlyOperatingIncome,trailingStockBasedCompensation,trailingDepreciationAndAmortization,trailingNetOtherFinancingCharges,trailingTaxProvision,quarterlyAccumulatedDepreciation,annualCurrentDebt,annualStockBasedCompensation,annualOperatingExpense,annualCapitalStock,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualCostOfRevenue,quarterlyOperatingCashFlow,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualGrossProfit,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualInventory,trailingBeginningCashPosition,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,trailingNetIncome,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,annualChangesInAccountReceivables,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyTaxProvision,annualNetOtherInvestingChanges,quarterlyBasicEPS,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyAccountsReceivable,annualRetainedEarnings,quarterlyGoodwill,annualNetIncome,annualPretaxIncome,quarterlyTotalAssets,annualCommonStockIssuance,annualGoodwill,quarterlyBasicAverageShares,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,annualCashDividendsPaid,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualAccountsReceivable,trailingChangeInWorkingCapital,annualAccountsPayable,trailingInvestingCashFlow,annualTotalRevenue,annualOtherCurrentAssets,annualPurchaseOfInvestment,trailingOperatingIncome,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyDepreciationAndAmortization,annualInvestingCashFlow,annualTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalAssets,annualEndCashPosition,annualLongTermDebt,annualStockholdersEquity,trailingTotalRevenue,annualOperatingIncome,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyDilutedAverageShares,annualBasicEPS,annualCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,trailingEndCashPosition,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,annualSaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,trailingRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashDividendsPaid,annualNetPPE,annualOperatingCashFlow,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,trailingPretaxIncome,annualOtherNonCurrentAssets,annualCurrentAssets,annualEbitda,annualRepurchaseOfCapitalStock,trailingGrossProfit,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,trailingOtherIncomeExpense,trailingCashFlowFromContinuingFinancingActivities,trailingBasicEPS,trailingCommonStockIssuance,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlySellingGeneralAndAdministration,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingCostOfRevenue,trailingRepaymentOfDebt,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingOperatingExpense,quarterlyNonCurrentDeferredRevenue
1985-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.080582,2834250392.0,,,,,,,,,2834250392.0,2834250392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.080582,,,,,,,,,,,,,2989285236.0,,,,,,,,,,,,,,,,,113529440.0,,,,,,,,,,,,,,2989285236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-31,,3238283508.0,,,,5369874576.808379,836610894.2129,1577613756.0,2989285236.0,,316161093.743247,,,863647308.0,0.0,,,971182026.421564,2386610923.025946,5434728134.499301,2307898794.0,,0.27987,0.0,,1921286646.593578,265899586.532782,2989285236.0,,,,173989932.0,,,18562380563.364212,901464451.903822,,,,,,,,-6641333294.270526,-8447504875.962716,,,,,-1263734118.0,1588912163.4276,,27009885439.326927,265899586.532782,,,7390633140.0,,,,3173234232.0,9684257502.196995,,,3238283508.0,6016788814.77533,,-1263734118.0,,9356747035.857836,671234322.101047,,3949581663.377177,,,,,,,,4928870384.510106,1577613756.0,,5006694653.739213,,,,,,1415428896.604382,,2454707158.601415,5006694653.739213,,836610894.2129,1545136011.986227,15118985636.696297,,,,0.0,5434728134.499301,1049006295.650671,,,,2454707158.601415,,1921286646.593578,,27065010963.364212,0.0,,,,863647308.0,560996907.903822,,0.0,643671560.082405,3339958221.082506,15118985636.696297,0.0,1049006295.650671,5369874576.808379,,55125524.037284,,971182026.421564,1588912163.4276,,0.27987,,6016788814.77533,,,,,,,9356747035.857836,-971182026.421564,,,,671234322.101047,,,,,3949581663.377177,,,3339958221.082506,,4928870384.510106,0.0,1415428896.604382,2386610923.025946,,,-971182026.421564,9684257502.196995,2422280379.755953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.066192,2387054712.0,,,,,,,,,2387054712.0,2387054712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.066192,,,,,,,,,,,,,2989285236.0,,,,,,,,,,,,,,,,,93941036.0,,,,,,,,,,,,,,2989285236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06263,2258600568.0,,,,,,,,,2258600568.0,2258600568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06263,,,,,,,,,,,,,3382407285.0,,,,,,,,,,,,,,,,,88885804.0,,,,,,,,,,,,,,3382407285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059215,2135439864.0,,,,,,,,,2135439864.0,2135439864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059215,,,,,,,,,,,,,2989285236.0,,,,,,,,,,,,,,,,,84038892.0,,,,,,,,,,,,,,2989285236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,,2840455212.0,,,,5124168534.342568,917596522.870406,1366806072.0,2989285236.0,,291585642.05671,,,458967160.0,0.0,,,1710820023.062594,4477428816.415836,7936380769.34449,2008705764.0,,0.306962,93476.0,,1813082286.153573,248746045.356435,2989285236.0,,,,123294844.0,,,17279831615.829456,968727654.415895,,,,,,,,-4535196561.929925,-6310966941.280033,,,,,-1088247592.0,3058194435.409952,,23590798557.10949,248746045.356435,,,5526955452.0,,421486354.631738,,2719871172.0,11124475917.32947,,,2840455212.0,10083888294.255049,,-1088247592.0,,13576006386.56456,769730818.130747,,3512846929.422548,,,,,,,,4842256349.605275,1366806072.0,,4759341001.15313,,,,,,2766608793.353242,,2293991307.176015,4759341001.15313,,917596522.870406,1579537388.013364,19060856686.67396,,,,0.0,7936380769.34449,1145613731.113805,,,,2293991307.176015,,1813082286.153573,,23686151207.829456,93476.0,,,,458967160.0,716707797.415895,,0.0,610809733.597469,3492118092.309512,19060856686.67396,0.0,1145613731.113805,5124168534.342568,,95352650.719967,,1710820023.062594,3058194435.409952,,0.306962,,10083888294.255049,,,,,,,13576006386.56456,-1710820023.062594,,,,769730818.130747,,,,,3512846929.422548,,,3492118092.309512,,4842256349.605275,0.0,2766608793.353242,4477428816.415836,,,-1710820023.062594,11124475917.32947,2419746252.328435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091986,909237150.0,,,,,,,,,909237150.0,909237150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091986,,,,,,,,,,,,,2989285236.0,,,,,,,,,,,,,,,,,44321175.0,,,,,,,,,,,,,,2989285236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093319,922414954.0,,,,,,,,,922414954.0,922414954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093319,,,,,,,,,,,,,3382407285.0,,,,,,,,,,,,,,,,,45051870.0,,,,,,,,,,,,,,3382407285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09343,923511364.0,,,,,,,,,923511364.0,923511364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09343,,,,,,,,,,,,,2981230237.0,,,,,,,,,,,,,,,,,45105420.0,,,,,,,,,,,,,,2981230237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,,2121765750.0,,,,4261003990.781856,1122452925.636558,713988576.0,2981230237.0,,299320780.169749,,,320895468.0,0.0,,,689301219.717835,1467823056.601653,5878487437.468383,,,0.376507,0.0,,1981561126.412231,256149513.799112,2981230237.0,,,,53841006.0,,,21045614522.46799,1141160474.397167,,,,,,,,-561604296.035748,-2770534092.0,,,,,-1238189526.0,505103816.536451,,23816148614.46799,256149513.799112,,,2903113188.0,,474883930.077005,,304919820.0,8510495643.864875,,,2121765750.0,5495702208.98207,,-1238189526.0,,9442994997.47063,944011691.304592,,3565946602.214603,,,,,,,,5561898150.750379,713988576.0,,3895487268.843797,,,,,,778521836.883818,,2479469731.886909,3895487268.843797,,1122452925.636558,1909609015.794503,14388983081.333258,,,,0.0,5878487437.468383,1272113315.721432,,,,2479469731.886909,,1981561126.412231,,23816148614.46799,0.0,,,,320895468.0,1005932656.397167,,0.0,768448541.397336,3947292788.488562,14388983081.333258,0.0,1272113315.721432,4261003990.781856,,0.0,,689301219.717835,505103816.536451,,0.376507,,5495702208.98207,,,,,,,9442994997.47063,-689301219.717835,,,,944011691.304592,,,,,3565946602.214603,,,3947292788.488562,,5561898150.750379,0.0,778521836.883818,1467823056.601653,,,-689301219.717835,8510495643.864875,2696765105.952448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.080586,2326039014.0,,,,,,,,,2326039014.0,2326039014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.080586,,,,,,,,,,,,,2981230237.0,,,,,,,,,,,,,,,,,119816736.0,,,,,,,,,,,,,,2981230237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.097453,2531598906.0,,,,,,,,,2531598906.0,2531598906.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.097453,,,,,,,,,,,,,3382407285.0,,,,,,,,,,,,,,,,,130492982.0,,,,,,,,,,,,,,3382407285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100706,2616183944.0,,,,,,,,,2616183944.0,2616183944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100706,,,,,,,,,,,,,2985775236.0,,,,,,,,,,,,,,,,,134848307.0,,,,,,,,,,,,,,2985775236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
