,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,annualGoodwill,annualCommonStockIssuance,quarterlyTotalAssets,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,trailingPretaxIncome,annualNetIncome,annualRetainedEarnings,trailingChangeInWorkingCapital,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualGainsLossesNotAffectingRetainedEarnings,annualOtherCurrentAssets,annualCostOfRevenue,trailingOperatingIncome,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,quarterlyNetIncomeContinuousOperations,annualPretaxIncome,annualInvestingCashFlow,annualEndCashPosition,annualCurrentDebt,annualTaxProvision,annualTotalAssets,trailingTaxProvision,trailingEndCashPosition,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,annualOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,annualOtherNonCashItems,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualStockholdersEquity,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyNetOtherFinancingCharges,annualDepreciationAndAmortization,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyInventory,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,annualAccountsReceivable,trailingOperatingCashFlow,annualCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,quarterlyDilutedEPS,annualOtherIntangibleAssets,annualNetPPE,annualCurrentLiabilities,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualBasicAverageShares,annualEbitda,annualOperatingCashFlow,trailingNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,annualBasicEPS,quarterlyOtherIntangibleAssets,annualChangeInCashSupplementalAsReported,quarterlyOperatingExpense,trailingGrossProfit,quarterlyDilutedAverageShares,annualRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingDeferredIncomeTax,trailingOtherIncomeExpense,annualBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicEPS,quarterlyAccountsPayable,trailingChangeInCashSupplementalAsReported,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualGrossPPE,annualTotalNonCurrentAssets,trailingRepaymentOfDebt,trailingCapitalExpenditure,quarterlyCapitalStock,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,quarterlyOperatingIncome,annualChangeInInventory,annualDilutedEPS,annualDilutedAverageShares,annualCapitalExpenditure,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualCapitalStock,annualTotalRevenue,trailingResearchAndDevelopment,quarterlyOtherNonCashItems,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,trailingBeginningCashPosition,annualDeferredIncomeTax,trailingFreeCashFlow,annualInterestExpense,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingCashDividendsPaid,quarterlyCurrentAssets,annualAccumulatedDepreciation,trailingNetIncome,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,annualGrossProfit,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyPretaxIncome,quarterlyEbitda,quarterlyNetPPE,annualInventory,quarterlyResearchAndDevelopment,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,annualResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyChangeInInventory,annualInvestmentsAndAdvances,quarterlyStockBasedCompensation,trailingChangeInInventory,trailingChangesInAccountReceivables,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingInterestExpense,annualStockBasedCompensation,trailingBasicEPS,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
488937600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59600000.0,,,,,,,,,390760000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.145,,,,,,,,,,,,,,,,,,,,,390760000.0,,,,,,,,,,,,,,0.1525,,,,,,,,,,,,,,,,912600000.0,,,,912600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496886400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50200000.0,,,,,,,,,393712000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1225,,,,,,,,,,,,,,,,,,,,,393712000.0,,,,,,,,,,,,,,0.1275,,,,,,,,,,,,,,,,869100000.0,,,,869100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504835200,,,,,,847000000.0,,,1419100000.0,,,,2814200000.0,0.0,971100000.0,,230900000.0,1128700000.0,,436200000.0,,,122000000.0,2607100000.0,,436200000.0,208100000.0,,,,55200000.0,386500000.0,0.0,0.0,34900000.0,155600000.0,2814200000.0,,,,,365500000.0,,,,34900000.0,576500000.0,1395100000.0,,,,,,,,,,,,448200000.0,,,221200000.0,202700000.0,1419100000.0,,,1843100000.0,847000000.0,,,,,,749900000.0,572100000.0,,221200000.0,394700855.0,461600000.0,0.0,,208100000.0,1395100000.0,537200000.0,230900000.0,,576500000.0,0.585,,,,,,,576500000.0,576500000.0,,,0.0,,,,,605800000.0,122000000.0,,,,,79500000.0,,1349400000.0,971100000.0,,,,,,230900000.0,,,,983600000.0,,,202700000.0,-2325400000.0,,0.56,412321429.0,,,-599500000.0,,701900000.0,,3674500000.0,,,,,,,,,,58500000.0,1349400000.0,572100000.0,,1843100000.0,-599500000.0,,1128700000.0,,,1067400000.0,,,,-2325400000.0,749900000.0,448200000.0,,,,,,537200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
512611200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50100000.0,,,,,,,,,393752000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1225,,,,,,,,,,,,,,,,,,,,,393752000.0,,,,,,,,,,,,,,0.1275,,,,,,,,,,,,,,,,882400000.0,,,,882400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520473600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52500000.0,,,,,,,,,393752000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,393752000.0,,,,,,,,,,,,,,0.135,,,,,,,,,,,,,,,,1003300000.0,,,,1003300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528422400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11800000.0,,,,,,,,,393064000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0325,,,,,,,,,,,,,,,,,,,,,393064000.0,,,,,,,,,,,,,,-0.0325,,,,,,,,,,,,,,,,897600000.0,,,,897600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536371200,,,,,,1123400000.0,,,1769700000.0,,,,3025100000.0,0.0,1348600000.0,,137600000.0,984700000.0,,632700000.0,,,166500000.0,2766600000.0,,632700000.0,218500000.0,,,,46800000.0,220100000.0,0.0,0.0,31000000.0,82500000.0,3025100000.0,,,,,309400000.0,,,,31000000.0,190800000.0,1255400000.0,,,,,,,,,,,,484700000.0,,,178300000.0,272200000.0,1769700000.0,,,1676500000.0,1123400000.0,,,,,315800000.0,854500000.0,646300000.0,,178300000.0,384895105.0,413300000.0,0.0,,218500000.0,1255400000.0,615300000.0,137600000.0,,190800000.0,0.3575,315800000.0,,,,,,190800000.0,190800000.0,,,0.0,,,,,631700000.0,166500000.0,,,,,-25100000.0,,1517700000.0,1348600000.0,,,,,,137600000.0,,,,1028300000.0,,,272200000.0,-2473900000.0,,0.3475,395971223.0,,,-663200000.0,,735600000.0,,3811600000.0,,,,,,,,,,64200000.0,1517700000.0,646300000.0,,1676500000.0,-663200000.0,,984700000.0,,,1045000000.0,,,,-2473900000.0,854500000.0,484700000.0,,,,,,615300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
544147200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54100000.0,,,,,,,,,375792000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1675,,,,,,,,,,,,,,,,,,,,,375792000.0,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,771600000.0,,,,771600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552009600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61800000.0,,,,,,,,,375792000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,375792000.0,,,,,,,,,,,,,,0.1925,,,,,,,,,,,,,,,,807700000.0,,,,807700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559958400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46400000.0,,,,,,,,,342560000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1475,,,,,,,,,,,,,,,,,,,,,342560000.0,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,753500000.0,,,,753500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567907200,,,,,,1324800000.0,,,1950300000.0,,,,3026200000.0,0.0,1908000000.0,,201200000.0,749100000.0,,794900000.0,,,204400000.0,2133500000.0,,794900000.0,233900000.0,,,,43900000.0,328300000.0,0.0,0.0,36200000.0,122100000.0,3026200000.0,,,,,375700000.0,,,,36200000.0,48100000.0,1075900000.0,,,,,,,,,,,,407100000.0,,,788500000.0,296000000.0,1950300000.0,,,1118200000.0,1324800000.0,,,,,271900000.0,847600000.0,625500000.0,,788500000.0,336736402.0,482000000.0,0.0,,233900000.0,1075900000.0,589300000.0,201200000.0,,48100000.0,0.5975,271900000.0,,,,,,48100000.0,48100000.0,,,0.0,,,,,522400000.0,204400000.0,,,,,27400000.0,,1523700000.0,1908000000.0,,,,,,206200000.0,,,,805100000.0,,,296000000.0,-1957100000.0,,0.585,343931624.0,,,-676100000.0,,628700000.0,,3137900000.0,,,,,,,,,,74800000.0,1523700000.0,625500000.0,,1118200000.0,-676100000.0,,749100000.0,,,1004400000.0,,,,-1957100000.0,847600000.0,407100000.0,,,,,,589300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
575769600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60100000.0,,,,,,,,,299024000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2025,,,,,,,,,,,,,,,,,,,,,299024000.0,,,,,,,,,,,,,,0.2025,,,,,,,,,,,,,,,,857100000.0,,,,857100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583632000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63600000.0,,,,,,,,,298280000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.215,,,,,,,,,,,,,,,,,,,,,298280000.0,,,,,,,,,,,,,,0.215,,,,,,,,,,,,,,,,880100000.0,,,,880100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591580800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53800000.0,,,,,,,,,297920000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.185,,,,,,,,,,,,,,,,,,,,,297920000.0,,,,,,,,,,,,,,0.185,,,,,,,,,,,,,,,,840400000.0,,,,840400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
