,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,annualGoodwill,annualCommonStockIssuance,quarterlyTotalAssets,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,trailingPretaxIncome,annualNetIncome,annualRetainedEarnings,trailingChangeInWorkingCapital,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualGainsLossesNotAffectingRetainedEarnings,annualOtherCurrentAssets,annualCostOfRevenue,trailingOperatingIncome,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,quarterlyNetIncomeContinuousOperations,annualPretaxIncome,annualInvestingCashFlow,annualEndCashPosition,annualCurrentDebt,annualTaxProvision,annualTotalAssets,trailingTaxProvision,trailingEndCashPosition,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,annualOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,annualOtherNonCashItems,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualStockholdersEquity,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyNetOtherFinancingCharges,annualDepreciationAndAmortization,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyInventory,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,annualAccountsReceivable,trailingOperatingCashFlow,annualCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,quarterlyDilutedEPS,annualOtherIntangibleAssets,annualNetPPE,annualCurrentLiabilities,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualBasicAverageShares,annualEbitda,annualOperatingCashFlow,trailingNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,annualBasicEPS,quarterlyOtherIntangibleAssets,annualChangeInCashSupplementalAsReported,quarterlyOperatingExpense,trailingGrossProfit,quarterlyDilutedAverageShares,annualRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingDeferredIncomeTax,trailingOtherIncomeExpense,annualBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicEPS,quarterlyAccountsPayable,trailingChangeInCashSupplementalAsReported,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualGrossPPE,annualTotalNonCurrentAssets,trailingRepaymentOfDebt,trailingCapitalExpenditure,quarterlyCapitalStock,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,quarterlyOperatingIncome,annualChangeInInventory,annualDilutedEPS,annualDilutedAverageShares,annualCapitalExpenditure,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualCapitalStock,annualTotalRevenue,trailingResearchAndDevelopment,quarterlyOtherNonCashItems,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,trailingBeginningCashPosition,annualDeferredIncomeTax,trailingFreeCashFlow,annualInterestExpense,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingCashDividendsPaid,quarterlyCurrentAssets,annualAccumulatedDepreciation,trailingNetIncome,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,annualGrossProfit,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyPretaxIncome,quarterlyEbitda,quarterlyNetPPE,annualInventory,quarterlyResearchAndDevelopment,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,annualResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyChangeInInventory,annualInvestmentsAndAdvances,quarterlyStockBasedCompensation,trailingChangeInInventory,trailingChangesInAccountReceivables,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingInterestExpense,annualStockBasedCompensation,trailingBasicEPS,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
1325289600,699000000.0,375000000.0,,-10000000.0,2817000000.0,6744000000.0,420000000.0,5537000000.0,10381000000.0,2444000000.0,5537000000.0,,17873000000.0,680000000.0,12047000000.0,,1350000000.0,5097000000.0,,3366000000.0,,-1964000000.0,597000000.0,11261000000.0,,3366000000.0,501000000.0,-462000000.0,707000000.0,,361000000.0,1553000000.0,-800000000.0,385000000.0,407000000.0,201000000.0,17873000000.0,,,,137000000.0,1633000000.0,,1491000000.0,52000000.0,407000000.0,385000000.0,7469000000.0,,,57000000.0,556000000.0,,,-391000000.0,1216000000.0,385000000.0,362000000.0,8000000.0,1701000000.0,420000000.0,362000000.0,582000000.0,442000000.0,10381000000.0,2444000000.0,,5826000000.0,6744000000.0,92000000.0,-114000000.0,699000000.0,,2192000000.0,2602000000.0,3637000000.0,-343000000.0,582000000.0,338300000.0,1633000000.0,1248000000.0,,501000000.0,7469000000.0,1319000000.0,1350000000.0,-11000000.0,1084000000.0,3.98,2192000000.0,52000000.0,808000000.0,,,-65000000.0,1084000000.0,385000000.0,,,333000000.0,-13000000.0,,-381000000.0,,2738000000.0,0.0,-1964000000.0,,1491000000.0,,38000000.0,278000000.0,6194000000.0,12047000000.0,,,167000000.0,-184000000.0,,1352000000.0,-325000000.0,-52000000.0,,4033000000.0,116000000.0,53000000.0,442000000.0,408000000.0,-113000000.0,3.93,342800000.0,-568000000.0,,-3592000000.0,,3155000000.0,167000000.0,16049000000.0,,-8000000.0,,-219000000.0,107000000.0,559000000.0,,-113000000.0,,,6194000000.0,3637000000.0,,5826000000.0,-3592000000.0,,5097000000.0,29000000.0,-27000000.0,4788000000.0,0.0,,390000000.0,515000000.0,2602000000.0,1701000000.0,101000000.0,,,-174000000.0,417000000.0,1319000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,444000000.0,-203000000.0,,,2754000000.0,6474000000.0,297000000.0,5605000000.0,,2588000000.0,,,17993000000.0,,12111000000.0,,,,,3345000000.0,,,,,,,528000000.0,,702000000.0,,311000000.0,,,,,,,,,335400000.0,140000000.0,,,,,405000000.0,,,28000000.0,,16000000.0,,,,141000000.0,1206000000.0,367000000.0,311000000.0,3000000.0,1779000000.0,,311000000.0,597000000.0,450000000.0,10039000000.0,,,,,,-127000000.0,,0.91,,,,,,,,,,,7933000000.0,,,-16000000.0,,,2192000000.0,,807000000.0,,339800000.0,,811000000.0,367000000.0,,,,-1000000.0,,,,,704000000.0,,0.93,1530000000.0,,,385000000.0,,,,,,-105000000.0,,,,-69000000.0,,3960000000.0,-388000000.0,,,399000000.0,,,,,,,,,,,,184000000.0,,,-18000000.0,-98000000.0,,,,,,3565000000.0,,5882000000.0,,,,57000000.0,,,0.0,,368000000.0,396000000.0,2660000000.0,,105000000.0,,,,,1333000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,652000000.0,343000000.0,,,2815000000.0,6766000000.0,333000000.0,5649000000.0,,2683000000.0,,,18554000000.0,,12188000000.0,,,,,3678000000.0,,,,,,,546000000.0,,690000000.0,,382000000.0,,,,,,,,,337000000.0,138000000.0,,,,,86000000.0,,,30000000.0,,-42000000.0,,,,-723000000.0,1253000000.0,525000000.0,382000000.0,-8000000.0,1756000000.0,,382000000.0,622000000.0,416000000.0,10596000000.0,,,,,,-128000000.0,,1.12,,,,,,,,,,,7937000000.0,,,-5000000.0,,,2218000000.0,,796000000.0,,339500000.0,,1177000000.0,525000000.0,,,,-16000000.0,,,,,750000000.0,,1.13,1556000000.0,,,367000000.0,,,,,,-126000000.0,,,,414000000.0,,4068000000.0,-56000000.0,,,457000000.0,,,,,,,,,,,,50000000.0,,,158000000.0,469000000.0,,,,,,3830000000.0,,6366000000.0,,,,37000000.0,,,0.0,,419000000.0,449000000.0,2675000000.0,,106000000.0,,,,,1246000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,620000000.0,480000000.0,,,2747000000.0,6850000000.0,385000000.0,5838000000.0,,2645000000.0,,,18800000000.0,,12605000000.0,,,,,3690000000.0,,,,,,,437000000.0,,687000000.0,,347000000.0,,,,,,,,,337600000.0,141000000.0,,,,,415000000.0,,,42000000.0,,-19000000.0,,,,-275000000.0,1203000000.0,425000000.0,345000000.0,4000000.0,1801000000.0,,345000000.0,656000000.0,569000000.0,10558000000.0,,,,,,-129000000.0,,1.02,,,,,,,,,,,8220000000.0,,,-14000000.0,,,2253000000.0,,789000000.0,,339800000.0,,1045000000.0,425000000.0,,,,-304000000.0,,,,,704000000.0,,1.02,1441000000.0,,,525000000.0,,,,,,-126000000.0,,,,-441000000.0,,3950000000.0,126000000.0,,,414000000.0,,,,,,,,,,,,-603000000.0,,,-100000000.0,606000000.0,,,,,,3708000000.0,,6195000000.0,,,,29000000.0,-189000000.0,,0.0,,376000000.0,559000000.0,2794000000.0,,102000000.0,,,,,1467000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,527000000.0,451000000.0,,-46000000.0,3132000000.0,15659000000.0,463000000.0,14211000000.0,21129000000.0,3510000000.0,14211000000.0,,36284000000.0,1071000000.0,28460000000.0,,1217000000.0,5805000000.0,,9762000000.0,,-1964000000.0,0.0,11448000000.0,,9762000000.0,812000000.0,-512000000.0,815000000.0,,180000000.0,1251000000.0,-6972000000.0,577000000.0,1071000000.0,31000000.0,36284000000.0,,,381300000.0,179000000.0,1530000000.0,,1879000000.0,-314000000.0,1071000000.0,577000000.0,15113000000.0,108000000.0,,-49000000.0,598000000.0,,,-6115000000.0,1201000000.0,577000000.0,179000000.0,-64000000.0,2339000000.0,463000000.0,179000000.0,1704000000.0,2341000000.0,21129000000.0,3510000000.0,,7824000000.0,15659000000.0,-220000000.0,-128000000.0,527000000.0,0.46,7468000000.0,3823000000.0,5470000000.0,,1704000000.0,347800000.0,2128000000.0,1664000000.0,,812000000.0,15113000000.0,2057000000.0,1217000000.0,-11000000.0,1104000000.0,3.54,7468000000.0,192000000.0,941000000.0,,384400000.0,-1324000000.0,1104000000.0,577000000.0,,,385000000.0,-1003000000.0,,5480000000.0,,2894000000.0,945000000.0,-1964000000.0,0.47,1879000000.0,,-71000000.0,425000000.0,7653000000.0,28460000000.0,,,5000000.0,-236000000.0,,1220000000.0,-6936000000.0,5576000000.0,,4333000000.0,381000000.0,-94000000.0,2341000000.0,260000000.0,166000000.0,3.46,350900000.0,-593000000.0,,-3830000000.0,,3333000000.0,5000000.0,16311000000.0,,55000000.0,,108000000.0,152000000.0,687000000.0,,-155000000.0,,208000000.0,7653000000.0,5470000000.0,,7824000000.0,-3830000000.0,,5805000000.0,-92000000.0,-6382000000.0,4863000000.0,,,88000000.0,260000000.0,3823000000.0,2339000000.0,126000000.0,,,63000000.0,439000000.0,2057000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,397000000.0,-22000000.0,,,3735000000.0,14864000000.0,318000000.0,14275000000.0,,3685000000.0,,,34977000000.0,,26781000000.0,,,,,9473000000.0,,,,,,,862000000.0,,958000000.0,,380000000.0,,,,,,,,,471900000.0,245000000.0,,,,,653000000.0,,,75000000.0,,15000000.0,,,,773000000.0,1575000000.0,639000000.0,378000000.0,10000000.0,2394000000.0,,378000000.0,898000000.0,2007000000.0,19767000000.0,,,,,,-194000000.0,,0.79,,,,,,,,,,,15167000000.0,,,-6000000.0,,,6664000000.0,,1110000000.0,,475100000.0,,1036000000.0,639000000.0,,,,-687000000.0,132000000.0,,,,0.0,,0.8,1978000000.0,,,577000000.0,,,,,,-122000000.0,,,,-810000000.0,,5310000000.0,-546000000.0,,,465000000.0,,,,,,,,,,,,-51000000.0,,,62000000.0,100000000.0,,,,,,4903000000.0,,8196000000.0,,,,20000000.0,,,,,400000000.0,710000000.0,3841000000.0,,152000000.0,,,,,1954000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,368000000.0,480000000.0,,,3870000000.0,14845000000.0,368000000.0,14049000000.0,,3820000000.0,,,35257000000.0,,27028000000.0,,,,,9069000000.0,,,,,,,934000000.0,,960000000.0,,497000000.0,,,,,,,,,473400000.0,245000000.0,,,,,690000000.0,,,71000000.0,,3000000.0,,,,-167000000.0,1732000000.0,628000000.0,494000000.0,-6000000.0,2405000000.0,,494000000.0,875000000.0,2301000000.0,19826000000.0,,,,,,-203000000.0,,1.04,,,,,,,,,,,15388000000.0,,,-35000000.0,,,7186000000.0,,1121000000.0,,476300000.0,,996000000.0,628000000.0,,,,-290000000.0,16000000.0,,,,0.0,,1.04,2045000000.0,,,639000000.0,,,,,,-129000000.0,,,,-440000000.0,,5602000000.0,-101000000.0,,,611000000.0,,,,,,,,,,,,-108000000.0,,,-11000000.0,609000000.0,,,,,,4981000000.0,,8229000000.0,,,,37000000.0,,,,,534000000.0,856000000.0,3749000000.0,,161000000.0,,,,,1878000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,698000000.0,583000000.0,,,3883000000.0,14141000000.0,430000000.0,14276000000.0,,3950000000.0,,,35312000000.0,,26546000000.0,,,,,9029000000.0,,,,,,,1065000000.0,,967000000.0,,514000000.0,,,,,,,,,474000000.0,250000000.0,,,,,664000000.0,,,63000000.0,,2000000.0,,,,-463000000.0,1724000000.0,642000000.0,510000000.0,-7000000.0,2403000000.0,,510000000.0,954000000.0,1513000000.0,19195000000.0,,,,,,-200000000.0,,1.07,,,,,,,,,,,16071000000.0,,,-9000000.0,,,7231000000.0,,1133000000.0,,477200000.0,,1340000000.0,642000000.0,,,,-35000000.0,,,,,0.0,,1.08,1976000000.0,,,628000000.0,,,,,,-121000000.0,,,,-235000000.0,,5607000000.0,-166000000.0,,,591000000.0,,,,,,,,,,,,15000000.0,,,14000000.0,704000000.0,,,,,,5054000000.0,,8766000000.0,,,,7000000.0,0.0,,,,521000000.0,841000000.0,3757000000.0,,166000000.0,,,,,1984000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,794000000.0,630000000.0,,-68000000.0,3881000000.0,13714000000.0,461000000.0,14495000000.0,18628000000.0,3648000000.0,14495000000.0,,35491000000.0,1671000000.0,26760000000.0,,1861000000.0,6866000000.0,,8969000000.0,,-1560000000.0,0.0,15369000000.0,,8969000000.0,1299000000.0,-796000000.0,1001000000.0,,482000000.0,1884000000.0,-202000000.0,915000000.0,580000000.0,11000000.0,35491000000.0,,,474700000.0,257000000.0,2147000000.0,,1960000000.0,-302000000.0,580000000.0,915000000.0,16791000000.0,62000000.0,,6000000.0,997000000.0,,,-345000000.0,1646000000.0,915000000.0,479000000.0,11000000.0,2382000000.0,461000000.0,479000000.0,1006000000.0,1313000000.0,18628000000.0,3648000000.0,,8731000000.0,13714000000.0,86000000.0,-199000000.0,794000000.0,1.0,7186000000.0,3833000000.0,4914000000.0,,1006000000.0,473500000.0,3144000000.0,2285000000.0,,1299000000.0,16791000000.0,1913000000.0,1861000000.0,-18000000.0,1709000000.0,3.93,7186000000.0,338000000.0,1166000000.0,,478200000.0,-1096000000.0,1709000000.0,915000000.0,,,577000000.0,-84000000.0,,-1736000000.0,,3886000000.0,0.0,-1560000000.0,1.01,1960000000.0,,8000000.0,642000000.0,7965000000.0,26760000000.0,,,5000000.0,-242000000.0,,1873000000.0,-9000000.0,-251000000.0,,5527000000.0,489000000.0,26000000.0,1313000000.0,480000000.0,-92000000.0,3.9,476700000.0,-614000000.0,,-4132000000.0,,4530000000.0,5000000.0,22046000000.0,,-158000000.0,,-231000000.0,273000000.0,872000000.0,,-311000000.0,,271000000.0,7965000000.0,4914000000.0,,8731000000.0,-4132000000.0,,6866000000.0,-53000000.0,2000000.0,6677000000.0,,,429000000.0,737000000.0,3833000000.0,2382000000.0,165000000.0,,,-324000000.0,644000000.0,1913000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,360000000.0,-98000000.0,,,3858000000.0,13346000000.0,334000000.0,14450000000.0,,3889000000.0,,,35262000000.0,,26579000000.0,,,,,8991000000.0,,,,,,,1165000000.0,,962000000.0,,441000000.0,,,,,,,,,475800000.0,249000000.0,,,,,324000000.0,,,,,20000000.0,,,,304000000.0,1634000000.0,784000000.0,439000000.0,5000000.0,2532000000.0,,439000000.0,988000000.0,1296000000.0,18151000000.0,,,,,,-229000000.0,,0.92,,,,,,,,,,,17037000000.0,,,-20000000.0,,,7078000000.0,,1124000000.0,,478800000.0,,1144000000.0,784000000.0,,,,-257000000.0,431000000.0,,,,0.0,,0.92,2076000000.0,,,915000000.0,,,,,,-110000000.0,,,,-443000000.0,,5492000000.0,-370000000.0,,,510000000.0,,,,,,,,,,,,-363000000.0,,,-131000000.0,12000000.0,,,,,,4805000000.0,,8683000000.0,,,,12000000.0,,,,-24000000.0,453000000.0,759000000.0,3806000000.0,,162000000.0,,,,,2071000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,634000000.0,507000000.0,,,4025000000.0,12673000000.0,373000000.0,14377000000.0,,4010000000.0,,,35258000000.0,,26420000000.0,,,,,8615000000.0,,,,,,,1121000000.0,,984000000.0,,172000000.0,,,,,,,,,475900000.0,250000000.0,,,,,418000000.0,,,,,0.0,,,,-156000000.0,1742000000.0,631000000.0,171000000.0,-478000000.0,2534000000.0,,171000000.0,1032000000.0,1047000000.0,18216000000.0,,,,,,-238000000.0,,0.36,,,,,,,,,,,16982000000.0,,,-31000000.0,,,6976000000.0,,1152000000.0,,478500000.0,,1265000000.0,631000000.0,,,,-319000000.0,,,,,0.0,,0.36,2044000000.0,,,784000000.0,,,,,,-126000000.0,,,,-635000000.0,,5767000000.0,486000000.0,,,590000000.0,,,,,,,,,,,,-55000000.0,,,-153000000.0,633000000.0,,,,,,5543000000.0,,8838000000.0,,,,-115000000.0,,,,-232000000.0,57000000.0,840000000.0,3793000000.0,,168000000.0,,,,,2708000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,335000000.0,147000000.0,,,3916000000.0,12608000000.0,424000000.0,14088000000.0,,3972000000.0,,,34239000000.0,,25808000000.0,,,,,8587000000.0,,,,,,,1141000000.0,,961000000.0,,605000000.0,,,,,,,,,474800000.0,244000000.0,,,,,413000000.0,,,,,-3000000.0,,,,145000000.0,1812000000.0,655000000.0,602000000.0,10000000.0,2498000000.0,,602000000.0,1038000000.0,1035000000.0,17594000000.0,,,,,,-233000000.0,,1.26,,,,,,,,,,,16587000000.0,,,-5000000.0,,,6739000000.0,,1124000000.0,,477200000.0,,990000000.0,655000000.0,,,,-4000000.0,,,,,0.0,,1.27,2038000000.0,,,631000000.0,,,,,,-142000000.0,,,,-402000000.0,,5728000000.0,-507000000.0,,,688000000.0,,,,,,,,,,,,-104000000.0,,,24000000.0,289000000.0,,,,,,4986000000.0,,8431000000.0,,,,37000000.0,,,-168000000.0,-30000000.0,642000000.0,932000000.0,3702000000.0,,163000000.0,,,,,2111000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,245000000.0,690000000.0,,-31000000.0,3847000000.0,12335000000.0,420000000.0,13893000000.0,17690000000.0,3667000000.0,13893000000.0,,33529000000.0,1246000000.0,25429000000.0,,1793000000.0,7078000000.0,,8024000000.0,,-2899000000.0,0.0,15646000000.0,,8024000000.0,1085000000.0,-929000000.0,903000000.0,,585000000.0,1761000000.0,143000000.0,781000000.0,1010000000.0,-42000000.0,33529000000.0,,,470000000.0,240000000.0,2449000000.0,,1940000000.0,-399000000.0,1010000000.0,781000000.0,15786000000.0,,,-40000000.0,983000000.0,,,-150000000.0,1718000000.0,781000000.0,581000000.0,2000000.0,2428000000.0,420000000.0,581000000.0,1002000000.0,901000000.0,17690000000.0,3667000000.0,,8100000000.0,12335000000.0,49000000.0,-229000000.0,245000000.0,1.23,6556000000.0,3750000000.0,5355000000.0,,1002000000.0,474100000.0,3432000000.0,1878000000.0,,1085000000.0,15786000000.0,1985000000.0,1793000000.0,25000000.0,1026000000.0,3.78,6556000000.0,-134000000.0,1057000000.0,,472500000.0,-582000000.0,1026000000.0,781000000.0,,,915000000.0,-2000000.0,,-2130000000.0,,3810000000.0,0.0,-2899000000.0,1.24,1940000000.0,,-461000000.0,655000000.0,7964000000.0,25429000000.0,,,5000000.0,-254000000.0,,1803000000.0,,-650000000.0,,5565000000.0,59000000.0,-23000000.0,901000000.0,661000000.0,-152000000.0,3.76,476800000.0,-632000000.0,,-4214000000.0,,4457000000.0,5000000.0,22552000000.0,,123000000.0,,-205000000.0,126000000.0,944000000.0,,-382000000.0,,,7964000000.0,5355000000.0,,8100000000.0,-4214000000.0,,7078000000.0,24000000.0,,6906000000.0,,-96000000.0,609000000.0,901000000.0,3750000000.0,2428000000.0,154000000.0,,,-332000000.0,647000000.0,1985000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,139000000.0,-28000000.0,,,3593000000.0,11766000000.0,282000000.0,13548000000.0,,3733000000.0,,,32696000000.0,,24756000000.0,,,,,7829000000.0,,,,,,,1020000000.0,,915000000.0,,467000000.0,,,,,,,,,467900000.0,226000000.0,,,,,1511000000.0,,,,,-2000000.0,,,,-53000000.0,1630000000.0,663000000.0,466000000.0,5000000.0,2424000000.0,,466000000.0,1037000000.0,881000000.0,17432000000.0,,,,,,-251000000.0,,0.99,,,,,,,,,,,15210000000.0,,,-9000000.0,,,6317000000.0,,1073000000.0,,470000000.0,,802000000.0,663000000.0,,,,-3000000.0,,,,,0.0,,1.0,1969000000.0,,,781000000.0,,,,,,-105000000.0,,,,-127000000.0,,5223000000.0,-372000000.0,,,557000000.0,,,,,,,,,,,,-334000000.0,,,-118000000.0,77000000.0,,,,,,5666000000.0,,7940000000.0,,,,38000000.0,-38000000.0,,-170000000.0,14000000.0,505000000.0,783000000.0,3634000000.0,,158000000.0,,,,,1904000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,127000000.0,438000000.0,,,3675000000.0,11720000000.0,327000000.0,13698000000.0,,3840000000.0,,,32579000000.0,,24935000000.0,,,,,7770000000.0,,,,,,,1015000000.0,,901000000.0,,535000000.0,,,,,,,,,467600000.0,234000000.0,,,,,981000000.0,,,,,-5000000.0,,,,-154000000.0,1697000000.0,303000000.0,535000000.0,19000000.0,2439000000.0,,535000000.0,1025000000.0,876000000.0,16776000000.0,,,,,,-263000000.0,,1.14,,,,,,,,,,,15753000000.0,,,-24000000.0,,,6282000000.0,,1059000000.0,,469200000.0,,430000000.0,303000000.0,,,,-401000000.0,,,,,0.0,,1.14,1931000000.0,,,663000000.0,,,,,,-141000000.0,,,,-785000000.0,,5372000000.0,-134000000.0,,,638000000.0,,,,,,,,,,,,-95000000.0,,,-360000000.0,579000000.0,,,,,,5056000000.0,,7644000000.0,,,,63000000.0,0.0,,0.0,-43000000.0,598000000.0,872000000.0,3680000000.0,,158000000.0,,,,,1817000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,150000000.0,851000000.0,,,3597000000.0,11688000000.0,373000000.0,13540000000.0,,3656000000.0,,,32201000000.0,,24622000000.0,,,,,7830000000.0,,,,,,,997000000.0,,907000000.0,,445000000.0,,,,,,,,,465100000.0,232000000.0,,,,,842000000.0,,,,,-1000000.0,,,,-166000000.0,1606000000.0,418000000.0,446000000.0,3000000.0,2395000000.0,,446000000.0,1107000000.0,820000000.0,16788000000.0,,,,,,-257000000.0,,0.96,,,,,,,,,,,15366000000.0,,,-11000000.0,,,6139000000.0,,1063000000.0,,466400000.0,,568000000.0,418000000.0,,,,-1000000.0,,,,,0.0,,0.96,1997000000.0,,,303000000.0,,,,,,-122000000.0,,,,-677000000.0,,5203000000.0,322000000.0,,,543000000.0,,,,,,,,,,,,-40000000.0,,,115000000.0,973000000.0,,,,,,5100000000.0,,7579000000.0,,,,42000000.0,0.0,,-284000000.0,-72000000.0,487000000.0,775000000.0,3590000000.0,,156000000.0,,,,,1888000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,177000000.0,604000000.0,,-35000000.0,3427000000.0,11175000000.0,366000000.0,13479000000.0,15800000000.0,3479000000.0,13479000000.0,,31031000000.0,1865000000.0,24415000000.0,,1979000000.0,7346000000.0,,7781000000.0,,-3863000000.0,0.0,14292000000.0,,7781000000.0,978000000.0,-1026000000.0,873000000.0,,534000000.0,2145000000.0,-575000000.0,268000000.0,668000000.0,164000000.0,31031000000.0,,,461400000.0,233000000.0,2342000000.0,,1758000000.0,-516000000.0,668000000.0,268000000.0,15186000000.0,,,-1000000.0,925000000.0,,,-202000000.0,1630000000.0,268000000.0,532000000.0,8000000.0,2323000000.0,366000000.0,532000000.0,995000000.0,390000000.0,15800000000.0,3479000000.0,,6616000000.0,11175000000.0,-120000000.0,-255000000.0,177000000.0,1.15,6014000000.0,3565000000.0,4625000000.0,-682000000.0,995000000.0,465500000.0,2342000000.0,2371000000.0,,978000000.0,15186000000.0,1833000000.0,1979000000.0,9000000.0,445000000.0,4.25,6014000000.0,-513000000.0,1026000000.0,,462700000.0,-1027000000.0,445000000.0,268000000.0,,,781000000.0,-622000000.0,,-2267000000.0,,3596000000.0,0.0,-3863000000.0,1.15,1758000000.0,,35000000.0,418000000.0,7884000000.0,24415000000.0,,,5000000.0,-138000000.0,,1981000000.0,-72000000.0,-678000000.0,,5057000000.0,-57000000.0,-9000000.0,390000000.0,604000000.0,-20000000.0,4.23,467100000.0,-506000000.0,,-4319000000.0,,4221000000.0,5000000.0,20855000000.0,,-47000000.0,,5000000.0,-150000000.0,742000000.0,,-100000000.0,,,7884000000.0,4625000000.0,,6616000000.0,-4319000000.0,,7346000000.0,21000000.0,-34000000.0,6563000000.0,-228000000.0,1000000.0,555000000.0,604000000.0,3565000000.0,2323000000.0,153000000.0,,,-241000000.0,625000000.0,1833000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
