date,quarterlyBeginningCashPosition,annualRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingGrossProfit,quarterlyOperatingExpense,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualDilutedAverageShares,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualBeginningCashPosition,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,annualDilutedEPS,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,annualTotalNonCurrentAssets,trailingCapitalExpenditure,annualBasicAverageShares,quarterlyChangesInAccountReceivables,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossPPE,annualSellingGeneralAndAdministration,quarterlyInterestExpense,trailingDepreciationAndAmortization,trailingPurchaseOfBusiness,quarterlyResearchAndDevelopment,trailingOtherNonCashItems,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualInvestingCashFlow,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,trailingNetOtherFinancingCharges,annualChangeInInventory,quarterlyTotalRevenue,annualOperatingExpense,quarterlyGrossPPE,quarterlyIncomeTaxPayable,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,trailingDeferredIncomeTax,trailingBeginningCashPosition,annualInterestExpense,trailingChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,trailingResearchAndDevelopment,annualGoodwill,annualTotalRevenue,quarterlyTaxProvision,annualCapitalStock,trailingNetIncome,trailingCostOfRevenue,quarterlyBasicAverageShares,annualStockBasedCompensation,quarterlyNetPPE,annualChangesInAccountReceivables,annualDeferredIncomeTax,trailingOperatingExpense,quarterlyStockBasedCompensation,quarterlyEbitda,annualNetOtherFinancingCharges,annualInventory,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualResearchAndDevelopment,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,trailingChangeInInventory,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,trailingChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualFreeCashFlow,annualCommonStockIssuance,quarterlyBasicEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyGoodwill,quarterlyCurrentAssets,trailingChangeInAccountPayable,trailingPretaxIncome,quarterlySellingGeneralAndAdministration,annualNetOtherInvestingChanges,annualRetainedEarnings,annualPretaxIncome,annualEndCashPosition,trailingPurchaseOfInvestment,annualTaxProvision,annualCurrentDeferredRevenue,annualOtherCurrentAssets,annualTotalAssets,annualCostOfRevenue,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,annualLongTermDebt,annualNetIncome,annualCurrentDebt,annualCashDividendsPaid,annualNonCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,annualOperatingIncome,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingTaxProvision,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualAccountsPayable,quarterlyDilutedAverageShares,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualOtherNonCashItems,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossProfit,annualSaleOfInvestment,annualBasicEPS,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualStockholdersEquity,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,annualCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyLongTermDebt,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyInventory,annualNetPPE,annualCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,quarterlyCurrentAccruedExpenses,annualOtherShortTermInvestments,quarterlyAccountsReceivable,trailingNetOtherInvestingChanges,annualOperatingCashFlow,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingRepurchaseOfCapitalStock,trailingBasicEPS,trailingDilutedEPS,trailingDilutedAverageShares,trailingCommonStockIssuance
1985-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0075,,,,,,,,,44900000.0,,,,,,,,,,,,,,,44900000.0,,,,,,,,,,,,,,,,,,,,,,100584000.0,,,,,,,44900000.0,,,,,,,,,,,,,,,,,,,0.0075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100584000.0,,,,,,,,,,,,,,2800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,,,48300000.0,,8100000.0,,,,,,28200000.0,,94500000.0,,,427900000.0,,100584000.0,-285100000.0,,0.0,,,0.04625,9000000.0,,23200000.0,,,464600000.0,,100584000.0,,94500000.0,4800000.0,,,94500000.0,586700000.0,4200000.0,,,,,,-138000000.0,,61500000.0,,,,,,,,0.0,,,,,22900000.0,57300000.0,586700000.0,,18500000.0,,,,,,,6900000.0,,28200000.0,,,,168800000.0,,,,,,,301600000.0,,,,,-138000000.0,,8600000.0,,,,,,,65200000.0,,-285100000.0,,188100000.0,,,396300000.0,0.0,,,155100000.0,,33000000.0,,,151400000.0,,,,,396300000.0,24200000.0,0.0,,5700000.0,,9000000.0,616000000.0,103600000.0,616000000.0,,,,464600000.0,85500000.0,18500000.0,4800000.0,,,,7900000.0,,,,,8100000.0,,,,,163000000.0,,,,188100000.0,,,0.04625,,,427900000.0,1300000.0,,,,94500000.0,,,61500000.0,151400000.0,,,85500000.0,,,,8600000.0,301600000.0,33000000.0,,,18500000.0,163000000.0,,,,,,0.0,,155100000.0,,,,,,,
1985-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01875,,,,,,,,,54800000.0,,,,,,,,,,,,,,,54800000.0,,,,,,,,,,,,,,,,,,,,,,100584000.0,,,,,,,54800000.0,,,,,,,,,,,,,,,,,,,0.01875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100584000.0,,,,,,,,,,,,,,7400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00125,,,,,,,,,44400000.0,,,,,,,,,,,,,,,44400000.0,,,,,,,,,,,,,,,,,,,,,,100584000.0,,,,,,,44400000.0,,,,,,,,,,,,,,,,,,,0.00125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100584000.0,,,,,,,,,,,,,,400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,31000000.0,,,,,,,,,,,,,,,31000000.0,,,,,,,,,,,,,,,,,,,,,,100584000.0,,,,,,,31000000.0,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100584000.0,,,,,,,,,,,,,,1900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-30,,,49500000.0,,6700000.0,,,,,,19500000.0,,97900000.0,,,408200000.0,,106944000.0,-329800000.0,,0.0,,,0.0175,3700000.0,,200000.0,,,431400000.0,,106944000.0,,97900000.0,4000000.0,,,97900000.0,602900000.0,34600000.0,,,,,,-119100000.0,,45500000.0,,,,,,,,0.0,,,,,30300000.0,84300000.0,602900000.0,,7000000.0,,,,,,,8600000.0,,19500000.0,,,,160400000.0,,,,,,,273100000.0,,,,,-119100000.0,,6700000.0,,,,,,,95300000.0,,-329800000.0,,155000000.0,,,394500000.0,0.0,,,131500000.0,,23500000.0,,,131800000.0,,,,,394500000.0,2600000.0,0.0,,-4400000.0,,3700000.0,563200000.0,65100000.0,563200000.0,,,,431400000.0,79300000.0,7000000.0,4000000.0,,,,11000000.0,,,,,6700000.0,,,,,158300000.0,,,,155000000.0,,,0.0175,,,408200000.0,-2700000.0,,,,97900000.0,,,45500000.0,131800000.0,,,79300000.0,,,,6700000.0,273100000.0,23500000.0,,,7000000.0,158300000.0,,,,,,0.0,,131500000.0,,,,,,,
1986-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0275,,,,,,,,,41300000.0,,,,,,,,,,,,,,,41300000.0,,,,,,,,,,,,,,,,,,,,,,96748000.0,,,,,,,41300000.0,,,,,,,,,,,,,,,,,,,0.0275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96748000.0,,,,,,,,,,,,,,10500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01375,,,,,,,,,40200000.0,,,,,,,,,,,,,,,40200000.0,,,,,,,,,,,,,,,,,,,,,,96748000.0,,,,,,,40200000.0,,,,,,,,,,,,,,,,,,,0.01375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96748000.0,,,,,,,,,,,,,,5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,37300000.0,,,,,,,,,,,,,,,37300000.0,,,,,,,,,,,,,,,,,,,,,,96748000.0,,,,,,,37300000.0,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96748000.0,,,,,,,,,,,,,,3900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,,73000000.0,,5100000.0,,,,,,20900000.0,,118000000.0,,,420800000.0,,107056000.0,-349300000.0,,0.0,,,0.0575,3300000.0,,0.0,,,412400000.0,,107056000.0,,118000000.0,2900000.0,,,118000000.0,621300000.0,11600000.0,,,,,,-80000000.0,,46900000.0,,,,,,,,0.0,,,,,35100000.0,53600000.0,621300000.0,,22000000.0,,,,,,,6700000.0,,20900000.0,,,,153900000.0,,,,,,,272000000.0,,,,,-80000000.0,,8600000.0,,,,,,,92400000.0,,-349300000.0,,150500000.0,,,407100000.0,0.0,,,126700000.0,,23800000.0,,,158900000.0,,,,,407100000.0,32100000.0,0.0,,10100000.0,,3300000.0,571300000.0,61500000.0,571300000.0,,,,412400000.0,74700000.0,22000000.0,2900000.0,,,,38800000.0,,,,,5100000.0,,,,,140400000.0,,,,150500000.0,,,0.0575,,,420800000.0,2700000.0,,,,118000000.0,,,46900000.0,158900000.0,,,74700000.0,,,,8600000.0,272000000.0,23800000.0,,,22000000.0,140400000.0,,,,,,0.0,,126700000.0,,,,,,,
1987-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0125,,,,,,,,,38500000.0,,,,,,,,,,,,,,,38500000.0,,,,,,,,,,,,,,,,,,,,,,96748000.0,,,,,,,38500000.0,,,,,,,,,,,,,,,,,,,0.0125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96748000.0,,,,,,,,,,,,,,4900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,,,,,,41900000.0,,,,,,,,,,,,,,,41900000.0,,,,,,,,,,,,,,,,,,,,,,96656000.0,,,,,,,41900000.0,,,,,,,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96656000.0,,,,,,,,,,,,,,5700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01375,,,,,,,,,38400000.0,,,,,,,,,,,,,,,38400000.0,,,,,,,,,,,,,,,,,,,,,,96660000.0,,,,,,,38400000.0,,,,,,,,,,,,,,,,,,,0.01375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96660000.0,,,,,,,,,,,,,,5300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,,,70400000.0,,5200000.0,,,,,,23700000.0,,116900000.0,,,430800000.0,,107056000.0,-369400000.0,,0.0,,,0.0525,7700000.0,,0.0,,,414700000.0,,107056000.0,,116900000.0,2800000.0,,,116900000.0,650300000.0,6300000.0,,,,,,-86000000.0,,43300000.0,,,,,,,,0.0,,,,,37100000.0,52600000.0,650300000.0,,20200000.0,,,,,,,6300000.0,,23700000.0,,,,155900000.0,,,,,,,280900000.0,,,,,-86000000.0,,7700000.0,,,,,,,85400000.0,,-369400000.0,,145700000.0,,,417500000.0,0.0,,,119200000.0,,26500000.0,,,161800000.0,,,,,417500000.0,26500000.0,0.0,,6300000.0,,7700000.0,576500000.0,70500000.0,576500000.0,,,,414700000.0,70700000.0,20200000.0,2800000.0,,,,32800000.0,,,,,5200000.0,,,,,133800000.0,,,,145700000.0,,,0.0525,,,430800000.0,4200000.0,,,,116900000.0,,,43300000.0,161800000.0,,,70700000.0,,,,7700000.0,280900000.0,26500000.0,,,20200000.0,133800000.0,,,,,,0.0,,119200000.0,,,,,,,
