date,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyDilutedAverageShares,annualInterestExpense,quarterlyOtherIntangibleAssets,annualRepaymentOfDebt,annualBeginningCashPosition,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,quarterlyCurrentDeferredRevenue,trailingCapitalExpenditure,annualCapitalExpenditure,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,trailingInterestExpense,quarterlyCapitalStock,annualBasicEPS,annualSellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,annualNetOtherFinancingCharges,quarterlyEbitda,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOperatingIncome,trailingTaxProvision,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,annualCurrentDebt,quarterlyAccumulatedDepreciation,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualCurrentDeferredRevenue,annualCapitalStock,annualCostOfRevenue,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyOperatingCashFlow,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyIncomeTaxPayable,annualBasicAverageShares,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualNonCurrentDeferredTaxesLiabilities,quarterlyDilutedEPS,trailingCashDividendsPaid,annualInventory,annualAccumulatedDepreciation,trailingBeginningCashPosition,trailingNetIncome,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfBusiness,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyPretaxIncome,annualChangesInAccountReceivables,quarterlyRetainedEarnings,quarterlyTaxProvision,trailingOperatingExpense,annualNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,quarterlyAccountsReceivable,annualRetainedEarnings,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,trailingPretaxIncome,annualNetIncome,annualGoodwill,annualPretaxIncome,annualCommonStockIssuance,quarterlyTotalAssets,annualFreeCashFlow,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,quarterlyFreeCashFlow,annualAccountsReceivable,annualTotalRevenue,annualPurchaseOfInvestment,annualAccountsPayable,trailingInvestingCashFlow,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyDepreciationAndAmortization,annualTaxProvision,annualNonCurrentDeferredRevenue,annualTotalAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualLongTermDebt,annualStockholdersEquity,annualOtherNonCashItems,trailingTotalRevenue,annualOtherCurrentAssets,annualOperatingIncome,annualDepreciationAndAmortization,annualCashAndCashEquivalents,annualCurrentLiabilities,quarterlyCurrentDebt,annualCurrentAccruedExpenses,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualSaleOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyInvestingCashFlow,quarterlyBasicAverageShares,annualDilutedAverageShares,quarterlyEndCashPosition,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualChangeInAccountPayable,annualNetPPE,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualDilutedEPS,annualOtherNonCurrentAssets,annualEbitda,annualCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,trailingResearchAndDevelopment,trailingCommonStockIssuance,trailingChangeInAccountPayable,annualResearchAndDevelopment,annualStockBasedCompensation,annualDeferredIncomeTax,quarterlyChangeInInventory,quarterlyCommonStockIssuance,trailingSaleOfInvestment,trailingPurchaseOfBusiness,trailingRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingBasicEPS,trailingDilutedAverageShares,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingDeferredIncomeTax,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,trailingChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyResearchAndDevelopment,trailingBasicAverageShares,quarterlyChangeInAccountPayable,quarterlyOtherNonCashItems
,,,,,,,,,10297435897.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1685977150.0,,,1685977150.0,,,1685977150.0,,,,,,,,,,,,,,,,,,,,,0.040389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415901980.0,,415901980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10040000000.0,,,0.041425,415901980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,30140227880.0,,-288130080.0,,15002635200.0,4248262760.0,1661715720.0,,388313240.0,,,1767694600.0,,0.0,,,,-6846401240.0,,1479564520.0,1479564520.0,27528842040.0,,1217929160.0,2736407800.0,1641844680.0,,,0.166627,,,,1013423040.0,,,,1661715720.0,-827960.0,-3638808010.0,,140753200.0,-3638808010.0,,,1681662950.0,1960609280.0,-2739719640.0,,1111122320.0,,,4209348640.0,,,,2530245760.0,,30140227880.0,7850716720.0,7960007440.0,,9972670807.0,,20486214280.0,,,,618486120.0,-2739719640.0,,,,,,2567503960.0,,4248262760.0,27400508240.0,,,3759766360.0,,,0.0,,,,,3759766360.0,,,,1661715720.0,,2043405280.0,,35488849480.0,-1506059240.0,,27528842040.0,,12635497560.0,,,6739594400.0,,1641844680.0,,,0.0,414838270.0,,414838270.0,-6846401240.0,,381689560.0,,35488849480.0,12635497560.0,0.0,12635497560.0,15002635200.0,,,2736407800.0,1419123440.0,1111122320.0,1479564520.0,7850716720.0,1960609280.0,,,,,,,,20486214280.0,,128333800.0,,,10358709677.0,,,414838270.0,,618486120.0,,,,,,12635497560.0,5340342000.0,,27400508240.0,,,1479564520.0,,0.160417,128333800.0,2530245760.0,7960007440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,11100000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020977130.0,,,2020977130.0,,,2020977130.0,,,,,,,,,,,,,,,,,,,,,0.041397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459501150.0,,459501150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11100000000.0,,,0.041397,459501150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,11100000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021077211.0,,,2021077211.0,,,2021077211.0,,,,,,,,,,,,,,,,,,,,,0.041399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459523905.0,,459523905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11100000000.0,,,0.041399,459523905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,11100000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020659800.0,,,2020659800.0,,,2020659800.0,,,,,,,,,,,,,,,,,,,,,0.04139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459429000.0,,459429000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11100000000.0,,,0.04139,459429000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,36587770660.0,,705362280.0,,19846179080.0,1008370020.0,1838743690.0,,600220250.0,,,1480267320.0,,166405890.0,,,,-6457542000.0,,2185629600.0,2185629600.0,32432590750.0,,312942420.0,1837087910.0,1943057830.0,,5650349250.0,0.165578,1051420300.0,,1207891510.0,486799320.0,,,,1838743690.0,-1394994650.0,-3882145030.0,,101830470.0,-3882145030.0,,,2020710670.0,1150767100.0,-4271912400.0,,2584672580.0,,5650349250.0,3318183120.0,,,,4764506950.0,,36587770660.0,4102194950.0,5709957330.0,,11105000000.0,,18296369000.0,,,,517431250.0,-4271912400.0,,,,,,2583844690.0,,1008370020.0,32315858260.0,,,5270347740.0,,,877563400.0,,,,,5270347740.0,,,,1838743690.0,,2209638410.0,1122618840.0,38142548080.0,-494250330.0,,32432590750.0,1207891510.0,14027768160.0,,,8082690070.0,,1943057830.0,,,166405890.0,460456690.0,,460456690.0,-5570871810.0,,370894720.0,,38142548080.0,14194174050.0,2185629600.0,14027768160.0,19846179080.0,,,1837087910.0,2179834370.0,1533252280.0,2185629600.0,4102194950.0,1150767100.0,,,,,,,,18296369000.0,,116732490.0,,,11174842767.0,,,460456690.0,,517431250.0,,,,,,14194174050.0,5963291670.0,,32315858260.0,,,2185629600.0,,0.164543,116732490.0,3713086650.0,5709957330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,10580000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2412232512.0,,,2412232512.0,,,2412232512.0,,,,,,,,,,,,,,,,,,,,,0.04139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437910432.0,,437910432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10580000000.0,,,0.04139,437910432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,20778808608.0,,,10580000000.0,,,,,822841152.0,,,,,,,3239212704.0,3239212704.0,,,,1154792160.0,2334418560.0,,5649789600.0,,,,1874985120.0,,,,,,,1267374048.0,,,705292416.0,,,2416371552.0,,-4271489280.0,,,,,,,,,,,38677673184.0,6471802944.0,6843488736.0,,,,,,0.04139,,,,,,,,,,,2599317120.0,34406183904.0,556286976.0,,5537207712.0,118376544.0,,,,888237984.0,,,,,,,,,,,41366393568.0,,,34522904832.0,,13899724128.0,,,,,,,,216057888.0,437910432.0,260759520.0,437910432.0,,,,,,14115782016.0,,,,,,,,,,,1538067264.0,,173839680.0,,,,,,20587584960.0,,116720928.0,,10580000000.0,,,0.04139,437910432.0,,566220672.0,,,1528133568.0,,24834240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,11987600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2827667956.8,,,2827667956.8,,,2827667956.8,,,,,,,,,,,,,,,,,,,,,0.04139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496171559.04,,496171559.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11987600000.0,,,0.04139,496171559.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,41259333159.36,,307779014.4,,21263738534.4,1679920442.88,1868163982.08,,791169217.92,,,2185396563.84,,266976358.08,,,,-2274327977.28,,3743712011.52,3743712011.52,34716371839.68,,-2064619376.64,146969032.32,3159577574.4,,5649955161.6,0.164527,830961948.48,,2070447144.96,63923333.76,,,,1868163982.08,0.0,-4680451266.24,,18716738.88,-4680451266.24,,,2827659678.72,1906085866.56,-6656279956.8,,3229750858.56,,5649955161.6,4278360086.4,,,,6209710653.12,,41259333159.36,6745583883.84,5866037883.84,,11300000000.0,,19318671189.12,,,,543414561.6,-6656279956.8,,,,,,476709792.96,,1679920442.88,34603053202.56,,,5825715356.16,,,-964330095.36,,,,,5825715356.16,,,,1868163982.08,,2252713910.4,,40582409723.52,2733008112.0,-451999724.16,34716371839.68,2070447144.96,12306110947.2,,,10488070739.52,,3159577574.4,,,266976358.08,496171559.04,,496171559.04,-2634937698.24,,384549928.32,,40582409723.52,12573087305.28,2493175578.24,12306110947.2,21263738534.4,-862244812.8,,146969032.32,2979959794.56,2398788910.08,3743712011.52,6745583883.84,1906085866.56,,,,,,,,19318671189.12,586485411.84,113318637.12,,,11930160000.0,,,496171559.04,,543414561.6,,,,,,12573087305.28,5007336089.28,,34603053202.56,,,3743712011.52,,0.164527,113318637.12,5378748704.64,5866037883.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,13638000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3062508808.32,,,3062508808.32,,,3062508808.32,,,,,,,,,,,,,,,,,,,,,0.04139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564482275.2,,564482275.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13638000000.0,,,0.04139,564482275.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,22393059042.24,,,11300000000.0,,,,,921888379.2,,,,,,,4719234071.04,4719234071.04,,,,208177155.84,3231795544.32,,5650054498.56,,,,2285122593.6,,,,,,,1609424313.6,,,922931417.28,,,3062508808.32,,-6656279956.8,,,,,,,,,,,40202329958.4,5755078499.52,6882693722.88,,,,,,0.04139,,,,,,,,,,,1127482774.08,33546050001.6,677850580.8,,6740136907.2,113368305.6,,,,1217689011.84,,,,,,,,,,,40538130273.6,,,33655436550.72,,12067222114.56,,,,,,,,322770617.28,564482275.2,235395482.88,564482275.2,,,,,,12389992731.84,,,,,,,,,,,1395800181.12,,244137135.36,,,,,,18145071231.36,,109386549.12,,11300000000.0,,,0.04139,564482275.2,,492065631.36,,,1844819796.48,,-960257.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,10002149254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210890436.6,,,3210890436.6,,,3210890436.6,,,,,,,,,,,,,,,,,,,,,0.06926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692744606.4,,692744606.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9855058824.0,,,0.070293,692744606.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
