,trailingRepaymentOfDebt,annualEbitda,annualOtherNonCurrentLiabilities,annualRepaymentOfDebt,quarterlyBeginningCashPosition,annualNetPPE,quarterlyCapitalStock,annualOtherIncomeExpense,trailingGrossProfit,annualOtherCurrentLiabilities,quarterlyBasicAverageShares,trailingNetIncomeCommonStockholders,quarterlyPretaxIncome,annualChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualCashCashEquivalentsAndMarketableSecurities,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingOtherIncomeExpense,quarterlySaleOfInvestment,annualTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyInterestExpense,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyNonCurrentDeferredRevenue,annualOperatingExpense,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,trailingOtherNonCashItems,quarterlyCommonStockIssuance,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyTotalRevenue,quarterlyOperatingCashFlow,trailingNetOtherFinancingCharges,quarterlyDilutedEPS,annualInvestingCashFlow,quarterlyCapitalExpenditure,annualCapitalExpenditure,quarterlyOperatingIncome,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,quarterlyGrossPPE,trailingCashDividendsPaid,quarterlyTaxProvision,annualChangesInAccountReceivables,annualInterestExpense,trailingBeginningCashPosition,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,quarterlyNetPPE,annualCapitalStock,annualTotalRevenue,annualDeferredIncomeTax,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEbitda,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,annualStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,annualGoodwill,annualNetOtherFinancingCharges,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyRetainedEarnings,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,annualOperatingIncome,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,trailingNetIncome,trailingCommonStockIssuance,quarterlyGoodwill,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualBasicAverageShares,annualEndCashPosition,annualNetIncome,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyTotalAssets,annualNonCurrentDeferredRevenue,annualCashDividendsPaid,trailingTotalRevenue,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualCostOfRevenue,trailingPurchaseOfInvestment,annualOtherCurrentAssets,annualBasicEPS,annualAccountsPayable,trailingInvestingCashFlow,trailingOperatingIncome,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,annualFreeCashFlow,trailingEndCashPosition,annualPretaxIncome,quarterlyDepreciationAndAmortization,quarterlyDilutedAverageShares,annualRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,trailingRepurchaseOfCapitalStock,annualStockholdersEquity,annualSellingGeneralAndAdministration,annualDilutedAverageShares,annualOtherNonCashItems,annualOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualCashAndCashEquivalents,quarterlyBasicEPS,trailingSaleOfInvestment,annualTaxProvision,quarterlyOtherIncomeExpense,annualAccountsReceivable,annualCurrentAssets,trailingOperatingCashFlow,quarterlyLongTermDebt,annualChangeInAccountPayable,annualDilutedEPS,annualNetIncomeCommonStockholders,annualOperatingCashFlow,annualCurrentLiabilities,quarterlyOperatingExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,annualOtherIntangibleAssets,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyAccountsReceivable,annualSaleOfInvestment,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,trailingChangeInInventory,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,annualInventory,annualCurrentAccruedExpenses,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,annualCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyResearchAndDevelopment,quarterlyCurrentAccruedExpenses,trailingCapitalExpenditure,trailingBasicAverageShares,trailingBasicEPS,annualOtherShortTermInvestments,trailingDeferredIncomeTax,trailingNetOtherInvestingChanges,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualChangeInInventory,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingTaxProvision,trailingChangeInAccountPayable
1080691200,,,,,29869000.0,,75658000.0,,,,59500000.0,,,,-67289000.0,67891000.0,1271771000.0,,,,-36497000.0,-299127000.0,,43538000.0,43538000.0,,,,48814000.0,,,21234000.0,,,9764000.0,16856000.0,,-11141000.0,,,,,,-5813000.0,,-5720000.0,,,,18545000.0,,,95810000.0,37867000.0,,0.35,,-67289000.0,,45276000.0,,,3071176000.0,,,,,,,,,2772049000.0,,,,5847000.0,,65620000.0,,13669000.0,,-7784000.0,,,,,,-88150000.0,,-29422000.0,,,,5883000.0,,,,,,,,,,,,,21420000.0,,3086424000.0,,,,,,,,,,,,,-512000.0,,,,,20344000.0,61200000.0,,-27997000.0,1568509000.0,,,,23177000.0,,,,,,,101404000.0,,22485000.0,22817000.0,,0.36,,,38485000.0,,,,1481577000.0,,,,,,50534000.0,,43538000.0,,-18385000.0,,,,-38254000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,,,,43538000.0,,75660000.0,,,,61119512.0,,,,43870000.0,-33326000.0,1274904000.0,,,,31377000.0,-313601000.0,,5380000.0,5380000.0,,,,32203000.0,,,19545000.0,,,11846000.0,-5610000.0,105555000.0,28338000.0,,,,,,-15949000.0,,-5577000.0,,,,-7044000.0,,,95935000.0,74040000.0,,0.41,,-138290000.0,,44534000.0,,,3285949000.0,,,,,,,,,2972348000.0,,,,-677000.0,,64864000.0,,-38158000.0,,7784000.0,,,,,,-95301000.0,,-64250000.0,,,,7221000.0,,,,,,,,,,,,,25059000.0,,3153015000.0,,,,,,,,,,,,,-706000.0,,,,,19922000.0,61119512.0,,33948000.0,1627534000.0,,,,19772000.0,,,,,,,,,23964000.0,26456000.0,,0.41,,,-3667000.0,,,,1506712000.0,,,,,,51401000.0,,5380000.0,,-96249000.0,,,,-38690000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,,,,5380000.0,,200677000.0,,,,61325862.0,,,,,-11146000.0,1462525000.0,,,,-1512000.0,-325130000.0,,50181000.0,50181000.0,,,,115452000.0,,,,,,11316000.0,-10509000.0,109145000.0,-14522000.0,,,,,,-12742000.0,,-5434000.0,,,,67501000.0,,,98991000.0,37806000.0,,0.58,,-67166000.0,,45385000.0,,,3313334000.0,,,,,,,,,2988204000.0,,,,-5924000.0,,65891000.0,,44801000.0,,-125000000.0,,,,,,-91992000.0,,-29360000.0,,,,7232000.0,,,,,,,,,,,,,35569000.0,,3188920000.0,,,,,,,,,,,,,-17403000.0,,,,,20506000.0,61325862.0,,-4013000.0,1603187000.0,,,,-84903000.0,,,,,,,,,25292000.0,37746000.0,,0.58,,,-7946000.0,,,,1479021000.0,,,,,,53606000.0,,50181000.0,,19737000.0,,,,-38659000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,,260168000.0,,-13887000.0,50181000.0,2994062000.0,200680000.0,-38577000.0,,,,,,65451000.0,,64009000.0,1498717000.0,95320000.0,,,-7255000.0,-338609000.0,29869000.0,95320000.0,95320000.0,,3332671000.0,,168078000.0,,,,,,14172000.0,-11336000.0,102443000.0,-13634000.0,,,-338609000.0,,213716000.0,-45628000.0,-340217000.0,-5291000.0,,113309000.0,,2660000.0,,,106102000.0,34188000.0,,,-38318000.0,-127830000.0,-400575000.0,45403000.0,-80132000.0,,3332671000.0,,,-10599000.0,,,,,-66299000.0,2994062000.0,200680000.0,391948000.0,,-22649000.0,,66567000.0,,45139000.0,,125000000.0,,-203146000.0,,,-10959000.0,-79570000.0,-5291000.0,-93642000.0,404226000.0,178232000.0,-79570000.0,9945000.0,,,,,,,3243824000.0,1610743000.0,61391346.0,95320000.0,136327000.0,,45645000.0,,3243824000.0,,-154696000.0,,,1493090000.0,,,,2.08,102443000.0,,,-47678000.0,,-216674000.0,,,21164000.0,,0.0,-2298000.0,1610743000.0,,,,-161192000.0,,1498717000.0,30282000.0,61391346.0,-23403000.0,,,81936000.0,42851000.0,49307000.0,95320000.0,,,,-21998000.0,,,,1493090000.0,-360000.0,2.08,127694000.0,183901000.0,,60699000.0,,95320000.0,14172000.0,56579000.0,81662000.0,,364547000.0,-39093000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,,,,95320000.0,,200684000.0,,,,63065455.0,,,,,2394000.0,1501708000.0,,,,-26836000.0,-352818000.0,,53591000.0,53591000.0,,,,69054000.0,,,,,,13280000.0,3221000.0,79919000.0,-32268000.0,,,,,,-65291000.0,,-5148000.0,,,,3128000.0,,,101688000.0,19970000.0,,0.55,,-56690000.0,,46524000.0,,,3346460000.0,,,,,,,,,2993642000.0,,,,-8376000.0,,68790000.0,,-41729000.0,,,,,,,,-79538000.0,,-36720000.0,,,,8652000.0,,,,,,,,,,,,,34686000.0,,3195566000.0,,,,,,,,,,,,,-11166000.0,,,,,22266000.0,63065455.0,,-35489000.0,1560840000.0,,,,-1155000.0,,,,,,,,,29146000.0,38348000.0,,0.55,,,-6542000.0,,,,1466039000.0,,,,,,55164000.0,,53591000.0,,3592000.0,,,,-40428000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,,,,53591000.0,,200686000.0,,,,62839062.0,,,,,-2394000.0,1503972000.0,,,,8770000.0,-364362000.0,,26252000.0,26252000.0,,,,40761000.0,,,22860000.0,,,12164000.0,-10063000.0,112164000.0,14210000.0,,,,,,308249000.0,,-16521000.0,,,,426000.0,,,111484000.0,78244000.0,,0.63,,-60002000.0,,56994000.0,,,3715696000.0,,,,,,,,,3351334000.0,,,,3000.0,,78160000.0,,-27339000.0,,,,,,,,-74057000.0,,18242000.0,,,,9402000.0,,,,,,,,,,,,,40217000.0,,3525844000.0,,,,,,,,,,,,,-392197000.0,,,,,20151000.0,63836508.0,,24273000.0,1890227000.0,,,,339565000.0,,,,,,,,,35329000.0,43880000.0,,0.64,,,-3598000.0,,,,1488352000.0,,,,,,54490000.0,,26252000.0,,-413832000.0,,,,-40512000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,,,,26252000.0,,275732000.0,,,,65626190.0,,,,,0.0,1776907000.0,,,,-23104000.0,-371386000.0,,31232000.0,31232000.0,,,,67806000.0,,,23583000.0,,,11295000.0,-6433000.0,103009000.0,-3760000.0,,,,,,-6918000.0,,-12019000.0,,,,253779000.0,,,93626000.0,46352000.0,,0.41,,-99930000.0,,40318000.0,,,3742432000.0,,,,,,,,,3371046000.0,,,,-32433000.0,,60800000.0,,4980000.0,,,,,,,,-83530000.0,,-53578000.0,,,,9148000.0,,,,,,,,,,,,,27563000.0,,3557659000.0,,,,,,,,,,,,,-2330000.0,,,,,20482000.0,67226829.0,,2673000.0,1702160000.0,,,,-169282000.0,,,,,,,,,17785000.0,32063000.0,,0.42,,,-3750000.0,,,,1584589000.0,,,,,,53308000.0,,31232000.0,,-34454000.0,,,,-43089000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,,264016000.0,,-48668000.0,31232000.0,3394820000.0,275733000.0,-18420000.0,,,,,,-52862000.0,,-8456000.0,1788825000.0,42458000.0,,,-7498000.0,-380613000.0,95320000.0,42458000.0,42458000.0,,3775433000.0,,90432000.0,,,,,,10182000.0,-8166000.0,110800000.0,3979000.0,,,-380613000.0,,213517000.0,-12279000.0,,-11692000.0,,101066000.0,,-51732000.0,,,92179000.0,63589000.0,,,-484778000.0,-110040000.0,-326662000.0,39033000.0,223761000.0,,3775433000.0,,,-21441000.0,87424000.0,,,,-417713000.0,3394820000.0,275733000.0,394038000.0,,20658000.0,,59629000.0,,11226000.0,,54000000.0,,150652000.0,,,-17839000.0,-77422000.0,-11692000.0,-46451000.0,-8456000.0,180521000.0,-77422000.0,10612000.0,,,,,,,3616215000.0,1739225000.0,64845778.0,42458000.0,162647000.0,,43437000.0,,3616215000.0,,-167208000.0,,,1613942000.0,,,,2.25,110800000.0,,,-12020000.0,,-118507000.0,,,20596000.0,,-54000000.0,12145000.0,1739225000.0,,,,-18476000.0,,1788825000.0,37815000.0,65427354.0,-20148000.0,,,83495000.0,20072000.0,48356000.0,42458000.0,,,,-4530000.0,,,,1613942000.0,3602000.0,2.23,145903000.0,208155000.0,,53146000.0,,42458000.0,10182000.0,-40084000.0,205601000.0,,268053000.0,-43179000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,,,,42458000.0,,275738000.0,,,,67892784.0,,,,,0.0,1818763000.0,,,,-12946000.0,-398371000.0,,88056000.0,88056000.0,,,,209056000.0,,,,,,9315000.0,-1305000.0,103875000.0,-31109000.0,,,,,,-111265000.0,,-8552000.0,,,,1637000.0,,,104069000.0,29748000.0,,0.97,,-77150000.0,,45366000.0,,,3713349000.0,,,,,,,,,3314978000.0,,,,-30826000.0,,66513000.0,,45598000.0,,,,,,,,-52129000.0,,-47402000.0,,,,10803000.0,,,,,,,,,,,,,65856000.0,,3570540000.0,,,,,,,,,,,,,-4791000.0,,,,,20908000.0,67892784.0,,-29804000.0,1664898000.0,,,,-54510000.0,,,,,,,,,39482000.0,70775000.0,,0.97,,,-15680000.0,,,,1546848000.0,,,,,,58703000.0,,88056000.0,,127115000.0,,,,-45446000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,,,,88056000.0,,275741000.0,,,,68357447.0,,,,,0.0,1829320000.0,,,,-6060000.0,-412762000.0,,36594000.0,36594000.0,,,,28262000.0,,,,,,14352000.0,-7529000.0,145202000.0,12241000.0,,,,,,-56411000.0,,-581000.0,,,,985000.0,,,108825000.0,79029000.0,,0.47,,-101569000.0,,50578000.0,,,3844404000.0,,,,,,,,,3431642000.0,,,,7752000.0,,72568000.0,,-51462000.0,,,,,,,,-60809000.0,,-22540000.0,,,,10830000.0,,,,,,,,,,,,,32128000.0,,3659610000.0,,,,,,,,,,,,,-773000.0,,,,,21990000.0,68357447.0,,19770000.0,1744087000.0,,,,53324000.0,,,,,,,,,34402000.0,37047000.0,,0.47,,,-9593000.0,,,,1579643000.0,,,,,,58247000.0,,36594000.0,,-74080000.0,,,,-45660000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,,,,36594000.0,,275743000.0,,,,69108772.0,,,,,0.0,1824713000.0,,,,-5540000.0,-421650000.0,,38360000.0,38360000.0,,,,96967000.0,,,,,,13229000.0,-11818000.0,146893000.0,-9656000.0,,,,,,6650000.0,,-13334000.0,,,,169000.0,,,105632000.0,54421000.0,,0.57,,-146064000.0,,50028000.0,,,3918926000.0,,,,,,,,,3497276000.0,,,,-2488000.0,,72282000.0,,1766000.0,,,,,,,,-62324000.0,,-91643000.0,,,,10765000.0,,,,,,,,,,,,,39392000.0,,3703838000.0,,,,,,,,,,,,,-10208000.0,,,,,22254000.0,69108772.0,,2162000.0,1794855000.0,,,,-6994000.0,,,,,,,,,43915000.0,44311000.0,,0.57,,,-15414000.0,,,,1628967000.0,,,,,,55604000.0,,38360000.0,,-59305000.0,,,,-39985000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,,267230000.0,,-81647000.0,38360000.0,3474244000.0,275744000.0,-65600000.0,,,,,,-8412000.0,,14770000.0,1853317000.0,34046000.0,,,-57101000.0,-427389000.0,42458000.0,34046000.0,34046000.0,,3901633000.0,,135139000.0,,,,,,12315000.0,-425000.0,140940000.0,3663000.0,,,-427389000.0,,240521000.0,-102432000.0,,-13317000.0,,155145000.0,,3203000.0,,,104144000.0,53617000.0,,,38231000.0,-99390000.0,-424173000.0,34719000.0,-263458000.0,,3901633000.0,,,-21077000.0,,,,,-21790000.0,3474244000.0,275744000.0,420338000.0,,-38686000.0,,56980000.0,,-4314000.0,,0.0,,-4898000.0,,,-24861000.0,-41897000.0,-13317000.0,-45773000.0,14770000.0,179817000.0,-41897000.0,13097000.0,,,,,,,3671785000.0,1734572000.0,68328522.0,34046000.0,218511000.0,,61461000.0,,3671785000.0,,-182907000.0,,,1575386000.0,,,,2.91,140940000.0,,,-6018000.0,,-207358000.0,,,22261000.0,,0.0,4088000.0,1734572000.0,,,,3282000.0,,1853317000.0,45495000.0,68801384.0,-64248000.0,,,87413000.0,37741000.0,66379000.0,34046000.0,,,,-24913000.0,,,,1575386000.0,-3784000.0,2.89,198836000.0,216815000.0,,69425000.0,,34046000.0,12315000.0,44501000.0,5994000.0,,469424000.0,-51816000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,,,,34046000.0,,275747000.0,,,,69425333.0,,,,,0.0,1860187000.0,,,,-130337000.0,-441432000.0,,29164000.0,29164000.0,,,,68394000.0,,,,,,11569000.0,-3065000.0,144865000.0,-27169000.0,,,,,,51128000.0,,-10799000.0,,,,2332000.0,,,106715000.0,37460000.0,,0.75,,-158056000.0,,47960000.0,,,4023877000.0,,,,,,,,,3582445000.0,,,,-10089000.0,,69478000.0,,-4882000.0,,,,,,,,-35535000.0,,-120596000.0,,,,12297000.0,,,,,,,,,,,,,52069000.0,,3776934000.0,,,,,,,,,,,,,-3808000.0,,,,,21518000.0,69425333.0,,-24104000.0,1837702000.0,,,,108771000.0,,,,,,,,,56255000.0,56988000.0,,0.75,,,-25645000.0,,,,1674932000.0,,,,,,58755000.0,,29164000.0,,-93470000.0,,,,-44638000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,,,,29164000.0,,275750000.0,,,,69320312.0,,,,,0.0,1879009000.0,,,,-319127000.0,-459179000.0,,55095000.0,55095000.0,,,,107597000.0,,,21122000.0,,,14218000.0,-6892000.0,172569000.0,21057000.0,,,,,,101773000.0,,1577000.0,,,,0.0,,,108760000.0,83683000.0,,0.64,,-261891000.0,,47695000.0,,,4203537000.0,,,,,,,,,3744358000.0,,,,-12470000.0,,69719000.0,,25931000.0,,,,,,,,-37036000.0,,-178208000.0,,,,12907000.0,,,,,,,,,,,,,44365000.0,,3989812000.0,,,,,,,,,,,,,-5231000.0,,,,,22024000.0,69320312.0,,27949000.0,2032833000.0,,,,188489000.0,,,,,,,,,30179000.0,49284000.0,,0.64,,,-3449000.0,,,,1840524000.0,,,,,,61065000.0,,55095000.0,,-159525000.0,,,,-50697000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,,,,55095000.0,,275751000.0,,,,69773585.0,,,,,0.0,1859076000.0,,,,-1205000.0,-478560000.0,,33571000.0,33571000.0,,,,46628000.0,,,,,,18466000.0,-18587000.0,185428000.0,-16557000.0,,,,,,26766000.0,,-18030000.0,,,,40000.0,,,116980000.0,55479000.0,,0.53,,-124960000.0,,53369000.0,,,4341616000.0,,,,,,,,,3863056000.0,,,,5763000.0,,77743000.0,,-21524000.0,,,,,,,,-45931000.0,,-69481000.0,,,,12159000.0,,,,,,,,,,,,,36980000.0,,4093085000.0,,,,,,,,,,,,,-25437000.0,,,,,24374000.0,69773585.0,,2030000.0,2159333000.0,,,,78627000.0,,,,,,,,,38575000.0,41899000.0,,0.53,,,-5492000.0,,,,1952030000.0,,,,,,63611000.0,,33571000.0,,-103769000.0,,,,-50696000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,,288252000.0,,-94264000.0,33571000.0,3900697000.0,275752000.0,-52215000.0,,,,,,-15378000.0,,545000.0,1870386000.0,18668000.0,,,356405000.0,-497498000.0,34046000.0,18668000.0,18668000.0,,4398195000.0,,89734000.0,,,,,,17228000.0,-6919000.0,164479000.0,-11772000.0,,,-497498000.0,,256764000.0,-1051000.0,,-18916000.0,,176419000.0,,11000.0,,,119346000.0,47675000.0,,,-418291000.0,-143622000.0,-688529000.0,45809000.0,178616000.0,,4398195000.0,,,-35463000.0,,,,,-42660000.0,3900697000.0,275752000.0,451508000.0,,-21625000.0,,71401000.0,,-14903000.0,,,,291958000.0,,,-34441000.0,-41316000.0,-18916000.0,-95947000.0,545000.0,194744000.0,-41316000.0,13217000.0,,,,,,,4143012000.0,2194244000.0,69424906.0,18668000.0,203651000.0,,50562000.0,,4143012000.0,,-202725000.0,,,2007975000.0,,,,2.65,164479000.0,,,-8184000.0,,-464232000.0,,,25592000.0,,0.0,-4853000.0,2194244000.0,,,,-83929000.0,,1870386000.0,50580000.0,69424906.0,-38421000.0,,,93508000.0,51491000.0,55480000.0,18668000.0,,,,-17629000.0,,,,2007975000.0,1022000.0,2.65,183976000.0,224297000.0,,73537000.0,,18668000.0,17228000.0,-61527000.0,2383000.0,,312353000.0,-56694000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,,,,18668000.0,,275755000.0,,,,70313158.0,,,,,0.0,1840345000.0,,,,-102832000.0,-518614000.0,,29212000.0,29212000.0,,,,41331000.0,,,,,,16217000.0,2055000.0,147292000.0,-28359000.0,,,,,,43709000.0,,-28274000.0,,,,799000.0,,,119648000.0,41807000.0,,0.38,,-108731000.0,,50824000.0,,,4475992000.0,,,,,,,,,3957378000.0,,,,15641000.0,,76346000.0,,10544000.0,,,,,,,,-65049000.0,,-66924000.0,,,,14123000.0,,,,,,,,,,,,,26719000.0,,4195712000.0,,,,,,,,,,,,,-7572000.0,,,,,25522000.0,70313158.0,,-29866000.0,2277344000.0,,,,99373000.0,,,,,,,,,31737000.0,31638000.0,,0.38,,,-2218000.0,,,,2108500000.0,,,,,,68824000.0,,29212000.0,,-74972000.0,,,,-55298000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,,,,29212000.0,,275756000.0,,,,69397000.0,,,,,76840000.0,1837417000.0,,,,100740000.0,-538779000.0,,41604000.0,41604000.0,,,,-32474000.0,,,,,,14995000.0,-13952000.0,155561000.0,668000.0,,,,,,19780000.0,,-18762000.0,,,,,,,123381000.0,75390000.0,,0.45,,-122119000.0,,55094000.0,,,4567956000.0,,,,,,,,,4029177000.0,,,,-2872000.0,,82126000.0,,12392000.0,,,,,,,,,,-46729000.0,,,,13153000.0,,,,,,,,,,,,,31866000.0,,4276269000.0,,,,,,,,,,,,,-5025000.0,,,,,27032000.0,69552000.0,,14072000.0,2371115000.0,,,,11540000.0,,,,,,,,,31397000.0,36785000.0,,0.45,,,,,,,2194662000.0,,,,,,68287000.0,,41604000.0,,-82778000.0,,71663000.0,,-53551000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,,,,41604000.0,,275756000.0,,,,69522000.0,,,,,3543000.0,1839463000.0,,,,-19543000.0,-545979000.0,,25777000.0,25777000.0,,,,220049000.0,,,24091000.0,,,13698000.0,,156530000.0,5277000.0,,,,,,-116316000.0,,-26299000.0,,,,,,,122798000.0,69472000.0,,0.78,,-111607000.0,,52644000.0,,,4501237000.0,,,,,,,,,3955258000.0,,,,19175000.0,-2309000.0,80022000.0,,-15827000.0,,,,,,,,,,-42135000.0,,,,9494000.0,,,,,,,,,,,,,54545000.0,,4221119000.0,,,,,,,,,,,,,-28372000.0,,,,,27378000.0,69612000.0,,,2313813000.0,,,,-114429000.0,,,,,,,,,54648000.0,59464000.0,,0.78,,,24289000.0,,,,2137007000.0,,,,,,70154000.0,,25777000.0,,31017000.0,,73936000.0,,-72011000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,,323518558.0,309238000.0,-21848000.0,25777000.0,3915050447.0,275756000.0,1369733.0,,0.0,,,,2865000.0,,-27787000.0,1696085000.0,21533019.0,,0.0,-213000.0,-554595000.0,18668000.0,21533000.0,21533000.0,,4469645675.0,,102721000.0,3985608000.0,,21166000.0,,,12903000.0,,,-38095000.0,,,-554595228.0,,215272945.0,-57702000.0,,-91465000.0,,121859295.0,,,,,131090000.0,32500000.0,,,-105775000.0,-46326000.0,-388783000.0,59215000.0,-110529000.0,,4042487000.0,,,,92784000.0,,,0.0,-48619000.0,3487892000.0,275756349.0,493420893.0,,4119000.0,-2883000.0,85245000.0,434052723.0,-4244000.0,5950000.0,,,-4806000.0,,2238698000.0,-60509000.0,-155057000.0,-91464881.0,-13826000.0,0.0,218779778.0,-155057000.0,12725000.0,156767000.0,,,,,141395000.0,4183360315.0,2380092999.0,69820606.0,21533000.0,148843286.0,2135571162.0,3381000.0,,4142375000.0,,-237062000.0,,309238000.0,1837904000.0,59368170.0,,0.0,1.85,141395128.0,,,-7650000.0,3985608000.0,-169614000.0,,,25538000.0,,,,2380093000.0,43928000.0,383408000.0,,-1290000.0,,1736359957.0,47072332.0,70200066.0,36063000.0,43928000.0,383408000.0,105470000.0,-7171000.0,8299000.0,21533019.0,,,,-680000.0,103796509.0,156767000.0,,1837904000.0,,1.84,129168122.0,219169000.0,141395000.0,12507000.0,2238698000.0,21533000.0,12903000.0,20958000.0,1020000.0,103796000.0,331627000.0,-56202000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,,,,,21533000.0,,275756000.0,,,,69670000.0,,,,,0.0,1688569000.0,,,0.0,-3029000.0,-577737000.0,,24669000.0,24669000.0,,,,11882000.0,,2260346000.0,27424000.0,,,12111000.0,,,-18946000.0,,,,,,9732000.0,,-68585000.0,,,,2000.0,,,119658000.0,39793000.0,,0.28,,-46093000.0,,45369000.0,,,4147615000.0,,,,,,,0.0,,3569878000.0,,,,10284000.0,1037000.0,73452000.0,,3136000.0,,,,,,80163000.0,,-186227000.0,,-6300000.0,,,,15884000.0,157826000.0,,,,,2373953000.0,,,,,,,19563000.0,,4208474000.0,,,,11324000.0,,,,,,,,,-12178000.0,4050648000.0,,,,27602000.0,69670000.0,,,2454116000.0,44927000.0,,103738000.0,-1322000.0,,,,,,,368313000.0,,20753000.0,24482000.0,,0.28,,,0.0,,,,,,,,,,58369000.0,,24669000.0,,-46389000.0,,96229000.0,,-55919000.0,15920000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
