,quarterlyCashDividendsPaid,trailingFreeCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,annualOtherCurrentAssets,annualTotalRevenue,annualCostOfRevenue,trailingResearchAndDevelopment,annualAccountsPayable,quarterlyDilutedEPS,annualResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,trailingTotalRevenue,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,annualEndCashPosition,annualTaxProvision,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyTotalNonCurrentAssets,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualNetIncomeContinuousOperations,quarterlyFreeCashFlow,annualCashAndCashEquivalents,annualDilutedAverageShares,annualPretaxIncome,annualCurrentDebt,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualNetIncome,trailingEndCashPosition,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,annualDilutedEPS,trailingSaleOfInvestment,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyGrossProfit,annualSellingGeneralAndAdministration,annualCurrentAssets,annualAccountsReceivable,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCurrentAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentAssets,annualStockholdersEquity,trailingPretaxIncome,annualLongTermDebt,quarterlyOtherCurrentAssets,annualTotalAssets,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyInventory,annualRetainedEarnings,annualNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualEbitda,quarterlyChangeInInventory,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualSaleOfInvestment,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyCostOfRevenue,annualNetPPE,annualTotalNonCurrentAssets,annualOtherIntangibleAssets,quarterlyPretaxIncome,annualGrossProfit,quarterlyOperatingExpense,quarterlyCashAndCashEquivalents,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,trailingGrossProfit,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyStockholdersEquity,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,annualChangeInInventory,quarterlyPurchaseOfBusiness,annualBasicEPS,quarterlyBasicEPS,annualGrossPPE,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualOtherNonCashItems,trailingChangeInCashSupplementalAsReported,quarterlyNetOtherFinancingCharges,annualPurchaseOfBusiness,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,trailingOperatingExpense,annualInvestingCashFlow,quarterlyGrossPPE,quarterlySaleOfInvestment,annualCapitalExpenditure,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,trailingCapitalExpenditure,trailingSellingGeneralAndAdministration,annualOperatingExpense,trailingPurchaseOfBusiness,trailingPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,quarterlyAccountsPayable,trailingNetIncome,quarterlyOperatingIncome,trailingInterestExpense,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyNetPPE,quarterlyTaxProvision,annualRepaymentOfDebt,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,annualBasicAverageShares,annualInterestExpense,quarterlyChangeInCashSupplementalAsReported,annualInventory,annualGoodwill,annualNetOtherFinancingCharges,annualCurrentDeferredRevenue,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,quarterlyCurrentAccruedExpenses,trailingCommonStockIssuance,trailingOtherIncomeExpense,trailingChangeInAccountPayable,annualStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,trailingOtherNonCashItems,annualInvestmentsAndAdvances,trailingRepurchaseOfCapitalStock,annualIncomeTaxPayable,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,trailingBasicEPS,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingDepreciationAndAmortization,trailingChangeInInventory,annualOtherIncomeExpense,trailingDeferredIncomeTax,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingOperatingCashFlow,trailingBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyAccumulatedDepreciation,annualAccumulatedDepreciation
1214784000,-266915616.0,,,,7274429719.0,,,,,,,,,7834466776.0,497102463.0,,,,15591153924.0,,,9942044512.0,5582595770.0,26197517596.0,,,,,-414645824.0,,,,,,500957394.0,,,,863858099.0,,41788671520.0,,,,,894511407.0,863858099.0,1701930808.0,,,,17776511288.0,,7772254546.0,220691311.0,,,,1500000000.0,,,3178122.0,,262038167.0,16119621.0,2132342723.0,,,,,,,-3014279757.0,7726122376.0,,,,3880664962.0,,,,1072935525.0,,530462802.0,7736186029.0,,20118862.0,,7736186029.0,1766434193.0,,2000865475.0,-4139906163.0,,23511202838.0,,,,,,,,3548744540.0,-1113329751.0,,,11282057207.0,,,,229470836.0,1447215704.0,,,23653982961.0,,,,,2433571412.0,,,,,,,,,,,,,1624430487.0,,1171468006.0,,,,,1302406361.0,,,23653982961.0,178424118.0,,,,,,,5725256901.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,-170631404.0,,,,7978702013.0,,,,,,,0.133333,,6292102341.0,555253294.0,,,,13058338188.0,,,9996643264.0,6477781762.0,27808364572.0,,-918609654.0,,,-968507268.0,,,,,,673196637.0,,,,704272294.0,,40866702760.0,,,,5282042205.0,716511534.0,704272294.0,1584720692.0,,,,16288745605.0,,6233439471.0,244169311.0,,,,0.0,,,12812433.0,,350866926.0,16119621.0,2799650720.0,,,,,,,-794895582.0,5440196745.0,,,,4893061070.0,,,,873325904.0,,595702203.0,5454376013.0,,20118862.0,,5454376013.0,1766434193.0,,7726122376.0,-2484399952.0,,23904760518.0,,5282042205.0,,,,0.133333,,2564145995.0,-1397107120.0,,,160000000.0,,,,174661569.0,1470934697.0,,,24646662998.0,1507710813.0,,,,3048571412.0,,,,,,,,,,,,,1976664301.0,,989018489.0,,,,,1047987473.0,,,24646662998.0,156814370.0,,160000000.0,,,,,-2285925631.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,-261471340.0,,6089682481.0,3680518007.0,8442211374.0,,148745438.0,24228268074.0,18191656430.0,,3470635887.0,,,6089682481.0,674267615.0,,,17263915962.0,13533144670.0,6751210705.0,566226621.0,11174233481.0,7552899734.0,28998978136.0,30112716.0,-218949975.0,,2679521942.0,2630925981.0,6799363846.0,5045830326.0,3245748563.0,2268375685.0,-913603325.0,3090000.0,2607012335.0,,113870252.0,589277319.0,,42532122806.0,,0.516667,,,597623231.0,589277319.0,1581873909.0,2207658185.0,13533144670.0,446538846.0,17263915962.0,222744784.0,6033454546.0,222744784.0,24796664298.0,,6033454546.0,148745438.0,42532122806.0,1443990737.0,26394343.0,11174233481.0,446538846.0,16119621.0,1870366227.0,8442211374.0,2607012335.0,,,5510497189.0,,-1044718703.0,6751210705.0,1868934691.0,,11282057207.0,5971025825.0,25506204925.0,28998978136.0,1660242713.0,816152336.0,6036611644.0,719250670.0,6799363846.0,1766434193.0,19907085.0,5266374859.0,6799363846.0,1766434193.0,,5440196745.0,-1475137139.0,,24796664298.0,6799363846.0,,-307814342.0,,0.516667,,25506204925.0,2268375685.0,-1158923380.0,756221382.0,,-160000000.0,,1411707022.0,3090000.0,214031279.0,1660242713.0,,-6360019580.0,25506204925.0,302565108.0,-5152504607.0,,,2534124931.0,-3140899526.0,,,2356093637.0,,,,,,,,,3470635887.0,,862623239.0,,19907085.0,,5339503683.0,1030183615.0,2534124931.0,,25506204925.0,218529105.0,-9029443254.0,-160000000.0,,359225211.0,5045830326.0,820757889.0,1311013960.0,1870366227.0,16119621.0,11282057207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,-226264904.0,,,,8851149331.0,,,,,,,0.076667,,6167257391.0,530432534.0,,,,11230677435.0,,,9248232334.0,5145160472.0,30353736311.0,,-3155488.0,,,689386977.0,,,,,,3038500.0,,,,408937957.0,,41584413746.0,,,,5333973352.0,420104267.0,408937957.0,1138035247.0,,,,15415489725.0,,6112954546.0,214007811.0,,,,101325550.0,,,48923119.0,,410786267.0,16119621.0,2064039843.0,,,,,,,-1355268602.0,6030400639.0,,,,4007125225.0,,,,527950328.0,,556252080.0,6111472260.0,,19801196.0,,6113525860.0,1766434193.0,,6751210705.0,-2310875685.0,,25733247665.0,,5333973352.0,,-80000000.0,,0.076667,,1196292000.0,-1355920148.0,,,0.0,,,,90508616.0,1677821379.0,,,26348104590.0,34883915.0,,,,2342124931.0,,,,,,,,,,,,,3129275697.0,,581783167.0,,,,,618458944.0,,,26348104590.0,107846061.0,,,2053600.0,,,,-720810066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,-555437081.0,,,,9209402584.0,,,,,,,,,5834175366.0,583817118.0,,,,9921418810.0,,,9777344260.0,6090895629.0,32278132709.0,,744108.0,,,140279494.0,,,,,,2987000.0,,,,888183511.0,,42199551519.0,,,,,911099706.0,888183511.0,1716614288.0,,,,15611519626.0,,5781181819.0,227715680.0,,,,243931815.0,,,41691806.0,,445036920.0,16119621.0,2238799733.0,,,,,,,-2127920117.0,4989096003.0,,,,4374281341.0,,,,1073649827.0,,615746985.0,5036505036.0,,19695308.0,,5036505036.0,1766434193.0,,6030400639.0,-877772727.0,,26128439342.0,,,,0.0,,,,990000000.0,-2214837795.0,,,1000000.0,,,,166941485.0,1925263708.0,,,27967845800.0,42327410.0,,,,2265060146.0,,,,,,,,,,,,,4012442124.0,,1100867303.0,,,,,1240591312.0,,,27967845800.0,162550121.0,,,,,,,-1041304636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,-249265214.0,,,,10147329336.0,,,,,,,0.176667,,5907487207.0,573855861.0,,,,8384740170.0,,,9206261051.0,6431873471.0,34299825702.0,,-28245223.0,,,-197311548.0,,,,,,2935500.0,,,,937926752.0,,42684565872.0,,,,5309019351.0,965352903.0,937926752.0,1841983962.0,,,,15113748258.0,,5856181819.0,279944571.0,,,,141573271.0,,,5184252.0,,410570292.0,16119621.0,2032230957.0,,,,,,,-2212220967.0,3520573494.0,,,,4589889509.0,,,,1192538353.0,,607797206.0,3565101197.0,,19589419.0,,3565101197.0,1766434193.0,,4989096003.0,-1796300000.0,,27083798912.0,,5309019351.0,,0.0,,0.176667,,580000000.0,-2286575220.0,,,0.0,,,,101220423.0,1930275873.0,,,29812139428.0,15966423.0,,,,1403760146.0,,,,,,,,,,,,,4358065806.0,,1234186756.0,,,,,1293758776.0,,,29812139428.0,227185450.0,,0.0,,,,,-1468522509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,-12835952.0,,5772306766.0,4602913328.0,11169146216.0,,540744093.0,24998006724.0,17865402794.0,,4280112528.0,,,5772306766.0,707633406.0,,,17845617679.0,10096935162.0,3572876327.0,814596310.0,12073310913.0,7330077152.0,37051562667.0,121066181.0,0.0,,3661946288.0,-1605247400.0,3627038896.0,5290097275.0,4476542598.0,1705719775.0,-1043803151.0,4587333.0,3544365174.0,,-972892477.0,1309316954.0,,47148497829.0,,0.67,,,1365389412.0,1309316954.0,2435970433.0,2395738919.0,10096935162.0,442496851.0,17845617679.0,131861648.0,5393621819.0,131861648.0,28759638990.0,,5393621819.0,540744093.0,47148497829.0,1652022808.0,25267004.0,12073310913.0,442496851.0,16119621.0,2172190986.0,11169146216.0,3544365174.0,,,6579710924.0,,-2117744520.0,3572876327.0,91177748.0,,1000000.0,4894106719.0,31953604325.0,37051562667.0,2064374818.0,1682404090.0,7132603930.0,749894331.0,3627038896.0,1766434193.0,301722467.0,7029351616.0,3627038896.0,1766434193.0,,3520573494.0,-195406182.0,,28759638990.0,3627038896.0,,-342301597.0,0.0,0.67,,31953604325.0,1705719775.0,-2144910930.0,353247780.0,,0.0,-80000000.0,6751210705.0,4587333.0,165602201.0,2064374818.0,,-7813154206.0,31953604325.0,-2000000.0,-8002244093.0,,,2493382181.0,-30656603.0,,,2529690602.0,,,,,,,,,4280112528.0,,1686076102.0,,301722467.0,,-3178334378.0,1848006291.0,2493382181.0,,31953604325.0,317014678.0,-5180354594.0,0.0,,1282019897.0,5290097275.0,451145518.0,52302833.0,2172190986.0,16119621.0,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,-79400297.0,,,,11961465821.0,,,,,,,0.15,,9887029977.0,514426007.0,,,,11026617268.0,,,10541855662.0,6070054669.0,39433124523.0,,-158395931.0,,,-2493929937.0,,,,,,4505166.0,,,,792319605.0,,50459741791.0,,,,5282130700.0,822318449.0,792319605.0,1465611602.0,,,,20428885639.0,,9547181819.0,170541192.0,,,,721967818.0,,,8772876.0,,364646698.0,16119621.0,2807900793.0,,,,,,,-3156851284.0,4248315687.0,,,,4604443067.0,,,,1010060485.0,,541839398.0,4313730860.0,,267255763.0,,4313730860.0,1766434193.0,,3572876327.0,-1419500000.0,,29456181148.0,,,,-495000000.0,,0.15,,1808333550.0,-2512507103.0,,,0.0,,,,101415343.0,2108242938.0,,,33727625923.0,,,,,2132322181.0,,,,,,,,,,,,,3100638639.0,,923772204.0,,,,,1111475828.0,,,33727625923.0,187742036.0,,,,,,,675439360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,-752951391.0,,,,12347575858.0,,,,,,,,,10487333987.0,640330294.0,,,,10984990840.0,,,11741705605.0,7798219389.0,41403713956.0,,-328713977.0,,,-1782272862.0,,,,,,4437666.0,,,,1004362005.0,,52388704796.0,,,,,1052279010.0,1004362005.0,2033349805.0,,,,22229039592.0,,10244409092.0,231738712.0,,,,883921488.0,,,-22080678.0,,434711515.0,16119621.0,3124062705.0,,,,,,,-2440144049.0,2683565083.0,,,,5764869584.0,,,,1332659470.0,,671309148.0,2749004016.0,,169802844.0,,2749004016.0,3532868386.0,,4248315687.0,-1333492502.0,,29556163412.0,,,,0.0,,,,2699155204.0,-2096658988.0,,,0.0,,,,155814288.0,2401292142.0,,,35400746971.0,,,,,1875032121.0,,,,,,,,,,,,,3392728863.0,,1362040657.0,,,,,1488473758.0,,,35400746971.0,280380460.0,,,,,,,-1564750604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,-157651573.0,,,,13710151720.0,,,,,,,0.26,,10742837268.0,686243805.0,,,,11824929450.0,,,12702480213.0,8490074900.0,43901922073.0,,-40664915.0,,,279675949.0,,,,,,4340833.0,,,,1362575861.0,,55726851523.0,,,,5240676388.0,1409408165.0,1362575861.0,2478211609.0,,,,23445317481.0,,10268909092.0,249103681.0,,,,737244688.0,,,-4343632.0,,375521839.0,16119621.0,3066393927.0,,,,,,,-1881952072.0,2912379000.0,,,,6011863291.0,,,,1749089803.0,,721658806.0,2969518025.0,,402627684.0,,2969518025.0,3532868386.0,,2683565083.0,-879451826.0,,31631199946.0,,5240676388.0,,-33440000.0,,0.26,,2933703379.0,-1804103222.0,,,0.0,,,,116735410.0,2646090254.0,,,36641229543.0,0.0,,,,1781458438.0,,,,,,,,,,,,,3558527926.0,,1756552803.0,,,,,1865825213.0,,,36641229543.0,339681638.0,,,,,,,228813917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,-286139872.0,,11703003924.0,8108285888.0,16339419539.0,,719579179.0,34508281745.0,23436669946.0,,4004706340.0,,,11703003924.0,959596121.0,,,24780031228.0,13228434059.0,2689148569.0,1724004848.0,13077027304.0,12149932787.0,47183418767.0,-32501010.0,-1.0,,6354327170.0,739966359.0,2735874319.0,5289773851.0,8078332018.0,2030000000.0,-1276143133.0,32163111.0,6171402826.0,,-3256560491.0,3012145355.0,,60411852826.0,,1.166667,,,3070321546.0,3012145355.0,5094438783.0,2800596227.0,13228434059.0,499484150.0,24780031228.0,110216199.0,10971386365.0,110216199.0,35003280642.0,,10971386365.0,719579179.0,60411852826.0,2019326521.0,-14849576.0,13077027304.0,499484150.0,16119621.0,2493128042.0,16339419539.0,6171402826.0,,,10611814823.0,,-2862258641.0,2689148569.0,4173227.0,1753000.0,0.0,7055494004.0,39425672869.0,47183418767.0,2767900644.0,3986522260.0,11071611799.0,1028518559.0,2735874319.0,3532868386.0,523121955.0,6010307321.0,2737627319.0,3532868386.0,,2912379000.0,-1226943608.0,,35003280642.0,2737627319.0,,-323898164.0,0.0,1.166667,,39425672869.0,2030000000.0,-2853598499.0,469255343.0,,176396819.0,-528440000.0,3572876327.0,32163111.0,165100704.0,2767900644.0,,-10341206046.0,39425672869.0,0.0,-9266867812.0,,,1220966784.0,-527774824.0,,,2963325911.0,,,,,,,,,4004706340.0,,4065920224.0,,523121955.0,,-883727758.0,4151622964.0,1220966784.0,,39425672869.0,916200714.0,-4859387936.0,,1753000.0,-2865901015.0,5289773851.0,514156284.0,-223230431.0,2493128042.0,16119621.0,176396819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,-115290000.0,,,,18555499200.0,,,,,,,0.42,,11800413460.0,703396288.0,,,,14357685989.0,,,13187254364.0,9314519670.0,49260641853.0,,,,,-294033182.0,,,,,,31614532.0,,,,2216079661.0,,63618327842.0,,,,5276380145.0,2257650296.0,2216079661.0,3704239648.0,,,,24987667824.0,,10823909092.0,110216199.0,,,,605671669.0,,,22434466.0,,441010116.0,16119621.0,3768703227.0,,,,,,,-2018689791.0,3022818437.0,,,,5610280022.0,,,,3011245000.0,,747686103.0,3070029060.0,,770654571.0,,3074181215.0,3532868386.0,,2689148569.0,-465500000.0,,37960548427.0,,5276380145.0,,,,0.42,,2447449873.0,-2042575069.0,,,-2842101.0,,,,131218608.0,2788069433.0,,,40449854961.0,,,,,1672403865.0,,,,,,,,,,,,,3787268178.0,,2956553545.0,,,,,3142463608.0,,,40449854961.0,753594704.0,,,4152155.0,,,,333669868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,-1198506225.0,,,,21273608928.0,,,,,,,,,20953310010.0,799447752.0,,,,25444138786.0,,,14653884708.0,13012744904.0,52046584699.0,,,,,1451783668.0,,,,,,31067909.0,,,,3777970244.0,,77490723485.0,,,,,3840705721.0,3777970244.0,5778258765.0,,,,35607194718.0,,20038619625.0,96533966.0,,,,684072017.0,,,39873113.0,,475736886.0,39344971.0,3819456890.0,,,,,,,-5700321451.0,7842310784.0,,,,7234486139.0,,,,5038586457.0,,878027598.0,8063111766.0,,708327525.0,,8176710314.0,5299302579.0,,3022818437.0,-3108522728.0,,40337975169.0,,,,,,,,1665000000.0,-1974706286.0,,,-13919532.0,,,,200126017.0,3220656518.0,,,44006190129.0,,,,,2239543863.0,,,,,,,,,,,,,4390380058.0,,4900231167.0,,,,,5238712474.0,,,44006190129.0,1197880736.0,,,113598548.0,,,,4819492347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,-160233846.0,,,,24334768154.0,,,,,,,0.58,,20540006955.0,871669685.0,,,,26594119451.0,,,14972924004.0,12647549334.0,52894969058.0,,-403597251.0,,,367378707.0,,,,,,30648662.0,,,,3061159226.0,,79489088509.0,,,,5277860734.0,3147473142.0,3061159226.0,5054204551.0,,,,35512930959.0,,19964959213.0,209599309.0,,,,591370634.0,,,-32504111.0,,425386066.0,76157940.0,4065865839.0,,,,,,,-2574287654.0,6508262383.0,,,,7593344783.0,,,,4126186980.0,,942508718.0,6803674986.0,,373041083.0,,6853329831.0,5299302579.0,,7842310784.0,-1247499999.0,,42312293280.0,,5277860734.0,,-138353734.0,,0.58,,982900000.0,-2262519611.0,,,18074780.0,,,,152457555.0,3388802318.0,,,45836844094.0,261822622.0,,,,2039410532.0,,,,,,,,,,,,,4575254735.0,,4111695833.0,,,,,4278644535.0,,,45836844094.0,978713838.0,,,49654845.0,,,,-1334048401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,-349135118.0,,20170372352.0,15481019863.0,26208475507.0,,591468230.0,48653808819.0,29245825357.0,,5092086678.0,,,20170372352.0,1274104840.0,,,37161701410.0,25849936379.0,7747188137.0,3827849112.0,16991329058.0,13678994911.0,58153479922.0,-57981212.0,-559131969.0,,11824343967.0,716578287.0,8027805897.0,5292158404.0,15652193079.0,845800000.0,-1823165189.0,31808794.0,11589826905.0,,2241707480.0,2534617774.0,,84003416301.0,,2.19,,,2578514808.0,2534617774.0,4871280498.0,3648618565.0,25849936379.0,343469222.0,37161701410.0,350861011.0,19238753344.0,350861011.0,44839508674.0,,19238753344.0,591468230.0,84003416301.0,2571063618.0,-87784680.0,16991329058.0,343469222.0,79692711.0,4378423731.0,26208475507.0,11589826905.0,,,19097887179.0,,131042038.0,7747188137.0,4240199018.0,77302768.0,54990000.0,8807714413.0,49173957181.0,58153479922.0,4467895766.0,3476174642.0,19407983462.0,1358741180.0,8027805897.0,5299302579.0,435838058.0,10491812079.0,8105108665.0,5299302579.0,,6508262383.0,-781900000.0,,44839508674.0,8105108665.0,,-1677761705.0,-115533429.0,2.19,,49173957181.0,845800000.0,-1970303633.0,646411215.0,,-675863086.0,-273021163.0,2689148569.0,31808794.0,440032944.0,4467895766.0,,-10162256858.0,49173957181.0,3178376396.0,-8250104599.0,,,2465679556.0,-5872629015.0,,,3926963599.0,,,,,,,,,5092086678.0,,3512539318.0,,435838058.0,,5058039568.0,3916207586.0,2465679556.0,,49173957181.0,897659834.0,-5603422727.0,,77302768.0,-4419808214.0,5292158404.0,874630482.0,1238925754.0,4378423731.0,79692711.0,-674549939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,-162724932.0,,,,27457493693.0,,,,,,,0.24,,16482435452.0,812324999.0,,,,22339666875.0,,,17211838425.0,8859499869.0,59502361067.0,,,,,-10296601.0,,,,,,31229549.0,,,,1249018186.0,,81842027942.0,,,,5204242442.0,1262390853.0,1249018186.0,2357528312.0,,,,33694273877.0,,15540592931.0,299378826.0,,,,768136085.0,,,140334224.0,,257232208.0,79692711.0,5029141127.0,,,,,,,-1424521958.0,6700157142.0,,,,6501971557.0,,,,1646304493.0,,844799183.0,6747871335.0,,448464749.0,,6822281107.0,5299302579.0,,7747188137.0,-1538300000.0,,46084431036.0,,5204242442.0,,-157009740.0,,0.24,,803855161.0,-1642590329.0,,,74348561.0,,,,208814532.0,4567202289.0,,,50473534136.0,229251258.0,,,,5190708353.0,,,,,,,,,,,,,4487067171.0,,1512729129.0,,,,,1855119025.0,,,50473534136.0,383913640.0,,67725700.0,74409772.0,,,,-1047030995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,-2391954279.0,,,,27271059345.0,,,,,,,,,16616559257.0,1040416756.0,,,,18797483998.0,,,17637047448.0,11699655079.0,63095711181.0,,,,,2437565060.0,,,,,,30650303.0,,,,1668321555.0,,81893195179.0,,,,,1707830586.0,1668321555.0,3175407316.0,,,,34253606705.0,,15778471451.0,416982735.0,,,,1075522460.0,,,4489871.0,,238278824.0,98651749.0,4822318439.0,,,,,,,-4263645867.0,5699144488.0,,,,8524247763.0,,,,1992245997.0,,1110537651.0,5846480308.0,,341395970.0,,5915345898.0,5299302579.0,,6700157142.0,-1195972727.0,,45521626543.0,,,,-2139507923.0,,,,1447352109.0,-2662879899.0,,,-297186687.0,,,,322958730.0,5050772954.0,,,52047185470.0,760481578.0,,,,5423078310.0,,,,,,,,,,,,,4818028163.0,,2064869665.0,,,,,2315204727.0,,,52047185470.0,284415411.0,,26660368.0,68865590.0,,,,-1001012654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,-136118897.0,,,,28288775604.0,,,,,,,0.19,,16820586100.0,1110445030.0,,,,21079944499.0,,,19364366142.0,11687735116.0,63510743835.0,,-285563916.0,,,1293016844.0,,,,,,30059391.0,,,,1017716259.0,,84590688334.0,,,,5356401363.0,1042994732.0,1017716259.0,2689884564.0,,,,36184952242.0,,16079562386.0,426697452.0,,,,1163017623.0,,,14695038.0,,229727184.0,98651749.0,4341507364.0,,,,,,,-719139652.0,6601754314.0,,,,8997850552.0,,,,1387617680.0,,1167762713.0,6747762011.0,,243024444.0,,6830078539.0,5299302579.0,,5699144488.0,-333432109.0,,46230235106.0,,5356401363.0,,-77001456.0,,0.19,,1346250000.0,-431828693.0,,,-63545053.0,,,,269147724.0,5126305607.0,,,52581625863.0,52168570.0,,,,5320845617.0,,,,,,,,,,,,,5500700367.0,,1522121851.0,,,,,1656765404.0,,,52581625863.0,344622948.0,,0.0,82316528.0,,,,902609826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
