date,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyOtherNonCurrentAssets,annualPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,quarterlyDilutedAverageShares,annualStockholdersEquity,quarterlyCapitalExpenditure,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,annualBasicEPS,annualLongTermDebt,annualDepreciationAndAmortization,trailingPretaxIncome,trailingCashDividendsPaid,trailingStockBasedCompensation,trailingPurchaseOfBusiness,annualTotalAssets,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,annualRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyNetPPE,annualStockBasedCompensation,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyGoodwill,trailingChangeInInventory,annualInventory,quarterlyInventory,quarterlyTaxProvision,quarterlyLongTermDebt,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyBasicEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualSaleOfInvestment,annualCommonStockIssuance,annualGoodwill,annualOtherIntangibleAssets,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualOperatingIncome,annualChangeInAccountPayable,annualAccountsPayable,trailingRepaymentOfDebt,quarterlyCapitalStock,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,annualOtherIncomeExpense,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,annualEbitda,quarterlyBeginningCashPosition,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,annualDilutedEPS,quarterlyTotalNonCurrentAssets,trailingEndCashPosition,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualNetOtherInvestingChanges,annualGrossPPE,annualCashAndCashEquivalents,quarterlyCurrentDebt,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,annualPretaxIncome,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,quarterlyGrossPPE,annualSellingGeneralAndAdministration,quarterlyGrossProfit,trailingOperatingExpense,annualAccumulatedDepreciation,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,trailingDeferredIncomeTax,trailingCapitalExpenditure,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,annualChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyTotalRevenue,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingBeginningCashPosition,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyEbitda,quarterlyStockBasedCompensation,annualDilutedAverageShares,trailingNetIncomeCommonStockholders,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyBasicAverageShares,trailingRepurchaseOfCapitalStock,annualInterestExpense,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,annualGrossProfit,quarterlyOperatingExpense,trailingFreeCashFlow,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,annualTotalNonCurrentAssets,trailingChangeInAccountPayable,quarterlyStockholdersEquity,annualChangeInWorkingCapital,quarterlySellingGeneralAndAdministration,annualOtherCurrentAssets,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,annualChangeInInventory,annualBasicAverageShares,trailingTaxProvision,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualBeginningCashPosition,trailingDepreciationAndAmortization,annualCashDividendsPaid,annualCostOfRevenue,trailingOtherNonCashItems,annualNetIncome,annualCurrentDebt,annualFreeCashFlow,quarterlyCurrentDeferredRevenue,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
1985-06-30,,,119300000.0,,,,,,,,1696258000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,1937500000.0,,,1937500000.0,,,,,,,,,,,,,,,1937500000.0,,,,,,1696258000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,,,135300000.0,,,,,,,,1647556000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,2071800000.0,,,2071800000.0,,,,,,,,,,,,,,,2071800000.0,,,,,,1647556000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-31,,,105000000.0,0.0,,,309200000.0,,,,,1837700000.0,,1491600000.0,,0.33,1162700000.0,,,,,,5861200000.0,813700000.0,,2061400000.0,,2571800000.0,,,1835700000.0,,,380100000.0,380100000.0,,1162700000.0,,,813700000.0,,,,,,,,,,,,,185700000.0,,912200000.0,,737100000.0,,,,,2187800000.0,8056700000.0,122300000.0,2571800000.0,,,0.0,912200000.0,,912200000.0,,1027900000.0,,0.0,,0.33,3066700000.0,,,,,3823500000.0,912200000.0,344100000.0,,,,,211400000.0,,,,5861200000.0,664000000.0,,,185700000.0,,,4462100000.0,3823500000.0,4171300000.0,,,-1251700000.0,,,,,,4023500000.0,,,,,309200000.0,2794500000.0,,-4899100000.0,,,2420500000.0,,478000000.0,,,,,,,,,,543700000.0,,1491600000.0,-4899100000.0,,1647575758.0,,,,,,195400000.0,,,,,2794500000.0,5199200000.0,,,2061400000.0,,3066700000.0,,1837700000.0,,,478000000.0,,2187800000.0,4023500000.0,243900000.0,1835700000.0,,,1647575758.0,,-1251700000.0,420100000.0,211400000.0,,0.0,,,2857500000.0,,543700000.0,344100000.0,0.0,,,,,,,,,,,,,,
1986-03-31,,,68700000.0,,,,,,,,1629106000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,1720200000.0,,,1720200000.0,,,,,,,,,,,,,,,1720200000.0,,,,,,1629106000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-30,,,120700000.0,,,,,,,,1580288000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,2051200000.0,,,2051200000.0,,,,,,,,,,,,,,,2051200000.0,,,,,,1580288000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-30,,,151700000.0,,,,,,,,1550252000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,2399400000.0,,,2399400000.0,,,,,,,,,,,,,,,2399400000.0,,,,,,1550252000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,,,116600000.0,0.0,,,400100000.0,,,,,2059100000.0,,1990400000.0,,0.29,2632600000.0,,,,,,8028600000.0,777600000.0,,2356600000.0,,3840100000.0,,,2223100000.0,,,431500000.0,431500000.0,,2632600000.0,,,777600000.0,,,,,,,,,,,,,1284600000.0,,920500000.0,,820600000.0,,,,,3746400000.0,9290800000.0,122900000.0,3840100000.0,,,0.0,920500000.0,,920500000.0,,1221300000.0,,0.0,,0.29,5524800000.0,,,,,5389100000.0,920500000.0,232700000.0,,,,,336200000.0,,,,8028600000.0,680300000.0,,,1284600000.0,,,5139100000.0,5389100000.0,4738400000.0,,,-1549000000.0,,,,,,5969500000.0,,,,,400100000.0,2503800000.0,,-5350200000.0,,,3120000000.0,,331600000.0,,,,,,,,,,457800000.0,,1990400000.0,-5350200000.0,,1578620690.0,,,,,,263200000.0,,,,,2503800000.0,5959700000.0,,,2356600000.0,,5524800000.0,,2059100000.0,,,331600000.0,,3746400000.0,5969500000.0,222500000.0,2223100000.0,,,1578620690.0,,-1549000000.0,457800000.0,336200000.0,,0.0,,,3331100000.0,,457800000.0,232700000.0,0.0,,,,,,,,,,,,,,
1987-03-31,,,81700000.0,,,,,,,,1562282000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,2292500000.0,,,2292500000.0,,,,,,,,,,,,,,,2292500000.0,,,,,,1562282000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,,,189000000.0,,,,,,,,1563364000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,2787500000.0,,,2787500000.0,,,,,,,,,,,,,,,2787500000.0,,,,,,1563364000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,,189900000.0,,,,,,,,1565766000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,2939100000.0,,,2939100000.0,,,,,,,,,,,,,,,2939100000.0,,,,,,1565766000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,,,144500000.0,0.0,,,581400000.0,,,,,2508600000.0,,2076900000.0,,0.38,2279900000.0,,,,,,9022700000.0,804600000.0,,2776700000.0,,4117400000.0,,,2722800000.0,,,433000000.0,433000000.0,,2279900000.0,,,804600000.0,,,,,,,,,,,,,1384300000.0,,1352600000.0,,1143300000.0,,,,,3791300000.0,11485200000.0,113900000.0,4117400000.0,,,0.0,1352600000.0,,1352600000.0,,1706300000.0,,0.0,,0.38,6083100000.0,,,,,6000600000.0,1352600000.0,645900000.0,,,,,706800000.0,,,,9022700000.0,960400000.0,,,1384300000.0,,,6445700000.0,6000600000.0,5882700000.0,,,-1883200000.0,,,,,,6514100000.0,,,,,581400000.0,2939600000.0,,-6875800000.0,,,3466100000.0,,268400000.0,,,,,,,,,,594800000.0,,2076900000.0,-6875800000.0,,1565263158.0,,,,,,296800000.0,,,,,2939600000.0,7589000000.0,,,2776700000.0,,6083100000.0,,2508600000.0,,,268400000.0,,3791300000.0,6514100000.0,355300000.0,2722800000.0,,,1565263158.0,,-1883200000.0,605100000.0,706800000.0,,0.0,,,3896200000.0,,594800000.0,645900000.0,0.0,,,,,,,,,,,,,,
1988-03-31,,,113300000.0,,,,,,,,1566534000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,2569500000.0,,,2569500000.0,,,,,,,,,,,,,,,2569500000.0,,,,,,1566534000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,,219600000.0,,,,,,,,1564042000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,3012500000.0,,,3012500000.0,,,,,,,,,,,,,,,3012500000.0,,,,,,1564042000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
