date,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyOtherNonCurrentAssets,annualPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,quarterlyDilutedAverageShares,annualStockholdersEquity,quarterlyCapitalExpenditure,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,annualBasicEPS,annualLongTermDebt,annualDepreciationAndAmortization,trailingPretaxIncome,trailingCashDividendsPaid,trailingStockBasedCompensation,trailingPurchaseOfBusiness,annualTotalAssets,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,annualRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyNetPPE,annualStockBasedCompensation,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyGoodwill,trailingChangeInInventory,annualInventory,quarterlyInventory,quarterlyTaxProvision,quarterlyLongTermDebt,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyBasicEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualSaleOfInvestment,annualCommonStockIssuance,annualGoodwill,annualOtherIntangibleAssets,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualOperatingIncome,annualChangeInAccountPayable,annualAccountsPayable,trailingRepaymentOfDebt,quarterlyCapitalStock,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,annualOtherIncomeExpense,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,annualEbitda,quarterlyBeginningCashPosition,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,annualDilutedEPS,quarterlyTotalNonCurrentAssets,trailingEndCashPosition,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualNetOtherInvestingChanges,annualGrossPPE,annualCashAndCashEquivalents,quarterlyCurrentDebt,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,annualPretaxIncome,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,quarterlyGrossPPE,annualSellingGeneralAndAdministration,quarterlyGrossProfit,trailingOperatingExpense,annualAccumulatedDepreciation,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,trailingDeferredIncomeTax,trailingCapitalExpenditure,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,annualChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyTotalRevenue,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingBeginningCashPosition,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyEbitda,quarterlyStockBasedCompensation,annualDilutedAverageShares,trailingNetIncomeCommonStockholders,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyBasicAverageShares,trailingRepurchaseOfCapitalStock,annualInterestExpense,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,annualGrossProfit,quarterlyOperatingExpense,trailingFreeCashFlow,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,annualTotalNonCurrentAssets,trailingChangeInAccountPayable,quarterlyStockholdersEquity,annualChangeInWorkingCapital,quarterlySellingGeneralAndAdministration,annualOtherCurrentAssets,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,annualChangeInInventory,annualBasicAverageShares,trailingTaxProvision,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualBeginningCashPosition,trailingDepreciationAndAmortization,annualCashDividendsPaid,annualCostOfRevenue,trailingOtherNonCashItems,annualNetIncome,annualCurrentDebt,annualFreeCashFlow,quarterlyCurrentDeferredRevenue,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
1993-09-30,,458200000.0,458200000.0,,1046900000.0,,1760500000.0,,-431400000.0,,1636428571.0,,-451500000.0,2699200000.0,,,,,,,,,,,,,18200000.0,8341700000.0,,,,,,,852200000.0,278300000.0,7675100000.0,,17300000.0,1844800000.0,,,0.28,15800000.0,,,,,2751000000.0,,,,,,,325900000.0,,,,,,,,,,,,,209500000.0,,209500000.0,,,0.0,,,,17611400000.0,,-39200000.0,,,,,1301500000.0,,133300000.0,595400000.0,-7500000.0,,,,,22370600000.0,,,458200000.0,7509200000.0,,,,13576100000.0,,3565400000.0,,,108200000.0,-86000000.0,,,0.28,16467500000.0,,,,,,,,851600000.0,,1140400000.0,6316400000.0,,1618400000.0,167100000.0,38900000.0,,,-239200000.0,0.0,,,,,,,1177500000.0,,,,,,1636428571.0,,,-127500000.0,-598200000.0,736500000.0,,4759200000.0,,2713800000.0,,6226100000.0,56800000.0,,,5903100000.0,,2401700000.0,,,11326400000.0,,,5141100000.0,,,,,-5234400000.0,,1806500000.0,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,,442500000.0,442500000.0,-2770700000.0,1176600000.0,,1756600000.0,-587000000.0,430500000.0,344800000.0,,6338700000.0,-826200000.0,2993700000.0,,0.71,7442600000.0,1444200000.0,,,,,23705800000.0,2007600000.0,,6541900000.0,29400000.0,8855600000.0,,,6574900000.0,,,924700000.0,924700000.0,216200000.0,7442600000.0,,31300000.0,2007600000.0,,,,17400000.0,,,,,3310800000.0,846000000.0,68600000.0,,7929500000.0,,226900000.0,508000000.0,2906500000.0,,1390000000.0,,,10792200000.0,25020700000.0,88700000.0,8855600000.0,,,3134400000.0,226900000.0,,226900000.0,,4350700000.0,0.0,0.0,-303300000.0,0.71,18541700000.0,,-317900000.0,,-1120600000.0,14250000000.0,226900000.0,2191200000.0,,169200000.0,350400000.0,-14100000.0,1342000000.0,,,,23705800000.0,2422500000.0,,442500000.0,7929500000.0,,,11308600000.0,14250000000.0,9864400000.0,4411600000.0,,-5394400000.0,-116300000.0,-100000.0,83300000.0,-463500000.0,,17367100000.0,,,-1981600000.0,,1756600000.0,5164100000.0,,798500000.0,,1390000000.0,7722400000.0,,2129100000.0,45300000.0,12400000.0,,,-350700000.0,0.0,-36700000.0,57000000.0,,1587900000.0,,2993700000.0,1306500000.0,,1613239437.0,,,,,,572700000.0,-126700000.0,-1589400000.0,658700000.0,,5164100000.0,14215100000.0,3613100000.0,,6541900000.0,168400000.0,18541700000.0,,6338700000.0,-325800000.0,3105100000.0,2129100000.0,,10792200000.0,17367100000.0,834600000.0,6574900000.0,,-89500000.0,1613239437.0,,-5394400000.0,1587900000.0,1342000000.0,,169900000.0,,-461600000.0,10805600000.0,,1587900000.0,2191200000.0,1152800000.0,,,,,,,,,,,,,,
1994-03-31,,250800000.0,282800000.0,,179100000.0,,1769000000.0,,449600000.0,,1621200000.0,,-352700000.0,2719400000.0,,,,,,,,,,,,,20500000.0,9010800000.0,,,,,,,924500000.0,155600000.0,7668200000.0,,33700000.0,1975000000.0,,,0.16,200000.0,,,,,2504600000.0,,,,,,,347100000.0,,,,,,,,,,,,,227100000.0,,227100000.0,,,226900000.0,,,,18625000000.0,,-460900000.0,,,,,2780200000.0,,132600000.0,-173600000.0,-12100000.0,,,,,23919800000.0,,,250800000.0,7845200000.0,,,,14640000000.0,,3224300000.0,,,323300000.0,-231900000.0,,,0.16,17716600000.0,,,,,,,,550500000.0,,1133700000.0,5728900000.0,,2264000000.0,-544400000.0,17900000.0,,,-32600000.0,227100000.0,,,,,,,897600000.0,,,,,,1620000000.0,,,-127800000.0,-624000000.0,438400000.0,,5294800000.0,,2673800000.0,,6665500000.0,75700000.0,,,6203200000.0,,2326700000.0,,,11083300000.0,,,6633300000.0,,,,,-5629200000.0,,1440100000.0,,,,,,,,,,,,,,,,,,,,,,,
1994-06-30,,446500000.0,446500000.0,,806200000.0,,1945800000.0,,-308000000.0,,1594642857.0,,-596700000.0,3013500000.0,,,,,,,,,,,,,37300000.0,9333400000.0,,,,,,,1056000000.0,225700000.0,7116400000.0,,19000000.0,1996500000.0,,,0.28,56000000.0,,,,,2861400000.0,,,,,,,351400000.0,,,,,,,,,,,,,283100000.0,,283100000.0,,,227100000.0,,,,19104500000.0,,208300000.0,,,,,3324200000.0,,150100000.0,209500000.0,-12800000.0,,,,,24715200000.0,,,446500000.0,7825300000.0,,,,15150900000.0,,3695600000.0,,,110600000.0,-145600000.0,,,0.28,18330600000.0,,,,,,,,785000000.0,,1352700000.0,6557000000.0,,1945600000.0,-67500000.0,18900000.0,,,-289400000.0,0.0,,,,,,,1136400000.0,,,,,,1594642857.0,,,-127300000.0,-444400000.0,672200000.0,,5610700000.0,,2910600000.0,,6969400000.0,56900000.0,,,6384600000.0,,2561400000.0,,,10640200000.0,,,7690400000.0,,,,,-5817500000.0,,1527300000.0,,,,,,,,,,,,,,,,,,,,,,,
1994-09-30,,541400000.0,541400000.0,,1156900000.0,,2023300000.0,,-860000000.0,,1592352941.0,,-516800000.0,3227200000.0,,,,,,,,,,,,,19800000.0,9579100000.0,,,,,,,985200000.0,288900000.0,6839900000.0,,16400000.0,2022800000.0,,,0.34,21800000.0,,,,,3083900000.0,,,,,,,368000000.0,,,,,,,,,,,,,304900000.0,,304900000.0,,,0.0,,,,19390100000.0,,73600000.0,,,,,2895400000.0,,151200000.0,640100000.0,-8800000.0,,,,,24717600000.0,,,541400000.0,7787700000.0,,,,15611700000.0,,3980100000.0,,,179900000.0,-2400000.0,,,0.34,17847700000.0,,,,,,,,961700000.0,,1251700000.0,7064000000.0,,448500000.0,137300000.0,17900000.0,,,-31900000.0,0.0,,,,,,,1331900000.0,,,,,,1592352941.0,,,-142400000.0,-280300000.0,830300000.0,,5327500000.0,,3018400000.0,,7368100000.0,92300000.0,,,6869900000.0,,2648200000.0,,,10473400000.0,,,7374300000.0,,,,,-6032600000.0,,1610700000.0,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,,513300000.0,513300000.0,-2361000000.0,1573800000.0,,1994900000.0,-228500000.0,-521400000.0,391100000.0,,6856100000.0,-787000000.0,3140300000.0,,1.09,8840500000.0,1576500000.0,,,,,24792000000.0,1972900000.0,,7739100000.0,30600000.0,9882800000.0,,,5270400000.0,,,970000000.0,970000000.0,210200000.0,8840500000.0,,28300000.0,1972900000.0,,,,25800000.0,,,,,4001200000.0,649500000.0,97400000.0,,7842100000.0,,330700000.0,510000000.0,3201200000.0,,1451600000.0,,,12665500000.0,28472400000.0,108200000.0,9882800000.0,,,3716000000.0,330700000.0,,330700000.0,,4777700000.0,0.0,0.0,-1239800000.0,1.09,19719800000.0,,-49500000.0,,-584100000.0,16130100000.0,330700000.0,678500000.0,,211100000.0,786800000.0,-9800000.0,1852100000.0,,,,24792000000.0,2664400000.0,,513300000.0,7842100000.0,,,12820100000.0,16130100000.0,11243600000.0,5121300000.0,,-6247300000.0,35700000.0,-169200000.0,-66900000.0,-549100000.0,,17935900000.0,,,-2253200000.0,,1994900000.0,5072200000.0,,904000000.0,,1451600000.0,9122500000.0,,1720600000.0,505900000.0,-121600000.0,,,-230200000.0,0.0,-43500000.0,103800000.0,,1752000000.0,,3140300000.0,1414000000.0,,1608701299.0,,,,,,645000000.0,-142700000.0,-1012300000.0,723500000.0,,5072200000.0,16021300000.0,4217300000.0,,7739100000.0,166200000.0,19719800000.0,,6856100000.0,31300000.0,3707300000.0,1720600000.0,,12665500000.0,17935900000.0,880400000.0,5270400000.0,,-101600000.0,1607200000.0,,-6247300000.0,1784000000.0,1852100000.0,,226900000.0,,-540200000.0,12451100000.0,,1752000000.0,678500000.0,1462800000.0,,,,,,,,,,,,,,
1995-03-31,,321100000.0,321100000.0,,213600000.0,,2077600000.0,,230800000.0,,1605500000.0,,-399300000.0,2883200000.0,,,,,,,,,,,,,27200000.0,9858300000.0,,,,,,,958800000.0,175200000.0,8216400000.0,,38400000.0,1954900000.0,,,0.2,-41700000.0,,,,,2635700000.0,,,,,,,455500000.0,,,,,,,,,,,,,289000000.0,,289000000.0,,,330700000.0,,,,19718500000.0,,-47200000.0,,,,,1771700000.0,,160000000.0,-185700000.0,-10500000.0,,,,,24735700000.0,,,321100000.0,7782600000.0,,,,16353700000.0,,3555100000.0,,,44100000.0,-122500000.0,,,0.2,17960400000.0,,,,,,,,629100000.0,,1202400000.0,6190800000.0,,1682400000.0,,1000000.0,,,-91300000.0,0.0,,,,,,,1084600000.0,,,,,,1605500000.0,,,-139600000.0,-479800000.0,496300000.0,,5017200000.0,,2926000000.0,,7918400000.0,-564000000.0,,,6775300000.0,,2470500000.0,,,12103100000.0,,,5857300000.0,,,,,-6495400000.0,,1931800000.0,,,,,,,,,,,,,,,,,,,,,,,
1995-06-30,,487200000.0,487200000.0,,661400000.0,,2196500000.0,,-43000000.0,,1571612903.0,,-641100000.0,2908600000.0,,,,,,,,,,,,,29100000.0,10028100000.0,,,,,,,1058100000.0,248600000.0,9100400000.0,,49500000.0,1952000000.0,,,0.31,50300000.0,,,,,3223400000.0,,,,,,,346500000.0,,,,,,,,,,,,,339300000.0,,339300000.0,,,0.0,,,,20022900000.0,,,,,,,1045200000.0,,162600000.0,20300000.0,-196800000.0,,,,,25708600000.0,,,487200000.0,7798300000.0,,,,16785600000.0,,4062400000.0,,,,,,,0.31,18475000000.0,,,,,,,,869300000.0,,1427700000.0,7285800000.0,,1639500000.0,,1000000.0,,,-91400000.0,0.0,,,,,,,1270300000.0,,,,,,1571612903.0,,,-143700000.0,-578200000.0,735800000.0,,5685700000.0,,3193100000.0,,8247800000.0,789100000.0,,,7233600000.0,,2792100000.0,,,13093500000.0,,,5381500000.0,,,,,-6757500000.0,,2041100000.0,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,,616800000.0,616800000.0,,1367300000.0,,2248900000.0,,-875400000.0,,1581538462.0,,-261100000.0,3261800000.0,,,,,,,,,,,,,29000000.0,10116600000.0,,,,,,,1000100000.0,283900000.0,8690700000.0,,53700000.0,1961000000.0,,,0.39,-44700000.0,,,,,3465200000.0,,,,,,,412100000.0,,,,,,,,,,,,,294600000.0,,294600000.0,,,0.0,,,,20116000000.0,,,,,,,826600000.0,,158900000.0,1106200000.0,175500000.0,,,,,25662600000.0,,,616800000.0,7750500000.0,,,,17068000000.0,,4227900000.0,,,,,,,0.39,18169700000.0,,,,,,,,1030600000.0,,1370300000.0,7693100000.0,,1484000000.0,314800000.0,1000000.0,,,-231900000.0,0.0,,,,,,,1442700000.0,,,,50000000.0,,1581538462.0,,,-158600000.0,-533600000.0,900700000.0,,5546600000.0,,3197300000.0,,8707300000.0,,,,7492900000.0,,2839700000.0,,,12711000000.0,,,5458700000.0,,,,,-6951400000.0,,2059300000.0,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,,180900000.0,180900000.0,-2450000000.0,1499700000.0,,2432000000.0,-289000000.0,-545400000.0,918000000.0,,7313000000.0,-802500000.0,2968000000.0,,1.0,8509000000.0,1740000000.0,,,,,25432000000.0,1885000000.0,,8730000000.0,41700000.0,9870000000.0,,,5230000000.0,,,1051000000.0,1051000000.0,118300000.0,8509000000.0,,110400000.0,1885000000.0,,,,87100000.0,,,,,3821700000.0,353000000.0,252000000.0,,7584000000.0,,382000000.0,525900000.0,2987000000.0,,1556000000.0,,,12889000000.0,30421000000.0,127000000.0,9870000000.0,,,3742000000.0,382000000.0,,382000000.0,,4727000000.0,0.0,0.0,-1233000000.0,1.0,19886000000.0,,-30600000.0,,-713000000.0,16751000000.0,382000000.0,706000000.0,,200500000.0,697200000.0,-10200000.0,2495000000.0,,,,25432000000.0,2432000000.0,,180900000.0,7584000000.0,,,14288000000.0,16751000000.0,12548000000.0,5429600000.0,,-6881000000.0,44300000.0,-159600000.0,-111000000.0,-541000000.0,,18119000000.0,,,-2104000000.0,,2432000000.0,5546000000.0,,458000000.0,,1556000000.0,9251300000.0,,1706000000.0,236600000.0,-114000000.0,,,-298400000.0,0.0,-42000000.0,51000000.0,,1606000000.0,,2968000000.0,983900000.0,,1608000000.0,,-81700000.0,,,,682000000.0,-157100000.0,-858400000.0,299200000.0,,5546000000.0,17275000000.0,4971600000.0,,8730000000.0,,19886000000.0,,7313000000.0,-411000000.0,4445700000.0,1706000000.0,,12889000000.0,18119000000.0,826000000.0,5230000000.0,,-129000000.0,1608000000.0,,-6881000000.0,1606000000.0,2495000000.0,,331000000.0,,-599000000.0,13146000000.0,,1606000000.0,706000000.0,1638000000.0,,,,,,,,,,,,,,
1996-03-31,,394000000.0,394000000.0,,468000000.0,,2449000000.0,,-166000000.0,,1641666667.0,,-370000000.0,2932000000.0,,,,,,,,,,,,,23000000.0,9849000000.0,,,,,,,1058000000.0,194000000.0,8208000000.0,,110000000.0,1891000000.0,,,0.25,45000000.0,,,,,2899000000.0,,,,,,,374000000.0,,,,,,,,,,,,,427000000.0,,427000000.0,,,382000000.0,,,,19798000000.0,,-24000000.0,,,,,1250000000.0,,141000000.0,98000000.0,-11000000.0,,,,,25413000000.0,,,394000000.0,7500000000.0,,,,16886000000.0,,3655000000.0,,,78000000.0,-331000000.0,,,0.24,18050000000.0,,,,,,,,706000000.0,,1384000000.0,6554000000.0,,1725000000.0,-416000000.0,6000000.0,,,47000000.0,0.0,,,,,,,1080000000.0,,,,-6000000.0,,1576000000.0,,,-158000000.0,-256000000.0,588000000.0,,5615000000.0,,2949000000.0,,8967000000.0,110000000.0,,,7363000000.0,,2575000000.0,,,12484000000.0,,,5566000000.0,,,,,-7037000000.0,,2385000000.0,,,,,,,,,,,,,,,,,,,,,,,
1996-06-30,,583000000.0,583000000.0,,605000000.0,,2348000000.0,,-190000000.0,,1619444444.0,,-590000000.0,3042000000.0,,,,,,,,,,,,,25000000.0,10167000000.0,,,,,,,1183000000.0,287000000.0,8581000000.0,,52000000.0,1905000000.0,,,0.37,-77000000.0,,,,,3373000000.0,,,,,,,393000000.0,,,,,,,,,,,,,350000000.0,,350000000.0,,,0.0,,,,19996000000.0,,-63000000.0,,,,,1228000000.0,,141000000.0,15000000.0,-11000000.0,,,,,26134000000.0,,,583000000.0,7481000000.0,,,,17418000000.0,,4318000000.0,,,97000000.0,-394000000.0,,,0.36,18681000000.0,,,,,,,,986000000.0,,1412000000.0,7691000000.0,,1750000000.0,-459000000.0,6000000.0,,,-154000000.0,0.0,,,,,,,1379000000.0,,,,-129000000.0,,1575675676.0,,,-157000000.0,-491000000.0,870000000.0,,6138000000.0,,3332000000.0,,-830000000.0,,,,7453000000.0,,2939000000.0,,,12999000000.0,,,5682000000.0,,,,,-7251000000.0,,2513000000.0,,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,,144000000.0,144000000.0,,1402000000.0,,2056000000.0,,-697000000.0,,1600000000.0,,-516000000.0,3330000000.0,,,,,,,,,,,,,25000000.0,10326000000.0,,,,,,,1105000000.0,298000000.0,8985000000.0,,77000000.0,1903000000.0,,,0.09,64000000.0,,,,,3478000000.0,,,,,,,410000000.0,,,,,,,,,,,,,414000000.0,,414000000.0,,,0.0,,,,19827000000.0,,-117000000.0,,,,,577000000.0,,143000000.0,886000000.0,-9000000.0,,,,,25986000000.0,,,144000000.0,7445000000.0,,,,17798000000.0,,4389000000.0,,,9000000.0,-326000000.0,,,0.09,18780000000.0,,,,,,,,560000000.0,,1433000000.0,7867000000.0,,1814000000.0,421000000.0,6000000.0,,,-86000000.0,0.0,,,,,,,970000000.0,,,,67000000.0,,1600000000.0,,,-181000000.0,-642000000.0,442000000.0,,6159000000.0,,3829000000.0,,9334000000.0,,,,7206000000.0,,3419000000.0,,,13440000000.0,,,5340000000.0,,,,,-7472000000.0,,2552000000.0,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,,28000000.0,28000000.0,-1275000000.0,1719000000.0,,2046000000.0,-235000000.0,-1797000000.0,,,6623000000.0,-811000000.0,487000000.0,,0.72,8439000000.0,1719000000.0,,,,,24512000000.0,1778000000.0,,9184000000.0,-794000000.0,10191000000.0,,,5139000000.0,,,1038000000.0,1038000000.0,119000000.0,8439000000.0,,84000000.0,1778000000.0,,,,33000000.0,,,,,4215000000.0,935000000.0,323000000.0,,7136000000.0,,447000000.0,542000000.0,3368000000.0,,4626000000.0,,,12750000000.0,31645000000.0,-721000000.0,10191000000.0,,,4194000000.0,447000000.0,,447000000.0,,5087000000.0,0.0,0.0,-2850000000.0,0.72,19373000000.0,,-31000000.0,,255000000.0,17840000000.0,447000000.0,26000000.0,,175000000.0,908000000.0,-15000000.0,2533000000.0,,,,24512000000.0,2047000000.0,,28000000.0,7136000000.0,,,14312000000.0,17840000000.0,12593000000.0,5318000000.0,,-7649000000.0,751000000.0,-600000000.0,11000000.0,-1651000000.0,,17889000000.0,,,-2287000000.0,,2046000000.0,5139000000.0,,1116000000.0,,4626000000.0,9533000000.0,,1138000000.0,633000000.0,-7000000.0,,,448000000.0,0.0,-46000000.0,65000000.0,,1149000000.0,,487000000.0,1658000000.0,,1624637681.0,,40000000.0,,,,600000000.0,-179000000.0,114000000.0,147000000.0,,5139000000.0,17680000000.0,4202000000.0,,9184000000.0,,19373000000.0,,6623000000.0,179000000.0,3660000000.0,1138000000.0,,12750000000.0,17889000000.0,898000000.0,5139000000.0,,-28000000.0,1606000000.0,,-7649000000.0,1149000000.0,2533000000.0,,382000000.0,,-675000000.0,13965000000.0,,1149000000.0,26000000.0,1907000000.0,,,,,,,,,,,,,,
1997-03-31,,427000000.0,427000000.0,,200000000.0,,1990000000.0,,-99000000.0,,1581481481.0,,-360000000.0,606000000.0,,,,,,,,,,,,,13000000.0,10122000000.0,,,,,,,1009000000.0,229000000.0,7951000000.0,,72000000.0,1778000000.0,,,0.28,-7000000.0,,,,,2957000000.0,,,,,,,362000000.0,,,,,,,,,,,,,440000000.0,,440000000.0,,,447000000.0,,,,19108000000.0,,-31000000.0,,,,,486000000.0,,123000000.0,-160000000.0,290000000.0,,,,,24160000000.0,,,427000000.0,6996000000.0,,,,17869000000.0,,3745000000.0,,,114000000.0,-378000000.0,,,0.27,17668000000.0,,,,,,,,766000000.0,,4279000000.0,6702000000.0,,1259000000.0,-626000000.0,7000000.0,,,27000000.0,0.0,,,,,,,1128000000.0,,,,22000000.0,,1525000000.0,,,-172000000.0,-107000000.0,656000000.0,,5052000000.0,,2979000000.0,,9434000000.0,,,,6492000000.0,,2617000000.0,,,12297000000.0,,,5371000000.0,,,,,-7747000000.0,,2568000000.0,,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,,656000000.0,656000000.0,,901000000.0,,1946000000.0,,-464000000.0,,1561904762.0,,-454000000.0,602000000.0,,,,,,,,,,,,,149000000.0,9783000000.0,,,,,,,942000000.0,423000000.0,7519000000.0,,88000000.0,1782000000.0,,,0.42,292000000.0,,,,,3322000000.0,,,,,,,386000000.0,,,,,,,,,,,,,732000000.0,,732000000.0,,,0.0,,,,18594000000.0,,-81000000.0,,,,,1004000000.0,,129000000.0,447000000.0,14000000.0,,,,,24904000000.0,,,656000000.0,6865000000.0,,,,17337000000.0,,4385000000.0,,,-25000000.0,-512000000.0,,,0.42,18284000000.0,,,,,,,,1059000000.0,,4783000000.0,7707000000.0,,1361000000.0,-32000000.0,130000000.0,,,321000000.0,0.0,,,,,,,1445000000.0,,,,-82000000.0,,1561904762.0,,,-170000000.0,-150000000.0,1079000000.0,,6310000000.0,,3326000000.0,,9899000000.0,,,,6620000000.0,,2940000000.0,,,11895000000.0,,,6389000000.0,,,,,-7554000000.0,,2594000000.0,,,,,,,,,,,,,,,,,,,,,,,
1997-09-30,,658000000.0,551000000.0,,2742000000.0,,5014000000.0,,-475000000.0,,1566666667.0,,-143000000.0,490000000.0,,,,,,,,,,,,,31000000.0,6007000000.0,,,,,,,775000000.0,286000000.0,3584000000.0,,119000000.0,1649000000.0,,,0.43,-90000000.0,,,,,2226000000.0,,,,,,,-2000000.0,,,,,,,,,,,,,502000000.0,,502000000.0,,,0.0,,,,16820000000.0,,-1699000000.0,,,,,5350000000.0,,123000000.0,2599000000.0,-304000000.0,,,,,23041000000.0,,,658000000.0,5799000000.0,,,,10892000000.0,,3136000000.0,,,52000000.0,-753000000.0,,,0.42,16696000000.0,,,,,,,,929000000.0,,3503000000.0,5362000000.0,,2613000000.0,421000000.0,-25000000.0,,,-326000000.0,0.0,,,,,,,931000000.0,,,,71000000.0,,1530232558.0,,,-203000000.0,-2348000000.0,837000000.0,,6221000000.0,,2207000000.0,,10366000000.0,,,,6345000000.0,,2209000000.0,,,7353000000.0,,,9343000000.0,,,,,-4885000000.0,,2120000000.0,,,,,,,,,,,,,,,,,,,,,,,
