,trailingCashDividendsPaid,annualNetIncome,trailingPretaxIncome,annualPretaxIncome,annualCashDividendsPaid,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualAccountsReceivable,annualLongTermDebt,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,annualBasicEPS,trailingInvestingCashFlow,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyDilutedAverageShares,annualGoodwill,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCashItems,annualOperatingIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyGoodwill,quarterlyBasicEPS,quarterlyNetIncome,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualTotalAssets,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,trailingTotalRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,annualDilutedEPS,annualAccountsPayable,annualNetPPE,annualOperatingCashFlow,trailingOperatingIncome,quarterlyOperatingExpense,trailingOtherIncomeExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,annualCurrentLiabilities,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,annualOtherIntangibleAssets,quarterlyEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyCashDividendsPaid,trailingEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,annualEbitda,trailingNetOtherInvestingChanges,annualOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,trailingBeginningCashPosition,quarterlyChangeInInventory,annualInterestExpense,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,annualCurrentAssets,annualBeginningCashPosition,trailingCapitalExpenditure,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyCapitalStock,annualSellingGeneralAndAdministration,annualDilutedAverageShares,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualOtherCurrentLiabilities,trailingGrossProfit,trailingNetIncomeCommonStockholders,quarterlyBasicAverageShares,trailingDeferredIncomeTax,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,trailingInterestExpense,annualTaxProvision,annualCurrentDebt,quarterlyRepaymentOfDebt,annualInventory,quarterlyAccumulatedDepreciation,trailingCostOfRevenue,trailingResearchAndDevelopment,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyTaxProvision,annualCapitalStock,annualCurrentDeferredRevenue,annualTotalRevenue,annualCostOfRevenue,annualOtherCurrentAssets,trailingChangeInInventory,annualTotalNonCurrentAssets,annualResearchAndDevelopment,quarterlyEbitda,trailingDepreciationAndAmortization,quarterlyStockBasedCompensation,annualGrossProfit,annualFreeCashFlow,trailingTaxProvision,annualStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyChangeInWorkingCapital,trailingOtherNonCashItems,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualOperatingExpense,annualNetIncomeContinuousOperations,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyResearchAndDevelopment,trailingNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyDilutedEPS,trailingOperatingExpense,quarterlyPretaxIncome,quarterlyCapitalExpenditure,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,trailingNetIncome,trailingFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,annualBasicAverageShares,annualChangeInInventory,annualTotalLiabilitiesNetMinorityInterest,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyGrossPPE,annualCurrentAccruedExpenses,quarterlyCurrentAccruedExpenses,trailingChangeInAccountPayable,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingNetOtherFinancingCharges,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingSaleOfInvestment,trailingDilutedEPS,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,trailingBasicEPS
1112227200,,,,,,4049948005.0,209691657.0,44984281.0,,,,544963724.0,14593712.0,,,130885127.0,3232328900.0,352776000.0,,,,60484885.0,,,,1283142685.0,,,26288996.0,,,0.07504,26288996.0,,23944377.0,,,,,,26288996.0,,31577993.0,,528487304.0,431792019.0,234516324.0,234516324.0,,,,,,,,72185006.0,,,,,,,2089480.0,,188117291.0,-47995163.0,,234516324.0,37070133.0,-8645707.0,,1503754535.0,758216446.0,,,0.0,,,,,,37331318.0,,,,,-37964933.0,,,90825877.0,,,,,,,,,,,192036276.0,0.0,,,85348247.0,478263603.0,,189532044.0,,,,,346430000.0,,,,2191045949.0,-2623942.0,,,,,,-1976816203.0,,,2285995163.0,,9460701.0,,,,,,,,,50233374.0,,,,,,,,42738815.0,,3334946.0,,9338573.0,,,,,954688029.0,,6696493.0,,,,216233374.0,83819831.0,0.07504,,43963724.0,-46488513.0,,817619105.0,,,,220611850.0,,,,,13163241.0,4262811366.0,,,,,,,,,,,,,,,,,,,
1120089600,,,,,,4227002578.0,196113907.0,26130240.0,,,,674087394.0,14647109.0,,,163569412.0,3247584387.0,352688000.0,,,,120445563.0,,,,1397849515.0,,,32434025.0,,,0.0948,32434025.0,,28039769.0,,,,,,32434025.0,,14582055.0,,527648214.0,490279858.0,260645636.0,260645636.0,,,,,,,,85821775.0,,,,,,,2242543.0,,190605131.0,-56411367.0,,260645636.0,45291472.0,-10410387.0,,1626980483.0,755911378.0,,,0.0,,,,,,-100142169.0,,,,,-52237596.0,,,107279981.0,,,,,,,,,,,199592488.0,0.0,,,123551000.0,486494415.0,,234516324.0,,,,,347526000.0,,,,2230648091.0,-1802227.0,,,,,,-1976816006.0,,,2301067878.0,,8837609.0,,,,,,,,,83020743.0,,,,,,,,-102649211.0,,-364527.0,,126303995.0,,,,,976712900.0,,8182604.0,,,,287120412.0,-45467063.0,0.08981,,51393151.0,-54675106.0,,979418191.0,,,,229130968.0,,,,,37729225.0,4277883884.0,,,,,,,,,,,,,,,,,,,
1128038400,,,,,,4306681765.0,194134726.0,34552146.0,,,,504075494.0,14538908.0,,,178478513.0,3271666667.0,375164000.0,,,,100393728.0,,,,1200932636.0,,,77765389.0,,,0.22484,77765389.0,,26113821.0,,,,,,77765389.0,,96670151.0,,502722416.0,527492451.0,295198606.0,295198606.0,,,,,,,,94247387.0,,,150000000.0,,,,9378630.0,,180573751.0,-73456420.0,,295198606.0,48271380.0,-10451455.0,,1674501742.0,793984902.0,,,-1.0,,,,,,75555334.0,,,,,-44371222.0,,,111189315.0,,,,,,,,,,,251231127.0,0.0,,,108558653.0,460714286.0,,260645636.0,,,,,348532000.0,,,,2277140534.0,-962913.0,,,,,,-1976816492.0,,,2297108014.0,-66.0,25945412.0,,,,,,,,,62583043.0,,,,,,,,97017248.0,,17014482.0,,-28781941.0,,,,,1044038328.0,,4515793.0,,,,287037166.0,148090902.0,0.21484,,107703833.0,-72535568.0,,1035015099.0,,,,473569106.0,,,,,14311266.0,4273924506.0,,,,,,,,,,,,,,,,,,,
1135987200,,217631120.0,,274626119.0,-39969764.0,4772774741.0,292347947.0,327994224.0,,340497732.0,702109548.0,702109548.0,28040470.0,0.63,,341099228.0,3248316083.0,,180231422.0,,101956041.0,340497732.0,,,2363630655.0,1439399930.0,135726247.0,133203861.0,81143315.0,21481568.0,180231422.0,,81143315.0,1114693569.0,32337373.0,4772774741.0,197515990.0,101202465.0,,623193395.0,81143315.0,,-12010154.0,,444942435.0,399675544.0,623193395.0,623193395.0,,,0.6,350398884.0,2871337365.0,320638446.0,,113855937.0,,1439399930.0,,609047564.0,25199442.0,,-14306317.0,,,199344518.0,,623193395.0,66883005.0,-10462215.0,,2048447494.0,196747296.0,,,0.0,292347947.0,330719851.0,,196747296.0,-53396907.0,22965483.0,193922550.0,623193395.0,623193395.0,,113494556.0,11146645.0,,152788696.0,1524458658.0,189532504.0,,,,5106842656.0,-51723456.0,217631120.0,,,350398884.0,0.0,110434934.0,362718533.0,181165488.0,-53396907.0,,295198606.0,142052564.0,28040470.0,,,,,-284928480.0,433660891.0,2363630655.0,199311632.0,,30257007.0,,,399675544.0,-2235505291.0,,,2871337365.0,135725085.0,-13985734.0,0.0,,1312654960.0,814031864.0,152788696.0,,3248316083.0,,134192556.0,,,498623096.0,35709966.0,,,-1.0,-114639123.0,,-71708357.0,-2235505291.0,-5658162.0,,365419235.0,217631120.0,-77532271.0,1114693569.0,,5804552.0,,,,522264716.0,134194776.0,,,71565724.0,-111229293.0,,1524458658.0,,,444942435.0,609047564.0,345446222.0,-21079195.0,2048447494.0,,67309551.0,5106842656.0,,,,,,,,,,,,,,,,,,,
1143763200,,,,,,4816456095.0,285899112.0,-45990191.0,,,,700769500.0,66802896.0,,,301917328.0,3441418730.0,349933000.0,,,,260739141.0,,,,1456855441.0,,,117447454.0,,180418029.0,0.33969,117447454.0,,34079869.0,,,,,,117447454.0,,-2167212.0,,470186829.0,374969640.0,577203410.0,577203410.0,,-14281878.0,,,,,,97432275.0,,,,,,,,,,-193340729.0,,577203410.0,50567492.0,-10486922.0,,1954866885.0,197976413.0,,,-1.0,,,,,,190180990.0,,,,,26539000.0,,,162125175.0,,,,,,,,,,,360504437.0,0.0,,,240022186.0,-48926903.0,,623192433.0,,,,,349933000.0,,,,2489634517.0,0.0,,,,,,-2235504437.0,,,3063024288.0,1.0,12602756.0,,,,,,,,,193157403.0,,,,,,,,108701541.0,,-18096684.0,,-138631481.0,,,,,1218109528.0,,13954928.0,,,,541939514.0,285614199.0,0.3197,,140822046.0,-95433209.0,,1375037366.0,,,,498011443.0,,,,,142589911.0,5298528725.0,,,,,,,,,,,,,,,,,,,
1151625600,,,,,,4835842722.0,289450083.0,-96506184.0,,,,699435583.0,62688233.0,,,245859453.0,3480944785.0,376983000.0,,,,255705521.0,,,,1383891801.0,,,148670385.0,,172363636.0,0.41874,148670385.0,,35553820.0,,,,,,148670385.0,,3675404.0,,395006135.0,425337423.0,480697156.0,480697156.0,,,,,,,,91564975.0,,,,,,,3312883.0,,,-113721178.0,,480697156.0,44005849.0,-14037339.0,,1861013943.0,205866146.0,,,-1114.0,,,,,,-63964593.0,,,,,-46856903.0,,,184649191.0,,,,,,,,,,,342412716.0,0.0,,,171537089.0,-79354155.0,,577203410.0,,,,,351132000.0,,,,2602293363.0,-11168205.0,,,,,,-2235504741.0,,,3102715003.0,8419408.0,-77405466.0,,,,,,,,,123977963.0,,,,,,,,-37687598.0,,-97283126.0,,-11789043.0,,,,,1352729504.0,,3949143.0,,,,417396542.0,39932929.0,0.3988,,87859453.0,-103897522.0,,1354897936.0,,,,477122142.0,,,,,79972114.0,5338219744.0,,,,,,,,,,,,,,,,,,,
1159574400,,,,,,4920204538.0,359944115.0,-7567334.0,,,,698070862.0,61354644.0,,,247849559.0,3600372192.0,377334000.0,,,,190699676.0,,,,1443470437.0,,,71024925.0,,172409746.0,0.19963,71024925.0,,29681457.0,,,,,,71024925.0,,65026266.0,,385455460.0,462538281.0,473129541.0,473129541.0,,,,,,,,46272494.0,,,,,,,1790544.0,,,-68544441.0,,473129541.0,46449348.0,-14051798.0,,1867215826.0,261582654.0,,,2232.0,,,,,,-32491126.0,,,,,-78072619.0,,,184860847.0,,,,,,,,,,,300101710.0,0.0,,,115272158.0,-77545546.0,,480697156.0,,,,,351629000.0,,,,2672918297.0,-1676328.0,,,,,,-2235504638.0,,,3166379792.0,5065558.0,4498715.0,,,,,,,,,115449871.0,,,,,,,,29171594.0,,-19929232.0,,-17978940.0,,,,,1409668045.0,,7271966.0,,,,363121717.0,79160595.0,0.18965,,83702917.0,-111651721.0,,1319832346.0,,,,423745390.0,,,,,68999664.0,5401884430.0,,,,,,,,,,,,,,,,,,,
1167523200,,375715284.0,,345426375.0,-52659599.0,5140428705.0,460865564.0,-139040438.0,,403280522.0,499191519.0,499191519.0,44116961.0,1.07,,332144968.0,3786004194.0,,180138630.0,,,403280522.0,,,2741381640.0,1497008388.0,-25900512.0,335379776.0,38573225.0,-526698509.0,180138630.0,,38573225.0,1428205965.0,66938688.0,5140428705.0,199664492.0,-182301957.0,,334089003.0,38573225.0,,13381377.0,,339451305.0,608309646.0,334089003.0,334089003.0,856244.0,,1.02,402806384.0,3312151678.0,418019571.0,,143301633.0,,1497008388.0,7899581.0,501967614.0,27058481.0,,,,,-151092161.0,,334089003.0,58641803.0,-14083540.0,,1998976002.0,293713886.0,,,-2282.0,460865564.0,535044268.0,,293713886.0,-39765843.0,-135264181.0,-29687792.0,334089003.0,334089003.0,,-3626020.0,43223439.0,,0.0,1354424511.0,623193150.0,,,,5724620224.0,-184638863.0,375715284.0,,,402806384.0,0.0,166254660.0,368348318.0,177086461.0,-39765843.0,,473129541.0,76455033.0,44116961.0,,,,,-459558481.0,-289104147.0,2741381640.0,-2561381.0,,-68843197.0,7899581.0,,608309646.0,-2412468546.0,,,3312151678.0,-39385479.0,-8540302.0,0.0,856244.0,1831690354.0,1127771435.0,0.0,,3786004194.0,,92426631.0,,,703918919.0,-41538910.0,,,-1165.0,-64810421.0,,-49329821.0,-2412468546.0,-13902493.0,,368539143.0,375715284.0,35375116.0,1428205965.0,,1882444.0,,,,509231429.0,13311848.0,,,33041218.0,-148576029.0,,1354424511.0,,,339451305.0,501967614.0,351135779.0,-102016542.0,1998976002.0,,33784828.0,5724620224.0,,,,,,,,,,,,,,,,,,,
1175299200,,,,,,5134800507.0,485687269.0,38139991.0,,,,688129613.0,67230165.0,,,255879843.0,3876270756.0,377536000.0,,,,212449262.0,,,,1453587408.0,,,58504382.0,,178221863.0,0.17008,58504382.0,,38541282.0,,,,,,58504382.0,,-8758072.0,,279770526.0,452133303.0,372229013.0,372229013.0,,,,,,,,99693266.0,,,8121541.0,,,,5724170.0,,,-107090637.0,,372229013.0,46645526.0,-14092482.0,,1904934272.0,328503229.0,,,1154.0,,,,,,26441420.0,,,,,-51572878.0,,,192480396.0,,,,,,,,,,,307399677.0,0.0,,,153457103.0,-20543127.0,,334089022.0,,,,,352401000.0,,,,2829220480.0,337869.0,,,,,,-2412468865.0,,,3369545664.0,2686807.0,-15502768.0,,,,,,,,,100409363.0,,,,,,,,81192343.0,,-51050507.0,,8600092.0,,,,,1474383072.0,,15392066.0,,,,409336946.0,138761531.0,0.16007,,47776753.0,-112320111.0,,1258529751.0,,,,451346863.0,,,,,53763837.0,5782014529.0,,,,,,,,,,,,,,,,,,,
1183161600,,,,,,5340051010.0,453319872.0,-3221819.0,,,,686877790.0,50748140.0,,,340320935.0,3868690755.0,378594000.0,,,,328010627.0,,,,1422518597.0,,,204876727.0,,164386823.0,0.58057,204876727.0,,40625930.0,,,,,,204876727.0,,-1324123.0,,282320935.0,433199787.0,369007439.0,369007439.0,,,,,,,,131730074.0,,,8342189.0,,,,6005313.0,,,-126622434.0,,369007439.0,75880510.0,-17670536.0,,1923769394.0,323326249.0,,,10947836.0,,,,,,39513946.0,,,,,6065970.0,,,228634432.0,,,,,,,,,,,352332625.0,0.0,,,385099894.0,-9657811.0,,372229013.0,,,,,353691000.0,,,,3036312434.0,-10800143.0,,,,,,-2412468650.0,,,3380977683.0,-30838773.0,38842721.0,,,,,,,,,329250330.0,,,,,,,,-91699251.0,,-15495720.0,,-5014545.0,,,,,1661564293.0,,6559050.0,,,,725420829.0,155336237.0,0.55054,,254140276.0,-115822291.0,,1471360255.0,,,,501250797.0,,,,,253369820.0,5793446333.0,,,,,,,,,,,,,,,,,,,
1191110400,,,,,,5466801153.0,481232238.0,34309692.0,,,,685562953.0,52134553.0,,,290448176.0,4010129186.0,378646000.0,,,,246942264.0,,,,1443622181.0,,,91233231.0,,154013714.0,0.25999,91233231.0,,134321773.0,,,,,,91233231.0,,-93615224.0,,276826990.0,394760012.0,403317102.0,403317102.0,,,,,,,,200677730.0,,,8594852.0,,,,5246944.0,,,-160889930.0,,403317102.0,46341101.0,-17696388.0,,2200984796.0,421807612.0,,,-10947996.0,,,,,,318714216.0,,,,,33451855.0,,,216505019.0,,,,,,,,,,,609599523.0,0.0,,,390617113.0,29867833.0,,369007439.0,,,,,353113000.0,,,,2819585611.0,-30026646.0,,,,,,-2412469443.0,,,3434307860.0,57925393.0,7851535.0,,,,,,,,,236280484.0,,,,,,,,188791714.0,,-41633242.0,,-244102292.0,,,,,1735441717.0,,1122520.0,,,,681065289.0,449584037.0,0.24999,,96844877.0,-130869821.0,,1456671967.0,,,,757362616.0,,,,,189939383.0,5846777303.0,,,,,,,,,,,,,,,,,,,
1199059200,,416111828.0,,465932069.0,-66906346.0,5371382461.0,543184030.0,-271384980.0,,347097030.0,717129804.0,717129804.0,49711988.0,1.18,,325014411.0,4080238355.0,,146772271.0,,,347097030.0,,,2743861357.0,1507249975.0,179262092.0,588010726.0,61496902.0,-526815970.0,146772271.0,,61496902.0,1779628563.0,-101310249.0,5371382461.0,225538782.0,-437029496.0,,131931671.0,61496902.0,,-156595472.0,,246936141.0,437487337.0,131931671.0,131931671.0,,,1.13,541283146.0,3437449598.0,800725991.0,,59305337.0,,1507249975.0,8816168.0,684464197.0,23289304.0,,60644368.0,,108711888.0,-132212969.0,108711888.0,131931671.0,56671645.0,-17446940.0,,2191714172.0,387304598.0,-429326646.0,,-994.0,543184030.0,813549508.0,,387304598.0,25433509.0,-78416727.0,-38166650.0,131931671.0,131931671.0,,-49754461.0,77620419.0,,210463801.0,1291144106.0,334088787.0,,,,6002623895.0,-134128513.0,416111828.0,-205355663.0,,541283146.0,0.0,130838216.0,368240556.0,168903065.0,25433509.0,,403317102.0,-241628762.0,49711988.0,,,,,-494473136.0,-202157116.0,2743861357.0,2322270.0,,29467673.0,8816168.0,,437487337.0,-2565174297.0,,,3437449598.0,149488665.0,-1724814.0,0.0,,2309740789.0,1211663522.0,210463801.0,,4080238355.0,,166269373.0,,,1098077267.0,306252855.0,,,0.0,-60314799.0,,-25949044.0,-2565174297.0,-196512751.0,,510066541.0,416111828.0,117970007.0,1779628563.0,,215668.0,,,,493917476.0,57044186.0,,,67169275.0,-135460913.0,,1291144106.0,,,246936141.0,684464197.0,352637142.0,-61809514.0,2191714172.0,,109597728.0,6002623895.0,,,,,,,,,,,,,,,,,,,
1206921600,,,,,,5263438947.0,454035594.0,309639.0,,,,712720913.0,65344101.0,,,304621952.0,4088692521.0,367709000.0,,,,201847547.0,,,,1385974694.0,,,133379282.0,,,0.389,133379282.0,,9954737.0,,,,,,133379282.0,,-8505298.0,,219218187.0,558680177.0,132241539.0,132241539.0,,,,,,,,119931077.0,,,9163666.0,,,,34793745.0,,260141961.0,-128366423.0,,132241539.0,60388849.0,-17220451.0,,1954153893.0,328746013.0,,,0.0,,,,,,33015122.0,,,,,-83162226.0,,,210489661.0,,,,,,,,,,,423198231.0,0.0,,,288205946.0,-12930768.0,,131931900.0,,,,,344417000.0,,,,2830999897.0,-18774817.0,,,,,,-2565174365.0,,,3499804547.0,-26575455.0,16756507.0,,,,,,,,,228663718.0,,,,,,,,-21657237.0,,-10053492.0,,-21978192.0,,,,,1901235470.0,,278778.0,,,,592827898.0,145714433.0,0.36905,,161512190.0,-112699311.0,,1174746425.0,,,,568179200.0,,,,,168274869.0,6064978912.0,,,,,,,,,,,,,,,,,,,
1214784000,,,,,,5556504173.0,465137391.0,-11358896.0,,,,752491349.0,61477712.0,,,339600041.0,4354222471.0,357973986.0,,,,227878079.0,,,,1366931610.0,,,150349074.0,,,0.44,150349074.0,,86663953.0,,,,,,150349074.0,,-2720334.0,,149302870.0,570946469.0,120883371.0,120883371.0,,,,,,,,158509057.0,,,210291065.0,,,,4420924.0,,256250763.0,-266119634.0,,120883371.0,53593443.0,-20665769.0,,2163005292.0,521398331.0,,,0.0,,,,,,-14324913.0,,,,,-4849172.0,,,237498473.0,,,,,,,,,,,458298392.0,0.0,,,280148585.0,-59369021.0,,132241539.0,,,,,341702441.0,,,,2910605536.0,-138585248.0,,,,,,-2565174028.0,,,3576573377.0,-34705840.0,-39454508.0,,,,,,,,,175233055.0,,,,,,,,-15982698.0,,-55655851.0,,142661074.0,,,,,2030813149.0,,422423.0,,,,619748626.0,113175247.0,0.42,,117999186.0,-127500160.0,,1202281702.0,,,,796073682.0,,,,,121639528.0,6141747405.0,,,,,,,,,,,,,,,,,,,
1222732800,,,,,,6435552480.0,469622099.0,28093115.0,,,,722451565.0,47150308.0,,,412152438.0,5044147328.0,347301000.0,,,,392002342.0,,,,1320919736.0,,,135451352.0,,,0.39,135451352.0,,30317224.0,,,,,,135451352.0,,-29315521.0,,128846072.0,532367469.0,148975942.0,148975942.0,,,,,,,,80770704.0,,,538621461.0,,,,56943794.0,,260321482.0,-525012559.0,,148975942.0,89195268.0,-20668176.0,,2412575047.0,606544603.0,,,1065.0,,,,,,-414961233.0,,,,,7425918.0,,,258819459.0,,,,,,,,,,,427949755.0,0.0,,,316743666.0,47299340.0,,120883371.0,,,,,345830000.0,,,,3359288908.0,-33723605.0,,,,,,-2565173515.0,,,4177281243.0,16350488.0,6020864.0,,,,,,,,,325169258.0,,,,,,,,-139871242.0,,-28139922.0,,437715032.0,,,,,2144321908.0,,33310.0,,,,728896104.0,109356009.0,0.39,,149713647.0,-524317242.0,,1391405152.0,,,,1091655312.0,,,,,235972962.0,6742454758.0,,,,,,,,,,,,,,,,,,,
1230681600,,450116561.0,,484896795.0,-80495386.0,7010601020.0,533222438.0,120199950.0,,568340214.0,1212982030.0,1212982030.0,139164643.0,1.29,,461385554.0,5350662943.0,,181901408.0,,,568340214.0,,,3514923507.0,1827557066.0,178992230.0,541369597.0,30937298.0,-1144732880.0,181901408.0,,30937298.0,2153314716.0,50655090.0,7010601020.0,293314716.0,539973288.0,,269175571.0,30937298.0,,-322355804.0,,81352598.0,470649587.0,269175571.0,269175571.0,,,1.28,580903351.0,4416293103.0,708267363.0,,473061927.0,,1827557066.0,99991501.0,888916950.0,972559.0,,-36035501.0,,101442448.0,-225234264.0,101442448.0,269175571.0,90137156.0,-21940990.0,,2716474016.0,651025984.0,,,-1065.0,533222438.0,834684313.0,,651025984.0,167036183.0,475387100.0,-49517970.0,269175571.0,269175571.0,,91303061.0,53326858.0,,301936620.0,1659938077.0,131931763.0,,,,6981466731.0,-142196455.0,450116561.0,,,580903351.0,0.0,120789218.0,352112000.0,456298673.0,167036183.0,,148975942.0,-361900194.0,139164643.0,,,,,-629151287.0,137243808.0,3514923507.0,141565700.0,,-24754735.0,99991501.0,,470649587.0,-2565173628.0,,,4416293103.0,223923037.0,-8078133.0,0.0,,2859158572.0,1517759835.0,301936620.0,,5350662943.0,,73373902.0,,,1341398737.0,79116076.0,,,0.0,40831964.0,,-48347190.0,-2565173628.0,-18424626.0,,800029140.0,450116561.0,-136679213.0,2153314716.0,,238048.0,,,,917684227.0,340021674.0,,,55670693.0,135365426.0,,1659938077.0,,,81352598.0,888916950.0,350130000.0,10717581.0,2716474016.0,,-16763254.0,6981466731.0,,,,,,,,,,,,,,,,,,,
1238457600,,,,,,,,396532000.0,,,,,,,,283743000.0,,373739000.0,,,,,,,,,,,78451000.0,,,0.22,81743000.0,,30727000.0,,,,,,81743000.0,,-63498000.0,,,,,,,-9368000.0,,,,,,90736000.0,,,,,,,130000.0,,,-101250000.0,,461191000.0,,-21943000.0,,,,,,0.0,,,,,,85842000.0,,,,,-35261000.0,,,,,,,,,,,,,250180000.0,,,,,209254000.0,,,64222000.0,,,,,373739000.0,,,,,0.0,,,,-101830000.0,,,,,,-53032000.0,-20591000.0,,,,,,,,,106365000.0,,3710000.0,,,,,,86609000.0,,,,317850000.0,,,,,,,441518000.0,1132000.0,,,492997000.0,179932000.0,0.22,,57590000.0,-94090000.0,,,,,,,,,,,118518000.0,,,,,,,,,,,,,,,,,,,,
1246320000,,,,,,7085191000.0,176777000.0,-309240000.0,,,,810560000.0,63584000.0,,,469427000.0,5464769000.0,394436000.0,,,,473633000.0,,,,1398666000.0,,,231014000.0,,,0.63,247104000.0,,40907000.0,,,,,,247104000.0,,-4267000.0,,63801000.0,508191000.0,349354000.0,349354000.0,,-14368000.0,,,,,,23177000.0,,,96355000.0,,,,1246000.0,,269941000.0,-156945000.0,,349354000.0,,-23548000.0,,2147549000.0,24969000.0,,,0.0,,,,,,-7510000.0,,,,,-14227000.0,,,0.0,,,,,,,,,,-24901000.0,480249000.0,0.0,,,304952000.0,150509000.0,,461191000.0,,,,,392505000.0,,,,4233576000.0,0.0,,,,-312550000.0,,,,,4532962000.0,-94607000.0,45878000.0,,,,,,,,,397056000.0,,433000.0,,,,,,-93829000.0,,,,-288787000.0,,,,,2435060000.0,,2690000.0,1081000.0,,,774379000.0,136492000.0,0.63,,276892000.0,-144002000.0,,1620422000.0,,,,748883000.0,,,,,281775000.0,,,,,,,,,,,,,,,,,,,,
1254268800,,,,,,7363861000.0,177044000.0,343126000.0,,,,1082096000.0,21077000.0,,,407733000.0,5417490000.0,392613000.0,,,,314099000.0,,,,1694260000.0,,,162113000.0,,,0.44,172115000.0,,42347000.0,,,,,,172115000.0,,-31586000.0,,94058000.0,487412000.0,669732000.0,865742000.0,,-12096000.0,,,,,,37123000.0,,,89984000.0,,,,0.0,,254666000.0,-140684000.0,,669732000.0,,-23553000.0,,2373882000.0,-628526000.0,,,0.0,,,,,,119595000.0,,,,,1244000.0,,,0.0,,,,,,,,,,-8640000.0,454336000.0,0.0,,,286370000.0,58965000.0,,349354000.0,,,,,392613000.0,,,,4292684000.0,0.0,,,,-192987000.0,,,,,4485288000.0,-55837000.0,57642000.0,,,,,,,,,317084000.0,,774000.0,,,,,,-2270000.0,,,,235575000.0,,,,,2583617000.0,196010000.0,1023000.0,2299000.0,,,694103000.0,248235000.0,0.44,,219755000.0,-128640000.0,,1946371000.0,,,,679622000.0,,,,,249247000.0,,,,,,,,,,,,,,,,,,,,
