,trailingOtherIncomeExpense,quarterlyBasicAverageShares,annualNetPPE,trailingGrossProfit,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualCashFlowFromContinuingFinancingActivities,annualInventory,quarterlyCapitalStock,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,annualEbitda,annualOtherIncomeExpense,quarterlyPretaxIncome,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyNetPPE,quarterlyTaxProvision,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualOtherNonCashItems,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,trailingDepreciationAndAmortization,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualIncomeTaxPayable,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,trailingInvestingCashFlow,quarterlyOperatingCashFlow,trailingCapitalExpenditure,quarterlyIncomeTaxPayable,quarterlyDilutedEPS,annualCapitalExpenditure,annualPurchaseOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualInvestingCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,trailingCashDividendsPaid,trailingInterestExpense,trailingPurchaseOfBusiness,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyDilutedAverageShares,trailingNetIncome,trailingNetIncomeContinuousOperations,annualBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,trailingOperatingExpense,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyEbitda,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualStockBasedCompensation,trailingChangesInAccountReceivables,annualGoodwill,annualRepaymentOfDebt,annualInterestExpense,annualCapitalStock,trailingChangeInWorkingCapital,annualAccountsPayable,annualTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherCurrentAssets,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,trailingCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualDilutedEPS,annualChangeInWorkingCapital,trailingTotalRevenue,trailingCostOfRevenue,quarterlyRetainedEarnings,annualOperatingIncome,annualCashAndCashEquivalents,quarterlyTotalRevenue,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualBasicAverageShares,quarterlyOperatingIncome,quarterlyPurchaseOfInvestment,trailingEndCashPosition,trailingTaxProvision,quarterlyNetIncomeCommonStockholders,annualNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,annualCurrentDebt,quarterlyTotalAssets,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCashDividendsPaid,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualCostOfRevenue,quarterlyNetIncome,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,trailingPretaxIncome,annualTotalAssets,annualLongTermDebt,annualOtherNonCurrentAssets,annualCurrentAssets,annualStockholdersEquity,annualRepurchaseOfCapitalStock,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualRetainedEarnings,annualNetIncomeCommonStockholders,annualDilutedAverageShares,quarterlyGoodwill,trailingRepurchaseOfCapitalStock,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOperatingExpense,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualAccountsReceivable,quarterlyInventory,quarterlyGrossProfit,quarterlyBasicEPS,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualChangeInAccountPayable,annualChangeInInventory,annualSaleOfInvestment,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,trailingChangeInAccountPayable,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
915062400,,,808800000.0,,1300000.0,151700000.0,1300000.0,1128500000.0,1121800000.0,1300000.0,279100000.0,119000000.0,38800000.0,,,,264700000.0,0.0,31200000.0,,0.0,808800000.0,11000000.0,4100000.0,-26800000.0,-100000.0,,1205300000.0,-5800000.0,,,6600000.0,,,279100000.0,40600000.0,-396500000.0,200000.0,80100000.0,,,300000.0,,25100000.0,,,,-286100000.0,,-18900000.0,1205300000.0,-2100000.0,-396500000.0,3500000.0,-269700000.0,23300000.0,2500000.0,83100000.0,,,,,-5300000.0,,,,0.6125,,,82900000.0,,,0.0,900000.0,100000.0,67600000.0,,,82900000.0,,,,,27100000.0,,,83100000.0,1874500000.0,521600000.0,23100000.0,,,-12100000.0,319600000.0,228500000.0,,170100000.0,27500000.0,,691700000.0,43500000.0,521600000.0,0.0,0.5975,-36700000.0,,,405200000.0,159300000.0,1300000.0,480700000.0,0.0,79600000.0,130044000.0,40100000.0,,,,20200000.0,79600000.0,691700000.0,123100000.0,4100000.0,1448100000.0,-134400000.0,1128500000.0,962500000.0,,-1800000.0,,-1700000.0,752700000.0,20200000.0,857100000.0,80100000.0,20200000.0,23100000.0,,1448100000.0,418200000.0,40600000.0,319600000.0,627000000.0,-24900000.0,105400000.0,,184600000.0,,,-10900000.0,,627000000.0,,170100000.0,405200000.0,79600000.0,133172000.0,,,1500000.0,0.0,-21300000.0,23300000.0,418200000.0,256000000.0,,100000.0,,38800000.0,296100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
922838400,,127659574.0,,,10500000.0,,10500000.0,,,,,,,,,,,,47700000.0,,1300000.0,800900000.0,17700000.0,3800000.0,-12600000.0,,,,-51300000.0,,,6500000.0,,,274100000.0,39700000.0,-413000000.0,0.0,,,,,,73100000.0,,,0.23,,,-21600000.0,1213900000.0,9200000.0,,,,,17600000.0,182100000.0,,,,,-16900000.0,130434783.0,,,,,,18200000.0,,,1300000.0,,,85200000.0,,,,,,,,,,,,,,,-2300000.0,,14000000.0,353100000.0,231800000.0,,204100000.0,27000000.0,,,,497400000.0,,,,,,435200000.0,,,520100000.0,,,,58200000.0,,,,30000000.0,,701500000.0,,,1467800000.0,,1114700000.0,,,,,60500000.0,,30000000.0,,83400000.0,30000000.0,27300000.0,,,,,,,,,,203100000.0,,,0.0,,638000000.0,,,,,,,,,0.0,-12600000.0,24100000.0,389900000.0,258800000.0,,0.0,,38800000.0,317000000.0,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,,126027397.0,,,8200000.0,,8200000.0,,,,,,,,,,,,36800000.0,,0.0,787900000.0,13800000.0,4300000.0,-49300000.0,,,,7300000.0,,,6600000.0,,,292800000.0,41600000.0,-403300000.0,0.0,,,,,,24600000.0,,,0.1775,,,-6100000.0,1191200000.0,-2300000.0,,,,,-19600000.0,186400000.0,,,,,1500000.0,129577465.0,,,,,,0.0,,,200000.0,,,73500000.0,,,,,,,,,,,,,,,-2700000.0,,-13000000.0,377400000.0,234900000.0,,190700000.0,27200000.0,,,,523200000.0,,,,,,548200000.0,,,513100000.0,,,,46300000.0,,,,23000000.0,,713900000.0,,,1499700000.0,,1122300000.0,,,,,-24700000.0,,23000000.0,,92000000.0,23000000.0,31300000.0,,,,,,,,,,204700000.0,,,15100000.0,,656600000.0,,,,,,,,,0.0,-34200000.0,25100000.0,406100000.0,262100000.0,,-100000.0,,38500000.0,308400000.0,0.1825,,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,,127058824.0,,,7100000.0,,7100000.0,,,,,,,300000.0,,,,,16700000.0,,0.0,785500000.0,5900000.0,3800000.0,-18200000.0,,,,-42400000.0,,,6500000.0,,,288700000.0,40100000.0,-423400000.0,-6900000.0,,,,,,59200000.0,,,0.085,,,-28800000.0,1208900000.0,-1100000.0,,,,,-4000000.0,201700000.0,,,,,27400000.0,127058824.0,,,,,,0.0,,,0.0,,,49300000.0,,,,,,,,,,,,,,,,,,371000000.0,238800000.0,,205500000.0,26700000.0,,,,519100000.0,,,,,,469000000.0,,,489800000.0,,,,22600000.0,,,,10800000.0,,724600000.0,,,1485300000.0,,1114300000.0,,,,,41000000.0,,10800000.0,,91700000.0,10800000.0,40400000.0,,,,,,,,,,201700000.0,,,300000.0,,638600000.0,,,,,,,,,7100000.0,-17900000.0,27000000.0,400400000.0,265500000.0,,0.0,,38500000.0,288100000.0,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,,,777100000.0,,6200000.0,175600000.0,6200000.0,1094800000.0,1213600000.0,6200000.0,276000000.0,-87800000.0,41200000.0,300000.0,,,269600000.0,-5300000.0,21600000.0,,7100000.0,777100000.0,7600000.0,3500000.0,-19100000.0,100000.0,,1214900000.0,-1400000.0,,,7300000.0,,,276000000.0,41700000.0,-437800000.0,11800000.0,73800000.0,,,1300000.0,,18700000.0,,,,-99200000.0,,-14700000.0,1214900000.0,-900000.0,-437800000.0,,-82800000.0,30600000.0,,105300000.0,,,,,-34200000.0,,,,0.62,,,108400000.0,,,1000000.0,4900000.0,-100000.0,61800000.0,,,108400000.0,,,,,26900000.0,300000.0,,105300000.0,2042400000.0,523600000.0,48500000.0,,,,403200000.0,238400000.0,,217200000.0,27400000.0,,740800000.0,45000000.0,523600000.0,6200000.0,0.6075,-22200000.0,,,483000000.0,161300000.0,6200000.0,519400000.0,16400000.0,77800000.0,125668000.0,34400000.0,,,,14000000.0,77800000.0,740800000.0,122800000.0,3500000.0,1498000000.0,76400000.0,1094800000.0,1052300000.0,,-18400000.0,,-400000.0,828800000.0,14000000.0,944000000.0,73800000.0,14000000.0,48500000.0,,1498000000.0,419200000.0,41700000.0,403200000.0,641600000.0,-71200000.0,108300000.0,,219200000.0,,,1000000.0,,641600000.0,,217200000.0,483000000.0,77800000.0,127960000.0,,,2500000.0,6200000.0,-18100000.0,30600000.0,419200000.0,265800000.0,,-5400000.0,,41200000.0,300200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
954460800,,122364000.0,,,7950000.0,,7950000.0,,,,,,,304000.0,,,,,44248000.0,,6181000.0,783625000.0,15619000.0,2935000.0,-30722000.0,,,,-6683000.0,,,7328000.0,,,272795000.0,56527000.0,-456169000.0,0.0,,,,,,48334000.0,,,0.23,,,-6692000.0,1239794000.0,1769000.0,,,,,15308000.0,202361000.0,,,,,-27229000.0,124473913.0,,,,,,14338000.0,,,280000.0,,,82363000.0,,,,,,,,,,,,,,,-120000.0,,345000.0,417680000.0,267792000.0,,219634000.0,27644000.0,,,,527939000.0,,,,,,511589000.0,,,541004000.0,,,,54719000.0,,,,28629000.0,,747573000.0,,,1530627000.0,,1112947000.0,,,,,17612000.0,,28629000.0,,75609000.0,28629000.0,53222000.0,,,,,,,,,,190849000.0,,,-12273000.0,,664396000.0,,,,,,,,,7950000.0,-39882000.0,32707000.0,419623000.0,295436000.0,,0.0,,39628000.0,350155000.0,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,,120476000.0,,,5552000.0,,5552000.0,,,,,,,301000.0,,,,,36423000.0,,7950000.0,780349000.0,13114000.0,1309000.0,-15469000.0,,,,-35569000.0,,,7192000.0,,,269382000.0,66435000.0,-474806000.0,0.0,,,,,,48850000.0,,,0.19,,,-12650000.0,1255155000.0,-2398000.0,,,,,,207698000.0,,,,,10158000.0,124556000.0,,,,,,593000.0,,,2385000.0,,,75145000.0,,,,,,,,,,,,,,,-545000.0,,,408925000.0,256471000.0,,209600000.0,28159000.0,,,,515341000.0,,,,,,534898000.0,,,524828000.0,,,,46986000.0,,,,23309000.0,,724941000.0,,,1525091000.0,,1116166000.0,,,,,33381000.0,,23309000.0,,75521000.0,23309000.0,49641000.0,,,,,,,,,,193212000.0,,,18026000.0,313566000.0,679953000.0,,,,,,,,,5552000.0,-15679000.0,35617000.0,404203000.0,284630000.0,,0.0,,40166000.0,331616000.0,0.1925,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,119572000.0,,,5975000.0,,5975000.0,,,,,,,300000.0,,,,,35172000.0,,5552000.0,861139000.0,12837000.0,559000.0,-25392000.0,,,,105255000.0,,,6994000.0,,,316681000.0,71092000.0,-495147000.0,-3782000.0,,,,,,56734000.0,,,0.18,,,-16643000.0,1356286000.0,423000.0,,,,,,235534000.0,,,,,-17569000.0,135376000.0,,,,,,6126000.0,,,879000.0,,,73813000.0,,,,,,,,,,,,,,,,,,452257000.0,281074000.0,,242219000.0,28475000.0,,,,648007000.0,,,,,,557233000.0,,,561790000.0,,,,45338000.0,,,,22335000.0,,890226000.0,,,1701169000.0,,1248912000.0,,,,,31342000.0,,22335000.0,,76781000.0,22335000.0,53872000.0,,,,,,,,,,206903000.0,,,-12277000.0,349006000.0,690964000.0,,,,,,,,,5975000.0,-161566000.0,38116000.0,533110000.0,309549000.0,,0.0,,43404000.0,354887000.0,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,,,875627000.0,,10545000.0,182454000.0,10545000.0,1265922000.0,1425697000.0,10545000.0,316777000.0,73163000.0,45518000.0,299000.0,,,310286000.0,-7747000.0,30265000.0,,5975000.0,875627000.0,11176000.0,689000.0,-42317000.0,,,1388331000.0,10160000.0,,,8427000.0,,,316777000.0,73518000.0,-512704000.0,-3186000.0,71730000.0,,,6181000.0,,28536000.0,,,,-113900000.0,-12273000.0,0.0,1388331000.0,4570000.0,-512704000.0,,-251253000.0,36381000.0,,113294000.0,,,,,-15744000.0,,,,0.775,,,134857000.0,,,1716000.0,4364000.0,0.0,78965000.0,,,134857000.0,,,,,29941000.0,299000.0,,113294000.0,2242444000.0,656175000.0,43791000.0,,,,476455000.0,310074000.0,,248840000.0,28531000.0,,905015000.0,52746000.0,656175000.0,10545000.0,0.7525,-50384000.0,,,576322000.0,197477000.0,10545000.0,614822000.0,16253000.0,93362000.0,120440000.0,50434000.0,,,,19089000.0,93362000.0,905015000.0,146108000.0,689000.0,1742377000.0,68554000.0,1265922000.0,1228220000.0,,-7633000.0,,-13781000.0,816747000.0,19089000.0,1115411000.0,71730000.0,19089000.0,43791000.0,,1742377000.0,548064000.0,73518000.0,476455000.0,716574000.0,-35985000.0,112809000.0,,225783000.0,,,22777000.0,376601000.0,716574000.0,,248840000.0,576322000.0,93362000.0,129640000.0,,,5260000.0,10545000.0,-34126000.0,36381000.0,548064000.0,338605000.0,,-7747000.0,376601000.0,45518000.0,389039000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
985996800,,119656000.0,,,13044000.0,,13044000.0,,,,,,,299000.0,,,,,56923000.0,,10545000.0,931571000.0,20752000.0,870000.0,-30554000.0,,,,143639000.0,,,8456000.0,,,,119267000.0,-533887000.0,0.0,,,,,,68654000.0,,,0.285,,,,1465458000.0,2499000.0,,,,,20332000.0,276456000.0,,,,,-25533000.0,134296000.0,,,,-9184000.0,,0.0,,,1109000.0,,,100526000.0,,,,,,,,,,,,,,,-4631000.0,,-322000.0,543259000.0,336149000.0,,299791000.0,29795000.0,,,,823395000.0,,,,,,612493000.0,,,676949000.0,,,,70731000.0,,,,36171000.0,,1123186000.0,,,1990015000.0,,1446756000.0,,,,,38100000.0,,36171000.0,,89130000.0,36171000.0,30103000.0,,,,,,,,,,240274000.0,,,0.0,430342000.0,745669000.0,,,,,,395918000.0,,,13044000.0,-209794000.0,34137000.0,700128000.0,365944000.0,,-1427000.0,,48949000.0,436675000.0,0.3025,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,119836000.0,,,24525000.0,,24525000.0,,,,,,,599000.0,,,,,50888000.0,,13044000.0,979810000.0,18498000.0,844000.0,-38854000.0,,,,-41099000.0,,,10506000.0,,,,79732000.0,-556048000.0,0.0,,,,,,91434000.0,,,0.255,,,,1535858000.0,11481000.0,,,,,-16674000.0,282480000.0,,,,,41871000.0,134448000.0,,,,-5930000.0,,6217000.0,,,184000.0,,,97315000.0,,,,,,,,,,,,,,,-2656000.0,,-4340000.0,529524000.0,358426000.0,,289541000.0,32248000.0,,,,786419000.0,,,,,,644583000.0,,,718596000.0,,,,65067000.0,,,,32390000.0,,1075960000.0,,,1980619000.0,,1451095000.0,,,,,52580000.0,,32390000.0,,86854000.0,32390000.0,26799000.0,,,,,,,,,,262855000.0,,,0.0,406523000.0,782456000.0,,,,,,391553000.0,,,24525000.0,-38854000.0,35772000.0,663793000.0,390674000.0,,26000.0,,48634000.0,455741000.0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,119842000.0,,,24591000.0,,24591000.0,,,,,,,556000.0,,,,,47519000.0,,24525000.0,999378000.0,17265000.0,1273000.0,-42137000.0,,,,-55650000.0,,,9846000.0,,,396225000.0,85792000.0,-574462000.0,-2091000.0,,,,,,102701000.0,,,0.24,,,,1573840000.0,66000.0,,,,,16813000.0,297878000.0,,,,,11602000.0,134834000.0,,,,-14178000.0,,21596000.0,,,563000.0,,,93760000.0,,,,,,,,,,,,,,,,,,529849000.0,364791000.0,,320747000.0,32587000.0,,,,760781000.0,,,,,,675137000.0,,,720784000.0,,,,61173000.0,,,,30254000.0,,1081528000.0,,,2011244000.0,,1481395000.0,,,,,60564000.0,,30254000.0,,103503000.0,30254000.0,50678000.0,,,,,,,,,,262233000.0,,,0.0,404585000.0,799212000.0,,,,,,,,,24591000.0,-46985000.0,33420000.0,623858000.0,397378000.0,,-108000.0,,49995000.0,458551000.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,,,1031205000.0,,22848000.0,312187000.0,22848000.0,1566322000.0,1804374000.0,22848000.0,372627000.0,116517000.0,,598000.0,,,387976000.0,-48862000.0,2567000.0,,24591000.0,1031205000.0,632000.0,2436000.0,-41393000.0,12973000.0,,1625807000.0,69627000.0,,,7368000.0,,,372627000.0,162490000.0,-594602000.0,2770000.0,110385000.0,,,10545000.0,,49398000.0,,,,-152938000.0,,-1531000.0,1625807000.0,-1743000.0,-594602000.0,,-416401000.0,28839000.0,,144163000.0,,,,,-34292000.0,,,,0.835,-6162000.0,,0.0,,,153000.0,12303000.0,-6608000.0,96375000.0,,,0.0,,,,,36176000.0,598000.0,,144163000.0,2840491000.0,858054000.0,82104000.0,,,,548262000.0,357032000.0,,322716000.0,32893000.0,,1180770000.0,57147000.0,858054000.0,22848000.0,0.8,-6352000.0,,,676064000.0,260453000.0,22848000.0,724162000.0,0.0,100750000.0,119748000.0,63482000.0,,,,927000.0,99742000.0,1180770000.0,157897000.0,2436000.0,2114584000.0,159249000.0,1566322000.0,1543921000.0,,-14644000.0,-6162000.0,8005000.0,1036117000.0,927000.0,1416398000.0,110385000.0,1935000.0,82104000.0,,2114584000.0,718830000.0,162490000.0,548262000.0,807900000.0,-7734000.0,127523000.0,176117000.0,270755000.0,,,0.0,418083000.0,807900000.0,176117000.0,322716000.0,676064000.0,99742000.0,134440000.0,,,2009000.0,22848000.0,-120768000.0,28839000.0,718830000.0,389925000.0,,-47353000.0,418083000.0,,453407000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,119724000.0,,,16382000.0,,16382000.0,,,,,,,755000.0,,,,,72165000.0,,22848000.0,1098922000.0,26492000.0,2751000.0,-40711000.0,,,,-27221000.0,,,8964000.0,,,,91145000.0,-621035000.0,0.0,,,,,,61466000.0,,,0.355,,,-2483000.0,1719957000.0,-6466000.0,,,,,24132000.0,341578000.0,,,,,-43580000.0,134096000.0,,,,-5159000.0,,27734000.0,,,583000.0,,,116176000.0,,,,,,,,,,,,,,,-4593000.0,,-2841000.0,618125000.0,392791000.0,,372063000.0,29408000.0,,,,841578000.0,,,,,,721737000.0,,,804371000.0,,,,86768000.0,,,,45673000.0,,1213641000.0,,,2194377000.0,,1576252000.0,,,,,20755000.0,,45673000.0,,110961000.0,45673000.0,93311000.0,,,,,,,,,,295404000.0,,,0.0,481931000.0,853542000.0,,,,,,386185000.0,,,16382000.0,-40711000.0,27326000.0,703291000.0,422199000.0,,234000.0,,,508967000.0,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,119868000.0,,,14820000.0,,14820000.0,,,,,,,599000.0,,,,,70072000.0,,16382000.0,1127685000.0,25725000.0,2641000.0,-56441000.0,,,,-19471000.0,,,8153000.0,,,391929000.0,80816000.0,-647165000.0,4593000.0,,,,,,72600000.0,,,0.345,,,-585000.0,1774850000.0,-1562000.0,,,,,-33442000.0,344124000.0,,,,,17229000.0,134508000.0,,,,-6717000.0,,0.0,,,737000.0,,,114062000.0,,,,,,,,,,,,,,,,,16808000.0,608460000.0,389730000.0,,346765000.0,30900000.0,,,,834855000.0,,,,,,766084000.0,,,805945000.0,,,,83162000.0,,,,44347000.0,,1181620000.0,,,2208890000.0,,1600430000.0,,,,,16159000.0,,44347000.0,,119366000.0,44347000.0,93709000.0,,,,,,,,,,302153000.0,,,1750000.0,464987000.0,899408000.0,,,,,,,,,14820000.0,-54691000.0,27471000.0,688018000.0,420630000.0,,-249000.0,,,503792000.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,119766000.0,,,15794000.0,,15794000.0,,,,,,,604000.0,,,,,65489000.0,,14820000.0,1154252000.0,24038000.0,3495000.0,-59532000.0,,,,-50609000.0,,,8381000.0,,,408500000.0,90344000.0,-670205000.0,0.0,,,,,,111115000.0,,,0.325,,,-5435000.0,1824457000.0,974000.0,,,,,,356667000.0,,,,,33445000.0,134350000.0,,,,-10161000.0,,910000.0,,,466000.0,,,109185000.0,,,,,,,,,,,,,,,,,-6579000.0,602853000.0,380588000.0,,361072000.0,30136000.0,,,,814653000.0,,,,,,807535000.0,,,813104000.0,,,,79049000.0,,,,41451000.0,,1175725000.0,,,2255949000.0,,1653096000.0,,,,,51583000.0,,41451000.0,,130087000.0,41451000.0,86974000.0,,,,,,,,,,323331000.0,,,-1750000.0,472316000.0,946921000.0,,,,,,,,,15794000.0,-59532000.0,26501000.0,658065000.0,410724000.0,,-255000.0,,,489773000.0,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,,,1167287000.0,,17750000.0,331259000.0,17750000.0,1716653000.0,2046348000.0,17750000.0,410320000.0,-140796000.0,58217000.0,589000.0,,,454307000.0,1962000.0,69345000.0,,15794000.0,1167287000.0,25455000.0,8253000.0,-44246000.0,,,1854717000.0,-43495000.0,,,9248000.0,,,410320000.0,139046000.0,-687430000.0,0.0,206238000.0,,,22848000.0,,86078000.0,,,,-200930000.0,,-68112000.0,1854717000.0,1956000.0,-687430000.0,,-195561000.0,14266000.0,,170471000.0,,,,,12887000.0,,,,1.47,-18690000.0,,0.0,,,1161000.0,-5098000.0,0.0,114884000.0,,,0.0,,,,,34746000.0,589000.0,,170471000.0,3258898000.0,901018000.0,30823000.0,,,,606576000.0,472677000.0,,370413000.0,34350000.0,,1271431000.0,101710000.0,901018000.0,17750000.0,1.37,19981000.0,,,851425000.0,329513000.0,17750000.0,835478000.0,8369000.0,175361000.0,119460000.0,80534000.0,,,,43890000.0,175361000.0,1271431000.0,277071000.0,8253000.0,2323229000.0,130329000.0,1716653000.0,1716835000.0,,,-18690000.0,41832000.0,1212550000.0,43890000.0,1592041000.0,206238000.0,43890000.0,30823000.0,,2323229000.0,680514000.0,139046000.0,606576000.0,917459000.0,-76615000.0,124794000.0,191689000.0,247917000.0,,,5369000.0,474763000.0,917459000.0,191689000.0,370413000.0,851425000.0,175361000.0,134150000.0,,,2947000.0,17750000.0,-40627000.0,14266000.0,680514000.0,507027000.0,,2232000.0,474763000.0,58217000.0,587561000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,116554000.0,,,32416000.0,,32416000.0,,,,,,,584000.0,,,,,83722000.0,,17750000.0,1222171000.0,30932000.0,11092000.0,-40342000.0,,,,16746000.0,,,9855000.0,,,429123000.0,135156000.0,-713267000.0,0.0,,,,,,80766000.0,,,0.42,,,-22517000.0,1935438000.0,14666000.0,,,,,,339782000.0,,,,,2950000.0,131192000.0,,,,-18041000.0,,0.0,,,525000.0,,,136138000.0,,,,,,,,,,,,,,,,,-12664000.0,654578000.0,437023000.0,,388750000.0,34537000.0,,,,963219000.0,,,,,,904215000.0,,,897808000.0,,,,101601000.0,,,,52790000.0,,1351969000.0,,,2441028000.0,,1786450000.0,,,,,40424000.0,,52790000.0,,219310000.0,52790000.0,30863000.0,,,,,,,,,,324647000.0,,,2978000.0,510149000.0,949989000.0,,,,,,,,,32416000.0,-82846000.0,13309000.0,730600000.0,471560000.0,,6000.0,,60018000.0,573161000.0,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,115310000.0,,,26704000.0,,26704000.0,,,,,,,577000.0,,,,,81353000.0,,32416000.0,1250786000.0,30403000.0,11935000.0,-58077000.0,,,,-78247000.0,,,9375000.0,,,433962000.0,128052000.0,-738479000.0,0.0,,,,,,129412000.0,,,0.41,,,-30822000.0,1989265000.0,-5712000.0,,,,,,355295000.0,,,,,31325000.0,129884000.0,,,,-14145000.0,,5205000.0,,,431000.0,,,134771000.0,,,,,,,,,,,,,,,,,7386000.0,610876000.0,435011000.0,,372435000.0,35513000.0,,,,929411000.0,,,,,,955165000.0,,,902954000.0,,,,99258000.0,,,,50950000.0,,1301846000.0,,,2423676000.0,,1812800000.0,,,,,71335000.0,,50950000.0,,226347000.0,50950000.0,33539000.0,,,,,,,,,,333172000.0,,,1200000.0,472829000.0,976432000.0,,,,,,,,,26704000.0,-56877000.0,12880000.0,690184000.0,470524000.0,,-8530000.0,,58929000.0,569782000.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,
