,trailingOtherIncomeExpense,quarterlyBasicAverageShares,annualNetPPE,trailingGrossProfit,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualCashFlowFromContinuingFinancingActivities,annualInventory,quarterlyCapitalStock,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,annualEbitda,annualOtherIncomeExpense,quarterlyPretaxIncome,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyNetPPE,quarterlyTaxProvision,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualOtherNonCashItems,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,trailingDepreciationAndAmortization,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualIncomeTaxPayable,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,trailingInvestingCashFlow,quarterlyOperatingCashFlow,trailingCapitalExpenditure,quarterlyIncomeTaxPayable,quarterlyDilutedEPS,annualCapitalExpenditure,annualPurchaseOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualInvestingCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,trailingCashDividendsPaid,trailingInterestExpense,trailingPurchaseOfBusiness,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyDilutedAverageShares,trailingNetIncome,trailingNetIncomeContinuousOperations,annualBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,trailingOperatingExpense,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyEbitda,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualStockBasedCompensation,trailingChangesInAccountReceivables,annualGoodwill,annualRepaymentOfDebt,annualInterestExpense,annualCapitalStock,trailingChangeInWorkingCapital,annualAccountsPayable,annualTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherCurrentAssets,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,trailingCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualDilutedEPS,annualChangeInWorkingCapital,trailingTotalRevenue,trailingCostOfRevenue,quarterlyRetainedEarnings,annualOperatingIncome,annualCashAndCashEquivalents,quarterlyTotalRevenue,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualBasicAverageShares,quarterlyOperatingIncome,quarterlyPurchaseOfInvestment,trailingEndCashPosition,trailingTaxProvision,quarterlyNetIncomeCommonStockholders,annualNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,annualCurrentDebt,quarterlyTotalAssets,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCashDividendsPaid,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualCostOfRevenue,quarterlyNetIncome,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,trailingPretaxIncome,annualTotalAssets,annualLongTermDebt,annualOtherNonCurrentAssets,annualCurrentAssets,annualStockholdersEquity,annualRepurchaseOfCapitalStock,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualRetainedEarnings,annualNetIncomeCommonStockholders,annualDilutedAverageShares,quarterlyGoodwill,trailingRepurchaseOfCapitalStock,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOperatingExpense,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualAccountsReceivable,quarterlyInventory,quarterlyGrossProfit,quarterlyBasicEPS,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualChangeInAccountPayable,annualChangeInInventory,annualSaleOfInvestment,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,trailingChangeInAccountPayable,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
757296000,,,302400000.0,,600000.0,84600000.0,600000.0,358400000.0,117600000.0,600000.0,38100000.0,-47400000.0,12600000.0,,,,83300000.0,0.0,4800000.0,,0.0,302400000.0,1000000.0,4300000.0,-12500000.0,1000000.0,,533900000.0,-17000000.0,,,1900000.0,,,38100000.0,17900000.0,-231500000.0,100000.0,70400000.0,,,6700000.0,,15100000.0,,,,-62100000.0,,200000.0,533900000.0,-800000.0,-231500000.0,-9000000.0,-43300000.0,3900000.0,,34000000.0,,,,,7300000.0,,,,0.2225,,,48200000.0,,,300000.0,-6100000.0,0.0,17900000.0,,,48200000.0,,,,,8600000.0,,,34000000.0,761500000.0,149400000.0,10200000.0,,,-2700000.0,102000000.0,9100000.0,,86500000.0,11400000.0,,235900000.0,11100000.0,149400000.0,0.0,0.215,8200000.0,,,143500000.0,43700000.0,600000.0,192400000.0,100000.0,24000000.0,107865169.0,6500000.0,,,,3800000.0,24000000.0,235900000.0,35100000.0,4300000.0,460400000.0,22500000.0,358400000.0,73900000.0,,,,2600000.0,643900000.0,3800000.0,34300000.0,70400000.0,3800000.0,10200000.0,,460400000.0,75100000.0,17900000.0,102000000.0,224500000.0,-3200000.0,39600000.0,,165400000.0,,,100000.0,,224500000.0,,86500000.0,143500000.0,24000000.0,111627907.0,,,500000.0,0.0,1000000.0,3900000.0,75100000.0,20500000.0,,200000.0,,12600000.0,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
765072000,,114444444.0,,,2800000.0,,2800000.0,,,,,,,,,,,,16800000.0,,600000.0,307900000.0,6500000.0,4800000.0,-11900000.0,,,,2600000.0,,,1800000.0,,,37000000.0,17600000.0,-240100000.0,0.0,,,,,,11300000.0,,,0.09,,,,548000000.0,2200000.0,,,,,3500000.0,74400000.0,,,,,-15900000.0,114444444.0,,,,,,8300000.0,,,300000.0,,,28500000.0,,,,,,,,,,,,,,,,,100000.0,114000000.0,8500000.0,,87500000.0,9900000.0,,,,153700000.0,,,,,,153800000.0,,,194400000.0,,,,18600000.0,,,,10300000.0,,241200000.0,,,476500000.0,,362500000.0,,,,,-600000.0,,10300000.0,,71000000.0,10300000.0,13700000.0,,,,,,,,,,157400000.0,,,0.0,,235300000.0,,,,,,,,,0.0,-11600000.0,3900000.0,78800000.0,18400000.0,,0.0,,12900000.0,37000000.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,
772934400,,113103448.0,,,3700000.0,,3700000.0,,,,,,,,,,,,13400000.0,,0.0,310500000.0,5200000.0,4900000.0,-11400000.0,,,,-7800000.0,,,1400000.0,,,36000000.0,22300000.0,-248600000.0,0.0,,,,,,23900000.0,,,0.0725,,,,559100000.0,900000.0,,,,,-12700000.0,82300000.0,,,,,12400000.0,113103448.0,,,,,,0.0,,,100000.0,,,25000000.0,,,,,,,,,,,,,,,,,3300000.0,112200000.0,8500000.0,,87200000.0,10300000.0,,,,131100000.0,,,,,,161900000.0,,,192200000.0,,,,14700000.0,,,,8200000.0,,218300000.0,,,481000000.0,,368800000.0,,,,,12500000.0,,8200000.0,,72300000.0,8200000.0,17100000.0,,,,,,,,,,158700000.0,,,-4100000.0,,262700000.0,,,,,,,,,0.0,-15300000.0,3900000.0,54900000.0,18800000.0,,100000.0,,13400000.0,33500000.0,0.0725,,,,,,,,,,,,,,,,,,,,,,,,,,
780883200,,110476190.0,,,1000000.0,,1000000.0,,,,,,,,,,,,9600000.0,,0.0,324400000.0,3800000.0,5100000.0,-27900000.0,,,,1300000.0,,,1500000.0,,,38600000.0,25300000.0,-256200000.0,-100000.0,,,,,,19500000.0,,,0.0525,,,,580600000.0,-2700000.0,,,,,-900000.0,85700000.0,,,,,7300000.0,110476190.0,,,,,,100000.0,,,600000.0,,,22000000.0,,,,,,,,,,,,,,,,,-7300000.0,109800000.0,8500000.0,,90900000.0,10900000.0,,,,140200000.0,,,,,,167800000.0,,,191500000.0,,,,11100000.0,,,,5800000.0,,231100000.0,,,498100000.0,,388300000.0,,,,,-8400000.0,,5800000.0,,78300000.0,5800000.0,18300000.0,,,,,,,,,,161000000.0,,,4100000.0,,267000000.0,,,,,,,,,0.0,-23500000.0,3900000.0,58000000.0,19400000.0,,0.0,,14100000.0,30500000.0,0.0525,,,,,,,,,,,,,,,,,,,,,,,,,,
788832000,,,331600000.0,,800000.0,60600000.0,800000.0,403100000.0,484100000.0,800000.0,38800000.0,11400000.0,15700000.0,,,,95600000.0,0.0,7100000.0,,0.0,331600000.0,2700000.0,7200000.0,-24500000.0,-3100000.0,,596700000.0,15300000.0,,,1600000.0,,,38800000.0,32700000.0,-265100000.0,100000.0,72000000.0,,,600000.0,,5900000.0,,,,-75700000.0,-1100000.0,-10900000.0,596700000.0,-200000.0,-265100000.0,-9900000.0,-71800000.0,,200000.0,37200000.0,,,,,-12100000.0,,,,0.259682,,,59400000.0,,,0.0,200000.0,0.0,20100000.0,,,59400000.0,,,,,6300000.0,,,37200000.0,782200000.0,157100000.0,17100000.0,,,800000.0,118400000.0,363000000.0,,103800000.0,11300000.0,,260900000.0,18200000.0,157100000.0,0.0,0.2525,-8300000.0,,,172200000.0,53200000.0,800000.0,204100000.0,100000.0,28700000.0,114352941.0,8800000.0,,,,4400000.0,28700000.0,260900000.0,46900000.0,7200000.0,521500000.0,-15100000.0,403100000.0,430900000.0,,,,-18600000.0,298100000.0,4400000.0,388500000.0,72000000.0,4400000.0,17100000.0,,521500000.0,85100000.0,32700000.0,118400000.0,260600000.0,-13100000.0,42400000.0,,-179000000.0,,,-1000000.0,,260600000.0,,103800000.0,172200000.0,28700000.0,115112000.0,,,1000000.0,0.0,-21400000.0,,85100000.0,374300000.0,,-100000.0,,15700000.0,383100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
796608000,,109767442.0,,,1800000.0,,1800000.0,,,,,,,,,,,,19300000.0,,800000.0,335400000.0,7500000.0,7200000.0,-13500000.0,,,,-9800000.0,,,1600000.0,,,37600000.0,34100000.0,-272700000.0,-100000.0,,,,,,24100000.0,,,0.1075,,,,608100000.0,1100000.0,,,,,7300000.0,92100000.0,,,,,-7100000.0,109767442.0,,,,,,17200000.0,,,400000.0,,,32200000.0,,,,,,,,,,,,,,,,,-3700000.0,132100000.0,104000000.0,,116500000.0,11300000.0,,,,149800000.0,,,,,,184000000.0,,,220700000.0,,,,20900000.0,,,,11800000.0,,266300000.0,,,539200000.0,,407100000.0,,,,,10600000.0,,11800000.0,,74800000.0,11800000.0,24000000.0,,,,,,,,,,84500000.0,,,-100000.0,,272900000.0,,,,,,,,,0.0,-13300000.0,,75000000.0,115300000.0,,0.0,,15800000.0,136200000.0,0.1075,,,,,,,,,,,,,,,,,,,,,,,,,,
804470400,,112941176.0,,,3800000.0,,3800000.0,,,,,,,,,,,,14500000.0,,0.0,347600000.0,4900000.0,7600000.0,-22400000.0,,,,-8400000.0,,,1400000.0,,,37200000.0,45300000.0,-280800000.0,100000.0,,,,,,33100000.0,,,0.085,,,,628400000.0,1900000.0,,,,,-20400000.0,104400000.0,,,,,16200000.0,112941176.0,,,,,,2700000.0,,,100000.0,,,27700000.0,,,,,,,,,,,,,,,,,13700000.0,109500000.0,102500000.0,,114700000.0,11800000.0,,,,142300000.0,,,,,,193600000.0,,,214200000.0,,,,15900000.0,,,,9600000.0,,257000000.0,,,539600000.0,,430100000.0,,,,,10700000.0,,9600000.0,,75500000.0,9600000.0,18600000.0,,,,,,,,,,84100000.0,,,100000.0,,282600000.0,,,,,,,,,0.0,-22600000.0,,66800000.0,114200000.0,,0.0,,15900000.0,130100000.0,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,
812419200,,110769231.0,,,200000.0,,200000.0,,,,,,,,,,,,11300000.0,,0.0,407900000.0,4100000.0,7400000.0,-5600000.0,,,,171800000.0,,,3400000.0,,,140900000.0,57400000.0,-256900000.0,-100000.0,,,,,,17400000.0,,,0.065,,,,664800000.0,-3600000.0,,,,,-700000.0,115300000.0,,,,,-1600000.0,110769231.0,,,,,,5700000.0,,,500000.0,,,27900000.0,,,,,,,,,,,,,,,,,-5100000.0,135700000.0,114200000.0,,128400000.0,13200000.0,,,,323100000.0,,,,,,200800000.0,,,234100000.0,,,,14600000.0,,,,7200000.0,,451500000.0,,,741900000.0,,606200000.0,,,,,11800000.0,,7200000.0,,78300000.0,7200000.0,24500000.0,,,,,,,,,,92000000.0,,,-187400000.0,,290400000.0,,,,,,,,,0.0,-193000000.0,,244800000.0,127500000.0,,100000.0,,19400000.0,142100000.0,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,
820368000,,,393000000.0,,,91700000.0,,591200000.0,570100000.0,,136200000.0,137800000.0,18200000.0,,,,127200000.0,-11600000.0,7900000.0,,0.0,393000000.0,1000000.0,7100000.0,-210700000.0,17300000.0,,641500000.0,-15800000.0,,,4800000.0,,,136200000.0,62000000.0,-248500000.0,100000.0,78300000.0,,,800000.0,,17100000.0,,,,-252200000.0,,,641500000.0,-100000.0,-248500000.0,-20800000.0,-230300000.0,,-7000000.0,52900000.0,,,,,-13500000.0,,,,0.315,,,75000000.0,,,-500000.0,-700000.0,0.0,39500000.0,,,75000000.0,,,,,11200000.0,,,52900000.0,931100000.0,315400000.0,24500000.0,,,12400000.0,156900000.0,122200000.0,,135000000.0,15100000.0,,450400000.0,17500000.0,315400000.0,0.0,0.315,-6000000.0,,,207700000.0,75800000.0,,262100000.0,100000.0,35500000.0,112632000.0,24400000.0,,,,6900000.0,35500000.0,450400000.0,53000000.0,7100000.0,748100000.0,-160500000.0,591200000.0,494300000.0,,,,-193600000.0,361000000.0,6900000.0,442900000.0,78300000.0,6900000.0,24500000.0,,748100000.0,237100000.0,62000000.0,156900000.0,297700000.0,,51400000.0,,100400000.0,,,187500000.0,,297700000.0,,135000000.0,207700000.0,35500000.0,112632000.0,,,500000.0,0.0,-1400000.0,,237100000.0,137300000.0,,-11700000.0,,18200000.0,161700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
828230400,,110714286.0,,,800000.0,,800000.0,,,,,,,,,,,,24200000.0,,0.0,411200000.0,8700000.0,7000000.0,-25700000.0,,,,-6200000.0,,,4600000.0,,,134400000.0,65900000.0,-256800000.0,0.0,,,,,,32700000.0,,,0.135,,,,668000000.0,700000.0,,,,,8100000.0,126900000.0,,,,,-9000000.0,114814815.0,,,,,,6300000.0,,,600000.0,,,43600000.0,,,,,,,,,,,,,,,,,300000.0,156400000.0,125700000.0,,140200000.0,14800000.0,,,,311900000.0,,,,,,223200000.0,,,271600000.0,,,,28800000.0,,,,15500000.0,,452100000.0,,,767900000.0,,611500000.0,,,,,7000000.0,,15500000.0,,81500000.0,15500000.0,20900000.0,,,,,,,,,,102300000.0,,,0.0,,315800000.0,,,,,,,,,0.0,-25700000.0,,230400000.0,140500000.0,,0.0,,18300000.0,169300000.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,
836092800,,113488372.0,,,300000.0,,300000.0,,,,,,,,,,,,19100000.0,,0.0,542000000.0,6900000.0,7600000.0,-189900000.0,,,,153900000.0,,,6000000.0,,,155800000.0,79300000.0,-256800000.0,100000.0,,,,,,46000000.0,,,0.105,,,,798800000.0,-400000.0,,,,,-3900000.0,148500000.0,,,,,8900000.0,116190476.0,,,,,,700000.0,,,99700000.0,,,41900000.0,,,,,,,,,,,,,,,,,8000000.0,178400000.0,135500000.0,,156800000.0,16700000.0,,,,369200000.0,,,,,,235400000.0,,,287000000.0,,,,25200000.0,,,,12200000.0,,526000000.0,,,955500000.0,,777100000.0,,,,,-143900000.0,,12200000.0,,83700000.0,12200000.0,22300000.0,,,,,,,,,,109600000.0,,,-10500000.0,,429500000.0,,,,,,,,,0.0,-200400000.0,,285500000.0,152200000.0,,-100000.0,,20900000.0,177400000.0,0.1075,,,,,,,,,,,,,,,,,,,,,,,,,,
844041600,,129142857.0,,,100000.0,,100000.0,,,,,,,,,,,,17500000.0,,0.0,560300000.0,6200000.0,8100000.0,-32000000.0,,,,-12800000.0,,,5200000.0,,,151800000.0,74600000.0,-264100000.0,-200000.0,,,,,,41100000.0,,,0.085,,,,824400000.0,-200000.0,,,,,5400000.0,151200000.0,,,,,-1100000.0,132941176.0,,,,,,1400000.0,,,0.0,,,42000000.0,,,,,,,,,,,,,,,,,1800000.0,173400000.0,143400000.0,,160700000.0,19200000.0,,,,358500000.0,,,,,,246700000.0,,,303500000.0,,,,22800000.0,,,,11300000.0,,519200000.0,,,960100000.0,,786700000.0,,,,,9100000.0,,11300000.0,,84100000.0,11300000.0,15800000.0,,,,,,,,,,118100000.0,,,3500000.0,,440900000.0,,,,,,,,,0.0,-28500000.0,,274400000.0,162600000.0,,-100000.0,,21500000.0,185400000.0,0.0875,,,,,,,,,,,,,,,,,,,,,,,,,,
851990400,,,567600000.0,,300000.0,145300000.0,300000.0,771800000.0,732100000.0,300000.0,150300000.0,134400000.0,22000000.0,,,,177200000.0,-4100000.0,19200000.0,,0.0,567600000.0,7500000.0,6900000.0,-26500000.0,-3000000.0,,839500000.0,-500000.0,,,5500000.0,,,150300000.0,53900000.0,-271900000.0,100000.0,97100000.0,,,0.0,,25500000.0,,,,-274100000.0,,,839500000.0,200000.0,-271900000.0,15700000.0,-279400000.0,,6100000.0,57100000.0,,,,,-4700000.0,,,,0.41,,,76100000.0,,,0.0,300000.0,0.0,49800000.0,,,76100000.0,,,,,21300000.0,,,57100000.0,1190200000.0,372700000.0,26300000.0,,,-13100000.0,194000000.0,150300000.0,,140100000.0,21200000.0,,512800000.0,29300000.0,372700000.0,0.0,0.41,-5900000.0,,,258400000.0,105300000.0,300000.0,328100000.0,-7100000.0,50700000.0,123392000.0,28600000.0,,,,11700000.0,50700000.0,512800000.0,80000000.0,6900000.0,965800000.0,-128800000.0,771800000.0,626800000.0,,,,-1000000.0,458100000.0,11700000.0,554900000.0,97100000.0,11700000.0,26300000.0,,965800000.0,275600000.0,53900000.0,194000000.0,453000000.0,,71900000.0,,128000000.0,,,-100000.0,,453000000.0,,140100000.0,258400000.0,50700000.0,123392000.0,,,100300000.0,0.0,-24800000.0,,275600000.0,171500000.0,,-3900000.0,,22000000.0,200100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
859766400,,128358209.0,,,2300000.0,,2300000.0,,,,,,,,,,,,34000000.0,,300000.0,583900000.0,12500000.0,6300000.0,-30600000.0,,,,-16500000.0,,,5000000.0,,,146500000.0,56200000.0,-286800000.0,0.0,,,,,,49000000.0,,,0.1625,,,,870700000.0,2000000.0,,,,,12100000.0,144800000.0,,,,,-14700000.0,132307692.0,,,,,,10100000.0,,,1000000.0,,,58000000.0,,,,,,,,,,,,,,,,,6600000.0,203400000.0,152500000.0,,161200000.0,19000000.0,,,,350700000.0,,,,,,279900000.0,,,340200000.0,,,,39000000.0,,,,21500000.0,,511900000.0,,,990000000.0,,786600000.0,,,,,18400000.0,,21500000.0,,92000000.0,21500000.0,24200000.0,,,,,,,,,,129700000.0,,,0.0,,478100000.0,,,,,,,,,0.0,-30600000.0,,258700000.0,171500000.0,,0.0,,21900000.0,210500000.0,0.1675,,,,,,,,,,,,,,,,,,,,,,,,,,
867628800,,130000000.0,,,600000.0,,600000.0,,,,,,,,,,,,26500000.0,,0.0,605300000.0,9600000.0,5600000.0,-36100000.0,,,,3900000.0,,,5400000.0,,,140700000.0,57400000.0,-299400000.0,0.0,,,,,,30600000.0,,,0.1275,,,,904700000.0,-1700000.0,,,,,-12900000.0,145300000.0,,,,,3800000.0,132549020.0,,,,,,0.0,,,200000.0,,,51600000.0,,,,,,,,,,,,,,,,,-1400000.0,200800000.0,155900000.0,,150900000.0,19800000.0,,,,357600000.0,,,,,,296800000.0,,,343800000.0,,,,31800000.0,,,,16900000.0,,508500000.0,,,1004200000.0,,803400000.0,,,,,-5500000.0,,16900000.0,,94500000.0,16900000.0,27300000.0,,,,,,,,,,136300000.0,,,0.0,,495700000.0,,,,,,,,,0.0,-36100000.0,,263100000.0,175700000.0,,100000.0,,23500000.0,207500000.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,
875577600,,128372093.0,,,7900000.0,,7900000.0,,,,,,,,,,,,21900000.0,,0.0,663000000.0,8100000.0,5200000.0,-37000000.0,,,,9000000.0,,,4600000.0,,,148200000.0,55400000.0,-313900000.0,0.0,,,,,,74600000.0,,,0.105,,,,976900000.0,7300000.0,,,,,8200000.0,173900000.0,,,,,6100000.0,131428571.0,,,,,,0.0,,,200000.0,,,46500000.0,,,,,,,,,,,,,,,,,20700000.0,215900000.0,168600000.0,,179100000.0,20100000.0,,,,392600000.0,,,,,,310600000.0,,,362400000.0,,,,26400000.0,,,,13800000.0,,571700000.0,,,1082500000.0,,866600000.0,,,,,37600000.0,,13800000.0,,120400000.0,13800000.0,13700000.0,,,,,,,,,,147300000.0,,,-39200000.0,,510800000.0,,,,,,,,,0.0,-76200000.0,,272200000.0,188700000.0,,100000.0,,27500000.0,215100000.0,0.1075,,,,,,,,,,,,,,,,,,,,,,,,,,
883526400,,,663100000.0,,300000.0,173500000.0,300000.0,855300000.0,867600000.0,300000.0,149800000.0,-7900000.0,28200000.0,,,,206000000.0,0.0,23500000.0,,0.0,663100000.0,8500000.0,,-77000000.0,6500000.0,,992000000.0,-4300000.0,,,4500000.0,,,149800000.0,42400000.0,-328900000.0,0.0,125200000.0,,,300000.0,,19300000.0,,,,-180700000.0,,,992000000.0,-7600000.0,-328900000.0,16200000.0,-165500000.0,500000.0,8800000.0,5700000.0,,,,,-12400000.0,,,,0.52,,,154800000.0,,,200000.0,0.0,0.0,49900000.0,,,154800000.0,,,,,19400000.0,,,5700000.0,1442700000.0,398200000.0,21200000.0,,,-19400000.0,230000000.0,184500000.0,,160500000.0,21800000.0,,558700000.0,38600000.0,398200000.0,0.0,0.5075,-17200000.0,,,325600000.0,125300000.0,300000.0,396300000.0,0.0,67300000.0,129284000.0,28100000.0,,,,15000000.0,67300000.0,558700000.0,105900000.0,,1085300000.0,-7200000.0,855300000.0,742300000.0,,,,-57700000.0,575100000.0,15000000.0,661600000.0,125200000.0,15000000.0,21200000.0,,1085300000.0,272500000.0,42400000.0,230000000.0,526600000.0,,80700000.0,,161900000.0,,,39200000.0,,526600000.0,,160500000.0,325600000.0,67300000.0,132392000.0,,,1600000.0,0.0,-22600000.0,500000.0,272500000.0,206300000.0,,-100000.0,,28200000.0,234400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
891302400,,130126582.0,,,8400000.0,,8400000.0,,,,,,,,,,,,39900000.0,,300000.0,824500000.0,14200000.0,5900000.0,-206100000.0,,,,145300000.0,,,6300000.0,,,268300000.0,43600000.0,-346900000.0,100000.0,,,,,,45700000.0,,,0.1925,,,,1171400000.0,8000000.0,,,,,10100000.0,192500000.0,,,,,-28200000.0,133506494.0,,,,,,5300000.0,,,1100000.0,,,72300000.0,,,,,,,,,,,,,,,,,12400000.0,328300000.0,209800000.0,,203700000.0,24400000.0,,,,664600000.0,,,,,,385400000.0,,,463100000.0,,,,47900000.0,,,,25700000.0,,868300000.0,,,1464700000.0,,1136400000.0,,,,,-160400000.0,,25700000.0,,222100000.0,25700000.0,23800000.0,,,,,,,,,,181000000.0,,,23100000.0,,596400000.0,,,,,,,,,0.0,-183000000.0,23000000.0,419500000.0,234200000.0,,0.0,,36400000.0,282100000.0,0.1975,,,,,,,,,,,,,,,,,,,,,,,,,,
899164800,,130158730.0,,,2700000.0,,2700000.0,,,,,,,,,,,,31700000.0,,0.0,770700000.0,11200000.0,4900000.0,-24400000.0,,,,-1800000.0,,,7100000.0,,,278700000.0,86700000.0,-361000000.0,-100000.0,,,,,,32500000.0,,,0.1525,,,,1131700000.0,-5600000.0,,,,,-13300000.0,181000000.0,,,,,17300000.0,134426230.0,,,,,,0.0,,,200000.0,,,68600000.0,,,,,,,,,,,,,,,,,-8500000.0,323400000.0,210900000.0,,185900000.0,26300000.0,,,,654600000.0,,,,,,371700000.0,,,474600000.0,,,,42300000.0,,,,20500000.0,,840500000.0,,,1459500000.0,,1136100000.0,,,,,8100000.0,,20500000.0,,212600000.0,20500000.0,31500000.0,,,,,,,,,,195100000.0,,,-11900000.0,,619000000.0,,,,,,,,,0.0,-36300000.0,23600000.0,418400000.0,237200000.0,,0.0,,36700000.0,279500000.0,0.1575,,,,,,,,,,,,,,,,,,,,,,,,,,
907113600,,130731707.0,,,3300000.0,,3300000.0,,,,,,,,,,,,20400000.0,,0.0,818700000.0,7000000.0,4500000.0,-28800000.0,,,,-18700000.0,,,7100000.0,,,274600000.0,39900000.0,-380900000.0,-100000.0,,,,,,48400000.0,,,0.1,,,,1199600000.0,600000.0,,,,,4200000.0,196700000.0,,,,,-20500000.0,134000000.0,,,,,,0.0,,,200000.0,,,56100000.0,,,,,,,,,,,,,,,,,8100000.0,335900000.0,207900000.0,,201200000.0,27200000.0,,,,641400000.0,,,,,,385100000.0,,,456100000.0,,,,28900000.0,,,,13400000.0,,842600000.0,,,1469100000.0,,1133200000.0,,,,,19600000.0,,13400000.0,,210000000.0,13400000.0,30100000.0,,,,,,,,,,192100000.0,,,-300000.0,,626500000.0,,,,,,,,,0.0,-29100000.0,25400000.0,406000000.0,235100000.0,,0.0,,37300000.0,264000000.0,0.1025,,,,,,,,,,,,,,,,,,,,,,,,,,
