date,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,trailingOperatingExpense,annualCapitalExpenditure,quarterlyIncomeTaxPayable,annualOtherNonCurrentAssets,annualOperatingExpense,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCurrentAccruedExpenses,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingNetIncomeCommonStockholders,annualTaxProvision,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyEbitda,annualInterestExpense,annualRepaymentOfDebt,quarterlyChangeInAccountPayable,annualTotalRevenue,quarterlyGrossProfit,quarterlyChangeInInventory,quarterlyCurrentLiabilities,annualTotalNonCurrentAssets,annualGrossProfit,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlyDilutedEPS,annualTotalLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,quarterlyRepaymentOfDebt,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyDilutedAverageShares,quarterlyTaxProvision,annualBasicEPS,annualOtherCurrentAssets,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyRetainedEarnings,annualChangeInInventory,trailingNetIncome,quarterlyCapitalExpenditure,quarterlyTotalRevenue,trailingTaxProvision,annualCurrentDeferredRevenue,annualCashDividendsPaid,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentDebt,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualPurchaseOfBusiness,annualBeginningCashPosition,annualNetIncome,quarterlyNetIncome,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualStockholdersEquity,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyOtherCurrentLiabilities,annualNonCurrentDeferredTaxesLiabilities,annualNonCurrentDeferredRevenue,annualDilutedEPS,annualLongTermDebt,quarterlyAccountsReceivable,quarterlyGoodwill,annualCurrentLiabilities,quarterlyCurrentAccruedExpenses,annualBasicAverageShares,quarterlyCostOfRevenue,annualGoodwill,annualTotalAssets,annualInventory,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,annualRetainedEarnings,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,annualAccountsReceivable,annualCapitalStock,quarterlyOperatingExpense,quarterlyInventory,annualGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,trailingGrossProfit,annualNetPPE,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,annualOtherIntangibleAssets,annualChangeInAccountPayable,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,annualEndCashPosition,annualEbitda,trailingTotalRevenue,annualOperatingIncome,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,annualGrossPPE,trailingPretaxIncome,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyInterestExpense,annualDilutedAverageShares,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,annualPretaxIncome,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyBasicAverageShares,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,annualOtherNonCurrentLiabilities,annualCommonStockIssuance,trailingBeginningCashPosition,trailingBasicAverageShares,trailingChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,trailingOtherNonCashItems,quarterlySaleOfInvestment,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,trailingPurchaseOfInvestment,trailingInterestExpense,trailingChangesInAccountReceivables,annualStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingChangeInInventory,trailingChangeInAccountPayable,trailingCashDividendsPaid,trailingEndCashPosition,trailingOperatingCashFlow,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingDepreciationAndAmortization,trailingSaleOfInvestment,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares,trailingFreeCashFlow
,,231179059485.0,,-46181010000.0,,8096250000.0,45682658825.0,38613715000.0,-94352434485.0,43180000.0,,,,107863640000.0,-1944460000.0,,,-7459345000.0,3637915000.0,51319332845.0,-12975590000.0,11183252970.0,-2957830000.0,28844240000.0,,41074975000.0,-55637430000.0,,16278860000.0,108111925000.0,42478325000.0,21687619185.0,-1944460000.0,9046210000.0,,,232373170000.0,13271598825.0,,120742075000.0,210297395000.0,104375073825.0,24310340000.0,,107863640000.0,,,209390615000.0,8147115000.0,,,2266950000.0,2051050000.0,,5830660000.0,12.064384,3637915000.0,136826625000.0,88648540000.0,16607065000.0,86133305000.0,-5818505000.0,,,66101920000.0,,11485880000.0,-2191385000.0,-94352434485.0,,25065990000.0,42478325000.0,127998096175.0,,12230735000.0,42478325000.0,10409375000.0,,1316990000.0,,70491350000.0,-55637430000.0,10409375000.0,108111925000.0,151130000.0,-1144270000.0,21687619185.0,3368040000.0,,12.064384,85129370000.0,41906190000.0,25540970000.0,120742075000.0,11183252970.0,3545900000.0,52830321175.0,25540970000.0,318161035000.0,19193510000.0,13990320000.0,26803985000.0,86133305000.0,85129370000.0,,-14346555000.0,3368040000.0,11485880000.0,881560000.0,41906190000.0,0.0,15216058825.0,19193510000.0,-12975590000.0,5052060000.0,2051050000.0,43126025000.0,39045515000.0,,,136826625000.0,,41074975000.0,70491350000.0,88648540000.0,51319332845.0,39045515000.0,,0.0,43126025000.0,0.0,41074975000.0,85496400000.0,,58692415000.0,,210297395000.0,231179059485.0,,25065990000.0,41074975000.0,-485775000.0,6181735000.0,3593000000.0,8096250000.0,209390615000.0,,59124215000.0,,10409375000.0,24310340000.0,318161035000.0,,,,,151130000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,234915314370.0,,,,,,,,,,,,,21441253020.0,,,,7971464820.0,53503765260.0,127399906590.0,,,,,0.0,0.0,,,127399906590.0,,,28937963010.0,,,,,40188548400.0,,99687473490.0,,,,,87818602740.0,,0.405198,,11250585390.0,,,,,3520000000.0,5708098770.0,,,140516388870.0,100990289070.0,21507497880.0,,,,,67702246920.0,,,,-94398925500.0,,,,,,,,15799399110.0,,,,0.0,,15799399110.0,,3632426490.0,,37604998860.0,,,,,41314711020.0,26310250230.0,,,,27513698520.0,,,,,,,97357862580.0,,,,,1413223680.0,,,18747295380.0,17168459550.0,,,,,40177507590.0,,,,,21363967350.0,,,,,,0.0,21363967350.0,,,,,,,240259066410.0,,,8578709370.0,,,1313856390.0,,24985353030.0,200677762560.0,,,,15799399110.0,0.0,328077669150.0,3520000000.0,,,0.405198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,243762570000.0,,,,,,,,,,,,,21796485000.0,,,,6783765000.0,65227680000.0,130638705000.0,,,,,15989201820.0,-46132248060.0,,,130638705000.0,,,30748035000.0,,,,,43344915000.0,,103870335000.0,,,,,84867165000.0,,4.20615,,12596880000.0,,,,,3520000000.0,6115095000.0,,,149490885000.0,97420905000.0,20836620000.0,,,,,75225375000.0,,,,-94271685000.0,,,,,,,,14721525000.0,,,,43573543920.0,,14721525000.0,,13837155000.0,,29798955000.0,,,,,43431195000.0,43916520000.0,,,,31880460000.0,,,,,,,83583750000.0,,,,,539250000.0,,,21548430000.0,17191290000.0,,,,,41791875000.0,,,,,17460915000.0,,,,,,0.0,17460915000.0,,,,,,,247062780000.0,,,8843700000.0,,,1468285920.0,,11863500000.0,201291240000.0,,,,14721525000.0,15989201820.0,331929945000.0,3520000000.0,,,4.20615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,252058159590.0,,,,,,,,,,,,,19741404060.0,,,,6350916810.0,61410414180.0,149907871140.0,,,,,0.0,46132248060.0,,,149907871140.0,,,31907618190.0,,,,,44948313120.0,,101833289160.0,,,,,95165373060.0,,3.115338,,13040694930.0,,,,,3511000000.0,7345638720.0,,,157657957230.0,98608641210.0,18440613870.0,,,,,77806929180.0,,,,-94400202360.0,,,,,,,,11094975150.0,,,,-43573543920.0,,11094975150.0,,14614760370.0,,27108904800.0,,,,,41669010120.0,44849934030.0,,,,32858616060.0,,,,,,,83993880840.0,,,,,-535619490.0,,,25206909060.0,19763266080.0,,,,,41177114670.0,,,,,27382180050.0,,,,,,15989201820.0,27382180050.0,,,,,,,255184428450.0,,,13313970180.0,,,732377670.0,,11499422520.0,200441930370.0,,,,11094975150.0,-15989201820.0,350349801510.0,3511000000.0,,,3.115338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,328761633000.0,,-39432660000.0,,9444231000.0,64911387000.0,53321235000.0,-161270865000.0,4673097000.0,,,,82536261000.0,21782603790.0,,,-12886419000.0,4498809000.0,57297180000.0,-4008624000.0,15773064000.0,-4161126000.0,-31055943000.0,,12028076540.0,-59954831610.0,,22504938000.0,126543981000.0,58735056000.0,10838535000.0,21782603790.0,7727657160.0,,,312356775000.0,20561380290.0,,116337240000.0,267434043000.0,150323400000.0,61392948000.0,,82536261000.0,,,222805422000.0,16057421910.0,,,-5392035000.0,54465000.0,,3157050300.0,16.667379,4498809000.0,167490768000.0,106468182000.0,19927578810.0,93908553000.0,-893226000.0,,,89418826050.0,,12428913000.0,-42232161000.0,-161270865000.0,,19999548000.0,58735056000.0,162033375000.0,,43060029000.0,58735056000.0,16661598510.0,,32679000.0,,101027111120.0,-59835249000.0,16661598510.0,126543981000.0,8932260000.0,-10893000.0,10838535000.0,12526950000.0,,16.667379,85008972000.0,44868267000.0,44835588000.0,116337240000.0,15773064000.0,3514900000.0,68857445760.0,44835588000.0,349970304000.0,21110634000.0,-72035409000.0,40925001000.0,93908553000.0,85008972000.0,,-795189000.0,12526950000.0,12428913000.0,-767565330.0,44868267000.0,0.0,-1221223500.0,21110634000.0,-4008624000.0,686259000.0,54465000.0,12058551000.0,42264840000.0,,,167490768000.0,,12004086000.0,100825608000.0,106468182000.0,57297180000.0,42264840000.0,,0.0,12058551000.0,0.0,12004086000.0,126337014000.0,,85412013000.0,,267434043000.0,328761633000.0,,19999548000.0,12004086000.0,-152502000.0,4164147900.0,3524000000.0,9444231000.0,222805422000.0,,81348924000.0,,16661598510.0,61515643720.0,349970304000.0,,,,,8932260000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,259825265000.0,,,,,,,,,,,,,23727800500.0,,,,8082980000.0,66471875000.0,139197424000.0,,,,,0.0,0.0,,,139197424000.0,,,33895338500.0,,,,,47944834000.0,,121478681000.0,,,,,90816534500.0,,3.935135,,14049495500.0,,,,,3479000000.0,6306851500.0,,,165520286500.0,95134547500.0,20069188500.0,,,,,81223313500.0,,,,-94304978500.0,,,,,,,,13762337000.0,,,,0.0,,13762337000.0,,22494082500.0,,22536624500.0,,,,,41978318500.0,44711642000.0,,,,33278479500.0,,,,,,,72640465000.0,,,,,-1754857500.0,,,24217033500.0,22919502500.0,,,,,40680787500.0,,,,,17835733500.0,,,,,,0.0,17835733500.0,,,,,,,264994118000.0,,,32470181500.0,,,1862614250.0,,14081402000.0,216613228500.0,,,,13762337000.0,0.0,355810652500.0,3479000000.0,,,3.935135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,326663682000.0,,,,,,,,,,,,,24563115000.0,,,,8146509000.0,81217914000.0,136266069000.0,,,,,0.0,0.0,,,136266069000.0,,,34625238000.0,,,,,49383705000.0,,128634510000.0,,,,,83772066000.0,,5.098005,,14758467000.0,,,,,3460000000.0,6107307000.0,,,165401940000.0,91280037000.0,17642187000.0,,,,,84410604000.0,,,,-161261742000.0,,,,,,,,17621589000.0,,,,0.0,,17621589000.0,,21483714000.0,,24140856000.0,,,,,42112611000.0,43523574000.0,,,,35026899000.0,,,,,,,69796323000.0,,,,,679734000.0,,,24820590000.0,25201653000.0,,,,,49291014000.0,,,,,8311293000.0,,,,,,0.0,8311293000.0,,,,,,,272408550000.0,,,23275740000.0,,,1484030880.0,,14192022000.0,219914547000.0,,,,17621589000.0,0.0,356180616000.0,3460000000.0,,,5.098005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,168187603500.0,,,,,,,,,,,,,24746652000.0,,,,6558300000.0,71474539500.0,124870032000.0,,,,,0.0,0.0,,,124870032000.0,,,34912017000.0,,,,,49919593500.0,,120563415000.0,,,,,89378698500.0,,3.681939,,15007576500.0,,,,,3372000000.0,7848099000.0,,,168187603500.0,118421037000.0,20265147000.0,,,,,85443718500.0,,,,,,,,,,,,12417048000.0,,,,0.0,,12417048000.0,,23751976500.0,,25074567000.0,,,,,44192011500.0,44891563500.0,,,,35524125000.0,,,,,,,94669060500.0,,,,,-3093331500.0,,,25172941500.0,26506462500.0,,,,,46804401000.0,,,,,12121924500.0,,,,,,0.0,12121924500.0,,,,,,,274475785500.0,,,24014308500.0,,,1372238750.0,,14592217500.0,238984452000.0,,,,12417048000.0,0.0,363854484000.0,3372000000.0,,,3.681939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,414220501000.0,,-40680459000.0,,9180987000.0,104083724000.0,62316415000.0,-204323681000.0,,,-5299903000.0,,113485879000.0,22377380000.0,,,-41632608000.0,5765126000.0,90867401000.0,18988897000.0,,-8105142000.0,8148702000.0,,22092139000.0,-41084011000.0,,19888337000.0,144268067000.0,59575394000.0,0.0,26560462000.0,8950562000.0,-41487985000.0,,345654908000.0,52100912500.0,,147796106000.0,321969591000.0,199629871000.0,46783549000.0,,113485879000.0,,,290530921000.0,18408596500.0,,,-51310250000.0,0.0,,-420532000.0,17.4,5765126000.0,209896820000.0,142734815000.0,15257974000.0,88746689000.0,-9361512000.0,,,94089450500.0,,14662631000.0,-8815570000.0,-204323681000.0,,26731355000.0,59485502000.0,146025037000.0,-479090000.0,11972119000.0,59575394000.0,15678506000.0,,,,87464008000.0,-41084011000.0,15588614000.0,144268067000.0,0.0,16771503000.0,0.0,14621075000.0,,17.4,116755093000.0,52770676000.0,44696281000.0,147796106000.0,,3422000000.0,41988538000.0,44696281000.0,435455470000.0,31805142000.0,-38231295000.0,41767309000.0,88746689000.0,116755093000.0,789612000.0,,14621075000.0,14662631000.0,-5513000500.0,52770676000.0,0.0,29723532500.0,31805142000.0,18988897000.0,-9655660000.0,0.0,22092139000.0,48109524000.0,,,209896820000.0,,22092139000.0,87464008000.0,142734815000.0,90867401000.0,48109524000.0,-13888254000.0,0.0,22092139000.0,0.0,22092139000.0,130181602000.0,,95546147000.0,,321969591000.0,414220501000.0,,26731355000.0,22092139000.0,0.0,4219082790.0,3422000000.0,9180987000.0,290530921000.0,789612000.0,79463731000.0,,15678506000.0,46783549000.0,435455470000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,26898000000.0,,,,7891000000.0,83093000000.0,,,,,,,,,,153057000000.0,,,38321000000.0,,,,,55723000000.0,,131512000000.0,,,,,87190000000.0,,4.9,,17402000000.0,,,,,3309000000.0,6719000000.0,,,215596000000.0,128070000000.0,23028000000.0,,,,,93834000000.0,,,,,,,,,,,,16350000000.0,,,,,,16369000000.0,,27706000000.0,,28556000000.0,,,,,46391000000.0,92578000000.0,,,,38111000000.0,,,,,,,100364000000.0,872000000.0,,,,-2210000000.0,,,28825000000.0,25129000000.0,,,,,,,,,,7779000000.0,,,,,,,7779000000.0,,,,,,,325449000000.0,,,19863000000.0,,,,,1000000.0,259582000000.0,,,,16350000000.0,,412639000000.0,3309000000.0,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,28002000000.0,,,,7543000000.0,92142000000.0,,,,,,,,,,160166000000.0,,,39338000000.0,,,,,57026000000.0,,130597000000.0,,,,,95954000000.0,,6.9,,17688000000.0,,,,,3285000000.0,6928000000.0,,,216600000000.0,132925000000.0,29404000000.0,,,,,94016000000.0,,,,,,,,,,,,22507000000.0,,,,,,22534000000.0,,30469000000.0,,25768000000.0,,,,,47195000000.0,92711000000.0,,,,36990000000.0,,,,,,,102456000000.0,897000000.0,,,,2878000000.0,,,29024000000.0,21557000000.0,,,,,,,,,,19659000000.0,,,,,,,19659000000.0,,,,,,,327734000000.0,,,12687000000.0,,,,,0.0,263522000000.0,,,,22507000000.0,,423688000000.0,3285000000.0,,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,229713000000.0,,,,,,,,,,,,,27749000000.0,,,,6673000000.0,87492000000.0,,,,,,,,,,185523000000.0,,,40233000000.0,,,,,59195000000.0,,126768000000.0,,,,,97195000000.0,,5.7,,18797000000.0,,,,,3250000000.0,7569000000.0,,,229713000000.0,129032000000.0,26222000000.0,,,,,99763000000.0,,,,,,,,,,,,18681000000.0,,,,,,18703000000.0,,31985000000.0,,30966000000.0,,,,,52237000000.0,45312000000.0,,,,40568000000.0,,,,,,,97047000000.0,961000000.0,,,,-164000000.0,,,31446000000.0,21723000000.0,,,,,49870000000.0,,,,,16562000000.0,,,,,,,16562000000.0,,,,,,,344128000000.0,,,8310000000.0,,,1362000000.0,,0.0,255800000000.0,,,,18681000000.0,,441323000000.0,3250000000.0,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,476189222000.0,,-53214185000.0,,8614805000.0,125462338000.0,72380031000.0,-249140213000.0,,,-7599026000.0,,108098322000.0,21559955000.0,,,-24657808000.0,448054000.0,97086585000.0,24782273000.0,,-8551023000.0,5535917000.0,,,,,22259308000.0,177173124000.0,76997853000.0,0.0,41189782000.0,7410314000.0,-62720695000.0,,394711031000.0,57727293000.0,,140256681000.0,344909639000.0,229671293000.0,99594769000.0,,108098322000.0,,,275102398000.0,18493031000.0,,,-2479279000.0,,,1042308000.0,23.5,448054000.0,227049009000.0,134845717000.0,20602161000.0,115866428000.0,8479369000.0,,,107098031000.0,,16240451000.0,-25462328000.0,-249140213000.0,,9167941000.0,76913454000.0,165039738000.0,,22092139000.0,76997853000.0,19374454000.0,,,,,-52657481000.0,19391853000.0,177173124000.0,0.0,4387810000.0,0.0,22282245000.0,,23.5,101741199000.0,55918984000.0,45805279000.0,140256681000.0,,3273800000.0,49370738000.0,45805279000.0,453007961000.0,21536018000.0,-94615556000.0,53082307000.0,115866428000.0,101741199000.0,974693000.0,,22282245000.0,16240451000.0,67877000.0,55918984000.0,36524423000.0,36167338000.0,21536018000.0,24782273000.0,570877000.0,,27445880000.0,46557058000.0,,,227049009000.0,,27445880000.0,152808954000.0,134845717000.0,97086585000.0,46557058000.0,8403243000.0,,27445880000.0,0.0,27445880000.0,159749782000.0,,104208955000.0,,344909639000.0,476189222000.0,,9167941000.0,27445880000.0,0.0,2913314000.0,3273800000.0,8614805000.0,275102398000.0,974693000.0,99257161000.0,,19374454000.0,,453007961000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,30535000000.0,,,,7940000000.0,89269000000.0,,,,,,,,,,180175000000.0,,,41585000000.0,,,,,57544000000.0,,133523000000.0,,,,,192190000000.0,,5.2,,14123000000.0,,,,,3211000000.0,10485000000.0,,,210017000000.0,198857000000.0,27363000000.0,,,,,98680000000.0,,,,,,,,,,,,16874000000.0,,,,,,16889000000.0,,25791000000.0,,36907000000.0,,,,,50556000000.0,45861000000.0,,,,41136000000.0,,,,,,,173066000000.0,969000000.0,,,,1029000000.0,,,27009000000.0,19677000000.0,,,,,41436000000.0,,,,,114017000000.0,,,,,,,114017000000.0,,,,,,,320365000000.0,,,7347000000.0,,,1336000000.0,,0.0,332380000000.0,,,,16874000000.0,,512555000000.0,3211000000.0,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,28880000000.0,,,,6450000000.0,103301000000.0,,,,,,,,,,267328000000.0,,,42310000000.0,,,,,57816000000.0,,144251000000.0,,,,,231083000000.0,,5.8,,14427000000.0,,,,,4054000000.0,7745000000.0,,,210458000000.0,243783000000.0,26488000000.0,,,,,100868000000.0,,,,,,,,,,,,18732000000.0,,,,,,18752000000.0,,24876000000.0,,33109000000.0,,,,,48910000000.0,45971000000.0,,,,43052000000.0,,,,,,,218907000000.0,105416000000.0,,,,-380000000.0,,,28936000000.0,20983000000.0,,,,,39806000000.0,,,,,154740000000.0,,,,,,,154740000000.0,,,,,,,424279000000.0,,,7841000000.0,,,2736000000.0,,0.0,388034000000.0,,,,18732000000.0,,655362000000.0,4054000000.0,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,41061000000.0,,,,15740000000.0,142672000000.0,,,,,,,,,,323373000000.0,,,63040000000.0,,,,,89193000000.0,,205249000000.0,,,,,318393000000.0,,5.8,,25048000000.0,,,,,4030000000.0,7797000000.0,,,405305000000.0,386495000000.0,33509000000.0,,,,,153555000000.0,,,,,,,,,,,,23409000000.0,,,,,,24759000000.0,,45101000000.0,,41337000000.0,,,,,100305000000.0,70501000000.0,,,,64362000000.0,,,,,,,341394000000.0,17550000000.0,,,,-3874000000.0,,,48132000000.0,23900000000.0,,,,,51194000000.0,,,,,178448000000.0,,,,,,,178448000000.0,,,,,,,596724000000.0,,,21240000000.0,,,,,0.0,591744000000.0,,,,23409000000.0,,915117000000.0,4030000000.0,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,485532931000.0,,-81941638000.0,,11591878000.0,202085127000.0,107406947000.0,-73712544000.0,,,302354000.0,,233711972000.0,30380409000.0,,3990184000.0,-18150990000.0,14956754000.0,1911295000.0,15085830000.0,36463056000.0,-49386690000.0,36285513000.0,,,,,36213619000.0,307651983000.0,91123052000.0,453932000.0,57261104000.0,17280735000.0,-148899354000.0,,607855678000.0,93112536000.0,,204543083000.0,642982562000.0,354406536000.0,119643186000.0,,233711972000.0,,,540657364000.0,34796947000.0,,,-45318690000.0,,,4566619000.0,23.1,14956754000.0,411820387000.0,336114281000.0,29166042000.0,196132692000.0,-2868024000.0,,,161952678000.0,,25064230000.0,-17193902000.0,-73712544000.0,,9039204000.0,98905423000.0,253449142000.0,,59766533000.0,91123052000.0,24532052000.0,,,,,-112521018000.0,27742423000.0,307651983000.0,0.0,160424496000.0,453932000.0,25178166000.0,3990184000.0,23.1,294060952000.0,93164187000.0,70918967000.0,204543083000.0,36463056000.0,3951000000.0,68840142000.0,70918967000.0,876694534000.0,26081530000.0,-52778293000.0,91071327000.0,196132692000.0,294060952000.0,50539455000.0,-31463621000.0,25178166000.0,25064230000.0,2293829000.0,93164187000.0,0.0,62732127000.0,26081530000.0,15085830000.0,-4723171000.0,,95938465000.0,49052735000.0,,,411820387000.0,,95938465000.0,201584824000.0,336114281000.0,1911295000.0,49052735000.0,10192387000.0,,95938465000.0,0.0,95938465000.0,243471104000.0,,152321409000.0,,642982562000.0,485532931000.0,,9039204000.0,95938465000.0,0.0,,3951000000.0,11591878000.0,540657364000.0,50539455000.0,135119042000.0,,24532052000.0,,876694534000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,40753000000.0,,,,19215000000.0,139901000000.0,,,,,,,,,,340191000000.0,,,62987000000.0,,,,,91172000000.0,,204045000000.0,,,,,242142000000.0,,5.9,,28088000000.0,,,,,3985000000.0,12228000000.0,,,403990000000.0,334876000000.0,37418000000.0,,,,,156232000000.0,,,,,,,,,,,,23511000000.0,,,,,,25717000000.0,,43884000000.0,,50670000000.0,,,,,104524000000.0,70609000000.0,,,,65060000000.0,,,,,,,290992000000.0,51931000000.0,,,,2398000000.0,,,50419000000.0,25194000000.0,,,,,45953000000.0,,,,,93209000000.0,,,,,,,93209000000.0,,,,,,,636970000000.0,,,13474000000.0,,,3238000000.0,,0.0,538921000000.0,,,,23511000000.0,,879112000000.0,3985000000.0,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,40140000000.0,,,,17301000000.0,157715000000.0,,,,,,,,,,334725000000.0,,,61739000000.0,,,,,91698000000.0,,235288000000.0,,,,,244749000000.0,,10.4,,28791000000.0,,,,,3925000000.0,10916000000.0,,,413105000000.0,325654000000.0,35705000000.0,,,,,159703000000.0,,,,,,,,,,,,24151000000.0,,,,,,25561000000.0,,42891000000.0,,56178000000.0,,,,,112243000000.0,71178000000.0,,,,68005000000.0,,,,,,,282763000000.0,54822000000.0,,,,113000000.0,,,51558000000.0,27745000000.0,,,,,44274000000.0,,,,,87460000000.0,,,,,,,87460000000.0,,,,,,,650918000000.0,,,21395000000.0,,,3267000000.0,,1000000.0,560942000000.0,,,,24151000000.0,,895667000000.0,3925000000.0,,,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,41094000000.0,,,,17376000000.0,162258000000.0,,,,,,,,,,341856000000.0,,,53721000000.0,,,,,93596000000.0,,244617000000.0,,,,,295890000000.0,,4.8,,28764000000.0,,,,,3873500000.0,6926000000.0,,,429757000000.0,376074000000.0,26587000000.0,,,,,167258000000.0,,,,,,,,,,,,18682000000.0,,,,,,20166000000.0,,44009000000.0,,40431000000.0,,,,,122988000000.0,72134000000.0,,,,73662000000.0,,,,,,,332065000000.0,52506000000.0,,,,-23958000000.0,,,52502000000.0,28868000000.0,,,,,42303000000.0,,,,,126658000000.0,,,,,,,126658000000.0,,,,,,,666657000000.0,,,41928000000.0,,,3396000000.0,,0.0,620691000000.0,,,,18682000000.0,,962547000000.0,3873500000.0,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
