date,trailingChangeInWorkingCapital,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyCurrentAccruedExpenses,quarterlyDepreciationAndAmortization,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyGoodwill,annualGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,annualNetOtherInvestingChanges,annualRetainedEarnings,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,annualCostOfRevenue,annualNetIncome,quarterlyDilutedEPS,trailingChangeInAccountPayable,quarterlyFreeCashFlow,annualTotalRevenue,trailingPurchaseOfInvestment,quarterlyLongTermDebt,annualPretaxIncome,annualLongTermDebt,trailingTotalRevenue,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,annualEndCashPosition,annualNonCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,annualCurrentDebt,quarterlyTotalAssets,annualTotalAssets,trailingOperatingIncome,trailingTaxProvision,annualDilutedEPS,annualTaxProvision,trailingEndCashPosition,quarterlyPurchaseOfInvestment,annualOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,annualOtherCurrentAssets,annualDilutedAverageShares,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,annualStockholdersEquity,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,quarterlyInterestExpense,annualBasicEPS,annualSaleOfInvestment,trailingSaleOfInvestment,annualIncomeTaxPayable,annualDepreciationAndAmortization,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,quarterlyGrossProfit,quarterlyInventory,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,quarterlyInvestingCashFlow,trailingPretaxIncome,annualCurrentLiabilities,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualNetPPE,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,annualOperatingCashFlow,annualRepurchaseOfCapitalStock,annualCurrentAssets,quarterlyCapitalStock,annualRepaymentOfDebt,annualEbitda,quarterlyStockholdersEquity,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,trailingGrossProfit,annualOtherCurrentLiabilities,quarterlyOtherIntangibleAssets,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualCapitalStock,annualOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepaymentOfDebt,quarterlyBasicAverageShares,trailingCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,quarterlyNetOtherInvestingChanges,annualTotalNonCurrentAssets,trailingStockBasedCompensation,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualSellingGeneralAndAdministration,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherNonCashItems,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,annualBasicAverageShares,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualAccumulatedDepreciation,trailingDepreciationAndAmortization,annualNonCurrentDeferredTaxesLiabilities,quarterlyOperatingIncome,quarterlyTotalRevenue,annualInvestingCashFlow,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,annualStockBasedCompensation,trailingDeferredIncomeTax,annualCapitalExpenditure,annualPurchaseOfInvestment,annualNetIncomeContinuousOperations,annualOperatingExpense,annualBeginningCashPosition,annualPurchaseOfBusiness,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,annualChangesInAccountReceivables,trailingCostOfRevenue,quarterlyChangeInCashSupplementalAsReported,trailingBeginningCashPosition,annualInterestExpense,annualInventory,annualGoodwill,trailingNetIncome,annualNetOtherFinancingCharges,quarterlyIncomeTaxPayable,annualChangeInInventory,quarterlyStockBasedCompensation,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingOperatingExpense,quarterlyRepurchaseOfCapitalStock,trailingChangeInInventory,annualDeferredIncomeTax,quarterlyEbitda,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualGrossProfit,quarterlyTaxProvision,quarterlyOtherNonCashItems,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,trailingOtherIncomeExpense,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingOtherNonCashItems,annualInvestmentsAndAdvances,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingInterestExpense,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingCashDividendsPaid,trailingNetOtherFinancingCharges,trailingResearchAndDevelopment,trailingDilutedAverageShares
2016-10-31,,,444477000.0,,1538465000.0,,229569000.0,53462000.0,,,,,65708000.0,,704179000.0,,,,1012736000.0,,,1.4,,-28220000.0,,,,,,,20141000.0,280464000.0,,,87562000.0,,,2551201000.0,,,,,,,0.0,,,,,,4316000.0,139833000.0,,0.0,,,,,,,,87562000.0,87562000.0,133108000.0,,,,427053000.0,1137023000.0,,0.0,1099117000.0,-206818000.0,-131608000.0,,,,,,,,62692000.0,,,,629000.0,,,1452084000.0,,,1.4,-9710000.0,287392000.0,,,,,,,,,,62669000.0,,62371000.0,,0.0,,0.0,,,,,,,133108000.0,,243108000.0,,0.0,,194084000.0,,425071000.0,-45963000.0,4192000.0,,,-32756000.0,-131608000.0,,,,139661000.0,1131232000.0,,,103388000.0,,,,,,,,,,,,,-60976000.0,,,,,,,0.0,,5341000.0,654640000.0,,,-44869000.0,,,193123000.0,139872000.0,,,52310000.0,1025000.0,1001938000.0,812846000.0,110000000.0,,0.0,,,,,,,,,,,,,,,,,,,
2017-01-31,,-31768000.0,472317000.0,,1536237000.0,30000000.0,260854000.0,59281000.0,1001660000.0,,,,88631000.0,,1035666000.0,0.0,905785000.0,260938000.0,1015641000.0,3107508000.0,409760000.0,2.24,,219123000.0,4854737000.0,,,655714000.0,,,19628000.0,316266000.0,385010000.0,,140218000.0,,,2551878000.0,2551878000.0,,,6.52,245954000.0,,-30000000.0,654824000.0,,259518000.0,0.0,62851000.0,52000.0,-165553000.0,1550218000.0,0.0,,,6.55,190000000.0,,8971000.0,210295000.0,140218000.0,140218000.0,385010000.0,,260854000.0,385010000.0,544908000.0,943975000.0,88631000.0,0.0,1001660000.0,193048000.0,-12544000.0,,529343000.0,409760000.0,0.0,1004358000.0,63344000.0,472317000.0,62544000.0,634685000.0,-347114000.0,1536237000.0,627000.0,,865119000.0,1550218000.0,,415010000.0,2.25,-22923000.0,320678000.0,,0.0,,39170000.0,,627000.0,19628000.0,,,86498000.0,,62201000.0,,110000000.0,-321768000.0,0.0,1015641000.0,,0.0,,1803117000.0,1073834000.0,385010000.0,,415010000.0,10287000.0,0.0,,133108000.0,62519000.0,259518000.0,80936000.0,23829000.0,,,-47221000.0,-92544000.0,-798759000.0,,86498000.0,224230000.0,1580574000.0,-273747000.0,,311667000.0,19340000.0,,-373747000.0,-90000000.0,409760000.0,1092405000.0,345840000.0,,-798759000.0,,-23639000.0,,251902000.0,,,943975000.0,,,9053000.0,8971000.0,-182182000.0,5137000.0,529343000.0,1803117000.0,,-47378000.0,,26971000.0,224230000.0,224346000.0,,1747229000.0,84128000.0,5085000.0,1004358000.0,905785000.0,30000000.0,,0.0,,,,,,,,,,,,,,,,,,,
2017-04-30,,,481692000.0,,1672972000.0,,210379000.0,62476000.0,,,,,62936000.0,,838871000.0,,,,1034629000.0,,,2.05,,98990000.0,,,,,,,22448000.0,283445000.0,,,128223000.0,,,2707601000.0,,,,,,,-120000000.0,,,,,,0.0,59834000.0,,0.0,,,,,,,,128223000.0,128223000.0,321725000.0,,,,476008000.0,1048431000.0,,0.0,1065944000.0,-104456000.0,-196754000.0,,,,,,,,62594000.0,,,,627000.0,,,1641657000.0,,,2.06,25695000.0,287603000.0,,,,,,,,,,86766000.0,,62101000.0,,,,0.0,,,,,,,321725000.0,,471725000.0,,0.0,,385010000.0,,319352000.0,-22351000.0,268000.0,,,-42275000.0,-76754000.0,,,,188405000.0,1314879000.0,,,175744000.0,,,,,,,,,,,,,-63285000.0,,,,,,,54521000.0,,5491000.0,584252000.0,,,-54106000.0,,,250881000.0,188743000.0,,,60520000.0,5491000.0,1020853000.0,982413000.0,150000000.0,,0.0,,,,,,,,,,,,,,,,,,,
2017-07-31,,,496590000.0,,1592494000.0,,256794000.0,63106000.0,,,,,67593000.0,,820528000.0,,,,1109723000.0,,,1.83,,-72207000.0,,,,,,,23739000.0,283427000.0,,,114193000.0,,,2702217000.0,,,,,,,-120000000.0,,,,,,0.0,-5869000.0,,0.0,,,,,,,,114193000.0,114193000.0,92860000.0,,,,469326000.0,1144702000.0,,0.0,1066867000.0,-96271000.0,-146456000.0,,,,,,,,62379000.0,,,,623000.0,,,1635350000.0,,,1.84,-4657000.0,289526000.0,,,,,,,,,,85181000.0,,61935000.0,,,,0.0,,,,,,,92860000.0,,272860000.0,,0.0,,321725000.0,,313483000.0,-138334000.0,-1585000.0,,,-126658000.0,-116456000.0,,,,179800000.0,1289854000.0,,,44249000.0,,,,,,,,,,,,,-228865000.0,,,,,,,0.0,,6158000.0,570277000.0,,,-128006000.0,,,242906000.0,180355000.0,,,66162000.0,6158000.0,1095135000.0,970122000.0,180000000.0,,0.0,,,,,,,,,,,,,,,,,,,
2017-10-31,,,504110000.0,,1646288000.0,,266435000.0,62128000.0,,,,,82934000.0,,849053000.0,,,,1188585000.0,,,1.7,,-35329000.0,,,,,,,24986000.0,320729000.0,,,104645000.0,,,2834873000.0,,,,,,,0.0,,,,,,-551000.0,133810000.0,,0.0,,,,,,,,104645000.0,104645000.0,46787000.0,,,,493128000.0,1349714000.0,,632000.0,1218822000.0,-205012000.0,-24429000.0,,,,,,,,61630000.0,,,,617000.0,,,1616051000.0,,,1.71,-15341000.0,330461000.0,,,,,,,,,,78647000.0,,61299000.0,,120000000.0,,0.0,,,,,,,46787000.0,,106787000.0,,0.0,,92860000.0,,447293000.0,-60747000.0,-6534000.0,,,-130744000.0,-144429000.0,,,,162667000.0,1342181000.0,,,109100000.0,,,,,,,,,,,,,-46073000.0,,,,,,,984000.0,,6249000.0,714712000.0,,,-131863000.0,,,224795000.0,162983000.0,,,58338000.0,6249000.0,1172682000.0,943091000.0,60000000.0,,0.0,,,,,,,,,,,,,,,,,,,
2018-01-31,,-34569000.0,492304000.0,,1693743000.0,120000000.0,302307000.0,65003000.0,1134470000.0,,,,99719000.0,,1279245000.0,0.0,1093453000.0,337486000.0,1214944000.0,3787697000.0,555234000.0,3.4,,347198000.0,5884506000.0,,,786859000.0,,,24985000.0,399631000.0,277445000.0,,208173000.0,,,2908687000.0,2908687000.0,,,8.96,231625000.0,,-90000000.0,785291000.0,,325758000.0,0.0,61975000.0,-32000.0,-121535000.0,1774217000.0,8664000.0,,,9.02,240000000.0,,14101000.0,252713000.0,208173000.0,208173000.0,277445000.0,,302307000.0,277445000.0,658347000.0,1096424000.0,99719000.0,0.0,1134470000.0,253290000.0,-163075000.0,,642166000.0,555234000.0,8664000.0,1189453000.0,66240000.0,492304000.0,61293000.0,778200000.0,-371824000.0,1693743000.0,614000.0,,1038004000.0,1774217000.0,,397445000.0,3.42,-16785000.0,403928000.0,,0.0,,-107565000.0,,614000.0,24985000.0,,,59403000.0,,60938000.0,,30000000.0,-355051000.0,0.0,1214944000.0,,0.0,,2148661000.0,1287232000.0,277445000.0,,397445000.0,24399000.0,0.0,,46787000.0,61556000.0,325758000.0,188029000.0,-19244000.0,,,-56540000.0,-103075000.0,-959208000.0,,59403000.0,254419000.0,1937592000.0,-530714000.0,,450273000.0,24399000.0,,-440714000.0,-330000000.0,555234000.0,1311518000.0,385010000.0,,-959208000.0,,-11088000.0,,230658000.0,,,1096424000.0,,,583000.0,14101000.0,-152449000.0,6501000.0,642166000.0,2148661000.0,,-57849000.0,,-27095000.0,254419000.0,254778000.0,,2096809000.0,46605000.0,6501000.0,1189453000.0,1093453000.0,120000000.0,,0.0,,,,,,,,,,,,,,,,,,,
2018-04-30,,,493724000.0,,1802699000.0,,320423000.0,68789000.0,,,,,100274000.0,,982954000.0,,,,1219550000.0,,,2.7,,203004000.0,,,,,,,28944000.0,345624000.0,,,164396000.0,,,3022249000.0,,,,,,,-237193000.0,,,,,,,46906000.0,,10087000.0,,,,,,,,164396000.0,164396000.0,231886000.0,,,,560713000.0,1136816000.0,,,1238816000.0,-40392000.0,-191452000.0,,,,,,,,60909000.0,,,,610000.0,,,1783433000.0,,,2.71,-555000.0,350871000.0,,,,,,,,,,50561000.0,,60610000.0,,120000000.0,,,,,,,,,231886000.0,,469079000.0,,,,277445000.0,,372664000.0,35637000.0,1473000.0,,,-131370000.0,-74259000.0,,,,209842000.0,1543667000.0,,,277263000.0,,,,,,,,,,,,,-45559000.0,,,,,,,52005000.0,,6170000.0,745092000.0,,,-137882000.0,,,278631000.0,211167000.0,,,46771000.0,,1190969000.0,1094824000.0,237193000.0,,,,,,,,,,,,,,,,,,,,,
2018-07-31,,,502116000.0,,1830158000.0,,348906000.0,69026000.0,,,,,103666000.0,,952760000.0,,,,1243191000.0,,,2.46,,43308000.0,,,,,,,29961000.0,337142000.0,,,148323000.0,,,3073349000.0,,,,,,,-320970000.0,,,,,,,37185000.0,,10628000.0,,,,,,,,148323000.0,148323000.0,237107000.0,,,,535461000.0,1219685000.0,,,1260871000.0,-82869000.0,20761000.0,,,,,,,,60375000.0,,,,605000.0,,,1812478000.0,,,2.47,-3392000.0,341646000.0,,,,,,,,,,49700000.0,,60070000.0,,409163000.0,,,,,,,,,237107000.0,,386107000.0,,,,231886000.0,,409849000.0,-112451000.0,-861000.0,,,-126280000.0,-67432000.0,,,,193815000.0,1488221000.0,,,110740000.0,,,,,,,,,,,,,5221000.0,,,,,,,0.0,,7002000.0,758755000.0,,,-128216000.0,,,262841000.0,194958000.0,,,46635000.0,,1212978000.0,1115751000.0,149000000.0,,,,,,,,,,,,,,,,,,,,,
2018-10-31,,,512872000.0,,2025973000.0,,409603000.0,69837000.0,,,9084000.0,,102353000.0,,987733000.0,,,,1306718000.0,,,2.18,,39487000.0,,,,,,,30775000.0,395453000.0,,,131166000.0,,,3332691000.0,,,,,,,171970000.0,,,,,,,164628000.0,,11477000.0,,,,,,,,131166000.0,131166000.0,296944000.0,,,,572278000.0,1484565000.0,,,1496955000.0,-264880000.0,20670000.0,,,,,,,,60062000.0,,,,601000.0,,,1835736000.0,,,2.2,1353000.0,403065000.0,,,6985000.0,,,,,,,50045000.0,,59724000.0,,-22970000.0,,,,,,,,,296944000.0,,296944000.0,,,,237107000.0,,574480000.0,-53748000.0,-1020000.0,,,-115044000.0,-114724000.0,,,,169213000.0,1560011000.0,,,154211000.0,,,,,,,,,,,,,59837000.0,,,,,,,0.0,,7136000.0,984083000.0,,,-119264000.0,,,239050000.0,170531000.0,,,39365000.0,,1257775000.0,1127951000.0,0.0,,,,,,,,,,,,,,,,,,,,,
2019-01-31,,-45505000.0,547218000.0,,1914861000.0,0.0,188581000.0,71820000.0,1370954000.0,,10870000.0,,136168000.0,,1383857000.0,,1105863000.0,636727000.0,1276311000.0,4307304000.0,658559000.0,,,350928000.0,6716615000.0,,,859141000.0,,,28374000.0,457245000.0,409251000.0,,214674000.0,,,3191172000.0,3191172000.0,,,10.94,200582000.0,,0.0,854080000.0,,404016000.0,,60181000.0,,-170463000.0,1820218000.0,14584000.0,,,11.0,506193000.0,,0.0,279472000.0,214674000.0,214674000.0,409251000.0,,419720000.0,409251000.0,740859000.0,1214329000.0,136168000.0,,1370954000.0,266122000.0,-65086000.0,,823736000.0,658559000.0,14584000.0,1226029000.0,78256000.0,547218000.0,,956127000.0,-622335000.0,1914861000.0,592000.0,,1133552000.0,1820218000.0,4317000.0,409251000.0,,-33793000.0,459649000.0,,,4317000.0,131806000.0,,592000.0,28374000.0,199054000.0,,83864000.0,,,,0.0,-609214000.0,,1276311000.0,,,,2375136000.0,1535464000.0,409251000.0,,409251000.0,,,,296944000.0,59864000.0,404016000.0,85057000.0,34488000.0,,,-236520000.0,-62985000.0,-1149107000.0,,83864000.0,281210000.0,2124716000.0,-215107000.0,,413913000.0,26636000.0,,-319400000.0,-386193000.0,658559000.0,1555231000.0,277445000.0,-13606000.0,-1149107000.0,199054000.0,,,112307000.0,,,1214329000.0,10870000.0,,,0.0,-122019000.0,6328000.0,823736000.0,2375136000.0,,-236973000.0,,34080000.0,353030000.0,282485000.0,0.0,2409311000.0,67811000.0,,1226029000.0,1105863000.0,0.0,,,,,,,,,,,,,,,,,,,,,
2019-04-30,,,1779180000.0,,2019332000.0,,227156000.0,71810000.0,,,10870000.0,,110046000.0,,1098182000.0,,,,2747021000.0,,,3.26,,199842000.0,,,,,,,34395000.0,403133000.0,,,192221000.0,,,4766353000.0,,,,,,,-195000000.0,,,,,,,3329000.0,,23105000.0,,,,,,,,192221000.0,192221000.0,326831000.0,,,,644847000.0,1250037000.0,,,2824785000.0,-35708000.0,-279572000.0,,,,,,,,58993000.0,,,,593000.0,,,1941568000.0,,,3.28,,407307000.0,,,4085000.0,,,,,182993000.0,,90384000.0,,58631000.0,,0.0,,,,,,,,,326831000.0,,521831000.0,,,,409251000.0,,407345000.0,-81499000.0,6520000.0,,,-74526000.0,-71836000.0,,,,237540000.0,1743029000.0,,,271678000.0,,,,,,,,,,,,,-82420000.0,,,,,,,16679000.0,,6030000.0,1045605000.0,2685051000.0,,-116582000.0,,,309350000.0,239586000.0,,,47365000.0,75231000.0,2685051000.0,1188313000.0,195000000.0,,211432000.0,,,,,,,,,,,,,,,,,,,
2019-07-31,,,1805990000.0,,1920600000.0,,224202000.0,73141000.0,,,10870000.0,,107263000.0,,1060708000.0,,,,2789775000.0,,,2.76,,96281000.0,,,,,,,35649000.0,392843000.0,,,161258000.0,,,4710375000.0,,,,,,,-50000000.0,,,,,,,42772000.0,,30882000.0,,,,,,,,161258000.0,161258000.0,177398000.0,,,,605899000.0,1315999000.0,,,2870924000.0,-65962000.0,-54980000.0,,,,,,,,58446000.0,,,,585000.0,,,1839451000.0,,,2.77,,397881000.0,,,3854000.0,,,,,182354000.0,,86598000.0,,58171000.0,,95000000.0,,,,,,,,,177398000.0,,327398000.0,,,,326831000.0,,450117000.0,-140444000.0,-3786000.0,,,-270111000.0,-79377000.0,,,,208018000.0,1666607000.0,,,175658000.0,,,,,,,,,,,,,-149433000.0,,,,,,,,,6736000.0,1064934000.0,2719504000.0,,-270990000.0,,,281159000.0,209689000.0,,,48431000.0,76903000.0,2719504000.0,1078678000.0,150000000.0,,,,,,,,,,,,,,,,,,,,,
2019-10-31,,,1824772000.0,,2097468000.0,,249112000.0,74256000.0,,,10870000.0,,112888000.0,,1059081000.0,,,,2831380000.0,,,2.25,,20247000.0,,,,,,,34110000.0,449198000.0,,,129747000.0,,,4928848000.0,,,,,,,0.0,,,,,,,144876000.0,,27683000.0,,,,,,,,129747000.0,129747000.0,208843000.0,,,,623433000.0,1616920000.0,,,3081692000.0,-300921000.0,49659000.0,,,,,,,,57763000.0,,,,580000.0,,,1847156000.0,,,2.25,,455653000.0,,,3622000.0,,,,,190188000.0,,83856000.0,,57568000.0,,150000000.0,,,,,,,,,208843000.0,,208843000.0,,,,177398000.0,,594993000.0,-166125000.0,-2742000.0,,,-128384000.0,-89923000.0,,,,167780000.0,1682514000.0,,,110170000.0,,,,,,,,,,,,,31445000.0,,,,,,,,,6342000.0,1256920000.0,2762936000.0,,-128660000.0,,,242036000.0,168680000.0,,,38933000.0,67086000.0,2762936000.0,1079862000.0,,,,,,,,,,,,,,,,,,,,,,
