date,annualChangeInWorkingCapital,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,trailingNetIncome,quarterlyGoodwill,annualTotalAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,trailingPretaxIncome,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,trailingTotalRevenue,annualLongTermDebt,annualPretaxIncome,annualCostOfRevenue,annualOtherCurrentAssets,annualCurrentDebt,annualNetIncome,annualOperatingIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualEndCashPosition,annualDilutedAverageShares,quarterlyTotalAssets,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,annualFreeCashFlow,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,trailingInvestingCashFlow,annualAccountsPayable,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualStockholdersEquity,annualOtherNonCashItems,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,trailingRepurchaseOfCapitalStock,quarterlyInventory,quarterlyOtherIncomeExpense,annualTaxProvision,annualDepreciationAndAmortization,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,annualCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,annualBasicAverageShares,trailingChangeInAccountPayable,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyChangeInInventory,annualOtherIntangibleAssets,annualCommonStockIssuance,annualOtherNonCurrentAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetPPE,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualChangeInAccountPayable,annualOperatingCashFlow,annualNetIncomeCommonStockholders,annualCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualEbitda,annualOtherNonCurrentLiabilities,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualBasicEPS,annualOtherCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBeginningCashPosition,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,annualTotalNonCurrentAssets,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,annualGrossPPE,quarterlySaleOfInvestment,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyBasicAverageShares,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,annualChangeInInventory,annualOperatingExpense,trailingStockBasedCompensation,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,annualCashFlowFromContinuingFinancingActivities,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualInvestingCashFlow,quarterlyCapitalExpenditure,annualCapitalExpenditure,annualDilutedEPS,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,annualCapitalStock,annualTotalRevenue,trailingChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyTaxProvision,annualInterestExpense,trailingBeginningCashPosition,annualChangesInAccountReceivables,quarterlyPretaxIncome,annualStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyNetPPE,quarterlyEbitda,annualGoodwill,trailingOperatingExpense,annualNetOtherFinancingCharges,quarterlyOtherNonCashItems,annualInventory,quarterlyStockBasedCompensation,annualDeferredIncomeTax,trailingChangeInInventory,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingBasicEPS
1985-06-30,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46614000.0,,,,,,,,,,0.09,,,,,,,,,,,,,,,119300000.0,,,,,46614000.0,,,,,,,,,,,,,,,119300000.0,,,,,,,,,,,,,,,,,,,,,,119300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,,,,,96000000.0,,95100000.0,153500000.0,,,292200000.0,,68600000.0,,,163700000.0,,96000000.0,,3700000.0,,73800000.0,31300000.0,353100000.0,6900000.0,2900000.0,17400000.0,34900000.0,,,0.0,47027027.0,292200000.0,,138700000.0,0.0,,,,,,,,128500000.0,,163700000.0,,,,,,83000000.0,,13900000.0,,10900000.0,4600000.0,,9200000.0,,153500000.0,17600000.0,,,47027027.0,,73800000.0,,,18200000.0,,10900000.0,,,109600000.0,,,,,,,0.0,17400000.0,68600000.0,95100000.0,47300000.0,3700000.0,,,,,,,,9200000.0,0.37,65700000.0,,,128500000.0,,9200000.0,0.0,9200000.0,,,6900000.0,,,,18200000.0,138700000.0,1500000.0,,,168400000.0,,2900000.0,,91100000.0,,,,-319100000.0,,,17400000.0,,,,,,17600000.0,,,103500000.0,,,168400000.0,,,,,137500000.0,,-58800000.0,0.0,,,0.37,,65700000.0,,,491500000.0,,,,5100000.0,,,,,,109600000.0,-319100000.0,,,,,83000000.0,,,,-58800000.0,,138400000.0,,,,,,,,,,,,,,,,,,,,
1985-12-31,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46696000.0,,,,,,,,,,0.12,,,,,,,,,,,,,,,142300000.0,,,,,46696000.0,,,,,,,,,,,,,,,142300000.0,,,,,,,,,,,,,,,,,,,,,,142300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-03-31,,,,,,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46696000.0,,,,,,,,,,-0.02,,,,,,,,,,,,,,,129400000.0,,,,,46696000.0,,,,,,,,,,,,,,,129400000.0,,,,,,,,,,,,,,,,,,,,,,129400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-30,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47598000.0,,,,,,,,,,0.1,,,,,,,,,,,,,,,157700000.0,,,,,47598000.0,,,,,,,,,,,,,,,157700000.0,,,,,,,,,,,,,,,,,,,,,,157700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-30,,,,,103300000.0,,141300000.0,191200000.0,,,400300000.0,,93800000.0,,,235100000.0,,103300000.0,,7400000.0,,111500000.0,29100000.0,423700000.0,10700000.0,4400000.0,15400000.0,45700000.0,,,0.0,48125000.0,400300000.0,,209100000.0,0.0,,,,,,,,165200000.0,,235100000.0,,,,,,107300000.0,,13700000.0,,12900000.0,6000000.0,,8900000.0,,191200000.0,22400000.0,,,48125000.0,,111500000.0,,,50600000.0,,12900000.0,,,145600000.0,,,,,,,0.0,15400000.0,93800000.0,141300000.0,59900000.0,7400000.0,,,,,,,,8900000.0,0.32,89400000.0,,,165200000.0,,8900000.0,0.0,8900000.0,,,10700000.0,,,,50600000.0,209100000.0,-7200000.0,,,216700000.0,,4400000.0,,119100000.0,,,,-383700000.0,,,15400000.0,,,,,,22400000.0,,,133300000.0,,,216700000.0,,,,,173300000.0,,-71100000.0,0.0,,,0.32,,89400000.0,,,602700000.0,,,,9300000.0,,,,,,145600000.0,-383700000.0,,,,,107300000.0,,,,-71100000.0,,179000000.0,,,,,,,,,,,,,,,,,,,,
1986-12-31,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50686000.0,,,,,,,,,,0.14,,,,,,,,,,,,,,,183800000.0,,,,,50686000.0,,,,,,,,,,,,,,,183800000.0,,,,,,,,,,,,,,,,,,,,,,183800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-03-31,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50686000.0,,,,,,,,,,0.09,,,,,,,,,,,,,,,168700000.0,,,,,50686000.0,,,,,,,,,,,,,,,168700000.0,,,,,,,,,,,,,,,,,,,,,,168700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52960000.0,,,,,,,,,,0.11,,,,,,,,,,,,,,,176100000.0,,,,,52960000.0,,,,,,,,,,,,,,,176100000.0,,,,,,,,,,,,,,,,,,,,,,176100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,,,,118400000.0,,119600000.0,184000000.0,,,391700000.0,,89100000.0,,,208700000.0,,118400000.0,,7400000.0,,85300000.0,46400000.0,496900000.0,9200000.0,4300000.0,24800000.0,55400000.0,,,0.0,52765957.0,391700000.0,,207700000.0,0.0,,,,,,,,183000000.0,,208700000.0,,,,,,99900000.0,,21600000.0,,15400000.0,7200000.0,,14900000.0,,184000000.0,26900000.0,,,52765957.0,,85300000.0,,,49300000.0,,15400000.0,,,143000000.0,,,,,,,0.0,24800000.0,89100000.0,119600000.0,71200000.0,7400000.0,,,,,,,,14900000.0,0.47,84800000.0,,,183000000.0,,14900000.0,0.0,14900000.0,,,9200000.0,,,,49300000.0,207700000.0,1600000.0,,,227300000.0,,4300000.0,,141800000.0,,,,-473200000.0,,,24800000.0,,,,,,26900000.0,,,157600000.0,,,227300000.0,,,,,181300000.0,,-84300000.0,0.0,,,0.47,,84800000.0,,,709900000.0,,,,10500000.0,,,,,,143000000.0,-473200000.0,,,,,99900000.0,,,,-84300000.0,,213000000.0,,,,,,,,,,,,,,,,,,,,
1987-12-31,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48404000.0,,,,,,,,,,0.17,,,,,,,,,,,,,,,187000000.0,,,,,48404000.0,,,,,,,,,,,,,,,187000000.0,,,,,,,,,,,,,,,,,,,,,,187000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-03-31,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48404000.0,,,,,,,,,,0.12,,,,,,,,,,,,,,,162000000.0,,,,,48404000.0,,,,,,,,,,,,,,,162000000.0,,,,,,,,,,,,,,,,,,,,,,162000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48404000.0,,,,,,,,,,0.09,,,,,,,,,,,,,,,180100000.0,,,,,48404000.0,,,,,,,,,,,,,,,180100000.0,,,,,,,,,,,,,,,,,,,,,,180100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,,,,,123700000.0,,127500000.0,188700000.0,,,404200000.0,,99000000.0,,,226500000.0,,123700000.0,,17500000.0,,85300000.0,49600000.0,500700000.0,15100000.0,2400000.0,27600000.0,62300000.0,,,0.0,49285714.0,404200000.0,,215500000.0,0.0,,,,,,,,177700000.0,,226500000.0,,,,,,103000000.0,,22000000.0,,17100000.0,9100000.0,,2600000.0,,188700000.0,24700000.0,,,49285714.0,,85300000.0,,,50500000.0,,17100000.0,,,147900000.0,,,,,,,0.0,27600000.0,99000000.0,127500000.0,78900000.0,17500000.0,,,,,,,,2600000.0,0.56,96600000.0,,,177700000.0,,2600000.0,0.0,2600000.0,,,15100000.0,,,,50500000.0,215500000.0,-2900000.0,,,243100000.0,,2400000.0,,141700000.0,,,,-466800000.0,,,27600000.0,,,,,,24700000.0,,,158300000.0,,,243100000.0,,,,,192200000.0,,-95200000.0,0.0,,,0.56,,96600000.0,,,721300000.0,,,,9800000.0,,,,,,147900000.0,-466800000.0,,,,,103000000.0,,,,-95200000.0,,220600000.0,,,,,,,,,,,,,,,,,,,,
