,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualBasicAverageShares,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyOperatingIncome,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualCurrentDeferredRevenue,quarterlyOtherNonCashItems,annualCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualChangeInAccountPayable,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,annualInterestExpense,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyEbitda,annualAccumulatedDepreciation,quarterlyStockBasedCompensation,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualBasicEPS,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualChangeInWorkingCapital,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,annualDilutedAverageShares,annualCommonStockIssuance,annualFreeCashFlow,annualNetIncome,annualRetainedEarnings,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyBasicEPS,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualOtherCurrentAssets,annualCostOfRevenue,annualBeginningCashPosition,annualLongTermDebt,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualCurrentDebt,quarterlyRepaymentOfDebt,annualTaxProvision,annualTotalAssets,trailingTaxProvision,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,annualDilutedEPS,annualOtherNonCashItems,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCurrentDebt,annualPurchaseOfBusiness,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,trailingChangeInInventory,trailingStockBasedCompensation,annualSaleOfInvestment,annualDepreciationAndAmortization,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualIncomeTaxPayable,annualStockBasedCompensation,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,trailingPretaxIncome,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,annualOtherIntangibleAssets,annualGrossProfit,annualCurrentLiabilities,annualInventory,quarterlyNetPPE,quarterlyPretaxIncome,annualNetPPE,annualEbitda,annualOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlyOtherShortTermInvestments,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,annualCashCashEquivalentsAndMarketableSecurities,annualGoodwill,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,trailingChangeInWorkingCapital,trailingGrossProfit,annualRepaymentOfDebt,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOperatingIncome,trailingDeferredIncomeTax,trailingOtherIncomeExpense,trailingTotalRevenue,annualPretaxIncome,quarterlyDilutedEPS,annualInvestingCashFlow,annualEndCashPosition,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,trailingChangeInCashSupplementalAsReported,trailingRepaymentOfDebt,annualOtherIncomeExpense,annualOperatingIncome,quarterlyBeginningCashPosition,annualGrossPPE,annualAccountsPayable,trailingInvestingCashFlow,trailingCapitalExpenditure,quarterlyCapitalStock,annualNonCurrentDeferredRevenue,trailingCashDividendsPaid,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
504835200,,,,,,93800000.0,,,,93800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21875000.0,,,,93800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,4800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21875000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512611200,,,,,,93800000.0,,,,93800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21875000.0,,,,93800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,4800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21875000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520473600,,,,,,93800000.0,,,,93800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21875000.0,,,,93800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,4800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21875000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528422400,19100000.0,4500000.0,21954023.0,,,93800000.0,,,,-244600000.0,,,,,,,,,,130000000.0,21200000.0,,,85500000.0,54000000.0,,,,,,,4400000.0,,113100000.0,76000000.0,85500000.0,,,,47900000.0,,,-244600000.0,-22700000.0,,,,0.87,,5100000.0,,,51000000.0,,,54000000.0,19100000.0,,130000000.0,,,21954023.0,,0.0,19100000.0,47900000.0,,,,,47900000.0,27100000.0,317200000.0,0.0,47900000.0,,-100000.0,,4700000.0,21000000.0,,13600000.0,181000000.0,,15000000.0,27100000.0,95500000.0,0.87,,,,21000000.0,,51000000.0,,,,,,,,6200000.0,,,,32300000.0,,,5100000.0,,,-22700000.0,,6200000.0,,,,,,,,,,,58000000.0,76000000.0,32300000.0,90400000.0,,90400000.0,43000000.0,0.0,,55000000.0,,-100000.0,,,55000000.0,,4500000.0,,181000000.0,,,95500000.0,,,,375200000.0,,,4500000.0,4500000.0,,,,,32700000.0,,0.0,0.0,,,,,,,,,,,300000.0,36800000.0,,113100000.0,,,,,,,,,,,,,,,,,,,,,
536371200,,,,,,106000000.0,,,,106000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22167000.0,,,,106000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,6800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22167000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544147200,,,,,,105800000.0,,,,105800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22589000.0,,,,105800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22589000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552009600,,,,,,105100000.0,,,,105100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22589000.0,,,,105100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22589000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559958400,10300000.0,3400000.0,22391304.0,,,104900000.0,,,,-295900000.0,,,,,,,,,,181200000.0,30900000.0,,,112500000.0,68800000.0,,,,,,,4600000.0,,161200000.0,112400000.0,112500000.0,,,,17700000.0,,,-295900000.0,-31000000.0,,,,0.46,,6400000.0,,,67900000.0,,,68800000.0,10300000.0,,181200000.0,,,22391304.0,,0.0,10300000.0,17700000.0,,,,,61300000.0,45700000.0,369900000.0,0.0,61300000.0,,-200000.0,,200000.0,51800000.0,,7800000.0,249100000.0,,22400000.0,45700000.0,136600000.0,0.46,,,,51800000.0,,67900000.0,,,,,,,,7700000.0,,,,40100000.0,,,6400000.0,,,-31000000.0,,7700000.0,,,,,,,,,,,51800000.0,112400000.0,40100000.0,130200000.0,,130200000.0,29400000.0,0.0,,60600000.0,,-200000.0,,,60600000.0,,3400000.0,,249100000.0,,,136600000.0,,,,421700000.0,,,3400000.0,3400000.0,,,,,18100000.0,,0.0,0.0,,,,,,,,,,,1900000.0,20900000.0,,161200000.0,,,,,,,,,,,,,,,,,,,,,
567907200,,,,,,98500000.0,,,,98500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22589000.0,,,,98500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23,,,,,,,,,,-5300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22589000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575769600,,,,,,119900000.0,,,,119900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22589000.0,,,,119900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,-0.32,,,,,,,,,,-7300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22589000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583632000,,,,,,132500000.0,,,,132500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22589000.0,,,,132500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,1300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22589000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591580800,-7900000.0,5100000.0,23235294.0,,,155500000.0,,,,-352000000.0,,,,,,,,,,223000000.0,44800000.0,,,128800000.0,123200000.0,,,,,,,13400000.0,,191900000.0,99800000.0,128800000.0,,,,18100000.0,,,-352000000.0,-42300000.0,,,,-0.34,,12800000.0,,,68200000.0,,,123200000.0,-7900000.0,,223000000.0,,,23235294.0,,0.0,-7900000.0,18100000.0,,,,,112700000.0,32900000.0,462700000.0,0.0,112700000.0,,0.0,,3500000.0,42100000.0,,-3900000.0,291200000.0,,33400000.0,32900000.0,162400000.0,-0.34,,,,42100000.0,,68200000.0,,,,,,,,10500000.0,,,,57600000.0,,,12800000.0,,,-42300000.0,,10500000.0,,,,,,,,,,,43700000.0,99800000.0,57600000.0,149600000.0,,149600000.0,10300000.0,0.0,,57700000.0,,0.0,,,57700000.0,,5100000.0,,291200000.0,,,162400000.0,,,,506400000.0,,,5100000.0,5100000.0,,,,,-11800000.0,,0.0,0.0,,,,,,,,,,,2700000.0,-1100000.0,,191900000.0,,,,,,,,,,,,,,,,,,,,,
599529600,,,,,,149900000.0,,,,149900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22589000.0,,,,149900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22589000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607305600,,,,,,158000000.0,,,,158000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22589000.0,,,,158000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,1600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22589000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615168000,,,,,,176200000.0,,,,176200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22589000.0,,,,176200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,13600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22589000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623116800,20300000.0,10300000.0,22555556.0,,,177000000.0,,,,-438300000.0,,,,,,,,,,204000000.0,51100000.0,,,116400000.0,147900000.0,,,,,,,16600000.0,,219300000.0,56100000.0,116400000.0,,,,37000000.0,,,-438300000.0,-55000000.0,,,,0.9,,10400000.0,,,87100000.0,,,147900000.0,20300000.0,,204000000.0,,,22555556.0,,0.0,20300000.0,37000000.0,,,,,109400000.0,2000000.0,564200000.0,0.0,109400000.0,,0.0,,4300000.0,9500000.0,,10700000.0,291100000.0,,37600000.0,2000000.0,174700000.0,0.9,,,,9500000.0,,87100000.0,,,,,,,,38500000.0,,,,69900000.0,,,10400000.0,,,-55000000.0,,38500000.0,,,,,,,,,,,96900000.0,56100000.0,69900000.0,164300000.0,,164300000.0,59300000.0,0.0,,46600000.0,,0.0,,,46600000.0,,10300000.0,,291100000.0,,,174700000.0,,,,661100000.0,,,10300000.0,10300000.0,,,,,31000000.0,,0.0,0.0,,,,,,,,,,,1800000.0,45800000.0,,219300000.0,,,,,,,,,,,,,,,,,,,,,
631065600,,,,,,162700000.0,,,,162700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22589000.0,,,,162700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22589000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
