,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualBasicAverageShares,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyOperatingIncome,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualCurrentDeferredRevenue,quarterlyOtherNonCashItems,annualCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualChangeInAccountPayable,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,annualInterestExpense,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyEbitda,annualAccumulatedDepreciation,quarterlyStockBasedCompensation,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualBasicEPS,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualChangeInWorkingCapital,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,annualDilutedAverageShares,annualCommonStockIssuance,annualFreeCashFlow,annualNetIncome,annualRetainedEarnings,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyBasicEPS,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualOtherCurrentAssets,annualCostOfRevenue,annualBeginningCashPosition,annualLongTermDebt,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualCurrentDebt,quarterlyRepaymentOfDebt,annualTaxProvision,annualTotalAssets,trailingTaxProvision,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,annualDilutedEPS,annualOtherNonCashItems,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCurrentDebt,annualPurchaseOfBusiness,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,trailingChangeInInventory,trailingStockBasedCompensation,annualSaleOfInvestment,annualDepreciationAndAmortization,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualIncomeTaxPayable,annualStockBasedCompensation,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,trailingPretaxIncome,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,annualOtherIntangibleAssets,annualGrossProfit,annualCurrentLiabilities,annualInventory,quarterlyNetPPE,quarterlyPretaxIncome,annualNetPPE,annualEbitda,annualOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlyOtherShortTermInvestments,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,annualCashCashEquivalentsAndMarketableSecurities,annualGoodwill,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,trailingChangeInWorkingCapital,trailingGrossProfit,annualRepaymentOfDebt,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOperatingIncome,trailingDeferredIncomeTax,trailingOtherIncomeExpense,trailingTotalRevenue,annualPretaxIncome,quarterlyDilutedEPS,annualInvestingCashFlow,annualEndCashPosition,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,trailingChangeInCashSupplementalAsReported,trailingRepaymentOfDebt,annualOtherIncomeExpense,annualOperatingIncome,quarterlyBeginningCashPosition,annualGrossPPE,annualAccountsPayable,trailingInvestingCashFlow,trailingCapitalExpenditure,quarterlyCapitalStock,annualNonCurrentDeferredRevenue,trailingCashDividendsPaid,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
1388448000,549713000.0,508206000.0,258826000.0,-96902000.0,,2047285000.0,102333000.0,2764000.0,0.0,158897000.0,-108825000.0,,207924000.0,508206000.0,143351000.0,-20270000.0,283355000.0,-116223000.0,,1679800000.0,180915000.0,,114000.0,1928982000.0,596402000.0,,49625000.0,7235000.0,,0.0,-4999000.0,87006000.0,,2769603000.0,1083398000.0,1928982000.0,96902000.0,,259466000.0,-120156000.0,,,199158000.0,-1617792000.0,930000.0,,,2.12,,40163000.0,169714000.0,,1489818000.0,1839361000.0,283355000.0,596402000.0,549555000.0,,1679800000.0,0.0,379066000.0,259241000.0,0.0,762310000.0,549555000.0,-120156000.0,49027000.0,103254000.0,0.55,,501999000.0,7033000.0,7565709000.0,68180000.0,501999000.0,,80459000.0,49027000.0,143670000.0,410234000.0,-295000.0,24227000.0,3172402000.0,,180915000.0,7033000.0,1243420000.0,2.12,456000.0,,-39930000.0,410234000.0,,1489818000.0,7475000.0,7770000.0,18807000.0,,,0.0,150523000.0,13944000.0,142675000.0,0.0,3345000.0,808832000.0,2960000.0,143351000.0,40163000.0,0.0,,-1617792000.0,258826000.0,13944000.0,2590000.0,,379066000.0,177890000.0,281817000.0,,,,11000.0,32525000.0,845439000.0,1083398000.0,808832000.0,1151811000.0,143681000.0,1151811000.0,811469000.0,878533000.0,0.0,1729000.0,241887000.0,80459000.0,96902000.0,0.0,1729000.0,32693000.0,605108000.0,,3172402000.0,32525000.0,440026000.0,1243420000.0,,,-758578000.0,8411148000.0,-45735000.0,-96902000.0,605108000.0,508206000.0,,,,,573940000.0,0.55,-181788000.0,508206000.0,0.0,-250214000.0,,,,36670000.0,-45735000.0,374294000.0,,,-5703000.0,664524000.0,330316000.0,2769603000.0,374294000.0,,,2590000.0,,,,,,,,,,,,,,,,,
1396224000,,,,-37000000.0,,2018065000.0,56660000.0,,,169905000.0,13701000.0,,215106000.0,514975000.0,98117000.0,5833000.0,,,,1484428000.0,,,114000.0,,,,,,,,,,,2811656000.0,884471000.0,1823950000.0,,,259446000.0,-22039000.0,,,207932000.0,,1022000.0,,,,,,,,1583135000.0,1802959000.0,180988000.0,599957000.0,,,,0.0,369503000.0,,,,,,45201000.0,14310000.0,0.38,,502077000.0,,,,,,87428000.0,45201000.0,98187000.0,,-204913000.0,,,,,5849000.0,,,,,-47760000.0,251457000.0,,,-204913000.0,0.0,19473000.0,,,,,,,,,793516000.0,-1044000.0,98117000.0,33895000.0,,,-1646222000.0,258923000.0,10452000.0,,,,6769000.0,195701000.0,,,,52012000.0,,,,,1165434000.0,150199000.0,,,,,6638000.0,147941000.0,,37005000.0,,,2145000.0,,,3070417000.0,31089000.0,,1246467000.0,,,,,,,551980000.0,514975000.0,,,,,,0.38,,,96950000.0,,,,,38260000.0,-51557000.0,339977000.0,,,,,508206000.0,,,,,2590000.0,,,,,,,,,,,,,,,,,
1404086400,,,,0.0,,2186816000.0,73656000.0,,,300868000.0,-3208000.0,,349475000.0,527412000.0,190360000.0,19085000.0,,,,1411926000.0,,,114000.0,,,,,,,120846000.0,,,,2827764000.0,819682000.0,1863695000.0,,,259574000.0,168321000.0,,,304234000.0,,1355000.0,,,,,,,,1771228000.0,1837341000.0,290859000.0,592244000.0,,,,0.0,409242000.0,,,,,,48607000.0,-42567000.0,0.73,,502039000.0,,,,,,90205000.0,48607000.0,190445000.0,,-205252000.0,,,,,5415000.0,,,,,-43054000.0,257000.0,,,-204920000.0,332000.0,14562000.0,,,,,,,,,837333000.0,2374000.0,190360000.0,31664000.0,,,-1653896000.0,258977000.0,0.0,,,,12437000.0,220490000.0,,,,99227000.0,,,,,1173868000.0,289672000.0,,,,,8562000.0,177436000.0,,0.0,,,-31847000.0,,,3186425000.0,29654000.0,,1322730000.0,,,,,,,527412000.0,527412000.0,,,,,,0.73,,,37000000.0,,,,,38261000.0,-55179000.0,392098000.0,,,,,514975000.0,,,,,2590000.0,,,,,,,,,,,,,,,,,
1412035200,,,,-18100000.0,,2268048000.0,83266000.0,,,405636000.0,-36470000.0,,450265000.0,868597000.0,255984000.0,11768000.0,,,,1474989000.0,,,114000.0,,,,,,,176153000.0,,,,2865239000.0,884384000.0,2181170000.0,,,259522000.0,424305000.0,,0.0,437087000.0,,1127000.0,,,,,,,,2027703000.0,1817783000.0,307153000.0,590605000.0,,,,0.0,413642000.0,,,,,,44629000.0,17918000.0,0.99,,502115000.0,,,,,,88490000.0,44629000.0,255803000.0,,-34000.0,,,,,1419000.0,,,,,-40535000.0,260000.0,,,-34000.0,0.0,11372000.0,,,,,,,,,817892000.0,-5939000.0,255984000.0,30766000.0,,,-1684825000.0,258999000.0,0.0,,,,341185000.0,386217000.0,,,,133693000.0,,,,,1180414000.0,389496000.0,,,,0.0,6362000.0,345682000.0,,0.0,,,-6083000.0,,,3505782000.0,28219000.0,,1324612000.0,,,,,,,868597000.0,868597000.0,,,,,,0.99,,,18100000.0,,,,,36219000.0,-55815000.0,385748000.0,,,,,527412000.0,,,,,2590000.0,,,,,,,,,,,,,,,,,
1419984000,711438000.0,576143000.0,258974000.0,0.0,,2110436000.0,-136988000.0,4307000.0,,328992000.0,-37408000.0,,379149000.0,576143000.0,167187000.0,8147000.0,165701000.0,-171443000.0,,922262000.0,188594000.0,,1901000.0,1885079000.0,177404000.0,,44833000.0,-9526000.0,,3068000.0,78943000.0,82097000.0,,2873069000.0,744858000.0,1885079000.0,0.0,,,591492000.0,,158562000.0,352798000.0,-1690274000.0,1424000.0,,,2.75,,24406000.0,76594000.0,,2193895000.0,1731287000.0,165701000.0,177404000.0,711648000.0,,922262000.0,0.0,376518000.0,259471000.0,332000.0,895249000.0,711648000.0,591492000.0,50157000.0,20977000.0,,,3980000.0,1419000.0,7189370000.0,508206000.0,3980000.0,,97208000.0,50157000.0,167003000.0,47582000.0,-500035000.0,390953000.0,3119063000.0,,188594000.0,1419000.0,1233984000.0,2.74,2243000.0,,-40094000.0,47582000.0,,2193895000.0,-495728000.0,4307000.0,36690000.0,,,152050000.0,155824000.0,76216000.0,10638000.0,3068000.0,4928000.0,790305000.0,-21130000.0,167187000.0,24406000.0,,,-1690274000.0,,76216000.0,2590000.0,,376518000.0,-292454000.0,264284000.0,,,,106021000.0,26783000.0,1393995000.0,744858000.0,790305000.0,1182795000.0,273024000.0,1182795000.0,1340312000.0,1066692000.0,0.0,22683000.0,224190000.0,97208000.0,0.0,0.0,22683000.0,26259000.0,576143000.0,,3119063000.0,26783000.0,67937000.0,1233984000.0,,,-910234000.0,8583365000.0,-62541000.0,-55100000.0,576143000.0,576143000.0,,,,,1102391000.0,,-63385000.0,576143000.0,0.0,-905595000.0,,,,43084000.0,-62541000.0,351969000.0,,,-25739000.0,1205401000.0,868597000.0,2873069000.0,351969000.0,,,2590000.0,,,,,,,,,,,,,,,,,
1427760000,,,,0.0,,2052919000.0,46159000.0,,,327613000.0,-31724000.0,,377120000.0,478037000.0,204215000.0,-28702000.0,,,,2082813000.0,,,797000.0,,,,,,,41475000.0,,,,2902676000.0,756189000.0,1753636000.0,,-1498470000.0,259929000.0,-702763000.0,,-2408000.0,356694000.0,,797000.0,,,,,,,,906183000.0,1675799000.0,173499000.0,1326624000.0,,,,0.0,361820000.0,,,,,,49507000.0,-2313000.0,0.79,,1150441000.0,,,,,,102275000.0,49507000.0,204193000.0,,-533669000.0,,,,,1419000.0,,,,,-32591000.0,41224000.0,,,-353167000.0,-1028000.0,4855000.0,,,,,,,,,788722000.0,-8561000.0,204215000.0,31488000.0,,,-1721268000.0,259653000.0,73908000.0,,,,-98106000.0,296086000.0,,,,111494000.0,,,,,1181408000.0,315687000.0,,,,,4522000.0,263495000.0,,,,,13289000.0,,,2991880000.0,25348000.0,,1238244000.0,,,,,,,478037000.0,478037000.0,,,,,,0.79,,,0.0,,,,,36152000.0,-64629000.0,370815000.0,,,,,576143000.0,,,,,2597000.0,,,,,,,,,,,,,,,,,
1435622400,,,,0.0,,2053876000.0,21088000.0,,,383186000.0,-53855000.0,,432020000.0,574194000.0,241489000.0,82662000.0,,,,1987288000.0,,,471000.0,,,,,,,22902000.0,,,,2896416000.0,818565000.0,1903719000.0,,0.0,259897000.0,-461274000.0,,-2373000.0,421160000.0,,471000.0,,,,,,,,1156934000.0,1621856000.0,187148000.0,1168723000.0,,,,0.0,341883000.0,,,,,,48834000.0,5505000.0,0.93,,1000420000.0,,,,,,87467000.0,48834000.0,241624000.0,,-150036000.0,,,,,6580000.0,,,,,-55103000.0,37069000.0,,,-151306000.0,-1270000.0,11514000.0,,,,,,,,,787113000.0,-2221000.0,241489000.0,30489000.0,,,-1707295000.0,259685000.0,80836000.0,,,,96157000.0,292017000.0,,,,129104000.0,,,,,1189121000.0,370728000.0,,,,,21205000.0,236914000.0,,,,,21725000.0,,,3147241000.0,23912000.0,,1243522000.0,,,,,,,574194000.0,574194000.0,,,,,,0.93,,,0.0,,,,,38918000.0,-55838000.0,432405000.0,,,,,478037000.0,,,,,2597000.0,,,,,,,,,,,,,,,,,
1443571200,,,,0.0,,2112529000.0,99756000.0,,,231924000.0,-404248000.0,,284544000.0,396719000.0,137062000.0,38199000.0,,,,2099190000.0,,,864000.0,,,,,,,20874000.0,,,,3079846000.0,906099000.0,1756198000.0,,0.0,259503000.0,-324400000.0,,-2433000.0,262164000.0,,864000.0,,,,,,,,1239616000.0,1827985000.0,194234000.0,1193091000.0,,174431000.0,,-373532000.0,359267000.0,,,,,,52620000.0,13970000.0,0.53,,1000398000.0,,,,,,103104000.0,52620000.0,137095000.0,,-37000.0,,,,,6555000.0,,,,,-42154000.0,43782000.0,,,-41438000.0,-2190000.0,10501000.0,,,,,,,,,841273000.0,-11494000.0,137062000.0,31813000.0,,,-1732607000.0,259280000.0,89589000.0,,,,-177475000.0,268211000.0,,,,73153000.0,,,,,1347239000.0,210248000.0,,,,0.0,11337000.0,226057000.0,,,,,5680000.0,,,3341858000.0,32177000.0,,1585660000.0,,,,,,,396719000.0,396719000.0,,,,,,0.53,,,0.0,,,,,41415000.0,-66002000.0,490557000.0,,,,,574194000.0,,,,,2597000.0,,,,,,,,,,,,,,,,,
1451520000,645962000.0,439638000.0,258442000.0,0.0,,1960780000.0,-22040000.0,-5890000.0,,107773000.0,-44859000.0,,160693000.0,439638000.0,63148000.0,-30277000.0,314966000.0,-175764000.0,,2056633000.0,203881000.0,,843000.0,1746224000.0,1209673000.0,,61882000.0,61294000.0,,13228000.0,29512000.0,37548000.0,,3100144000.0,846960000.0,1746224000.0,0.0,0.0,255478000.0,-261252000.0,-54153000.0,36726000.0,106773000.0,-1747615000.0,843000.0,-99233000.0,,2.5,,15672000.0,144963000.0,,1258856000.0,1800087000.0,314966000.0,1209673000.0,645914000.0,156565000.0,2056633000.0,0.0,351662000.0,258676000.0,0.0,801064000.0,645914000.0,-261252000.0,52920000.0,39916000.0,0.25,,985509000.0,6555000.0,6925727000.0,576143000.0,985509000.0,-1498470000.0,92282000.0,52920000.0,63050000.0,28812000.0,-38000.0,346796000.0,3318443000.0,,203881000.0,6555000.0,1572219000.0,2.5,7788000.0,,-45916000.0,28812000.0,-373532000.0,1258856000.0,-32736000.0,-1402000.0,10678000.0,,,0.0,158975000.0,131882000.0,57078000.0,13228000.0,2975000.0,801357000.0,-1587000.0,63148000.0,15672000.0,,,-1747615000.0,255216000.0,131882000.0,2597000.0,,351662000.0,42919000.0,120514000.0,,,0.0,33045000.0,47453000.0,1254377000.0,846960000.0,801357000.0,1352529000.0,96095000.0,1352529000.0,1189281000.0,976828000.0,0.0,5436000.0,74598000.0,92282000.0,0.0,0.0,5436000.0,20600000.0,439638000.0,156565000.0,3318443000.0,47453000.0,-136505000.0,1572219000.0,,,-683780000.0,8180104000.0,-58930000.0,0.0,439638000.0,439638000.0,,,,,992758000.0,0.25,-534686000.0,439638000.0,0.0,-578647000.0,,,,42490000.0,-58930000.0,489954000.0,,,-23863000.0,1050496000.0,396719000.0,3100144000.0,489954000.0,,,2597000.0,,,,,,,,,,,,,,,,,
1459382400,,,,,,1962937000.0,16925000.0,,,188774000.0,-36464000.0,,237562000.0,574888000.0,118371000.0,-55990000.0,,,,2015561000.0,,,880000.0,,,,,,,20810000.0,,,,3133344000.0,795330000.0,1813842000.0,,0.0,255147000.0,-142881000.0,-2657000.0,-215000.0,235039000.0,,880000.0,,,,,,,,1368595000.0,1725375000.0,194972000.0,1220231000.0,,161578000.0,,0.0,340080000.0,,,,,,48788000.0,22829000.0,0.46,,986400000.0,,,,,,101076000.0,48788000.0,118011000.0,,-16055000.0,,,,,6555000.0,,,,,-37074000.0,80309000.0,,,-6149000.0,3678000.0,12033000.0,,,,,,,,,778528000.0,3181000.0,118371000.0,15982000.0,,,-1782454000.0,254807000.0,132755000.0,,,,135250000.0,177863000.0,,,,62604000.0,,,,,1350890000.0,180615000.0,,,,,4866000.0,140789000.0,,,,,-1894000.0,,,3386750000.0,44458000.0,,1572908000.0,,,,,,,574888000.0,574888000.0,,,,,,0.46,,,,,,,,42391000.0,-65785000.0,411204000.0,,,,,439638000.0,,,,,2597000.0,,,,,,,,,,,,,,,,,
1467244800,,,,,,2028315000.0,-82091000.0,,,236611000.0,-49417000.0,,286131000.0,41047000.0,152886000.0,32962000.0,,,,2189257000.0,,,989000.0,,,,,,,38771000.0,,,,3213456000.0,824622000.0,1408991000.0,,-699915000.0,254944000.0,-689910000.0,-4671000.0,-485000.0,289280000.0,,989000.0,,,,,,,,815943000.0,1742184000.0,198537000.0,1364635000.0,,125607000.0,,0.0,335062000.0,,,,,,49520000.0,-54037000.0,0.6,,1117979000.0,,,,,,101780000.0,49520000.0,153042000.0,,-269321000.0,,,,,6549000.0,,,,,-56904000.0,55483000.0,,,-595545000.0,-680000.0,11548000.0,,,,,,,,,832565000.0,5694000.0,152886000.0,15954000.0,,,-1798561000.0,254554000.0,144876000.0,,,,-533841000.0,111121000.0,,,,78398000.0,,,,,1414895000.0,231440000.0,,,,,20038000.0,54217000.0,,,,,8504000.0,,,3007950000.0,42503000.0,,1598959000.0,,,,,,,41047000.0,41047000.0,,,,,,0.6,,,,,,,,46292000.0,-67726000.0,411359000.0,,,,,574888000.0,,,,,2597000.0,,,,,,,,,,,,,,,,,
1475193600,,,,,,2031721000.0,95242000.0,,,164101000.0,-77243000.0,,210217000.0,85994000.0,98657000.0,15216000.0,,,,2085482000.0,,,3535000.0,,,,,,,43258000.0,,,,3271589000.0,844329000.0,1369895000.0,,0.0,254920000.0,-591253000.0,-13078000.0,-585000.0,207318000.0,,3535000.0,,,,,,,,906935000.0,1821504000.0,188693000.0,1241153000.0,,125607000.0,,0.0,339256000.0,,,,,,46116000.0,35756000.0,0.39,,1004840000.0,,,,,,91890000.0,46116000.0,98527000.0,,-278312000.0,,,,,6049000.0,,,,,-79462000.0,67881000.0,,,-119935000.0,7252000.0,11959000.0,,,,,,,,,796808000.0,-2680000.0,98657000.0,15887000.0,,,-1821237000.0,254460000.0,144423000.0,,,,44947000.0,242125000.0,,,,51060000.0,,,,,1450352000.0,149587000.0,,,,,13313000.0,162663000.0,,,,,-9249000.0,,,3002289000.0,40548000.0,,1632394000.0,,,,,,,85994000.0,85994000.0,,,,,,0.39,,,,,,,,45772000.0,-65848000.0,431886000.0,,,,,41047000.0,,,,,2597000.0,,,,,,,,,,,,,,,,,
1483142400,439729000.0,120328000.0,253669000.0,,,1908150000.0,108903000.0,10249000.0,,125093000.0,-98538000.0,,180450000.0,120328000.0,70618000.0,46239000.0,290699000.0,-272467000.0,,2111471000.0,199781000.0,,698000.0,1322368000.0,1243170000.0,,38427000.0,35617000.0,,20990000.0,-3424000.0,45921000.0,,3354504000.0,868301000.0,1322368000.0,,0.0,251395000.0,-520635000.0,-97551000.0,-2139000.0,121374000.0,-1848564000.0,698000.0,-117957000.0,,1.74,,15710000.0,138979000.0,,887344000.0,1727700000.0,290699000.0,1243170000.0,440532000.0,125607000.0,2111471000.0,0.0,321083000.0,254126000.0,,483016000.0,440532000.0,-520635000.0,55357000.0,-16453000.0,0.28,,1011858000.0,5259000.0,7016763000.0,439638000.0,1011858000.0,-699915000.0,88661000.0,55357000.0,70149000.0,94000.0,-58534000.0,232906000.0,3008218000.0,,199781000.0,5259000.0,1685850000.0,1.73,6892000.0,,-99027000.0,94000.0,0.0,887344000.0,-91502000.0,-1000.0,10381000.0,,,0.0,180515000.0,142651000.0,-11905000.0,20990000.0,6102000.0,813262000.0,-3942000.0,70618000.0,15710000.0,,,-1848564000.0,250853000.0,142651000.0,2597000.0,,321083000.0,34334000.0,224374000.0,,,,40844000.0,38593000.0,914360000.0,868301000.0,813262000.0,1505940000.0,110993000.0,1505940000.0,899071000.0,755483000.0,,6827000.0,125347000.0,88661000.0,,0.0,6827000.0,38256000.0,120328000.0,125607000.0,3008218000.0,38593000.0,-319310000.0,1685850000.0,,,-622222000.0,7931123000.0,-64243000.0,0.0,120328000.0,120328000.0,,,,,672635000.0,0.28,-261662000.0,120328000.0,,-813131000.0,,,,46060000.0,-64243000.0,556518000.0,,,2253000.0,714579000.0,85994000.0,3354504000.0,556518000.0,,,2597000.0,,,,,,,,,,,,,,,,,
1490918400,,,,,,2020492000.0,-100452000.0,,,152352000.0,-474004000.0,,215205000.0,35177000.0,93921000.0,-18072000.0,,,,2510994000.0,,,1460000.0,,,,,,,50993000.0,,,,3598809000.0,916793000.0,1419335000.0,,,248926000.0,-426714000.0,-14641000.0,13330000.0,205140000.0,,1460000.0,,,,,,,,969406000.0,1805287000.0,188169000.0,1594201000.0,,222778000.0,,0.0,356385000.0,,,,,,62853000.0,-54448000.0,0.38,,1346990000.0,,,,,,88717000.0,62853000.0,94463000.0,,-330772000.0,,,,,5015000.0,,,,,-114487000.0,78586000.0,,,322420000.0,5038000.0,12386000.0,,,,,,,,,924169000.0,2096000.0,93921000.0,16509000.0,,,-1888966000.0,248692000.0,158494000.0,,,,-90130000.0,61454000.0,,,-359698000.0,47901000.0,,,,,1709843000.0,142364000.0,,,,,4839000.0,-53033000.0,,,,,-33681000.0,,,3490345000.0,121880000.0,,2071010000.0,,,,,,,30762000.0,30762000.0,,,,,,0.38,,,,,,,,50390000.0,-62921000.0,483717000.0,,,,,125307000.0,,,,,2602000.0,,,,,,,,,,,,,,,,,
1498780800,,,,,,2251604000.0,-56842000.0,,,363751000.0,-58378000.0,,425387000.0,324285000.0,233641000.0,-16493000.0,,,,2646905000.0,,,487000.0,,,,,,,93910000.0,,,,3626007000.0,982177000.0,1788271000.0,,,248973000.0,-193073000.0,0.0,13574000.0,420507000.0,,487000.0,,,,,,,,1199720000.0,1826217000.0,205174000.0,1664728000.0,,175444000.0,,0.0,398269000.0,,,,,,61636000.0,-43409000.0,0.94,,1404264000.0,,,,,,89422000.0,61636000.0,234073000.0,,-255284000.0,,,,,5542000.0,,,,,-59663000.0,87062000.0,,,92806000.0,-2777000.0,15935000.0,,,,,,,,,967577000.0,-1569000.0,233641000.0,17484000.0,,,-1904059000.0,248753000.0,171042000.0,,,,289108000.0,254680000.0,,,0.0,113218000.0,,,,,1721948000.0,347291000.0,,,,,11922000.0,195017000.0,,,,,-40003000.0,,,3857002000.0,153855000.0,,2068731000.0,,,,,,,303937000.0,303937000.0,,,,,,0.94,,,,,,,,57281000.0,-66735000.0,461574000.0,,,,,35177000.0,,,,,2602000.0,,,,,,,,,,,,,,,,,
1506729600,,,,,,2793885000.0,-52497000.0,,,376393000.0,-381917000.0,,478584000.0,406630000.0,232680000.0,-1540000.0,,,,4353049000.0,,,1920000.0,,,,,,,191432000.0,,,,4590433000.0,1420338000.0,2350656000.0,,0.0,248988000.0,39606000.0,0.0,-1136000.0,473299000.0,,507000.0,,,,,,,,1700319000.0,2315301000.0,243755000.0,2932711000.0,,995582000.0,,0.0,613953000.0,,,,,,102191000.0,-51949000.0,0.94,,2548575000.0,,,,,,98098000.0,102191000.0,238313000.0,,-23622000.0,,,,,2777000.0,,,,,-84214000.0,139000000.0,,,-25395000.0,-1773000.0,24636000.0,,,,,,,,,1196201000.0,-2176000.0,238773000.0,20007000.0,,,-2514086000.0,248753000.0,286038000.0,,,,-89871000.0,302357000.0,,,-298822000.0,113396000.0,,,,,2076347000.0,351709000.0,,,,,4170000.0,218143000.0,,,,,-72793000.0,,,6063285000.0,620693000.0,,3712629000.0,,,,,,,401789000.0,401789000.0,,,,,,0.93,,,,,,,,96954000.0,-36517000.0,660339000.0,,,,,324285000.0,,,,,2602000.0,,,,,,,,,,,,,,,,,
