,trailingChangeInAccountPayable,annualOtherCurrentAssets,trailingResearchAndDevelopment,trailingOperatingIncome,annualCostOfRevenue,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualAccountsPayable,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,trailingTotalRevenue,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentDebt,annualEndCashPosition,annualTaxProvision,quarterlyCurrentAssets,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualOtherShortTermInvestments,quarterlyRetainedEarnings,trailingEndCashPosition,trailingTaxProvision,quarterlyDepreciationAndAmortization,quarterlyEbitda,quarterlyBasicEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockBasedCompensation,annualOperatingIncome,annualChangeInWorkingCapital,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyChangeInWorkingCapital,annualInvestmentsAndAdvances,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyDilutedAverageShares,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,annualNetIncome,annualBasicEPS,annualOperatingExpense,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,annualPurchaseOfInvestment,trailingInvestingCashFlow,quarterlyOperatingCashFlow,annualChangesInAccountReceivables,quarterlyChangeInCashSupplementalAsReported,annualPretaxIncome,trailingBeginningCashPosition,annualInterestExpense,annualInvestingCashFlow,quarterlySaleOfInvestment,quarterlyGrossPPE,trailingInterestExpense,annualAccumulatedDepreciation,trailingNetIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingPurchaseOfInvestment,trailingOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,trailingCapitalExpenditure,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualNetOtherFinancingCharges,annualStockBasedCompensation,annualGoodwill,annualChangeInCashSupplementalAsReported,annualDilutedEPS,trailingGrossProfit,annualCapitalExpenditure,trailingChangeInWorkingCapital,annualRepaymentOfDebt,annualTotalRevenue,annualCapitalStock,trailingOperatingCashFlow,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,trailingOtherIncomeExpense,annualDilutedAverageShares,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,annualCashCashEquivalentsAndMarketableSecurities,trailingCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,annualOtherIntangibleAssets,annualGrossProfit,quarterlyNetPPE,annualCurrentLiabilities,quarterlyPretaxIncome,annualOtherIncomeExpense,trailingRepaymentOfDebt,annualNetPPE,quarterlyBeginningCashPosition,annualTotalNonCurrentAssets,annualEbitda,quarterlyCapitalStock,trailingDepreciationAndAmortization,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,quarterlyCapitalExpenditure,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,trailingOtherNonCashItems,annualAccountsReceivable,annualBeginningCashPosition,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,annualBasicAverageShares,annualTotalAssets,quarterlyOtherCurrentAssets,annualSellingGeneralAndAdministration,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualCurrentAssets,annualOtherNonCashItems,trailingNetIncomeCommonStockholders,annualStockholdersEquity,quarterlyStockholdersEquity,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,annualSaleOfInvestment,annualDepreciationAndAmortization,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyOtherIncomeExpense,annualCommonStockIssuance,quarterlyEndCashPosition,trailingSaleOfInvestment,quarterlyChangeInAccountPayable,quarterlyNetIncome,annualCurrentAccruedExpenses,annualRetainedEarnings,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,quarterlyDilutedEPS,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,annualChangeInInventory,trailingCashDividendsPaid,trailingDilutedAverageShares,annualCashDividendsPaid,trailingBasicEPS,trailingCommonStockIssuance,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,annualDeferredIncomeTax,trailingDeferredIncomeTax,quarterlyChangeInInventory,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,annualInventory,quarterlyCashDividendsPaid,trailingChangesInAccountReceivables,quarterlyInventory,annualNonCurrentDeferredTaxesLiabilities,trailingDilutedEPS
1375228800,,,,,,,5742000.0,,57916000.0,,,,,,,,1395395000.0,,310721000.0,,-470873000.0,,,8051000.0,-24232000.0,-0.21,556511000.0,9783000.0,,,-42648000.0,,,,-441860000.0,-514000.0,,,107555000.0,-32283000.0,173375000.0,1505973000.0,-35978000.0,,110578000.0,,,,,,,867232000.0,,,-12916000.0,,218168000.0,,,,,170159000.0,111493000.0,,,,111000.0,6337000.0,,78298000.0,,173375000.0,41168000.0,,,,,,0.0,,857169000.0,,,,,,,,,,,,,,,,,437432000.0,1294601000.0,,,,-2935000.0,,,,216000.0,,,,64097000.0,,-35762000.0,,,,219264000.0,,,171000.0,,,,-29732000.0,,532517000.0,3879000.0,,-6808000.0,8488000.0,-143657000.0,19122000.0,-47396000.0,,,,12677000.0,,-35978000.0,,,,0.0,,,,,,,,638741000.0,40754000.0,,,0.0,,,66972000.0,14619000.0,-301433000.0,66801000.0,-3479000.0,,437432000.0,,1251000.0,-35978000.0,,,,99084000.0,-0.21,457849000.0,247320000.0,,,,,,,,,,,,,,,,,,,,,,,
1383177600,,,,,,,9061000.0,,70331000.0,,,,,,,,1405602000.0,,361702000.0,,-518407000.0,,,9361000.0,-31038000.0,-0.27,553081000.0,19683000.0,,,-9681000.0,,,,-499787000.0,16505000.0,,,127872000.0,-40399000.0,174385000.0,1528185000.0,-47534000.0,,122583000.0,,,,,,,914783000.0,,,7076000.0,,-253972000.0,,,,,256240000.0,129196000.0,,,,184000.0,8228000.0,,72479000.0,,174385000.0,49349000.0,,,,,,0.0,,1099235000.0,0.0,,,,,,,,,,,,,,,,183460000.0,1282695000.0,,,,-2817000.0,,,,242000.0,,,,73960000.0,,-47292000.0,,,,437432000.0,,,172000.0,,,,-16757000.0,,-776000.0,7663000.0,,-19997000.0,,-596000.0,22096000.0,-55236000.0,,,,11964000.0,,-47534000.0,,,,0.0,,,,,,,,613402000.0,48591000.0,,,0.0,,,86961000.0,17890000.0,-260304000.0,79281000.0,-6893000.0,,183460000.0,,1891000.0,-47534000.0,,,,119680000.0,-0.27,463092000.0,279290000.0,,,,,,,,,,,,,,,,,,,,,,,
1391126400,,0.0,,,176810000.0,182116000.0,10033000.0,6212000.0,83759000.0,,,3547000.0,567158000.0,,581326000.0,1678000.0,2023658000.0,,421890000.0,1305253000.0,-574389000.0,,,10714000.0,-37262000.0,-0.32,567158000.0,24969000.0,-153282000.0,94934000.0,7452000.0,-172509000.0,581326000.0,-910000.0,-359752000.0,45059000.0,,989048000.0,141866000.0,-47976000.0,175194000.0,2176265000.0,-55982000.0,-29462000.0,152607000.0,-172509000.0,-1.01,445410000.0,332682000.0,,269000.0,989048000.0,-1589240000.0,,34793000.0,-25037000.0,397866000.0,-170831000.0,,19618000.0,-682633000.0,150135000.0,138446000.0,,-60782000.0,,269000.0,6212000.0,,80883000.0,80883000.0,175194000.0,55317000.0,,138446000.0,,,,0.0,,1305253000.0,592241000.0,,,0.0,-147193000.0,61851000.0,8488000.0,497168000.0,-1.01,,-75725000.0,,-12129000.0,468938000.0,181000.0,,581326000.0,1886579000.0,46263000.0,,171297000.0,-2624000.0,1133610000.0,1886579000.0,,1085000.0,,4865000.0,292128000.0,77664000.0,421890000.0,-54897000.0,-17549000.0,,77664000.0,183460000.0,152607000.0,-118587000.0,181000.0,,,14274000.0,-27341000.0,,601049000.0,7654000.0,,-5363000.0,4865000.0,-2948000.0,45658000.0,-60782000.0,,92184000.0,84158000.0,14274000.0,468412000.0,-55982000.0,,171297000.0,2176265000.0,0.0,263294000.0,,45658000.0,2023658000.0,27292000.0,,1187217000.0,1187217000.0,50766000.0,-172509000.0,8488000.0,-1000000.0,983242000.0,34695000.0,92184000.0,17999000.0,-237958000.0,91100000.0,-6921000.0,592241000.0,581326000.0,,-2016000.0,-55982000.0,17999000.0,-574389000.0,,139076000.0,-0.32,468412000.0,332682000.0,,,,,,,,,,,,,,,,,,,,,,,
1398816000,,,,,,,10476000.0,,89230000.0,,,,,,,,2013893000.0,,487320000.0,,-633778000.0,,,12523000.0,-39560000.0,-0.32,563934000.0,28874000.0,,,11824000.0,,,,-670406000.0,29213000.0,,,159737000.0,-52083000.0,183084000.0,2206690000.0,-59389000.0,,192797000.0,,,,,,,1051254000.0,,,21697000.0,,-335325000.0,,,,,353230000.0,152994000.0,,,,481000.0,12033000.0,-5007000.0,73889000.0,,183084000.0,65171000.0,,,,,,0.0,,1619950000.0,2996000.0,,,,,,,,,,,,,,,,246001000.0,1865951000.0,,,,-2744000.0,,,,307000.0,-26317000.0,,,89125000.0,,-59082000.0,,,,581326000.0,,,182000.0,,,,-9873000.0,,-4695000.0,7708000.0,,-7013000.0,8000000.0,60000.0,47949000.0,-63869000.0,,,,14453000.0,,-59389000.0,,,,0.0,,,,,,,,1155436000.0,57419000.0,,32312000.0,1000000.0,,,99136000.0,30098000.0,-352366000.0,102318000.0,-6999000.0,,246001000.0,,-2430000.0,-59389000.0,,,,154401000.0,-0.32,473812000.0,388054000.0,,,,,,,,,,,,,,,,,,,,,,,
1406764800,,,,,,,10665000.0,,105445000.0,,,,,,,,1980810000.0,,489465000.0,,-702993000.0,,,14474000.0,-47295000.0,-0.38,566592000.0,40782000.0,,,-37420000.0,,,,-375779000.0,-5717000.0,,,186780000.0,-61769000.0,184319000.0,2194898000.0,-69215000.0,,214088000.0,,,,,,,1056057000.0,,,-9011000.0,,16633000.0,,,,,422380000.0,180313000.0,,,,-37000.0,6561000.0,-3284000.0,72447000.0,,184319000.0,77464000.0,,,,,,0.0,,1559748000.0,15169000.0,,,,,,,,,,,,,,,,262634000.0,1822382000.0,,,,-4418000.0,,,,493000.0,0.0,,,105855000.0,,-68722000.0,,,,246001000.0,,,183000.0,,,,-28409000.0,,7467000.0,7765000.0,,-1441000.0,7470000.0,-7702000.0,54152000.0,-74458000.0,,,,14181000.0,,-69215000.0,,,,20064000.0,,,,,,,,1138841000.0,65640000.0,,32312000.0,0.0,,,100534000.0,30180000.0,18192000.0,121140000.0,-6953000.0,,262634000.0,,-23000.0,-69215000.0,,,10000000.0,182909000.0,-0.38,479293000.0,409026000.0,,,,,,,,,,,,,,,,,,,,,,,
1414713600,,,,,,,13631000.0,,109477000.0,,,,,,,,2009746000.0,,537633000.0,,-762905000.0,,,15682000.0,-35784000.0,-0.33,565469000.0,47008000.0,,,13343000.0,,,,-454219000.0,24633000.0,,,215070000.0,-51466000.0,184310000.0,2232318000.0,-59912000.0,,222572000.0,,,,,,,1103102000.0,,,41042000.0,,-70492000.0,,,,,368984000.0,203290000.0,,,,64000.0,9610000.0,0.0,66807000.0,,184310000.0,85270000.0,,,,,,0.0,,1642517000.0,2615000.0,,,,,,,,,,,,,,,,192142000.0,1834659000.0,,,,-1123000.0,,,,399000.0,0.0,,,116640000.0,,-59513000.0,,,,262634000.0,,,185000.0,,,,-27699000.0,,1583000.0,7778000.0,,-18598000.0,6939000.0,91000.0,52511000.0,-86650000.0,,,,13807000.0,,-59912000.0,,,,0.0,,,,,,,,1129216000.0,71789000.0,,32312000.0,0.0,,,118943000.0,34508000.0,-112934000.0,143281000.0,-8047000.0,,192142000.0,,4056000.0,-59912000.0,,,10000000.0,194747000.0,-0.33,484855000.0,441324000.0,,,,,,,,,,,,,,,,,,,,,,,
1422662400,,20471000.0,,,264803000.0,316868000.0,11610000.0,10623000.0,117739000.0,,,1120000.0,591393000.0,,298192000.0,2010000.0,2109039000.0,,641265000.0,1559517000.0,-822371000.0,,,16526000.0,-33858000.0,-0.32,591393000.0,39384000.0,-215702000.0,88349000.0,10610000.0,-247982000.0,298192000.0,1000000.0,-247436000.0,40221000.0,10000000.0,1232658000.0,226273000.0,-50384000.0,185696000.0,2358633000.0,-59466000.0,-1643000.0,249594000.0,-247982000.0,-1.35,738759000.0,547151000.0,,-140000.0,1232658000.0,-1747840000.0,,48275000.0,-96876000.0,106050000.0,-245972000.0,,31060000.0,-404167000.0,328042000.0,234259000.0,,-94123000.0,,-140000.0,10623000.0,0.0,85593000.0,85593000.0,185696000.0,88963000.0,,234259000.0,,,,0.0,,1559517000.0,0.0,,,0.0,1266000.0,156048000.0,32312000.0,-283134000.0,-1.35,,-103646000.0,,-9759000.0,787860000.0,186000.0,,298192000.0,1857709000.0,102003000.0,,183702000.0,-1474000.0,19455000.0,1857709000.0,,811000.0,0.0,6409000.0,523057000.0,140136000.0,641265000.0,-58655000.0,-30270000.0,,140136000.0,192142000.0,249594000.0,-156497000.0,186000.0,,,15299000.0,-37665000.0,-26317000.0,15100000.0,7809000.0,,-69824000.0,6409000.0,1115000.0,53681000.0,-94123000.0,,188357000.0,581326000.0,15299000.0,490501000.0,-59466000.0,,183702000.0,2358633000.0,20471000.0,421891000.0,-8291000.0,53681000.0,2109039000.0,46383000.0,,1125975000.0,1125975000.0,69955000.0,-247982000.0,32312000.0,0.0,1472636000.0,59205000.0,188357000.0,24132000.0,42941000.0,156318000.0,-8271000.0,0.0,298192000.0,,-483000.0,-59466000.0,24132000.0,-822371000.0,10000000.0,206702000.0,-0.32,490501000.0,547151000.0,,,,,,,,,,,,,,,,,,,,,,,
1430352000,,,,,,,11612000.0,,127112000.0,,,,,,,,2120993000.0,,666554000.0,,-883929000.0,,,18569000.0,-34835000.0,-0.33,599980000.0,47274000.0,,,63879000.0,,,,-385575000.0,78162000.0,,,250957000.0,-53404000.0,187390000.0,2382561000.0,-61558000.0,,261568000.0,,,,,,,1266534000.0,,,94059000.0,,-27708000.0,,,,,291407000.0,263388000.0,,,,-279000.0,13320000.0,0.0,81211000.0,,187390000.0,99335000.0,,,,,,0.0,,1651051000.0,3564000.0,,,,,,,,,,,,,,,,270484000.0,1921535000.0,,,,-1448000.0,,,,918000.0,0.0,,,154537000.0,,-60640000.0,,,,298192000.0,,,188000.0,,,,-30180000.0,,2533000.0,7885000.0,,59717000.0,5878000.0,417000.0,52571000.0,-108851000.0,,,,22539000.0,,-61558000.0,,,,20364000.0,,,,,,,,1116027000.0,77914000.0,,32312000.0,0.0,,,128493000.0,31336000.0,-124348000.0,173043000.0,-7236000.0,,270484000.0,,2752000.0,-61558000.0,,,10000000.0,226447000.0,-0.33,496230000.0,572212000.0,,,,,,,,,,,,,,,,,,,,,,,
1438300800,,,,,,,15166000.0,,142912000.0,,,,,,,,2140528000.0,,706271000.0,,-953350000.0,,,19888000.0,-47752000.0,-0.37,605638000.0,64764000.0,,,-10281000.0,,,,-492220000.0,-14886000.0,,,282696000.0,-67640000.0,189360000.0,2443884000.0,-69421000.0,,303356000.0,,,,,,,1311909000.0,,,15511000.0,,-39906000.0,,,,,452248000.0,297238000.0,,,,320000.0,23668000.0,0.0,81281000.0,,189360000.0,115345000.0,,,,,,0.0,,1676351000.0,19172000.0,,,,,,,,,,,,,,,,230578000.0,1906929000.0,,,,-1016000.0,,,,-1998000.0,-7961000.0,,,172701000.0,,-71419000.0,,,,270484000.0,,,190000.0,,,,-25792000.0,,18518000.0,7952000.0,,-27570000.0,6504000.0,362000.0,66915000.0,-124537000.0,,,,22312000.0,,-69421000.0,,,,0.0,,,,,,,,1131975000.0,92079000.0,,39930000.0,0.0,,,156282000.0,31706000.0,-73725000.0,190617000.0,-3779000.0,,230578000.0,,1428000.0,-69421000.0,,,27892000.0,258257000.0,-0.37,502045000.0,601807000.0,,,,,,,,,,,,,,,,,,,,,,,
1446249600,,,,,,,11859000.0,,149666000.0,,,,,,,,2157075000.0,,751681000.0,,-1031161000.0,,,22260000.0,-47914000.0,-0.41,633945000.0,68659000.0,,,14866000.0,,,,-624077000.0,30179000.0,,,305266000.0,-70174000.0,190727000.0,2511153000.0,-77811000.0,,354078000.0,,,,,,,1385626000.0,,,55146000.0,,-10685000.0,,,,,620457000.0,328821000.0,,,,-54000.0,16953000.0,0.0,93206000.0,,190727000.0,124020000.0,,,,,,0.0,,1676454000.0,2360000.0,,,,,,,,,,,,,,,,219893000.0,1896347000.0,,,,-663000.0,,,,915000.0,-23577000.0,,,195004000.0,,-76896000.0,,,,230578000.0,,,191000.0,,,,-40280000.0,,1943000.0,8001000.0,,-14727000.0,21658000.0,246000.0,65173000.0,-133817000.0,,,,32792000.0,,-77811000.0,,,,0.0,,,,,,,,1125527000.0,101754000.0,,51945000.0,0.0,,,170851000.0,45995000.0,-67477000.0,203512000.0,-6722000.0,,219893000.0,,-3719000.0,-77811000.0,,,29042000.0,273686000.0,-0.41,507947000.0,624819000.0,,,,,,,,,,,,,,,,,,,,,,,
1454198400,,0.0,,,374427000.0,469944000.0,14619000.0,19605000.0,162944000.0,,,6824000.0,671258000.0,,300087000.0,1017000.0,2362308000.0,,922679000.0,1669372000.0,-1112289000.0,,,25222000.0,-48219000.0,-0.42,671258000.0,69273000.0,-264659000.0,165824000.0,56506000.0,-289918000.0,300087000.0,-760000.0,-640519000.0,70505000.0,28742000.0,1593937000.0,323427000.0,-73441000.0,192485000.0,2730094000.0,-81128000.0,124970000.0,367786000.0,-289918000.0,-1.53,1052578000.0,768741000.0,,799000.0,1593937000.0,-2142391000.0,,98491000.0,-105264000.0,80194000.0,-288901000.0,,31932000.0,-300147000.0,643995000.0,364561000.0,,-150403000.0,,799000.0,19605000.0,,130988000.0,130988000.0,192485000.0,131244000.0,,364561000.0,,,,0.0,,1669372000.0,20560000.0,,,0.0,1646000.0,249970000.0,50325000.0,1895000.0,-1.53,,-133667000.0,,-3193000.0,1162346000.0,193000.0,,300087000.0,1969459000.0,258637000.0,,190016000.0,-66000.0,44109000.0,1969459000.0,,1182000.0,102000.0,18511000.0,787919000.0,214158000.0,922679000.0,-79946000.0,-24242000.0,,214158000.0,219893000.0,367786000.0,-178720000.0,193000.0,,,32794000.0,-41985000.0,-31436000.0,21115000.0,8094000.0,,-122684000.0,18511000.0,621000.0,57738000.0,-150403000.0,,293407000.0,298192000.0,32794000.0,507476000.0,-81128000.0,,190016000.0,2730094000.0,0.0,582634000.0,,57738000.0,2362308000.0,50042000.0,,1136157000.0,1136157000.0,102680000.0,-289918000.0,50325000.0,-760000.0,2008107000.0,85939000.0,293407000.0,43122000.0,-39269000.0,220747000.0,-6505000.0,45656000.0,300087000.0,,6363000.0,-81128000.0,43122000.0,-1112289000.0,28742000.0,294188000.0,-0.42,507476000.0,768741000.0,,,,,,,,,,,,,,,,,,,,,,,
1461974400,,,,,,,12154000.0,,168674000.0,,,,,,,,2372131000.0,,970252000.0,,-1192911000.0,,,26124000.0,-45332000.0,-0.41,677745000.0,78235000.0,,,126988000.0,,,,-634056000.0,125575000.0,,,345430000.0,-73649000.0,194529000.0,2776153000.0,-80622000.0,,404022000.0,,,,,,,1647997000.0,,,161466000.0,,104517000.0,,,,,625788000.0,423790000.0,,,,-9032000.0,18975000.0,,127970000.0,,194529000.0,141778000.0,,,,,,0.0,,1675486000.0,3381000.0,,,,,,,,,,,,,,,,404604000.0,2080090000.0,,,,0.0,,,,1135000.0,,,,254697000.0,,-79487000.0,,,,300087000.0,,,195000.0,,,,-34478000.0,,3757000.0,8031000.0,,101047000.0,16949000.0,376000.0,23535000.0,-169093000.0,,,,35700000.0,,-80622000.0,,,,0.0,,,,,,,,1128156000.0,108627000.0,,50727000.0,388000.0,,,193100000.0,66372000.0,-61344000.0,236803000.0,-21000.0,,404604000.0,,-1722000.0,-80622000.0,,,28842000.0,310452000.0,-0.41,514075000.0,798086000.0,,,,,,,,,,,,,,,,,,,,,,,
1469923200,,,,,,,14748000.0,,184882000.0,,,,,,,,2430090000.0,,1007553000.0,,-1300936000.0,,,26662000.0,-60235000.0,-0.55,681405000.0,88222000.0,,,-20281000.0,,,,-557380000.0,-30284000.0,,,377723000.0,-86897000.0,197223000.0,2829804000.0,-108025000.0,,399714000.0,,,,,,,1688958000.0,,,6258000.0,,925000.0,,,,,568282000.0,442568000.0,,,,-2588000.0,17135000.0,,124269000.0,,197223000.0,161886000.0,,,,,,0.0,,1662381000.0,25395000.0,,,,,,,,,,,,,,,,405529000.0,2067910000.0,,,,0.0,,,,-65000.0,-3670000.0,,,255118000.0,,-108090000.0,,,,404604000.0,,,198000.0,,,,-26539000.0,,25590000.0,7914000.0,,-55992000.0,18363000.0,195000.0,43485000.0,-187450000.0,,,,36371000.0,,-108025000.0,,,,0.0,,,,,,,,1140846000.0,117852000.0,,52819000.0,-4684000.0,,,248658000.0,58880000.0,-30779000.0,259871000.0,-21193000.0,,405529000.0,,1542000.0,-108025000.0,,,13592000.0,346768000.0,-0.55,520765000.0,854845000.0,,,,,,,,,,,,,,,,,,,,,,,
1477872000,,,,,,,13367000.0,,207270000.0,,,,,,,,2294595000.0,,1098096000.0,,-1415002000.0,,,30453000.0,-79431000.0,-0.57,687014000.0,100098000.0,,,43941000.0,,,,-380620000.0,41607000.0,,,409582000.0,-109884000.0,199479000.0,2922569000.0,-114066000.0,,627974000.0,,,,,,,1785110000.0,,,71459000.0,,-18972000.0,,,,,512932000.0,540474000.0,,,,2622000.0,28374000.0,,123179000.0,,199479000.0,185311000.0,,,,,,0.0,,1527238000.0,4491000.0,,,,,,,,,,,,,,,,386557000.0,1913795000.0,,,,0.0,,,,1077000.0,-144209000.0,,,334265000.0,,-112989000.0,,,,405529000.0,,,200000.0,,,,-27518000.0,,4926000.0,7206000.0,,-20360000.0,56220000.0,435000.0,48071000.0,-206209000.0,,,,36288000.0,,-114066000.0,,,,23067000.0,,,,,,,,1137459000.0,126885000.0,,158195000.0,3900000.0,,,268945000.0,66075000.0,-95220000.0,282697000.0,-3105000.0,,386557000.0,,2260000.0,-114066000.0,,,14004000.0,392581000.0,-0.57,527547000.0,900441000.0,,,,,,,,,,,,,,,,,,,,,,,
1485820800,,27537000.0,,,483545000.0,680531000.0,10273000.0,26824000.0,221170000.0,,,6336000.0,707070000.0,,539923000.0,-814000.0,2496526000.0,,1296448000.0,1456822000.0,-1520567000.0,,,32646000.0,-73589000.0,-0.52,707070000.0,105717000.0,-376665000.0,203299000.0,77194000.0,-408278000.0,539923000.0,-296000.0,-345482000.0,66401000.0,14004000.0,2003518000.0,436672000.0,-106235000.0,201530000.0,3166424000.0,-105565000.0,227842000.0,669898000.0,-408278000.0,-2.06,1462527000.0,1097417000.0,,2071000.0,2003518000.0,-1917538000.0,,109472000.0,-88639000.0,153366000.0,-409092000.0,,30103000.0,-168885000.0,417636000.0,596638000.0,,-230761000.0,,2071000.0,26824000.0,,135970000.0,135970000.0,201530000.0,191556000.0,,596638000.0,,,,0.0,,1456822000.0,24812000.0,,,0.0,1602000.0,372272000.0,158354000.0,239836000.0,-2.06,,-120813000.0,,0.0,1569407000.0,202000.0,,539923000.0,1996745000.0,348655000.0,,198214000.0,0.0,59681000.0,1996745000.0,,-2961000.0,0.0,48787000.0,1085862000.0,365877000.0,1296448000.0,-108526000.0,-32427000.0,,365877000.0,386557000.0,669898000.0,-260780000.0,202000.0,,,36677000.0,-32278000.0,-147879000.0,25408000.0,6952000.0,,-113334000.0,48787000.0,596000.0,53570000.0,-230761000.0,,383908000.0,300087000.0,36677000.0,534423000.0,-105565000.0,,198214000.0,3166424000.0,27537000.0,781996000.0,0.0,53570000.0,2496526000.0,50542000.0,,1162906000.0,1162906000.0,130181000.0,-408278000.0,158354000.0,100000.0,2124638000.0,115885000.0,383908000.0,61582000.0,18458000.0,306491000.0,-2291000.0,58079000.0,539923000.0,,4256000.0,-105565000.0,61582000.0,-1520567000.0,14004000.0,412726000.0,-0.52,534423000.0,1097417000.0,,,,,,,,,,,,,,,,,,,,,,,
1493510400,,,,,,,23265000.0,,206911000.0,,,,,,,,2533820000.0,,1289444000.0,,-1470678000.0,,,33377000.0,-26823000.0,-0.31,698440000.0,107788000.0,,,149429000.0,,,,-613701000.0,79636000.0,,,479861000.0,-60200000.0,203818000.0,3308741000.0,-64044000.0,,774921000.0,,,,,,,1987884000.0,,,180022000.0,,-40790000.0,,,,,450944000.0,652826000.0,,,,-190000.0,28182000.0,,120389000.0,,203818000.0,196439000.0,,,,,,0.0,,1616770000.0,2253000.0,,,,,,,,,,,,,,,,498931000.0,2115701000.0,,,,,,,,2181000.0,,,,404102000.0,,-61863000.0,,,,541894000.0,,,205000.0,,,,-30593000.0,,2209000.0,6986000.0,,111815000.0,43915000.0,-44000.0,54207000.0,-248724000.0,,,,36658000.0,,-64044000.0,,,,51819000.0,,,,,,,,1320857000.0,136711000.0,,158193000.0,-29539000.0,,,297894000.0,71161000.0,-222889000.0,343150000.0,-1663000.0,,501104000.0,,-565000.0,-64044000.0,,,14454000.0,403350000.0,-0.31,541393000.0,1079874000.0,,,,,,,,,,,,,,,,,,,,,,,
1501459200,,,,,,,22727000.0,,227651000.0,,,,,,,,2586224000.0,,1676574000.0,,-1553210000.0,,,34021000.0,-47608000.0,-0.4,360156000.0,121523000.0,,,-23402000.0,,,,-290197000.0,-80087000.0,,,525320000.0,-81629000.0,207028000.0,3407127000.0,-82532000.0,,820903000.0,,,,,,,2036730000.0,,,15126000.0,,249428000.0,,,,,553066000.0,705055000.0,,,,-22197000.0,39948000.0,,104178000.0,,207028000.0,221103000.0,,,,,,0.0,,1349191000.0,32274000.0,,,,,,,,,,,,,,,,748599000.0,2097790000.0,,,,,,,,1841000.0,0.0,,,438754000.0,,-80691000.0,,,,501104000.0,,,208000.0,,332422000.0,,-38528000.0,,32242000.0,6840000.0,,-71422000.0,39110000.0,-32000.0,66763000.0,-266301000.0,,,,39940000.0,,-82532000.0,,,,54015000.0,,,,,,,,1370397000.0,158195000.0,,158540000.0,-22996000.0,,,370557000.0,80410000.0,201345000.0,367125000.0,938000.0,,750532000.0,,10778000.0,-82532000.0,,,19248000.0,448754000.0,-0.4,216038000.0,1118565000.0,,,,,,,,,,,,,,,,,,,,,,,
