date,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualCommonStockIssuance,annualFreeCashFlow,annualOtherShortTermInvestments,quarterlyCurrentAssets,annualAccountsPayable,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,annualTotalLiabilitiesNetMinorityInterest,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,annualEndCashPosition,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,annualOtherCurrentAssets,trailingTotalRevenue,annualOperatingIncome,quarterlyRetainedEarnings,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualCashAndCashEquivalents,trailingEndCashPosition,quarterlyTotalRevenue,annualNetOtherInvestingChanges,trailingTaxProvision,quarterlyPurchaseOfInvestment,trailingPretaxIncome,annualCurrentDeferredRevenue,annualCashDividendsPaid,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualPretaxIncome,annualNetIncomeContinuousOperations,trailingOperatingIncome,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,quarterlyFreeCashFlow,annualNetIncome,quarterlyNetIncome,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualStockholdersEquity,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualCurrentAssets,quarterlyOtherCurrentAssets,annualLongTermDebt,annualRepurchaseOfCapitalStock,quarterlyCurrentAccruedExpenses,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,trailingNetIncomeCommonStockholders,annualTotalAssets,annualTaxProvision,annualDepreciationAndAmortization,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyLongTermDebt,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualAccountsReceivable,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyChangeInInventory,quarterlyInventory,quarterlyGrossProfit,annualTotalNonCurrentAssets,quarterlyOperatingExpense,annualGrossProfit,quarterlyPretaxIncome,annualOtherIncomeExpense,quarterlyPurchaseOfBusiness,trailingGrossProfit,quarterlyOtherIntangibleAssets,annualNetPPE,annualOperatingCashFlow,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyCapitalStock,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNetPPE,trailingRepaymentOfDebt,quarterlyTaxProvision,annualBasicAverageShares,quarterlyChangesInAccountReceivables,annualChangeInInventory,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyDilutedAverageShares,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,annualBeginningCashPosition,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,quarterlyIncomeTaxPayable,annualOperatingExpense,trailingInvestingCashFlow,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,annualAccumulatedDepreciation,trailingDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualInvestingCashFlow,annualChangesInAccountReceivables,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,trailingPurchaseOfBusiness,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyBasicEPS,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,trailingCapitalExpenditure,annualNonCurrentDeferredRevenue,quarterlyAccountsPayable,trailingOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,trailingStockBasedCompensation,annualStockBasedCompensation,annualGoodwill,annualInventory,annualCashFlowFromContinuingFinancingActivities,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualInterestExpense,annualPurchaseOfInvestment,annualDilutedEPS,annualDilutedAverageShares,trailingChangesInAccountReceivables,annualRepaymentOfDebt,annualTotalRevenue,annualCapitalStock,trailingChangeInWorkingCapital,trailingChangeInInventory,annualResearchAndDevelopment,quarterlyResearchAndDevelopment,annualSaleOfInvestment,trailingBasicAverageShares,trailingSaleOfInvestment,quarterlyInvestmentsAndAdvances,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualInvestmentsAndAdvances
1985-06-30,,,,,,,,,,,,,,,,,,402896000.0,,,,,,,,,,,,359100000.0,,,,,,,,,,,,,,,,,,,,34600000.0,,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402896000.0,,,,,,,,,,,,,,,,,,,,,,,,359100000.0,,,,,,0.085,,,,,,,,359100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,,,,,,,,,,,,,,,,,,403176000.0,,,,,,,,,,,,389900000.0,,,,,,,,,,,,,,,,,,,,43400000.0,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403176000.0,,,,,,,,,,,,,,,,,,,,,,,,389900000.0,,,,,,0.11,,,,,,,,389900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-31,417500000.0,,,,,0.0,,694800000.0,,,,497400000.0,79900000.0,,,,79900000.0,,0.0,,,31000000.0,,261800000.0,705100000.0,579100000.0,,137000000.0,,418600000.0,,,,,,,497400000.0,3700000.0,284300000.0,147400000.0,,1273900000.0,,678100000.0,,147400000.0,,109100000.0,508000000.0,40700000.0,776500000.0,,38000000.0,,694800000.0,31000000.0,1300000.0,,,705100000.0,,,417500000.0,,,,,,1273900000.0,136900000.0,,776500000.0,147400000.0,,1300000.0,,40600000.0,,,,,,,,174100000.0,,579100000.0,,813100000.0,,22600000.0,,,246900000.0,223100000.0,0.0,137000000.0,246900000.0,,,,305100000.0,137000000.0,137000000.0,223100000.0,,,403835616.0,,,384100000.0,,,,3700000.0,,,,,-161000000.0,,0.365,109100000.0,,,38000000.0,,0.0,384100000.0,,,,551300000.0,,,40600000.0,-161000000.0,,,,,,0.0,,,,,-810800000.0,,,413800000.0,,,,,,,,,,,-810800000.0,,,,,,,174100000.0,,413800000.0,,,,0.365,403835616.0,,,1491200000.0,,,,,,,,,,,,,,,,,,
1986-03-31,,,,,,,,,,,,,,,,,,403328000.0,,,,,,,,,,,,333200000.0,,,,,,,,,,,,,,,,,,,,27700000.0,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403328000.0,,,,,,,,,,,,,,,,,,,,,,,,333200000.0,,,,,,0.07,,,,,,,,333200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-30,,,,,,,,,,,,,,,,,,404152000.0,,,,,,,,,,,,378000000.0,,,,,,,,,,,,,,,,,,,,37200000.0,,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404152000.0,,,,,,,,,,,,,,,,,,,,,,,,378000000.0,,,,,,0.095,,,,,,,,378000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-30,,,,,,,,,,,,,,,,,,404152000.0,,,,,,,,,,,,418700000.0,,,,,,,,,,,,,,,,,,,,47100000.0,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404152000.0,,,,,,,,,,,,,,,,,,,,,,,,418700000.0,,,,,,0.12,,,,,,,,418700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,504400000.0,,,,,0.0,,750500000.0,,,,601500000.0,97100000.0,,,,97100000.0,,0.0,,,40700000.0,,279000000.0,782300000.0,712300000.0,,51500000.0,,446900000.0,,,,,,,601500000.0,47900000.0,295800000.0,154000000.0,,1462800000.0,,699500000.0,,154000000.0,,120600000.0,546800000.0,42000000.0,861300000.0,,49800000.0,,750500000.0,40700000.0,6400000.0,,,782300000.0,,,504400000.0,,,,,,1462800000.0,141800000.0,,861300000.0,154000000.0,,6400000.0,,40900000.0,,,,,,,,230500000.0,,712300000.0,,877300000.0,,16700000.0,,,354500000.0,237200000.0,0.0,51500000.0,354500000.0,,,,330500000.0,51500000.0,51500000.0,237200000.0,,,405263158.0,,,434800000.0,,,,47900000.0,,,,,-197600000.0,,0.38,120600000.0,,,49800000.0,,0.0,434800000.0,,,,598300000.0,,,40900000.0,-197600000.0,,,,,,0.0,,,,,-850900000.0,,,456500000.0,,,,,,,,,,,-850900000.0,,,,,,,230500000.0,,456500000.0,,,,0.38,405263158.0,,,1576800000.0,,,,,,,,,,,,,,,,,,
1987-03-31,,,,,,,,,,,,,,,,,,404256000.0,,,,,,,,,,,,371500000.0,,,,,,,,,,,,,,,,,,,,22500000.0,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404256000.0,,,,,,,,,,,,,,,,,,,,,,,,371500000.0,,,,,,0.055,,,,,,,,371500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,,,,,,,,,,,,,,,,,,404256000.0,,,,,,,,,,,,425900000.0,,,,,,,,,,,,,,,,,,,,40000000.0,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404256000.0,,,,,,,,,,,,,,,,,,,,,,,,425900000.0,,,,,,0.1,,,,,,,,425900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,,,,,,,,,,,,,,,,,404256000.0,,,,,,,,,,,,455100000.0,,,,,,,,,,,,,,,,,,,,52400000.0,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404256000.0,,,,,,,,,,,,,,,,,,,,,,,,455100000.0,,,,,,0.13,,,,,,,,455100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,676000000.0,,,,,0.0,,792800000.0,,,,812400000.0,136400000.0,,,,136400000.0,,0.0,,,41700000.0,,268200000.0,862900000.0,844800000.0,,49700000.0,,498700000.0,,,,,,,812400000.0,180700000.0,299100000.0,164800000.0,,1637600000.0,,796300000.0,,164800000.0,,184200000.0,621100000.0,49900000.0,825200000.0,,74200000.0,,792800000.0,41700000.0,3900000.0,,,862900000.0,,,676000000.0,,,,,,1637600000.0,134300000.0,,825200000.0,164800000.0,,3900000.0,,58300000.0,,,,,,,,239600000.0,,844800000.0,,954900000.0,,35400000.0,,,414000000.0,246600000.0,0.0,49700000.0,414000000.0,,,,333800000.0,49700000.0,49700000.0,246600000.0,,,401951220.0,,,481800000.0,,,,180700000.0,,,,,-235200000.0,,0.41,184200000.0,,,74200000.0,,0.0,481800000.0,,,,686700000.0,,,58300000.0,-235200000.0,,,,,,0.0,,,,,-984300000.0,,,495300000.0,,,,,,,,,,,-984300000.0,,,,,,,239600000.0,,495300000.0,,4500000.0,,0.41,401951220.0,,,1751200000.0,,,,,,,,,,,,,,,,,,
1988-03-31,,,,,,,,,,,,,,,,,,385768000.0,,,,,,,,,,,,395700000.0,,,,,,,,,,,,,,,,,,,,27000000.0,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385768000.0,,,,,,,,,,,,,,,,,,,,,,,,395700000.0,,,,,,0.07,,,,,,,,395700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,,,,,,,,,,,,,,,,,385768000.0,,,,,,,,,,,,443700000.0,,,,,,,,,,,,,,,,,,,,44800000.0,,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385768000.0,,,,,,,,,,,,,,,,,,,,,,,,443700000.0,,,,,,0.115,,,,,,,,443700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,,,,,,,,,,,,,,,,,,386960000.0,,,,,,,,,,,,471200000.0,,,,,,,,,,,,,,,,,,,,58800000.0,,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386960000.0,,,,,,,,,,,,,,,,,,,,,,,,471200000.0,,,,,,0.155,,,,,,,,471200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
