,trailingNetIncomeCommonStockholders,annualGrossPPE,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherNonCurrentLiabilities,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,trailingInterestExpense,quarterlyChangeInInventory,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualBeginningCashPosition,trailingGrossProfit,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlySaleOfInvestment,trailingOtherIncomeExpense,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,trailingRepaymentOfDebt,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalExpenditure,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,trailingChangeInInventory,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,quarterlyEbitda,quarterlyDilutedEPS,annualNetOtherFinancingCharges,annualStockBasedCompensation,quarterlyOperatingIncome,trailingStockBasedCompensation,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,annualCurrentDebt,quarterlyDilutedAverageShares,annualBasicEPS,trailingOtherNonCashItems,annualCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCapitalExpenditure,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyOtherNonCashItems,annualTotalRevenue,annualCapitalStock,trailingOperatingExpense,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyGrossPPE,annualChangesInAccountReceivables,quarterlyPretaxIncome,trailingCostOfRevenue,annualInterestExpense,trailingFreeCashFlow,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,trailingChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualAccumulatedDepreciation,annualInventory,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualGrossProfit,quarterlyStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualNetOtherInvestingChanges,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingNetIncome,annualGoodwill,annualTotalAssets,trailingPretaxIncome,quarterlyTotalAssets,annualTotalLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,annualNetIncome,quarterlyLongTermDebt,annualRetainedEarnings,annualAccountsReceivable,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualDilutedEPS,annualPurchaseOfInvestment,trailingOperatingIncome,trailingInvestingCashFlow,annualCostOfRevenue,annualAccountsPayable,annualOperatingIncome,annualBasicAverageShares,trailingTotalRevenue,annualInvestingCashFlow,quarterlyNetIncome,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualCashDividendsPaid,annualFreeCashFlow,annualEndCashPosition,annualPretaxIncome,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,trailingTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualDepreciationAndAmortization,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualStockholdersEquity,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualTaxProvision,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyInventory,quarterlyNetOtherFinancingCharges,annualCurrentAccruedExpenses,trailingOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyOperatingExpense,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualDilutedAverageShares,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,annualCommonStockIssuance,annualSaleOfInvestment,quarterlyBasicEPS,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,quarterlyBasicAverageShares,annualCurrentAssets,annualCurrentLiabilities,annualNetPPE,trailingNetOtherInvestingChanges,annualEbitda,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualSellingGeneralAndAdministration,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,trailingBasicEPS
828230400,,,,6656000000.0,,,,0.0,,,,,,,,,,,,1763000000.0,,,763000000.0,,300000000.0,,653000000.0,,,1199000000.0,156000000.0,156000000.0,-123000000.0,5109000000.0,,,,,716000000.0,0.61,,,472000000.0,,,,,445400000.0,,,,-202000000.0,,,,,-51000000.0,,,,-139000000.0,,,,431000000.0,,,,,253000000.0,-33000000.0,,,8020000000.0,5229000000.0,,,-574000000.0,,,159000000.0,3116000000.0,5025000000.0,,,,,-497000000.0,1486000000.0,14000000.0,,,,2769000000.0,4130000000.0,9662000000.0,713000000.0,4637000000.0,,,,,17682000000.0,,,,3003000000.0,,,-262000000.0,,,,,,,,,,,,272000000.0,,272000000.0,,,,,,214000000.0,,,5797000000.0,1127000000.0,,,598000000.0,,,71000000.0,,,-156000000.0,156000000.0,257000000.0,,,,,,30000000.0,472000000.0,2862000000.0,0.0,,,2014000000.0,11026000000.0,,,1416000000.0,,,,,,,,,-85000000.0,,,0.675,,,378600000.0,,,,,,,,,,,,,,,,,,,,,
836092800,,,,6912000000.0,,,,0.0,,,,,,,,,,,,2206000000.0,,,941000000.0,,364000000.0,,156000000.0,,,1199000000.0,390000000.0,390000000.0,-224000000.0,7076000000.0,,,,,1013000000.0,0.665,,,693000000.0,,,,,447600000.0,,,,7225000000.0,,,,,-94000000.0,,,,546000000.0,,,,505000000.0,,,,,628000000.0,-7313000000.0,,,10238000000.0,8319000000.0,,,22000000.0,,,206000000.0,4311000000.0,5223000000.0,,,,,234000000.0,2292000000.0,36000000.0,,,,10568000000.0,5428000000.0,20090000000.0,841000000.0,6383000000.0,,,,,30328000000.0,,,,11086000000.0,,,322000000.0,,,,,,,,,,,,299000000.0,,299000000.0,,,,,,319000000.0,,,15097000000.0,1509000000.0,,,1673000000.0,,,189000000.0,,,-7537000000.0,390000000.0,284000000.0,,,,,,1000000.0,693000000.0,3057000000.0,0.0,,,3005000000.0,23416000000.0,,,1944000000.0,,,,0.0,,,,,-101000000.0,,,0.75,,,380400000.0,,,,,,,,,,,,,,,,,,,,,
844041600,,,,7189000000.0,,,,10000000.0,,,,,,,,,,,,2158000000.0,,,1211000000.0,,541000000.0,,390000000.0,,,1201000000.0,323000000.0,323000000.0,-234000000.0,7028000000.0,,,,,1097000000.0,0.69,,,675000000.0,,,,,449400000.0,,,,-777000000.0,,,,,-40000000.0,,,,901000000.0,,,,510000000.0,,,,,628000000.0,33000000.0,,,10193000000.0,8044000000.0,,,269000000.0,,,199000000.0,4322000000.0,5443000000.0,,,,,-67000000.0,2673000000.0,,,,,10501000000.0,5221000000.0,20076000000.0,1033000000.0,6353000000.0,,,,,30269000000.0,,,,11076000000.0,,,667000000.0,,,,,,,,,,,,311000000.0,,311000000.0,,,,,,361000000.0,,,15036000000.0,1434000000.0,,,963000000.0,,,226000000.0,,,-191000000.0,323000000.0,296000000.0,,,,,,61000000.0,675000000.0,3101000000.0,0.0,,,3095000000.0,23080000000.0,,,1536000000.0,,,,0.0,,,,,-91000000.0,,,0.775,,,382400000.0,,,,,,,,,,,,,,,,,,,,,
851990400,,8452000000.0,1347000000.0,6856000000.0,1432000000.0,1604000000.0,,-7267000000.0,,,-2105000000.0,-653000000.0,653000000.0,,,,,,,1767000000.0,,,1294000000.0,,800000000.0,19317000000.0,323000000.0,452000000.0,,1193000000.0,0.0,0.0,-156000000.0,7662000000.0,,,-35000000.0,,1104000000.0,,0.0,,441000000.0,,-125000000.0,5740000000.0,1290000000.0,,3.4,,2600000000.0,-506000000.0,-4731000000.0,-737000000.0,1347000000.0,0.0,923000000.0,26875000000.0,1193000000.0,,328000000.0,-251000000.0,8452000000.0,-328000000.0,587000000.0,,700000000.0,,,925000000.0,7278000000.0,,,9940000000.0,8704000000.0,,,235000000.0,-4731000000.0,3053000000.0,122000000.0,3721000000.0,5823000000.0,,,2281000000.0,,-323000000.0,1604000000.0,,-48000000.0,,-7257000000.0,10394000000.0,4999000000.0,19317000000.0,991000000.0,7221000000.0,,10394000000.0,29257000000.0,,29257000000.0,22401000000.0,,1347000000.0,10188000000.0,5823000000.0,4999000000.0,172000000.0,,3.02,,,,24594000000.0,1294000000.0,2281000000.0,378200000.0,,-8029000000.0,465000000.0,10188000000.0,465000000.0,-362000000.0,899000000.0,0.0,2033000000.0,,303000000.0,925000000.0,,13697000000.0,1432000000.0,738000000.0,800000000.0,1290000000.0,0.0,1197000000.0,214000000.0,,6856000000.0,-145000000.0,0.0,510000000.0,,686000000.0,,,,360000000.0,441000000.0,3053000000.0,0.0,991000000.0,,3435000000.0,22401000000.0,,,2600000000.0,1636000000.0,13697000000.0,,0.0,1767000000.0,0.0,446000000.0,,-85000000.0,97000000.0,,,0.0,3435000000.0,,9940000000.0,8704000000.0,3721000000.0,,3930000000.0,,,,,,,,,,,,,,,,
859766400,,,,7092000000.0,,,,383000000.0,,,,,,,,,,,,1720000000.0,,,1331000000.0,,328000000.0,,,,,1193000000.0,0.0,0.0,-180000000.0,6674000000.0,,,,,988000000.0,0.67,,,656000000.0,,,,,434400000.0,,,,-310000000.0,,,,,-35000000.0,,,,107000000.0,,,,476000000.0,,,,,856000000.0,,,,10055000000.0,9141000000.0,,,-459000000.0,,,186000000.0,3703000000.0,6021000000.0,,,,,,1711000000.0,12000000.0,,,,10325000000.0,5242000000.0,19312000000.0,1094000000.0,6018000000.0,,,,,29367000000.0,,,,9889000000.0,,,-73000000.0,,,,,,,,,,,,290000000.0,,290000000.0,,,,,,311000000.0,,,13134000000.0,1130000000.0,,,1359000000.0,,,201000000.0,,,203000000.0,,275000000.0,,,,,,21000000.0,656000000.0,3411000000.0,0.0,,,3564000000.0,22275000000.0,,,2790000000.0,,,,0.0,,,,,-92000000.0,,,0.745,,,369000000.0,,,,,,,,,,,,,,,,,,,,,
867628800,,,,7330000000.0,,,,480000000.0,,,,,,,,,,,,1638000000.0,,,1280000000.0,,401000000.0,,,,,1193000000.0,0.0,0.0,-177000000.0,6898000000.0,,,,,902000000.0,0.7,,,637000000.0,,,,,437400000.0,,,,-159000000.0,,,,,-33000000.0,,,,-144000000.0,,,,488000000.0,,,,,542000000.0,,,,10551000000.0,9473000000.0,,,-632000000.0,,,180000000.0,3607000000.0,6237000000.0,,,,,,1489000000.0,30000000.0,,,,10029000000.0,5411000000.0,18847000000.0,1046000000.0,6261000000.0,,,,,29398000000.0,,,,9376000000.0,,,-321000000.0,,,,,,,,,,,,308000000.0,,308000000.0,,,,,,213000000.0,,,12595000000.0,1170000000.0,,,1775000000.0,,,201000000.0,,,303000000.0,,293000000.0,,,,,,52000000.0,637000000.0,3673000000.0,0.0,,,3573000000.0,22068000000.0,,,3341000000.0,,,,0.0,,,,,-92000000.0,,,0.795,,,369400000.0,,,,,,,,,,,,,,,,,,,,,
875577600,,,,7654000000.0,,,,-19000000.0,,,,,,,,,,,,1598000000.0,,,1184000000.0,,401000000.0,,0.0,,,1194000000.0,110000000.0,110000000.0,-178000000.0,6619000000.0,,,,,1003000000.0,0.755,,,677000000.0,,,,,438600000.0,,,,39000000.0,,,,,0.0,,,,268000000.0,,,,534000000.0,,,,,540000000.0,,,,10800000000.0,9426000000.0,,,-319000000.0,,,203000000.0,3610000000.0,6482000000.0,,,,,110000000.0,1420000000.0,,,,,9962000000.0,5119000000.0,18777000000.0,1076000000.0,5942000000.0,,,,,29577000000.0,,,,9388000000.0,,,90000000.0,,,,,,,,,,,,331000000.0,,331000000.0,,,,,,256000000.0,,,12497000000.0,1146000000.0,,,1859000000.0,,,213000000.0,,,-197000000.0,110000000.0,316000000.0,,,,,,70000000.0,677000000.0,4104000000.0,0.0,,,3607000000.0,21923000000.0,,,3347000000.0,,,,0.0,,,,,-86000000.0,,,0.85,,,371800000.0,,,,,,,,,,,,,,,,,,,,,
883526400,,8644000000.0,-579000000.0,5176000000.0,1486000000.0,1653000000.0,,-799000000.0,,,-219000000.0,0.0,0.0,,,,,,,1566000000.0,,,1234000000.0,,696000000.0,18256000000.0,110000000.0,482000000.0,,194000000.0,,,-215000000.0,7878000000.0,,,-24000000.0,,938000000.0,,0.0,,327000000.0,,-687000000.0,-1393000000.0,1370000000.0,,-1.56,,3644000000.0,-963000000.0,-4975000000.0,-750000000.0,1300000000.0,0.0,-311000000.0,28069000000.0,194000000.0,,977000000.0,155000000.0,8644000000.0,-572000000.0,439000000.0,,842000000.0,,,364000000.0,,,,10105000000.0,9189000000.0,,,490000000.0,-4975000000.0,3144000000.0,68000000.0,3669000000.0,5173000000.0,,,2297000000.0,,-110000000.0,1653000000.0,,-920000000.0,,45000000.0,9856000000.0,5009000000.0,18256000000.0,924000000.0,7551000000.0,,9856000000.0,28361000000.0,,28361000000.0,23185000000.0,,1300000000.0,10528000000.0,5173000000.0,5009000000.0,762000000.0,,-1.56,,,,25772000000.0,1234000000.0,2297000000.0,370600000.0,,185000000.0,371000000.0,10528000000.0,371000000.0,-352000000.0,458000000.0,0.0,1937000000.0,,272000000.0,364000000.0,,13996000000.0,1486000000.0,-379000000.0,696000000.0,1370000000.0,,1052000000.0,227000000.0,,5176000000.0,-124000000.0,0.0,-1463000000.0,,637000000.0,,,,339000000.0,327000000.0,3144000000.0,-1571000000.0,924000000.0,,3165000000.0,23185000000.0,,,3644000000.0,1208000000.0,13996000000.0,,0.0,1566000000.0,,427000000.0,,-82000000.0,110000000.0,,,-1571000000.0,3165000000.0,,10105000000.0,9189000000.0,3669000000.0,,3831000000.0,,,,,,,,,,,,,,,,
891302400,,,,5436000000.0,,,,82000000.0,,,,,,,,,,,,1530000000.0,,,1082000000.0,,805000000.0,,,,,195000000.0,,,-128000000.0,6217000000.0,,,,,900000000.0,0.71,,,618000000.0,,,,,379400000.0,,,,269000000.0,,,,,,,,,-223000000.0,,,,434000000.0,,,,,602000000.0,,,,11149000000.0,10011000000.0,,,-745000000.0,,,165000000.0,3606000000.0,5357000000.0,,,,,,1784000000.0,,,,,9766000000.0,5462000000.0,18227000000.0,919000000.0,5599000000.0,,,,,29376000000.0,,,,10494000000.0,,,-351000000.0,,,,,,,,,,,,269000000.0,,269000000.0,,,,,,253000000.0,,,13929000000.0,1477000000.0,,,1717000000.0,,,213000000.0,,,-46000000.0,,269000000.0,,,,,,29000000.0,618000000.0,3621000000.0,0.0,,,3325000000.0,23940000000.0,,,3907000000.0,,,,0.0,,,,,-78000000.0,,,0.72,,,373800000.0,,,,,,,,,,,,,,,,,,,,,
899164800,,,,5736000000.0,,,,6000000.0,,,,,,,,,,,,1491000000.0,,,918000000.0,,761000000.0,,,,,195000000.0,,,-179000000.0,6520000000.0,,,,,920000000.0,0.76,,,638000000.0,,,,,381000000.0,,,,30000000.0,,,,,,,,,143000000.0,,,,458000000.0,,,,,567000000.0,,,,11301000000.0,10196000000.0,,,-387000000.0,,,169000000.0,3613000000.0,5572000000.0,,,,,,1472000000.0,,,,,9732000000.0,5233000000.0,18256000000.0,996000000.0,5882000000.0,,,,,29557000000.0,,,,10183000000.0,,,-36000000.0,,,,,,,,,,,,289000000.0,,289000000.0,,,,,,241000000.0,,,13625000000.0,1501000000.0,,,2177000000.0,,,221000000.0,,,-173000000.0,,289000000.0,,,,,,41000000.0,638000000.0,4047000000.0,-51000000.0,,,3420000000.0,23821000000.0,,,4066000000.0,,,,0.0,,,,,-75000000.0,,,0.77,,,375800000.0,,,,,,,,,,,,,,,,,,,,,
907113600,,,,6008000000.0,,,,39000000.0,,,,,,,,,,,,1461000000.0,,,1077000000.0,,768000000.0,,0.0,,,195000000.0,183000000.0,183000000.0,-170000000.0,6349000000.0,,,,,980000000.0,0.835,,,696000000.0,,,,,381200000.0,,,,-473000000.0,,,,,,,,,787000000.0,,,,509000000.0,,,,,661000000.0,,,,11614000000.0,10122000000.0,,,219000000.0,,,191000000.0,3608000000.0,5812000000.0,0.0,,,,183000000.0,1373000000.0,8000000.0,,,,9664000000.0,5127000000.0,18148000000.0,931000000.0,5653000000.0,,,,,29762000000.0,,,,10183000000.0,,,617000000.0,,,,,,,,,,,,318000000.0,,318000000.0,,,,,,250000000.0,,,13632000000.0,1491000000.0,,,1772000000.0,,,221000000.0,,,-131000000.0,183000000.0,318000000.0,,,,,,34000000.0,696000000.0,4340000000.0,0.0,,,3415000000.0,23754000000.0,,,4308000000.0,,,,0.0,,,,,-76000000.0,,,0.845,,,377200000.0,,,,,,,,,,,,,,,,,,,,,
915062400,,8673000000.0,1001000000.0,6137000000.0,1480000000.0,1549000000.0,,-19000000.0,,,-1136000000.0,285000000.0,0.0,,,,,,,1418000000.0,,,1382000000.0,,746000000.0,18133000000.0,183000000.0,170000000.0,,393000000.0,285000000.0,285000000.0,-220000000.0,7180000000.0,,,,,727000000.0,,0.0,,401000000.0,,-1183000000.0,-1291000000.0,1929000000.0,,2.66,,4012000000.0,-1117000000.0,-5160000000.0,-697000000.0,1001000000.0,0.0,,26266000000.0,393000000.0,,1324000000.0,203000000.0,8673000000.0,809000000.0,260000000.0,,861000000.0,,,553000000.0,,,,10611000000.0,10267000000.0,,,735000000.0,-5160000000.0,4293000000.0,135000000.0,3513000000.0,5856000000.0,0.0,,2352000000.0,,102000000.0,1549000000.0,33000000.0,-178000000.0,,108000000.0,9521000000.0,4178000000.0,18133000000.0,842000000.0,6779000000.0,,9521000000.0,28744000000.0,,28744000000.0,22607000000.0,,1001000000.0,8957000000.0,5856000000.0,4178000000.0,1104000000.0,,2.63,,,,23914000000.0,1382000000.0,2352000000.0,376500000.0,,-455000000.0,125000000.0,8957000000.0,125000000.0,-310000000.0,1334000000.0,285000000.0,1661000000.0,,261000000.0,553000000.0,,12340000000.0,1480000000.0,,746000000.0,1929000000.0,285000000.0,1005000000.0,206000000.0,,6137000000.0,-105000000.0,285000000.0,125000000.0,,660000000.0,,,,65000000.0,401000000.0,4293000000.0,0.0,842000000.0,,3681000000.0,22607000000.0,,,4012000000.0,2031000000.0,12340000000.0,,0.0,1418000000.0,285000000.0,381100000.0,,-81000000.0,91000000.0,,,-51000000.0,3681000000.0,,10611000000.0,10267000000.0,3513000000.0,,3527000000.0,,,,,,,,,,,,,,,,
922838400,,,,6053000000.0,,,,0.0,,,,,,,,,,,,1378000000.0,,,1021000000.0,41000000.0,703000000.0,,285000000.0,,,392000000.0,43000000.0,43000000.0,-131000000.0,6188000000.0,,,,,846000000.0,-0.23,,,487000000.0,,,,,382600000.0,,,,-140000000.0,,,,,268000000.0,,,,-153000000.0,,,,424000000.0,,,,,534000000.0,,,,10480000000.0,10390000000.0,,,-651000000.0,,,156000000.0,3587000000.0,5690000000.0,,,,,-242000000.0,1525000000.0,8000000.0,,,,9462000000.0,4667000000.0,18116000000.0,934000000.0,5701000000.0,,,,,28596000000.0,,,,8788000000.0,,,-284000000.0,,,,,,,,,,,,-87000000.0,,268000000.0,,,,,,230000000.0,,,12153000000.0,1478000000.0,,,2047000000.0,,,192000000.0,,,51000000.0,43000000.0,-87000000.0,,,,,,129000000.0,487000000.0,3959000000.0,0.0,,,3689000000.0,22543000000.0,,,4329000000.0,,,,0.0,,,,,-87000000.0,,,-0.23,,,380300000.0,,,,,,,,,,,,,,,,,,,,,
930700800,,,,5971000000.0,,,,3000000.0,,,,,,,,,,,,1339000000.0,,,1096000000.0,33000000.0,721000000.0,,43000000.0,,,393000000.0,,,-145000000.0,6203000000.0,,,,,367000000.0,-0.11,,,131000000.0,,,,,384100000.0,,,,122000000.0,,,,,-41000000.0,,,,-23000000.0,,,,-57000000.0,,,,,374000000.0,,,,10372000000.0,9073000000.0,,,-215000000.0,,,-16000000.0,3598000000.0,5565000000.0,,,,,-43000000.0,1348000000.0,7000000.0,,,,9394000000.0,4666000000.0,18010000000.0,942000000.0,6072000000.0,,,,,28382000000.0,,,,9984000000.0,,,-168000000.0,,,,,,,,,,,,-41000000.0,,-41000000.0,,,,,,233000000.0,,,13338000000.0,1482000000.0,,,1050000000.0,,,191000000.0,,,-142000000.0,,-41000000.0,,,,,,3000000.0,131000000.0,3877000000.0,0.0,,,3679000000.0,22411000000.0,,,4263000000.0,,,,0.0,,,,,-84000000.0,,,-0.11,,,381400000.0,,,,,,,,,,,,,,,,,,,,,
938649600,,,,6126000000.0,,,,-111000000.0,,,,,,,,,,,,10529000000.0,,,1365000000.0,-150000000.0,1764000000.0,,,,,394000000.0,,,-1363000000.0,6157000000.0,,,,,730000000.0,0.57,,,488000000.0,,,,,383800000.0,,,,915000000.0,-5268000000.0,,,,,,,,559000000.0,,8833000000.0,,358000000.0,,,,,,,,,10129000000.0,9734000000.0,,,100000000.0,,,141000000.0,3565000000.0,5695000000.0,,,,,0.0,6799000000.0,2000000.0,,,,,4426000000.0,19429000000.0,,5427000000.0,,,,,29558000000.0,,,,10463000000.0,,,-804000000.0,,,,,,,,,,,,217000000.0,,217000000.0,,,,,,242000000.0,,,13698000000.0,3235000000.0,,,1570000000.0,,,200000000.0,,,-1474000000.0,,217000000.0,,,,,,70000000.0,730000000.0,3939000000.0,0.0,,,5335000000.0,23432000000.0,,,,,,,242000000.0,,,,,-87000000.0,,,0.57,,,381500000.0,,,,,,,,,,,,,,,,,,,,,
946598400,,8907000000.0,382000000.0,6361000000.0,1607000000.0,1410000000.0,,-1021000000.0,,,-1935000000.0,170000000.0,285000000.0,,,,,,,1259000000.0,,,1228000000.0,-10000000.0,605000000.0,19316000000.0,0.0,344000000.0,,398000000.0,455000000.0,455000000.0,970000000.0,6982000000.0,,,-103000000.0,,1167000000.0,,0.0,,559000000.0,,-404000000.0,731000000.0,527000000.0,,1.0,,4655000000.0,-166000000.0,-5273000000.0,-669000000.0,737000000.0,0.0,,25530000000.0,398000000.0,,694000000.0,293000000.0,8907000000.0,130000000.0,475000000.0,,809000000.0,,,51000000.0,,,,10696000000.0,8812000000.0,,,-156000000.0,-5273000000.0,4051000000.0,182000000.0,3634000000.0,5901000000.0,,,1665000000.0,,455000000.0,1410000000.0,0.0,-922000000.0,,-1129000000.0,9162000000.0,4348000000.0,19316000000.0,941000000.0,7128000000.0,,9162000000.0,30012000000.0,,30012000000.0,23651000000.0,,382000000.0,11427000000.0,5901000000.0,4348000000.0,1664000000.0,-10000000.0,0.99,,,,23865000000.0,1228000000.0,1665000000.0,382300000.0,,-1638000000.0,293000000.0,11427000000.0,293000000.0,-345000000.0,408000000.0,455000000.0,1200000000.0,,264000000.0,51000000.0,,14839000000.0,1607000000.0,737000000.0,605000000.0,527000000.0,455000000.0,969000000.0,226000000.0,,6361000000.0,-73000000.0,455000000.0,293000000.0,2210000000.0,463000000.0,,,2210000000.0,142000000.0,-146000000.0,4051000000.0,0.0,941000000.0,,3051000000.0,23651000000.0,,,4655000000.0,1077000000.0,14839000000.0,,-705000000.0,1259000000.0,455000000.0,384100000.0,,-87000000.0,17000000.0,,,0.0,3051000000.0,,10696000000.0,8812000000.0,3634000000.0,,2978000000.0,,,,,,,,,,,,,,,,
954460800,,,,6475000000.0,,,,-30000000.0,,,,,,,,,,,,1220000000.0,,,930000000.0,40000000.0,620000000.0,,455000000.0,,,400000000.0,533000000.0,533000000.0,-84000000.0,5562000000.0,,,,,557000000.0,0.14,,,313000000.0,,,,,387500000.0,,,,-290000000.0,,,,,54000000.0,,,,482000000.0,,,,99000000.0,,,,,40000000.0,,,,10459000000.0,8297000000.0,,,197000000.0,,,45000000.0,3586000000.0,5911000000.0,,,,,78000000.0,1679000000.0,1000000.0,,,,9095000000.0,4332000000.0,19144000000.0,936000000.0,5249000000.0,,,,,29603000000.0,,,,11411000000.0,,,398000000.0,,,,,,,,,,,,54000000.0,,54000000.0,,,,,,231000000.0,,,14831000000.0,1613000000.0,,,293000000.0,,,227000000.0,,,-114000000.0,533000000.0,54000000.0,,,,,2295000000.0,13000000.0,313000000.0,3782000000.0,0.0,,,2948000000.0,23128000000.0,,,4419000000.0,,,,0.0,,,,,-44000000.0,,,0.14,,,387100000.0,,,,,,,,,,,,,,,,,,,,,
962323200,,,,6439000000.0,,,,-13000000.0,,,,,,,,,,,,10208000000.0,,,1037000000.0,-179000000.0,1737000000.0,,533000000.0,,,402000000.0,1249000000.0,1249000000.0,-101000000.0,6212000000.0,,,,,668000000.0,0.11,,,428000000.0,,,,,381818182.0,,,,-286000000.0,-5401000000.0,,,,,,,,1116000000.0,,8951000000.0,,105000000.0,,,,,,,,,10977000000.0,9531000000.0,,,834000000.0,,,63000000.0,3550000000.0,5909000000.0,,,,,716000000.0,7683000000.0,1000000.0,,,,,4182000000.0,18915000000.0,,5544000000.0,,,,,29892000000.0,,,,10650000000.0,,,1015000000.0,,,,,,,,,,,,42000000.0,,42000000.0,,,,,,240000000.0,,,13922000000.0,3272000000.0,,,811000000.0,,,220000000.0,,,-114000000.0,1249000000.0,42000000.0,,,,,,-103000000.0,668000000.0,3809000000.0,0.0,,,5157000000.0,23453000000.0,,,,,,,240000000.0,,,,,-44000000.0,,,0.11,,,381818182.0,,,,,,,,,,,,,,,,,,,,,
970272000,,,,7082000000.0,,,,195000000.0,,,,,,,,,,,,9917000000.0,,,1033000000.0,-178000000.0,2982000000.0,,1249000000.0,,,430000000.0,1938000000.0,1938000000.0,-98000000.0,5960000000.0,,,,,661000000.0,-1.74,,,408000000.0,,,,,404597701.0,,,,-65000000.0,-5405000000.0,,,,,,,,147000000.0,,8844000000.0,,-255000000.0,,,,,,,,,13338000000.0,10337000000.0,,,598000000.0,,,449000000.0,3439000000.0,5161000000.0,,,,,689000000.0,8422000000.0,4000000.0,,,,,4202000000.0,18933000000.0,,5299000000.0,,,,,32271000000.0,,,,10962000000.0,,,49000000.0,,,,,,,,,,,,-704000000.0,,-704000000.0,,,,,,253000000.0,,,14852000000.0,2892000000.0,,,882000000.0,,,229000000.0,,,607000000.0,1938000000.0,-704000000.0,,,,,,-434000000.0,661000000.0,4216000000.0,0.0,,,5577000000.0,25189000000.0,998000000.0,,,,,,253000000.0,,,,,-44000000.0,,,-1.74,,,404597701.0,,,,,,,,,,,,,,,,,,,,,
