,trailingNetIncomeCommonStockholders,annualGrossPPE,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherNonCurrentLiabilities,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,trailingInterestExpense,quarterlyChangeInInventory,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualBeginningCashPosition,trailingGrossProfit,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlySaleOfInvestment,trailingOtherIncomeExpense,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,trailingRepaymentOfDebt,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalExpenditure,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,trailingChangeInInventory,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,quarterlyEbitda,quarterlyDilutedEPS,annualNetOtherFinancingCharges,annualStockBasedCompensation,quarterlyOperatingIncome,trailingStockBasedCompensation,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,annualCurrentDebt,quarterlyDilutedAverageShares,annualBasicEPS,trailingOtherNonCashItems,annualCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCapitalExpenditure,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyOtherNonCashItems,annualTotalRevenue,annualCapitalStock,trailingOperatingExpense,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyGrossPPE,annualChangesInAccountReceivables,quarterlyPretaxIncome,trailingCostOfRevenue,annualInterestExpense,trailingFreeCashFlow,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,trailingChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualAccumulatedDepreciation,annualInventory,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualGrossProfit,quarterlyStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualNetOtherInvestingChanges,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingNetIncome,annualGoodwill,annualTotalAssets,trailingPretaxIncome,quarterlyTotalAssets,annualTotalLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,annualNetIncome,quarterlyLongTermDebt,annualRetainedEarnings,annualAccountsReceivable,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualDilutedEPS,annualPurchaseOfInvestment,trailingOperatingIncome,trailingInvestingCashFlow,annualCostOfRevenue,annualAccountsPayable,annualOperatingIncome,annualBasicAverageShares,trailingTotalRevenue,annualInvestingCashFlow,quarterlyNetIncome,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualCashDividendsPaid,annualFreeCashFlow,annualEndCashPosition,annualPretaxIncome,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,trailingTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualDepreciationAndAmortization,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualStockholdersEquity,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualTaxProvision,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyInventory,quarterlyNetOtherFinancingCharges,annualCurrentAccruedExpenses,trailingOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyOperatingExpense,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualDilutedAverageShares,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,annualCommonStockIssuance,annualSaleOfInvestment,quarterlyBasicEPS,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,quarterlyBasicAverageShares,annualCurrentAssets,annualCurrentLiabilities,annualNetPPE,trailingNetOtherInvestingChanges,annualEbitda,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualSellingGeneralAndAdministration,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,trailingBasicEPS
1380499200,,,,1277000000.0,,,-66000000.0,38000000.0,,-25000000.0,,,,,,,,,0.0,,,,1928000000.0,-12735000000.0,452000000.0,,2845000000.0,,,318000000.0,2661000000.0,2661000000.0,-209000000.0,11347000000.0,,,,,1489000000.0,2.66,,,1254000000.0,,,,,327500000.0,,,,-647000000.0,,,,,144000000.0,,,,900000000.0,,,,1173000000.0,,,,,,,,,14119000000.0,12293000000.0,,,-387000000.0,,,331000000.0,4598000000.0,13694000000.0,-607000000.0,,,38000000.0,-184000000.0,2278000000.0,,,,,10534000000.0,6919000000.0,24788000000.0,1737000000.0,10163000000.0,,,,,38907000000.0,,,,6156000000.0,,,691000000.0,,,,,,,,,,,,873000000.0,,842000000.0,,,,,,232000000.0,,,25337000000.0,3827000000.0,,,0.0,,,84000000.0,,,-437000000.0,2661000000.0,873000000.0,,,-124000000.0,,,3000000.0,1184000000.0,2920000000.0,-30000000.0,,,4999000000.0,37630000000.0,,,6350000000.0,,,,-70000000.0,,,,,-370000000.0,,,2.72,,,321300000.0,,,,,,,,,,,,,,,,,,,,,
1388448000,,13366000000.0,2981000000.0,4918000000.0,3735000000.0,1565000000.0,1077000000.0,11000000.0,,-78000000.0,-150000000.0,719000000.0,1898000000.0,,,,,,0.0,,,,1397000000.0,-9601000000.0,813000000.0,22859000000.0,2661000000.0,-396000000.0,,319000000.0,2617000000.0,2617000000.0,-345000000.0,11533000000.0,,,-269000000.0,,1118000000.0,,-81000000.0,189000000.0,1200000000.0,,-60000000.0,-2706000000.0,0.0,,9.29,,6349000000.0,-645000000.0,-8660000000.0,-836000000.0,2950000000.0,-318000000.0,146000000.0,45358000000.0,319000000.0,,938000000.0,-5000000.0,13366000000.0,767000000.0,746000000.0,,350000000.0,,,,-3000000.0,,,13329000000.0,11120000000.0,,,-211000000.0,-8660000000.0,2977000000.0,258000000.0,4706000000.0,14200000000.0,-229000000.0,,4583000000.0,39000000.0,-44000000.0,1565000000.0,,-109000000.0,,-16000000.0,10348000000.0,5834000000.0,22859000000.0,1809000000.0,10429000000.0,,10348000000.0,36188000000.0,,36188000000.0,31270000000.0,,2981000000.0,6152000000.0,14200000000.0,5834000000.0,593000000.0,-9601000000.0,9.13,,,,40775000000.0,1397000000.0,4901000000.0,320900000.0,,-1121000000.0,488000000.0,6152000000.0,488000000.0,-1540000000.0,3710000000.0,2617000000.0,4155000000.0,,286000000.0,,,20150000000.0,3735000000.0,305000000.0,813000000.0,0.0,2617000000.0,990000000.0,86000000.0,,4918000000.0,-337000000.0,2617000000.0,488000000.0,,1205000000.0,-528000000.0,,,-368000000.0,1104000000.0,2977000000.0,-66000000.0,1809000000.0,,4955000000.0,31270000000.0,,,6349000000.0,4546000000.0,20150000000.0,-647000000.0,-96000000.0,,2617000000.0,326500000.0,,-428000000.0,,0.0,,-1762000000.0,4955000000.0,,13329000000.0,11120000000.0,4706000000.0,,5495000000.0,,,,,,,,,,,,,,,,
1396224000,,,,4800000000.0,,,-423000000.0,-23000000.0,,29000000.0,,,,,,,,,,,,,1942000000.0,-9437000000.0,631000000.0,,2617000000.0,,,315000000.0,3264000000.0,3264000000.0,-103000000.0,10650000000.0,,,,,1671000000.0,2.87,,,1432000000.0,,,,,325100000.0,,,,-1327000000.0,,,,,-21000000.0,,,,2100000000.0,,,,1348000000.0,,,,,,,,,14234000000.0,11995000000.0,,,903000000.0,,,415000000.0,4612000000.0,13922000000.0,-1106000000.0,,,48000000.0,647000000.0,2134000000.0,,,,,10370000000.0,6255000000.0,22685000000.0,1722000000.0,9279000000.0,,,,,36919000000.0,,,,6152000000.0,,,1997000000.0,,,,,,,,,,,,933000000.0,,933000000.0,,,,,,237000000.0,,,20124000000.0,3632000000.0,,,,,,86000000.0,,,-126000000.0,3264000000.0,933000000.0,,,545000000.0,,,2000000.0,1371000000.0,2949000000.0,26000000.0,,,4921000000.0,32119000000.0,,,6197000000.0,,,,-61000000.0,,,,,-444000000.0,,,2.92,,,319100000.0,,,,,,,,,,,,,,,,,,,,,
1404086400,,,,4319000000.0,,,-175000000.0,22000000.0,,278000000.0,,,,,,,,,,,,,1956000000.0,-9984000000.0,494000000.0,,3264000000.0,,,315000000.0,3436000000.0,3436000000.0,-150000000.0,11306000000.0,,,,,1668000000.0,2.76,,,1426000000.0,,,,,322100000.0,,,,-505000000.0,,,,,158000000.0,,,,977000000.0,,,,1341000000.0,,,,,,,,,14163000000.0,12147000000.0,,,-361000000.0,,,452000000.0,4559000000.0,13988000000.0,-124000000.0,,,49000000.0,172000000.0,2179000000.0,,,,,10505000000.0,6434000000.0,23087000000.0,1813000000.0,9965000000.0,,,,,37250000000.0,,,,6169000000.0,,,827000000.0,,,,,,,,,,,,889000000.0,,889000000.0,,,,,,242000000.0,,,20784000000.0,3668000000.0,,,,,,85000000.0,,,-300000000.0,3436000000.0,889000000.0,,,12000000.0,,,0.0,1341000000.0,2646000000.0,14000000.0,,,4910000000.0,32931000000.0,,,6199000000.0,,,,-85000000.0,,,,,-421000000.0,,,2.81,,,316800000.0,,,,,,,,,,,,,,,,,,,,,
1412035200,,,,4574000000.0,,,367000000.0,15000000.0,,-241000000.0,,,,,,,,,0.0,,,,2000000000.0,-9864000000.0,559000000.0,,3436000000.0,,,314000000.0,2963000000.0,2963000000.0,-203000000.0,11114000000.0,,,,,1640000000.0,2.76,,,1392000000.0,,,,,321800000.0,,,,-825000000.0,,,,,219000000.0,,,,990000000.0,,,,1311000000.0,,,,,,-450000000.0,,,13684000000.0,12133000000.0,,,-395000000.0,,,423000000.0,4590000000.0,14124000000.0,-446000000.0,,,31000000.0,-473000000.0,2310000000.0,,,,,10774000000.0,6081000000.0,23249000000.0,1919000000.0,9839000000.0,,,,,36933000000.0,,,,6165000000.0,,,787000000.0,,,,,,,,,,,,888000000.0,,888000000.0,,,,,,247000000.0,,,20226000000.0,3604000000.0,,,,,,82000000.0,,,-638000000.0,2963000000.0,888000000.0,,,39000000.0,,,1000000.0,1275000000.0,2898000000.0,-13000000.0,,,4931000000.0,32359000000.0,,,5904000000.0,,,,-117000000.0,,,,,-421000000.0,,,2.81,,,316300000.0,,,,,,,,,,,,,,,,,,,,,
1419984000,,13495000000.0,3614000000.0,3400000000.0,3877000000.0,1926000000.0,259000000.0,6000000.0,,11000000.0,0.0,-1171000000.0,2617000000.0,,,,,,0.0,,,,1570000000.0,-11870000000.0,666000000.0,24744000000.0,2963000000.0,-113000000.0,,314000000.0,1446000000.0,1446000000.0,-389000000.0,12530000000.0,,,-898000000.0,,1613000000.0,,38000000.0,164000000.0,1461000000.0,,77000000.0,-3314000000.0,,,11.41,,5790000000.0,-657000000.0,-8740000000.0,-845000000.0,3614000000.0,-337000000.0,-79000000.0,45600000000.0,314000000.0,,-201000000.0,-401000000.0,13495000000.0,28000000.0,1258000000.0,,340000000.0,,,,-276000000.0,,,12329000000.0,11112000000.0,,,-1048000000.0,-8740000000.0,2882000000.0,354000000.0,4755000000.0,14956000000.0,-224000000.0,,5374000000.0,36000000.0,-1517000000.0,1926000000.0,,-901000000.0,,20000000.0,10862000000.0,5884000000.0,24744000000.0,1826000000.0,11143000000.0,,10862000000.0,37073000000.0,,37073000000.0,33673000000.0,,3614000000.0,6169000000.0,14956000000.0,5884000000.0,-590000000.0,-11870000000.0,11.21,,,,40226000000.0,1570000000.0,5711000000.0,316800000.0,,-1723000000.0,904000000.0,6169000000.0,904000000.0,-1760000000.0,3021000000.0,1446000000.0,5258000000.0,,268000000.0,,,22561000000.0,3877000000.0,277000000.0,666000000.0,,1446000000.0,994000000.0,87000000.0,,3400000000.0,-659000000.0,1446000000.0,904000000.0,,1644000000.0,-501000000.0,,,-116000000.0,1387000000.0,2882000000.0,11000000.0,1826000000.0,,5114000000.0,33673000000.0,,,5790000000.0,3866000000.0,22561000000.0,95000000.0,-74000000.0,,1446000000.0,322400000.0,,-474000000.0,,,,-1900000000.0,5114000000.0,,12329000000.0,11112000000.0,4755000000.0,,6592000000.0,,,,,,,,,,,,,,,,
1427760000,,,,3520000000.0,,,-661000000.0,26000000.0,,-205000000.0,,,,,,,,,,,,,1945000000.0,-11715000000.0,632000000.0,,1446000000.0,,,313000000.0,3486000000.0,3486000000.0,-118000000.0,10111000000.0,,,,,1603000000.0,2.74,,,1356000000.0,,,,,320200000.0,,,,1175000000.0,,,,,-159000000.0,,,,957000000.0,,,,1266000000.0,,,,,,,,,15218000000.0,11567000000.0,,,-46000000.0,,,388000000.0,4654000000.0,14922000000.0,-604000000.0,,,40000000.0,2040000000.0,2352000000.0,,,,,10841000000.0,6545000000.0,24534000000.0,1722000000.0,8848000000.0,,,,,39752000000.0,,,,8404000000.0,,,839000000.0,,,,,,,,,,,,878000000.0,,878000000.0,,,,,,244000000.0,,,24665000000.0,3763000000.0,,,,,,93000000.0,,,-92000000.0,3486000000.0,878000000.0,,,375000000.0,,,3000000.0,1263000000.0,3087000000.0,-1000000.0,,,5015000000.0,36232000000.0,,,5548000000.0,,,,-93000000.0,,,,,-498000000.0,,,2.78,,,315400000.0,,,,,,,,,,,,,,,,,,,,,
1435622400,,,,2982000000.0,,,-522000000.0,65000000.0,,51000000.0,,,,,,,,,,,,,2016000000.0,-11456000000.0,520000000.0,,3486000000.0,,,309000000.0,3202000000.0,3202000000.0,-191000000.0,11643000000.0,,,,,1693000000.0,2.94,,,1445000000.0,,,,,316100000.0,,,,-1421000000.0,,,,,37000000.0,,,,1263000000.0,,,,1343000000.0,,,,,,,,,15287000000.0,12624000000.0,,,2000000.0,,,414000000.0,4640000000.0,14129000000.0,-937000000.0,,,49000000.0,-284000000.0,2799000000.0,,,,,10867000000.0,7064000000.0,24561000000.0,1808000000.0,10272000000.0,,,,,39848000000.0,,,,7950000000.0,,,1072000000.0,,,,,,,,,,,,929000000.0,,929000000.0,,,,,,246000000.0,,,24242000000.0,3815000000.0,,,452000000.0,,,104000000.0,,,-126000000.0,3202000000.0,929000000.0,,,78000000.0,,,2000000.0,1371000000.0,3032000000.0,-36000000.0,,,5019000000.0,36866000000.0,,,5549000000.0,,,,-74000000.0,,,,,-467000000.0,,,2.98,,,312000000.0,,,,,,,,,,,,,,,,,,,,,
1443571200,,,,2813000000.0,,,322000000.0,-2000000.0,,-205000000.0,,,,,,,,,,,,,2215000000.0,-11321000000.0,515000000.0,,3202000000.0,,,306000000.0,3300000000.0,3300000000.0,-191000000.0,11461000000.0,,,,,1591000000.0,2.77,,,1389000000.0,,,,,312700000.0,,,,-1226000000.0,,,,,353000000.0,,,,1517000000.0,,,,1251000000.0,,,,,,0.0,,,15055000000.0,12980000000.0,,,34000000.0,,,386000000.0,4677000000.0,13828000000.0,-823000000.0,,,29000000.0,98000000.0,2527000000.0,,,,,10832000000.0,6740000000.0,24562000000.0,1947000000.0,10170000000.0,,,,,39617000000.0,,,,7460000000.0,,,1326000000.0,,,,,,,,,,,,865000000.0,,865000000.0,,,,,,236000000.0,,,23824000000.0,3908000000.0,,,952000000.0,,,104000000.0,,,-193000000.0,3300000000.0,865000000.0,,,184000000.0,,,-34000000.0,1291000000.0,3237000000.0,17000000.0,,,4957000000.0,36804000000.0,,,5339000000.0,,,,-98000000.0,,,,,-462000000.0,,,2.8,,,308400000.0,,,,,,,,,,,,,,,,,,,,,
1451520000,,14547000000.0,3605000000.0,3097000000.0,4792000000.0,2223000000.0,605000000.0,119000000.0,,-39000000.0,-6000000000.0,-356000000.0,1446000000.0,,,,,,,4147000000.0,,,1974000000.0,-11444000000.0,622000000.0,32930000000.0,3300000000.0,-72000000.0,,303000000.0,1090000000.0,1090000000.0,-439000000.0,12917000000.0,,,-9003000000.0,,1605000000.0,,5000000.0,138000000.0,1348000000.0,,-398000000.0,4277000000.0,956000000.0,,11.62,,6988000000.0,5749000000.0,-9057000000.0,-939000000.0,3605000000.0,-236000000.0,372000000.0,46132000000.0,303000000.0,,1364000000.0,-445000000.0,14547000000.0,-256000000.0,1163000000.0,,443000000.0,,,,-9003000000.0,,,16198000000.0,14057000000.0,,,184000000.0,-9057000000.0,4962000000.0,230000000.0,5490000000.0,14238000000.0,-707000000.0,,5302000000.0,20000000.0,-2210000000.0,2223000000.0,,174000000.0,,208000000.0,13576000000.0,8061000000.0,32930000000.0,1916000000.0,11540000000.0,,13576000000.0,49128000000.0,,49128000000.0,46031000000.0,,3605000000.0,14305000000.0,14238000000.0,8061000000.0,925000000.0,-11444000000.0,11.46,,,,40830000000.0,1974000000.0,5538000000.0,310300000.0,,-9734000000.0,933000000.0,14305000000.0,933000000.0,-1932000000.0,4162000000.0,1090000000.0,5023000000.0,,300000000.0,,,31974000000.0,4792000000.0,603000000.0,622000000.0,956000000.0,1090000000.0,1026000000.0,142000000.0,,3097000000.0,-9323000000.0,1090000000.0,933000000.0,,1418000000.0,-797000000.0,,,-43000000.0,1377000000.0,4962000000.0,25000000.0,1916000000.0,,5247000000.0,46031000000.0,,,6988000000.0,5101000000.0,31974000000.0,-160000000.0,29000000.0,4147000000.0,1090000000.0,314700000.0,,-505000000.0,,,,-3071000000.0,5247000000.0,,16198000000.0,14057000000.0,5490000000.0,,6492000000.0,,,,,,,,,,,,,,,,
1459382400,,,,3177000000.0,,,-558000000.0,4000000.0,,-310000000.0,,,,,,,,,,4121000000.0,,,2715000000.0,-11254000000.0,472000000.0,,1090000000.0,,,303000000.0,1452000000.0,1452000000.0,-151000000.0,11702000000.0,,,,,1594000000.0,2.58,,,1396000000.0,,,,,307800000.0,,,,-1054000000.0,,,,,221000000.0,,,,1563000000.0,,,,1134000000.0,,,,,,,,,15767000000.0,14912000000.0,,,208000000.0,,,340000000.0,5417000000.0,14128000000.0,-501000000.0,,,44000000.0,362000000.0,2422000000.0,,,,,13583000000.0,8620000000.0,34391000000.0,1963000000.0,10368000000.0,,,,,50158000000.0,,,,14320000000.0,,,1412000000.0,,,,,,,,,,,,794000000.0,,794000000.0,,,,,,296000000.0,,,32069000000.0,4877000000.0,,,956000000.0,,,164000000.0,,,-147000000.0,1452000000.0,794000000.0,,,751000000.0,,,-98000000.0,1334000000.0,5223000000.0,-48000000.0,,,5377000000.0,46981000000.0,,,6856000000.0,,,,-62000000.0,,,,,-533000000.0,,,2.61,,,304500000.0,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,2997000000.0,,,-656000000.0,55000000.0,,77000000.0,,,,,,,,,,4051000000.0,,,2778000000.0,-11104000000.0,393000000.0,,1452000000.0,,,301000000.0,1269000000.0,1269000000.0,-235000000.0,12914000000.0,,,,,1863000000.0,3.32,,,1566000000.0,,,,,307100000.0,,,,-1580000000.0,,,,,-40000000.0,,,,1577000000.0,,,,1400000000.0,,,,,,,,,16073000000.0,15595000000.0,,,142000000.0,,,379000000.0,5438000000.0,13800000000.0,-501000000.0,,,53000000.0,-183000000.0,3067000000.0,,,,,13621000000.0,9275000000.0,34335000000.0,2012000000.0,11490000000.0,,,,,50408000000.0,,,,14307000000.0,,,1342000000.0,,,,,,,,,,,,1021000000.0,,1021000000.0,,,,,,297000000.0,,,31816000000.0,4620000000.0,,,502000000.0,,,166000000.0,,,-180000000.0,1269000000.0,1021000000.0,,,55000000.0,,,0.0,1424000000.0,5136000000.0,-151000000.0,,,5395000000.0,47411000000.0,,,7236000000.0,,,,-142000000.0,,,,,-501000000.0,,,3.37,,,303100000.0,,,,,,,,,,,,,,,,,,,,,
1475193600,,,,2323000000.0,,,-323000000.0,17000000.0,,-2000000.0,,,,,,,,,-500000000.0,4205000000.0,,,2840000000.0,-10991000000.0,408000000.0,,1269000000.0,,,291000000.0,2895000000.0,2895000000.0,-241000000.0,11551000000.0,,,,,1884000000.0,7.93,,,1588000000.0,,,,,302100000.0,,,,530000000.0,,,,,45000000.0,,,,1320000000.0,,,,1427000000.0,,,,,,,,,17110000000.0,14425000000.0,,,-208000000.0,,,338000000.0,5369000000.0,13023000000.0,-278000000.0,,,27000000.0,1626000000.0,2899000000.0,,,,,10791000000.0,8955000000.0,31629000000.0,1856000000.0,10167000000.0,,,,,48739000000.0,,,,14304000000.0,,,1079000000.0,,,,,,,,,,,,2395000000.0,,1089000000.0,,,,,,295000000.0,,,31884000000.0,4638000000.0,,,,,,162000000.0,,,-224000000.0,2895000000.0,2395000000.0,,,227000000.0,,,1000000.0,1384000000.0,4852000000.0,1770000000.0,,,5414000000.0,46309000000.0,,,6830000000.0,,,,-204000000.0,,,,,-484000000.0,,,8.02,,,298500000.0,,,,,,,,,,,,,,,,,,,,,
1483142400,,14877000000.0,5302000000.0,1511000000.0,4659000000.0,2349000000.0,726000000.0,2000000.0,,189000000.0,-952000000.0,747000000.0,1090000000.0,,,,,,0.0,4093000000.0,,,1653000000.0,-12102000000.0,399000000.0,32698000000.0,2895000000.0,-80000000.0,,289000000.0,1837000000.0,1837000000.0,-436000000.0,13752000000.0,,,0.0,,1753000000.0,3.35,1533000000.0,149000000.0,1428000000.0,,-46000000.0,-3457000000.0,0.0,295200000.0,17.71,,6776000000.0,-1353000000.0,-9328000000.0,-1063000000.0,3753000000.0,-487000000.0,-441000000.0,47248000000.0,289000000.0,,729000000.0,-152000000.0,14877000000.0,-811000000.0,1255000000.0,,663000000.0,,,,,,,15108000000.0,12542000000.0,,,-10000000.0,-9328000000.0,4670000000.0,296000000.0,5549000000.0,13324000000.0,-816000000.0,,5142000000.0,25000000.0,-1058000000.0,2349000000.0,,132000000.0,,78000000.0,10764000000.0,8202000000.0,32698000000.0,1764000000.0,12399000000.0,,10764000000.0,47806000000.0,,47806000000.0,46200000000.0,,5302000000.0,14282000000.0,13324000000.0,8202000000.0,293000000.0,-12102000000.0,17.49,,,,42106000000.0,1653000000.0,5629000000.0,299300000.0,,-985000000.0,988000000.0,14282000000.0,959000000.0,-2048000000.0,4126000000.0,1837000000.0,4886000000.0,,327000000.0,,,33658000000.0,4659000000.0,-215000000.0,399000000.0,0.0,1837000000.0,1215000000.0,171000000.0,,1511000000.0,-434000000.0,1837000000.0,988000000.0,,1133000000.0,-1221000000.0,,,-2000000.0,1353000000.0,4670000000.0,-38000000.0,1764000000.0,,5667000000.0,46200000000.0,,,6776000000.0,5189000000.0,33658000000.0,-188000000.0,-75000000.0,4093000000.0,1837000000.0,303100000.0,,-530000000.0,,,3.39,-2096000000.0,5667000000.0,291800000.0,15108000000.0,12542000000.0,5549000000.0,,6764000000.0,,,,,,,,,,,,,,,,
1490918400,,,,1483000000.0,,,-667000000.0,4000000.0,,-404000000.0,,,,,,,,,,4019000000.0,,,2718000000.0,-11892000000.0,427000000.0,,1837000000.0,,,288000000.0,2216000000.0,2216000000.0,-170000000.0,11057000000.0,,,,,1435000000.0,2.61,,,1149000000.0,,,,,292800000.0,,,,-1121000000.0,,,,,218000000.0,,,,1666000000.0,,,,995000000.0,,,,,,,,,16586000000.0,13597000000.0,,,356000000.0,,,232000000.0,5481000000.0,13087000000.0,-500000000.0,,,44000000.0,379000000.0,2660000000.0,,,,,10773000000.0,8869000000.0,32250000000.0,1647000000.0,9904000000.0,,,,,48836000000.0,,,,14276000000.0,,,1496000000.0,,,,,,,,,,,,763000000.0,,763000000.0,,,,,,285000000.0,,,33654000000.0,4609000000.0,,,,,,155000000.0,,,-166000000.0,2216000000.0,763000000.0,,,1111000000.0,,,1000000.0,1153000000.0,5074000000.0,-108000000.0,,,5488000000.0,47251000000.0,,,6572000000.0,,,,4000000.0,,,,,-544000000.0,,,2.63,,,290000000.0,,,,,,,,,,,,,,,,,,,,,
1498780800,,,,1265000000.0,,,107000000.0,5000000.0,,133000000.0,,,,,,,,,,3944000000.0,,,2554000000.0,-11637000000.0,411000000.0,,2216000000.0,,,286000000.0,2452000000.0,2452000000.0,-278000000.0,12685000000.0,,,,,1779000000.0,3.23,,,1485000000.0,,,,,291200000.0,,,,-1035000000.0,,,,,124000000.0,,,,1544000000.0,,,,1323000000.0,,,,,,,,,16566000000.0,13641000000.0,,,125000000.0,,,381000000.0,5532000000.0,12616000000.0,-500000000.0,,,57000000.0,236000000.0,2831000000.0,,,,,10780000000.0,8762000000.0,32145000000.0,1796000000.0,11260000000.0,,,,,48711000000.0,,,,14283000000.0,,,1266000000.0,,,,,,,,,,,,942000000.0,,942000000.0,,,,,,296000000.0,,,33721000000.0,4619000000.0,,,,,,160000000.0,,,-273000000.0,2452000000.0,942000000.0,,,-171000000.0,,,-2000000.0,1425000000.0,4941000000.0,-23000000.0,,,5557000000.0,47362000000.0,,,6460000000.0,,,,-60000000.0,,,,,-525000000.0,,,3.27,,,288500000.0,,,,,,,,,,,,,,,,,,,,,
1506729600,,,,2098000000.0,,,-259000000.0,6000000.0,,138000000.0,,,,,,,,,0.0,3877000000.0,,,2848000000.0,-11360000000.0,443000000.0,,2452000000.0,,,285000000.0,2941000000.0,2941000000.0,-222000000.0,12169000000.0,,,,,1720000000.0,3.24,,,1428000000.0,,,,,290000000.0,,,,-1049000000.0,,,,,459000000.0,,,,1754000000.0,,,,1259000000.0,,,,,,,,,17208000000.0,13084000000.0,,,25000000.0,,,320000000.0,5511000000.0,13173000000.0,-500000000.0,,,32000000.0,489000000.0,2146000000.0,,,,,10812000000.0,9021000000.0,31738000000.0,1895000000.0,10818000000.0,,,,,48946000000.0,,,,14268000000.0,,,1532000000.0,,,,,,,,,,,,939000000.0,,939000000.0,,,,,,299000000.0,,,33687000000.0,4563000000.0,,,,,,162000000.0,,,-216000000.0,2941000000.0,939000000.0,,,289000000.0,,,-7000000.0,1351000000.0,4803000000.0,-45000000.0,,,5568000000.0,46771000000.0,,,6195000000.0,,,,-77000000.0,,,,,-522000000.0,,,3.27,,,287100000.0,,,,,,,,,,,,,,,,,,,,,
