,quarterlyInvestingCashFlow,trailingTaxProvision,annualNetOtherFinancingCharges,annualTaxProvision,trailingEndCashPosition,trailingTotalRevenue,quarterlyEndCashPosition,trailingCostOfRevenue,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,annualCurrentDebt,quarterlyOtherNonCashItems,trailingOperatingIncome,annualOtherCurrentAssets,annualResearchAndDevelopment,trailingNetIncomeContinuousOperations,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyBasicEPS,quarterlyBasicAverageShares,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,quarterlyRetainedEarnings,annualOperatingExpense,quarterlyCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingOperatingExpense,quarterlyChangeInWorkingCapital,annualFreeCashFlow,quarterlyNonCurrentDeferredRevenue,annualCostOfRevenue,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,annualBeginningCashPosition,quarterlyFreeCashFlow,quarterlyTotalRevenue,trailingSellingGeneralAndAdministration,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualTotalAssets,quarterlyOtherCurrentAssets,annualNetIncome,trailingPretaxIncome,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyChangeInInventory,quarterlyCostOfRevenue,annualLongTermDebt,annualCashDividendsPaid,annualCurrentAssets,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualEbitda,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,quarterlyGrossProfit,annualSaleOfInvestment,annualCommonStockIssuance,annualOtherShortTermInvestments,trailingSaleOfInvestment,annualOtherIntangibleAssets,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,quarterlyCashDividendsPaid,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingNetIncomeCommonStockholders,annualAccountsReceivable,annualDepreciationAndAmortization,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyTaxProvision,annualInventory,quarterlyNetPPE,quarterlyInventory,annualChangeInInventory,quarterlyRepaymentOfDebt,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,annualDilutedAverageShares,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherNonCashItems,annualOperatingCashFlow,quarterlyCommonStockIssuance,annualTotalNonCurrentAssets,annualCurrentLiabilities,annualOtherIncomeExpense,annualNetPPE,annualGrossProfit,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,quarterlyResearchAndDevelopment,quarterlyNetOtherFinancingCharges,annualBasicAverageShares,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,trailingPurchaseOfBusiness,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,quarterlyDilutedEPS,quarterlyAccumulatedDepreciation,annualDilutedEPS,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyDilutedAverageShares,quarterlyTotalAssets,annualGoodwill,trailingNetIncome,trailingInterestExpense,trailingCashDividendsPaid,annualChangesInAccountReceivables,trailingPurchaseOfInvestment,annualPretaxIncome,annualNonCurrentDeferredRevenue,annualInterestExpense,trailingBeginningCashPosition,quarterlyTotalNonCurrentAssets,trailingCapitalExpenditure,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,annualChangeInWorkingCapital,annualGrossPPE,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,annualAccumulatedDepreciation,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualOperatingIncome,quarterlyAccountsPayable,annualCapitalStock,annualPurchaseOfInvestment,trailingResearchAndDevelopment,annualTotalRevenue,annualInvestingCashFlow,trailingGrossProfit,annualRepaymentOfDebt,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualBasicEPS,annualCapitalExpenditure,trailingRepurchaseOfCapitalStock,trailingNetOtherInvestingChanges,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,annualDeferredIncomeTax,trailingChangeInAccountPayable,annualStockBasedCompensation,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,trailingOperatingCashFlow,quarterlyChangesInAccountReceivables,trailingBasicEPS,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualRepurchaseOfCapitalStock,annualGainsLossesNotAffectingRetainedEarnings,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,annualIncomeTaxPayable,trailingDepreciationAndAmortization,trailingOtherIncomeExpense,trailingDilutedAverageShares
1293753600,-968174379.27,,-849239042.02,214151355.81,,,2073626962.53,,2073626962.53,1258488211.35,3401493292.47,,,16250187.1,,,1498500000.0,1103858608.03,,,8279273760.0,1796054000.0,1410476208.63,148842000.0,5143097076.86,2754953141.57,14824563213.26,13297969425.31,,13297969425.31,,11887493216.68,7312722039.39,,,-26956971.13,1410476000.0,17298380820.08,2827083867.75,1062395537.5,2420034966.53,-1099824909.64,7792091141.94,,-865090403.0,3094616438.33,23698275007.01,16250187.1,2700734577.09,,-869090403.0,326995787.63,,5840112999.42,,-274424978.92,14824563213.26,2700734577.09,0.0,3598044717.34,1410476208.63,1943866438.09,1951978142.52,1817773304.88,,0.0,,1110650492.82,148842000.0,889582605.02,-141106978.92,10015147541.87,1410476208.63,,326995787.63,548989816.28,2163713.0,,1258488211.35,1311123195.76,,5143097076.86,610281657.03,10015147541.87,-200922804.42,2103680426.57,7312722039.39,2103680426.57,-922915117.92,,3401493292.47,3094616438.33,8214540000.0,-6341783.31,3094616438.33,17293135.78,3191471980.18,,8873711793.75,11887493216.68,-415690000.0,7312722039.39,5687691225.08,,3094616438.33,,-904197600.62,8184044173.0,1110200391.34,-19058525.18,1110650492.82,,1410476208.63,-52799780.15,,-1665860000.0,0.33,,0.0,-1785887534.93,,23698275007.01,2163713.0,,,,-184087000.0,,3041235223.56,1410476000.0,7819677.5,,8873711793.75,,0.0,196562605.88,193114808.24,,1095272000.0,-142514454.75,7312722039.39,-1417657764.59,,-1665860000.0,,3491284727.12,2932738083.51,8279273760.0,1095272000.0,-6677500.0,,22986072045.16,-2307469987.39,,-75596267.0,,196562605.88,-346408004.0,0.33,-3218428951.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,-645637195.63,,,,,,1994164511.35,,,875390548.64,,3070658.16,,,,,,1217646714.36,0.106667,8206786394.0,,,,,6018487625.5,,16701919188.12,14886909272.41,164417242.8,,,13481873006.34,7827920960.97,,-540811185.61,,,,,1035299294.7,,-148089592.79,6953055594.59,,,,,16200407.45,,,-371512584.89,275806456.31,-312201905.91,5140645134.48,,,,,,,1405036266.07,,1812410460.11,,,,,,,777111165.41,-10249450.61,,1405036266.07,,,,2163713.0,,875390548.64,900551340.19,,,510763340.99,10889968485.03,149674863.68,,7827920960.97,2397345103.55,,,4990068002.47,2935887687.36,,3003267.69,2935898574.36,,,,,,,,,,,,79266299.79,,1050226203.87,,1180846479.49,,,,0.106667,,,500490564.38,0.0,-648580157.17,,26187196588.82,,,,,,,,,,,9485277400.7,,10887.0,220479836.32,373484903.47,,2738180000.0,,,-79462451.18,,,,2073626962.53,,10039811786.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,-988492525.65,,,,,,2146297023.51,,,936413161.37,,3233889.01,,,,,,1297131611.49,,,,,,,6404762509.51,,17267337298.76,16352252527.37,161309972.4,,,14951844158.75,8678466910.67,,1337943122.62,,1400408000.0,,,1078684192.44,,1363207718.31,7246658087.91,,,,,58228111.36,,,376705449.3,380019207.74,-472687383.61,5348019214.96,,,,,,,1400408368.62,,1898638872.95,,,,,,,819954680.51,-629817394.21,,1400408368.62,,,,2163713.0,,936413161.37,962511042.11,,,556650392.35,11229810410.51,168137177.75,,8678466910.67,2888120629.51,,,185071021.33,3905359337.61,,5173419.23,3905413137.61,,,,,,,,,,,,-817339138.09,,1130648219.86,,1450423207.18,,,,,-1980898000.0,,2406300668.86,0.0,-1043092950.55,,27833259228.8,,,,,,,,,,,10565921930.04,,53800.0,207724616.31,160261522.72,,2738180000.0,,,152132512.16,,,,1994164511.35,,10918309547.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,-828383237.5,,,,,,7670665218.93,,,739421626.47,,,,,,,-410000000.0,979068954.22,0.09,8215795850.0,,,,,7144184937.3,,20209235276.23,15411152830.28,,,,14004286960.64,9249609025.12,,,,,,,963423520.06,,462747605.75,7177504148.92,,,,,73989214.88,,,-74930660.24,630848592.15,,5464440584.79,,,,,,,1406865869.64,,1713063564.13,,,,,,,749640044.07,-109499268.95,,1406865869.64,,,,2163713.0,,739421626.47,753909087.07,,,549152377.22,15864823349.98,222992943.61,,9249609025.12,2345184669.8,,,181459152.12,8129702652.21,,2166923.54,8129756452.21,,,,,,,,,,,,4180799758.52,,976902030.68,,1541095891.5,,,,0.09,,,,0.0,-688655588.05,,31541659016.16,,,,,,,,,,,11332423739.93,,53800.0,246779124.03,345696103.43,,3042423000.0,,,4503378719.62,,,,2146297023.51,,10093451113.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,-1201663506.03,,4114554934.31,619998434.1,,,6306279224.47,,6306279224.47,874969776.3,4003985888.6,,,95896929.73,,,,989799791.1,,,10011067733.66,,1399815782.93,,7653974196.03,3528910314.54,20374192443.93,16113353971.74,,16113353971.74,,14713538188.81,10442606972.62,,,689899859.32,,22593797877.09,3510652885.13,889361466.18,2073626962.53,-987965871.95,8712258833.58,,-1703246138.91,7107086034.95,33134857715.47,95896929.73,3426195112.78,,-1633508343.08,679370292.96,,6640692942.85,,-551695539.73,20374192443.93,3426195112.78,0.0,4853036382.12,1399815782.93,2476585454.85,2071565890.73,1551105425.8,3894372268.99,1177700.0,,1869266218.71,,1182204424.55,89741326.94,16737108352.75,1399815782.93,,679370292.96,699450373.23,2163713.0,,874969776.3,893681415.76,,7653974196.03,860019344.29,16737108352.75,79193449.06,2776681563.15,10442606972.62,2776681563.15,-746398816.92,,4003985888.6,7107086034.95,8442722250.0,16924926.28,7108263734.95,6809628.71,4448742617.37,-7392084.51,12760665271.54,14713538188.81,,10442606972.62,7495678787.91,,7108263734.95,,671828014.09,8425069949.0,972874864.82,-9080022.24,1869266218.71,,1399815782.93,-7374572.94,,-2295858412.01,0.406667,,0.0,-1378514062.28,,33134857715.47,2163713.0,,,,,,4130651319.23,,22934689.66,,12760665271.54,,1177700.0,292724168.06,671662896.18,,3042423000.0,357673340.46,10442606972.62,-343396518.66,,-2295858412.01,,7670665218.93,3966768473.37,10011067733.66,3042423000.0,,,30089476665.0,-3664176464.81,,-181372360.44,,292724168.06,4232652261.94,0.406667,-3758842758.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,-1388603534.79,,,,,,5548248365.65,,,1093715172.47,,,,,,,-884609200.0,1362938080.35,0.12,9114293104.0,,,,,8747689259.03,,21043471575.35,16399710907.59,,,,15004588477.55,11106106142.04,,,,,,,1312132542.95,,-541919242.14,8730917675.52,,,,,76467641.02,,,-332150000.0,615927444.8,,6507585142.42,,,,,,,1393525639.44,,2223332533.1,,,,,,,911199990.15,-11723866.7,,1395122430.04,,,,2163713.0,,1093715172.47,1106889595.51,1596790.6,,620549586.99,17831165007.13,230712823.61,,11106106142.04,2831321031.1,,,4114191863.92,6210260478.93,,25335661.23,6211438178.93,,,,,,,,,,,,138794697.2,,1337602419.12,,1868878558.87,,,,0.12,,,,0.0,-1045051263.69,,34470678616.38,,,,,,,,,,,13427207041.03,,1177700.0,306214889.33,872770254.65,,3042423000.0,,,-758030858.82,,,,6306279224.47,,10569148419.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,-944856369.16,,,,,,5488907622.28,,,1259800768.13,,,,,,,-1139322600.0,1540293143.78,,,,,,,9094763236.63,,22076740948.86,18627882953.24,,,,17168668655.0,11970120674.63,,,,,,,1514814199.87,,566938483.84,9556653765.54,,,,,150750002.38,,,397850000.0,622406470.36,,6968520263.35,,,,,,,1447258681.94,,2588133502.19,,,,,,,1073319302.32,-921916983.46,,1459214298.24,,,,2163713.0,,1259800768.13,1269911918.64,11955616.3,,700418490.27,18175322514.38,247871672.37,,11970120674.63,3392923225.86,,,282043812.25,6427589364.12,,22509552.77,6427589364.12,,,,,,,,,,,,-405266328.56,,1517783591.01,,2355459939.15,,,,,-2737535605.15,,,0.0,-1362140926.75,,36925994080.17,,,,,,,,,,,14849253131.31,,0.0,325523648.39,1153273950.16,,3042423000.0,,,-59340743.37,,,,5548248365.65,,11869526093.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,-1114045433.11,,,,,,6283794719.31,,,1487992903.08,,,,,,,-1637673100.0,1821334840.78,0.163333,9110160631.0,,,,,10582756139.71,,23496947971.13,19420285345.61,,,,17827406685.59,12849803537.96,,,,,,,1751905092.15,,732880634.0,11175954856.28,,,,,80020057.57,,,-250458173.0,628261197.29,,8179950675.43,,,,,,,1584429678.11,,2996004180.85,,,,,,,1244099088.7,-428424.9,,1592878660.02,,,,2163713.0,,1487992903.08,1491477991.81,8448981.91,,818021847.54,19663315417.46,316163246.94,,12849803537.96,2844898300.41,,,282943341.11,6806559338.15,,13693602.03,6806997505.12,,,,,,,,,,,,415917123.0,,1807641238.75,,2347084536.5,,,,0.163333,,,,0.0,-858494764.61,,39209874464.35,,,,,,,,,,,15712926493.22,,438166.97,436093094.7,1631458814.21,,3042423000.0,,,794887097.03,,,,5488907622.28,,11788909250.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,-488632405.88,,-69236130.11,1118964991.48,,,5595535544.33,,5595535544.33,1850940112.25,4393376777.36,,,60330465.6,,,-1607000000.0,2126926179.5,,,13039102915.94,,1606859855.26,,11799009548.92,4994816810.05,25847677215.69,20926027128.42,,20926027128.42,,19319167273.16,14008824016.46,,,-107675505.83,,31561501368.09,5722071332.46,2024796635.28,6306279224.47,-865575381.53,13696440351.05,,324072170.64,6336981784.93,42569396536.78,60330465.6,5692448955.93,,508830343.64,691488679.17,,9905445286.89,,-917166379.44,25847677215.69,5692448955.93,0.0,7795650339.06,1606859855.26,3400051695.07,3790995064.16,5277269808.0,,11651307.26,,2214215362.85,,1766198428.88,-1779460.37,21514243992.83,1606859855.26,,691488679.17,944158094.65,2163713.0,,1850940112.25,1853791826.5,,11799009548.92,1261061770.27,21514243992.83,324217248.56,2695117691.59,14008824016.46,2695117691.59,-77299258.69,,4393376777.36,6336981784.93,9127269000.0,-51082895.56,6348633092.19,15305370.2,4336970802.21,,16721719321.09,19319167273.16,,14008824016.46,11598465280.3,,6348633092.19,,-218681621.75,9132271052.0,2178009075.06,,2214215362.85,,1606859855.26,-3353242.82,,-3204270962.06,0.623333,,0.0,-1178959352.99,,42569396536.78,2163713.0,,,,,,6841036323.94,,10455920.47,,16721719321.09,,11651307.26,591932538.67,1619766788.98,,3042423000.0,-2222169643.66,14008824016.46,-688259174.98,,-3204270962.06,,6283794719.31,6603648470.25,13039102915.94,3042423000.0,-5268604900.0,,43159966648.39,-3936137742.94,,-280663381.44,,591932538.67,-710743680.14,0.623333,-4444646308.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,-1115446426.67,,,,,,6023030918.5,,,1896341218.37,,,,,,,-2267000000.0,2300883280.63,0.206667,9175844605.0,,,,,13695350767.29,,26353124435.6,20151416861.13,,,,18505160187.81,14630151144.71,,,,,,,2225146673.3,,351736383.35,12755034286.0,,,,,40396272.73,,,-41711140.0,661418962.21,,9168738984.8,,,,,,,1646256673.32,,3586295301.2,,,,,,,1361148627.9,,,1646256673.32,,,,2163713.0,,1896341218.37,1898191231.88,,,892982695.54,23410585211.2,392031293.71,,14630151144.71,2791511648.12,,,4256137531.31,6741725122.39,,10660755.04,6764314984.49,,,,,,,,,,,,22752036.71,,2290222525.59,,2221336770.8,,,,0.206667,,,,0.0,-1173810436.44,9175844605.0,43692977501.37,,,,,,,,,,,17339853065.77,,22589862.1,613715163.41,2271657582.67,,3042423000.0,,,427495374.17,,,,5595535544.33,,12856006045.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,-1063568764.13,,,,,,6681000497.71,,,2190990875.96,,,,,,,-4860000000.0,2632709958.53,,,,,,,14152160533.25,,26200070435.6,20983374911.57,,,,19247254562.27,15997059099.96,,,,,,,2581549876.61,,2148572547.3,13661804283.72,,,,,62956662.01,,,-6930760860.0,672077683.61,,9596801127.42,,,,,,,1736120349.3,,4065003156.3,,,,,,,1483453279.69,,,1736120349.3,,,,2163713.0,,2190990875.96,2193486363.0,,,996320001.21,23867364109.5,447663115.41,,15997059099.96,2684634280.74,,,4325280442.78,7364146110.61,,-8439519.88,7380416993.46,,,,,,,,,,,,35548590.99,,2641149478.41,,2219359118.58,,,,,-3693842474.79,,,0.0,-1279140817.91,,44882280910.17,,,,,,,,,,,18682210474.57,,16270882.85,626475534.1,4870909381.82,,3042423000.0,,,657969579.21,,,,6023030918.5,,13139497918.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,-1887101939.2,,,,,,7683778263.65,,,2084877279.79,,,,,,,,2580198903.06,0.23,9064683825.0,,,,,16237037813.04,,28077184833.38,22292843660.42,,,,20549013092.89,17278322418.12,,,,,,,2513428442.58,,1036864555.08,14358052682.66,,,,,50139534.59,,,7080066191.58,523034895.09,,10198105880.4,,,,,,,1743830567.53,,4159946802.26,,,,,,,1646518359.68,0.0,,1743830567.53,,,,2163713.0,,2084877279.79,2087082227.02,,,1125724338.09,25952241389.28,472572472.32,,17278322418.12,2436589205.83,,,4511684224.17,8360750099.35,,20544203.72,8369289760.47,,,,,,,,,,,,6173777.19,,2559654699.34,,2441560013.66,,,,0.23,,,,0.0,-1848751532.61,,48278831886.02,,,,,,,,,,,20201647052.64,,8539661.12,677359565.56,3327785373.97,,3042423000.0,,,1002777765.94,,,,6681000497.71,,13707828663.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,-2630236161.18,,-756334596.94,1687590073.78,,,5522642764.49,,5522642764.49,2050862867.01,182198866.04,,,48680552.46,1692880148.5,,,2381764904.41,,,15251699018.86,,1757337365.71,,18224548503.39,6699711395.32,31026191451.06,24596812087.89,,24596812087.89,,22839474722.18,18646156660.46,,,1905758088.05,,40537994662.12,8232131707.61,2226483294.37,5595535544.33,-1631415397.68,16009423091.92,,-12132220518.0,6990516902.03,52604808931.29,48680552.46,8223072241.13,,-12239814709.58,656312754.79,,11574348669.5,,-1728653456.78,31026191451.06,8223072241.13,0.0,11078809610.34,1757337365.71,4642679733.93,4435074422.42,12398142197.55,,4270117.86,,2442835520.11,,2208591128.05,0.0,27995898018.73,1757337365.71,,656312754.79,1155026224.93,2163713.0,,2050862867.01,2053371885.71,,18224548503.39,1627652699.09,27995898018.73,375323192.34,2763890772.66,18646156660.46,2763890772.66,-383706724.0,,182198866.04,6990516902.03,9127269000.0,-46930173.64,6994787019.89,19785233.61,9039043397.56,,21578617480.23,22839474722.18,,18646156660.46,16246319682.18,,6994787019.89,,-820809001.83,9136746935.0,2428695078.05,,2442835520.11,,1757337365.71,,,,0.9,,0.0,-2831582522.55,,52604808931.29,2163713.0,,,,,,9919721781.39,,4061604.02,,21578617480.23,,4270117.86,702937010.88,1927789859.09,,3042423000.0,-291021227.86,18646156660.46,-2161135499.16,,-4251317139.1,,7683778263.65,9546608286.86,15251699018.86,3042423000.0,-12355000000.0,,56784314344.3,-6696353291.18,,0.0,,702937010.88,-72892779.84,0.9,-7133285309.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,-1636487039.71,,,,,,5463964527.03,,,2005418338.88,,,,,,,-284000000.0,2461888273.14,0.22,9115537904.0,,,,,20229966842.27,,29584749944.59,21429141562.13,,,,19689732094.79,18941766641.6,,,,,,,2392313535.5,,-59616857.25,14735111929.05,,,,,53119145.79,,,319035.6,700827893.79,,10603984313.8,,,,,,,1739409467.34,,4131127615.25,,,,,,,1738814079.75,,,1739409467.34,,,,2163713.0,,2005418338.88,2005197231.73,,,1227604970.44,29999979771.14,432295214.22,,18941766641.6,2604493897.76,,-151777272.92,30421593.12,6782405490.89,,24395827.19,6782405490.89,,,,,,,,,,,,149433173.68,,2437492445.95,,2438263126.59,,,,0.22,,,,0.0,-1638055050.29,9115537904.0,51440999050.79,,,,,,,,,,,21856249106.2,,0.0,659235829.69,284319035.6,,3042423000.0,,,-58678237.46,,,,5522642764.49,,14772343957.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,-1669985978.15,,,,,,5584983376.12,,,1948895404.61,,,,,,,-773000000.0,2350745445.53,,,,,,,19684075386.88,,28078270355.66,21403296914.24,,,,19681744962.04,19903034497.29,,,,,,,2259285019.75,,1906816035.36,13792261412.14,,,,,377855901.91,,,2662230.15,835708517.01,,9775970737.58,,,,,,,1721551952.2,,4016290674.56,,,,,,,1757005654.81,,,1721551952.2,,,,2163713.0,,1948895404.61,1949002773.01,,,1283162832.21,29458481358.52,380019755.82,,19903034497.29,2493204585.16,,-30421593.12,764264631.72,7291696533.16,,21722916.7,7291696533.16,,,,,,,,,,,,-333272193.18,,2329022528.83,,2482406078.27,,,,,-4956271739.01,,,0.0,-1677518230.31,,50928589236.71,,,,,,,,,,,22850318881.05,,0.0,650350060.79,775662230.15,,3042423000.0,,,121018849.09,,,,5463964527.03,,13985764357.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,-1922417781.93,,,,,,5238959453.6,,,1631934126.4,,,,,,,-785000000.0,2008645777.67,0.1788,9127148358.0,,,,,21316009513.28,,30102748153.92,23172487459.1,,,,21463585462.65,21217640132.24,,,,,,,2008645777.67,,-484702336.01,14058515936.5,,,,,292899563.91,,,3678610.68,899374166.76,,10166988049.66,,,,,,,1708901996.45,,3891527886.84,,,,,,,1882882109.17,-298100000.0,,1708901996.45,,,,2163713.0,,1631934126.4,1631402648.48,,,1359564058.59,31066775264.53,414273642.24,,21217640132.24,2640015702.09,,0.0,763022551.25,6499483208.74,,687911.2,6513816299.74,,,0.0,,,,,,,,,446189401.88,,2045676290.72,,2471606029.81,,,,0.1788,,,,13285883.75,-1926279438.09,,54305542209.66,,,,,,,,,,,24202794055.74,,14333091.0,672512459.55,788547150.68,,3042423000.0,,,-346023922.52,,,,5584983376.12,,14302462086.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,-1981061918.81,,1210146048.96,1598879183.23,,,3081531924.78,,3081531924.78,2455287647.71,4213815722.57,,,733386691.07,2571581207.82,,-1053000000.0,2992191888.29,,,18231310110.07,,1682108979.65,,23623537021.85,8188704100.67,35313744747.57,27826806022.22,,27826806022.22,,26144697042.57,22547730624.51,,,-1133162252.06,1682108979.65,45251761068.39,8041196445.17,2490063102.69,5522642764.49,-2495659094.16,20004883326.98,,131460.0,3394260013.36,61345252123.45,733386691.07,8041535517.6,,0.0,730113031.42,,14704817967.35,,-2505767269.48,35313744747.57,8041535517.6,100508080.46,11324758641.69,1682108979.65,5907097089.88,5300065359.63,2907831669.85,55000000.0,214440.0,,2812510619.35,,2810002256.94,-11063073.47,33451860470.96,1682108979.65,,730113031.42,1672322420.48,2163713.0,,2455287647.71,2455593791.95,,23623537021.85,2036765228.64,33451860470.96,372290570.95,3470386550.65,22547730624.51,3470386550.65,-1327906531.33,-595690136.75,4213815722.57,3394260013.36,9127269000.0,-33070239.88,3394474453.36,-36940790.82,6095784407.4,0.0,26031507375.88,26144697042.57,,22547730624.51,17339011536.28,,3394474453.36,,947795666.58,9138108543.0,2827884362.9,,2812510619.35,,1682108979.65,,,,0.88,,100508080.46,-1987093940.77,,61345252123.45,2163713.0,,,,,,9640075628.4,1682108979.65,12360592.81,,26031507375.88,,214440.0,748187605.95,1059303253.42,,3042423000.0,-3528559897.47,22547730624.51,-2157427528.82,,-5843008856.81,,5238959453.6,9150307435.61,18231310110.07,3042423000.0,-2895000000.0,,62590772604.67,-7209952718.6,,-777889002.79,,748187605.95,-2441110839.71,0.88,-7228946659.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,-2096800297.38,,,,,,2394340524.02,,,2535906367.4,,,,,,,-835000000.0,3065340279.31,0.276667,9165926629.0,,,,,26159443389.25,,34369859278.58,25882179374.7,,,,24217310175.93,23271703292.15,,,,1664869198.77,,,3065340279.31,,215500994.28,19327023212.18,,,,,786344062.81,,,2256450.46,728141819.97,,14191729359.1,,,,,,,1664869198.77,,5135293853.08,,,,,,,2069953573.77,-156709.77,,1664869198.77,,,,2163713.0,,2535906367.4,2535778798.76,,,1377569293.06,35984620403.56,565442334.36,,23271703292.15,3313996648.76,,,4515552243.49,2908369691.72,,262127.35,2908369691.72,,,,,,,,,,,,-201301079.11,,3101221133.12,,2799808016.05,,,,0.276667,,,,258377683.25,-1395666134.29,,61933257830.46,,,,,,,,,,,27563398551.88,,,831459450.69,132256450.46,,3042423000.0,,,-687191400.76,,,,3081531924.78,,17721000904.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,-2749823853.73,,,,,,3212998488.19,,,2181146417.2,,,,,,,-4671000000.0,2678897558.04,,,,,,,25906926278.25,,31639199592.26,25568669071.3,,,,23937350581.07,24329832731.03,,,,1631174004.46,,,2748899864.2,,3884239754.57,17788322984.12,,,,,1540508125.58,,,193531157.84,634029141.3,,12937260764.68,,,,,,,1631174004.46,,4851062219.44,,,,,,,2102162355.24,-2433953952.41,,1631318490.23,,,,2163713.0,,2181146417.2,2181528740.78,144485.77,,1471879847.01,35737200953.99,434765952.67,,24329832731.03,4117090799.15,,,743257321.14,4120630002.58,,26459883.43,5429630002.58,,,,,,,,,,,,-405391446.7,,2616294693.45,,2796855352.66,,,,,-6731513671.03,,,361113141.19,-1781638488.08,,61361139500.1,,,,,,,,,,,29721939907.84,,1309000000.0,841137706.73,3548462313.48,,3042423000.0,,,818657964.17,,,,2394340524.02,,17414785510.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
