date,annualGrossPPE,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,trailingChangesInAccountReceivables,quarterlyChangeInInventory,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualBeginningCashPosition,trailingGrossProfit,quarterlyBasicAverageShares,trailingOtherIncomeExpense,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualCapitalExpenditure,quarterlyOtherIntangibleAssets,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualTotalNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyCapitalStock,quarterlyTotalRevenue,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyStockBasedCompensation,trailingNetOtherFinancingCharges,quarterlyEbitda,trailingChangeInInventory,annualNetOtherFinancingCharges,annualChangeInInventory,quarterlyOperatingIncome,annualStockBasedCompensation,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualCurrentDeferredRevenue,annualOperatingExpense,annualTotalRevenue,quarterlyOtherNonCashItems,quarterlyDilutedEPS,annualCapitalStock,annualDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,trailingCostOfRevenue,trailingFreeCashFlow,quarterlyPurchaseOfBusiness,annualInterestExpense,quarterlyIncomeTaxPayable,trailingCashDividendsPaid,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,annualAccumulatedDepreciation,trailingBeginningCashPosition,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyTaxProvision,annualChangesInAccountReceivables,quarterlyNetPPE,annualInventory,trailingNetIncomeContinuousOperations,annualGrossProfit,annualChangeInWorkingCapital,quarterlyOtherCurrentLiabilities,trailingOperatingExpense,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,annualBasicAverageShares,quarterlyGoodwill,quarterlyCostOfRevenue,trailingNetIncome,annualGoodwill,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,trailingPretaxIncome,annualNetIncome,quarterlyTotalAssets,trailingChangeInWorkingCapital,annualRetainedEarnings,annualAccountsReceivable,quarterlyFreeCashFlow,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualGainsLossesNotAffectingRetainedEarnings,trailingInvestingCashFlow,annualAccountsPayable,annualCostOfRevenue,trailingOperatingIncome,quarterlyNetIncomeContinuousOperations,annualOperatingIncome,annualInvestingCashFlow,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualCashDividendsPaid,trailingSaleOfInvestment,annualFreeCashFlow,trailingCommonStockIssuance,annualPretaxIncome,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,annualEndCashPosition,trailingTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,annualLongTermDebt,annualBasicEPS,quarterlyOtherNonCurrentLiabilities,trailingPurchaseOfInvestment,annualOtherCurrentAssets,annualOtherNonCashItems,annualDepreciationAndAmortization,annualDilutedAverageShares,annualCashAndCashEquivalents,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingEndCashPosition,annualInvestmentsAndAdvances,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,annualCurrentAccruedExpenses,quarterlyInventory,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,trailingChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyBasicEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualChangeInAccountPayable,quarterlyOperatingExpense,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualDilutedEPS,annualEbitda,annualCurrentAssets,annualNetPPE,trailingNetOtherInvestingChanges,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedEPS
1985-06-30,,,,,,,,,,,,,,,510515991.0,,,,,,,,,,,,,,,,,,,,,,1697900000.0,,,,,1697900000.0,,,,1697900000.0,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189800000.0,,,,,,,,,,,,,,,,,510515991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,,,,,,,,,,,,,,,521677991.0,,,,,,,,,,,,,,,,,,,,,,1920200000.0,,,,,1920200000.0,,,,1920200000.0,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277000000.0,,,,,,,,,,,,,,,,,521677991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-31,,,704300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1603300000.0,,,,,1603300000.0,,,,1603300000.0,,,,,,,,,829600000.0,,,6813900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440187500.0,,,,,,,,,,829600000.0,,,,,,,,,,,,,167500000.0,6813900000.0,,,,,,,,,,,,,,,,,,1.6,,,,,,440187500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,6813900000.0,,,,,,,,,,,,
1986-03-31,,,,,,,,,,,,,,,540685990.0,,,,,,,,,,,,,,,,,,,,,,1585600000.0,,,,,1585600000.0,,,,1585600000.0,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195700000.0,,,,,,,,,,,,,,,,,540685990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-30,,,,,,,,,,,,,,,553265990.0,,,,,,,,,,,,,,,,,,,,,,1667700000.0,,,,,1667700000.0,,,,1667700000.0,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188700000.0,,,,,,,,,,,,,,,,,553265990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-30,,,,,,,,,,,,,,,557873990.0,,,,,,,,,,,,,,,,,,,,,,1988500000.0,,,,,1988500000.0,,,,1988500000.0,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317300000.0,,,,,,,,,,,,,,,,,557873990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,,,760800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604800000.0,,,,,1604800000.0,,,,1604800000.0,,,,,,,,,883000000.0,,,6846600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478490566.0,,,,,,,,,,883000000.0,,,,,,,,,,,,,181300000.0,6846600000.0,,,,,,,,,,,,,,,,,,1.59,,,,,,478490566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,6846600000.0,,,,,,,,,,,,
1987-03-31,,,,,,,,,,,,,,,573891990.0,,,,,,,,,,,,,,,,,,,,,,1540500000.0,,,,,1540500000.0,,,,1540500000.0,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191100000.0,,,,,,,,,,,,,,,,,573891990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,,,,,,,,,,,,,,,573891990.0,,,,,,,,,,,,,,,,,,,,,,1767500000.0,,,,,1767500000.0,,,,1767500000.0,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205100000.0,,,,,,,,,,,,,,,,,573891990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,,,,,,,,,,,,,,573891990.0,,,,,,,,,,,,,,,,,,,,,,2089700000.0,,,,,2089700000.0,,,,2089700000.0,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318100000.0,,,,,,,,,,,,,,,,,573891990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,,,554400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1612700000.0,,,,,1612700000.0,,,,1612700000.0,,,,,,,,,554400000.0,,,7010400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577500000.0,,,,,,,,,,554400000.0,,,,,,,,,,,,,-159900000.0,7010400000.0,,,,,,,,,,,,,,,,,,0.96,,,,,,577500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,7010400000.0,,,,,,,,,,,,
1988-03-31,,,,,,,,,,,,,,,585021990.0,,,,,,,,,,,,,,,,,,,,,,1694000000.0,,,,,1694000000.0,,,,1694000000.0,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156000000.0,,,,,,,,,,,,,,,,,585021990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,,,,,,,,,,,,,,618541989.0,,,,,,,,,,,,,,,,,,,,,,1773000000.0,,,,,1773000000.0,,,,1773000000.0,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162000000.0,,,,,,,,,,,,,,,,,618541989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,,,,,,,,,,,,,,,623831989.0,,,,,,,,,,,,,,,,,,,,,,2123900000.0,,,,,2123900000.0,,,,2123900000.0,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380000000.0,,,,,,,,,,,,,,,,,623831989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-12-31,,,846000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644100000.0,,,,,1644100000.0,,,,1644100000.0,,,,,,,,,846000000.0,,,7235000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622058824.0,,,,,,,,,,846000000.0,,,,,,,,,,,,,147900000.0,7235000000.0,,,,,,,,,,,,,,,,,,1.36,,,,,,622058824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,7235000000.0,,,,,,,,,,,,
1989-03-31,,,,,,,,,,,,,,,627573988.0,,,,,,,,,,,,,,,,,,,,,,1679000000.0,,,,,1679000000.0,,,,1679000000.0,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197000000.0,,,,,,,,,,,,,,,,,627573988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,,,,,,,,,,,,,,630897988.0,,,,,,,,,,,,,,,,,,,,,,1882100000.0,,,,,1882100000.0,,,,1882100000.0,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187000000.0,,,,,,,,,,,,,,,,,630897988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-30,,,,,,,,,,,,,,,574035088.0,,,,,,,,,,,,,,,,,,,,,,2150900000.0,,,,,2150900000.0,,,,2150900000.0,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357500000.0,,,357500000.0,,,,,,,,,,,,,,574035088.0,,,,,,,,,,,,,,,,,,,,,327200000.0,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-31,,,723000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1780300000.0,,,,,1780300000.0,,,,1780300000.0,,,,,,,,,846000000.0,,,7492000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539552239.0,,,,,,,,,,846000000.0,,,,,,,,,,,,,104100000.0,7492000000.0,,104100000.0,,,,,,,,,,,,,,,,1.34,,,,,,539552239.0,,,,,,,,,,,,,73600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,7492000000.0,,,,,,,,,,,,
1990-03-31,,,,,,,,,,,,,,,462222222.0,,,,,,,,,,,,,,,,,,,,,,1667600000.0,,,,,1667600000.0,,,,1667600000.0,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113100000.0,,,113100000.0,,,,,,,,,,,,,,462222222.0,,,,,,,,,,,,,,,,,,,,,83200000.0,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-30,,,,,,,,,,,,,,,550882353.0,,,,,,,,,,,,,,,,,,,,,,2018400000.0,,,,,2018400000.0,,,,2018400000.0,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216000000.0,,,216000000.0,,,,,,,,,,,,,,550882353.0,,,,,,,,,,,,,,,,,,,,,187300000.0,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-30,,,,,,,,,,,,,,,531666667.0,,,,,,,,,,,,,,,,,,,,,,2437600000.0,,,,,2437600000.0,,,,2437600000.0,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187900000.0,,,187900000.0,,,,,,,,,,,,,,531666667.0,,,,,,,,,,,,,,,,,,,,,159500000.0,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
