date,trailingNetIncome,annualGoodwill,annualTotalAssets,trailingPretaxIncome,quarterlyAccountsReceivable,annualNetOtherInvestingChanges,quarterlyGoodwill,annualRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyCurrentAccruedExpenses,trailingChangeInWorkingCapital,quarterlyCostOfRevenue,annualPretaxIncome,annualNetIncome,annualCashDividendsPaid,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,annualFreeCashFlow,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,annualAccountsPayable,trailingInvestingCashFlow,annualOtherNonCashItems,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualDepreciationAndAmortization,annualOtherCurrentAssets,annualOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualStockholdersEquity,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyInventory,annualTaxProvision,trailingEndCashPosition,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,quarterlyCurrentDebt,annualCurrentAccruedExpenses,annualCurrentLiabilities,trailingOperatingCashFlow,quarterlyInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualOtherNonCurrentAssets,annualCommonStockIssuance,annualSaleOfInvestment,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualNetPPE,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualEbitda,trailingNetOtherInvestingChanges,annualBasicEPS,annualCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,trailingInterestExpense,annualOtherCurrentLiabilities,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualDilutedAverageShares,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualRepaymentOfDebt,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualInterestExpense,quarterlyOtherIntangibleAssets,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,trailingGrossProfit,quarterlySaleOfInvestment,quarterlyCapitalStock,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyDilutedEPS,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,trailingTaxProvision,quarterlyNetPPE,annualStockBasedCompensation,annualBasicAverageShares,quarterlyTaxProvision,annualNetOtherFinancingCharges,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,trailingChangeInInventory,trailingNetOtherFinancingCharges,quarterlyEbitda,annualInventory,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyStockBasedCompensation,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,annualCapitalStock,annualCostOfRevenue,quarterlyBasicAverageShares,annualTotalRevenue,annualCurrentDebt,trailingOtherNonCashItems,quarterlyPurchaseOfBusiness,annualAccumulatedDepreciation,quarterlyCurrentAssets,annualOperatingExpense,quarterlyRetainedEarnings,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,quarterlyGrossPPE,trailingFreeCashFlow,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,annualGrossProfit,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,trailingOperatingExpense,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,trailingCostOfRevenue,quarterlyPretaxIncome,trailingBeginningCashPosition,trailingPurchaseOfBusiness,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
,,,,,,,,,,,,,-0.023345,,,,,,,,,,,,,,-5400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239568216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023345,,,,,,,,,,,,,,,,,,,,,,,53500000.0,,,,,,,,,,239568216.0,,,,,,,,,,,,,,,,,,,,,,,,,53500000.0,53500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.016675,,,,,,,,,,,,,,3900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239880060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016675,,,,,,,,,,,,,,,,,,,,,,,61500000.0,,,,,,,,,,239880060.0,,,,,,,,,,,,,,,,,,,,,,,,,61500000.0,61500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,148900000.0,,,,,62300000.0,,300000.0,,,,20800000.0,,,,,7100000.0,4700000.0,,148900000.0,76100000.0,0.0,,,3700000.0,0.0,,,,,,,20800000.0,,2800000.0,21500000.0,43400000.0,0.0,74100000.0,,,,,23600000.0,2400000.0,,,26000000.0,1500000.0,,31400000.0,,,22300000.0,,,,,,,,,,,,26000000.0,,4300000.0,3600000.0,,,,74800000.0,3600000.0,68200000.0,0.0,43400000.0,,27100000.0,,0.02001,72800000.0,,,,,,29900000.0,,100200000.0,234882559.0,4700000.0,,,300000.0,0.0,,,,1900000.0,4300000.0,,,-12400000.0,,,,76100000.0,,,,58600000.0,26000000.0,0.02001,74100000.0,26000000.0,,,,,,2800000.0,,68200000.0,,234882559.0,,,,,,,,-146700000.0,23600000.0,-32000000.0,,,,,4700000.0,,145700000.0,,231400000.0,1500000.0,,,-32000000.0,72800000.0,64200000.0,62300000.0,22300000.0,31400000.0,,74800000.0,100200000.0,,,,,,85700000.0,,,,,,-146700000.0,63200000.0,29900000.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.01334,,,,,,,,,,,,,,3100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240887556.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01334,,,,,,,,,,,,,,,,,,,,,,,64300000.0,,,,,,,,,,240887556.0,,,,,,,,,,,,,,,,,,,,,,,,,64300000.0,64300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.008338,,,,,,,,,,,,,,2100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241739132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008338,,,,,,,,,,,,,,,,,,,,,,,62800000.0,,,,,,,,,,241739132.0,,,,,,,,,,,,,,,,,,,,,,,,,62800000.0,62800000.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.016675,,,,,,,,,,,,,,4200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248515744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016675,,,,,,,,,,,,,,,,,,,,,,,72700000.0,,,,,,,,,,248515744.0,,,,,,,,,,,,,,,,,,,,,,,,,72700000.0,72700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,229700000.0,,,,,70800000.0,,300000.0,,,,59200000.0,,,,,19700000.0,12800000.0,,229700000.0,124000000.0,0.0,,,3500000.0,0.0,,,,,,,59200000.0,,4000000.0,18300000.0,84900000.0,0.0,104800000.0,,,,,30800000.0,6900000.0,,,41800000.0,1500000.0,,40000000.0,,,25400000.0,,,,,,,,,,,,41800000.0,,8400000.0,14800000.0,,,,124900000.0,14800000.0,100800000.0,0.0,84900000.0,,24600000.0,,0.050025,105700000.0,,,,,,38500000.0,,137500000.0,255872064.0,12800000.0,,,300000.0,0.0,,,,3600000.0,8400000.0,,,5000000.0,,,,124000000.0,,,,73700000.0,41800000.0,0.050025,104800000.0,41800000.0,,,,,,4000000.0,,100800000.0,,255872064.0,,,,,,,,-181500000.0,30800000.0,-36700000.0,,,,,12800000.0,,177100000.0,,275400000.0,1500000.0,,,-36700000.0,105700000.0,80000000.0,70800000.0,25400000.0,40000000.0,,124900000.0,137500000.0,,,,,,98300000.0,,,,,,-181500000.0,75600000.0,38500000.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.005003,,,,,,,,,,,,,,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248959520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005003,,,,,,,,,,,,,,,,,,,,,,,69900000.0,,,,,,,,,,248959520.0,,,,,,,,,,,,,,,,,,,,,,,,,69900000.0,69900000.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.011673,,,,,,,,,,,,,,3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263352324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011673,,,,,,,,,,,,,,,,,,,,,,,75100000.0,,,,,,,,,,263352324.0,,,,,,,,,,,,,,,,,,,,,,,,,75100000.0,75100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.02001,,,,,,,,,,,,,,5200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263724136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02001,,,,,,,,,,,,,,,,,,,,,,,85900000.0,,,,,,,,,,263724136.0,,,,,,,,,,,,,,,,,,,,,,,,,85900000.0,85900000.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,246200000.0,,,,,80100000.0,,500000.0,,,,56800000.0,,,,,23300000.0,14000000.0,,246200000.0,128600000.0,0.0,,,4600000.0,0.0,,,,,,,56800000.0,,7600000.0,23200000.0,84000000.0,0.0,116100000.0,,,,,33100000.0,9300000.0,,,45700000.0,1500000.0,,46100000.0,,,26700000.0,,,,,,,,,,,,45700000.0,,8100000.0,13100000.0,,,,130100000.0,13100000.0,107400000.0,0.0,84000000.0,,32500000.0,,0.05336,117600000.0,,,,,,44600000.0,,151400000.0,262368816.0,14000000.0,,,500000.0,0.0,,,,4700000.0,8100000.0,,,4800000.0,,,,128600000.0,,,,78900000.0,45700000.0,0.05336,116100000.0,45700000.0,,,,,,7600000.0,,107400000.0,,262368816.0,,,,,,,,-207700000.0,33100000.0,-44000000.0,,,,,14000000.0,,207400000.0,,318800000.0,1500000.0,,,-44000000.0,117600000.0,88200000.0,80100000.0,26700000.0,46100000.0,,130100000.0,151400000.0,,,,,,111400000.0,,,,,,-207700000.0,87900000.0,44600000.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.018343,,,,,,,,,,,,,,4900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263736132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018343,,,,,,,,,,,,,,,,,,,,,,,83000000.0,,,,,,,,,,263736132.0,,,,,,,,,,,,,,,,,,,,,,,,,83000000.0,83000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.015008,,,,,,,,,,,,,,3900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266338832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015008,,,,,,,,,,,,,,,,,,,,,,,84400000.0,,,,,,,,,,266338832.0,,,,,,,,,,,,,,,,,,,,,,,,,84400000.0,84400000.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.018343,,,,,,,,,,,,,,4700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266338832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018343,,,,,,,,,,,,,,,,,,,,,,,88600000.0,,,,,,,,,,266338832.0,,,,,,,,,,,,,,,,,,,,,,,,,88600000.0,88600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
