,quarterlyRepaymentOfDebt,quarterlyTaxProvision,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,annualInventory,quarterlyAccumulatedDepreciation,annualCurrentLiabilities,trailingOtherIncomeExpense,trailingGrossProfit,quarterlyOtherIncomeExpense,annualPurchaseOfBusiness,quarterlyInventory,annualCapitalStock,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualEbitda,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherIntangibleAssets,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,annualGrossProfit,quarterlyOperatingCashFlow,quarterlyCommonStockIssuance,annualOperatingCashFlow,annualNetPPE,quarterlyOtherCurrentLiabilities,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyPurchaseOfBusiness,annualNetIncome,quarterlyOtherCurrentAssets,annualTotalAssets,quarterlyLongTermDebt,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,annualRetainedEarnings,quarterlyOtherNonCurrentLiabilities,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,trailingSellingGeneralAndAdministration,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualBeginningCashPosition,annualAccountsReceivable,quarterlyChangeInInventory,annualCashDividendsPaid,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,annualBasicAverageShares,annualTotalNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyStockholdersEquity,annualSellingGeneralAndAdministration,annualDepreciationAndAmortization,annualOtherCurrentAssets,annualOtherNonCashItems,annualLongTermDebt,annualStockholdersEquity,quarterlyDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,annualEndCashPosition,annualTaxProvision,quarterlySellingGeneralAndAdministration,quarterlyEbitda,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualCurrentAccruedExpenses,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOperatingIncome,annualNetIncomeContinuousOperations,quarterlyCashDividendsPaid,annualGainsLossesNotAffectingRetainedEarnings,annualCostOfRevenue,annualTotalRevenue,annualNetOtherFinancingCharges,annualCommonStockIssuance,annualFreeCashFlow,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualCurrentDebt,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,annualOtherShortTermInvestments,quarterlyTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualOperatingExpense,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,trailingOperatingExpense,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyGrossPPE,annualBasicEPS,annualCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyCurrentAssets,trailingNetIncome,quarterlyRetainedEarnings,annualChangesInAccountReceivables,trailingCostOfRevenue,trailingPretaxIncome,annualGoodwill,annualPretaxIncome,quarterlyBasicEPS,annualPurchaseOfInvestment,annualChangeInCashSupplementalAsReported,quarterlyChangeInCashSupplementalAsReported,annualDilutedAverageShares,quarterlyBasicAverageShares,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,annualOtherNonCurrentLiabilities,quarterlyTotalAssets,annualInterestExpense,annualInvestmentsAndAdvances,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,quarterlyBeginningCashPosition,annualDilutedEPS,annualInvestingCashFlow,annualRepaymentOfDebt,annualCapitalExpenditure,quarterlyInterestExpense,quarterlyCurrentDebt,annualAccountsPayable,annualGrossPPE,annualOperatingIncome,annualOtherCurrentLiabilities,quarterlyCashAndCashEquivalents,annualOtherIncomeExpense,trailingTotalRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingInvestingCashFlow,trailingChangeInAccountPayable,trailingOtherNonCashItems,quarterlyCurrentDeferredRevenue,trailingCashDividendsPaid,trailingChangeInWorkingCapital,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingOperatingCashFlow,trailingPurchaseOfBusiness,trailingNetOtherFinancingCharges,annualStockBasedCompensation,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingSaleOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,trailingFreeCashFlow,trailingNetOtherInvestingChanges,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,trailingEndCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyNonCurrentDeferredRevenue,trailingCapitalExpenditure,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingInterestExpense,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBeginningCashPosition,trailingBasicEPS
1443571200,-6000000.0,521000000.0,,,1942000000.0,2044000000.0,,-10067000000.0,,,,25000000.0,,5556000000.0,,-4000000.0,2966000000.0,,,,,,-334000000.0,,-513000000.0,368000000.0,,1069000000.0,3000000.0,,,309000000.0,1479000000.0,16294000000.0,0.0,,137000000.0,,5912000000.0,13000000.0,1565000000.0,,0.0,,,,14226000000.0,417000000.0,3124000000.0,,,-16000000.0,,4490000000.0,1073000000.0,948000000.0,,,958000000.0,12277000000.0,,,,,,,1.76,9550000000.0,948000000.0,538000000.0,,,392000000.0,2032000000.0,,-72000000.0,,,,,-171000000.0,,,,,,,2044000000.0,-572000000.0,,,6000000.0,-380000000.0,,,17236000000.0,,,-156000000.0,,,,,,0.0,,,7686000000.0,18716000000.0,,1524000000.0,26361000000.0,,,,10861000000.0,,9736000000.0,,,,,,1.77,,,163000000.0,,535000000.0,0.0,752000000.0,556000000.0,19300000000.0,,30161000000.0,,,4993000000.0,7000000.0,508000000.0,,1881000000.0,,,,,66000000.0,780000000.0,,,,,2044000000.0,,,-312000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,-1793000000.0,67000000.0,-987000000.0,80000000.0,3285000000.0,1127000000.0,5225000000.0,-10440000000.0,6345000000.0,,,31000000.0,-1218000000.0,5225000000.0,7000000.0,-26000000.0,2833000000.0,719000000.0,4000000.0,3285000000.0,1127000000.0,6243000000.0,288000000.0,719000000.0,-721000000.0,839000000.0,15790000000.0,808000000.0,4000000.0,4061000000.0,25164000000.0,426000000.0,235000000.0,25164000000.0,-1218000000.0,2852000000.0,192000000.0,43115000000.0,11896000000.0,36000000.0,4019000000.0,9752000000.0,0.0,,2852000000.0,,12467000000.0,503000000.0,2927000000.0,1494000000.0,2927000000.0,-6000000.0,-613000000.0,3140000000.0,3622000000.0,187000000.0,538000000.0,33644000000.0,168000000.0,13237000000.0,1576000000.0,1646000000.0,192000000.0,339000000.0,11896000000.0,13237000000.0,0.35,17095000000.0,187000000.0,535000000.0,1127000000.0,1506000000.0,433000000.0,720000000.0,,-110000000.0,503000000.0,17095000000.0,,2868000000.0,-170000000.0,-318000000.0,56261000000.0,72051000000.0,-209000000.0,33000000.0,2063000000.0,1127000000.0,-2013000000.0,29000000.0,23440000000.0,140000000.0,-338000000.0,-965000000.0,,23440000000.0,-1028000000.0,11193000000.0,-192000000.0,839000000.0,134000000.0,-10440000000.0,1127000000.0,102000000.0,385000000.0,,,6345000000.0,15607000000.0,,307000000.0,35604000000.0,5.29,9471000000.0,,9471000000.0,,9752000000.0,1292000000.0,,,4019000000.0,4374000000.0,0.35,-331000000.0,-367000000.0,-917000000.0,542000000.0,531000000.0,0.0,361000000.0,87000000.0,33644000000.0,0.0,43115000000.0,288000000.0,3622000000.0,4743000000.0,7000000.0,413000000.0,,2044000000.0,5.26,-3441000000.0,-2226000000.0,-1998000000.0,89000000.0,29000000.0,4743000000.0,35604000000.0,4597000000.0,426000000.0,1127000000.0,95000000.0,,-318000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,-1221000000.0,11000000.0,,,3356000000.0,308000000.0,,-10896000000.0,,,,-82000000.0,,4983000000.0,,-120000000.0,2775000000.0,,,,,,-419000000.0,,-745000000.0,886000000.0,,327000000.0,316000000.0,,,391000000.0,-67000000.0,25319000000.0,,,204000000.0,,11351000000.0,84000000.0,3649000000.0,,0.0,,,,9823000000.0,302000000.0,2602000000.0,,,226000000.0,,2932000000.0,3807000000.0,1000000.0,,,-78000000.0,12902000000.0,,,,,,,0.003,16669000000.0,1000000.0,531000000.0,,,378000000.0,647000000.0,,-66000000.0,,,,,-169000000.0,,,,,,,308000000.0,-727000000.0,,,-2000000.0,-259000000.0,,,22264000000.0,,,-75000000.0,,,,,,32000000.0,,,5595000000.0,12755000000.0,,157000000.0,36215000000.0,,,,8097000000.0,,9584000000.0,,,,,,0.003,,,-819000000.0,,529000000.0,0.0,325000000.0,-418000000.0,33661000000.0,,41758000000.0,,,4083000000.0,7000000.0,490000000.0,,1127000000.0,,,,,137000000.0,215000000.0,,,,,308000000.0,,,-318000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,-1148000000.0,395000000.0,,,3520000000.0,1754000000.0,,-11365000000.0,,,,-51000000.0,,5209000000.0,,-291000000.0,2876000000.0,,,,,,-48000000.0,,-686000000.0,876000000.0,,2263000000.0,1000000.0,,,359000000.0,1178000000.0,25512000000.0,,,142000000.0,,11032000000.0,21000000.0,3648000000.0,,993000000.0,,,,12569000000.0,366000000.0,3199000000.0,,,160000000.0,,4242000000.0,3793000000.0,801000000.0,,,783000000.0,13490000000.0,,,,,,,1.51,17416000000.0,801000000.0,531000000.0,,,401000000.0,1866000000.0,,-105000000.0,,,,,-170000000.0,,,,,,,1754000000.0,-769000000.0,,,177000000.0,1001000000.0,,,24198000000.0,,,-51000000.0,,,,,,-393000000.0,,,6782000000.0,16811000000.0,,1366000000.0,36877000000.0,,,,10304000000.0,,10215000000.0,,,,,,1.51,,,1446000000.0,,528000000.0,1000000.0,-601000000.0,1577000000.0,33829000000.0,,44133000000.0,,,5214000000.0,7000000.0,500000000.0,,308000000.0,,,,,133000000.0,27000000.0,,,,,1754000000.0,,,-321000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,-806000000.0,75000000.0,,,3682000000.0,709000000.0,,-11829000000.0,,,,-207000000.0,,5524000000.0,,-172000000.0,2904000000.0,,,,,,-729000000.0,,-716000000.0,849000000.0,,405000000.0,190000000.0,,,326000000.0,294000000.0,25697000000.0,,,176000000.0,,10538000000.0,45000000.0,3648000000.0,,1000000000.0,,,,13072000000.0,439000000.0,3136000000.0,,,-315000000.0,,3546000000.0,3554000000.0,145000000.0,,,219000000.0,13395000000.0,,,,,,,0.27,16996000000.0,145000000.0,530000000.0,,,420000000.0,1149000000.0,,-69000000.0,,,,,-190000000.0,,,,,,,709000000.0,-721000000.0,,,160000000.0,-643000000.0,,,23336000000.0,,,-51000000.0,,,,,,-23000000.0,,,6340000000.0,16618000000.0,,642000000.0,37526000000.0,,,,9545000000.0,,10169000000.0,,,,,,0.28,,,-1045000000.0,,527000000.0,19000000.0,67000000.0,-311000000.0,33748000000.0,,43293000000.0,,,5055000000.0,7000000.0,507000000.0,,1754000000.0,,,,,138000000.0,28000000.0,,,,,709000000.0,,,-327000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,-357000000.0,128000000.0,-1285000000.0,-70000000.0,3861000000.0,887000000.0,5656000000.0,-12241000000.0,7146000000.0,,,57000000.0,0.0,5656000000.0,7000000.0,-152000000.0,2814000000.0,725000000.0,26000000.0,3861000000.0,887000000.0,4662000000.0,-89000000.0,725000000.0,-745000000.0,833000000.0,14030000000.0,991000000.0,280000000.0,3986000000.0,25765000000.0,378000000.0,417000000.0,25765000000.0,,1174000000.0,241000000.0,44413000000.0,10544000000.0,63000000.0,3587000000.0,10206000000.0,1000000000.0,,1174000000.0,,13845000000.0,530000000.0,3617000000.0,1127000000.0,3617000000.0,-141000000.0,-719000000.0,3310000000.0,3827000000.0,227000000.0,528000000.0,34012000000.0,289000000.0,13557000000.0,1605000000.0,2001000000.0,241000000.0,-405000000.0,10544000000.0,13557000000.0,0.43,17064000000.0,227000000.0,529000000.0,887000000.0,609000000.0,406000000.0,1000000000.0,,-48000000.0,530000000.0,17064000000.0,,1213000000.0,-190000000.0,-234000000.0,49309000000.0,63339000000.0,-735000000.0,787000000.0,1094000000.0,887000000.0,-724000000.0,28000000.0,24210000000.0,59000000.0,142000000.0,-197000000.0,,24210000000.0,241000000.0,11369000000.0,-20000000.0,833000000.0,394000000.0,-12241000000.0,887000000.0,213000000.0,-21000000.0,,,7146000000.0,17155000000.0,,496000000.0,38006000000.0,2.22,10401000000.0,,10401000000.0,,10206000000.0,-674000000.0,,,3587000000.0,1822000000.0,0.43,-288000000.0,-240000000.0,178000000.0,530000000.0,526000000.0,6000000.0,-465000000.0,246000000.0,34012000000.0,1000000000.0,44413000000.0,538000000.0,3827000000.0,5593000000.0,7000000.0,504000000.0,,709000000.0,2.21,-2941000000.0,-3532000000.0,-2892000000.0,130000000.0,28000000.0,5593000000.0,38006000000.0,2661000000.0,378000000.0,887000000.0,-283000000.0,,-234000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,-507000000.0,41000000.0,,,3888000000.0,2167000000.0,,-12737000000.0,,,,62000000.0,,5392000000.0,,-59000000.0,2803000000.0,,,,,,1523000000.0,,-610000000.0,820000000.0,,1113000000.0,158000000.0,,,350000000.0,142000000.0,25669000000.0,-220000000.0,,199000000.0,,12570000000.0,25000000.0,3586000000.0,,1000000000.0,,,,13255000000.0,528000000.0,3284000000.0,,,264000000.0,,3033000000.0,4704000000.0,30000000.0,,,101000000.0,13070000000.0,,,,,,,0.06,19158000000.0,30000000.0,530000000.0,,,389000000.0,766000000.0,,-566000000.0,,,,,-190000000.0,,,,,,,2167000000.0,-1356000000.0,,,-5000000.0,382000000.0,,,26024000000.0,,,-420000000.0,,,,,,45000000.0,,,6866000000.0,16288000000.0,,230000000.0,38406000000.0,,,,11042000000.0,,10046000000.0,,,,,,0.06,,,1280000000.0,,525000000.0,15000000.0,333000000.0,503000000.0,34779000000.0,,45821000000.0,,,5343000000.0,7000000.0,536000000.0,,887000000.0,,,,,148000000.0,28000000.0,,,,,2167000000.0,,,-237000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,-6000000.0,264000000.0,,,3923000000.0,1450000000.0,,-13216000000.0,,,,90000000.0,,5548000000.0,,-264000000.0,2917000000.0,,,,,,-910000000.0,,-655000000.0,809000000.0,,849000000.0,296000000.0,,,376000000.0,870000000.0,25786000000.0,0.0,,186000000.0,,12577000000.0,102000000.0,3586000000.0,,1000000000.0,,,,14325000000.0,395000000.0,3259000000.0,,,-157000000.0,,3855000000.0,4823000000.0,515000000.0,,,606000000.0,12636000000.0,,,,,,,1.0,19125000000.0,515000000.0,517000000.0,,,439000000.0,1459000000.0,,-111000000.0,,,,,-186000000.0,,,,,,,1450000000.0,-656000000.0,,,28000000.0,-139000000.0,,,25883000000.0,,,-750000000.0,,,,,,-66000000.0,,,6758000000.0,18180000000.0,,938000000.0,39002000000.0,,,,10443000000.0,,10344000000.0,,,,,,1.0,,,-717000000.0,,513000000.0,8000000.0,11000000.0,194000000.0,35004000000.0,,45447000000.0,,,5307000000.0,7000000.0,521000000.0,,2167000000.0,,,,,155000000.0,29000000.0,,,,,1450000000.0,,,-236000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,-257000000.0,415000000.0,,,3935000000.0,2088000000.0,,-13682000000.0,,,,84000000.0,,5493000000.0,,-215000000.0,2965000000.0,,,,,,-660000000.0,,-663000000.0,784000000.0,,1901000000.0,46000000.0,,,268000000.0,1419000000.0,26036000000.0,-29000000.0,,150000000.0,,12753000000.0,101000000.0,3586000000.0,,1000000000.0,,,,14753000000.0,459000000.0,3900000000.0,,,56000000.0,,4457000000.0,4769000000.0,903000000.0,,,1004000000.0,12930000000.0,,,,,,,1.77,19357000000.0,903000000.0,508000000.0,,,412000000.0,2009000000.0,,-53000000.0,,,,,-202000000.0,,,,,,,2088000000.0,-603000000.0,,,34000000.0,278000000.0,,,27004000000.0,,,-452000000.0,,,,,,-32000000.0,,,7647000000.0,19210000000.0,,1492000000.0,39718000000.0,,,,11631000000.0,,11044000000.0,,,,,,1.79,,,638000000.0,,504000000.0,41000000.0,-640000000.0,1238000000.0,35175000000.0,,46806000000.0,,,6159000000.0,7000000.0,517000000.0,,1450000000.0,,,,,158000000.0,29000000.0,,,,,2088000000.0,,,-239000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,-172000000.0,-1166000000.0,-1091000000.0,106000000.0,2654000000.0,3011000000.0,5550000000.0,-14095000000.0,10478000000.0,,,80000000.0,-249000000.0,5550000000.0,7000000.0,-196000000.0,3019000000.0,726000000.0,65000000.0,2654000000.0,3011000000.0,5767000000.0,-1044000000.0,726000000.0,-804000000.0,830000000.0,15403000000.0,2746000000.0,19000000.0,6609000000.0,26443000000.0,296000000.0,959000000.0,26443000000.0,0.0,3432000000.0,145000000.0,49047000000.0,12322000000.0,99000000.0,3586000000.0,12864000000.0,1000000000.0,,3432000000.0,,16997000000.0,591000000.0,4695000000.0,887000000.0,4695000000.0,-57000000.0,-773000000.0,4058000000.0,4787000000.0,2016000000.0,507000000.0,35646000000.0,2125000000.0,14033000000.0,1743000000.0,2114000000.0,145000000.0,-138000000.0,12322000000.0,14033000000.0,4.09,17741000000.0,2016000000.0,493000000.0,3011000000.0,-460000000.0,457000000.0,1579000000.0,,-75000000.0,591000000.0,17741000000.0,,3804000000.0,-195000000.0,-231000000.0,59330000000.0,74733000000.0,-734000000.0,519000000.0,3877000000.0,3011000000.0,-779000000.0,624000000.0,28219000000.0,-1290000000.0,1306000000.0,-2372000000.0,,28219000000.0,1827000000.0,11750000000.0,-750000000.0,830000000.0,-1233000000.0,-14095000000.0,3011000000.0,327000000.0,-85000000.0,,,10478000000.0,21055000000.0,,1039000000.0,40538000000.0,6.76,13401000000.0,,13401000000.0,,12864000000.0,-1093000000.0,,,3586000000.0,3344000000.0,4.13,-805000000.0,2124000000.0,923000000.0,512000000.0,488000000.0,1000000.0,-797000000.0,1942000000.0,35646000000.0,1000000000.0,49047000000.0,625000000.0,4787000000.0,8297000000.0,7000000.0,540000000.0,,2088000000.0,6.7,-3394000000.0,-942000000.0,-2732000000.0,164000000.0,624000000.0,8297000000.0,40538000000.0,3653000000.0,296000000.0,3011000000.0,316000000.0,,-231000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,-5264000000.0,22000000.0,,,3120000000.0,4653000000.0,,-14558000000.0,,,,88000000.0,,5111000000.0,,-255000000.0,1003000000.0,,,,,,2557000000.0,,-755000000.0,818000000.0,,-137000000.0,12000000.0,,,304000000.0,257000000.0,26618000000.0,,,148000000.0,,17232000000.0,18000000.0,3586000000.0,,1000000000.0,,,,17511000000.0,337000000.0,4613000000.0,,,440000000.0,,1355000000.0,4817000000.0,37000000.0,,,235000000.0,14988000000.0,,,,,,,0.08,23129000000.0,37000000.0,480000000.0,,,402000000.0,880000000.0,,-41000000.0,,,,,-219000000.0,,,,,,,4657000000.0,-778000000.0,,,-19000000.0,-919000000.0,,,31501000000.0,,,-1327000000.0,,,,,,19000000.0,,,8372000000.0,18866000000.0,,352000000.0,41176000000.0,,,,14525000000.0,,12745000000.0,,,,,,0.08,,,1642000000.0,,476000000.0,,96000000.0,-892000000.0,35839000000.0,,50364000000.0,,,7066000000.0,7000000.0,528000000.0,,3015000000.0,,,,,195000000.0,26000000.0,,,,,4653000000.0,,,-233000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,-6000000.0,281000000.0,,,3144000000.0,4999000000.0,,-15054000000.0,,,,83000000.0,,5485000000.0,,-206000000.0,1034000000.0,,,,,,-1299000000.0,,-711000000.0,833000000.0,,2386000000.0,9000000.0,,,431000000.0,1516000000.0,26931000000.0,,,145000000.0,,17241000000.0,33000000.0,3586000000.0,,1003000000.0,,,,19655000000.0,,4919000000.0,,,-374000000.0,,2662000000.0,4838000000.0,1055000000.0,,,1235000000.0,14958000000.0,,,,,,,2.27,23203000000.0,1055000000.0,464000000.0,,,424000000.0,2161000000.0,,-77000000.0,,,,,-211000000.0,,,,,,,5004000000.0,-740000000.0,,,21000000.0,529000000.0,,,32918000000.0,,,-885000000.0,,,,,,-25000000.0,,,9715000000.0,22317000000.0,,1628000000.0,41985000000.0,,,,15548000000.0,,13589000000.0,,,,,,2.3,,,347000000.0,,459000000.0,,-321000000.0,1675000000.0,36188000000.0,,51736000000.0,,,8113000000.0,7000000.0,533000000.0,,4657000000.0,,,,,213000000.0,26000000.0,,,,,4999000000.0,,,-233000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,-131000000.0,222000000.0,,,3206000000.0,4992000000.0,,-15559000000.0,,,,97000000.0,,5339000000.0,,-204000000.0,1076000000.0,,,,,,186000000.0,,-849000000.0,818000000.0,,1182000000.0,3000000.0,,,442000000.0,1163000000.0,27717000000.0,,,134000000.0,,18423000000.0,28000000.0,3713000000.0,,,,,,20606000000.0,,5408000000.0,,,149000000.0,,2382000000.0,4910000000.0,737000000.0,,,941000000.0,15166000000.0,,,,,,,1.62,24366000000.0,737000000.0,456000000.0,,,445000000.0,1861000000.0,,-104000000.0,,,,,-207000000.0,,,,,,,4995000000.0,-1377000000.0,,,40000000.0,-420000000.0,,,34000000000.0,,,-400000000.0,,,,,,50000000.0,,,9634000000.0,22988000000.0,,1306000000.0,43276000000.0,,,,15873000000.0,,14119000000.0,,,,,,1.63,,,-9000000.0,,451000000.0,1000000.0,-484000000.0,333000000.0,37158000000.0,,53031000000.0,,,8016000000.0,7000000.0,555000000.0,,5004000000.0,,,,,212000000.0,26000000.0,,,,,4992000000.0,,,-168000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,-2631000000.0,437000000.0,222000000.0,931000000.0,4864000000.0,1687000000.0,9837000000.0,-16155000000.0,13216000000.0,,,128000000.0,-3822000000.0,9837000000.0,10000000.0,-340000000.0,2150000000.0,3314000000.0,16000000.0,4864000000.0,1687000000.0,7665000000.0,-1222000000.0,3314000000.0,-1263000000.0,463000000.0,10438000000.0,2727000000.0,0.0,6158000000.0,45058000000.0,708000000.0,1632000000.0,45058000000.0,-3369000000.0,2780000000.0,646000000.0,92940000000.0,26980000000.0,44000000.0,20184000000.0,14755000000.0,17362000000.0,,2780000000.0,,28294000000.0,,5853000000.0,3015000000.0,5853000000.0,716000000.0,-954000000.0,4039000000.0,5898000000.0,951000000.0,518000000.0,74917000000.0,1195000000.0,35175000000.0,2418000000.0,2490000000.0,646000000.0,142000000.0,26980000000.0,35175000000.0,1.35,35675000000.0,951000000.0,704000000.0,1725000000.0,962000000.0,1147000000.0,2763000000.0,,-187000000.0,,35675000000.0,,3606000000.0,-317000000.0,-144000000.0,86066000000.0,96504000000.0,-1005000000.0,24000000.0,2580000000.0,1725000000.0,-4775000000.0,544000000.0,27524000000.0,5000000.0,532000000.0,-3287000000.0,,27524000000.0,-278000000.0,5263000000.0,-675000000.0,463000000.0,47000000.0,-16155000000.0,1687000000.0,123000000.0,98000000.0,,,13216000000.0,32333000000.0,,1889000000.0,61213000000.0,5.36,18023000000.0,,18023000000.0,,14755000000.0,1589000000.0,,,20184000000.0,4568000000.0,1.38,-409000000.0,-1290000000.0,-3270000000.0,526000000.0,687000000.0,0.0,2298000000.0,1464000000.0,74917000000.0,17362000000.0,92940000000.0,946000000.0,5898000000.0,9366000000.0,10000000.0,874000000.0,,4995000000.0,5.28,-7670000000.0,-8032000000.0,-3578000000.0,326000000.0,544000000.0,9366000000.0,61213000000.0,5175000000.0,708000000.0,1687000000.0,396000000.0,,-144000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,-2031000000.0,104000000.0,,,5011000000.0,877000000.0,,-16791000000.0,,,,313000000.0,,9833000000.0,,-256000000.0,1951000000.0,,,,,,-920000000.0,,-1241000000.0,3727000000.0,,1623000000.0,2000000.0,,,929000000.0,363000000.0,47771000000.0,,,548000000.0,,27565000000.0,43000000.0,20229000000.0,,17961000000.0,,,,25960000000.0,,6893000000.0,,,-4000000.0,,2307000000.0,6558000000.0,-7000000.0,,,259000000.0,42858000000.0,,,,,,,-0.01,38431000000.0,-7000000.0,673000000.0,,,881000000.0,1275000000.0,,-325000000.0,,,,,-354000000.0,,,,,,,908000000.0,-1520000000.0,,,127000000.0,441000000.0,,,28115000000.0,,,-885000000.0,,,,,,-39000000.0,,,15147000000.0,28267000000.0,,356000000.0,64562000000.0,,,,18151000000.0,,14391000000.0,,,,,,-0.01,,,-817000000.0,,673000000.0,2000000.0,-1037000000.0,382000000.0,78285000000.0,,96436000000.0,,,10568000000.0,10000000.0,919000000.0,,1725000000.0,,,,,308000000.0,550000000.0,,,,,877000000.0,,,-151000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,-5085000000.0,353000000.0,,,5235000000.0,1247000000.0,,-17567000000.0,,,,111000000.0,,9088000000.0,,-345000000.0,1934000000.0,,,,,,-921000000.0,,-1178000000.0,3571000000.0,,2622000000.0,1000000.0,,,815000000.0,1720000000.0,47923000000.0,,,458000000.0,,27853000000.0,27000000.0,20277000000.0,,,,,,29682000000.0,,7603000000.0,,,744000000.0,,3865000000.0,6729000000.0,1106000000.0,,,1367000000.0,34207000000.0,,,,,,,1.66,38945000000.0,1106000000.0,666000000.0,,,904000000.0,2817000000.0,,-270000000.0,,,,,-352000000.0,,,,,,,1249000000.0,-1360000000.0,,,233000000.0,-145000000.0,,,53835000000.0,,,-500000000.0,,,,,,252000000.0,,,14890000000.0,33547000000.0,,1931000000.0,65490000000.0,,,,18396000000.0,,15146000000.0,,,,,,1.67,,,341000000.0,,662000000.0,56000000.0,-713000000.0,1444000000.0,78500000000.0,,96896000000.0,,,10905000000.0,10000000.0,886000000.0,,908000000.0,,,,,315000000.0,554000000.0,,,,,1247000000.0,,,-161000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
