date,quarterlyDepreciationAndAmortization,annualTotalLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,quarterlyRetainedEarnings,annualGainsLossesNotAffectingRetainedEarnings,annualAccountsPayable,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualOtherCurrentAssets,trailingTotalRevenue,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,annualOperatingIncome,quarterlyGoodwill,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyCurrentLiabilities,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyCurrentAssets,trailingNetIncome,annualBasicEPS,quarterlyTotalAssets,trailingEndCashPosition,annualNonCurrentDeferredRevenue,trailingTaxProvision,annualNetIncome,trailingPretaxIncome,trailingPurchaseOfInvestment,quarterlyPurchaseOfInvestment,annualCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,annualCostOfRevenue,trailingOperatingIncome,quarterlyFreeCashFlow,annualPretaxIncome,quarterlyBasicEPS,quarterlyTotalNonCurrentAssets,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,quarterlyGrossProfit,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,annualOtherNonCurrentAssets,annualCashAndCashEquivalents,annualDepreciationAndAmortization,annualCurrentAssets,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualDilutedEPS,annualStockholdersEquity,annualTotalAssets,annualTaxProvision,quarterlyOtherIncomeExpense,quarterlyNetOtherInvestingChanges,quarterlyLongTermDebt,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingOperatingCashFlow,annualAccountsReceivable,annualNetIncomeCommonStockholders,quarterlyAccountsReceivable,quarterlyOperatingExpense,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyInvestingCashFlow,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedEPS,trailingRepaymentOfDebt,annualOtherIntangibleAssets,annualTotalNonCurrentAssets,annualNetPPE,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualOtherIncomeExpense,annualGrossProfit,trailingGrossProfit,annualEbitda,annualRepaymentOfDebt,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,annualDilutedAverageShares,quarterlyOtherCurrentAssets,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,trailingDepreciationAndAmortization,quarterlyInterestExpense,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,quarterlySaleOfInvestment,annualBeginningCashPosition,trailingOtherNonCashItems,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyBasicAverageShares,quarterlyOtherIntangibleAssets,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,annualCapitalExpenditure,annualOperatingExpense,quarterlyCashFlowFromContinuingFinancingActivities,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,trailingCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,trailingNetIncomeContinuousOperations,trailingNetOtherFinancingCharges,trailingOperatingExpense,quarterlyGrossPPE,annualChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingBeginningCashPosition,trailingStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualBasicAverageShares,quarterlyStockBasedCompensation,quarterlyEbitda,annualChangeInCashSupplementalAsReported,quarterlyChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,quarterlyOtherNonCashItems,annualTotalRevenue,annualDeferredIncomeTax,annualCapitalStock,annualInterestExpense,annualNetOtherFinancingCharges,annualStockBasedCompensation,trailingChangesInAccountReceivables,annualGoodwill,annualChangeInInventory,trailingCashDividendsPaid,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,annualCashDividendsPaid,trailingBasicEPS,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,trailingSaleOfInvestment,annualInventory,quarterlyCashDividendsPaid,quarterlyInventory,trailingDilutedEPS
1999-12-31,53907000.0,4216694000.0,,576510000.0,125026000.0,66400000.0,-93721000.0,1633693000.0,,89378000.0,,-26052000.0,182926000.0,,253085000.0,,,,2254311000.0,,1962383000.0,80554000.0,4235043000.0,,0.186667,5307710000.0,,,,137868000.0,,,,,1489559000.0,357727000.0,,207040000.0,233675000.0,,1072667000.0,234350000.0,34868000.0,108140000.0,302218000.0,,,677226000.0,,-28713000.0,34868000.0,4216694000.0,,75263000.0,75263000.0,80554000.0,119507000.0,4235043000.0,472824000.0,34868000,0.181667,1091016000.0,5307710000.0,95807000.0,0.0,261448000.0,472824000.0,,2254311000.0,576510000.0,,,,1962383000.0,,,,137868000.0,,236833000.0,72327000.0,,80554000.0,,5913000.0,1633693000.0,25253000.0,1714247000.0,,,802071000.0,1072667000.0,195333000.0,75900000.0,1254000.0,0.0,1049818000.0,,372592000.0,,177837000.0,80554000.0,,1091016000.0,1953561000.0,59175000.0,,,760074000.0,89378000.0,,-297598000.0,,492931000.0,1714247000.0,234350000.0,,6210000.0,,1489559000.0,,,71558000.0,,,-61953000.0,,802071000.0,,,7083000.0,-297598000.0,125026000.0,66400000.0,-8613000.0,,-515347000.0,-69697000.0,796733000.0,-44194000.0,,,137868000.0,313000.0,183403000.0,,374545000,65385000,1953561000.0,23637000.0,,,,492931000.0,,,,,,,-72121000.0,24307000.0,,346506000.0,195333000.0,738858000.0,,119292000,8996000.0,4696000.0,-209011000.0,,1407545000.0,14183000.0,1254000.0,19410000.0,199347000.0,,,,,,,,,,,,,,,,,,,,
2000-03-31,34178000.0,,,619667000.0,,,,4767729000.0,,,,,189572000.0,753258000.0,,,,,3303305000.0,,1804614000.0,,5181511000.0,,,6258925000.0,,,,,,,-9641000.0,,1285232000.0,,,-171254000.0,,0.058333,1077414000.0,,43157000.0,,302704000.0,,,,,,43157000.0,5107919000.0,,74651000.0,,,,,,43157000,,,,,0.0,0.0,434376000.0,,,,85006000.0,,,,,,,,,223750000.0,93698000.0,,74655000.0,,,,-22442000.0,,0.056667,,,,,80554000.0,1254000.0,,,,,,,74655000.0,,1151006000.0,,73148000.0,,,,94136000.0,,,,,4842384000.0,449025000.0,,5806000.0,,,,15808000.0,,,,-12890000.0,735732000.0,798900000.0,,,17605000.0,,135474000.0,68680000.0,-9884000.0,,,,,165703000.0,,,,13269000.0,-22094000.0,,396402000,78954000,2785600000.0,-149160000.0,,,,,,,,,,,-244100000.0,29991000.0,,,203863000.0,,,113132000,,-5899000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,41877000.0,,,664694000.0,,,,2744627000.0,,,,,198029000.0,758406000.0,,,,,2770260000.0,,2066150000.0,,3158427000.0,,,5993969000.0,,,,,,,,,1565938000.0,,,230633000.0,,0.061667,2835542000.0,,45027000.0,,319294000.0,,,,,,45027000.0,4836410000.0,,1786922000.0,,,,,,45027000,,,,,2928000.0,-19329000.0,457249000.0,,,,42963000.0,,,,,,,,,239906000.0,97140000.0,,72513000.0,,,,143474000.0,,0.06,,,,,74655000.0,1254000.0,,,,,,,72513000.0,,1157559000.0,,76316000.0,,,,98747000.0,,,,,2817140000.0,271300000.0,,6000000.0,,,,216807000.0,,,,-246056000.0,737946000.0,838677000.0,,,-9396000.0,,87805000.0,66987000.0,0.0,,,,,-397718000.0,,,,3194000.0,-21469000.0,,416434000,79388000,2431973000.0,252102000.0,,,,,,,,,,,174594000.0,31289000.0,,,209943000.0,,,121265000,,-2142000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,34058000.0,,,709436000.0,,,,1690172000.0,,,,,198617000.0,762270000.0,,,,,4345284000.0,,525163000.0,,4945682000.0,,,6101002000.0,,,,,,,,,0.0,,,154060000.0,,0.06,1155320000.0,,44742000.0,,310898000.0,,,,,,44742000.0,4870447000.0,,89488000.0,,,,,,44742000,,,,,2907000.0,-6404000.0,466223000.0,,,,58940000.0,,,,,,,,,232675000.0,95291000.0,,93927000.0,,,,-9472000.0,,0.058333,,,,,72513000.0,1254000.0,,,,,,,93927000.0,,1230555000.0,,75835000.0,,,,92949000.0,,-297598000.0,,,1784099000.0,181600000.0,,5295000.0,,,,51384000.0,,,,-57844000.0,740604000.0,857955000.0,,,2379000.0,,105360000.0,79093000.0,0.0,,,,,-137877000.0,,,,698000.0,-14703000.0,,406189000,78223000,4084591000.0,168763000.0,,,,505475000.0,,,,,,,87584000.0,31093000.0,,,207877000.0,,,112281000,,21414000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,38729000.0,4334248000.0,,753531000.0,78869000.0,80633000.0,261610000.0,1796899000.0,,91077000.0,,-34008000.0,206581000.0,,314306000.0,,,,2281978000.0,,2052270000.0,98856000.0,4445763000.0,,0.24,5586320000.0,,,,177021000.0,,,,,1682320000.0,397659000.0,,298050000.0,300035000.0,,1140557000.0,19725000.0,44095000.0,511489000.0,323051000.0,136726000.0,,792799000.0,,-9884000.0,44095000.0,4334248000.0,,88263000.0,88263000.0,98856000.0,148842000.0,4445763000.0,334958000.0,44095000,0.233333,1252072000.0,5586320000.0,123014000.0,1983000.0,-8275000.0,334958000.0,,2281978000.0,753531000.0,34992000.0,,,2052270000.0,,,,177021000.0,,245310000.0,111530000.0,,98856000.0,,20576000.0,1796899000.0,-170585000.0,1895755000.0,,,846739000.0,1140557000.0,205555000.0,93927000.0,1254000.0,7818000.0,1255947000.0,,463148000.0,,584468000.0,98856000.0,,1252072000.0,2181620000.0,74736000.0,,,759216000.0,91077000.0,,-326489000.0,,532044000.0,1895755000.0,19725000.0,,4988000.0,,1682320000.0,,-147273000.0,80554000.0,,,152477000.0,,846739000.0,,34992000.0,-5775000.0,-326489000.0,78869000.0,80633000.0,0.0,,-59025000.0,-72979000.0,941641000.0,-137249000.0,,,177021000.0,3415000.0,-14713000.0,,434581000,77741000,2181620000.0,312763000.0,,,,532044000.0,,,,,,,243532000.0,30641000.0,,-507141000.0,205555000.0,739152000.0,,116470000,18302000.0,4929000.0,,,1653606000.0,4813000.0,1254000.0,22089000.0,-164313000.0,,,,,,,,,,,,,,,,,,,,
2001-03-31,35709000.0,,,804296000.0,,,,1891734000.0,,,,,218695000.0,763398000.0,,,,,2287407000.0,,2034260000.0,,4401924000.0,,,5637099000.0,,,,,,,-90751000.0,,1622884000.0,,,52721000.0,,0.068333,1235175000.0,,50765000.0,,331915000.0,,,,,,50765000.0,4321667000.0,,88681000.0,,,,,,50765000,,,,,1821000.0,-9094000.0,362562000.0,,,,48814000.0,,163113000.0,,,,,,273002000.0,245310000.0,121997000.0,188651000.0,82146000.0,,,,-207456000.0,,0.066667,,,,,98856000.0,1254000.0,,,,,,,82146000.0,,1315432000.0,,84609000.0,,,,0.0,,-326489000.0,,,1973880000.0,13000000.0,,3817000.0,,,,,,,,97232000.0,744648000.0,928360000.0,,,16416000.0,,73749000.0,72813000.0,,,,,,121317000.0,,,,3206000.0,-16708000.0,,453912000,86605000,1849830000.0,69429000.0,,,,544623000.0,,,,,,,-31640000.0,33844000.0,,,218134000.0,,,122314000,,-16710000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,35679000.0,,,856285000.0,,,,1786036000.0,,,,,227194000.0,765006000.0,,,,,1780920000.0,,1794026000.0,,3726719000.0,,,4950931000.0,,,,,,,,,1446537000.0,,,100267000.0,,0.07,1224212000.0,,51989000.0,,343800000.0,,,,,,51989000.0,3574946000.0,,88089000.0,,,,,,51989000,,,,,1506000.0,-7452000.0,310186000.0,,,,37303000.0,,157082000.0,,,,,,262487000.0,255421000.0,128846000.0,222261000.0,77963000.0,,,,77858000.0,,0.068333,,,,,82146000.0,1254000.0,,,,,,,77963000.0,,1375985000.0,,86648000.0,,,,0.0,,-326489000.0,,,1863999000.0,36125000.0,,3237000.0,,,,,,,,-176347000.0,746232000.0,918992000.0,,,-11426000.0,,73427000.0,77847000.0,,,,,,-199715000.0,,,,5886000.0,-17407000.0,,472646000,88379000,1287605000.0,117674000.0,,,,543620000.0,,,,,,,42938000.0,34659000.0,,,217131000.0,,,124058000,,-4183000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,36660000.0,,,908914000.0,,,,1971945000.0,,,,,227949000.0,766164000.0,,,,,1930844000.0,,1880544000.0,,3964353000.0,,,5228229000.0,,,,,,,,,1599392000.0,,,88367000.0,,0.07,1263876000.0,,52629000.0,,345275000.0,,,,,,52629000.0,3811388000.0,,88480000.0,,,,,,52629000,,,,,1000000.0,-8549000.0,250283000.0,,,,30869000.0,,144886000.0,,,,,,289725000.0,256060000.0,121898000.0,281388000.0,92751000.0,,,,-274658000.0,,0.0675,,,,,77963000.0,1881000.0,,,,,,,92751000.0,,1416841000.0,,87714000.0,,,,0.0,,-326489000.0,,,2064696000.0,129500000.0,,2501000.0,,,,,,,,152854000.0,747776000.0,957197000.0,,,7947000.0,,55843000.0,78176000.0,,,,,,188607000.0,,,,3812000.0,-12472000.0,,467173000,89215000,1296894000.0,100839000.0,,,,544688000.0,,,,,,,4603000.0,35085000.0,,,218199000.0,,,125875000,,14788000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,39648000.0,3717416000.0,,961748000.0,76216000.0,83303000.0,79926000.0,1885063000.0,,0.0,,-36635000.0,247941000.0,,353697000.0,,,,1913960000.0,,1803456000.0,136088000.0,3867422000.0,,0.2775,5322242000.0,,,,208217000.0,,,118773000.0,171101000.0,1420956000.0,503930000.0,,132806000.0,347028000.0,,1454820000.0,112800000.0,52834000.0,374161000.0,365547000.0,,,921779000.0,,,52834000.0,3717416000.0,,97250000.0,97250000.0,136088000.0,147696000.0,3867422000.0,343093000.0,52834000,0.2725,1604826000.0,5322242000.0,138811000.0,1077000.0,-11540000.0,343093000.0,257277000.0,1913960000.0,961748000.0,39407000.0,,171101000.0,1803456000.0,,,311217000.0,208217000.0,311217000.0,276049000.0,131189000.0,257277000.0,136088000.0,,15053000.0,1885063000.0,2234000.0,2021151000.0,,,1109822000.0,1454820000.0,247748000.0,92751000.0,1903000.0,5404000.0,1386537000.0,,501393000.0,,442135000.0,136088000.0,,1604826000.0,1289479000.0,88057000.0,,,766336000.0,0.0,,-385081000.0,,632829000.0,2021151000.0,112800000.0,,2518000.0,,1420956000.0,,,98856000.0,,,-178435000.0,,1109822000.0,,39407000.0,-1237000.0,-385081000.0,76216000.0,83303000.0,,,-402022000.0,-67974000.0,1032840000.0,-113090000.0,,,208217000.0,2149000.0,-21387000.0,,496736000,89498000,1289479000.0,154193000.0,,,,632829000.0,,,,,,,64025000.0,35223000.0,,-2881000.0,247748000.0,747716000.0,,129146000,37232000.0,43337000.0,-72571000.0,,1890467000.0,11700000.0,1903000.0,12073000.0,-104696000.0,,,,,,,,,,,,,,,,,,,,
2002-03-31,33638000.0,,,1026861000.0,,,,1799519000.0,,,,,310740000.0,780608000.0,,,,,2081869000.0,,1715254000.0,,3986194000.0,,,5486479000.0,,,,,,,,,1391594000.0,,,16258000.0,,0.085,1500285000.0,,65113000.0,,443474000.0,,,,,,65113000.0,3797123000.0,,98518000.0,,,,,,65113000,,,,,915000.0,-10686000.0,260684000.0,,,,62976000.0,,163702000.0,,,,,,294985000.0,334960000.0,188454000.0,221603000.0,138695000.0,,,,9138000.0,,0.0825,,,,,136088000.0,1912000.0,,,,,,,138695000.0,,1689356000.0,,106742000.0,,,,0.0,,-385081000.0,,,1938214000.0,165186000.0,,2687000.0,,,,85974000.0,,,,-28876000.0,762676000.0,1144666000.0,,,22411000.0,,77190000.0,83184000.0,,,,,,-53093000.0,,,,5443000.0,-30304000.0,,631928000,108514000,1448194000.0,46562000.0,,,,642182000.0,,,,,,,-73685000.0,41629000.0,,,257101000.0,,,142152000,,2607000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,34476000.0,,,1093506000.0,,,,1998332000.0,,,,,309271000.0,781896000.0,,,,,1919291000.0,,1903860000.0,,4048659000.0,,,5576771000.0,,,,,,,,,1585516000.0,,,127659000.0,,0.0875,1528112000.0,,66645000.0,,445356000.0,,,,,,66645000.0,3823151000.0,,100339000.0,,,,,,66645000,,,,,567000.0,-10419000.0,262503000.0,,,,55841000.0,,159002000.0,,,,,,296338000.0,334491000.0,187070000.0,253527000.0,188329000.0,,,,-270763000.0,,0.085,,,,,138695000.0,1918000.0,,,,,,,188329000.0,,1753620000.0,,109254000.0,,,,0.0,,-385081000.0,,,2186661000.0,137390000.0,,2178000.0,,,,,,,,193921000.0,765680000.0,1165095000.0,,,-2839000.0,,66914000.0,88298000.0,,,,,,165831000.0,,,,-2105000.0,-26907000.0,,632426000,110865000,1281074000.0,154566000.0,,,,647759000.0,,,,,,,56851000.0,42609000.0,,,262678000.0,,,145341000,,49634000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,35281000.0,,,1159657000.0,,,,,,,,,269239000.0,768192000.0,,,,,706473000.0,,3190053000.0,,2036563000.0,,,5665831000.0,,,,,,,-103236000.0,,2885163000.0,,,72728000.0,,0.085,3629268000.0,,66151000.0,,405217000.0,,,,,,66151000.0,3896526000.0,,2053070000.0,,,,,,66151000,,,,,426000.0,-9775000.0,260734000.0,,,,44156000.0,,151485000.0,,,,,,287576000.0,295394000.0,230455000.0,283511000.0,217969000.0,,,,-175520000.0,,0.085,,,,,188329000.0,1924000.0,,,,,,,217969000.0,,1769305000.0,,108445000.0,,,,0.0,,-385081000.0,,,217969000.0,186190000.0,,1804000.0,,,,,,,,87165000.0,768192000.0,1310255000.0,,,3487000.0,,30287000.0,85287000.0,,,,,,114358000.0,,,,4153000.0,-18074000.0,,635672000,109823000,0.0,90802000.0,,,,651024000.0,,,,,,,-13691000.0,42294000.0,,,265943000.0,,,145104000,,29640000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,37719000.0,4611036000.0,,1227885000.0,23882000.0,122266000.0,141182000.0,2000.0,,-2000.0,,-303222000.0,573083000.0,,443039000.0,,,,2374627000.0,,2236409000.0,227239000.0,2427370000.0,,0.3475,6438705000.0,,,,266137000.0,,,,181173000.0,1707458000.0,603174000.0,,218293000.0,436290000.0,,4011335000.0,100000000.0,68228000.0,434938000.0,752439000.0,,,1381560000.0,,-33578000.0,68228000.0,4611036000.0,,2115778000.0,2115778000.0,227239000.0,141114000.0,2427370000.0,482824000.0,68228000,0.3425,1827669000.0,6438705000.0,170153000.0,512000.0,-272342000.0,482824000.0,280614000.0,2374627000.0,1227885000.0,46127000.0,,181173000.0,2236409000.0,,,339737000.0,266137000.0,339737000.0,638602000.0,-83578000.0,280614000.0,227239000.0,,11420000.0,2000.0,-414535000.0,227241000.0,,,1672487000.0,4011335000.0,223070000.0,217969000.0,1924000.0,2420000.0,1965713000.0,,584153000.0,,576818000.0,227239000.0,,1827669000.0,1690574000.0,111849000.0,,,779804000.0,-2000.0,,-327606000.0,,550676000.0,227241000.0,100000000.0,,11089000.0,,1707458000.0,,,136088000.0,,,8674000.0,,1672487000.0,,46127000.0,7746000.0,-327606000.0,23882000.0,122266000.0,-9586000.0,,-851680000.0,-141880000.0,1522674000.0,138917000.0,,,266137000.0,3929000.0,-66595000.0,,668861000,113837000,1690574000.0,284888000.0,,,,550676000.0,,,,,,,171707000.0,43621000.0,,366013000.0,223070000.0,765544000.0,,179356000,91151000.0,9270000.0,,,2568887000.0,30805000.0,1924000.0,17758000.0,260884000.0,,,,,,,,,,,,,,,,,,,,
2003-03-31,37399000.0,,,1302073000.0,,,,,,,,,377560000.0,778984000.0,,,,,2308460000.0,,2254303000.0,,2247728000.0,,,6494282000.0,,,,,,,,,1753994000.0,,,106533000.0,,0.0975,4246554000.0,,74188000.0,,539556000.0,,,,,,74188000.0,4562763000.0,,2238885000.0,,,,,,74188000,,,,,0.0,-143038000.0,433909000.0,,,,66400000.0,,192944000.0,,,,,,338024000.0,414959000.0,167942000.0,262552000.0,182161000.0,,,,-257696000.0,,0.095,,,,,227239000.0,1932000.0,,,,,,,182161000.0,,1931519000.0,,121620000.0,,,,0.0,,-327606000.0,,,182161000.0,170500000.0,,2977000.0,,,,,,,,46536000.0,768548000.0,1783771000.0,,,26422000.0,,14316000.0,128382000.0,,,,,,70566000.0,,,,2751000.0,-35519000.0,,707498000,124597000,1554082000.0,142052000.0,,,,551504000.0,,,,,,,4043000.0,47432000.0,,,223898000.0,,,161996000,,-45078000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,39983000.0,,,1380511000.0,,,,,,,,,385804000.0,783244000.0,,,,,2413586000.0,,2189361000.0,,2502460000.0,,,6624652000.0,,,,,,,,,1609829000.0,,,-6092000.0,,0.1025,4122192000.0,,78438000.0,,557847000.0,,,,,,78438000.0,4602947000.0,,1981742000.0,,,,,,78438000,,,,,0.0,264115000.0,499290000.0,,,,80242000.0,,190380000.0,,,,,,322366000.0,425787000.0,180768000.0,268887000.0,291149000.0,,,,107554000.0,,0.1,,,,,182161000.0,1936000.0,,,,,,,291149000.0,,2021705000.0,,128586000.0,,,,0.0,,-327606000.0,,,291149000.0,206000000.0,,3474000.0,,,,,,,,-144165000.0,773180000.0,1915842000.0,,,-464000.0,,17232000.0,134098000.0,,,,,,-37843000.0,,,,7832000.0,-45369000.0,,738615000,132060000,1614221000.0,39277000.0,,,,552214000.0,,,,,,,-78680000.0,50148000.0,,,224608000.0,,,172043000,,108988000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,43669000.0,,,1460923000.0,,,,,,,,,325222000.0,786112000.0,,,,,4328800000.0,,740096000.0,,2637977000.0,,,7170717000.0,,,,,,,,,0.0,,,184327000.0,,0.105,4532740000.0,,80412000.0,,505186000.0,,,,,,80412000.0,5068896000.0,,2024815000.0,,,,,,80412000,,,,,0.0,0.0,659120000.0,,,,80976000.0,,179257000.0,,,,,,362592000.0,368891000.0,290866000.0,330478000.0,201702000.0,,,,-489863000.0,,0.1025,,,,,291149000.0,1938000.0,,,,,,,201702000.0,,2101821000.0,,131823000.0,,,,0.0,,-327606000.0,,,201702000.0,135152000.0,,4472000.0,,,,-59599000.0,,,,83508000.0,774504000.0,2287362000.0,,,10067000.0,,9835000.0,145446000.0,,,,,,178190000.0,,,,5701000.0,-37899000.0,,796052000,136295000,3538467000.0,222226000.0,,,,548169000.0,,,,,,,88078000.0,51411000.0,,,220563000.0,,,179964000,,-89447000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,50740000.0,5014367000.0,,1542897000.0,17345000.0,179184000.0,6401000.0,,,0.0,,0.0,141350000.0,,531968000.0,,,,2641021000.0,,2373346000.0,202768000.0,2680871000.0,,0.4075,7214175000.0,,,,315012000.0,,,,208996000.0,1582698000.0,1262209000.0,,90091000.0,516413000.0,,4533304000.0,139000000.0,81974000.0,374859000.0,331106000.0,187968000.0,,1067702000.0,,,81974000.0,5014367000.0,,1904161000.0,1904161000.0,202768000.0,171791000.0,2680871000.0,699116000.0,81974000,0.4025,2199808000.0,7214175000.0,201401000.0,0.0,0.0,699116000.0,303765000.0,2641021000.0,1542897000.0,91532000.0,,208996000.0,2373346000.0,,,417521000.0,315012000.0,417521000.0,192090000.0,460399000.0,303765000.0,202768000.0,,18585000.0,,-51186000.0,202768000.0,,,2423067000.0,4533304000.0,206076000.0,201702000.0,1943000.0,0.0,1771461000.0,,703759000.0,,518101000.0,202768000.0,,2199808000.0,1810076000.0,134384000.0,,,783748000.0,0.0,,-381766000.0,,587842000.0,202768000.0,139000000.0,,11972000.0,,1582698000.0,,126490000.0,227239000.0,,,-110639000.0,,2423067000.0,,91532000.0,-11128000.0,-381766000.0,17345000.0,179184000.0,,,-691191000.0,-143242000.0,1239493000.0,-62294000.0,,,315012000.0,2301000.0,-24455000.0,,791505000,139016000,1810076000.0,114546000.0,,,,587842000.0,,,,,,,-7040000.0,52410000.0,,148619000.0,206076000.0,772960000.0,,189756000,-24471000.0,1066000.0,,,3033670000.0,24897000.0,1943000.0,22895000.0,-124760000.0,,,,,,,,,,,,,,,,,,,,
2004-03-31,46958000.0,,,1635695000.0,,,,,,,,,340800000.0,788252000.0,,,,,2964602000.0,,2652967000.0,,2999512000.0,,,7928822000.0,,,,,,,,,1935614000.0,,,97465000.0,,0.12,4929310000.0,,92798000.0,,544618000.0,,,,,,92798000.0,5617569000.0,,2265147000.0,,,,,,92798000,,,,,0.0,-355276000.0,596077000.0,,,,121276000.0,,215396000.0,,,,,,408686000.0,387758000.0,392862000.0,318362000.0,208346000.0,,,,-416751000.0,,0.1175,,,,,202768000.0,1949000.0,,,,,,,208346000.0,,2311253000.0,,152128000.0,,,,0.0,,-381766000.0,,,208346000.0,171400000.0,,4732000.0,,,,,,,,356073000.0,778220000.0,2462361000.0,,,28433000.0,,20327000.0,188269000.0,,,,,,293164000.0,,,,11662000.0,-31700000.0,,937480000,156860000,2071175000.0,129165000.0,,,,583568000.0,,,,,,,-39024000.0,59330000.0,,,201802000.0,,,203818000,,5578000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,47952000.0,,,1730729000.0,,,,,,,,,483168000.0,789516000.0,,,,,3108778000.0,,2481407000.0,,3155605000.0,,,8007134000.0,,,,,,,,,1865156000.0,,,149607000.0,,0.1225,4851529000.0,,95034000.0,,691400000.0,,,,,,95034000.0,5590185000.0,,2188878000.0,,,,,,95034000,,,,,0.0,67291000.0,485982000.0,,,,130269000.0,,208530000.0,,,,,,413826000.0,531120000.0,254620000.0,313342000.0,232732000.0,,,,17934000.0,,0.12,,,,,208346000.0,1953000.0,,,,,,,232732000.0,,2416949000.0,,155794000.0,,,,0.0,,-381766000.0,,,232732000.0,158400000.0,,4486000.0,,,,,,,,-73615000.0,780204000.0,2461356000.0,,,8526000.0,,20146000.0,205948000.0,,,,,,-181369000.0,,,,8846000.0,-38214000.0,,946020000,160280000,2222558000.0,187821000.0,,,,583061000.0,,,,,,,36309000.0,60760000.0,,,201295000.0,,,208232000,,24386000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
