date,annualCapitalExpenditure,trailingOperatingExpense,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,annualTaxProvision,annualNetOtherFinancingCharges,trailingInterestExpense,quarterlyNetOtherInvestingChanges,annualDilutedAverageShares,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,annualRepaymentOfDebt,annualInterestExpense,quarterlyGrossProfit,quarterlyBasicAverageShares,annualTotalRevenue,annualTotalNonCurrentAssets,quarterlyCurrentLiabilities,annualGrossProfit,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,trailingCostOfRevenue,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyTaxProvision,quarterlyNetPPE,annualBasicAverageShares,quarterlyCapitalExpenditure,trailingNetIncome,trailingTaxProvision,annualChangeInInventory,quarterlyOperatingIncome,quarterlyTotalRevenue,annualCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,annualCashDividendsPaid,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualOperatingExpense,annualNetIncome,annualBeginningCashPosition,annualPurchaseOfBusiness,annualCostOfRevenue,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualIncomeTaxPayable,quarterlyDilutedAverageShares,annualNonCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualStockholdersEquity,quarterlyCommonStockIssuance,annualBasicEPS,annualOtherNonCashItems,annualLongTermDebt,quarterlyOtherCurrentLiabilities,annualCurrentLiabilities,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualRetainedEarnings,annualGoodwill,annualInventory,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,quarterlyCurrentDeferredRevenue,annualPurchaseOfInvestment,quarterlyBasicEPS,quarterlyInventory,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,annualOperatingIncome,annualNetPPE,annualOtherIncomeExpense,trailingGrossProfit,quarterlyOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,trailingOperatingIncome,quarterlyOtherIntangibleAssets,annualAccountsPayable,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualCommonStockIssuance,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,annualEndCashPosition,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,trailingTotalRevenue,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,annualGrossPPE,quarterlyCurrentDebt,quarterlyInterestExpense,trailingPretaxIncome,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,trailingChangeInInventory,quarterlyStockBasedCompensation,trailingPurchaseOfBusiness,trailingBeginningCashPosition,annualResearchAndDevelopment,trailingCashDividendsPaid,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,trailingCapitalExpenditure,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingBasicEPS,trailingDeferredIncomeTax,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingPurchaseOfInvestment,trailingEndCashPosition,annualStockBasedCompensation,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingOperatingCashFlow,trailingCommonStockIssuance,trailingChangeInAccountPayable
2003-06-30,,,,,20397013378.035908,,,,,,0.531206,239673936.309456,,,341018450.595826,-106315819.837568,,541368423.72168,,,,,,,357606069.763313,,,,1061572922.688399,343281105.33879,3556268944.527177,,,,-4312304.206155,,-960935.127786,83613242.466283,,,285495692.3877,173142454.0,,,2208484602.915794,,119577808.266339,,,66531879.645047,2657969776.533108,,,6746179947.277802,,,-486339042.361397,,304452051.203957,18153517.571284,277286457.89808,27591604.414158,13076925683.087896,,-108150364.226631,,,,218963812.742653,932291723.690588,,256199649.101921,,,-7320087694.948011,,,,,,,91986203.852181,,91986203.852181,82609746.326497,,,,,173142454.0,,573470194.241999,616825222.522318,,,,,,532817323.013819,,,740280014.197787,,646796031.302888,,,,,,,6110394027.351717,62315725.684086,,20759039.342885,,0.531206,82379827.229226,,-5399132.120939,,,,,,66531879.645047,,-61411030.800577,,,,,1103485987.387417,,,,,,138642257.02066,417964403.247291,2955569463.868135,,,514369793.297335,532523310.86862,,,-152303831.151075,,,-27970.477759,15300213847.011488,,,1313889789.963264,149840270.484365,,,8954664550.193598,-208865652.836093,,17958183623.544598,91986203.852181,1119802176.536174,-25540617.900134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,,,,22057198802.72011,,,,,,-0.114585,-45116609.67668,,,337782649.141621,62757439.654121,,191839000.240173,,,,,,,450357573.684877,,,,597619815.70322,-13844176.496964,3928861423.51843,,,,108074067.09104,,3699075.551454,-153982297.683728,,,311270815.84257,173142454.0,,,1846899045.564519,,17488091.455686,,,70827662.484454,1949708620.725509,,,6886508784.241412,,,-1724510275.12827,,280439173.119549,19654293.265957,419827850.713638,36758261.726217,13987607984.829123,,-108283783.450341,,,,240443153.358116,1069920028.906942,,-801382353.099975,,,-8069590817.890986,,,,,,,-19270170.270531,,-19270170.270531,325481231.449508,,,,,173142454.0,,610981208.749031,-503224338.145523,,81805319.832211,,,,491854802.413489,,,772957269.885795,79686630.25601,758649213.064372,,,,,,,6177788213.967736,97739361.524645,,25121224.094299,,-0.114585,88025037.902618,,16095383.218172,,,,,,70827662.484454,,-33400213.044468,,,,,1289094732.805208,,,,,,209914420.32676,1061572922.688399,3318836324.192439,,,557157810.668648,576812103.934605,,,4691746.472138,,,-5233.726577,16579892455.43563,,,912453739.659099,205625447.420266,,,8733407829.805931,67669876.875569,,18529601076.16114,-19270170.270531,1303189737.8013,217197447.999167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,-435277460.702088,,80466974.333622,,21762489561.50798,-886079.028759,,321611695.094037,285105494.703786,-8144411159.720164,,9475839.744215,,-147434247.255884,407459384.073129,194173608.325232,,124348211.542853,-18218842.060065,,1927577961.036537,,20970945.602909,61148265.407221,379119500.491472,180978536.132522,90330504.926982,,556743388.629868,-98100178.560834,4286395166.524055,69921946.117063,-195152671.103469,,5107234.29886,173142454.0,13022549.227022,77917379.302217,-4415741104.675704,707167681.540615,292561202.3291,,3956624752.12366,16124902469.229828,1895868032.432728,1178411800.764005,-27129944.247365,,530992804.538547,79592345.53628,1927577961.036537,8132593227.541364,,6236725195.108636,206419365.458098,,-1925803372.50619,124348211.542853,273851305.009978,18763956.395025,-1137010080.944682,-53161136.974642,13618078401.787819,173142454.0,-119034036.246601,,,17446260.772705,212968856.792819,998723408.436488,20917836.789215,-179720019.167116,-135897684.74718,1104504387.597928,-8144411159.720164,20970945.602909,285105494.703786,20970945.602909,375764852.497346,,2778212951.359655,-19632744.143091,148647419.697619,-19632744.143091,328456071.179984,,41627116.679264,204913631.654648,80466974.333622,,,146710209.83421,-60721937.849966,4286395166.524055,178034740.046263,0.052353,-99991341.063985,5514492502.249507,61148265.407221,1895868032.432728,1312628122.986225,944215311.003819,90330504.926982,706162206.107388,273851305.009978,1312628122.986225,74526382.439166,18052480430.266365,-732944242.439982,684660013.639002,5514492502.249507,41627116.679264,3891145491.116416,20917836.789215,-5024485.546843,,74526382.439166,944215311.003819,-116679393.08053,527595914.704569,893306306.060219,13618078401.787819,-162671299.926301,,79592345.53628,,-14423510.267464,6236725195.108636,32922513.018344,966270265.240636,,129801590.270451,407459384.073129,494138934.747685,18763956.395025,919153880.999711,129801590.270451,166150643.698653,597619815.70322,3891145491.116416,1577966319.699221,556743388.629868,475374978.35266,494138934.747685,0.052353,,18438668.203329,,113636673.736001,-4984603.924367,16124902469.229828,475374978.35266,21762489561.50798,1104504387.597928,190734255.001775,,136556828.59034,8132593227.541364,-45064482.013668,527595914.704569,18052480430.266365,-19632744.143091,321611695.094037,209422034.933383,146710209.83421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,,,,22240341010.53411,,,,,,0.023167,4466976.922657,,,377852904.447053,20266284.561853,,132204322.327484,,,,,,,451354885.285031,,,,720038223.199704,-81284300.271851,4311212682.702176,,,,10266500.305232,,-445560.530818,-53770162.156481,,,339540901.495498,681859877.0,,,1859770689.417998,,122204538.070862,,,73256974.235186,2374521291.621569,,,6625173924.542176,,,-626574923.824446,,314527484.781634,648894301.690718,355641040.026732,88342971.511819,13826022392.732714,,-94810318.799054,,,,266284961.043447,1134282361.535062,,-26129902.498745,,,-8414318617.801397,,,,,,,16131152.025258,,16131152.025258,253886799.915601,,,,,681859877.0,,695281184.703108,167692029.756543,,,,,,618570341.016732,,,860655472.67289,,794741460.039563,,,,,,,5873881335.847752,56011403.991315,,17583617.328737,,0.023167,116125893.242067,,-9343331.966437,,,,,,73255940.452051,,-29907346.070924,,,,,1275006090.671066,,,,,,185069924.241584,552347227.226295,3736101550.861925,,,67920585.696709,716814887.387428,,,-34153093.402873,,,-1792579.954614,16116261412.9934,,,845763826.625477,158483089.597546,,,8484944613.960173,15771395.494574,,18490782704.61497,16131152.025258,1015232929.589622,159076481.116547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,,,,,21502347641.254547,,,,,,0.009286,-401811.597797,,,486276535.501112,-25563893.664817,,185126449.426431,,,,,,,434786324.565226,,,,613465133.221082,-46219155.347635,4143445995.521707,,,,59310098.645554,,-8291496.293524,8828445.083368,,,340147485.914713,681859877.0,,,1714016436.542032,,148387030.522927,,,78221697.277492,2199383382.555654,,,6216833242.180002,,,-574938813.510136,,299989609.816466,524033495.17194,360221879.410221,90778030.400405,13253664405.979044,,-105341349.50205,,,,261924789.088334,1147208246.284758,,-206966897.129475,,,-8248683235.275504,,,,,,,6040273.926267,,6040273.926267,167063218.503746,,,,,681859877.0,,623895425.860599,-78619229.75796,,,,,,448938386.814085,,,837000248.192894,,807060760.370045,,,,,,,5503777056.018733,89160760.30067,,,,0.009286,116645356.056183,,10594218.657042,,,,,,78222696.826379,,-62347018.036099,,,,,1217603475.774285,,,,,,172861535.476892,720038223.199704,3499459637.025337,,,86495962.96699,610529458.13893,,,57116729.540894,,,-1203068.060779,15400032715.098444,,,778801514.226835,140425623.63517,,,7930849678.722034,-29678119.1643,,17599416097.6541,6040273.926267,928764833.345116,61721869.001696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,,,,21460956338.277504,,,,,,0.05223,64382292.037252,,,478361064.444288,-15945311.888075,,214214846.747328,,,,,,,441102419.084276,,,,699522986.526528,-123005657.104482,4223401538.798976,,,,-76973259.915138,,-11712247.79473,-117912858.311015,,,332016055.261248,681859877.0,,,1669173634.341696,,98905906.396608,,,67260942.244416,2380869640.465344,,,6305127652.395648,,,-387814466.578634,,309890578.132416,603187537.09824,352693634.774824,30838642.099392,13095455934.963455,,-110585303.646736,,,,264755113.016832,1186973499.566016,,14156416.971452,,,-8365500403.314048,,,,,,,35590566.73056,,35590566.73056,210546752.932653,,,,,681859877.0,,653305583.820096,68782578.658185,,,,,,447427618.418688,,,888517056.822336,,854957444.304768,,,,,,,5551363137.037248,100458931.538304,,,,0.05223,126929751.51168,,-48095888.74944,,,,,,67260942.244416,,-53128922.77304,,,,,1225430663.364288,,,,,,176347306.067444,613465133.221082,3575752915.029312,,,93210829.30368,696398366.40192,,,11063154.490139,,,233628.474529,15199399397.534975,,,743384951.47872,148652556.294144,,,7974301286.737344,-9733661.558306,,17580269038.00032,35590566.73056,878512799.207232,99961449.285917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,-478681831.570545,,97953803.21637,,22924114243.407085,,,219618338.443053,317944297.056446,-9091434858.468521,,-63843521.798943,,-43358175.164353,455404501.756764,26827710.184186,,65010923.479913,0.0,,2734346120.125231,,79753672.161971,89590500.963738,594963854.766309,374330677.205355,79799609.961603,,985027198.719782,-98520919.483792,4607195618.742435,247034170.623727,-94785011.24172,,105096100.782756,681859877.0,7878509.719638,145900641.584311,-2152582630.979339,648252396.213981,473885535.10295,,4876065580.191475,16179198978.766409,1833859630.529123,1459507223.723942,118454370.312928,,633728066.730175,104939422.06835,2734346120.125231,8681338721.54929,,6847479091.020167,5584789.193146,,-563254427.066123,65010923.479913,208974348.128205,22178766.42257,-949650378.175791,43911383.242735,13832679384.938564,656229467.0,-167944859.622705,,,-12570794.899434,368946113.034601,1494976401.189235,11667083.426201,-121483257.419843,-174623695.60301,877117710.783058,-9091434858.468521,79753672.161971,317944297.056446,79753672.161971,610696521.514428,,3416558356.467533,23006192.126003,-349030032.20776,23006192.126003,480913126.948721,,114364597.485083,4603935.563169,97953803.21637,,,850849851.993201,216475298.548587,4607195618.742435,,0.121533,118906176.035985,5882264641.541883,89590500.963738,1833859630.529123,1320363174.837095,1066597787.267218,79799609.961603,1021090866.086285,208974348.128205,1320363174.837095,91766366.265869,18913545098.89164,-340423640.076611,760296507.517628,5882264641.541883,114364597.485083,4095577433.497525,11667083.426201,-619126.195047,,91766366.265869,1066597787.267218,-101296440.927531,434624065.323007,1141562926.667497,13832679384.938564,-147866670.617067,,104939422.06835,,-29240408.722946,6847479091.020167,-16953933.799817,1112409898.300721,,145275856.837793,455404501.756764,935207650.518339,22178766.42257,0.0,145275856.837793,226017741.731708,699522986.526528,4095577433.497525,1901859434.185125,985027198.719782,913028884.095769,935207650.518339,0.121533,,-77384965.792513,,97699439.818404,2142893.345817,16179198978.766409,913028884.095769,22924114243.407085,877117710.783058,212458294.637085,,477987998.176096,8681338721.54929,-71144626.013688,434624065.323007,18913545098.89164,23006192.126003,219618338.443053,312968267.326015,850849851.993201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,,,,22352522666.18749,-88313292.310497,,,,,0.01955,235998.672623,,,409192820.853557,43751365.734331,,281649977.038185,,,,,,,527218047.314791,,,,1021026847.941085,-95616306.08694,4421966875.436375,,,,44809.874549,,-4987836.924762,-124961795.041369,,,414976281.995305,681859877.0,,,1798885443.331392,,148527805.954009,,,79429983.624971,2552892240.386938,,,6794704500.412854,,,-471923657.896724,,415236179.267687,845136141.037679,383343497.888914,83775545.681202,13409516274.23761,,-96680789.551219,,,,335546298.370334,1355688898.120325,,-133605121.954312,,,-8943006391.949879,,,,,,,13113360.842921,,13113360.842921,269397961.561589,,,,,681859877.0,,801221468.204993,98449285.933406,,,,,,704528729.353895,,,950635513.900076,88814167.130452,940712616.12502,,,,,,,5868811007.688573,124672024.519287,,,,0.01955,94677290.271398,,-52250305.273728,,,,,,79429983.624971,,-161315.548375,,,,,1268129407.477236,,,,,,191671748.944457,922577562.007679,3880594882.414144,,,90122615.467273,935258756.504952,,,10983398.139374,,,-1118255.313737,15798794717.572487,,,596349725.993488,162399947.339287,,,8593589943.744246,-10348093.695773,,18351686957.959427,13113360.842921,1121149035.857641,172717172.01037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,,,,22385840093.01965,-50679322.876684,,,,,-0.00726,3184346.189073,,,423285890.906647,9909847.851461,,172971585.212186,,,,,,,472531852.561651,,,,809697234.86306,-181914059.772136,4427149068.628201,,,,1464.221162,,-17111489.720499,41900777.795497,,,373992164.311784,681859877.0,,,1840198701.574977,,99063977.920026,,,91073327.690455,2412396601.589816,,,6659558144.451874,,,-343170908.725639,,390153638.377629,729515057.103544,379227016.435872,75392316.575821,13328220471.096064,,-144994044.018491,,,,282918836.621329,1403174327.018326,,-317583064.110791,,,-9057619621.923584,,,,,,,-4745556.198439,,-4745556.198439,271794325.216479,,,,,681859877.0,,865092250.205169,-228602564.284574,,,,,,607397718.52243,,,1031999959.768769,90595818.404928,1029182162.706542,,,,,,,5680204321.82894,114261572.417765,,,,-0.00726,119447224.803072,,-32027581.563323,,,,,,91073327.690455,,-121921563.599763,,,,,1275421394.312759,,,,,,189613015.940322,1021026847.941085,3882793405.902917,,,72856102.308772,802371159.412316,,,-53636299.722106,,,-40377793.876223,15761319315.462763,,,718919273.740972,159967579.76219,,,8499756846.026851,3283909.935648,,18173715917.052578,-4745556.198439,1157677450.05394,126800281.197988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,,,,23585625245.722954,-325514045.312264,,,,,0.090826,3349989.931262,,,459817739.455133,89666833.877943,,216279353.223841,,,,,,,684492912.739789,,,,579285897.227551,-176162925.947162,4865614603.392978,,,,5065917.658158,,-26531882.354884,111498020.624258,,,560870626.521903,681859877.0,,,2128247055.410761,,250732990.013783,,,96184275.626891,2349015673.68384,,,6703895267.477943,,,-331386060.771059,,499870728.626924,432484833.729505,439613137.414301,93440003.974599,13904649452.89712,,-170136620.14986,,,,464686350.895012,1696601775.140542,,-554887357.632468,,,-9680975792.825834,,,,,,,61936284.511875,,61936284.511875,435007732.096608,,,,,681859877.0,,1067547628.020899,-347641486.900426,,,,,,580539736.876616,,,1146016427.204875,106809967.684728,1135731148.618639,,,,,,,5498071886.948656,138275752.508387,,,,0.090826,148380342.419082,,-55743953.824656,,,,,,96184275.626891,,-79039589.209662,,,,,1407789395.466274,,,,,,219806561.844777,809697234.86306,4307401398.16551,,,104752512.65549,537237346.384995,,,-52327448.393862,,,-20701784.675463,16522889256.57852,,,981079611.394284,175197137.397443,,,8832142322.888702,-18407928.091414,,18871904930.26236,61936284.511875,1210450408.215126,264871111.946748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,-616486290.470455,,129533135.821576,,24862452900.188618,464506660.499445,,548080387.380837,437482489.471544,-10013678337.141531,,-3530123.337124,,-149995482.051201,630907586.318113,496444991.097588,,78591100.75395,0.0,,2527482628.518744,,132088751.497136,-680432561.766067,682070111.253489,-401276305.700784,933672334.031146,,699717058.368713,-188568665.505261,5041182300.472221,346270723.033398,-568174888.596199,,18398897.240883,682888705.0,10028276.805424,5881771.989891,-1752509450.451676,686193999.662791,645343012.700703,,6245078752.566402,17384993567.901817,2868394592.881646,2001439474.482373,277379644.657027,,1118883456.424414,169325520.767655,2527482628.518744,9433615124.65329,,6565220531.771644,639773038.561323,,-606028823.058254,78591100.75395,579508639.433638,10312948.250011,-1278125690.700152,92401137.337003,14848774563.047089,682888705.0,-204674836.750885,,,-38602932.194721,476017491.933048,1766643044.500741,7867702.558931,-447592795.251185,-235779336.055836,1530411378.131363,-10013678337.141531,132088751.497136,437482489.471544,132088751.497136,1100993364.069497,,4243639278.084029,61817827.470898,-642261957.3115,61817827.470898,759169728.020193,,166302909.352917,3240211.455835,129533135.821576,,,1230045365.508286,76518459.550811,5041182300.472221,,0.193426,-75942038.961064,5168872256.910442,-680432561.766067,2868394592.881646,1362123669.045448,1365781831.91423,933672334.031146,1121300031.800038,579508639.433638,1362123669.045448,137135158.888419,19912476196.42056,-1453668338.948756,807143946.049997,5168872256.910442,166302909.352917,4594008145.447099,7867702.558931,-64360895.763811,,137135158.888419,1365781831.91423,-139941064.139989,192047073.070041,1563956985.010828,14848774563.047089,-280540812.431037,,169325520.767655,,-34656867.698036,6565220531.771644,34318775.368278,1735369746.894868,,158885885.089608,630907586.318113,653637830.128833,10312948.250011,0.0,158885885.089608,206052619.320441,579285897.227551,4594008145.447099,2371100931.060826,699717058.368713,643324881.878821,653637830.128833,0.193426,,-55015132.074607,,23511088.994752,-2163061.898388,17384993567.901817,643324881.878821,24862452900.188618,1530411378.131363,185990843.804068,,777459013.798803,9433615124.65329,-542702776.744661,192047073.070041,19912476196.42056,61817827.470898,548080387.380837,554494891.269308,1230045365.508286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,,,,24895117727.3317,,,,,,0.392857,,,,583689933.961504,-108464392.272412,,141366695.494875,,,,,,,717852824.005402,,,,837095970.082442,-235381547.842476,5169397282.2013,,,,,,4041159.155426,93757288.350047,,,607830069.716779,681859877.0,,,2905963805.786541,,291827995.709595,,,103484821.653029,3077566318.312145,,,6631883596.097346,,,-479120947.574584,,770394881.196416,730489432.846653,427012156.953099,-65841543.917444,14770481637.035114,,-211578840.890198,,,,504346246.373819,1757288275.298332,,-44680365.405199,,,-10124636090.296587,,,,,,,267878537.177315,,267878537.177315,409400969.042804,,,,,681859877.0,,1316958662.03758,155542698.461044,,,,,,792254876.756289,,,1433174931.988323,141437575.509706,1149458205.581553,,,,,,,5314924934.059766,,,,,0.392857,135838054.33807,,-81035823.153013,,,,,,103483823.342961,,-61605714.29875,,,,,1386948184.287729,,,,,,213506577.631583,681553271.621399,4488215381.925212,,,106861106.30314,837350539.149793,,,-10630005.60449,,,-24050287.849152,17048587276.519857,,,1388581419.559043,178197348.835076,,,9537847401.883886,-2984947.10344,,20126153594.832,267878537.177315,891157455.197014,197822128.152607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,,,,25050980558.944298,,,,,,0.197432,,,,660457074.289047,174495763.110559,,138559689.115463,,,,,,,701144183.17145,,,,982564674.317209,-188156937.43025,5196097596.538751,,,,,,-6465526.08905,77917947.954595,,,585917678.384084,681860211.0,,,2809950036.413748,,485847286.165892,,,98310452.111401,3096674930.452242,,,6701143995.694214,,,-551626536.452804,,492220642.305427,782517819.268547,407837184.771747,150287020.35515,14813692723.36747,,-189708266.796392,,,,485006865.32838,1760013272.839961,,-95717373.518423,,,-10237287835.576828,,,,,,,134674967.385362,,134674967.385362,430604601.702779,,,,,681860211.0,,2561419797.614197,159356068.242056,,,,,,667856732.580744,,1179411997.80094,1385235015.829304,116190652.612076,1174095594.455877,,,,,,,4118641499.823221,21082698.256795,,,,0.197432,132004406.582867,,121542650.251434,,,,,,100910813.055704,,-82578862.045664,,,,,61530670.070669,,,,,,216137317.843071,837095970.082442,0.0,,,95718001.010275,878235820.278822,,,-155703120.364764,,,472034.070144,17206340197.122833,,,1365445576.931881,172040077.821161,,,9511094032.107962,-16083707.334517,,20303015127.575073,134674967.385362,1151704805.883754,240896334.906387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,,,,25836045282.23663,,,,,,0.071882,-1251781.332961,,,363166489.220763,-33483463.898239,,91343251.982418,,,,,,,720664779.462424,,,,1048611140.754922,-266267025.883495,2889159807.339789,,,,-20365807.371855,,9210490.639102,193692754.529285,,,602302344.257474,681860211.0,,,1534025188.331758,,221636225.07611,,,113157584.284221,3257699606.104074,,,13480348264.765394,,,-635422989.147333,,273200931.730083,915200544.364924,535348605.54973,91617185.410127,15193058321.49531,,-294834927.013322,,,,487055641.304791,1876231254.946616,,53837786.025045,,,-10642986960.741322,,,,,,,49055155.362031,,49055155.362031,323131818.012956,,,,,681860211.0,,11168758526.495642,43662028.623217,,,,,,480007625.201393,,1195187599.800485,1510328441.706211,75530369.611483,1273928910.689143,,,,,,,2303066696.017151,8523042.2526,,,,0.071882,133531006.687893,,-93631047.642405,,,,,,115246702.952683,,-55375424.031974,,,,,60287429.317247,,,,,,233609138.157633,982564674.317209,0.0,,,99103695.681689,1014304240.046612,,,-126023077.317473,,,333045.770564,17643902569.279514,,,615320704.298118,182996560.481913,,,15014373453.09715,41941593.942079,,20901602175.38359,49055155.362031,1195369218.666475,28296890.999633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,-972368959.544424,,268387657.738855,,26008993492.27924,,,606194945.490674,431147909.102396,-10820785967.043053,,65918901.691577,,-339063614.827757,983163883.89633,-366701631.588598,,125180556.555069,,,3082486449.85432,,537033570.527239,-561792389.314811,736556184.04211,135622550.242885,759270964.902884,,826489742.288819,-263618886.648051,5389638257.008658,205467988.58837,-174290613.6658,,-35400640.205524,681860211.0,1977674.148403,-160341112.522167,-2754139393.724505,733751025.575806,629066345.894807,,7309297609.967042,17692718306.60889,2628233739.487144,2436931643.954635,229722826.886314,,647233912.563625,114204926.404855,3082486449.85432,9995776051.202993,,7367542311.71585,-334153724.64869,,-1087968920.549785,125180556.555069,1046496979.725262,17115955.007326,-1390534736.15297,27509595.654174,15188207525.236189,681708002.0,-276246924.844512,,,8763797.853882,512817297.431405,1880624414.893024,9425902.720801,-471374813.118397,-335426676.719726,836526301.127236,-10820785967.043053,537033570.527239,442558948.917949,537033570.527239,690867192.045934,-7736637.015801,4872365966.012407,82053225.743121,-953424397.804272,82053225.743121,456465483.34951,,0.0,65983120.51712,268387657.738855,,,1331928488.539017,-222938245.083431,5389638257.008658,,0.787777,-20336788.878394,6035613823.176834,-561792389.314811,2628233739.487144,1230206437.648822,1768067520.71096,759270964.902884,1251558068.998217,1046496979.725262,1230206437.648822,123776323.362756,20775204756.46321,-557934766.016974,886991920.242992,6035613823.176834,0.0,4535904152.588553,9425902.720801,-65890358.584571,,123776323.362756,1768067520.71096,-210140410.463317,216472274.259516,1994372695.036686,15188207525.236189,-257233881.388825,,116249048.463402,,-135866676.343339,7367542311.71585,205026878.311759,1619602872.108049,,170446186.135041,983163883.89633,734360564.283415,17115955.007326,,170446186.135041,223738886.610705,1048611140.754922,4535904152.588553,2881364615.279679,826489742.288819,717244609.276088,734360564.283415,0.787777,,-46707411.54103,,-57077504.083899,-42645150.576127,17692718306.60889,717244609.276088,26008993492.27924,836526301.127236,197049215.030154,,1237745663.059454,9995776051.202993,-197163553.169922,216472274.259516,20775204756.46321,82053225.743121,606194945.490674,180218558.504998,1331928488.539017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
