date,annualCapitalExpenditure,trailingOperatingExpense,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,annualTaxProvision,annualNetOtherFinancingCharges,trailingInterestExpense,quarterlyNetOtherInvestingChanges,annualDilutedAverageShares,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,annualRepaymentOfDebt,annualInterestExpense,quarterlyGrossProfit,quarterlyBasicAverageShares,annualTotalRevenue,annualTotalNonCurrentAssets,quarterlyCurrentLiabilities,annualGrossProfit,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,trailingCostOfRevenue,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyTaxProvision,quarterlyNetPPE,annualBasicAverageShares,quarterlyCapitalExpenditure,trailingNetIncome,trailingTaxProvision,annualChangeInInventory,quarterlyOperatingIncome,quarterlyTotalRevenue,annualCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,annualCashDividendsPaid,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualOperatingExpense,annualNetIncome,annualBeginningCashPosition,annualPurchaseOfBusiness,annualCostOfRevenue,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualIncomeTaxPayable,quarterlyDilutedAverageShares,annualNonCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualStockholdersEquity,quarterlyCommonStockIssuance,annualBasicEPS,annualOtherNonCashItems,annualLongTermDebt,quarterlyOtherCurrentLiabilities,annualCurrentLiabilities,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualRetainedEarnings,annualGoodwill,annualInventory,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,quarterlyCurrentDeferredRevenue,annualPurchaseOfInvestment,quarterlyBasicEPS,quarterlyInventory,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,annualOperatingIncome,annualNetPPE,annualOtherIncomeExpense,trailingGrossProfit,quarterlyOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,trailingOperatingIncome,quarterlyOtherIntangibleAssets,annualAccountsPayable,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualCommonStockIssuance,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,annualEndCashPosition,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,trailingTotalRevenue,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,annualGrossPPE,quarterlyCurrentDebt,quarterlyInterestExpense,trailingPretaxIncome,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,trailingChangeInInventory,quarterlyStockBasedCompensation,trailingPurchaseOfBusiness,trailingBeginningCashPosition,annualResearchAndDevelopment,trailingCashDividendsPaid,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,trailingCapitalExpenditure,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingBasicEPS,trailingDeferredIncomeTax,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingPurchaseOfInvestment,trailingEndCashPosition,annualStockBasedCompensation,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingOperatingCashFlow,trailingCommonStockIssuance,trailingChangeInAccountPayable
2010-12-31,-1465802688.534197,,,,24078829064.96117,,,3435389426.564611,783077019.216923,-829665209.170335,,,,-700741469.299259,309742723.090257,418490187.326921,,75225888.244774,,,4886980115.11302,,1016214428.983786,1612370208.38763,1280007644.99193,-362711139.637289,11391298.368609,,2009232025.320768,-756264144.98374,7807288281.432712,723154629.276845,-473309759.52669,,-179548934.436193,681474260.0,-271408.346834,-417075888.313836,-1597631528.402368,916168219.083832,1694378458.793822,,13717884276.282116,22295235907.704765,5031209940.70879,6357644143.642356,830953843.41966,,2595934657.404065,232992632.139445,4886980064.95302,13567897516.432102,,8536687891.313312,544049989.45595,,-451779517.303294,229661739.770338,4396711069.413289,16338593.793661,185857804.367358,140095060.646794,14111555954.838444,681474260.0,-586860267.343799,,,27953749.972046,839797886.191757,3772708477.862863,,-410306898.454779,-1162221828.837778,,-9967273110.122726,2300437917.699562,2569155487.430845,1016214428.983786,2371943087.628057,0.0,7360240132.63976,690858782.772866,-1621382288.378618,311785380.577325,1723370348.247529,,1161881158.838119,,,,,71054427.988946,422127689.402052,7807289042.192711,,1.4912,61665449.938335,6381349862.02865,1600979614.34902,5031208924.968791,3086975818.073024,2212410978.017589,11391298.368609,2078330019.069041,4396712095.603288,3086975818.073024,130942679.869057,27182216022.817783,-2681513887.318486,938445529.061554,6381349862.02865,1161880276.85812,0.0,,0.0,,130942061.229058,42786479.957214,84086381.319072,98482484.441518,3788488656.211511,14111556675.888443,-206611129.793389,,854580572.602066,,-223533421.599812,8536688591.463311,1216837708.783162,4061737345.938263,,3035905583.414094,309742179.690258,2025571567.974428,16339619.98366,,3035904736.964095,207161360.142622,1551791229.153799,5904005119.245995,4878206295.121794,2009231947.990768,2009232025.320768,2025570619.114429,1.4912,,246087535.767341,,-177137949.822862,0.0,22295236181.494762,2009231947.990768,14941221885.058779,,241892441.429648,,3023592546.976407,13567897832.022102,130142108.959477,98482889.901517,27182216246.447784,311785380.577325,348413485.181587,1136510080.903731,6452404743.547595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,,,,,,,,,,,0.281901,,,,2533748546.824508,-30616459.840794,,48025739.750266,,,,,,,991912804.842053,,,,2024275389.473768,-292212408.480495,7884696568.999578,,,,28387519.852385,,-4082329.978772,-35928969.813169,,,1426123712.584157,690232340.0,,,4391117337.16619,,557799337.099443,,,184240769.041948,4700075215.559609,,,8986749053.268906,,,-415815047.837762,,4371544077.267971,17878209.907033,40673079.7885,189679139.013668,14109460116.630808,,-323476438.317923,,,,667287386.530106,3198405053.368294,,-320843528.331614,,,,,,,,,,368120198.085775,,194577528.988197,547976167.150524,,,,,690232340.0,,7371232431.669591,72724749.621831,,,,,,1857368790.341682,,3054157314.118382,2154674468.795693,,1772283370.784126,,,,,,,,1155471933.991546,,,,0.281901,132254499.312277,,27037569.859405,225226468.828822,,,,,758834296.054062,,-351701558.171152,,,,,3130696433.720379,,,,,,214461378.884801,1951550639.851937,5734512460.180535,,,2024275389.473768,2042153599.380801,,,9394839.951147,,,,22417643103.428257,,,,219652088.857809,,,13377866390.435095,-130565539.321059,,27117718318.987865,194577528.988197,234950168.778259,224499728.832601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,,,,,,,,,,,,,,306314458.376533,-449402047.615108,,50112629.734403,,,,,,,1117400623.978585,,,,1586957211.589127,-326154548.24216,8041242017.381417,,,,-9699559.951431,,-17600919.906307,-267036228.581115,,,1474416162.042982,,,,4619167715.518411,,674566876.369016,,,174691019.055714,4283769757.29602,,,8835658333.171011,,,-219778448.793593,,4411869636.617091,,463914257.537187,180080819.026604,14566258722.798828,,-365910148.028329,,,,854297155.405496,3429159451.505614,,-925041855.065194,,,,,,,,,,494483987.342423,,223057388.798338,709505356.184824,,,,,,,6744492594.254189,-475772377.485679,,,,,,1546436961.803884,,3122425243.451146,2221227978.227492,5963669.968393,1954741259.462643,,,,,,,,1142000363.947398,,,,,156026249.173061,,-58636119.691932,103206059.453008,,,,,620121036.637475,,-690439936.305498,,,,,3281782122.606555,,,,,,212006228.854921,2024275389.473768,0.0,,,1586957211.589127,1586957211.589127,,,-164764899.127686,,,,23192257107.081036,,,,230827518.754649,,,13454826048.689423,-105615249.427183,,27476026864.377056,223057388.798338,394022427.911681,343595208.156495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,,,,,,,,,,,,,,,240094639.735896,503660487.429896,,158549099.825596,,,,,,,1019407907.737768,,,,1790537138.030409,-223511382.351279,7442882261.81283,,,,28107040.047572,,476519.908406,628788278.035879,,,1235756120.822936,,,,4426134675.131252,,685925094.42142,,,155530531.33643,4463759765.089864,,,8419663900.73837,,,-221096892.426286,,4222929775.354777,,-337191117.509823,234850541.294656,13882000314.7298,,-244805872.626137,,,,769326755.544396,2633641574.938765,,-135145845.084058,,,,,,,,,,451076623.126753,,191704741.543191,791109984.411201,,,,,,,171483619.811368,357396717.914064,,,,,,1487601588.363638,,2850757126.864167,2112051257.676744,0.0,1397885454.115829,,,,,,,6329671233.037362,1073926148.818681,,,,,158287429.825884,,14964359.850825,92405799.898354,,,,,466429365.27854,,-39564084.333474,,,,,2845399576.87006,,,,,,171868541.602109,1586957211.589127,0.0,,,1790537138.030409,1790537138.030409,,,-125604310.51439,,,,21581655336.260178,,,,161614271.714239,,,12845798575.869621,-146090430.83126,,26045415101.350044,191704741.543191,306491969.662859,546304111.785064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,-1321041744.380697,,,,24285135290.72649,,,282800597.097943,728977580.98151,-10337808296.14277,,,,-470635299.401768,756928309.405452,86985001.174116,,139548375.981137,,-2543623906.248144,4864250764.344024,,723044499.32561,1411029704.711816,983390003.02417,497920542.498957,0.0,,2349202368.325979,-359700064.770734,7502004520.8118,887433804.303705,-518818238.743624,,-26146246.643808,681828598.0,3261160.695562,-671177795.408373,-1194463558.621552,896241956.038234,1633959282.465118,,12584218322.461506,21583064423.773083,4738249585.700091,5770256019.309687,649393362.74292,,1949655693.508209,910307339.406396,4864250779.749624,13167391529.02678,,8429141741.128189,110627612.777705,,-377458495.550931,139547775.162741,4300028140.253891,1808655.940556,1143776246.664391,282822711.85318,13947326994.583717,681828598.0,-386849633.960006,,,-17945598.16661,890913268.2087,3323012905.089627,,-335594645.120154,-1248059640.623173,1294228948.666596,-10337808296.14277,1680252191.210685,2754010949.029437,723044499.32561,1851281309.739426,,6813962303.151818,366570650.88974,-1201579020.068663,113705329.12368,1222106827.51855,,979099049.322357,,,,,198319081.516594,543571897.285437,7502005279.537595,,1.060449,576714408.813282,6327195414.969956,116800066.644625,4738250288.580586,2843111404.305353,1882568904.578465,0.0,1689053622.624509,4300028371.337889,2843111161.667155,150062097.084588,26447315188.117107,-1716626738.240313,818229923.918097,6299648840.90481,979099540.375853,0.0,,,,150061218.965395,1950512630.00184,87866296.545934,308207186.985796,3016245070.28025,13947326983.029518,-2185669.483754,,743046014.256418,-2543623906.248144,-166354456.581546,8429141240.446193,599208510.346083,3270697437.888906,,2825768719.695861,302677672.350197,2351010084.524942,1808232.286559,186792.898612,2825768307.596064,219893843.901466,1790537138.030409,0.0,4282155949.770735,2349201852.238383,2349202368.325979,2351011024.266535,1.060449,,260207224.35109,,66165125.808195,,21583063930.793884,2349201852.238383,24285135290.72649,1294228948.666596,114102796.379783,,2567684069.814404,13167391326.82828,363507270.169874,98692124.266421,26447314710.54351,113705329.12368,853717589.819317,835257193.558544,198318213.025901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,,,,,,,,,,,0.298374,,,,2446885549.233704,-152806229.327653,,148454579.3468,,-2747269997.912012,,,,,1057776565.345783,,,,2240723870.140815,-252156508.890511,7880026075.327885,,,,-20307029.910649,,-18576419.918264,-42909479.811198,,,1444578953.643853,678103835.0,,,4984717568.067243,,594244437.385324,,,206368709.091978,4833734408.731569,,,8305016453.457928,,,-95294099.580706,,4630173669.627236,2245169.990121,174554429.231961,129735449.429164,14383973996.710514,,-242874328.931353,,,,753691706.683756,3304677165.45942,,-492407787.833406,,,,,,,,,,464508987.95616,,202328609.109754,528422967.674939,,,,,678103835.0,,187356119.175633,-216141329.048978,,0.0,,,,123759719.455457,,2917114997.164694,61254749.730479,0.0,1860098211.815568,,,,,,,6142115762.974691,985706005.662894,,,,0.298374,167294309.263905,,-10966559.951747,356728768.430393,,,,,690887246.960096,,-171284159.24635,,,,,2854640177.439583,,,,,,226822469.001981,2452041199.211019,0.0,,,2240723870.140815,2242969040.130936,,,-91320329.598191,,,,22217016322.24513,,,1435353053.684447,236709658.958478,,,13289734021.52517,-53423789.764935,,27050750730.976696,202328609.109754,830025476.347888,285548638.743586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,,,,,,,,,,,,,,,2187309509.001829,,,185608098.218162,,-2782596773.287071,,,,,904014375.821024,,,,1411262306.451882,-335929925.463859,7359919829.34477,,,,8103640.027802,,,,,,1249154830.496303,,,,3909145482.472203,,494594002.161827,,,193257087.071615,4034838661.265549,,,8399300089.366719,,,-703353402.752278,,4384085667.912778,1985969.980935,,208414057.324601,14065002244.975979,,-403957444.859062,,,,623152910.098535,3056031493.477776,,-857719839.205369,,,,,,,,,,286179944.837226,,111529917.877204,527738642.18591,,,,,,,6439207548.183608,-665911122.483318,,,,,,1092459119.512392,,2749815723.601769,1819731362.530579,0.0,1806876662.981473,,,,,,,,1020593640.202301,,,,,183267008.240637,,2572990.032325,361994656.524851,,,,,626001920.397768,,-653648012.834301,,,,,2274360228.166142,,,,,,,2240723870.140815,0.0,,,1411262306.451882,1413248276.432817,,,,,,,21262535735.879658,,,,215549166.699838,,,12308445571.838923,9977560.182019,,25297374397.145206,111529917.877204,961265440.771852,123781197.326848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,,,,,,,,,,,,,,,327758112.094395,,,211839443.742099,,,,,,,1349372143.536101,,,,1649100294.985251,-450748373.905217,7998590391.908976,,,,61124586.68015,,,,,,1774089646.116903,,,,4450967130.214918,,810360886.200847,,,237713015.467255,4195387694.900969,,,8269563843.23641,,,-355119880.726434,,4937414664.981037,3109987.357775,,224326262.314925,14929310998.735777,,-441767046.268582,,,,997807722.029339,3956002255.51708,,-503005537.731558,,,,,,,,,,586034623.885923,,243572994.294121,1065269068.605228,,,,,,,148299620.733249,-39266553.946001,,,,,,1538889591.234724,,2937661188.369153,1836070375.052676,0.0,2181912609.400178,,,,,,,6025345554.150864,1154433206.911083,,,,,210370838.600927,,-10445452.415176,106866835.229667,,,,,776281924.087564,,-97185400.612143,,,,,2414863042.562158,,,,,,,1411262306.451882,0.0,,,1649100294.985251,1652210282.343026,,,,,,,22660463548.25116,,,,261449560.350956,,,12720530973.451326,-431935144.205537,,26855851243.152126,243572994.294121,331786767.804467,623502022.336646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,-1458848875.331684,,,,26040414397.030674,,,179154839.426705,849343797.2821,-11263429217.957027,,,,,1941861209.906044,,,216076323.988556,,-3082690406.255391,4803216704.629707,,769796037.536653,1543784275.05989,1180417867.964033,-739583637.633332,0.0,,1749055231.123023,-691658362.962835,7943349059.421283,840257637.311176,-87293639.72066,,-453464280.862765,679335280.0,,,-1380470035.582496,925031877.039898,529485707.751552,,12771030319.132704,22365162528.43148,4857468943.856099,5188093303.398101,763925226.370003,,1724854674.480465,767312386.314269,4803217587.949704,12962290518.52067,,8104823741.144564,,,-226702405.683078,216074759.308561,4939408819.833892,396675799.610637,,277782345.602485,14776985179.073647,679335280.0,-370248555.872691,,,,767089922.774794,2454319871.838424,,-211517754.102784,-1116047276.428649,1331434939.259408,-11263429217.957027,1822866474.166827,2046352553.451672,769796037.536653,2488638832.036356,0.0,7582937015.734602,486142880.767519,-1730493234.462422,212363539.095577,1062271977.826075,,1058813036.611798,0.0,,,,155917264.781065,181734857.844967,7943349934.58128,,1.133161,,5386656574.242699,191492916.467223,4857468464.456101,2855748232.421606,1533971701.691291,,1924834164.086872,4939409144.193891,2855749070.861603,170297159.455049,27168379233.061188,-2064651353.393116,,5386656574.242699,1058813130.451798,0.0,,0.0,,170298165.175046,1773178194.32583,-74752756.285909,854572592.665368,3141740749.94643,14776984752.71365,-93593159.700502,,-237604215.023242,-3082690910.135389,-193929475.255856,8104822054.064569,,3183703549.812149,,2454396563.105931,2475050392.079839,2145837233.133321,396782038.730297,0.0,2454397432.145928,,1649100294.985251,0.0,4491580185.626943,1749055194.403023,1749055231.123023,2145731030.733661,1.133161,,,,-404542198.705465,,22365162950.71148,1749055194.403023,26040414397.030674,1331434939.259408,211324382.510624,,2663124111.478003,12962292685.000664,388087350.547794,920637717.053959,27168380538.661182,212363539.095577,179157146.666697,692023421.953383,6114944860.432176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,,,,,,,,,,,0.177345,0.0,,,2807580226.654367,,,269500789.199771,,-5071851508.810779,,,,,1037223083.471689,,,,3060383612.922446,-1048947513.535824,12539783517.969612,,,,-666581861.86366,,,,,,1270477980.488013,663462408.0,,,5941375602.726537,,588449378.093283,-2887122.355334,,239675670.59511,7115414793.525919,,,7523942606.805668,,,-170435608.469833,,5257549438.101761,1129316351.259855,,174348697.947033,14867164496.721474,,-404629562.170015,,,,703902475.804929,2967537827.927126,,1855832499.081452,,,,,,,,,,414100680.146249,,178397452.498199,553091668.190956,,,,,663462408.0,,5506850969.648098,1331010040.678113,,2316542611.202064,,,,2332322155.117707,,2945159450.023117,1922412253.896932,,1697059847.439113,,,,,,,5336843554.067969,1050583973.490536,,,,0.177345,154433489.042215,,6060413.226064,1451029116.035419,,,,,566575504.683084,,-225405400.627336,,,,,2588911444.856143,,,,,,,1729373572.244333,0.0,,,3060383612.922446,4189699964.182301,,,,,,0.0,23323969828.850666,,,2182745051.77011,232608368.148206,,,13465318209.532206,-12301006.62849,,30439382502.609802,178397452.498199,182312661.74218,148462106.020941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,,,,,,,,,,,0.0,,,2162246529.242433,,,228863257.802913,,-4706001944.822381,,,,,1335926123.746079,,,,2254438768.357388,-643913370.212712,11691899357.757767,,,,657441381.951408,,,,,,1093225806.820431,,,,5154601490.515826,,991421586.739956,-1214983395.953109,,204222395.143468,6250528819.994923,,,6510822127.496108,,,-137028828.578508,,5149782280.56209,1447011696.108688,,320271697.304611,13759276737.910942,,-326749720.808744,,,,997512167.86149,2524562759.348708,,-777151649.436788,,,,,,,,,,671149889.435345,,443749621.529189,768072449.125869,,,,,,,4840584703.530387,-651127017.20499,,-111027412.37501,,,,2389309097.062633,,2666291114.403605,1696805803.710664,,1431336952.528278,,,,,,,4705036944.831645,783514372.478262,,,,,133785668.715658,,-5433163.232086,1340689927.129377,,,,,95713638.95894,,-484062592.561771,,,,,2349498987.44481,,,,,,,3060383612.922446,0.0,,,2254438768.357388,3701450464.466076,,,,,,0.0,21294859375.56935,,,2244010978.457495,163832928.045957,,,11665423618.011932,-32745192.939067,,27545388195.564274,443749621.529189,177780018.293312,441322728.317125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,,,,,,,,,,,,,,,,,,,,,,,,1140125138.352144,,,,,-97274918.708134,12198637320.453354,,,,,,,,,,1450033575.31693,,,,4711825753.824108,,665175773.165303,,,155137068.390877,6461389376.678384,,,6879638632.579541,,,,,,,,161230838.321014,,,,,,,884253470.994033,2838836451.080983,,,,,,,,,,,,503944934.84429,,304296896.893461,734667882.536022,,,,,,,2453610035.954622,374538246.193549,,,,,,,,,,,1388802875.764052,,,,,,,,,,,,,,,-107622488.945425,,,,,,565780104.322897,,,,,,,,,,,,,,,,,,,,,,,,,,21754740926.80354,,,,221847357.746608,,,11591464386.403648,,,28216130303.481922,304296896.893461,,1466047165.514781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,-1468292444.731708,,,,24855925527.144073,,,159774467.340226,767062299.232938,-10731707963.768291,,,,,2069128634.730871,,,269034854.530965,,-4698928787.601071,7402808492.597192,,1251176598.748823,376756471.623244,1125403555.391411,1546322598.453677,,,,-535249664.317945,11720253068.979748,957917299.042083,-76783472.523217,,,997551168.0,,,-1087631940.512368,737899199.262101,936162958.624726,,10823876289.176125,21434753078.565247,5664393422.435607,4954508395.045492,828333467.828078,,3231854396.768146,802512719.868996,7402809026.497191,12673378087.326622,,7008985512.291014,,,,269034854.530965,5345905158.954095,1428380763.571619,,302067556.969423,14124217563.375782,997551168.0,,,,,864762640.989117,2492939706.819306,,,-915887687.884112,1465250113.43475,-10731707963.768291,2115461897.884538,1504077998.495922,1251176598.748823,1550080914.349919,-2733379693.96662,5869367894.130632,526265910.858655,-2325385297.674615,324732912.827974,1176021720.5153,,751425090.248575,27185215.172815,,,,99059872.40094,447634194.031273,11720252588.279747,,1.253905,,4942381432.257619,376756471.623244,5664392094.335608,2607408620.592591,1624702707.475297,,1556776748.19458,5345905158.954095,2607408620.592591,147787234.352213,28837561571.162437,639854175.760146,,4942381432.257619,751425090.248575,0.0,,-6623238.493377,,147787234.352213,1624702707.475297,-26397243.915161,1396906203.403094,3450430396.54957,14124217563.375782,-133393299.866607,,71400317.635609,-4698928787.601071,,7008985992.991014,,3231854396.768146,,2229764683.670235,2069128634.730871,4480517141.619483,1428380763.571619,2148553283.951447,2229764683.670235,,,0.0,4638677095.361323,3052136378.047864,3052136378.047864,4480517141.619483,1.253905,,,,-7362186.492638,,21434753127.96525,3052136378.047864,24855925527.144073,1465250113.43475,119609849.92133,,3073379196.926621,12673378934.726622,,1396906203.403094,28837562154.462437,324732912.827974,159774467.340226,-292270724.216408,99059872.40094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,,,,,,,,,,0.140139,,,,,,,,,,,,,,831827359.168173,,,,,359772139.640228,11553410948.446589,,,,,,,,,,1070312878.929687,997551168.0,,,5071688434.928312,,446757219.553243,,,189847839.810152,6277196373.722804,,,6911329873.08867,,,,,,,,228002319.771998,,,,,,,550706519.449293,2732506137.267494,,,,,,,,,,,,218754899.781245,,139796019.860204,397398819.602601,,,,,997551168.0,,2950462057.049538,-297391639.702608,,,,,,,,,,,1662193258.337807,,,,,,,,,,,,0.143309,,,-56008679.943991,,,,,,519606359.480394,,,,,,,,,,,,,,,,,,,,,,,,,,21220100698.7799,,,,182489579.81751,,,11983018308.016981,,,27497297072.502705,139796019.860204,,397398819.602601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,,,,,,,,,,,,,,,,,,,,,,,945858703.898852,,,,,-373662079.586057,11603500894.746347,,,,,,,,,,1132247152.480329,,,,4228382613.509308,,482180026.823902,,,200301278.668266,6021276296.517022,,,7856176459.360912,,,,,,,,79677769.02805,,,,,,,718682675.600089,3010853710.333403,,,,,,,,,,,,402502257.795852,,206408108.7896,476293606.989998,,,,,,,3722154575.483597,-487471417.236426,,,,,,,,,,,1878606557.853074,,,,,,,,,,,,,,,-6365729.812748,,,,,,413564476.88024,,,,,,,,,,,,,,,,,,,,,,,,,,21800805554.976856,,,,258274378.46351,,,12084559072.87022,,,27822081851.49388,206408108.7896,,476293606.989998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,,,,,,,,,,,,,,,,,,,,,,,928007690.439311,,,,,-128893299.711491,10427625294.9737,,,,,,,,,,1077772600.717186,,,,4429452689.369314,,554596450.062374,,,155150920.212861,5671071266.389429,,,7589232801.785841,,,,,,,,302376549.735816,,,,,,,676029540.281613,2400482272.853882,,,,,,,,,,,,252219900.326558,,105534990.266022,705443989.617473,,,,,,,3880035850.687914,313350018.070665,,,,,,,,,,,1322709672.136697,,,,,,,,,,,,,,,33276269.826575,,,,,,401743060.435573,,,,,,,,,,,,,,,,,,,,,,,,,,20484436470.837353,,,,201765600.176908,,,12018685491.155155,,,26155507737.22678,105534990.266022,,705443989.617473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,-1792576791.948251,,,,23596917126.820038,,,128380196.165529,723911095.294578,-10010461278.782001,,,,,2664893176.278194,,,288911882.922073,,-4379440505.133637,6486973307.834673,,1006760693.456055,228200004.6167,1414649909.811431,189570148.767794,73421341.472761,,,-351700290.628537,10233260411.033808,819404844.673869,-875444606.10961,,,914999031.0,,,-2127016705.474391,811565694.724823,1265002419.42812,,11252605576.858065,19783207821.40915,5271456239.335534,4749838469.12605,1034596965.442632,,2801762681.788543,794492710.750067,6486973123.034675,12609471518.038435,,7338014569.202905,,,,288911882.922073,5035361801.520148,150115514.024249,,311706937.222673,13586455848.038036,914999031.0,,,,,1058967631.240494,3108763261.703286,,,0.0,660235874.758467,-10010461278.782001,1698625488.958934,1745452488.654559,1006760693.456055,2650539471.621493,-860091531.109405,6502767107.732014,722890028.219959,-494483546.785857,491851894.200832,1222626255.67847,,789296443.469573,27980128.918129,,,,87883619.428756,633852617.413161,10233260333.483809,,1.100286,,5089074803.921014,228200004.6167,5271456265.735534,2327908469.418595,1849481400.878371,73421341.472761,1843760842.275166,5035361801.520148,2327908469.418595,220308252.667996,26270181129.243824,-2117708430.184895,,5089074803.921014,789296443.469573,0.0,,-44028144.313817,,220308252.667996,1849481400.878371,-84300453.982745,985386326.294989,3004385980.471491,13586455848.038036,-113498549.262259,,206034788.187627,-4379440505.133637,,7338015252.302901,,2801762681.788543,,1927549879.870926,2664893176.278194,2962945555.890854,150115514.024249,14493213.805794,1927549879.870926,,,0.0,4120243023.21842,2812879050.166286,2812830041.866605,2962945555.890854,1.100286,,,,71455981.935536,,19783208527.609146,2812830041.866605,23596917126.820038,660235874.758467,169036606.516891,,2518030333.632803,12609470808.53844,,985386326.294989,26270181650.643818,491851894.200832,128380196.165529,-569950536.269781,87883619.428756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
