date,annualDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCurrentDebt,annualPurchaseOfBusiness,quarterlyInterestExpense,annualStockholdersEquity,annualDilutedAverageShares,annualChangeInInventory,annualStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,annualOperatingCashFlow,quarterlyCurrentDeferredRevenue,annualAccountsReceivable,quarterlyOperatingCashFlow,quarterlyOperatingExpense,annualCapitalStock,quarterlyPretaxIncome,quarterlyDilutedEPS,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualSaleOfInvestment,annualDilutedEPS,annualInventory,quarterlyNetPPE,annualOtherIntangibleAssets,quarterlyTaxProvision,annualGrossProfit,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualCurrentLiabilities,annualEbitda,quarterlyCommonStockIssuance,annualNetPPE,annualBasicAverageShares,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,annualGoodwill,trailingPretaxIncome,trailingInterestExpense,quarterlyTotalAssets,quarterlyBasicAverageShares,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,trailingGrossProfit,annualRepaymentOfDebt,trailingOperatingIncome,annualAccountsPayable,trailingTotalRevenue,quarterlySaleOfInvestment,trailingOtherIncomeExpense,annualInvestingCashFlow,annualOperatingIncome,annualEndCashPosition,quarterlyOtherIntangibleAssets,annualPretaxIncome,quarterlyDepreciationAndAmortization,annualNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossPPE,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,annualCashAndCashEquivalents,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualNetOtherFinancingCharges,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyEndCashPosition,annualInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyBasicEPS,quarterlyGrossProfit,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,annualCurrentAccruedExpenses,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,annualOperatingExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualTotalRevenue,trailingOperatingExpense,quarterlyCurrentLiabilities,annualInterestExpense,annualChangesInAccountReceivables,trailingCostOfRevenue,quarterlyGrossPPE,annualOtherShortTermInvestments,quarterlyCurrentAssets,quarterlyCashDividendsPaid,annualCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,annualRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyStockBasedCompensation,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,annualOtherNonCurrentAssets,quarterlyOtherShortTermInvestments,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,trailingNetIncome,quarterlyCostOfRevenue,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,quarterlyChangeInInventory,quarterlyLongTermDebt,annualRetainedEarnings,annualCostOfRevenue,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,annualBeginningCashPosition,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualCashDividendsPaid,annualFreeCashFlow,annualCurrentDebt,quarterlyRepaymentOfDebt,annualBasicEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyDilutedAverageShares,annualTotalNonCurrentAssets,trailingFreeCashFlow,trailingEndCashPosition,trailingCashDividendsPaid,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingBasicEPS,trailingCommonStockIssuance,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingOperatingCashFlow,annualDeferredIncomeTax,trailingDepreciationAndAmortization,trailingDeferredIncomeTax,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingChangeInInventory,annualTaxProvision,trailingResearchAndDevelopment,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyNonCurrentDeferredTaxesLiabilities,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,trailingTaxProvision,trailingChangesInAccountReceivables,trailingRepaymentOfDebt,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfInvestment,trailingOtherNonCashItems,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBeginningCashPosition
1999-09-30,,-18100000.0,,,14000000.0,,,,,,,,-25400000.0,,6900000,3800000.0,,,,,,22300000.0,-29800000,,,0.0675,,,,,,1131200000.0,,,,,3500000.0,,,122100000.0,,,4200000.0,,,,-700000.0,,,,,1192900000,102222222.0,,,,,,,,,,,,,,,,9600000.0,,,,,21600000.0,,,,,,53500000,,,83300000,7000000.0,25100000.0,,-22500000.0,6900000,4200000.0,0.0675,,,,,,724100000,,,,,,,,,,,,,,,,,,,-50500000,92900000,-8400000.0,,,,,-1200000.0,,,,282000000,,,,-5700000.0,5300000,,,,,,,658500000,,,,1400000,,,6900000,,,,-116700000.0,,,,,,,102222222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,36494000.0,8360000.0,,-2279000.0,13000000.0,211401000.0,125008000.0,,,-41693000.0,21190000.0,,-74706000.0,,5672000,-21293000.0,-150757000.0,,72580000.0,,,9380000.0,266293000,229000.0,,,6676000.0,,,0.2725,,1113586000.0,,,,,-18381000.0,,126101000.0,-21771000.0,1113586000.0,100896000.0,17740000.0,,,-4949000.0,-2500000.0,,,,,1160338000,,,-6981000.0,,,-139069000.0,,31812000.0,,,,-37868000.0,36835000.0,6676000.0,,,8694000.0,,31812000.0,,,25100000.0,6676000.0,1264343000.0,229000.0,6676000.0,6676000.0,54728000,,-100906000.0,-211565000,-13720000.0,6676000.0,21190000.0,-6568000.0,5672000,-4200000.0,,,,,-30640000.0,5600000.0,769540000,27772000.0,178193000.0,,2800000.0,215028000.0,,,53800000.0,-1500000.0,,1264343000.0,,,,103029000.0,,-150757000.0,-99800000.0,-53626000,-202871000,-73000000.0,,,,2280000.0,8706000.0,,,,211401000,,27772000.0,,-12649000.0,5600000,,,1160338000.0,769540000.0,27772000.0,,725297000,-53626000.0,,,1492000,13657000.0,725297000.0,5672000,-40445000.0,41940000.0,,-5169000.0,0.275,,,6092000.0,,6006000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,,-2524000.0,98400000.0,,13332000.0,,,,,,23935000.0,,-28545000.0,,6331000,-19507000.0,-158937000.0,,,,,24482000.0,46405000,,,0.07,,-72000.0,,,,1104714000.0,,,,,3950000.0,,,769000.0,,,21958000.0,,,,2090000.0,,,,,1160394000,89188000.0,,,,,,,,,4133000.0,,,,,,,9000000.0,,35161000.0,,,6676000.0,10626000.0,,224000.0,10626000.0,,57148000,,,10743000,10450000.0,10626000.0,,-1025000.0,6331000,7061000.0,0.07,,,,,,906524000,,,,,,,,,,,1263651000.0,,,-13792000.0,,,,,-54869000,33202000,-11296000.0,,,,,-1299000.0,,,,200964000,,,,-2562000.0,5499000,,,,,,,730443000,,,,1826000,,,6331000,,,,-22965000.0,,,,,,,112968000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,-950000.0,129392000.0,,,,,,,,25603000.0,,-135379000.0,,13921000,-48272000.0,-164442000.0,,,,,15053000.0,44777000,,,0.1575,,-61000.0,,,,1043136000.0,,,,,11272000.0,,,1163000.0,,,14103000.0,,,,-3936000.0,,,,,1112900000,87484000.0,,,,,,,,,40196000.0,,,,,,,9668000.0,,39203000.0,,,10626000.0,21898000.0,,221000.0,21898000.0,,54271000,,,9494000,-4408000.0,21898000.0,,44491000.0,13921000,-2487000.0,0.16,,,,,,737148000,,,,,,,,,,,1207578000.0,,,-14381000.0,,,,,-50134000,31492000,-11135000.0,,,,,-5168000.0,,,,198214000,,,,5306000.0,3896000,,,,,,,687804000,,,,1834000,,,14962000,,,,-159122000.0,,,,,,,111236000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,,-7000.0,44109000.0,,13169000.0,,,,,,27744000.0,,161667000.0,,5451000,-29220000.0,-173067000.0,,,,,20074000.0,44160000,,,0.0625,,-64000.0,,,,1039475000.0,,,,,-15621000.0,,,569000.0,,,20067000.0,,,,-2648000.0,,,,,1097781000,84664000.0,,,,,,,,,-43342000.0,,,,,,,9515000.0,,40117000.0,,,21898000.0,6277000.0,,209000.0,6277000.0,,53875000,,,9715000,984000.0,6277000.0,,-6475000.0,5451000,2701000.0,0.065,,,,,,753457000,,,,,,,,,,,1212542000.0,,,-14330000.0,,,,,-53309000,31685000,-28280000.0,,,,,4125000.0,,,,171254000,,,,36938000.0,4560000,,,,,,,701764000,,,,1346000,,,5451000,,,,,,,,,,,108308000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,36511000.0,-8199000.0,,-3758000.0,,168095000.0,109632000.0,,,-94932000.0,34482000.0,,-58517000.0,,6244000,2067000.0,-181580000.0,,68001000.0,,,8392000.0,44688000,210000.0,,,2847000.0,-3561000.0,,0.365,,1036596000.0,,,,,-3430000.0,,129478000.0,56236000.0,1036596000.0,85876000.0,193000.0,,,-19630000.0,-4997000.0,,,,,1104304000,,,-3829000.0,,,-156149000.0,,23822000.0,,,,23102000.0,40648000.0,2847000.0,,,8328000.0,,23822000.0,,,6277000.0,2847000.0,1218176000.0,210000.0,2847000.0,2847000.0,55386000,,-60774000.0,10698000,-31954000.0,2847000.0,34482000.0,-13889000.0,6244000,-6377000.0,,,,,-11680000.0,5116000.0,764938000,32986000.0,180030000.0,,898000.0,220678000.0,,,,-9491000.0,,1218176000.0,,,-13795000.0,58737000.0,,-181580000.0,-54595000.0,-57622000,33101000,-3884000.0,,,,-24928000.0,25774000.0,,,,168095000,,31945000.0,,-59312000.0,5116000,,,1104304000.0,764938000.0,31945000.0,,719716000,-57622000.0,,,1417000,6676000.0,719716000.0,6244000,-56298000.0,56321000.0,,,0.3725,,,6423000.0,,23432000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,,-16825000.0,,,,,,,,,35847000.0,,-973000.0,,12644000,-17394000.0,-186223000.0,,,,,21321000.0,46886000,,,0.1475,,,,,,1038531000.0,,,,,368000.0,,,2403000.0,,,4496000.0,,,,-2942000.0,,,,,1110625000,83172000.0,,,,,,,,,18000.0,,,,,,,9254000.0,,25164000.0,,,2847000.0,3215000.0,,211000.0,3215000.0,,57532000,,,10646000,-240000.0,3215000.0,,-3559000.0,12644000,4451000.0,0.1525,,,,,,764221000,,,,,,,,,,,1224754000.0,,,-13824000.0,,,,,-54382000,33035000,0.0,,,,,-337000.0,,,,173845000,,,,13248000.0,4967000,,,,,,,713670000,,,,1655000,,,12644000,,,,-24046000.0,,,,,,,107084000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,,-54000.0,,,12905000.0,,,,,,36975000.0,,-792000.0,,6135000,-13352000.0,-194915000.0,,,,,19399000.0,45706000,,,0.0725,,,,,,1036267000.0,,,,,202000.0,,,1980000.0,,,19345000.0,,,,2328000.0,,,,,1105960000,83876000.0,,,,,,,,,1132000.0,,,,,,,9172000.0,,25134000.0,,,3215000.0,3417000.0,,212000.0,3417000.0,,56218000,,,10512000,1196000.0,3417000.0,,-5845000.0,6135000,-3359000.0,0.0725,,,,,,761102000,,,,,,,,,,,1231182000.0,,,-14740000.0,,,,,-57724000,32314000,0.0,,,,,2897000.0,,,,173343000,,,,-6923000.0,4896000,,,,,,,712886000,,,,1857000,,,6135000,,,,-5784000.0,,,,,,,107592000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,,-6114000.0,,,12610000.0,,,,,,40007000.0,,39052000.0,,6097000,-12389000.0,-203710000.0,,,,,20382000.0,45068000,,,0.07,,,,,,1033667000.0,,,,,1648000.0,,,2956000.0,,,14268000.0,,,,-786000.0,,,,,1108913000,84432000.0,,,,,,,,,2328000.0,,,,,,,10913000.0,,40326000.0,,,3417000.0,5065000.0,,213000.0,5065000.0,,55536000,,,10468000,1637000.0,5065000.0,,-6345000.0,6097000,2661000.0,0.0725,,,,,,764837000,,,,,,,,,,,1237377000.0,,,-14745000.0,,,,,-61096000,32139000,-33000.0,,,,,1734000.0,,,,172923000,,,,-2559000.0,4363000,,,,,,,712852000,,,,1557000,,,6097000,,,,25746000.0,,,,,,,108284000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,37184000.0,-17965000.0,,,12385000.0,175150000.0,108040000.0,,,-59134000.0,46240000.0,75000.0,-42601000.0,,7207000,-15999000.0,-211878000.0,,80708000.0,,,19606000.0,44820000,215000.0,,,1354000.0,,,0.3725,,1026260000.0,,,,,-3711000.0,,130757000.0,2773000.0,1026260000.0,84144000.0,1641000.0,,,-47276000.0,2204000.0,,,,,1099963000,,489000.0,-1493000.0,,,-94697000.0,,23000000.0,,,,-23067000.0,43376000.0,1354000.0,,,7845000.0,,23000000.0,489000.0,8168000.0,5065000.0,1354000.0,1238138000.0,215000.0,1354000.0,1354000.0,56570000,,-5314000.0,11750000,-3752000.0,1354000.0,46240000.0,-7318000.0,7207000,-5162000.0,,,,,-40958000.0,4582000.0,753666000,32083000.0,182480000.0,,-1409000.0,225856000.0,,,51305000.0,804000.0,,1238138000.0,,,-14802000.0,10112000.0,,-211878000.0,-41000.0,-63478000,33270000,-8000.0,,,,-1159000.0,8306000.0,,,,175150000,,32083000.0,,-51042000.0,4582000,,,1099963000.0,753666000.0,32083000.0,,708889000,-63478000.0,,,1617000,2847000.0,708889000.0,7207000,-58111000.0,39750000.0,,-90613000.0,0.3825,,,6687000.0,,12600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,,-14262000.0,,,12550000.0,,,,,,12059000.0,,-438000.0,33372000.0,7115000,-7324000.0,-221925000.0,,,,,26201000.0,49045000,,,0.08,,-7325000.0,,,,1038071000.0,,,,,5627000.0,,,1948000.0,,,11939000.0,,,,892000.0,,,,,1127122000,85732000.0,,,,,,,,,,,,,,,,9247000.0,,22331000.0,831000.0,,1354000.0,6981000.0,,216000.0,6981000.0,,63836000,,,11056000,6009000.0,6981000.0,,-13250000.0,7115000,3979000.0,0.0825,60101000.0,,,,,781794000,,,,,,,,,,,1259996000.0,,,-14851000.0,,,,,-66690000,32903000,,,,,,3830000.0,,,,174655000,,,,8337000.0,4814000,,3735000.0,,,,-462000.0,727952000,,,,1880000,,,11695000,,,,-5043000.0,,,,,,,110032000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,,-6832000.0,,,,,,,,,11920000.0,292000.0,-4805000.0,34801000.0,6438000,-5569000.0,-221031000.0,,,,,17191000.0,46062000,,,0.0725,,-1701000.0,,,,964230000.0,,,,,3402000.0,,,3208000.0,,,10359000.0,,,,-2932000.0,,,,,1065508000,86252000.0,,,,,,,,,,,,,,,,9656000.0,,18003000.0,-1725000.0,,6981000.0,10053000.0,,219000.0,10053000.0,,62251000,,,10269000,-7573000.0,10383000.0,,-8220000.0,6438000,-1920000.0,0.075,56331000.0,,,,,721759000,,,,,,,,,,,1185261000.0,,,-15752000.0,,,,,-70652000,30818000,,,,,,8669000.0,,,,173674000,,,,313000.0,4321000,,5920000.0,,,,1185000.0,676192000,,,,4070000,,,10781000,,,,-4654000.0,,,,,,,110656000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,,-46213000.0,,,13119000.0,,,,,,22069000.0,213000.0,1512000.0,34238000.0,6712000,20255000.0,-230512000.0,,,,,24759000.0,49183000,,,0.075,,8351000.0,,,,1035090000.0,,,,,2692000.0,,,2313000.0,,,-21454000.0,,,,-692000.0,,,,,1137309000,86704000.0,,,,,,,,,,,,,,,,9439000.0,,28464000.0,-4276000.0,,10383000.0,13075000.0,,218000.0,13075000.0,,66035000,,,9448000,6914000.0,13075000.0,,-42322000.0,6712000,3348000.0,0.0775,58631000.0,,,,,799627000,,,,,,,,,,,1265602000.0,,,-15833000.0,,,,,-74405000,31824000,,,,,,1699000.0,,,,170478000,,,,-4460000.0,4892000,,7404000.0,,,,565000.0,741732000,,,,3906000,,,9900000,,,,-6804000.0,,,,,,,110772000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,38057000.0,-13715000.0,,-57206000.0,,177619000.0,110528000.0,1887000.0,,-1287000.0,19634000.0,399000.0,3147000.0,33638000.0,16184000,-8649000.0,-238098000.0,,80176000.0,,,12025000.0,47711000,218000.0,,,7270000.0,-56531000.0,,0.41,33638000.0,1057909000.0,,,235120000.0,,-5805000.0,,128199000.0,827000.0,1057909000.0,86468000.0,-1690000.0,,,58908000.0,-4177000.0,,,,,1162850000,,-4498000.0,5916000.0,-7824000.0,,-33813000.0,,24595000.0,,,,-72973000.0,40282000.0,7270000.0,,,9715000.0,,24595000.0,-4498000.0,1277000.0,13075000.0,7270000.0,1296007000.0,218000.0,7270000.0,7270000.0,67290000,,-584000.0,9446000,-10553000.0,7270000.0,19634000.0,-9181000.0,16184000,-3701000.0,,57157000.0,,,-81022000.0,6415000.0,816730000,42526000.0,194838000.0,,1706000.0,262312000.0,,,,-6909000.0,,1296007000.0,,,-11878000.0,8296000.0,,-238098000.0,0.0,-68713000,31020000,,,,,-5203000.0,-3321000.0,,,,177619000,,36445000.0,,54718000.0,6415000,,10133000.0,1162850000.0,816730000.0,36445000.0,599000.0,760233000,-68713000.0,27192000.0,,9948000,1354000.0,760233000.0,10089000,-58314000.0,-846000.0,,-17312000.0,0.4225,,,15863000.0,,10877000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,,-4586000.0,,,12393000.0,,,,,,19686000.0,589000.0,-461000.0,35625000.0,7672000,-12688000.0,-247241000.0,,,,,23096000.0,49603000,,,0.085,,,,,,1053343000.0,,,,,5475000.0,,,1620000.0,,,18510000.0,,,,-2734000.0,,,,,1167313000,87672000.0,,,,,,,,,341000.0,,,,,,,9567000.0,,25139000.0,-4347000.0,,7270000.0,12745000.0,,218000.0,12745000.0,,64555000,0.0,,11482000,353000.0,12745000.0,,-4933000.0,7672000,3087000.0,0.0875,61085000.0,,,,,821046000,,,,,,,,,,,1300584000.0,,,-15896000.0,,,,,-72044000,33218000,,,,,,5504000.0,,,,178038000,,,,-688000.0,6355000,,3470000.0,,,,-1987000.0,761003000,,,,3826000,,,7672000,,,,-14230000.0,,,,,,,110960000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,,-5023000.0,,,12652000.0,,,,,,19189000.0,550000.0,14133000.0,34417000.0,14400000,-32022000.0,-252822000.0,,,,,14217000.0,49167000,,,0.16,,,,,,1033446000.0,,,,,4745000.0,,,3085000.0,,,9194000.0,,,,-2393000.0,,,,,1155574000,88108000.0,,,,,,,,,347000.0,,,,,,,10092000.0,,30602000.0,-4006000.0,,12745000.0,17490000.0,,220000.0,17490000.0,,65966000,0.0,,8633000,-4934000.0,17490000.0,,22550000.0,14400000,-2541000.0,0.1625,57800000.0,,,,,800595000,,,,,,,,,,,1286268000.0,,,-16499000.0,,,,,-68666000,31153000,,,,,,-5341000.0,,,,185324000,,,,27226000.0,4432000,,8166000.0,,,,1020000.0,740802000,,,,3808000,,,5337000,,,,-46175000.0,,,,,,,111860000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,-4777000.0,,,12408000.0,,,,,,18947000.0,490000.0,-10288000.0,30687000.0,5208000,-21824000.0,-262385000.0,,,,,26663000.0,49386000,,,0.0575,,,,,,1028660000.0,,,,,491000.0,,,1794000.0,,,21886000.0,,,,6362000.0,,,,,1153003000,88456000.0,,,,,,,,,525000.0,,,,,,,9977000.0,,36435000.0,-3397000.0,,17490000.0,17981000.0,,221000.0,17981000.0,,68016000,0.0,,8515000,7688000.0,17981000.0,,-4348000.0,5208000,1326000.0,0.06,57901000.0,,,,,802602000,,,,,,,,,,,1291045000.0,,,-16699000.0,,,,,-74555000,30679000,,,,,,3788000.0,,,,181730000,,,,-96000.0,4109000,,10115000.0,,,,3730000.0,737096000,,,,3998000,,,5200000,,,,-11631000.0,,,,,,,112592000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,44434000.0,-13410000.0,,-6836000.0,,5798000.0,112008000.0,1846000.0,,243905000.0,18828000.0,436000.0,-119680000.0,31604000.0,-268000,310439000.0,-272497000.0,,75163000.0,,,11187000.0,-54542000,222000.0,,,325740000.0,,,0.3,31604000.0,1042599000.0,,,235628000.0,,307759000.0,,240018000.0,3082000.0,1042599000.0,88308000.0,-2223000.0,,,8399000.0,-1602000.0,,,,,1473915000,,0.0,318470000.0,-1535000.0,,-242594000.0,,252511000.0,,,,-598000.0,142342000.0,325740000.0,,,14798000.0,,252511000.0,0.0,2065000.0,17981000.0,325740000.0,1315096000.0,222000.0,325740000.0,325740000.0,69694000,-1535000.0,-116296000.0,114210000,-6559000.0,325740000.0,18828000.0,-13867000.0,-268000,-4957000.0,,59668000.0,,,-27796000.0,5978000.0,1341401000,17424000.0,93286000.0,,-3085000.0,267395000.0,,,,-367000.0,,1315096000.0,,,-16593000.0,9581000.0,,-272497000.0,0.0,-256996000,145466000,,,,,-3452000.0,3216000.0,,,,5798000,,27014000.0,,-18043000.0,5978000,,10026000.0,1473915000.0,1341401000.0,27014000.0,-917000.0,1076296000,-256996000.0,31767000.0,,3792000,7270000.0,1076296000.0,-289000,-65687000.0,47367000.0,,-170558000.0,0.305,,,15420000.0,,7167000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,-106263000.0,,,20393000.0,,,,,,50588000.0,1896000.0,-1195000.0,33443000.0,4976000,-191879000.0,-283155000.0,,,,,21081000.0,65104000,,,0.0525,,,,,,1381617000.0,,,,,-308317000.0,,,3529000.0,,,-85182000.0,,,,-3183000.0,,,,,1551781000,90696000.0,,,,,,,,,,,,,,,,11584000.0,,26625000.0,,,325740000.0,17423000.0,,223000.0,17423000.0,,78716000,,,6596000,1156000.0,17423000.0,,-137519000.0,4976000,4339000.0,0.055,71700000.0,,,,,1403610000,,,,,,,,,,,1664772000.0,,,-227420000.0,,,,,-252305000,38048000,,,,,,3365000.0,,,,13889000,,,,-31256000.0,7526000,,7016000.0,,,,-702000.0,1342288000,,,,4285000,,,4976000,,,,-16793000.0,,,,,,,114084000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,,-31241000.0,,,23268000.0,,,,,,50748000.0,2170000.0,-726000.0,39662000.0,658000,23119000.0,-295752000.0,,,,,11972000.0,73818000,,,0.0075,,,,,,1559865000.0,,,,,-7997000.0,,,1144000.0,,,-19269000.0,,,,-4888000.0,,,,,1727833000,90948000.0,,,,,,,,,,,,,,,,13193000.0,,38124000.0,,,17423000.0,9426000.0,,223000.0,9426000.0,,83029000,,,-135000,-3868000.0,9426000.0,,-43088000.0,658000,1020000.0,0.0075,73683000.0,,,,,1545458000,,,,,,,,,,,1855617000.0,,,-3166000.0,,,,,-251933000,35865000,,,,,,1989000.0,,,,39903000,,,,125657000.0,8118000,,9346000.0,,,,-6161000.0,1480205000,,,,4571000,,,678000,,,,-5133000.0,,,,,,,116568000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,-9426000.0,,,24041000.0,,,,,,50114000.0,1241000.0,193000.0,44726000.0,-600000,-7002000.0,-308882000.0,,,,,10696000.0,76535000,,,-0.0075,,,,,,1555497000.0,,,,,-1834000.0,,,328000.0,,,1270000.0,,,,-8811000.0,,,,,1724949000,91316000.0,,,,,,,,,,,,,,,,14037000.0,,43464000.0,,,9426000.0,7592000.0,,223000.0,7592000.0,,86565000,,,-803000,-5067000.0,7592000.0,,-5528000.0,-600000,3744000.0,-0.0075,75732000.0,,,,,1543743000,,,,,,,,,,,1864379000.0,,,-3272000.0,,,,,-252817000,36717000,,,,,,2326000.0,,,,43383000,,,,-133606000.0,7942000,,10833000.0,,,,-5064000.0,1474597000,,,,4279000,,,-600000,,,,-4251000.0,,,,,,,117340000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,53906000.0,-191045000.0,,-310893000.0,24238000.0,31844000.0,117860000.0,-17855000.0,,-514000.0,43583000.0,-4244000.0,112979000.0,50654000.0,-1008000,175248000.0,-322867000.0,,46733000.0,,,2984000.0,76514000,224000.0,,,5305000.0,,,0.0425,50654000.0,1712923000.0,50654000.0,,301299000.0,,-2287000.0,,151862000.0,1220000.0,1712923000.0,91396000.0,-188061000.0,,,281543000.0,-10464000.0,,,,,1886289000,,,-320435000.0,0.0,,-28848000.0,,27252000.0,,,,-366654000.0,9421000.0,5305000.0,50654000.0,,15092000.0,,27252000.0,,1063000.0,7592000.0,5305000.0,2035790000.0,224000.0,5305000.0,5305000.0,96333000,,111251000.0,5181000,-12797000.0,5305000.0,43583000.0,-180519000.0,-1008000,-2333000.0,,81695000.0,,,-337975000.0,8894000.0,1719674000,4032000.0,291878000.0,,6770000.0,343132000.0,,,91922000.0,-27346000.0,,2035790000.0,,,-3216000.0,6221000.0,,-322867000.0,,-262518000,42681000,,,,,-20576000.0,1697000.0,,,,31844000,,4026000.0,,320748000.0,8894000,,14638000.0,1886289000.0,1719674000.0,4026000.0,-5928000.0,1653051000,-262518000.0,41833000.0,,4816000,325740000.0,1653051000.0,-1008000,-237074000.0,-291242000.0,,-2671000.0,0.045,,,17951000.0,,9377000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
