date,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualDilutedEPS,quarterlyRetainedEarnings,annualFreeCashFlow,quarterlyFreeCashFlow,quarterlyGoodwill,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingChangeInAccountPayable,trailingPretaxIncome,annualRetainedEarnings,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,annualEndCashPosition,trailingPurchaseOfInvestment,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualTaxProvision,annualCurrentDeferredRevenue,annualPretaxIncome,annualTotalAssets,annualOtherCurrentAssets,annualCostOfRevenue,quarterlyTotalAssets,trailingOperatingIncome,annualLongTermDebt,quarterlyTotalNonCurrentAssets,quarterlyDilutedAverageShares,annualCashDividendsPaid,trailingTotalRevenue,annualBasicAverageShares,annualNetIncome,quarterlyPurchaseOfInvestment,annualOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingTaxProvision,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,annualIncomeTaxPayable,annualInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,annualSaleOfInvestment,annualOtherNonCashItems,trailingRepurchaseOfCapitalStock,annualStockholdersEquity,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeContinuousOperations,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyChangeInInventory,annualDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,annualAccountsReceivable,annualCurrentAssets,trailingOperatingCashFlow,quarterlyInventory,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualCurrentLiabilities,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualNetPPE,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlyBasicEPS,trailingNetOtherInvestingChanges,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIntangibleAssets,annualChangeInAccountPayable,quarterlyBasicAverageShares,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualRepaymentOfDebt,annualEbitda,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualOtherNonCurrentLiabilities,quarterlyOperatingExpense,trailingGrossProfit,annualOtherCurrentLiabilities,quarterlyCurrentDeferredRevenue,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,annualBeginningCashPosition,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,quarterlySaleOfInvestment,annualOtherIncomeExpense,annualTotalNonCurrentAssets,annualGrossPPE,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,trailingChangeInCashSupplementalAsReported,trailingCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,quarterlyInterestExpense,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyDilutedEPS,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,trailingOtherNonCashItems,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualCapitalExpenditure,trailingNetOtherFinancingCharges,trailingStockBasedCompensation,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,trailingDeferredIncomeTax,annualChangeInInventory,quarterlyGrossPPE,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualBasicEPS,annualInvestingCashFlow,quarterlyOperatingCashFlow,trailingBeginningCashPosition,annualInterestExpense,trailingChangesInAccountReceivables,annualPurchaseOfInvestment,trailingCashDividendsPaid,trailingNetIncome,annualGoodwill,annualCapitalStock,annualStockBasedCompensation,quarterlyOtherCurrentLiabilities,annualTotalRevenue,trailingResearchAndDevelopment,trailingCostOfRevenue,quarterlyTaxProvision,annualChangesInAccountReceivables,quarterlyNetPPE,trailingChangeInInventory,annualDeferredIncomeTax,quarterlyStockBasedCompensation,trailingOperatingExpense,annualNetOtherFinancingCharges,annualResearchAndDevelopment,quarterlyCommonStockIssuance,annualAccumulatedDepreciation,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,annualInventory,quarterlyEbitda,quarterlyNonCurrentDeferredRevenue,quarterlyChangesInAccountReceivables,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyChangeInAccountPayable,trailingBasicEPS,trailingDilutedEPS,trailingDilutedAverageShares,trailingCommonStockIssuance
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252730000.0,,,,,,,,,,,,,,,,,,,,,,,,,8600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,252730000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,82700000.0,,,,,,,,82700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82700000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252730000.0,,,,,,,,,,,,,,,,,,,,,,,,,6100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,252730000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,78900000.0,,,,,,,,78900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78900000.0,,,,,,,,,
,,50600000.0,109900000.0,,0.11,125100000.0,0.0,,,,,151900000.0,59300000.0,,,125100000.0,,,0.0,,12700000.0,,9400000.0,,39100000.0,347700000.0,7000000.0,127400000.0,347700000.0,,42900000.0,195800000.0,,,,270000000.0,29700000.0,,46600000.0,,,300000.0,,,,31600000.0,,,,109900000.0,,,,237800000.0,,,,5700000.0,,,11300000.0,,,,270000000.0,7400000.0,42900000.0,,,,,151900000.0,,77100000.0,,29700000.0,,,59300000.0,0.0,31600000.0,160800000.0,,,,,,50600000.0,3400000.0,,,,,,,69600000.0,3400000.0,,,300000.0,,,46600000.0,,11300000.0,,,,237800000.0,,-75000000.0,,,0.0,7000000.0,,,-3400000.0,195800000.0,235800000.0,,11300000.0,,,,,125400000.0,11300000.0,12700000.0,,,,,7400000.0,,,,,,,,,,,78700000.0,,,235800000.0,148400000.0,,,29700000.0,-197100000.0,,0.11,0.0,,,4000000.0,,,,,,,,46600000.0,322400000.0,,,,,160800000.0,,,,,,,,-75000000.0,,,,,195000000.0,77100000.0,-197100000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256042000.0,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,256042000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,79300000.0,,,,,,,,79300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79300000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255414000.0,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,255414000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,83000000.0,,,,,,,,83000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83000000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255414000.0,,,,,,,,,,,,,,,,,,,,,,,,,6400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,255414000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,87000000.0,,,,,,,,87000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87000000.0,,,,,,,,,
,,38800000.0,98700000.0,,0.09,148500000.0,0.0,,,,,161700000.0,59900000.0,,,148500000.0,,,0.0,,9700000.0,,8700000.0,,32100000.0,369000000.0,10700000.0,123000000.0,369000000.0,,29100000.0,207300000.0,,,,260000000.0,23400000.0,,40400000.0,,,900000.0,,,,31300000.0,,,,98700000.0,,,,270300000.0,,,,5100000.0,,,6300000.0,,,,260000000.0,8800000.0,29100000.0,,,,,161700000.0,,79100000.0,,23400000.0,,,59900000.0,0.0,31300000.0,173200000.0,,,,,,38800000.0,2800000.0,,,,,,,68800000.0,2800000.0,,,900000.0,,,50200000.0,,6300000.0,,,,270300000.0,,-98100000.0,,,0.0,10700000.0,,,-4500000.0,207300000.0,271300000.0,,6300000.0,,,,,142600000.0,6300000.0,9700000.0,,,,,8800000.0,,,,,,,,,,,85200000.0,,,271300000.0,171000000.0,,,23400000.0,-208800000.0,,0.09,0.0,,,3800000.0,,,,,,,,50200000.0,334400000.0,,,,,173200000.0,,,,,,,,-98100000.0,,,,,211400000.0,79100000.0,-208800000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263254000.0,,,,,,,,,,,,,,,,,,,,,,,,,2800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,263254000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,81000000.0,,,,,,,,81000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81000000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263254000.0,,,,,,,,,,,,,,,,,,,,,,,,,4700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,263254000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,93700000.0,,,,,,,,93700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93700000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263254000.0,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,263254000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,95900000.0,,,,,,,,95900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95900000.0,,,,,,,,,
,,42200000.0,99800000.0,,0.07,167200000.0,0.0,,,,,176500000.0,57600000.0,,,167200000.0,,,0.0,,7300000.0,,6900000.0,,25600000.0,397300000.0,10600000.0,138000000.0,397300000.0,,30100000.0,220800000.0,,,,267142857.0,18700000.0,,34400000.0,,,900000.0,,,,32300000.0,,,,99800000.0,,,,297500000.0,,,,6100000.0,,,5800000.0,,,,267142857.0,11200000.0,30100000.0,,,,,176500000.0,,83800000.0,,18700000.0,,,57600000.0,0.0,32300000.0,186200000.0,,,,,,42200000.0,2300000.0,,,,,,,68100000.0,2300000.0,,,900000.0,,,50300000.0,,5800000.0,,,,297500000.0,,-129500000.0,,,0.0,10600000.0,,,-5600000.0,220800000.0,315700000.0,,5800000.0,,,,,164300000.0,5800000.0,7300000.0,,,,,11200000.0,,,,,,,,,,,99800000.0,,,315700000.0,198000000.0,,,18700000.0,-236200000.0,,0.07,0.0,,,3300000.0,,,,,,,,50300000.0,370400000.0,,,,,186200000.0,,,,,,,,-129500000.0,,,,,232400000.0,83800000.0,-236200000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263254000.0,,,,,,,,,,,,,,,,,,,,,,,,,6400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,263254000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,101200000.0,,,,,,,,101200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101200000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269688000.0,,,,,,,,,,,,,,,,,,,,,,,,,9500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,269688000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,109600000.0,,,,,,,,109600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109600000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269688000.0,,,,,,,,,,,,,,,,,,,,,,,,,10900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,269688000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,113300000.0,,,,,,,,113300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113300000.0,,,,,,,,,
