date,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,trailingGrossProfit,annualCapitalStock,annualGrossProfit,annualOtherIntangibleAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,annualNetPPE,quarterlyNonCurrentDeferredTaxesLiabilities,annualTotalNonCurrentAssets,quarterlyTaxProvision,quarterlyCapitalStock,trailingRepaymentOfDebt,annualCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyDilutedEPS,annualChangeInInventory,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRepaymentOfDebt,trailingChangeInCashSupplementalAsReported,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyInterestExpense,annualGrossPPE,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualDilutedAverageShares,annualBeginningCashPosition,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyOperatingCashFlow,trailingInvestingCashFlow,trailingCapitalExpenditure,quarterlySaleOfInvestment,trailingOperatingExpense,quarterlyOtherCurrentLiabilities,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,annualPurchaseOfInvestment,annualOperatingExpense,quarterlyChangeInCashSupplementalAsReported,annualCapitalExpenditure,trailingInterestExpense,annualNonCurrentDeferredRevenue,trailingCashDividendsPaid,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,annualBasicEPS,trailingNetIncomeContinuousOperations,annualDilutedEPS,trailingNetIncome,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,quarterlyDilutedAverageShares,trailingNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualOtherCurrentLiabilities,annualChangeInWorkingCapital,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,quarterlyEbitda,annualInventory,annualNetOtherFinancingCharges,annualGoodwill,annualInterestExpense,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,annualOperatingIncome,quarterlyCashDividendsPaid,annualOtherCurrentAssets,trailingResearchAndDevelopment,annualTotalRevenue,annualCostOfRevenue,trailingFreeCashFlow,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualTaxProvision,annualEndCashPosition,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,trailingCostOfRevenue,trailingTotalRevenue,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualNetIncome,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,annualPretaxIncome,annualFreeCashFlow,annualCurrentDebt,trailingOperatingIncome,annualCashDividendsPaid,quarterlyTotalAssets,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,annualAccountsReceivable,annualCurrentAssets,annualOtherNonCurrentAssets,trailingSaleOfInvestment,quarterlyLongTermDebt,quarterlyNetIncome,annualBasicAverageShares,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,trailingPretaxIncome,annualTotalAssets,quarterlyNetOtherInvestingChanges,annualLongTermDebt,annualStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyAccountsReceivable,annualDepreciationAndAmortization,annualEbitda,annualRetainedEarnings,quarterlyStockholdersEquity,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,annualSaleOfInvestment,quarterlyGrossProfit,quarterlyChangeInInventory,quarterlyEndCashPosition,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyInventory,quarterlyOperatingExpense,quarterlyInvestingCashFlow,annualCurrentDeferredRevenue,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,quarterlyCurrentAccruedExpenses,trailingCommonStockIssuance,trailingOtherIncomeExpense,trailingChangeInAccountPayable,annualStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,trailingOtherNonCashItems,annualInvestmentsAndAdvances,trailingPurchaseOfBusiness,trailingRepurchaseOfCapitalStock,annualIncomeTaxPayable,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingPurchaseOfInvestment,trailingDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,trailingBasicEPS,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingDepreciationAndAmortization,trailingChangeInInventory,annualOtherIncomeExpense,trailingDeferredIncomeTax,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingNetOtherInvestingChanges,trailingOperatingCashFlow,trailingBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyAccumulatedDepreciation,annualAccumulatedDepreciation
2016-09-30,608186681.54,,,,,,608186681.54,,9105197.36,,9154390.93,457312830.0,,,296302882.31,0.069231,,,55707264.07,2315602344.28,-181000000.0,,,15400000.0,0.0,,460000000.0,-46894861.57,,,,,141991961.9,285415543.53,,,,7768067.25,,897423666.66,2315602344.28,,,,,279925237.59,,,,,519925021.56,,,,,,,99472487.38,,,625633245.0,,,,,,,0.0,55707264.07,,,,,,,,,-11349954.77,,,,,,190423835.1,,,,632036809.11,,1689441278.84,,,2173617819.42,374887051.15,,111185035.94,62915691.17,977969739.89,,,,,,43313070.81,2548504870.57,,,2910348227.43,0.069231,,,,,,4599789506.27,625633245.0,46552873.14,,,,,100000000.0,43313070.81,,,3561500.0,7240056.67,,,7768067.25,,,,716491406.52,0.0,480875304.06,,,,1958248777.72,,,,261478333.37,,576228119.9,,,392965465.13,198562642.2,-38411494.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,561331585.33,439348332.79,,457312830.0,1001378441.35,283274940.35,561331585.33,2395415512.56,1194228.88,3012196952.31,2468280.74,457312830.0,,561331585.33,576228119.9,,-23832771.63,,36374962.28,2395415512.56,-701400000.0,,64130165.93,42766078.24,63660733.75,2395415512.56,910000000.0,-90865572.53,588714869.0,366638884.09,,3561500.0,-16803113.76,283274940.35,,,,71638.15,,349586126.83,2395415512.56,,-243293081.46,,790545467.52,-83135463.19,-227068193.9,,118317680.77,,687193830.38,1194228.88,,0.207692,,0.207692,,118317680.77,,,,,,349586126.83,-6163652.76,-1087800000.0,126453772.62,,100035696.03,559487133.74,197032593.44,,63660733.75,687193830.38,372971901.98,,210832973.83,-47238021.1,63631331.5,,4014963065.74,3013584624.39,,205624366.45,,26921218.34,493092656.71,657375780.62,2643478538.19,1710589011.53,,,2270506636.21,372971901.98,-30000000.0,106572206.02,49630034.71,1038492912.94,,,133047273.87,561331585.33,122271549.68,33091333.19,2643478538.19,,,3012196952.31,,159968492.21,212280138.89,910000000.0,,-70111221.32,4722785963.84,,33906681.54,343392085.04,1710589011.53,42766078.24,,100000000.0,33091333.19,588714869.0,740189364.72,3561500.0,63631331.5,,4722785963.84,-29928361.85,100000000.0,1988419824.33,122271549.68,756392812.71,,343392085.04,255847987.32,479477213.28,657375780.62,1988419824.33,,2270506636.21,7852686.97,282100100.23,,493092656.71,,,559487133.74,232470065.52,-116648850.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,543195108.52,,,,,,543195108.52,,1325065.45,,14122917.14,457312830.0,,,493092656.71,0.084615,,0.0,68804145.46,2405925582.01,-45000000.0,,,42766078.24,0.0,,1010000000.0,-139066859.2,,,,,-17261367.57,280730641.79,,,,50054.83,,301398666.66,2405925582.01,,,,,-18213915.16,,,,,742197340.81,,,,,,,118371503.83,,,609232306.0,,0.0,,,,,0.0,68804145.46,,,,,,,,,-7432833.25,,,,,,258707682.2,,,,708926206.51,,1823140150.13,,,2353728158.69,359202096.57,,-84761096.44,74325602.52,1295383415.66,,0.0,,,,51550425.89,2712930255.26,,,3023904452.23,0.084615,,,,,,4847044602.36,609232306.0,54681228.32,,,,,100000000.0,51550425.89,,,3561500.0,9460175.78,,,30000000.0,,,,945943210.71,0.0,509404636.57,,,,2041574025.5,,,,349440204.95,,474878741.55,,,469737430.19,275114602.43,-100816810.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,575212117.79,,,,,,575212117.79,,5311438.47,,19399609.71,457312830.0,,,474878741.55,,,,78758243.65,2468967454.8,-830000000.0,,,0.0,26669349.42,,614000000.0,-7511067.8,,,,,46598139.34,344328302.0,,,,0.0,,254785855.8,2468967454.8,,,,,66717376.24,,,,,602915375.27,,,,,,,129544304.97,,,,,,,,,,,105427593.07,,,,,,,,,-21031317.31,,,,,,210948193.2,,,,764150733.48,,1861640145.2,,,1802450165.96,974206525.74,,-52259247.14,83861110.9,1107890745.6,,,,,,55224526.97,2776656691.7,,,3136037297.22,,,,,,,4997677442.42,,59358633.94,,,,,670000000.0,55224526.97,,,3561500.0,17186139.33,,,0.0,,,,797280157.34,,507897346.6,,,,2124046473.08,,,,310610588.26,,541596117.79,,,499815794.9,226749477.36,-7327367.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,794835336.46,,,,,,794835336.46,,8314311.71,,11705967.45,457312830.0,,,541596117.79,0.115385,,,80606961.15,2534610517.27,-444500000.0,,,0.0,0.0,,370000000.0,-68711445.95,,,,,200182933.0,336432156.56,,,,5731512.8,,96916482.18,2534610517.27,,,,,230195596.08,,,,,557049967.6,,,,,,,136483667.28,,,579789111.0,,,,,,,0.0,80606961.15,,,,,,,,,-15099801.32,,,,,,195717529.33,,,,831049477.0,,1960374487.14,,,1621203386.17,1245538617.16,,115656919.64,67091499.62,1049427867.78,,,,,,66898743.52,2866742003.33,,,3208316535.25,0.115385,,,,,,5168691022.39,579789111.0,68900993.7,,,,,949500000.0,66898743.52,,,2000000.0,12525976.15,,,0.0,,,,773108055.16,0.0,474427867.54,,,,2204574772.0,,,,276319812.62,,771791713.87,,,468261519.77,209228313.0,-19847085.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,731126274.34,389971809.35,,478353421.0,1268100945.33,323563478.78,731126274.34,2587451445.1,17089244.98,3263657695.8,1696629.81,478353421.0,,731126274.34,771791713.87,,-153723558.78,,40004525.74,2587451445.1,-232000000.0,,67010285.76,0.0,52750489.46,2587451445.1,151837507.11,-45818671.66,605487732.0,493092656.71,,3561500.0,107300.9,323563478.78,,,,3445340.91,,94940673.88,2587451445.1,,-168536521.43,,942613121.87,-88929062.12,-261108044.61,,131701917.02,,738293026.61,17089244.98,,0.346154,,0.346154,,131701917.02,,,,,-3204126.37,94940673.88,-152738761.75,-1551500000.0,189769995.04,,92755015.2,713210692.52,229627005.67,,52750489.46,738293026.61,1203354383.66,,325487823.46,-10849949.62,61956321.18,,4515716784.19,3247615838.86,,229083445.3,,46925124.11,682862651.75,838325395.51,2694193743.82,2009989428.83,,,1490839360.16,1203354383.66,30000000.0,150227188.68,100209610.42,1063014755.15,,,221248751.89,731126274.34,209591907.23,35918210.85,2694193743.82,,,3263657695.8,,268173876.0,128863764.74,151837507.11,,-54413901.5,5273647124.63,,38307895.93,312616985.27,2009989428.83,0.0,,931500000.0,35918210.85,605487732.0,894456850.03,3561500.0,61956321.18,,5273647124.63,0.0,931500000.0,2480023776.59,209591907.23,731284415.65,,312616985.27,283463592.84,604387958.3,838325395.51,2480023776.59,,1490839360.16,9226908.54,331730339.5,,682862651.75,223398463.28,,713210692.52,231520729.08,-40545258.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,735395086.03,,,,,,735395086.03,,11604407.89,,12939245.75,478353421.0,,,682862651.75,0.107692,,,82787074.07,2639302223.96,-51000000.0,,,,21943379.69,,236336368.81,-67235110.46,,,,,-18980454.85,321451138.4,,,,807270.99,,82262394.12,2639302223.96,,,,,-22167565.72,,,,,865574682.59,,,,,,,136804517.01,,,627654580.0,,,,,,,,104730453.76,,,,,,,,,-24539989.67,,,,,,286880965.62,,,,905918965.69,,2145668657.56,,,1616409951.85,1189750769.97,,-71298832.79,104452320.64,1417348459.35,,,,,,67593570.18,2806160721.82,,,3276585592.37,0.107692,,,,,,5422254249.93,627654580.0,69847828.32,,,,,930500000.0,67593570.18,,,3561500.0,10562229.56,,,10410000.0,,,,1012624493.5,,600307857.55,,,,2514624527.68,,,,404723965.85,,660695086.03,,,592532799.39,300271645.21,-55630239.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,904875827.43,,,,,,904875827.43,,24049001.75,,16556749.0,478353421.0,,,660695086.03,,,,80553527.93,2744978739.95,-112000000.0,,,206428208.0,4879427.31,,235835230.51,-53540953.28,,,,,36539959.01,319920868.08,,,,,,574966880.84,2744978739.95,,,,,165440741.4,,,,,889668443.16,,,,,,,135052907.02,,,,,,,,,,,85432955.24,,,,,,,,,-11980689.69,,,,,,161964451.52,,,,937959191.86,,2303285845.32,,,2118437788.25,876081858.76,,86854009.93,84054694.35,1270331680.88,,,,,,55770245.16,2994519647.01,,,3368356155.97,,,,,,,5671642001.29,,63996778.93,,,,,618500000.0,55770245.16,,,3561500.0,43672572.74,,,,,,,926331782.93,,486391874.2,,,,2535825593.88,,,,343999897.95,,826135827.43,,,670637678.24,259945203.6,-63492616.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,838858748.25,,,,,,838858748.25,,31667092.13,,16242535.7,621859447.0,,,826135827.43,0.11,,,93694756.39,2800147901.79,-101000000.0,,,225550128.0,2180286.28,,235334092.21,-111877943.87,,,,,-33865207.63,317721486.82,,,,,,737264841.78,2800147901.79,,,,,-145967079.18,,,,,875424849.57,,54006848.91,,,,,138222137.86,,,636067148.0,,0.0,,,,,,95875042.67,,,,,,,,,-38681049.71,,,,,,213469087.76,,,,1007926578.12,,2299424563.87,,,2214052759.76,757872732.38,,-105371782.69,83975714.18,1272009512.28,,,,,,69967386.26,2971925492.14,,,3442898643.58,0.11,,,,,,5742323207.45,636067148.0,77452220.69,,,,,497007581.6,69967386.26,,,3561500.0,24577807.64,,,,,,,914831771.38,,586132379.04,,,,2622895804.88,,,,357177740.9,,680168748.25,,,657271902.07,273202026.72,-99736719.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,778423353.71,344609119.1,,621859447.0,1558200424.64,332703937.68,778423353.71,2884364491.05,30883385.57,3566990883.89,5053337.8,621859447.0,,778423353.71,680168748.25,,-263366877.05,,68040499.78,2884364491.05,-3837507.11,,51211081.67,48977003.81,36693856.38,2884364491.05,235000000.0,-153332354.59,627083563.0,682862651.75,,3561500.0,-29660579.75,332703937.68,,,,-2683713.5,,852470686.26,2884364491.05,,-398349604.91,-19628524.08,1142469232.44,-710456.22,-385986362.2,,128295859.52,,889606620.75,30883385.57,46835201.8,0.4,,0.4,,128295859.52,,,,,0.0,852470686.26,-339782040.72,-267837507.11,-3404359.72,,104734356.16,951723324.21,-45966283.22,,54552277.62,889606620.75,759558655.38,186975801.38,415731192.2,-14591442.7,73699758.87,,5207868838.88,3649668414.24,,252487008.86,,50791868.25,679458292.03,1043818095.99,3119603287.55,2349165435.74,,,2360044632.17,759558655.38,-6400000.0,48439362.45,143248463.03,1248179186.37,,,274283989.92,778423353.71,250833425.15,57502223.55,3119603287.55,,,3566990883.89,,325075858.17,-41377243.1,235000000.0,,-89793171.77,5916156319.63,,62987161.98,342233818.03,2349165435.74,48977003.81,,522643436.6,57502223.55,627083563.0,914801513.76,3561500.0,73699758.87,,5916156319.63,,522643436.6,2687248318.01,250833425.15,795880366.43,,342233818.03,302332688.95,681960824.74,1043818095.99,2687248318.01,,2360044632.17,7154674.51,452298819.94,,679458292.03,46942796.0,,951723324.21,309050356.91,-179490029.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,648310973.21,,,,,,648310973.21,,37164409.51,,17085692.48,621859447.0,,,678663510.57,0.12,,,98935853.69,2936608599.44,-136000000.0,,,42577003.81,21462746.63,,200000000.0,-86415104.58,,,,,-33655108.5,331560749.04,,,,,,769057131.13,2936608599.44,,,,,-139784676.5,,,,,917602707.34,,57253929.71,,,,,124454639.5,,,628707014.0,,,,,,,,120398600.32,,,,,,,,,-12121592.89,,,,,,330212157.89,,,,1119262937.64,,2329699362.77,,,2351982499.16,781334427.71,,-30112425.07,121366510.66,1617765684.1,,-56766721.32,,,,75444841.65,3133316926.87,,,3710369913.22,0.12,,,,,,6040069275.99,628707014.0,81850161.21,,,,,552593446.2,75444841.65,,,3561500.0,31528157.91,,,,,,,1096865304.85,,646180002.32,,,,2791190265.4,,,,520900379.25,,538878834.07,,,793252205.77,399533868.59,-142260325.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,661965007.87,,,,,,661965007.87,,40483592.63,,18963287.99,621859447.0,,,538878834.07,,,,97884854.71,3011396572.09,-645000000.0,,,232851504.0,6491077.91,,340000000.0,-73992013.94,,,,,-15518040.51,357083301.19,,,,,,563539040.47,3011396572.09,,,,,25462577.98,,,,,838490936.96,,75183515.54,,,,,141030312.02,,,,,,,,,,,104375932.62,,,,,,,,,-12035009.71,,,,,,259942930.08,,,,1129106166.46,,2303166345.29,,,2264545694.07,897138791.21,,21561229.07,114570601.9,1482133937.85,,0.0,,,,72029173.52,3161684485.28,,,3793108695.79,,,,,,,6096275041.08,,78921566.72,,,,,660679890.02,72029173.52,,,3561500.0,34839392.37,,,,,,,1029835987.38,,594975618.09,,,,2813417155.26,,,,452297950.47,,565136193.51,,,782749002.44,337727348.57,-73764603.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,628761537.39,,,,,,628761537.39,,40651062.97,,18013114.13,621859447.0,,,565136193.51,0.15,,,112739815.02,3075982201.63,-250500000.0,,,2000000.0,4084638.08,,540000000.0,-158726007.67,,,,,-16058469.63,410397616.41,,,,,,431342317.9,3075982201.63,,,,,-18721171.43,,,,,762790503.94,,49532460.28,,,,,139804188.07,,,607513261.0,,,,,,,,116824453.1,,,,,,,,,-75526012.58,,,,,,245213850.58,,,,1217139997.92,,2154326806.54,,,2112565075.84,918374393.58,,-17192934.06,119068722.18,1299255096.08,,0.0,,,,91126989.08,3030939469.42,,,3894921223.5,0.15,,,,,,6049248030.04,607513261.0,94726700.89,,,,,691712411.56,91126989.08,,,3561500.0,29383371.14,,,,,,,888021919.39,,549631637.9,,,,2893341218.13,,,,411233176.69,,546415022.08,,,753606314.37,292164454.51,-153194950.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
