,trailingInterestExpense,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,annualInterestExpense,annualChangesInAccountReceivables,quarterlyChangeInInventory,annualCurrentAssets,annualBeginningCashPosition,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlyBasicEPS,quarterlySaleOfInvestment,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyAccountsPayable,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,annualRepaymentOfDebt,quarterlyOperatingExpense,annualOtherIncomeExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingGrossProfit,annualCapitalExpenditure,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,annualTaxProvision,quarterlyTaxProvision,annualInventory,quarterlyRepaymentOfDebt,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualStockBasedCompensation,trailingCostOfRevenue,quarterlyNetPPE,annualCapitalStock,annualCostOfRevenue,quarterlyCommonStockIssuance,annualOtherCurrentAssets,annualOtherNonCashItems,quarterlyStockBasedCompensation,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyEbitda,annualGrossProfit,annualNetOtherFinancingCharges,trailingTaxProvision,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualFreeCashFlow,quarterlyChangeInWorkingCapital,quarterlyPurchaseOfBusiness,annualOperatingExpense,quarterlyPretaxIncome,annualChangeInWorkingCapital,quarterlyRetainedEarnings,trailingOperatingExpense,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyGrossPPE,trailingFreeCashFlow,annualBasicEPS,annualChangeInInventory,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyOperatingIncome,annualTotalAssets,annualNetIncome,trailingNetIncome,annualGoodwill,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,annualLongTermDebt,annualCashDividendsPaid,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,annualDilutedAverageShares,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,quarterlyAccountsReceivable,annualPretaxIncome,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualSaleOfInvestment,quarterlyDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualStockholdersEquity,annualOperatingIncome,quarterlyInvestmentsAndAdvances,annualTotalRevenue,annualPurchaseOfInvestment,annualDilutedEPS,quarterlyNetIncome,annualInvestingCashFlow,quarterlySellingGeneralAndAdministration,annualRetainedEarnings,quarterlyNetIncomeContinuousOperations,annualDepreciationAndAmortization,quarterlyGoodwill,annualCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,annualBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,trailingOperatingCashFlow,quarterlyInventory,quarterlyOtherIncomeExpense,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,annualChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,trailingOperatingIncome,annualCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,trailingEndCashPosition,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,annualOtherNonCurrentAssets,annualNetPPE,annualEbitda,annualGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,trailingChangeInAccountPayable,trailingOtherNonCashItems,quarterlyCurrentDeferredRevenue,trailingCashDividendsPaid,trailingChangeInWorkingCapital,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingSaleOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingCapitalExpenditure,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBasicEPS
1112227200,,-2185000000.0,,,,,,,,,-831000000.0,82000000.0,,,0.78,842000000.0,6805000000.0,1130769231.0,2192000000.0,,-24000000.0,,8501000000.0,,-177000000.0,11000000.0,739000000.0,,,,,,16354000000.0,,-489000000.0,,496000000.0,,-388000000.0,,-13744000000.0,,,14058000000.0,,,46000000.0,,,,,,-1298000000.0,,,,,-3000000.0,,,,943000000.0,-40000000.0,,1378000000.0,,16520000000.0,,,,2329000000.0,-515000000.0,,-1772000000.0,1130769231.0,27802000000.0,,,,12599000000.0,6445000000.0,354000000.0,9886000000.0,-1696000000.0,,,,,33129000000.0,20530000000.0,,,3211000000.0,1581000000.0,,,-60000000.0,4550000000.0,5612000000.0,,5042000000.0,,3081000000.0,1478000000.0,,0.78,10330000000.0,,,,,,,,882000000.0,,5420000000.0,,882000000.0,,,,679000000.0,-615000000.0,,882000000.0,,5612000000.0,,,,30000000.0,,,679000000.0,840000000.0,,,37000000.0,5229000000.0,,,,-948000000.0,-671000000.0,,,,398000000.0,,,16775000000.0,4530000000.0,1942000000.0,,,,,44000000.0,,1814000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,-2004000000.0,,,,,,,,,-574000000.0,114000000.0,,,0.88,2795000000.0,6965000000.0,1120454545.0,2131000000.0,,-34000000.0,,8642000000.0,,-166000000.0,11000000.0,679000000.0,,,,,,16449000000.0,,-522000000.0,,555000000.0,,-125000000.0,,-13905000000.0,,,14154000000.0,,,39000000.0,,,,,,-1274000000.0,,,,,-48000000.0,,,,284000000.0,-52000000.0,,1541000000.0,,16604000000.0,,,,1751000000.0,-528000000.0,,-880000000.0,1120454545.0,28059000000.0,,,,12474000000.0,6243000000.0,70000000.0,10191000000.0,-1677000000.0,,,,,33166000000.0,20692000000.0,,,3258000000.0,1546000000.0,,,581000000.0,4244000000.0,1549000000.0,,4887000000.0,,3226000000.0,1631000000.0,,0.88,10474000000.0,,,,,,,,986000000.0,,5416000000.0,,986000000.0,,,,1260000000.0,-274000000.0,,986000000.0,,5667000000.0,,,,38000000.0,,,1260000000.0,865000000.0,,,46000000.0,5504000000.0,,,,-2485000000.0,-362000000.0,,,,403000000.0,,,16717000000.0,4573000000.0,1965000000.0,,,,,-46000000.0,,1223000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,-2874000000.0,,,,,,,,,-549000000.0,-319000000.0,,,0.86,4229000000.0,8022000000.0,1108139535.0,2374000000.0,,146000000.0,,9052000000.0,,-128000000.0,11000000.0,1260000000.0,,,,,,16617000000.0,,-663000000.0,,536000000.0,,250000000.0,,-14106000000.0,,,14889000000.0,,,40000000.0,,,,,,-618000000.0,,,,,-22000000.0,,,,-906000000.0,-1371000000.0,,1489000000.0,,16734000000.0,,,,471000000.0,-567000000.0,,-19000000.0,1108139535.0,28995000000.0,,,,11433000000.0,7869000000.0,,10550000000.0,-1030000000.0,,,,,35079000000.0,23646000000.0,,,3182000000.0,1964000000.0,,,448000000.0,2198000000.0,5805000000.0,,5446000000.0,,2528000000.0,1681000000.0,,0.86,10593000000.0,,,,,,,,953000000.0,,6112000000.0,,953000000.0,,,,1708000000.0,-9000000.0,,953000000.0,,5805000000.0,,,,28000000.0,,,1708000000.0,1850000000.0,,,37000000.0,3906000000.0,,,,-2212000000.0,-359000000.0,,,,412000000.0,,,18462000000.0,5628000000.0,3129000000.0,,,,,0.0,,-96000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,,-2806000000.0,,172000000.0,-647000000.0,,11003000000.0,739000000.0,,29557000000.0,-525000000.0,-524000000.0,3870000000.0,477000000.0,,2509000000.0,6754000000.0,,2352000000.0,22517000000.0,70000000.0,-589000000.0,10243000000.0,104000000.0,-164000000.0,11000000.0,1708000000.0,,-2187000000.0,,630000000.0,1324000000.0,16884000000.0,1752000000.0,-592000000.0,2205000000.0,618000000.0,,-326000000.0,821000000.0,-14268000000.0,,,15289000000.0,11000000.0,12277000000.0,39000000.0,-2806000000.0,,,24219000000.0,,-3058000000.0,30304000000.0,-8000000.0,,6682000000.0,550000000.0,18338000000.0,-14268000000.0,3606000000.0,-896000000.0,-25000000.0,36438000000.0,1667000000.0,-575000000.0,17037000000.0,,-1488000000.0,,1242000000.0,-577000000.0,3870000000.0,-1504000000.0,,29557000000.0,,3.48,,11003000000.0,6793000000.0,180000000.0,11954000000.0,-3489000000.0,35222000000.0,3870000000.0,,2549000000.0,35222000000.0,24219000000.0,3159000000.0,-1391000000.0,3159000000.0,1752000000.0,1115273775.0,5950000000.0,-339000000.0,1672000000.0,6682000000.0,,5950000000.0,6075000000.0,5200000000.0,1324000000.0,10375000000.0,,11545000000.0,164000000.0,16884000000.0,-6134000000.0,,42581000000.0,-7623000000.0,3.47,1049000000.0,-975000000.0,4612000000.0,17037000000.0,1049000000.0,1644000000.0,2549000000.0,-4175000000.0,1369000000.0,-77000000.0,1369000000.0,1049000000.0,1112068966.0,6682000000.0,,,,8000000.0,5793000000.0,11545000000.0,1369000000.0,821000000.0,158000000.0,,52000000.0,3041000000.0,2352000000.0,,6793000000.0,-1978000000.0,1000000.0,1672000000.0,,684000000.0,431000000.0,,180000000.0,18338000000.0,5697000000.0,684000000.0,5697000000.0,15289000000.0,-4490000000.0,-164000000.0,-6000000.0,6682000000.0,665000000.0,-2479000000.0,1369000000.0,-2266000000.0,3041000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,-2407000000.0,,,,,,,,,-867000000.0,163000000.0,,,0.89,1354000000.0,,1095505618.0,2227000000.0,,-115000000.0,,9966000000.0,,-156000000.0,11000000.0,1369000000.0,,,,,,16716000000.0,,-646000000.0,,555000000.0,,-32000000.0,,-14535000000.0,,,15450000000.0,,,40000000.0,,,,,,1994000000.0,,,,,38000000.0,,,,877000000.0,-4000000.0,,1530000000.0,,16861000000.0,,,,2528000000.0,-596000000.0,,-1797000000.0,1095505618.0,29985000000.0,,,,10843000000.0,7006000000.0,476000000.0,11521000000.0,1555000000.0,,,,,34791000000.0,23948000000.0,,,3046000000.0,2036000000.0,,,-245000000.0,2007000000.0,6297000000.0,,5738000000.0,,,1574000000.0,,0.89,11069000000.0,,,,,,,,975000000.0,,9966000000.0,,975000000.0,,2501000000.0,,1124000000.0,-978000000.0,,975000000.0,,6297000000.0,,,,23000000.0,,,1124000000.0,693000000.0,,,48000000.0,3131000000.0,,,,-1692000000.0,-763000000.0,,,,439000000.0,,,18075000000.0,5241000000.0,756000000.0,,,,,-207000000.0,,1932000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,-2444000000.0,,,,,,,,,-554000000.0,64000000.0,,,0.98,2427000000.0,9488000000.0,1082653061.0,2360000000.0,,151000000.0,,10041000000.0,,-118000000.0,11000000.0,1124000000.0,,,,,,17015000000.0,,-693000000.0,,603000000.0,,-3000000.0,,-14773000000.0,,,15903000000.0,,,49000000.0,,,,,,-117000000.0,,,,,-43000000.0,,,,-236000000.0,0.0,,1664000000.0,,17122000000.0,,,,1436000000.0,-860000000.0,,-1050000000.0,1093814433.0,30676000000.0,,,,10525000000.0,6613000000.0,,11736000000.0,-553000000.0,,,,,34874000000.0,24349000000.0,,,3077000000.0,2083000000.0,,,-179000000.0,1905000000.0,2890000000.0,,5711000000.0,,2248000000.0,1625000000.0,,0.97,11246000000.0,,,,,,,,1061000000.0,,7357000000.0,,1061000000.0,,2539000000.0,,945000000.0,-587000000.0,,1061000000.0,,3505000000.0,,,,23000000.0,,,945000000.0,545000000.0,,,54000000.0,2850000000.0,,,,-2342000000.0,-405000000.0,,,,436000000.0,,,17859000000.0,5170000000.0,737000000.0,,,,,-140000000.0,,576000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,-3816000000.0,,,,,,,,,-620000000.0,-191000000.0,,,0.96,3350000000.0,9406000000.0,1081250000.0,2371000000.0,,25000000.0,,10086000000.0,,-112000000.0,11000000.0,945000000.0,,,,,,17177000000.0,,-814000000.0,,509000000.0,,-28000000.0,,-15089000000.0,,,16353000000.0,,,38000000.0,,,,,-1494000000.0,-239000000.0,,,,,-28000000.0,,,,-84000000.0,3000000.0,,1547000000.0,,17278000000.0,,,,112000000.0,-841000000.0,,70000000.0,1081250000.0,31442000000.0,,,,10141000000.0,7819000000.0,,11662000000.0,-680000000.0,,,,,36172000000.0,26031000000.0,,,3113000000.0,2148000000.0,,,194000000.0,1102000000.0,6312000000.0,,5892000000.0,,2256000000.0,1650000000.0,,0.96,11176000000.0,,,,,,,,1038000000.0,,7389000000.0,,1038000000.0,,2484000000.0,,1139000000.0,19000000.0,,1038000000.0,,6312000000.0,,,,25000000.0,,,1139000000.0,1650000000.0,,,54000000.0,2241000000.0,,,,-2534000000.0,-401000000.0,,,,441000000.0,,,18995000000.0,6482000000.0,712000000.0,,,,,1053000000.0,,-729000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,,760000000.0,,211000000.0,-77000000.0,,9377000000.0,1369000000.0,,32081000000.0,-419000000.0,-113000000.0,4202000000.0,279000000.0,,2407000000.0,4490000000.0,,1841000000.0,24421000000.0,-37000000.0,-90000000.0,10819000000.0,86000000.0,-2205000000.0,11000000.0,1139000000.0,,-3085000000.0,,-575000000.0,1303000000.0,15482000000.0,2091000000.0,-694000000.0,2308000000.0,641000000.0,,-27000000.0,983000000.0,-15302000000.0,,,16779000000.0,11000000.0,14743000000.0,37000000.0,760000000.0,369000000.0,,23833000000.0,1707000000.0,-5897000000.0,32804000000.0,-24000000.0,,2529000000.0,312000000.0,17728000000.0,-15302000000.0,2504000000.0,-637000000.0,-49000000.0,40912000000.0,1769000000.0,-80000000.0,17676000000.0,,-50000000.0,,1513000000.0,-788000000.0,4202000000.0,-1074000000.0,,32081000000.0,,3.87,,9377000000.0,6719000000.0,101000000.0,12628000000.0,-6329000000.0,33210000000.0,4202000000.0,,2533000000.0,33210000000.0,23833000000.0,3133000000.0,-1577000000.0,3133000000.0,2091000000.0,1088601036.0,5794000000.0,-345000000.0,1189000000.0,2599000000.0,,5794000000.0,6510000000.0,8138000000.0,1303000000.0,9538000000.0,,11009000000.0,164000000.0,15482000000.0,-8108000000.0,,47547000000.0,-9056000000.0,3.86,1128000000.0,-2340000000.0,2249000000.0,17676000000.0,1128000000.0,1748000000.0,2533000000.0,-3851000000.0,794000000.0,-794000000.0,794000000.0,1128000000.0,1085788114.0,2529000000.0,,,,15000000.0,5589000000.0,11009000000.0,794000000.0,983000000.0,24000000.0,,55000000.0,1983000000.0,1841000000.0,,6719000000.0,-2488000000.0,-8000000.0,1189000000.0,,688000000.0,432000000.0,,101000000.0,17728000000.0,3459000000.0,688000000.0,3459000000.0,16779000000.0,-6360000000.0,-2205000000.0,-27000000.0,2599000000.0,725000000.0,-2460000000.0,794000000.0,-2847000000.0,1983000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,736000000.0,,,,,,,,,-669000000.0,270000000.0,,,0.79,2687000000.0,9654000000.0,1067088608.0,1797000000.0,,-16000000.0,,10548000000.0,,-2179000000.0,11000000.0,794000000.0,,,,,,15308000000.0,,-633000000.0,,480000000.0,,-79000000.0,,-15615000000.0,,,16738000000.0,,,38000000.0,,,,,356000000.0,-458000000.0,,,,,-129000000.0,,,,959000000.0,,,1323000000.0,,17476000000.0,,,,2493000000.0,-668000000.0,,-1474000000.0,1080769231.0,32353000000.0,,,,9522000000.0,7017000000.0,539000000.0,11906000000.0,-894000000.0,,,,,33375000000.0,23853000000.0,,,3139000000.0,2232000000.0,,,77000000.0,1527000000.0,2588000000.0,,5490000000.0,,2252000000.0,1473000000.0,,0.78,11050000000.0,,,,,,,,843000000.0,,7860000000.0,,843000000.0,,2543000000.0,,871000000.0,-945000000.0,,843000000.0,,2535000000.0,,,,14000000.0,,,871000000.0,976000000.0,,,49000000.0,2398000000.0,,,,-3019000000.0,-830000000.0,,,,436000000.0,,,18067000000.0,3475000000.0,703000000.0,,,,,-13000000.0,,1825000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,841000000.0,,,,,,,,,-853000000.0,-77000000.0,,,1.04,2867000000.0,9806000000.0,1061538462.0,1664000000.0,,-156000000.0,,10424000000.0,,-2198000000.0,11000000.0,871000000.0,,,,,,15244000000.0,,-648000000.0,,628000000.0,,-44000000.0,,-15898000000.0,,,16987000000.0,,,37000000.0,,,,,264000000.0,-187000000.0,,,,,-70000000.0,,,,-644000000.0,,,1732000000.0,,17431000000.0,,,,1103000000.0,-538000000.0,,-741000000.0,1061538462.0,32885000000.0,,,,9462000000.0,7210000000.0,108000000.0,12189000000.0,-618000000.0,,,,,33513000000.0,24051000000.0,,,3101000000.0,2337000000.0,,,-15000000.0,1265000000.0,2550000000.0,,5544000000.0,,2383000000.0,1614000000.0,,1.04,11059000000.0,,,,,,,,1104000000.0,,7610000000.0,,1104000000.0,,2553000000.0,,856000000.0,-378000000.0,,1104000000.0,,2568000000.0,,,,28000000.0,,,856000000.0,1487000000.0,,,61000000.0,2121000000.0,,,,-2611000000.0,-436000000.0,,,,431000000.0,,,18269000000.0,3408000000.0,672000000.0,,,,,511000000.0,,565000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,796000000.0,,,,,,,,,-547000000.0,-121000000.0,,,1.02,2223000000.0,9725000000.0,1054901961.0,1620000000.0,,-45000000.0,,10497000000.0,,-2174000000.0,10000000.0,856000000.0,,,,,,15569000000.0,,-898000000.0,,593000000.0,,-58000000.0,,-16131000000.0,,,17327000000.0,,,59000000.0,,,,,-456000000.0,-337000000.0,,,,,2000000.0,,,,538000000.0,,,1669000000.0,,17733000000.0,,,,1672000000.0,-788000000.0,,-918000000.0,1054901961.0,33458000000.0,,,,9542000000.0,7849000000.0,563000000.0,12205000000.0,-772000000.0,,,,,34496000000.0,24954000000.0,,,3287000000.0,2564000000.0,,,389000000.0,754000000.0,2364000000.0,,5674000000.0,,2480000000.0,1728000000.0,,1.02,11078000000.0,,,,,,,,1076000000.0,,7582000000.0,,1076000000.0,,2580000000.0,,1245000000.0,-370000000.0,,1076000000.0,,2617000000.0,,,,14000000.0,,,1245000000.0,1374000000.0,,,53000000.0,1999000000.0,,,,-1704000000.0,-432000000.0,,,,435000000.0,,,18927000000.0,3923000000.0,650000000.0,,,,,2000000.0,,884000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,,742000000.0,,246000000.0,-380000000.0,,11760000000.0,794000000.0,,33611000000.0,-570000000.0,-452000000.0,382000000.0,-249000000.0,,1822000000.0,10474000000.0,,1819000000.0,37336000000.0,180000000.0,-198000000.0,7612000000.0,99000000.0,-2013000000.0,10000000.0,1245000000.0,,-2820000000.0,,1233000000.0,1414000000.0,12183000000.0,2655000000.0,-643000000.0,49000000.0,-1652000000.0,,-17000000.0,3512000000.0,-15948000000.0,447000000.0,,17663000000.0,10000000.0,10033000000.0,40000000.0,742000000.0,-45000000.0,,27282000000.0,-209000000.0,3404000000.0,39659000000.0,-44000000.0,,2620000000.0,-52000000.0,26859000000.0,-15948000000.0,-1697000000.0,-2300000000.0,,39081000000.0,-4293000000.0,-1447000000.0,14186000000.0,,-2000000.0,,-4145000000.0,-826000000.0,382000000.0,5430000000.0,,33611000000.0,,0.36,,11760000000.0,9840000000.0,,13392000000.0,2862000000.0,39042000000.0,382000000.0,,2577000000.0,39042000000.0,27282000000.0,7506000000.0,-1703000000.0,7506000000.0,2655000000.0,1063000000.0,6084000000.0,782000000.0,577000000.0,2455000000.0,,6084000000.0,431000000.0,2918000000.0,1414000000.0,9599000000.0,,17019000000.0,174000000.0,12183000000.0,578000000.0,,49692000000.0,-9061000000.0,0.36,-2641000000.0,-2199000000.0,14284000000.0,14186000000.0,-2641000000.0,1745000000.0,2577000000.0,2297000000.0,2027000000.0,-506000000.0,2027000000.0,-2641000000.0,1057000000.0,2620000000.0,,,,43000000.0,1123000000.0,17019000000.0,2027000000.0,3512000000.0,-37000000.0,,83000000.0,2604000000.0,1819000000.0,,9840000000.0,-1727000000.0,-5000000.0,577000000.0,,628000000.0,443000000.0,,,26859000000.0,1562000000.0,628000000.0,1562000000.0,17663000000.0,2422000000.0,-2013000000.0,-46000000.0,2455000000.0,-4971000000.0,-2639000000.0,2027000000.0,0.0,2604000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,881000000.0,,,,,,,,,-1170000000.0,1291000000.0,,,0.87,1106000000.0,10130000000.0,1041379310.0,1946000000.0,,5000000.0,,8637000000.0,,-1934000000.0,10000000.0,2027000000.0,,,,,,11593000000.0,,-811000000.0,,510000000.0,,-4113000000.0,,-16347000000.0,,,17921000000.0,,,45000000.0,,,,,265000000.0,1945000000.0,,,,,-114000000.0,,,,1638000000.0,,,1416000000.0,,13517000000.0,,,,3305000000.0,-661000000.0,,-3342000000.0,1041379310.0,34268000000.0,,,,9602000000.0,8977000000.0,359000000.0,12675000000.0,1493000000.0,,,,,37470000000.0,27868000000.0,,,7294000000.0,2508000000.0,,,-1018000000.0,475000000.0,2512000000.0,,5956000000.0,,2545000000.0,1656000000.0,,0.87,16900000000.0,,,,,,,,906000000.0,,7887000000.0,,906000000.0,,2607000000.0,,1009000000.0,-1028000000.0,,906000000.0,,2472000000.0,,,,57000000.0,,,1009000000.0,2508000000.0,,,134000000.0,1484000000.0,,,,-1380000000.0,-886000000.0,,,,452000000.0,,,25877000000.0,6278000000.0,612000000.0,,,,,-84000000.0,,2644000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,989000000.0,,,,,,,,,-1124000000.0,-1170000000.0,,,0.86,492000000.0,9852000000.0,1019000000.0,2284000000.0,,182000000.0,,8398000000.0,,-1831000000.0,10000000.0,1009000000.0,,,,,,11020000000.0,,-576000000.0,,491000000.0,,-1492000000.0,,-16624000000.0,,,18213000000.0,,,53000000.0,,,,,-201000000.0,1920000000.0,,,,,63000000.0,,,,-248000000.0,,,1364000000.0,,12841000000.0,,,,1723000000.0,-726000000.0,,-644000000.0,1029000000.0,34837000000.0,,,,9924000000.0,9967000000.0,,13001000000.0,1454000000.0,,,,,38056000000.0,28132000000.0,,,7233000000.0,2392000000.0,,,169000000.0,511000000.0,2594000000.0,,5946000000.0,,3149000000.0,1670000000.0,,0.85,17069000000.0,,,,,,,,873000000.0,,7946000000.0,,873000000.0,,2616000000.0,,1178000000.0,-911000000.0,,873000000.0,,2512000000.0,,,,14000000.0,,,1178000000.0,3621000000.0,,,104000000.0,1689000000.0,,,,-841000000.0,-451000000.0,,,,452000000.0,,,27036000000.0,1737000000.0,604000000.0,,,,,-199000000.0,,997000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,1079000000.0,,,,,,,,,-990000000.0,-70000000.0,,,0.96,630000000.0,9935000000.0,1006000000.0,2010000000.0,,-81000000.0,,8303000000.0,,-1619000000.0,10000000.0,1178000000.0,,,,,,11102000000.0,,-132000000.0,,545000000.0,,-1579000000.0,,-16776000000.0,,,18361000000.0,,,37000000.0,,,123000000.0,,-120000000.0,2075000000.0,,,,,164000000.0,,,,14000000.0,,,1515000000.0,,12711000000.0,,,,1920000000.0,-721000000.0,,-1051000000.0,1013000000.0,35137000000.0,,,,10072000000.0,8972000000.0,,13113000000.0,1632000000.0,,,,,38165000000.0,28093000000.0,,,8064000000.0,2296000000.0,,,61000000.0,523000000.0,2411000000.0,,5894000000.0,,3178000000.0,1771000000.0,,0.96,18091000000.0,,,,,,,,970000000.0,,7847000000.0,,970000000.0,,2576000000.0,,1239000000.0,-754000000.0,,970000000.0,,2768000000.0,,,,-13000000.0,,,1239000000.0,2895000000.0,,,104000000.0,1762000000.0,,,,-564000000.0,-444000000.0,,,,456000000.0,,,27063000000.0,1568000000.0,575000000.0,,,,,171000000.0,,1199000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,,1108000000.0,,442000000.0,197000000.0,,8845000000.0,2027000000.0,,35098000000.0,-286000000.0,146000000.0,3003000000.0,187000000.0,,836000000.0,9989000000.0,,1855000000.0,32412000000.0,-19000000.0,-4534000000.0,9186000000.0,75000000.0,-5642000000.0,10000000.0,1239000000.0,,-2636000000.0,,-1520000000.0,1436000000.0,6780000000.0,2452000000.0,132000000.0,2012000000.0,466000000.0,,2650000000.0,2074000000.0,-16833000000.0,516000000.0,,18265000000.0,10000000.0,11878000000.0,34000000.0,1108000000.0,56000000.0,142000000.0,23034000000.0,112000000.0,1274000000.0,39608000000.0,-161000000.0,,588000000.0,74000000.0,25099000000.0,-16833000000.0,5790000000.0,-243000000.0,,34226000000.0,720000000.0,1161000000.0,12412000000.0,,,,1478000000.0,-528000000.0,3003000000.0,-1665000000.0,,35098000000.0,,2.96,,8845000000.0,7817000000.0,,12697000000.0,803000000.0,31879000000.0,3003000000.0,,1986000000.0,31879000000.0,23034000000.0,7797000000.0,-2219000000.0,7797000000.0,2452000000.0,1022000000.0,5547000000.0,-732000000.0,542000000.0,2574000000.0,,5547000000.0,5015000000.0,2708000000.0,1436000000.0,3064000000.0,,17282000000.0,169000000.0,6780000000.0,5382000000.0,,51486000000.0,-3754000000.0,2.94,254000000.0,-3179000000.0,8732000000.0,12412000000.0,254000000.0,1814000000.0,1986000000.0,-6702000000.0,507000000.0,-486000000.0,507000000.0,254000000.0,1016000000.0,588000000.0,,,,17000000.0,8426000000.0,17282000000.0,507000000.0,2074000000.0,87000000.0,,100000000.0,1049000000.0,1855000000.0,,7817000000.0,-969000000.0,-438000000.0,542000000.0,,511000000.0,454000000.0,,,25099000000.0,1786000000.0,511000000.0,1786000000.0,18265000000.0,7271000000.0,-5642000000.0,-49000000.0,2574000000.0,950000000.0,-3570000000.0,507000000.0,0.0,1049000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
