,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,quarterlyChangeInInventory,annualInterestExpense,quarterlyNetOtherInvestingChanges,trailingInterestExpense,annualDilutedAverageShares,trailingDeferredIncomeTax,trailingNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualCapitalExpenditure,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualBeginningCashPosition,annualOperatingExpense,annualOtherNonCurrentLiabilities,annualRepaymentOfDebt,trailingSellingGeneralAndAdministration,quarterlyDeferredIncomeTax,annualDilutedEPS,quarterlyChangeInWorkingCapital,quarterlyGrossProfit,annualRepurchaseOfCapitalStock,trailingRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualOtherIntangibleAssets,quarterlyRepurchaseOfCapitalStock,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyGrossPPE,annualCashCashEquivalentsAndMarketableSecurities,annualNetIncomeCommonStockholders,annualOperatingCashFlow,annualDeferredIncomeTax,quarterlyStockBasedCompensation,annualGrossProfit,annualEbitda,quarterlyPretaxIncome,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualOtherNonCurrentAssets,annualNetPPE,trailingOperatingExpense,quarterlyRepaymentOfDebt,quarterlyTaxProvision,annualBasicEPS,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,trailingTaxProvision,quarterlyAccumulatedDepreciation,annualCurrentDebt,annualChangeInInventory,quarterlySellingGeneralAndAdministration,quarterlyEndCashPosition,quarterlyTotalRevenue,annualTaxProvision,annualDepreciationAndAmortization,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,quarterlyOperatingExpense,annualCurrentAccruedExpenses,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,annualPurchaseOfBusiness,quarterlyInventory,trailingOtherNonCashItems,annualNetIncomeContinuousOperations,quarterlyInvestmentsAndAdvances,annualCostOfRevenue,trailingOperatingCashFlow,annualCurrentDeferredRevenue,annualSellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,quarterlyNetIncome,annualFreeCashFlow,trailingSaleOfInvestment,trailingDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualTotalNonCurrentAssets,annualOtherCurrentAssets,annualOtherNonCashItems,annualNetIncome,trailingPretaxIncome,quarterlyBasicEPS,trailingCashDividendsPaid,annualGoodwill,quarterlyTotalAssets,annualCashDividendsPaid,annualRetainedEarnings,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,trailingNetIncome,quarterlyGoodwill,annualPretaxIncome,annualTotalAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualNetOtherInvestingChanges,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualAccountsReceivable,annualPurchaseOfInvestment,quarterlyBasicAverageShares,quarterlyLongTermDebt,quarterlyFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,trailingChangeInWorkingCapital,quarterlyRetainedEarnings,trailingPurchaseOfBusiness,quarterlyOtherNonCurrentAssets,quarterlyCurrentAssets,annualCommonStockIssuance,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,annualOtherShortTermInvestments,trailingFreeCashFlow,annualChangeInAccountPayable,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingCostOfRevenue,annualChangeInWorkingCapital,quarterlyNetPPE,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,quarterlyNetIncomeCommonStockholders,annualEndCashPosition,annualInventory,trailingCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,annualStockBasedCompensation,quarterlyEbitda,trailingEndCashPosition,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,trailingOtherIncomeExpense,trailingOperatingIncome,trailingNetOtherFinancingCharges,annualCashAndCashEquivalents,annualBasicAverageShares,annualCapitalStock,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,annualTotalRevenue,quarterlyAccountsPayable,annualInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,annualInvestingCashFlow,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,annualAccountsPayable,trailingInvestingCashFlow,annualGrossPPE,annualOperatingIncome,quarterlyCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyCurrentDebt,trailingTotalRevenue,trailingPurchaseOfInvestment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,trailingRepaymentOfDebt,trailingCapitalExpenditure,annualOtherIncomeExpense,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,trailingDilutedEPS,trailingChangesInAccountReceivables,annualResearchAndDevelopment,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingChangeInInventory,trailingBasicEPS
1285804800,18000000.0,,,,-3000000.0,,,,,,,5105000000.0,,,,,,,5000000.0,,20000000.0,148000000.0,,,,,,,,0.17,,10000000.0,12000000.0,,,,,,,,,46000000.0,,,,,,-3000000.0,17000000.0,,-263000000.0,174230470.0,,,,,68000000.0,1006000000.0,879000000.0,,,,-60000000.0,136000000.0,,,-3000000.0,50000000.0,,128000000.0,,,260000000.0,,,,,1484000000.0,,30000000.0,,,,0.0,,,,,,,0.17,,,7232000000.0,,,,5032000000.0,,113000000.0,,,731000000.0,294000000.0,,,116000000.0,29000000.0,,,174149795.0,1484000000.0,56000000.0,,,,,1398000000.0,,518000000.0,2200000000.0,,,621000000.0,,,,0.0,11000000.0,,,-173000000.0,,,3407000000.0,,604000000.0,0.0,30000000.0,,,,,,130000000.0,,,,,,,,,,,,2105000000.0,,225000000.0,,0.0,282000000.0,,1099000000.0,68000000.0,,,,,,1006000000.0,-1319000000.0,16000000.0,92000000.0,,,-39000000.0,1610000000.0,1179000000.0,,2000000.0,,,,,,,,,,,,,,,,
1293753600,18000000.0,,,54000000.0,16000000.0,,174354202.0,,,0.0,-520000000.0,5118000000.0,-217000000.0,1327000000.0,555000000.0,0.0,-39000000.0,,-13000000.0,0.38,57000000.0,172000000.0,,,-1984000000.0,,,280000000.0,,,,,16000000.0,5437000000.0,1634000000.0,66000000.0,450000000.0,-8000000.0,,663000000.0,421000000.0,-1000000.0,,2165000000.0,936000000.0,3453000000.0,,-31000000.0,3000000.0,0.38,-25000000.0,,,-1984000000.0,57000000.0,4000000.0,81000000.0,1110000000.0,918000000.0,37000000.0,279000000.0,,-370000000.0,156000000.0,394000000.0,,-31000000.0,-3000000.0,,100000000.0,,51000000.0,245000000.0,2864000000.0,,,276000000.0,1516000000.0,5118000000.0,6000000.0,-70000000.0,,,0.0,1516000000.0,5078000000.0,18000000.0,37000000.0,66000000.0,,,,102000000.0,7243000000.0,,1404000000.0,,5078000000.0,,102000000.0,88000000.0,7243000000.0,746000000.0,394000000.0,,-7000000.0,150000000.0,-4000000.0,,-1825000000.0,,1516000000.0,-220000000.0,2112000000.0,1343000000.0,,,1404000000.0,,936000000.0,2165000000.0,0.0,,596000000.0,524000000.0,,,0.0,13000000.0,1516000000.0,596000000.0,104000000.0,,70000000.0,3453000000.0,,524000000.0,0.0,6000000.0,1110000000.0,100000000.0,,0.0,,88000000.0,,-39000000.0,,,,,1110000000.0,174115200.0,2000000.0,-38000000.0,,2112000000.0,3527000000.0,145000000.0,245000000.0,0.0,280000000.0,-636000000.0,159000000.0,75000000.0,,145000000.0,,5437000000.0,108000000.0,1110000000.0,-70000000.0,14000000.0,57000000.0,,,-38000000.0,1634000000.0,1006000000.0,,2000000.0,,,34000000.0,,,,,,,,,,,,,
1301529600,0.0,,,,5000000.0,,,,,,,5156000000.0,,,,,,,-5000000.0,,-40000000.0,158000000.0,,,,,,,,0.06,,,17000000.0,3453000000.0,,,,,,,,16000000.0,,,,,,-1000000.0,6000000.0,,-39000000.0,174503079.0,,-73000000.0,,,70000000.0,1136000000.0,875000000.0,,,,-46000000.0,141000000.0,,,24000000.0,7000000.0,,99000000.0,,,248000000.0,,,,,1542000000.0,,10000000.0,,,,830000000.0,,,,,,,0.06,,,7278000000.0,,,,5093000000.0,,102000000.0,,,717000000.0,311000000.0,215000000.0,,41000000.0,10000000.0,,,174228122.0,712000000.0,-5000000.0,,,,,1414000000.0,,576000000.0,2185000000.0,,,567000000.0,,,,,1000000.0,,,26000000.0,,,3380000000.0,,527000000.0,0.0,10000000.0,,,,,,100000000.0,,,,,,,,,,,,2109000000.0,,113000000.0,,0.0,358000000.0,,100000000.0,71000000.0,,,,,,1136000000.0,-98000000.0,13000000.0,56000000.0,,,-15000000.0,1663000000.0,1110000000.0,,2000000.0,,,,,,,,,,,,,,,,
1309392000,0.0,,,,46000000.0,,,,,,,4822000000.0,,,,,,,-1000000.0,,50000000.0,198000000.0,,,,,,,,0.22,,,55000000.0,,,,,,,,,35000000.0,,,,,,-2000000.0,-1000000.0,,-31000000.0,170138728.0,,,,,71000000.0,876000000.0,936000000.0,,,,-72000000.0,143000000.0,,,-398000000.0,-21000000.0,,96000000.0,,,278000000.0,,,,,1536000000.0,,37000000.0,,,,822000000.0,,,,,,,0.22,,,6997000000.0,,,,5099000000.0,,102000000.0,,,738000000.0,329000000.0,233000000.0,,169000000.0,36000000.0,,,169907013.0,714000000.0,97000000.0,,,,,1451000000.0,,583000000.0,1898000000.0,,,627000000.0,,,,,6000000.0,,,-260000000.0,,,3451000000.0,,521000000.0,0.0,37000000.0,,,,,,121000000.0,,,,,,,,,,,,2163000000.0,,146000000.0,,-396000000.0,282000000.0,,69000000.0,72000000.0,,,,,,876000000.0,-81000000.0,14000000.0,55000000.0,,,2000000.0,1397000000.0,1136000000.0,,2000000.0,,,,,,,,,,,,,,,,
1317340800,14000000.0,,,,-19000000.0,,,,,,,4776000000.0,,,,,,,-7000000.0,,24000000.0,186000000.0,,,,,,,0.0,0.08,-605000000.0,,53000000.0,,,,,,,,,8000000.0,,,,,,-51000000.0,-5000000.0,,-735000000.0,165644344.0,,,,,58000000.0,690000000.0,897000000.0,,,,-98000000.0,133000000.0,,,430000000.0,-36000000.0,,93000000.0,,,278000000.0,,,,,2034000000.0,,14000000.0,,,,813000000.0,,,,,,,0.08,,,7387000000.0,,,,5699000000.0,,102000000.0,,,711000000.0,318000000.0,218000000.0,,128000000.0,13000000.0,,,165499634.0,1221000000.0,30000000.0,,,,,1465000000.0,,564000000.0,1688000000.0,,,566000000.0,,,,,13000000.0,,,-186000000.0,,,3990000000.0,,506000000.0,0.0,14000000.0,,,,,,98000000.0,,,,,,,,,,,,2600000000.0,,135000000.0,,-13000000.0,356000000.0,,80000000.0,75000000.0,,,,,,690000000.0,-93000000.0,15000000.0,4000000.0,,,-64000000.0,1196000000.0,876000000.0,,2000000.0,,,,,,,,,,,,,,,,
1325289600,0.0,,,57000000.0,22000000.0,,169200000.0,,,0.0,-331000000.0,4818000000.0,-576000000.0,1110000000.0,588000000.0,890000000.0,-54000000.0,,-124000000.0,0.67,1000000.0,199000000.0,-396000000.0,,-2040000000.0,,,359000000.0,0.0,0.31,-28000000.0,,28000000.0,6083000000.0,1122000000.0,113000000.0,393000000.0,-137000000.0,,741000000.0,445000000.0,24000000.0,,1591000000.0,935000000.0,4043000000.0,,0.0,-28000000.0,0.67,-210000000.0,165700000.0,,-2040000000.0,4000000.0,7000000.0,84000000.0,534000000.0,990000000.0,-28000000.0,305000000.0,,-115000000.0,171000000.0,306000000.0,,0.0,11000000.0,-716000000.0,87000000.0,,111000000.0,280000000.0,2957000000.0,,,283000000.0,2111000000.0,4818000000.0,52000000.0,62000000.0,,,890000000.0,1221000000.0,5916000000.0,0.0,49000000.0,113000000.0,,0.31,,102000000.0,7507000000.0,,1517000000.0,,5916000000.0,,102000000.0,83000000.0,7507000000.0,791000000.0,306000000.0,225000000.0,54000000.0,55000000.0,52000000.0,225000000.0,-547000000.0,165500000.0,1221000000.0,-60000000.0,2679000000.0,435000000.0,,,1517000000.0,,935000000.0,1591000000.0,0.0,,568000000.0,588000000.0,,,,4000000.0,2111000000.0,568000000.0,-156000000.0,,35000000.0,4043000000.0,,588000000.0,0.0,52000000.0,534000000.0,87000000.0,,-13000000.0,,126000000.0,,56000000.0,,,,,534000000.0,168800000.0,2000000.0,-80000000.0,,2679000000.0,3698000000.0,144000000.0,280000000.0,0.0,359000000.0,-1015000000.0,186000000.0,87000000.0,,144000000.0,,6083000000.0,153000000.0,534000000.0,-275000000.0,15000000.0,4000000.0,,,-80000000.0,1122000000.0,690000000.0,,2000000.0,,,-13000000.0,,,,,,,,,,,,,
1333152000,34000000.0,,,,-23000000.0,,,,,,,4854000000.0,,,,,,,4000000.0,,-36000000.0,186000000.0,,,,,,,,0.06,,,7000000.0,,,,,,,,,14000000.0,,,,,,0.0,4000000.0,,-49000000.0,166016451.0,,,,,93000000.0,542000000.0,958000000.0,,,,-95000000.0,179000000.0,,,0.0,20000000.0,,86000000.0,,,300000000.0,,,,,2150000000.0,,10000000.0,,,,930000000.0,,,,,,,0.06,,,7562000000.0,,,,5981000000.0,,102000000.0,,,772000000.0,315000000.0,267000000.0,,61000000.0,10000000.0,,,165525076.0,1220000000.0,-34000000.0,,,,,1527000000.0,,574000000.0,1581000000.0,,,548000000.0,,,,,-8000000.0,,,8000000.0,,,4040000000.0,,509000000.0,0.0,10000000.0,,,,,,118000000.0,,,,,,,,,,,,2698000000.0,,130000000.0,,,364000000.0,,110000000.0,86000000.0,,,,,,542000000.0,-41000000.0,18000000.0,4000000.0,,,-60000000.0,1051000000.0,534000000.0,,2000000.0,,,,,,,,,,,,,,,,
1341014400,30000000.0,,,,-61000000.0,,,,,,,4873000000.0,,,,,,,1000000.0,,44000000.0,239000000.0,,,,,,,,0.24,,,73000000.0,,,,,,,,,57000000.0,,,,,,,18000000.0,,-304000000.0,166000000.0,,,,,77000000.0,404000000.0,1014000000.0,,,,-62000000.0,166000000.0,,,-3000000.0,1000000.0,,85000000.0,,,317000000.0,,,,,2187000000.0,,39000000.0,,,,967000000.0,,,,,,,0.24,,,7681000000.0,,,,6241000000.0,,132000000.0,,,775000000.0,378000000.0,280000000.0,,170000000.0,39000000.0,,,165900000.0,1220000000.0,108000000.0,,,,,1566000000.0,,578000000.0,1440000000.0,,,611000000.0,,,,,-2000000.0,,,-138000000.0,,,4184000000.0,,502000000.0,0.0,39000000.0,,,,,,163000000.0,,,,,,,,,,,,2798000000.0,,116000000.0,,,376000000.0,,121000000.0,89000000.0,,,,,,404000000.0,-123000000.0,17000000.0,4000000.0,,,-84000000.0,906000000.0,542000000.0,,2000000.0,,,,,,,,,,,,,,,,
1348963200,98000000.0,,,,-13000000.0,,,,,,,4895000000.0,,,,,,,-23000000.0,,34000000.0,203000000.0,,,,,,,-33000000.0,0.14,-1000000.0,,40000000.0,4567000000.0,,,,,,,,20000000.0,,,,,,,-3000000.0,,-66000000.0,165753877.0,,-80000000.0,,,75000000.0,446000000.0,977000000.0,,,,-53000000.0,163000000.0,,,-27000000.0,-8000000.0,,82000000.0,,,298000000.0,,,,,2218000000.0,,23000000.0,,,,999000000.0,,,,,,,0.14,,,7736000000.0,,,,5860000000.0,,134000000.0,,,774000000.0,362000000.0,542000000.0,,135000000.0,23000000.0,,,165486594.0,1219000000.0,82000000.0,,,,,1589000000.0,,593000000.0,1876000000.0,,,613000000.0,,,,,2000000.0,,,42000000.0,,,4487000000.0,,542000000.0,3000000.0,23000000.0,,,,,,126000000.0,,,,,,,,,,,,2831000000.0,,113000000.0,,6000000.0,,,172000000.0,88000000.0,,,,,,446000000.0,-171000000.0,18000000.0,4000000.0,,,-55000000.0,988000000.0,404000000.0,,2000000.0,,,,,,,,,,,,,,,,
1356912000,46000000.0,,,70000000.0,40000000.0,,165377328.0,,,1000000.0,-301000000.0,4821000000.0,-121000000.0,534000000.0,669000000.0,131000000.0,0.0,,83000000.0,0.53,-109000000.0,207000000.0,-136000000.0,,-2212000000.0,,93000000.0,388000000.0,-103000000.0,,-53000000.0,,39000000.0,6351000000.0,927000000.0,88000000.0,499000000.0,65000000.0,,828000000.0,518000000.0,4000000.0,,1758000000.0,620000000.0,4139000000.0,,0.0,-11000000.0,0.53,-70000000.0,,,-2212000000.0,4000000.0,8000000.0,78000000.0,413000000.0,1000000000.0,8000000.0,353000000.0,,-91000000.0,168000000.0,338000000.0,80000000.0,-94000000.0,-24000000.0,-233000000.0,80000000.0,,87000000.0,293000000.0,3121000000.0,,,316000000.0,2191000000.0,4821000000.0,16000000.0,198000000.0,,,131000000.0,1229000000.0,5882000000.0,46000000.0,28000000.0,88000000.0,,,,133000000.0,7640000000.0,,1605000000.0,93000000.0,5882000000.0,,133000000.0,95000000.0,7640000000.0,793000000.0,338000000.0,531000000.0,-57000000.0,133000000.0,15000000.0,531000000.0,-460000000.0,,1229000000.0,42000000.0,2809000000.0,519000000.0,80000000.0,,1605000000.0,,620000000.0,1758000000.0,,,618000000.0,514000000.0,,,,8000000.0,2191000000.0,618000000.0,-33000000.0,,-67000000.0,4139000000.0,,514000000.0,1000000.0,16000000.0,413000000.0,80000000.0,,2000000.0,,111000000.0,,-124000000.0,,,,,413000000.0,165017485.0,2000000.0,-48000000.0,,2809000000.0,3949000000.0,138000000.0,293000000.0,-1000000.0,388000000.0,-489000000.0,116000000.0,90000000.0,,138000000.0,,6351000000.0,159000000.0,413000000.0,-125000000.0,17000000.0,4000000.0,,,-48000000.0,927000000.0,446000000.0,,2000000.0,,,-17000000.0,,,,,,,,,,,,,
1364688000,4000000.0,,,,38000000.0,,,,,,,4804000000.0,,,,,,,-2000000.0,,-84000000.0,189000000.0,,,,,,,-27000000.0,0.05,-85000000.0,,17000000.0,,,,,,,,,3000000.0,,,,,,,-5000000.0,,-103000000.0,162537877.0,,,,,84000000.0,330000000.0,975000000.0,,,,-66000000.0,172000000.0,,,-18000000.0,-2000000.0,,77000000.0,,,332000000.0,,,,,2325000000.0,,8000000.0,,,,1097000000.0,,,,,,,0.05,,,7722000000.0,,,,6026000000.0,,144000000.0,,,786000000.0,337000000.0,572000000.0,,27000000.0,8000000.0,,,161931525.0,1228000000.0,-39000000.0,,,,,1613000000.0,,641000000.0,1696000000.0,,,583000000.0,,,,,8000000.0,,,-83000000.0,,,4148000000.0,,457000000.0,0.0,8000000.0,,,,,,108000000.0,,,,,,,,,,,,2908000000.0,,119000000.0,,-2000000.0,499000000.0,,77000000.0,88000000.0,,,,,,330000000.0,-67000000.0,17000000.0,14000000.0,,,-50000000.0,787000000.0,413000000.0,,2000000.0,,,,,,,,,,,,,,,,
1372550400,95000000.0,,,,-41000000.0,,,,,,,4704000000.0,,,,,,,43000000.0,,-20000000.0,268000000.0,,,,,,,-196000000.0,0.7,0.0,,108000000.0,3949000000.0,,,,,,,,167000000.0,,,,,,,55000000.0,,415000000.0,160213384.0,,-95000000.0,,,75000000.0,718000000.0,1092000000.0,,,,-26000000.0,160000000.0,,,-157000000.0,70000000.0,,74000000.0,,,348000000.0,,,,,2359000000.0,,112000000.0,,,,1094000000.0,,,,,,,0.7,,,7707000000.0,,,,5868000000.0,,133000000.0,,,824000000.0,386000000.0,606000000.0,,135000000.0,112000000.0,,,159816592.0,1265000000.0,109000000.0,,,,,1725000000.0,,638000000.0,1839000000.0,,,634000000.0,,,,,3000000.0,,,388000000.0,,,3942000000.0,,87000000.0,4000000.0,112000000.0,,,,,,268000000.0,,,,,,,,,,,,2993000000.0,,110000000.0,,-2000000.0,512000000.0,,407000000.0,85000000.0,,,,,,718000000.0,-42000000.0,16000000.0,14000000.0,,,-74000000.0,805000000.0,330000000.0,,2000000.0,,,,,,,,,,,,,,,,
1380499200,0.0,,,,251000000.0,,,,,,,4743000000.0,,,,,,,0.0,,82000000.0,211000000.0,,,,,,,-29000000.0,0.35,0.0,,53000000.0,,,,,,,,,94000000.0,,,,,,0.0,39000000.0,,-134000000.0,156897187.0,,,,,77000000.0,774000000.0,1026000000.0,,,,-58000000.0,158000000.0,,,2000000.0,52000000.0,,71000000.0,,,473000000.0,,,,,2437000000.0,,55000000.0,,,,1154000000.0,,,,,,,0.35,,,7869000000.0,,,,6113000000.0,,133000000.0,,,815000000.0,411000000.0,290000000.0,,194000000.0,55000000.0,,,156339842.0,1283000000.0,136000000.0,,,,,1789000000.0,,884000000.0,1756000000.0,,,679000000.0,,,,,0.0,,,56000000.0,,,3827000000.0,,38000000.0,0.0,55000000.0,,,,,,190000000.0,,,,,,,,,,,,3116000000.0,,117000000.0,,-1000000.0,529000000.0,,199000000.0,81000000.0,,,,,,774000000.0,-553000000.0,15000000.0,23000000.0,,,-77000000.0,812000000.0,718000000.0,,2000000.0,,,,,,,,,,,,,,,,
1388448000,0.0,,,65000000.0,-16000000.0,,159200000.0,,,0.0,-232000000.0,4769000000.0,41000000.0,413000000.0,668000000.0,266000000.0,-368000000.0,,-48000000.0,1.3,-9000000.0,233000000.0,-275000000.0,,-2345000000.0,,192000000.0,591000000.0,-23000000.0,0.2,-729000000.0,,55000000.0,7016000000.0,484000000.0,207000000.0,456000000.0,-7000000.0,,901000000.0,731000000.0,57000000.0,,1163000000.0,959000000.0,4671000000.0,,-64000000.0,27000000.0,1.3,-325000000.0,157000000.0,,-2345000000.0,194000000.0,3000000.0,87000000.0,454000000.0,1091000000.0,116000000.0,345000000.0,,-82000000.0,178000000.0,411000000.0,74000000.0,-91000000.0,19000000.0,-814000000.0,77000000.0,,205000000.0,329000000.0,3283000000.0,,,323000000.0,2529000000.0,4769000000.0,32000000.0,224000000.0,,,266000000.0,1289000000.0,7014000000.0,0.0,-12000000.0,207000000.0,,0.21,,147000000.0,8177000000.0,,1821000000.0,192000000.0,7014000000.0,,147000000.0,321000000.0,8177000000.0,858000000.0,411000000.0,273000000.0,232000000.0,100000000.0,30000000.0,273000000.0,-729000000.0,156100000.0,1289000000.0,18000000.0,3400000000.0,827000000.0,74000000.0,,1821000000.0,,959000000.0,1163000000.0,,,871000000.0,30000000.0,,,,11000000.0,2529000000.0,871000000.0,-320000000.0,,-31000000.0,4671000000.0,,30000000.0,0.0,32000000.0,454000000.0,77000000.0,,-6000000.0,,165000000.0,,-264000000.0,,,,,454000000.0,158500000.0,2000000.0,-68000000.0,,3400000000.0,4184000000.0,133000000.0,329000000.0,-1000000.0,591000000.0,-147000000.0,144000000.0,91000000.0,,133000000.0,,7016000000.0,233000000.0,454000000.0,-67000000.0,17000000.0,194000000.0,,,-68000000.0,484000000.0,774000000.0,,2000000.0,,,153000000.0,,,,,,,,,,,,,
1396224000,0.0,,,,4000000.0,,,,,,,4767000000.0,,,,,,,5000000.0,,-60000000.0,235000000.0,,,,,,,-59000000.0,0.36,0.0,,53000000.0,,,,,,,,,80000000.0,,,,,,,24000000.0,,329000000.0,156490866.0,,,,,87000000.0,765000000.0,1074000000.0,,,,-41000000.0,182000000.0,,,-66000000.0,44000000.0,,75000000.0,,,322000000.0,,,,,2544000000.0,,56000000.0,,,,1251000000.0,,,,,,,0.36,,,8176000000.0,,,,6714000000.0,,147000000.0,,,839000000.0,419000000.0,323000000.0,,49000000.0,56000000.0,,,155449102.0,1293000000.0,8000000.0,,,,,1877000000.0,,972000000.0,1462000000.0,,,857000000.0,,,,,0.0,,,311000000.0,,,4378000000.0,,30000000.0,0.0,56000000.0,,,,,,194000000.0,,,,,,,,,,,,3401000000.0,,131000000.0,,-7000000.0,595000000.0,,102000000.0,95000000.0,,,,,,765000000.0,-126000000.0,19000000.0,194000000.0,,,-70000000.0,795000000.0,454000000.0,,2000000.0,,,,,,,,,,,,,,,,
1404086400,175000000.0,,,,-2000000.0,,,,,,,4771000000.0,,,,,,,-2000000.0,,33000000.0,278000000.0,,,,,,,-90000000.0,0.48,0.0,,115000000.0,,,,,,,,,121000000.0,,,,,,,46000000.0,,-128000000.0,155221234.0,,,,,80000000.0,553000000.0,1158000000.0,,,,-70000000.0,163000000.0,,,-271000000.0,21000000.0,,17000000.0,,,319000000.0,,,,,2555000000.0,,74000000.0,,,,1257000000.0,,,,,,,0.48,,,8013000000.0,,,,6659000000.0,,136000000.0,,,880000000.0,402000000.0,316000000.0,,204000000.0,75000000.0,,,154226718.0,1298000000.0,134000000.0,,,,,1951000000.0,,987000000.0,1354000000.0,,,679000000.0,,,,,7000000.0,,,-200000000.0,,,4366000000.0,,30000000.0,31000000.0,74000000.0,,,,,,222000000.0,,,,,,,,,,,,3234000000.0,,124000000.0,,-4000000.0,587000000.0,,93000000.0,83000000.0,,,,,,553000000.0,-149000000.0,18000000.0,5000000.0,,,-61000000.0,583000000.0,765000000.0,,2000000.0,,,,,,,,,,,,,,,,
1412035200,221000000.0,,,,-20000000.0,,,,,,,4683000000.0,,,,,,,-19000000.0,,-12000000.0,240000000.0,,,,,,,-79000000.0,0.21,-391000000.0,,72000000.0,,,,,,,,,63000000.0,,,,,,-43000000.0,30000000.0,,-451000000.0,153868779.0,,,,,77000000.0,263000000.0,1104000000.0,,,,-57000000.0,168000000.0,,,50000000.0,5000000.0,,18000000.0,,,341000000.0,,,,,2563000000.0,,32000000.0,,,,1271000000.0,,,,,,,0.21,,,8069000000.0,,,,6956000000.0,,135000000.0,,,864000000.0,413000000.0,309000000.0,,109000000.0,33000000.0,,,152849168.0,1292000000.0,52000000.0,,,,,1983000000.0,,983000000.0,1113000000.0,,,815000000.0,,,,,0.0,,,-290000000.0,,,4640000000.0,,30000000.0,38000000.0,32000000.0,,,,,,171000000.0,,,,,,,,,,,,3378000000.0,,107000000.0,,2000000.0,569000000.0,,101000000.0,91000000.0,,,,,,263000000.0,-92000000.0,17000000.0,135000000.0,,,-109000000.0,293000000.0,553000000.0,,2000000.0,,,,,,,,,,,,,,,,
