,trailingNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,annualRepaymentOfDebt,quarterlyCapitalStock,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualEbitda,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyStockholdersEquity,annualBasicAverageShares,annualChangeInCashSupplementalAsReported,annualDilutedEPS,annualOtherIntangibleAssets,annualBasicEPS,quarterlyOtherIntangibleAssets,annualInterestExpense,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,annualCapitalStock,trailingOperatingCashFlow,annualTotalNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,trailingGrossProfit,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCapitalExpenditure,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,trailingInterestExpense,trailingRepaymentOfDebt,annualNetIncomeContinuousOperations,annualOtherNonCashItems,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,trailingNetOtherFinancingCharges,annualInventory,annualAccumulatedDepreciation,trailingTaxProvision,annualNetOtherFinancingCharges,annualStockBasedCompensation,annualCurrentDebt,annualCostOfRevenue,quarterlyOtherCurrentLiabilities,annualBeginningCashPosition,annualOperatingExpense,annualGrossProfit,quarterlyAccumulatedDepreciation,quarterlyRetainedEarnings,annualNonCurrentDeferredTaxesLiabilities,quarterlyNetPPE,annualTotalLiabilitiesNetMinorityInterest,annualChangeInInventory,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingFreeCashFlow,trailingOperatingExpense,quarterlyCurrentAssets,trailingCostOfRevenue,trailingNetIncome,trailingBeginningCashPosition,trailingPurchaseOfBusiness,quarterlyOtherShortTermInvestments,quarterlyGoodwill,annualChangeInWorkingCapital,annualNetOtherInvestingChanges,annualRetainedEarnings,annualGoodwill,annualNetIncome,annualOtherShortTermInvestments,quarterlyAccountsReceivable,annualCashDividendsPaid,annualPretaxIncome,annualCommonStockIssuance,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualTotalRevenue,trailingOperatingIncome,annualOtherCurrentAssets,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyLongTermDebt,annualInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualAccountsPayable,trailingInvestingCashFlow,annualTotalAssets,trailingSaleOfInvestment,annualTaxProvision,trailingPurchaseOfInvestment,annualLongTermDebt,annualOperatingIncome,annualEndCashPosition,trailingTotalRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,quarterlyCurrentDebt,annualDepreciationAndAmortization,annualCurrentLiabilities,quarterlyOtherNonCurrentAssets,annualCashAndCashEquivalents,annualSaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInventory,trailingEndCashPosition,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentAssets,annualOtherNonCurrentAssets,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualRepurchaseOfCapitalStock,trailingPretaxIncome,annualDilutedAverageShares,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyFreeCashFlow,quarterlyChangeInWorkingCapital,trailingDilutedAverageShares,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,trailingCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyNetOtherFinancingCharges,trailingStockBasedCompensation,trailingCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlySaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyOtherNonCashItems,quarterlyChangesInAccountReceivables,quarterlyCostOfRevenue,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualDeferredIncomeTax,annualInvestmentsAndAdvances,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyDeferredIncomeTax,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingChangeInWorkingCapital,trailingChangeInInventory,trailingSellingGeneralAndAdministration,annualNonCurrentDeferredRevenue,quarterlyCashDividendsPaid,quarterlyInvestmentsAndAdvances,quarterlyTotalRevenue,quarterlyNetIncome,quarterlyTaxProvision,quarterlyChangeInInventory,annualChangesInAccountReceivables,annualGainsLossesNotAffectingRetainedEarnings,trailingBasicEPS,annualChangeInAccountPayable,quarterlyEndCashPosition,quarterlyOperatingIncome,quarterlyChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyEbitda,quarterlyResearchAndDevelopment,quarterlyCurrentAccruedExpenses,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingChangeInAccountPayable,annualIncomeTaxPayable,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyBasicEPS,annualResearchAndDevelopment,quarterlyIncomeTaxPayable,annualCurrentDeferredRevenue,quarterlyGrossProfit,trailingBasicAverageShares,quarterlyDepreciationAndAmortization,quarterlyRepaymentOfDebt,trailingDeferredIncomeTax,trailingDepreciationAndAmortization,quarterlyDilutedEPS,trailingResearchAndDevelopment,quarterlyNetOtherInvestingChanges,trailingOtherNonCashItems,quarterlyDilutedAverageShares,trailingRepurchaseOfCapitalStock
1246320000,,,,195756000.0,,,,,,6278049000.0,,,,,,186352000.0,,839457000.0,,,,,83855000.0,,,839457000.0,,0.0,203495000.0,,,,,,,,,,,,,,,0.0,,,,,893832000.0,,3739750000.0,,,3739750000.0,1798028000.0,,,1444855000.0,,,,,0.0,2756145000.0,,,,,,,81953000.0,,,,,9303989000.0,10748844000.0,,,,,,471365000.0,,1685473000.0,,,,,,,,,,,2240693000.0,,406487000.0,,,0.0,,,4038721000.0,111459000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,,0.0,-43865000.0,195836000.0,265090000.0,560695000.0,705916000.0,,4889262000.0,6433588000.0,1957714000.0,95492000.0,0.1352,182210000.0,0.1354,182210000.0,126963000.0,963861000.0,,195836000.0,,9755016000.0,86560000.0,,,969543000.0,-527726000.0,6082000.0,214669000.0,,,302319000.0,114235000.0,-283796000.0,,,101856000.0,-595293000.0,,13729000.0,3715000.0,562035000.0,1176376000.0,560695000.0,863882000.0,603906000.0,849106000.0,-595293000.0,,86560000.0,4293969000.0,4442294000.0,-52516000.0,4889262000.0,2153032000.0,,,1575401000.0,,,,,5682000.0,2752733000.0,179144000.0,-206474000.0,,2752733000.0,265090000.0,5682000.0,330140000.0,-19576000.0,393944000.0,2248000.0,-66674000.0,9755016000.0,11330417000.0,2025482000.0,,6082000.0,,330140000.0,2202702000.0,-836015000.0,0.0,214669000.0,,11330417000.0,,91625000.0,,2202702000.0,245200000.0,963861000.0,,2289262000.0,6433588000.0,562035000.0,185009000.0,2153032000.0,0.0,963861000.0,,4442294000.0,101856000.0,,461052000.0,2289262000.0,1575401000.0,0.0,4293969000.0,969543000.0,,,1960610000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,,196379000.0,,,,,,6648547000.0,,,,,,180444000.0,,1295143000.0,,,,,90035000.0,,,1919982000.0,,8232000.0,1339943000.0,,,,,,,,,,,,,,,0.0,,,,,1271303000.0,,4446936000.0,,,,3131233000.0,,,2064089000.0,,,,,624839000.0,2781292000.0,,,,,,,,,,,,10205563000.0,12269652000.0,,,,,,1934346000.0,,0.0,,,,,,,,,,,2024381000.0,,1507309000.0,,,0.0,,,5155614000.0,129155000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,,0.0,-826868000.0,244879000.0,435797000.0,0.0,965739000.0,,5338527000.0,8563437000.0,2186260000.0,425010000.0,0.1993,182107000.0,0.1993,182107000.0,141859000.0,1433941000.0,,244879000.0,,12669017000.0,142780000.0,,,1433941000.0,-754401000.0,9016000.0,1653981000.0,,,489806000.0,79567000.0,-350783000.0,,,147885000.0,,,-109724000.0,620000.0,2792403000.0,0.0,0.0,963861000.0,2651233000.0,2981420000.0,,,142780000.0,5338527000.0,5747672000.0,-27725000.0,5338527000.0,4701206000.0,,,2213782000.0,,,,,,3753293000.0,203613000.0,40000000.0,,3753293000.0,435797000.0,,622940000.0,-39203000.0,626248000.0,7596000.0,-153053000.0,12669017000.0,14882799000.0,2981420000.0,,9016000.0,,622940000.0,903686000.0,-874675000.0,0.0,1653981000.0,,14882799000.0,,136442000.0,,903686000.0,330187000.0,1433941000.0,,1046466000.0,8563437000.0,2792403000.0,197632000.0,4701206000.0,0.0,1433941000.0,,5747672000.0,147885000.0,,601348000.0,1046466000.0,2213782000.0,0.0,5338527000.0,1433941000.0,,,2186544000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,,246035000.0,,,,,,9007382000.0,,,,,,182420000.0,,1386629000.0,,,,,155186000.0,,,1386629000.0,,9526000.0,1883655000.0,,,,,,,,,,,,,,,0.0,,,,,1773469000.0,,5742909000.0,,,,4535228000.0,,,2342765000.0,,,,,,3559303000.0,,,,,,,763535000.0,,,,,13453908000.0,15796673000.0,,,,,,1501176000.0,,0.0,,,,,,,,,,,1656362000.0,,2384030000.0,,,0.0,,,6191590000.0,183075000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,,0.0,-3110791000.0,246035000.0,708754000.0,0.0,1422175000.0,,7468476000.0,9615314000.0,2457917000.0,622061000.0,0.2882,182910000.0,0.2884,182910000.0,141885000.0,2071086000.0,,246035000.0,,14685424000.0,205900000.0,,,2071086000.0,-912847000.0,9786000.0,2262579000.0,,,776593000.0,71603000.0,-213989000.0,,,387702000.0,-1044283000.0,,37290000.0,0.0,1512629000.0,2754861000.0,0.0,1248814000.0,980093000.0,1566483000.0,-1044283000.0,2161243000.0,205900000.0,6424193000.0,7884151000.0,-215936000.0,7468476000.0,4290724000.0,,,3497982000.0,,,,,,3848101000.0,-79745000.0,76544000.0,2161243000.0,3848101000.0,708754000.0,,1029408000.0,-73810000.0,1033536000.0,40255000.0,-284604000.0,14685424000.0,18183406000.0,4321344000.0,,9786000.0,,1029408000.0,3373911000.0,-1030741000.0,0.0,2262579000.0,,18183406000.0,,256943000.0,,3373911000.0,586390000.0,51628000.0,,3593427000.0,9615314000.0,1512629000.0,246754000.0,4290724000.0,0.0,2071086000.0,,7884151000.0,387702000.0,,628243000.0,3593427000.0,3497982000.0,0.0,6424193000.0,2071086000.0,,,2459540000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,,246035000.0,,,,,,9816143000.0,,,,,,178411000.0,,1855087000.0,,,,,218570000.0,,,2011845000.0,,9522000.0,511420000.0,,,,,,,,,,,,,,,1346717000.0,,,,,2514674000.0,,6636862000.0,,,6636862000.0,4549987000.0,,,3621540000.0,,,,,156758000.0,3853931000.0,,,,,,,302250000.0,,,,,14993378000.0,18614918000.0,,,,,,3300996000.0,,0.0,,,,,,,,,,,3538666000.0,,1730307000.0,,,159494000.0,,,8088653000.0,558446000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,0.0,-2688693000.0,246035000.0,840798000.0,0.0,1666667000.0,,9261781000.0,10481716000.0,2460345000.0,513269000.0,0.341,177089000.0,0.3417,177089000.0,145475000.0,2479484000.0,,246035000.0,,16909044000.0,236306000.0,,,2698786000.0,-1624544000.0,9961000.0,592348000.0,,,936155000.0,107102000.0,-404116000.0,,,394596000.0,-1304897000.0,,44550000.0,,1946359000.0,3219970000.0,0.0,1922503000.0,1219840000.0,1963496000.0,-1304897000.0,,236306000.0,7956884000.0,9968323000.0,3459000.0,9261781000.0,5573782000.0,,,4346240000.0,,,,,219302000.0,4284965000.0,276191000.0,40000000.0,,4284965000.0,840798000.0,219302000.0,412371000.0,-123017000.0,1235548000.0,0.0,-549720000.0,16909044000.0,21255284000.0,5183466000.0,,9961000.0,-70719000.0,412371000.0,4139243000.0,-1650903000.0,0.0,592348000.0,,21255284000.0,,299393000.0,,4139243000.0,743656000.0,2479484000.0,,4394541000.0,10481716000.0,1946359000.0,285644000.0,5573782000.0,91706000.0,2479484000.0,43120000.0,9968323000.0,394596000.0,,1074824000.0,4394541000.0,4346240000.0,91706000.0,7956884000.0,2698786000.0,,,2465723000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,,261286000.0,,,,,,11964666000.0,,,,,,176144000.0,,2235375000.0,,,,,245698000.0,,,2566259000.0,,11183000.0,639836000.0,,,,,,,,,,,,,,,0.0,,,,,,,8550184000.0,,,8550184000.0,6320147000.0,,,4495892000.0,,,,,330884000.0,5482918000.0,,,,,,,484220000.0,,,,,18975004000.0,23470896000.0,,,,,,4091522000.0,,0.0,,,,,,,,,,,4348260000.0,,2039166000.0,,,120284000.0,,,10668407000.0,512406000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,0.0,-2393827000.0,261286000.0,1106286000.0,0.0,2111791000.0,,11300877000.0,12531303000.0,2605489000.0,-325698000.0,0.4234,174621000.0,0.4246,174621000.0,159971000.0,2230363000.0,,261286000.0,,20581752000.0,275823000.0,,,2604634000.0,-1724080000.0,11663000.0,870155000.0,,,1226343000.0,109486000.0,-1663367000.0,,,588281000.0,-1593374000.0,,70141000.0,,2418883000.0,4274570000.0,0.0,2479484000.0,1516092000.0,2441139000.0,-1593374000.0,,275823000.0,9707503000.0,12150413000.0,-157884000.0,11300877000.0,7382747000.0,,,5046924000.0,,,,,374271000.0,5797674000.0,117003000.0,40000000.0,,5797674000.0,1106286000.0,374271000.0,644465000.0,-156771000.0,1608852000.0,939854000.0,-673563000.0,20581752000.0,25628676000.0,6715709000.0,,11663000.0,-154969000.0,644465000.0,4481535000.0,-2983240000.0,0.0,870155000.0,,25628676000.0,,382509000.0,,4481535000.0,925047000.0,2230363000.0,,4767666000.0,12531303000.0,2418883000.0,330551000.0,7382747000.0,123066000.0,2230363000.0,,12150413000.0,588281000.0,,1050517000.0,4767666000.0,5046924000.0,123066000.0,9707503000.0,2604634000.0,,,2612777000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,,261558000.0,,,,,,12580081000.0,,,,,,166609000.0,,2171326000.0,,,,,310061000.0,,,2550468000.0,,13347000.0,820126000.0,,,,,,,,,,,,,,,2782307000.0,,,,,4434623000.0,,10403827000.0,,,10403827000.0,7708784000.0,,,5106537000.0,,,,,379142000.0,6119353000.0,,,,,,,607956000.0,,,,,21620360000.0,26726897000.0,,,,,,5106847000.0,,0.0,,,,,,,,,,,5425905000.0,,2444993000.0,,,0.0,,,13134689000.0,658488000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,,0.0,-3029823000.0,263266000.0,1054189000.0,600433000.0,2116200000.0,,13376651000.0,13253951000.0,2623056000.0,-693878000.0,0.4008,608608000.0,0.4019,608608000.0,170334000.0,1451652000.0,,263266000.0,,22974268000.0,440603000.0,,,1796566000.0,-2063855000.0,23827000.0,1028183000.0,,,1180974000.0,127345000.0,-1013041000.0,,,565951000.0,-1900618000.0,,72601000.0,,2482814000.0,5127833000.0,600433000.0,2230363000.0,1687961000.0,2754000000.0,-1900618000.0,,440603000.0,11476033000.0,12905761000.0,2929000.0,13376651000.0,7389383000.0,,,4375971000.0,,,,,344914000.0,5890298000.0,190225000.0,40000000.0,,5890298000.0,1054189000.0,344914000.0,743444000.0,-53780000.0,1531059000.0,10163000.0,-805582000.0,22974268000.0,27350239000.0,7881833000.0,,23827000.0,,743444000.0,5068827000.0,-2594945000.0,0.0,1028183000.0,,27350239000.0,,350085000.0,,5068827000.0,1066039000.0,1451652000.0,,5516378000.0,13253951000.0,2482814000.0,401700000.0,7389383000.0,0.0,1451652000.0,29357000.0,12905761000.0,565951000.0,,1258273000.0,5516378000.0,4375971000.0,0.0,11476033000.0,1796566000.0,,,2629989000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,,264291000.0,,,,,,13674178000.0,,,,,,598196000.0,,1625299000.0,,,,,447762000.0,,,1895294000.0,,23855000.0,1056066000.0,,,,,,,,,,,,,,,866082000.0,,,,,5628744000.0,,12209348000.0,,,12209348000.0,7417006000.0,,,4541995000.0,,,,,269995000.0,6002263000.0,,,,,,,774625000.0,,,,,24099786000.0,28641781000.0,,,,,,5878579000.0,,0.0,,,,,,,,,,,6332386000.0,,2193523000.0,,,0.0,,,13749392000.0,584265000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,0.0,-3465623000.0,266506000.0,807042000.0,705113000.0,1910763000.0,,14766007000.0,13478084000.0,2649961000.0,807893000.0,0.3043,560257000.0,0.3045,560257000.0,176832000.0,2138388000.0,,266506000.0,,24213259000.0,437165000.0,,,2376326000.0,-2035414000.0,25763000.0,941764000.0,,,924532000.0,147659000.0,-274227000.0,,,558421000.0,-2209263000.0,,46478000.0,,3183174000.0,4935953000.0,705113000.0,1451652000.0,1764695000.0,2782340000.0,-2209263000.0,5756013000.0,437165000.0,12556744000.0,14170668000.0,-17606000.0,14766007000.0,8148320000.0,,,4657265000.0,,,,,237938000.0,5732259000.0,327105000.0,114063000.0,5756013000.0,5732259000.0,807042000.0,237938000.0,734598000.0,-97414000.0,1268043000.0,40593000.0,-618829000.0,24213259000.0,28870524000.0,7718293000.0,,25763000.0,-65681000.0,734598000.0,5585183000.0,-1770003000.0,0.0,941764000.0,,28870524000.0,,343511000.0,,5585183000.0,1017645000.0,2138388000.0,,6022348000.0,13478084000.0,3183174000.0,448925000.0,8148320000.0,0.0,2138388000.0,106976000.0,14170668000.0,558421000.0,,1416585000.0,6022348000.0,4657265000.0,0.0,12556744000.0,2376326000.0,,,2651932000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,266506000.0,,,,,,13462255000.0,,,,,,530165000.0,,2507256000.0,,,,,419789000.0,,,2717959000.0,,26229000.0,996480000.0,,,,,,,,,,,,,,,0.0,,,,,6309198000.0,,12956837000.0,,,12956837000.0,7790018000.0,,,4747914000.0,,,,,210703000.0,5586372000.0,,,,,,,645957000.0,,,,,24543919000.0,29291833000.0,,,,,,6422688000.0,,0.0,,,,,,,,,,,6842477000.0,,2671320000.0,,,0.0,,,14632495000.0,501509000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,0.0,-5278421000.0,271160000.0,973997000.0,0.0,2201300000.0,,15698350000.0,13499351000.0,2686298000.0,-688563000.0,0.3626,505499000.0,0.3626,505499000.0,246468000.0,1351072000.0,,271160000.0,,24485059000.0,408526000.0,,,1578629000.0,-1979454000.0,26602000.0,1045416000.0,,,1093270000.0,221103000.0,-291672000.0,,,492838000.0,-2455607000.0,,3401000.0,,2652660000.0,4311500000.0,0.0,2138388000.0,1846521000.0,2869650000.0,-2455607000.0,6696799000.0,408526000.0,13242743000.0,13362927000.0,29415000.0,15698350000.0,7770249000.0,,,3542051000.0,,,,,227557000.0,5349340000.0,656073000.0,108653000.0,6696799000.0,5349340000.0,973997000.0,227557000.0,653540000.0,-62851000.0,1455403000.0,0.0,-312784000.0,24485059000.0,28027110000.0,7181150000.0,,26602000.0,-2951000.0,653540000.0,5184152000.0,-1595902000.0,0.0,1045416000.0,,28027110000.0,,362133000.0,,5184152000.0,1023129000.0,1351072000.0,,5592678000.0,13499351000.0,2652660000.0,480000000.0,7770249000.0,0.0,1351072000.0,10381000.0,13362927000.0,492838000.0,,1666670000.0,5592678000.0,3542051000.0,0.0,13242743000.0,1578629000.0,,,2686298000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,,271160000.0,,,,,,14080746000.0,,,,,,510939000.0,,1510386000.0,,,,,422309000.0,,,1683999000.0,,26628000.0,1023199000.0,,,,,,,,,,,,,,,0.0,,,,,7293676000.0,,14165004000.0,,,14165004000.0,9615611000.0,,,3698918000.0,,,,,173613000.0,5515621000.0,,,,,,,714030000.0,,,,,26093427000.0,29792345000.0,,,,,,4404924000.0,,0.0,,,,,,,,,,,4862190000.0,,3973919000.0,,,0.0,,,14477801000.0,523485000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,,-4284091000.0,276869000.0,1365385000.0,,2715181000.0,,18821161000.0,15845033000.0,2737878000.0,154608000.0,0.4987,523472000.0,0.4987,523472000.0,257036000.0,1605300000.0,,276869000.0,,28612173000.0,454100000.0,,,1726090000.0,-1863262000.0,27450000.0,1197993000.0,,,1512281000.0,232881000.0,-409790000.0,,,636619000.0,-3148383000.0,,57141000.0,,3756975000.0,5552365000.0,,1351072000.0,1918118000.0,3207418000.0,-3148383000.0,,454100000.0,15672778000.0,15576994000.0,-106125000.0,18821161000.0,9922155000.0,,,4162637000.0,,,,,120790000.0,5824172000.0,229147000.0,,,5824172000.0,1365385000.0,120790000.0,710349000.0,-49315000.0,1917654000.0,,-348423000.0,28612173000.0,32774810000.0,8759783000.0,,27450000.0,0.0,710349000.0,5071862000.0,-1880072000.0,,1197993000.0,,32774810000.0,,405373000.0,,5071862000.0,1289300000.0,1605300000.0,,5654839000.0,15845033000.0,3756975000.0,520534000.0,9922155000.0,,1605300000.0,149876000.0,15576994000.0,636619000.0,,1514839000.0,5654839000.0,4162637000.0,,15672778000.0,1726090000.0,,,2737878000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,276869000.0,,,,,,15936288000.0,,,,,,516532000.0,,1681825000.0,,,,,493443000.0,,,1744934000.0,,29979000.0,1047406000.0,,,,,,,,,,,,,,,3065119000.0,,,,,,,16326704000.0,,,16326704000.0,11486873000.0,,,4256813000.0,,,,,63109000.0,5747384000.0,,,,,,,678217000.0,,,,,29494439000.0,33751252000.0,,,,,,4360412000.0,,,,,,,,,,,,,4853855000.0,,5086298000.0,,,,,,16340728000.0,619897000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,,-5400704000.0,281003000.0,1224274000.0,,2810079000.0,,19996863000.0,16229197000.0,2789529000.0,100880000.0,0.4389,492669000.0,0.4389,492669000.0,309660000.0,1611487000.0,,281003000.0,,29529988000.0,495900000.0,,,1667712000.0,-2430138000.0,25629000.0,1248393000.0,,,1413149000.0,291837000.0,-138076000.0,,,575250000.0,-3444313000.0,,169209000.0,,2808223000.0,8098571000.0,,1605300000.0,2091056000.0,3688431000.0,-3444313000.0,,495900000.0,16552550000.0,16245290000.0,28239000.0,19996863000.0,9006339000.0,,,4484618000.0,,,,,56225000.0,5522253000.0,-280243000.0,,,5522253000.0,1224274000.0,56225000.0,871480000.0,-107911000.0,1892130000.0,,-1146415000.0,29529988000.0,34014606000.0,11787002000.0,,25629000.0,-114060000.0,871480000.0,6720751000.0,-2150329000.0,,1248393000.0,,34014606000.0,,478981000.0,,6720751000.0,1597375000.0,1611487000.0,,7238951000.0,16229197000.0,2808223000.0,588344000.0,9006339000.0,,1611487000.0,58279000.0,16245290000.0,575250000.0,,1283723000.0,7238951000.0,4484618000.0,,16552550000.0,1667712000.0,,,2789529000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,1316453000.0,,,281003000.0,,,,346104000.0,,16573459000.0,,,,,,482872000.0,,1959517000.0,-2344891000.0,,1461143000.0,,504523000.0,3801971000.0,,2002848000.0,,,1169886000.0,349044000.0,-7862205000.0,,,,1518490000.0,229472000.0,,,490613000.0,,,,,,,,,,,,17390259000.0,,,17390259000.0,10269024000.0,-883748000.0,2113111000.0,4656813000.0,8913201000.0,1316453000.0,1681825000.0,-142979000.0,43331000.0,5518483000.0,,,,,,,852358000.0,,,,,30750788000.0,35407601000.0,,1688860000.0,,,,6418607000.0,,,,-2176450000.0,,15072000.0,,-127582000.0,,,,12715172000.0,6989195000.0,,3918727000.0,,,,,,17258219000.0,586015000.0,2027929000.0,,,,,,,,2009103000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
