,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualLongTermDebt,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,annualTotalAssets,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,annualStockholdersEquity,quarterlyAccountsReceivable,quarterlyGoodwill,annualCurrentLiabilities,annualDilutedEPS,quarterlyCostOfRevenue,quarterlyOtherIncomeExpense,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,annualInventory,quarterlyOtherShortTermInvestments,quarterlyDilutedEPS,annualRetainedEarnings,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,trailingOperatingCashFlow,annualAccountsReceivable,annualSaleOfInvestment,annualCommonStockIssuance,annualGoodwill,annualCapitalStock,quarterlyInventory,annualStockBasedCompensation,annualGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,annualNetPPE,trailingGrossProfit,annualOperatingIncome,annualOtherIntangibleAssets,annualOtherShortTermInvestments,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualChangeInAccountPayable,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBeginningCashPosition,annualEbitda,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,trailingTotalRevenue,annualEndCashPosition,trailingChangeInCashSupplementalAsReported,trailingEndCashPosition,quarterlyCurrentDebt,annualCashAndCashEquivalents,trailingPretaxIncome,annualNetOtherInvestingChanges,annualGrossPPE,quarterlyInterestExpense,annualPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualIncomeTaxPayable,quarterlyFreeCashFlow,quarterlyTotalAssets,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyDilutedAverageShares,annualInvestmentsAndAdvances,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyBasicEPS,annualDeferredIncomeTax,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyIncomeTaxPayable,quarterlyGrossPPE,annualAccumulatedDepreciation,annualCapitalExpenditure,annualSellingGeneralAndAdministration,annualChangesInAccountReceivables,annualRepurchaseOfCapitalStock,quarterlyOperatingIncome,trailingInterestExpense,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,quarterlyEbitda,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,annualNetOtherFinancingCharges,quarterlyBasicAverageShares,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualInterestExpense,annualRepaymentOfDebt,quarterlyGrossProfit,annualTotalRevenue,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTotalNonCurrentAssets,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyOperatingExpense,quarterlyCurrentAssets,quarterlyCurrentDeferredRevenue,annualResearchAndDevelopment,quarterlySellingGeneralAndAdministration,annualGrossProfit,annualBasicAverageShares,annualChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualOtherCurrentAssets,annualTaxProvision,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyTotalRevenue,annualChangeInInventory,trailingTaxProvision,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,annualPurchaseOfBusiness,annualCurrentDeferredRevenue,annualCostOfRevenue,annualFreeCashFlow,annualNetIncome,annualCurrentDebt,annualCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyCashDividendsPaid,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,quarterlyPurchaseOfInvestment,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyChangesInAccountReceivables,trailingBasicEPS,trailingChangeInWorkingCapital,quarterlyStockBasedCompensation,trailingCommonStockIssuance,trailingDilutedAverageShares,trailingPurchaseOfInvestment,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingSaleOfInvestment,trailingChangeInInventory,quarterlyCommonStockIssuance,trailingRepaymentOfDebt,quarterlyDepreciationAndAmortization,trailingRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,trailingChangeInAccountPayable,trailingChangesInAccountReceivables,trailingBasicAverageShares,trailingCashDividendsPaid,trailingPurchaseOfBusiness,trailingCapitalExpenditure,quarterlyPurchaseOfBusiness,trailingCashFlowFromContinuingFinancingActivities,trailingNetOtherInvestingChanges,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure
1254268800,,8055754000.0,8055754000.0,,,16897940000.0,,-26503630000.0,,,,,,,,,,,,270760000.0,-73475000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42039149000.0,,,,,,,,,,,,,134212000.0,,-5844288000.0,,,,16897940000.0,,,8055754000.0,,,,,,,,,,,,,,,,,,,,11436770000.0,,,,,,,,15976913000.0,,,-37557282000.0,,,,,,,,,28288099000.0,,-37557282000.0,15415200000.0,,,,16851329000.0,,,,8810940000.0,,,,,,,3306661000.0,,,,11362415000.0,,28558859000.0,,,,-5844288000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,-40540707000.0,9028175000.0,9028175000.0,44771714329.0,0.0,17962084000.0,,7123090000.0,18570061000.0,1361265000.0,-8302845000.0,242268223000.0,,7439620000.0,173935503000.0,6397601000.0,,31041950000.0,0.66,27173237000.0,304695000.0,,138073000.0,3145855000.0,29452364000.0,,108694167000.0,18570061000.0,4846761000.0,7439620000.0,-10652415000.0,,6397601000.0,12687081000.0,,,949299000.0,3145855000.0,,22162942000.0,0.66,165319871000.0,,40331483000.0,1230127000.0,29452364000.0,385895000.0,52067401000.0,22615037000.0,52857884000.0,52067401000.0,6484381000.0,23065480000.0,37290770000.0,15415200000.0,57298532000.0,949299000.0,-9403287000.0,,22615037000.0,,,122092000.0,22615037000.0,,1025973000.0,246205377000.0,147939000.0,40821091000.0,10792693000.0,0.0,68332720000.0,,-25664701000.0,242268223000.0,,9028175000.0,1230127000.0,,4846761000.0,0.0,,171396759000.0,,,,,0.0,21913557000.0,,246205377000.0,-80885506000.0,-43626785000.0,2263957000.0,-7482513000.0,,12427383000.0,,,70871464000.0,23065480000.0,22162942000.0,2308035000.0,,17803732000.0,29485575000.0,1361265000.0,29303373000.0,-34907000.0,,,173935503000.0,138073000.0,2913890000.0,534539000.0,-500000000.0,8814640000.0,105195077000.0,-12263307000.0,22615037000.0,171396759000.0,,31041950000.0,-3612743000.0,70871464000.0,,,-7493443000.0,62245040000.0,44669199984.0,1706388000.0,68332720000.0,2308035000.0,11335516000.0,3703816000.0,108694167000.0,165319871000.0,37290770000.0,12731991000.0,,35987877000.0,-678572000.0,,29485575000.0,1424313000.0,-80885506000.0,19761618000.0,,,42950037000.0,9231099000.0,29485575000.0,122092000.0,-14175349000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,,,227894000.0,,,,,0.0,,,,,,16564065000.0,,,,,,,,,22236544000.0,,,13797681000.0,4970358000.0,15208618000.0,,,,,,,,3514542000.0,,,,,,,,,,,31824103000.0,,54060647000.0,,,,,,949299000.0,,,,,,14458305000.0,,,,,,,,103854000.0,92131327000.0,,,283633890000.0,,,1293983000.0,,,,,206769600000.0,,,,,,,,,,,,,,,,,,27223809000.0,,2725036000.0,,,,,,,,,191502563000.0,,,,,,,,,,,50299226000.0,,76864290000.0,,,,,,,,,,,,200401405000.0,41832101000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,12929995000.0,12929995000.0,,30801000000.0,21583099000.0,,5026915000.0,,,,,,,,,,,,5454279000.0,-400657000.0,,,,,,,12292000000.0,,,,,,,,,,,,,,,,,,,,,37119000000.0,,37119000000.0,,,,31824103000.0,,43078000000.0,,,,,,,,,,,328114000.0,,-9471841000.0,6304000000.0,93356000000.0,,21583099000.0,288977000000.0,,12929995000.0,,,,,,206871000000.0,,,,,,,,,,,,,,17969977000.0,,,,,,44987000000.0,,26409041000.0,,,-7084343000.0,,,,195621000000.0,,,,,41654400000.0,,-7084343000.0,37119300000.0,,,50263000000.0,23684423000.0,82106000000.0,,,11821176000.0,,,,,,,4525487000.0,,200567000000.0,43093000000.0,17455482000.0,,47108679000.0,,,,-9471841000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,-64800013000.0,15491848000.0,15491848000.0,44821187466.0,1885292000.0,23982546000.0,,3384143000.0,11716049000.0,0.0,252621000.0,327926243000.0,,13122064000.0,215765947000.0,10865442000.0,,69410086000.0,1.21,30966524000.0,1491081000.0,,76188000.0,4076296000.0,33955797000.0,,,11716049000.0,10484816000.0,13122064000.0,-38480100000.0,,20234732000.0,34087084000.0,,1874108000.0,949299000.0,4076296000.0,,,1.22,212330626000.0,,71431884000.0,1148093000.0,33955797000.0,1736281000.0,73526820000.0,39571023000.0,83498246000.0,73526820000.0,2258240000.0,36710693000.0,42750210000.0,37119300000.0,101559109000.0,949299000.0,-1284190000.0,,39571023000.0,,,21630674000.0,39571023000.0,,1055578000.0,320505586000.0,454323000.0,72649991000.0,8605415000.0,1435781000.0,112160296000.0,,-16838182000.0,327926243000.0,,15491848000.0,3022201000.0,,1781090000.0,1885292000.0,,227273424000.0,,,,-15247173000.0,10139507000.0,45475077000.0,,320505586000.0,-108174960000.0,-40820728000.0,3062608000.0,-6771263000.0,,19588584000.0,,,100652819000.0,34057481000.0,,2636015000.0,,27593009000.0,54409548000.0,0.0,37422178000.0,-513785000.0,,,215765947000.0,76188000.0,17414043000.0,1222023000.0,-4303789000.0,21822461000.0,183053085000.0,-28433413000.0,39571023000.0,227273424000.0,,69410086000.0,2233877000.0,100652819000.0,2016858000.0,,-10076892000.0,116906961000.0,44669199984.0,-2351445000.0,112160296000.0,2814971000.0,18240443000.0,5226843000.0,,212330626000.0,42750210000.0,20718691000.0,,52788985000.0,-440041000.0,,54409548000.0,7835010000.0,-108174960000.0,22615037000.0,-20760607000.0,2016858000.0,66146124000.0,42677518000.0,54409548000.0,21630674000.0,-14389805000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,,,3368000000.0,,,,,0.0,,,,,,22278000000.0,,,,,,,,,0.0,,,18667000000.0,22573000000.0,7159000000.0,,,,,,,,3916000000.0,,,,,,,,,,,23022000000.0,,23022000000.0,,,,,,949000000.0,,,,,,21991000000.0,,,,,,,,9629000000.0,117033000000.0,,,362427000000.0,,,1143000000.0,,,,,229674000000.0,,,,,,,,,,,,,,,,,,37123000000.0,,45162000000.0,,,,,,,,,245394000000.0,,,,,,,,,,,71134000000.0,,132753000000.0,,,,,,,,,,,185133000000.0,196329000000.0,45899000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,-99036000000.0,,,44853615010.0,2664000000.0,,,,18076000000.0,0.0,93228000000.0,384264000000.0,,5488000000.0,262856000000.0,10604000000.0,,70216000000.0,1.57,,,,,4380000000.0,47943000000.0,,261907000000.0,18076000000.0,22997000000.0,5488000000.0,-206266000000.0,,20662000000.0,178755000000.0,,,949000000.0,4380000000.0,,,1.57,220567000000.0,,90629000000.0,1033000000.0,47943000000.0,2447000000.0,71621000000.0,23678000000.0,116171000000.0,71621000000.0,1404000000.0,42641000000.0,51192000000.0,,124793000000.0,949000000.0,-20246000000.0,,23678000000.0,,,19919000000.0,23678000000.0,,-12251000000.0,349572000000.0,,92565000000.0,,7744000000.0,121408000000.0,,,384264000000.0,,,1033000000.0,,22997000000.0,2664000000.0,,252341000000.0,,,,-24638000000.0,7744000000.0,49762000000.0,,349572000000.0,-129005000000.0,-52773000000.0,2854000000.0,-982000000.0,-256000000.0,,,,131923000000.0,31110000000.0,,7430000000.0,,,70255000000.0,0.0,,-1665000000.0,,,262856000000.0,,-3111000000.0,1707000000.0,-15580000000.0,,240944000000.0,,,252341000000.0,,70216000000.0,,131923000000.0,,,,140391000000.0,44668570359.0,19758000000.0,121408000000.0,7684000000.0,22310000000.0,,261907000000.0,220567000000.0,51192000000.0,,,,-319000000.0,,70255000000.0,,-129005000000.0,27287000000.0,-7933000000.0,,100553000000.0,63398000000.0,70255000000.0,19919000000.0,-20877000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,,,3504000000.0,,,,,0.0,,,,,,18241000000.0,,,,,,,,,1544000000.0,,,29347000000.0,28338000000.0,5902000000.0,,,,,,,,5189000000.0,,,,,,,,,,,13801000000.0,,15345000000.0,,,,,,949000000.0,,,,,,25643000000.0,,,,,,,,420000000.0,129996000000.0,,,414221000000.0,,,949000000.0,,,,,266528000000.0,,,,,,,,,,,,,,,,,,19589000000.0,,45601000000.0,,,,,,,,,284225000000.0,,,,,,,,,,,64892000000.0,,147693000000.0,,,,,,,,,,,228361000000.0,236764000000.0,65104000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,-63797000000.0,,,44808042330.0,1988000000.0,,,,29056000000.0,0.0,601000000.0,456070000000.0,,3403000000.0,309780000000.0,8262000000.0,,82437000000.0,1.42,,,,,5247000000.0,78685000000.0,,243143000000.0,29056000000.0,31068000000.0,3403000000.0,-151292000000.0,,23624000000.0,149901000000.0,,,949000000.0,5247000000.0,50000000.0,308831000000.0,1.43,252132000000.0,,87172000000.0,973000000.0,78685000000.0,3601000000.0,133709000000.0,55024000000.0,92574000000.0,133709000000.0,4173000000.0,23989000000.0,63853000000.0,,123357000000.0,949000000.0,2584000000.0,,55024000000.0,,,1256000000.0,55024000000.0,,7586000000.0,414121000000.0,,90172000000.0,,963000000.0,146290000000.0,12183000000.0,,456070000000.0,,,973000000.0,,31068000000.0,1988000000.0,,285176000000.0,,,,,963000000.0,50727000000.0,12183000000.0,414121000000.0,-161989000000.0,-63040000000.0,3377000000.0,-2962000000.0,0.0,,,,170894000000.0,12014000000.0,308831000000.0,7883000000.0,,,63691000000.0,0.0,,-1836000000.0,,,309780000000.0,69000000.0,31361000000.0,282000000.0,-13975000000.0,,251281000000.0,,,285176000000.0,,82437000000.0,,170894000000.0,,,,137899000000.0,44646305984.0,-5567000000.0,146290000000.0,8314000000.0,26481000000.0,,243143000000.0,252132000000.0,63853000000.0,,,,-496000000.0,,63691000000.0,,-161989000000.0,23678000000.0,-2432000000.0,177000000.0,113382000000.0,29534000000.0,63691000000.0,1256000000.0,-15635000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,,,3103000000.0,,,,,232000000.0,,,,,,31895000000.0,,,,,,,,,79437000000.0,,,84144000000.0,31199000000.0,27922000000.0,,,,,,,,8648000000.0,,,,,,,,,,,21498000000.0,,100935000000.0,,,,,,949000000.0,,,,,,45965000000.0,,,,,,,,2903000000.0,284958000000.0,,,614574000000.0,,,17314000000.0,,,,,460332000000.0,,,,,,,14474000000.0,,,,,,,,,,,40531000000.0,328667000000.0,12459000000.0,,,,,,,,,329616000000.0,,,,,,,,,,,126328000000.0,,154242000000.0,,,,,,,,,,,277709000000.0,408357000000.0,158630000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,-170032000000.0,,,44787119089.0,2386000000.0,,,,82011000000.0,220000000.0,2383000000.0,621473000000.0,,25362000000.0,341620000000.0,17593000000.0,12962000000.0,128948000000.0,1.26,,,,107000000.0,9153000000.0,77321000000.0,,279668000000.0,82011000000.0,31195000000.0,25362000000.0,-80532000000.0,,34136000000.0,83758000000.0,,12962000000.0,949000000.0,9153000000.0,11000000.0,340671000000.0,1.26,419102000000.0,,78458000000.0,4038000000.0,77321000000.0,4758000000.0,91639000000.0,14318000000.0,110891000000.0,91639000000.0,11031000000.0,48558000000.0,150905000000.0,,138860000000.0,949000000.0,18601000000.0,,14318000000.0,,,49841000000.0,14318000000.0,,-9328000000.0,633288000000.0,,80851000000.0,,4895000000.0,279853000000.0,13415000000.0,,621473000000.0,,,4038000000.0,,31195000000.0,2386000000.0,,474921000000.0,,,,,4895000000.0,74136000000.0,13415000000.0,633288000000.0,-214186000000.0,-86717000000.0,7859000000.0,-5698000000.0,0.0,,,,146552000000.0,30468000000.0,340671000000.0,10322000000.0,,,56461000000.0,220000000.0,,-3832000000.0,,,341620000000.0,107000000.0,-40540000000.0,1553000000.0,-40893000000.0,,292862000000.0,,,474921000000.0,,128948000000.0,,146552000000.0,227000000.0,,,152594000000.0,44646825847.0,3558000000.0,279853000000.0,11295000000.0,24390000000.0,,279668000000.0,419102000000.0,150905000000.0,,,,-1775000000.0,,56461000000.0,,-214186000000.0,55024000000.0,-87926000000.0,227000000.0,140268000000.0,24174000000.0,56461000000.0,49841000000.0,-20226000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,,,2349000000.0,,,,,292000000.0,,,,,,35041000000.0,,,,,,,,,80732000000.0,,,106136000000.0,33711000000.0,23859000000.0,,,,,,,,10179000000.0,,,,,,,,,,,25559000000.0,,106291000000.0,,,,,,43081000000.0,,,,,,27702000000.0,,,,,,,,5525000000.0,296717000000.0,,,663212000000.0,,,16786000000.0,,,,,496280000000.0,,,,,,,15267000000.0,,,,,,,,,,,49970000000.0,323414000000.0,14928000000.0,,,,,,,,,366495000000.0,,,,,,,,,,,120765000000.0,,166932000000.0,,,,,,,,,,,313190000000.0,437914000000.0,175952000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,-90177000000.0,,,44734774504.0,1746000000.0,,,,105383000000.0,316000000.0,3747000000.0,662859000000.0,,20189000000.0,379610000000.0,19343000000.0,13009000000.0,103498000000.0,1.35,,,,164000000.0,10608000000.0,76865000000.0,,319625000000.0,105383000000.0,30587000000.0,20189000000.0,-105718000000.0,,29441000000.0,108301000000.0,,13009000000.0,43081000000.0,10608000000.0,0.0,336529000000.0,1.35,463222000000.0,,85035000000.0,3482000000.0,76865000000.0,1179000000.0,91783000000.0,14918000000.0,110508000000.0,91783000000.0,-6387000000.0,52192000000.0,179751000000.0,,143186000000.0,43081000000.0,-19486000000.0,,14918000000.0,,,770000000.0,14918000000.0,,3383000000.0,737807000000.0,,82513000000.0,,5974000000.0,283249000000.0,8311000000.0,,662859000000.0,,,3482000000.0,,30587000000.0,1746000000.0,,522151000000.0,,,,,5974000000.0,64329000000.0,8311000000.0,737807000000.0,-274585000000.0,-95673000000.0,6613000000.0,7471000000.0,,,,,140708000000.0,31028000000.0,336529000000.0,8114000000.0,,,60199000000.0,316000000.0,,-4114000000.0,,,379610000000.0,164000000.0,845000000.0,2387000000.0,-32523000000.0,,283968000000.0,,,522151000000.0,,103498000000.0,,140708000000.0,67000000.0,,,149364000000.0,44647455984.0,-456000000.0,283249000000.0,8573000000.0,22314000000.0,,319625000000.0,463222000000.0,179751000000.0,,,,-1540000000.0,,60199000000.0,,-274585000000.0,14318000000.0,0.0,67000000.0,134604000000.0,14835000000.0,60199000000.0,31180000000.0,-20216000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,,,1654000000.0,,,,,24000000.0,,,,,,24767000000.0,,,,,,,,,90547000000.0,,,123559000000.0,30724000000.0,13801000000.0,,,,,,,,10575000000.0,,,,,,,,,,,17891000000.0,,108438000000.0,,,,,,43081000000.0,,,,,,24889000000.0,,,,,,,,6768000000.0,288868000000.0,,,671839000000.0,,,15855000000.0,,,,,520497000000.0,,,,,,,8302000000.0,,,,,,,,,,,38502000000.0,339890000000.0,7531000000.0,,,,,,,,,382971000000.0,,,,,,,,,,,93072000000.0,,151342000000.0,,,,,,,,,,,334416000000.0,457348000000.0,195796000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,-76495000000.0,,,44684819053.0,1751000000.0,,,,131060000000.0,0.0,5315000000.0,664362000000.0,,11627000000.0,386041000000.0,13173000000.0,13805000000.0,84380000000.0,0.45,,,,273000000.0,9263000000.0,89830000000.0,,321370000000.0,131060000000.0,32184000000.0,11627000000.0,-122030000000.0,,21829000000.0,111902000000.0,,13805000000.0,43081000000.0,9263000000.0,0.0,342960000000.0,0.45,454141000000.0,,20202000000.0,2618000000.0,89830000000.0,2173000000.0,101697000000.0,11867000000.0,80095000000.0,101697000000.0,-9851000000.0,32614000000.0,193941000000.0,,94252000000.0,43081000000.0,-6893000000.0,,11867000000.0,,,33398000000.0,11867000000.0,,4825000000.0,809282000000.0,,17130000000.0,,7828000000.0,278321000000.0,4647000000.0,,664362000000.0,,,2618000000.0,,32184000000.0,1751000000.0,,524151000000.0,,,,,7828000000.0,57897000000.0,4647000000.0,809282000000.0,-355141000000.0,-67674000000.0,5705000000.0,7932000000.0,,,,,140211000000.0,13301000000.0,342960000000.0,6898000000.0,,,20246000000.0,0.0,,-5283000000.0,,,386041000000.0,273000000.0,-3293000000.0,3683000000.0,-24916000000.0,,175458000000.0,,,524151000000.0,,84380000000.0,,140211000000.0,1188000000.0,,,78099000000.0,44647455984.0,-492000000.0,278321000000.0,7415000000.0,-3116000000.0,,321370000000.0,454141000000.0,193941000000.0,,,,1427000000.0,,20246000000.0,,-355141000000.0,14918000000.0,-245000000.0,1188000000.0,97359000000.0,12421000000.0,20246000000.0,33585000000.0,-20419000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,,1709000000.0,,,,,389000000.0,,,,,,23167000000.0,,,,,,,,,71229000000.0,,,124927000000.0,32872000000.0,8737000000.0,,,,,,,,10010000000.0,,,,,,,,,,,28026000000.0,,99255000000.0,,,,,,43081000000.0,,,,,,34060000000.0,,,,,,,,6694000000.0,276826000000.0,,,647800000000.0,,,16366000000.0,,,,,508837000000.0,,,,,,,7984000000.0,,,,,,,,,,,26882000000.0,327893000000.0,6178000000.0,,,,,,,,,370974000000.0,,,,,,,,,,,90811000000.0,,138963000000.0,,,,,,,,,,,313492000000.0,432644000000.0,186015000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,-27953000000.0,,,44659140488.0,1326000000.0,,,,130798000000.0,426000000.0,5345000000.0,637681000000.0,,5670000000.0,382371000000.0,10199000000.0,14748000000.0,67090000000.0,0.01,,,,449000000.0,8709000000.0,69734000000.0,,308155000000.0,130798000000.0,34261000000.0,5670000000.0,-62900000000.0,,23289000000.0,84868000000.0,,14748000000.0,43081000000.0,8709000000.0,,339290000000.0,0.01,432465000000.0,,9759000000.0,1896000000.0,69734000000.0,-9689000000.0,83469000000.0,13735000000.0,72863000000.0,83469000000.0,2491000000.0,25345000000.0,188220000000.0,,-1214000000.0,43081000000.0,-43240000000.0,,13735000000.0,,,19678000000.0,13735000000.0,,1180000000.0,873326000000.0,,-5275000000.0,,7422000000.0,255310000000.0,6775000000.0,,637681000000.0,,,1896000000.0,,34261000000.0,1326000000.0,,515636000000.0,,,,,7422000000.0,48806000000.0,6775000000.0,873326000000.0,-440861000000.0,-51347000000.0,6493000000.0,-2820000000.0,,,,,122045000000.0,10254000000.0,339290000000.0,5977000000.0,,,637000000.0,426000000.0,,-5102000000.0,,,382371000000.0,449000000.0,1670000000.0,4061000000.0,-28278000000.0,,149813000000.0,,,515636000000.0,,67090000000.0,,122045000000.0,3272000000.0,,,58565000000.0,44647455984.0,593000000.0,255310000000.0,6150000000.0,-5912000000.0,,308155000000.0,432465000000.0,188220000000.0,,,,922000000.0,,637000000.0,,-440861000000.0,11867000000.0,-284000000.0,3272000000.0,91248000000.0,21516000000.0,637000000.0,19678000000.0,-14153000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,,,1115000000.0,,,,,0.0,,,,,,22486000000.0,,,,,,,,,94936000000.0,,,122605000000.0,32918000000.0,4701000000.0,,,,,,,,8576000000.0,,,,,,,,,,,14059000000.0,,108995000000.0,,,,,,43081000000.0,,,,,,23543000000.0,,,,,,,,8019000000.0,260227000000.0,,,645075000000.0,,,15921000000.0,,,,,498730000000.0,,,,,,,7106000000.0,,,,,,,,,,,27261000000.0,341767000000.0,6281000000.0,,,,,,,,,384848000000.0,,,,,,,,,,,80464000000.0,,146345000000.0,,,,,,,,,,,274588000000.0,415208000000.0,179763000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,-64411000000.0,,,44651557953.0,1278000000.0,,,,118358000000.0,0.0,4391000000.0,617219000000.0,,3303000000.0,379975000000.0,8386000000.0,13892000000.0,61412000000.0,0.55,,,,381000000.0,7354000000.0,89738000000.0,,,118358000000.0,32686000000.0,3303000000.0,-122267000000.0,,20787000000.0,104667000000.0,,13892000000.0,43081000000.0,7354000000.0,,336894000000.0,0.55,395868000000.0,,46180000000.0,1178000000.0,89738000000.0,-5432000000.0,102310000000.0,12572000000.0,94734000000.0,102310000000.0,782000000.0,26713000000.0,175832000000.0,,100513000000.0,43081000000.0,-31271000000.0,,12572000000.0,,,13892000000.0,12572000000.0,,1450000000.0,893738000000.0,,36357000000.0,,9248000000.0,237244000000.0,6701000000.0,,617219000000.0,,,1178000000.0,,32686000000.0,1278000000.0,,478381000000.0,,,,,9248000000.0,51255000000.0,6701000000.0,893738000000.0,-497870000000.0,-47734000000.0,6861000000.0,-1073000000.0,,,,,138838000000.0,10062000000.0,336894000000.0,7874000000.0,,,24677000000.0,0.0,,,,,379975000000.0,381000000.0,-948000000.0,2899000000.0,-21921000000.0,,190806000000.0,,,478381000000.0,,61412000000.0,,138838000000.0,3096000000.0,,,97435000000.0,44647455984.0,1173000000.0,237244000000.0,8387000000.0,11680000000.0,,,395868000000.0,175832000000.0,,,,1464000000.0,,24677000000.0,,-497870000000.0,13735000000.0,-212000000.0,3096000000.0,93371000000.0,47000000000.0,24677000000.0,4901000000.0,-16448000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
