,trailingCapitalExpenditure,annualCapitalExpenditure,trailingDeferredIncomeTax,quarterlyGrossPPE,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,annualAccumulatedDepreciation,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,annualSellingGeneralAndAdministration,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualChangesInAccountReceivables,annualOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingChangeInCashSupplementalAsReported,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualCurrentAssets,trailingNetIncomeContinuousOperations,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyStockBasedCompensation,quarterlyEbitda,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,quarterlyBasicEPS,quarterlyNetOtherInvestingChanges,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,trailingChangesInAccountReceivables,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,annualInterestExpense,annualRepaymentOfDebt,quarterlyChangeInInventory,trailingGrossProfit,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCashItems,annualOtherCurrentAssets,trailingChangeInAccountPayable,trailingCostOfRevenue,trailingFreeCashFlow,annualGrossProfit,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualDilutedEPS,quarterlyTaxProvision,annualTaxProvision,quarterlyRetainedEarnings,annualInventory,trailingTaxProvision,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalNonCurrentAssets,quarterlyPretaxIncome,annualChangeInWorkingCapital,quarterlyNetPPE,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,annualOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyDilutedAverageShares,annualBasicEPS,quarterlyTotalRevenue,quarterlyOperatingIncome,annualChangeInInventory,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualCashDividendsPaid,trailingOtherNonCashItems,annualCurrentDeferredRevenue,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCostOfRevenue,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyNetIncome,annualInvestingCashFlow,annualPretaxIncome,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,annualTotalAssets,quarterlyDilutedEPS,trailingNetIncome,trailingPurchaseOfBusiness,trailingPurchaseOfInvestment,annualLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,trailingNetOtherInvestingChanges,annualStockholdersEquity,quarterlyGoodwill,annualCurrentLiabilities,trailingStockBasedCompensation,quarterlyAccountsReceivable,trailingChangeInInventory,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,annualGoodwill,annualCommonStockIssuance,annualRetainedEarnings,annualStockBasedCompensation,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,trailingChangeInWorkingCapital,quarterlyInventory,annualCapitalStock,annualDilutedAverageShares,annualAccountsReceivable,trailingOperatingIncome,annualTotalRevenue,quarterlyCashAndCashEquivalents,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,quarterlyCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,annualEndCashPosition,annualBasicAverageShares,annualOtherIncomeExpense,annualEbitda,annualNetPPE,trailingTotalRevenue,annualOperatingIncome,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualCashAndCashEquivalents,quarterlyCurrentDebt,annualNetOtherInvestingChanges,quarterlyInterestExpense,annualGrossPPE,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,trailingEndCashPosition,annualIncomeTaxPayable,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,annualGainsLossesNotAffectingRetainedEarnings,annualOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlySaleOfInvestment,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingInterestExpense,trailingCashDividendsPaid,annualSaleOfInvestment,trailingSaleOfInvestment,annualOtherShortTermInvestments,trailingResearchAndDevelopment,trailingDilutedAverageShares
1104451200,,-751000000.0,,681000000.0,-8000000.0,-167000.0,,-284000000.0,217000000.0,0.0,497000000.0,,23521000.0,4005000.0,,2123000000.0,18000000.0,,-5000000.0,,1032000000.0,,,1026000000.0,,345069000.0,323000000.0,224000000.0,-14000000.0,0.0,,-84000000.0,,61026000.0,376303000.0,,303000000.0,,,-27170000.0,,169000000.0,,9591000.0,,155011000.0,,,0.0,,,,1337000000.0,540000000.0,1032000000.0,135854000.0,-1.07,27521000.0,-4000000.0,-342000000.0,119000000.0,,,,3316000000.0,3850000000.0,79543000.0,150000000.0,397000000.0,-84000000.0,,,5091000.0,-226875000.0,,-1.07,823529000.0,221292000.0,12000000.0,3856000000.0,-84000000.0,-14000000.0,,-284000000.0,,,,703000000.0,,,79000000.0,1757000000.0,172831000.0,,0.0,154282000.0,,52022000.0,-453000000.0,-88000000.0,52022000.0,,149000000.0,4882000000.0,,,,,3167000000.0,0.0,1931000.0,,1026000000.0,,540000000.0,,490000000.0,,447226000.0,323000000.0,468000000.0,,6000000.0,-342000000.0,,3167000000.0,149000000.0,,-66728000.0,,119000000.0,1000000.0,78504673.0,490000000.0,,3094000000.0,303000000.0,3316000000.0,737000000.0,,,303000000.0,217000000.0,,303000000.0,1330000000.0,123777000.0,-64000000.0,,303000000.0,78504673.0,-381000000.0,1102000000.0,397000000.0,,634000000.0,1000000.0,149167000.0,,303000000.0,,0.0,42292000.0,681000000.0,,,,,3850000000.0,4882000000.0,1330000000.0,52022000.0,2123000000.0,36466000.0,18000000.0,0.0,3856000000.0,-54044000.0,,,,,,,,,,,,,,,,,,,
1112227200,,,,2807000000.0,,,,,256000000.0,0.0,,,6000000.0,23000000.0,,,21000000.0,,,,,,,1042000000.0,,269000000.0,,,,,,,0.12,0.0,296000000.0,100000000.0,342000000.0,,,-85000000.0,,,,-26000000.0,,138000000.0,,,,,,,,558000000.0,1050000000.0,122000000.0,,7000000.0,,-330000000.0,,,,,3301000000.0,,19000000.0,,2523000000.0,,,,-5000000.0,-165000000.0,100000000.0,,732000000.0,158000000.0,,,,,,-284000000.0,,,,,,,,,129000000.0,,0.0,39000000.0,,12000000.0,,,12000000.0,,,,0.11,,,,,0.0,1000000.0,,,,,,443000000.0,,436000000.0,302000000.0,,,,,,3143000000.0,158000000.0,,2000000.0,,149000000.0,,,,,,342000000.0,,,,,342000000.0,,,,,111000000.0,,,,,,,,,,1000000.0,303000000.0,,,,,47000000.0,,,,,,3851000000.0,4901000000.0,1328000000.0,12000000.0,0.0,0.0,,,3859000000.0,-36000000.0,,,,,,,,,,,,,,,,,,,
1120089600,,,,2982000000.0,,,,,336000000.0,0.0,,,32000000.0,21000000.0,,,17000000.0,,,,,,,1090000000.0,,341000000.0,,,,,,,0.53,-3000000.0,378000000.0,94339623.0,254000000.0,,,-264000000.0,,,,-16000000.0,,152000000.0,,,,,,,,640000000.0,1069000000.0,136000000.0,,32000000.0,,-280000000.0,,,,,3363000000.0,,82000000.0,,2698000000.0,,,,-19000000.0,-351000000.0,94339623.0,,888000000.0,226000000.0,,,,,,-284000000.0,,,,,,,,,196000000.0,,0.0,-88000000.0,,50000000.0,,,50000000.0,,,,0.48,,,,,0.0,1000000.0,,,,,,517000000.0,,510000000.0,304000000.0,,,,,,3176000000.0,187000000.0,,-1000000.0,,178000000.0,,,,,,254000000.0,,,,,254000000.0,,,,,115000000.0,,,,,,,,,,1000000.0,342000000.0,,,,,48000000.0,,,,,,4024000000.0,5093000000.0,1326000000.0,50000000.0,0.0,-1000000.0,,,4003000000.0,-155000000.0,,,,,,,,,,,,,,,,,,,
1128038400,,,,3065000000.0,,,,,243000000.0,0.0,,,49000000.0,-124000000.0,,,35000000.0,,,,,,,1181000000.0,,385000000.0,,,,,,,0.8,0.0,450000000.0,95000000.0,151000000.0,,,-160000000.0,,,,1000000.0,,181000000.0,,,,,,,,610000000.0,1073000000.0,164000000.0,,50000000.0,,-204000000.0,,,,,3397000000.0,,126000000.0,,2781000000.0,,,,-43000000.0,-220000000.0,95000000.0,,980000000.0,269000000.0,,,,,,-284000000.0,,,,,,,,,99000000.0,,0.0,-103000000.0,,76000000.0,,,76000000.0,,,,0.71,,,,,0.0,-1000000.0,,,,,,584000000.0,,530000000.0,367000000.0,,,,,,3158000000.0,239000000.0,,7000000.0,,180000000.0,,,,,,151000000.0,,,,,151000000.0,,,,,116000000.0,,,,,,,,,,1000000.0,254000000.0,,,,,52000000.0,,,,,,4115000000.0,5188000000.0,1334000000.0,76000000.0,0.0,-33000000.0,,,4007000000.0,-121000000.0,,,,,,,,,,,,,,,,,,,
1135987200,,-863000000.0,,754000000.0,112000000.0,-6000000.0,,-309000000.0,211000000.0,0.0,596000000.0,,25000000.0,44000000.0,,2252000000.0,38000000.0,,-8000000.0,,1216000000.0,,,1229000000.0,,352000000.0,420000000.0,13000000.0,0.0,0.0,,187000000.0,,3000000.0,426000000.0,,316000000.0,,,-44000000.0,,199000000.0,,9000000.0,,194000000.0,,,0.0,,,,1550000000.0,631000000.0,1216000000.0,174000000.0,1.8,34000000.0,123000000.0,-155000000.0,174000000.0,,,,3414000000.0,4058000000.0,83000000.0,-36000000.0,445000000.0,187000000.0,,,-13000000.0,-127000000.0,,1.97,963000000.0,232000000.0,-32000000.0,4045000000.0,187000000.0,-220000000.0,,-309000000.0,,,,665000000.0,,,303000000.0,2013000000.0,219000000.0,,0.0,165000000.0,,49000000.0,-553000000.0,310000000.0,49000000.0,,262000000.0,5274000000.0,,,,,3152000000.0,0.0,1000000.0,,1229000000.0,,631000000.0,,572000000.0,,537000000.0,420000000.0,462000000.0,,2000000.0,-155000000.0,,3152000000.0,262000000.0,,1000000.0,,174000000.0,1000000.0,94923858.0,572000000.0,,3563000000.0,316000000.0,3414000000.0,643000000.0,,,316000000.0,211000000.0,,316000000.0,1361000000.0,120000000.0,-80000000.0,,316000000.0,94923858.0,9000000.0,1347000000.0,445000000.0,,885000000.0,1000000.0,151000000.0,,316000000.0,,0.0,52000000.0,754000000.0,,,,,4058000000.0,5274000000.0,1361000000.0,49000000.0,2252000000.0,34000000.0,38000000.0,0.0,4045000000.0,92000000.0,,,,,,,,,,,,,,,,,,,
1143763200,,,,3131000000.0,,,,,318000000.0,0.0,,,12000000.0,104000000.0,,,52000000.0,,,,,,,1251000000.0,,300000000.0,,,,,,,0.21,0.0,353000000.0,95238095.0,331000000.0,,,-202000000.0,,,,-38000000.0,,169000000.0,,-2000000.0,,,,,,708000000.0,1179000000.0,153000000.0,,13000000.0,,-135000000.0,,,,,3402000000.0,,33000000.0,,2822000000.0,,,,-8000000.0,-264000000.0,95238095.0,,846000000.0,184000000.0,,,,,,-309000000.0,,,,,,,,,226000000.0,,0.0,15000000.0,,20000000.0,,,20000000.0,,,,0.19,,,,,0.0,,,,1328000000.0,,,494000000.0,,493000000.0,390000000.0,,,,,,3128000000.0,274000000.0,,-1000000.0,,211000000.0,,,,,,331000000.0,,,,,331000000.0,,,,,116000000.0,,,,,,,,,,1000000.0,316000000.0,,,,,54000000.0,,,,,,4182000000.0,5361000000.0,32000000.0,20000000.0,0.0,0.0,,,4110000000.0,-38000000.0,,,,,,,,,,,,,,,,,,,
1151625600,,,,3358000000.0,,,,,284000000.0,0.0,,,31000000.0,-57000000.0,,,63000000.0,,,,,,,1402000000.0,,278000000.0,,,,,,,0.58,0.0,338000000.0,96551724.0,208000000.0,,,-322000000.0,,,,17000000.0,,188000000.0,,13000000.0,,,,,,719000000.0,1109000000.0,164000000.0,,40000000.0,,-79000000.0,,,,,3409000000.0,,96000000.0,,3049000000.0,,,,55000000.0,-395000000.0,96551724.0,,995000000.0,150000000.0,,,,,,-309000000.0,,,,,,,,,143000000.0,,0.0,-123000000.0,,56000000.0,,,56000000.0,,,,0.51,,,,,0.0,,,,1341000000.0,,,566000000.0,,657000000.0,435000000.0,,,,,,3116000000.0,293000000.0,,1000000.0,,195000000.0,,,,,,208000000.0,,,,,208000000.0,,,,,128000000.0,,,,,,,,,,1000000.0,331000000.0,,,,,55000000.0,,,,,,4421000000.0,5530000000.0,31000000.0,56000000.0,0.0,62000000.0,,,4128000000.0,-252000000.0,,,,,,,,,,,,,,,,,,,
1159574400,,,,3375000000.0,,,,,267000000.0,0.0,,,49000000.0,-24000000.0,,,60000000.0,,,,,,,1501000000.0,,348000000.0,,,,,,,0.97,0.0,390000000.0,97938144.0,140000000.0,,,-102000000.0,,,,22000000.0,,174000000.0,,14000000.0,,,,,,690000000.0,1052000000.0,164000000.0,,59000000.0,,16000000.0,,,,,3297000000.0,,154000000.0,,3066000000.0,,,,-203000000.0,-192000000.0,97938144.0,,1070000000.0,216000000.0,,,,,,-309000000.0,,,,,,,,,237000000.0,,0.0,-68000000.0,,95000000.0,,,95000000.0,,,,0.85,,,,,0.0,4000000.0,,,1340000000.0,,,615000000.0,,680000000.0,423000000.0,,,,,,2957000000.0,340000000.0,,0.0,,174000000.0,,,,,,140000000.0,,,,,140000000.0,,,,,132000000.0,,,,,,,,,,1000000.0,208000000.0,,,,,62000000.0,,,,,,4436000000.0,5488000000.0,30000000.0,95000000.0,0.0,-64000000.0,,,3987000000.0,45000000.0,,,,,,,,,,,,,,,,,,,
1167523200,,-965000000.0,,4317000000.0,119000000.0,,,-1397000000.0,218000000.0,107000000.0,613000000.0,,27000000.0,39000000.0,,65000000.0,47000000.0,,-4000000.0,,1005000000.0,,,1538000000.0,,299000000.0,322000000.0,-197000000.0,3000000.0,22000000.0,,224000000.0,,0.0,317000000.0,,119000000.0,,,-22000000.0,,221000000.0,,20000000.0,,145000000.0,,-6000000.0,107000000.0,,,,1289000000.0,599000000.0,1005000000.0,133000000.0,2.06,44000000.0,156000000.0,69000000.0,139000000.0,,,,3229000000.0,4361000000.0,122000000.0,62000000.0,2920000000.0,249000000.0,,19000000.0,-248000000.0,-114000000.0,,2.32,730000000.0,172000000.0,21000000.0,3828000000.0,224000000.0,-107000000.0,37000000.0,-1397000000.0,,,,663000000.0,,,316000000.0,2351000000.0,252000000.0,,101000000.0,-21000000.0,,53000000.0,-648000000.0,405000000.0,78000000.0,,463000000.0,5366000000.0,,,,,2665000000.0,22000000.0,11000000.0,,1538000000.0,,599000000.0,,502000000.0,,413000000.0,322000000.0,503000000.0,,78000000.0,69000000.0,,2665000000.0,463000000.0,,0.0,,139000000.0,1000000.0,96551724.0,502000000.0,,3640000000.0,119000000.0,3229000000.0,858000000.0,,,119000000.0,218000000.0,,119000000.0,1376000000.0,127000000.0,-404000000.0,,119000000.0,96551724.0,0.0,1129000000.0,2920000000.0,,626000000.0,1000000.0,140000000.0,,119000000.0,37000000.0,0.0,50000000.0,4317000000.0,,,,,4361000000.0,5366000000.0,1376000000.0,53000000.0,65000000.0,68000000.0,47000000.0,101000000.0,3828000000.0,138000000.0,,,,,,,,,,,,,,,,,,,
1175299200,,,,4466000000.0,,-1000000.0,,,344000000.0,0.0,,,8000000.0,-7000000.0,,,51000000.0,,,,,,,1581000000.0,,220000000.0,,,,,,,0.31,0.0,259000000.0,96774194.0,104000000.0,,,-164000000.0,,,,-30000000.0,,160000000.0,,-2000000.0,,,,,,629000000.0,894000000.0,148000000.0,,18000000.0,,99000000.0,,,,,3200000000.0,,50000000.0,,3069000000.0,,,,14000000.0,-296000000.0,96774194.0,,841000000.0,99000000.0,,,,,,-1397000000.0,,,,,,,,,133000000.0,,106000000.0,-15000000.0,,30000000.0,,,32000000.0,,,,0.28,,,,,0.0,4000000.0,,,1385000000.0,,,500000000.0,,582000000.0,224000000.0,,,,,,2655000000.0,439000000.0,,0.0,,169000000.0,,,,,,104000000.0,,,,,104000000.0,,,,,121000000.0,,,,,,,,,,1000000.0,119000000.0,,,61000000.0,,49000000.0,,,,,,4516000000.0,5410000000.0,,30000000.0,62000000.0,2000000.0,,,3829000000.0,-163000000.0,,,,,,,,,,,,,,,,,,,
1183161600,,,,4678000000.0,,0.0,,,348000000.0,0.0,,,12000000.0,10000000.0,,,78000000.0,,,,,,,1702000000.0,,300000000.0,,,,,,,0.68,0.0,331000000.0,98529412.0,104000000.0,,,-273000000.0,,,,7000000.0,,160000000.0,,,,,,,,732000000.0,928000000.0,147000000.0,,49000000.0,,166000000.0,,,,,3234000000.0,,116000000.0,,3281000000.0,,,,74000000.0,-361000000.0,98529412.0,,966000000.0,171000000.0,,,,,,-1397000000.0,,,,,,,,,196000000.0,,130000000.0,0.0,,67000000.0,,,67000000.0,,,,0.6,,,,,0.0,13000000.0,,,1397000000.0,,,553000000.0,,635000000.0,263000000.0,,,,,,2655000000.0,449000000.0,,3000000.0,,162000000.0,,,,,,104000000.0,,,,,104000000.0,,,,,129000000.0,,,,,,,,,,1000000.0,104000000.0,,,121000000.0,,58000000.0,,,,,,4740000000.0,5668000000.0,,67000000.0,62000000.0,8000000.0,,,3966000000.0,-165000000.0,,,,,,,,,,,,,,,,,,,
1191110400,,,,4730000000.0,,-3000000.0,,,248000000.0,0.0,,,21000000.0,-73000000.0,,,107000000.0,,,,,,,1865000000.0,,342000000.0,,,,,,,1.1,0.0,379000000.0,101818182.0,112000000.0,,,-122000000.0,,,,39000000.0,,165000000.0,,,,,,,,599000000.0,919000000.0,152000000.0,,61000000.0,,278000000.0,,,,,3253000000.0,,172000000.0,,3333000000.0,,,,-41000000.0,-209000000.0,101818182.0,,994000000.0,214000000.0,,,,,,-1397000000.0,,,,,,,,,164000000.0,,100000000.0,8000000.0,,112000000.0,,,111000000.0,,,,0.98,,,,,0.0,5000000.0,,,1407000000.0,,,582000000.0,,615000000.0,273000000.0,,,,,,2681000000.0,472000000.0,,4000000.0,,123000000.0,,,,,,112000000.0,,,,,112000000.0,,,,,128000000.0,,,,,,,,,,1000000.0,104000000.0,,,78000000.0,,44000000.0,,,,,,4798000000.0,5717000000.0,,112000000.0,58000000.0,18000000.0,,,3852000000.0,-45000000.0,,,,,,,,,,,,,,,,,,,
1199059200,,-990000000.0,,4787000000.0,61000000.0,-1000000.0,,-1521000000.0,195000000.0,0.0,595000000.0,,20000000.0,90000000.0,,52000000.0,92000000.0,,-5000000.0,,1120000000.0,,,2018000000.0,,294000000.0,294000000.0,262000000.0,31000000.0,0.0,,362000000.0,,0.0,339000000.0,,381000000.0,,,-45000000.0,,196000000.0,,35000000.0,,164000000.0,16000000.0,8000000.0,0.0,,,,1308000000.0,520000000.0,1120000000.0,148000000.0,3.25,87000000.0,215000000.0,431000000.0,91000000.0,,,,3304000000.0,4722000000.0,240000000.0,20000000.0,3266000000.0,363000000.0,,7000000.0,-60000000.0,-124000000.0,,3.6,930000000.0,175000000.0,51000000.0,3824000000.0,362000000.0,-122000000.0,15000000.0,-1521000000.0,,,16000000.0,649000000.0,,,119000000.0,2423000000.0,375000000.0,,210000000.0,269000000.0,,153000000.0,-604000000.0,578000000.0,153000000.0,,539000000.0,5842000000.0,,,,,2555000000.0,0.0,10000000.0,,2018000000.0,1404000000.0,520000000.0,,519000000.0,,591000000.0,294000000.0,497000000.0,1404000000.0,32000000.0,431000000.0,,2555000000.0,539000000.0,,108000000.0,,91000000.0,1000000.0,111384615.0,519000000.0,,3731000000.0,381000000.0,3304000000.0,868000000.0,,,381000000.0,195000000.0,,381000000.0,,119000000.0,-13000000.0,,381000000.0,100555556.0,115000000.0,1156000000.0,3266000000.0,,659000000.0,1000000.0,112000000.0,,381000000.0,15000000.0,0.0,43000000.0,4787000000.0,,,,,4722000000.0,5842000000.0,,153000000.0,52000000.0,3000000.0,92000000.0,210000000.0,3824000000.0,251000000.0,,,,,,,,,,,,,,,,,,,
1206921600,,,,4757000000.0,,,,,275000000.0,0.0,,,18000000.0,60000000.0,,,77000000.0,,,,,,,2042000000.0,,226000000.0,,,,,,,0.37,0.0,248000000.0,102702703.0,515000000.0,,,-83000000.0,,,,-4000000.0,,146000000.0,,3000000.0,,,,,,648000000.0,1190000000.0,131000000.0,,21000000.0,,469000000.0,,,,,3182000000.0,,59000000.0,,3236000000.0,,,,-7000000.0,-151000000.0,111764706.0,,772000000.0,102000000.0,,,,,,-1521000000.0,,,,,,,,,226000000.0,,64000000.0,134000000.0,,38000000.0,,,38000000.0,,,,0.34,,,,,0.0,,,,1396000000.0,,,452000000.0,,524000000.0,216000000.0,,,,,,2559000000.0,559000000.0,,0.0,,95000000.0,,,,,,515000000.0,,,,,515000000.0,,,,,124000000.0,,,,,,,,,,1000000.0,381000000.0,,,157000000.0,,43000000.0,,,,,,4682000000.0,5872000000.0,,38000000.0,50000000.0,0.0,,,3830000000.0,75000000.0,,,,,,,,,,,,,,,,,,,
1214784000,,,,4891000000.0,,,,,311000000.0,0.0,,,34000000.0,38000000.0,,,84000000.0,,,,,,,1414000000.0,,258000000.0,,,,,,,-2.33,0.0,283000000.0,86419000.0,80000000.0,,,-247000000.0,,,,1000000.0,,155000000.0,,3000000.0,,,,,,585000000.0,768000000.0,140000000.0,,39000000.0,,267000000.0,,,,,3610000000.0,,76000000.0,,3370000000.0,,,,-410000000.0,-318000000.0,86419000.0,,831000000.0,128000000.0,,,,,,-1521000000.0,,,,,,,,,221000000.0,,65000000.0,-435000000.0,,37000000.0,,,37000000.0,,,,-2.33,,,,,0.0,,,,1395000000.0,,,478000000.0,,548000000.0,262000000.0,,,,,,2983000000.0,562000000.0,,-1000000.0,,94000000.0,,,,,,80000000.0,,,,,80000000.0,,,,,130000000.0,,,,,,,,,,1000000.0,515000000.0,,,12000000.0,,51000000.0,,,,,,4841000000.0,5609000000.0,,-202000000.0,76000000.0,-284000000.0,,,4195000000.0,-97000000.0,,,,,,,,,,,,,,,,,,,
1222732800,,,,4888000000.0,,-350000000.0,,,211000000.0,0.0,,,35000000.0,-108000000.0,,,68000000.0,,,,,,,875000000.0,,323000000.0,,,,,,,1.11,-17000000.0,335000000.0,66672000.0,66000000.0,,,-121000000.0,,,,15000000.0,,147000000.0,,7000000.0,,,,,,468000000.0,781000000.0,133000000.0,,43000000.0,,341000000.0,,,,,4269000000.0,,117000000.0,,3367000000.0,,,,-14000000.0,-162000000.0,66672000.0,,873000000.0,188000000.0,,,,,,-1521000000.0,,,,,,,,,124000000.0,,59000000.0,-14000000.0,,74000000.0,,,74000000.0,,,,0.98,,,,,0.0,2000000.0,,,1393000000.0,,,507000000.0,,538000000.0,246000000.0,,,,,,3579000000.0,631000000.0,,1000000.0,,78000000.0,,,,,,66000000.0,,,,,66000000.0,,,,,135000000.0,,,,,,,,,,1000000.0,80000000.0,,,11000000.0,,70000000.0,,,,,,4831000000.0,5612000000.0,,74000000.0,71000000.0,-258000000.0,,,4737000000.0,-38000000.0,,,,,,,,,,,,,,,,,,,
1230681600,,-704000000.0,,4722000000.0,-129000000.0,0.0,,-1529000000.0,157000000.0,0.0,528000000.0,,-216000000.0,29000000.0,51000000.0,66000000.0,16000000.0,,-605000000.0,,703000000.0,,,-29000000.0,,-924000000.0,257000000.0,-304000000.0,0.0,0.0,,-943000000.0,,0.0,237000000.0,,77000000.0,,,5000000.0,,183000000.0,-6100000000.0,19000000.0,,138000000.0,,-8000000.0,0.0,,,,1103000000.0,427000000.0,703000000.0,138000000.0,-12.62,-212000000.0,-109000000.0,-512000000.0,59000000.0,,,,3793000000.0,3488000000.0,-1065000000.0,19000000.0,3193000000.0,-704000000.0,,5000000.0,-181000000.0,-73000000.0,,-12.62,791000000.0,99000000.0,31000000.0,4220000000.0,-704000000.0,60000000.0,13000000.0,-1529000000.0,-257000000.0,,,586000000.0,,-17000000.0,381000000.0,2164000000.0,193000000.0,,47000000.0,11000000.0,,-853000000.0,-446000000.0,-813000000.0,-853000000.0,,414000000.0,4191000000.0,,,,,3332000000.0,0.0,0.0,,-29000000.0,190000000.0,427000000.0,,454000000.0,,554000000.0,257000000.0,513000000.0,190000000.0,3000000.0,-512000000.0,6000000.0,3332000000.0,414000000.0,,-1133000000.0,,59000000.0,1000000.0,74734000.0,454000000.0,,3267000000.0,77000000.0,3793000000.0,764000000.0,-34000000.0,,77000000.0,157000000.0,,77000000.0,39000000.0,124000000.0,-612000000.0,,77000000.0,74734000.0,-1147000000.0,-117000000.0,3193000000.0,,517000000.0,1000000.0,66000000.0,,77000000.0,13000000.0,0.0,17000000.0,4722000000.0,,,,,3488000000.0,4191000000.0,39000000.0,-853000000.0,66000000.0,31000000.0,16000000.0,47000000.0,4220000000.0,120000000.0,,,,,,,,,,,,,,,,,,,
1238457600,,,,,,,,,154000000.0,0.0,,,-3000000.0,29000000.0,,,7000000.0,,,,,,,-56000000.0,2000000.0,139000000.0,,,,,,,-0.32,0.0,144000000.0,59986000.0,96000000.0,-3000000.0,,4000000.0,,,,0.0,,122000000.0,,4000000.0,,,,,,356000000.0,622000000.0,108000000.0,,-14000000.0,,-531000000.0,,,-2670000000.0,-2000000.0,3677000000.0,,-33000000.0,,3064000000.0,,,,-107000000.0,-64000000.0,59986000.0,,594000000.0,22000000.0,,,,,,,,,,,,,,,124000000.0,,46000000.0,19000000.0,,-19000000.0,,,-19000000.0,,,,-0.32,,,,,0.0,,,,,,,359000000.0,,450000000.0,191000000.0,,,,,,3221000000.0,410000000.0,,-4000000.0,,59000000.0,,,,,,96000000.0,,,,,96000000.0,,,,,120000000.0,,,,,,,,,,1000000.0,77000000.0,,,11000000.0,,52000000.0,,93000000.0,,,,3355000000.0,3977000000.0,,-19000000.0,62000000.0,-1000000.0,,,4033000000.0,60000000.0,,,,,,,,,,,,,,,,,,,
