,annualOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualCapitalExpenditure,annualSellingGeneralAndAdministration,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOperatingIncome,quarterlyDilutedAverageShares,annualBasicEPS,trailingInterestExpense,trailingCapitalExpenditure,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,trailingBeginningCashPosition,annualChangesInAccountReceivables,quarterlyNonCurrentDeferredRevenue,annualChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,annualTaxProvision,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,quarterlyStockBasedCompensation,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyBasicEPS,annualRepaymentOfDebt,annualInterestExpense,annualTotalRevenue,trailingChangeInAccountPayable,quarterlyChangeInAccountPayable,trailingChangesInAccountReceivables,trailingRepurchaseOfCapitalStock,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyCurrentAssets,annualGrossProfit,annualTotalNonCurrentAssets,trailingCommonStockIssuance,annualFreeCashFlow,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,annualOtherCurrentAssets,quarterlyOtherShortTermInvestments,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyRetainedEarnings,annualDilutedEPS,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,annualChangeInInventory,trailingNetIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,trailingTaxProvision,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualNetIncome,annualCurrentDebt,annualCostOfRevenue,annualCashDividendsPaid,trailingSaleOfInvestment,annualSaleOfInvestment,annualIncomeTaxPayable,trailingInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyNetIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,quarterlyOtherCurrentLiabilities,annualLongTermDebt,trailingPurchaseOfInvestment,quarterlyCommonStockIssuance,trailingCashDividendsPaid,annualOtherNonCashItems,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,quarterlyInventory,quarterlyOtherIncomeExpense,annualStockBasedCompensation,quarterlyGoodwill,annualGoodwill,quarterlyCostOfRevenue,trailingStockBasedCompensation,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,annualCurrentLiabilities,annualDilutedAverageShares,annualRetainedEarnings,trailingChangeInInventory,annualInventory,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,annualPurchaseOfInvestment,quarterlyLongTermDebt,quarterlyBasicAverageShares,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyOperatingExpense,annualCommonStockIssuance,quarterlyCashDividendsPaid,annualOtherIncomeExpense,trailingGrossProfit,annualNetPPE,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,annualAccountsPayable,quarterlyDepreciationAndAmortization,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingRepaymentOfDebt,annualEndCashPosition,annualOperatingIncome,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,annualBasicAverageShares,trailingChangeInCashSupplementalAsReported,trailingEndCashPosition,quarterlyChangesInAccountReceivables,annualCashAndCashEquivalents,annualGrossPPE,trailingPretaxIncome,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyInterestExpense,annualNetOtherInvestingChanges,quarterlyFreeCashFlow,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyNetOtherFinancingCharges,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingNetOtherFinancingCharges,trailingBasicEPS,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,quarterlyCurrentDeferredRevenue,annualCurrentDeferredRevenue,trailingDilutedEPS,annualOtherIntangibleAssets
1467244800,,-632000.0,46600000.0,,,,,13113000.0,,6979000.0,,,,,,,64257000.0,225169000.0,,,,181342000.0,3665000.0,239778000.0,36740000.0,,,,,,209959000.0,-1000.0,467902000.0,-122651000.0,,,,,7860000.0,,4379247000.0,,0.09,,,,,28539000.0,,,6894000.0,127534000.0,1196760000.0,,,,,-5499000.0,,415403000.0,,3825000.0,,24337000.0,,,91330000.0,18920000.0,-277944000.0,-812421000.0,,5063100000.0,2229545000.0,37910000.0,,,537628000.0,,,-123263000.0,,,199494000.0,,,,,,,,,,,,229456000.0,67526000.0,,18990000.0,0.08,18990000.0,305156000.0,32844000.0,,719000.0,,,2588000.0,,,,,438726000.0,-8956000.0,,696809000.0,,410094000.0,,,5443000.0,13898000.0,,,,,,,,797319000.0,,,,,1072754000.0,222165000.0,,,63277000.0,,-15352000.0,,,,,,,,154658000.0,,,,,559232000.0,467902000.0,162746000.0,0.0,,,,,5827435000.0,,,,198000.0,,,,-867000.0,,130374000.0,17391000.0,,106193000.0,,2644948000.0,,,18990000.0,-2169000.0,7024195000.0,,,,,,,,,,,,,,,,
1475193600,,-15000.0,54260000.0,,,,,20052000.0,,2183000.0,,,,,,,106177000.0,227654000.0,,,,168500000.0,11252000.0,286448000.0,49130000.0,,,,,,269067000.0,224000.0,618561000.0,-142701000.0,,,,,7427000.0,,4458464000.0,,0.22,,,,,29339000.0,,,-11138000.0,172020000.0,1354347000.0,,,,,-6935000.0,,482537000.0,,3234000.0,,21474000.0,,,112223000.0,38549000.0,-2545000.0,-785342000.0,,5045798000.0,2231878000.0,87941000.0,,,610863000.0,,,-125526000.0,,,11840000.0,,,,,,,,,,,,282856000.0,75925000.0,,49392000.0,0.22,49392000.0,150659000.0,32941000.0,,1104000.0,,,2498000.0,,,,,441487000.0,1418000.0,,696809000.0,,438843000.0,,,7899000.0,26127000.0,,,,,,,,811004000.0,,,,,1073091000.0,224306000.0,,,65843000.0,,-20896000.0,,,,,,,,161472000.0,,,,,730784000.0,618561000.0,467902000.0,0.0,,,,,5818532000.0,,,,-2456000.0,,,,-12647000.0,,130248000.0,19654000.0,,157330000.0,,2714415000.0,,,49392000.0,-326000.0,7172879000.0,,,,,,,,,,,,,,,,
1483142400,74927000.0,-34000.0,32127000.0,253817000.0,,,8878584000.0,35070000.0,,0.0,-3772548000.0,7609000.0,-516050000.0,102781000.0,,1230179000.0,26303000.0,,0.71,,,12014000.0,9678000.0,111173000.0,336000.0,-15576000.0,,-471000.0,,415824000.0,286607000.0,54000.0,539974000.0,-180543000.0,-3415000.0,109637000.0,,158824000.0,8731000.0,1120000.0,4492474000.0,89113000.0,,-415378000.0,74641000.0,2138232000.0,,-46950000.0,,,-12000.0,92699000.0,1230179000.0,493180000.0,5877772000.0,,262567000.0,0.0,,423622000.0,2615477000.0,9625000.0,64431000.0,32147000.0,,12014000.0,100734000.0,52759000.0,-2375000.0,-744453000.0,0.7,5106036000.0,2191855000.0,115413000.0,20355000.0,,499210000.0,-3772548000.0,,-166567000.0,,124150000.0,-19360000.0,,-12434000.0,158824000.0,158824000.0,129896000.0,1645052000.0,-71375000.0,,9461000.0,35070000.0,,120601000.0,74927000.0,-553490000.0,62654000.0,,62654000.0,-78587000.0,8603000.0,4492474000.0,1120000.0,1072790000.0,,2698000.0,,11293000.0,819562000.0,,443714000.0,108905000.0,33804000.0,696809000.0,696809000.0,406511000.0,,7107951000.0,8185000.0,89113000.0,190386000.0,613160000.0,423622000.0,225754000.0,-744453000.0,,443714000.0,819562000.0,,8185000.0,,-34754000.0,1072790000.0,,,0.0,66396000.0,29027000.0,-20281000.0,103739000.0,,5106036000.0,100734000.0,640708000.0,32127000.0,111173000.0,151399000.0,778617000.0,2191855000.0,-35408000.0,956262000.0,640708000.0,539974000.0,618561000.0,0.0,,539974000.0,239363000.0,,5877772000.0,222737000.0,,,-286000.0,539974000.0,8878584000.0,,-14030000.0,,129896000.0,19795000.0,287000.0,-45966000.0,268461000.0,2615477000.0,,,62654000.0,-920000.0,7107951000.0,8603000.0,,,,,,,,,,,,,,,
1490918400,,-24238000.0,41895000.0,,,,,31714000.0,,191000.0,,,,,,,118216000.0,229345000.0,,,,130087000.0,531000.0,215677000.0,-2128000.0,,,,,,254862000.0,19000.0,793187000.0,-153687000.0,,,,,15390000.0,,4778502000.0,,0.33,,,,,-21159000.0,,,7936000.0,174611000.0,1493574000.0,,,,,,,420346000.0,,-417000.0,,30754000.0,,,137145000.0,26697000.0,-1682000.0,-690859000.0,,5124758000.0,2198421000.0,102647000.0,,,547459000.0,,,-128639000.0,,,181571000.0,,,,,,,,,,,,222611000.0,82128000.0,,75950000.0,0.33,75950000.0,253213000.0,33168000.0,,223000.0,,,216036000.0,,,,,420066000.0,4137000.0,,696809000.0,,372848000.0,,,9613000.0,26379000.0,,,,,,,,822265000.0,,,,,1073359000.0,226883000.0,,,56395000.0,,-19458000.0,,,,,,,,132509000.0,,,,,930332000.0,793187000.0,539974000.0,0.0,,,,,5903695000.0,,,,-1428000.0,,,,-25258000.0,,130013000.0,19706000.0,,93972000.0,,2618767000.0,,,75950000.0,-1682000.0,7397269000.0,,,,,,,,,,,,,,,,
1498780800,,-302000.0,38697000.0,,,,,16893000.0,,2732000.0,,,,,,,91915000.0,233531000.0,,,,149762000.0,-8671000.0,304892000.0,-13288000.0,,,,,,218033000.0,-16000.0,943936000.0,-203444000.0,,,,,9530000.0,,4850426000.0,,0.27,,,,,52533000.0,,,-16725000.0,153802000.0,1686749000.0,,,,,0.0,,347706000.0,,-2403000.0,,27754000.0,,,136519000.0,9874000.0,-411878000.0,-652094000.0,,5224272000.0,2496910000.0,71758000.0,,,549883000.0,,,-192272000.0,,,169836000.0,,,,,,,,,,,,183950000.0,87212000.0,,61884000.0,0.26,61884000.0,150749000.0,31870000.0,,679000.0,,,2945000.0,,,,,432090000.0,-2322000.0,,696809000.0,,396081000.0,,,8395000.0,12491000.0,,,,,,,,810429000.0,,,,,1371948000.0,230798000.0,,,61887000.0,,-18769000.0,,,,,,,,128440000.0,,,,,1080455000.0,943936000.0,793187000.0,0.0,,,,,6008293000.0,,,,1218000.0,,,,-13888000.0,,0.0,17835000.0,,-8322000.0,,2844616000.0,,,61884000.0,-2129000.0,7695042000.0,,,,,,,,,,,,,,,,
1506729600,,-119000.0,38541000.0,,,,,20058000.0,,136000.0,,,,,,,121243000.0,233792000.0,,,,174968000.0,3245000.0,383061000.0,-13822000.0,,,,,,243612000.0,-25000.0,855466000.0,-265617000.0,,,,,9337000.0,,4919551000.0,,0.31,,,,,57353000.0,,,-63850000.0,199523000.0,1708021000.0,,,,,0.0,,443135000.0,,374000.0,,27986000.0,,,133363000.0,34047000.0,-1190000.0,-604288000.0,,5389334000.0,2512514000.0,105002000.0,,,580008000.0,,,-256965000.0,,,-12139000.0,,,,,,,,,,,,194066000.0,81036000.0,,70955000.0,0.3,70955000.0,-88470000.0,30066000.0,,0.0,,,3024000.0,,,,,511327000.0,4057000.0,,696809000.0,,380485000.0,,,7744000.0,26373000.0,,,,,,,,813448000.0,,,,,1372409000.0,231404000.0,,,78280000.0,,-17563000.0,,,,,,,,118312000.0,,,,,988829000.0,855466000.0,943936000.0,0.0,,,,,6167179000.0,,,,651000.0,,,,-8763000.0,,0.0,20298000.0,,-62899000.0,,2955649000.0,,,70955000.0,-156000.0,7875200000.0,,,,,,,,,,,,,,,,
1514678400,80706000.0,-25000.0,30348000.0,257733000.0,,,10033352000.0,16755000.0,,0.0,-4406800000.0,10855000.0,-874153000.0,115064000.0,,1461534000.0,86916000.0,234065000.0,1.06,,,150626000.0,15750000.0,290722000.0,-42575000.0,-24684000.0,,-3815000.0,,93004000.0,213544000.0,-2000.0,632978000.0,-377304000.0,-3505000.0,98494000.0,,243887000.0,9417000.0,0.0,4946991000.0,12894000.0,0.15,-415664000.0,78931000.0,2242604000.0,,-44033000.0,,,7750000.0,148087000.0,1461534000.0,676023000.0,6404067000.0,,-106596000.0,-71989000.0,,333821000.0,2918610000.0,12984000.0,-71813000.0,28570000.0,,150626000.0,133694000.0,27876000.0,-914000.0,-595797000.0,1.05,5626552000.0,2584789000.0,62974000.0,-64889000.0,,565254000.0,-4406800000.0,,-296277000.0,,539974000.0,-10101000.0,,-71989000.0,243887000.0,243887000.0,0.0,1566581000.0,-76075000.0,,333000.0,16755000.0,,166930000.0,80706000.0,-1000052000.0,35098000.0,0.15,35098000.0,-222488000.0,40329000.0,4946991000.0,0.0,1371851000.0,,2891000.0,,10538000.0,827341000.0,,500976000.0,-2850000.0,43674000.0,696809000.0,696809000.0,417167000.0,,7865601000.0,12000000.0,12894000.0,329167000.0,508739000.0,333821000.0,232461000.0,-595797000.0,,500976000.0,827341000.0,,12000000.0,,-54219000.0,1371851000.0,231916000.0,,0.0,61171000.0,224896000.0,-20285000.0,3022000.0,,5626552000.0,133694000.0,766672000.0,30348000.0,290722000.0,129478000.0,767557000.0,2584789000.0,44694000.0,930051000.0,766672000.0,632978000.0,855466000.0,0.0,,632978000.0,418290000.0,,6404067000.0,230252000.0,,,-4256000.0,632978000.0,10033352000.0,,-9036000.0,,0.0,21092000.0,-24000.0,-129347000.0,342381000.0,2918610000.0,,,35098000.0,-1220000.0,7865601000.0,40329000.0,,,,,,,,,,,,,,,
1522454400,,-26256000.0,-40639000.0,,,,,16702000.0,,0.0,,,,,,,84848000.0,234575000.0,,,,145682000.0,-11622000.0,276555000.0,27170000.0,,,,,,225539000.0,22000.0,452258000.0,-354717000.0,,,,,15324000.0,,4940049000.0,,0.19,,,,,-10439000.0,,,24550000.0,148739000.0,1218710000.0,,,,,-162479000.0,,335577000.0,,1019000.0,,33461000.0,,,113389000.0,24423000.0,-250920000.0,-540263000.0,,5874610000.0,2600818000.0,69353000.0,,,578435000.0,,,-186094000.0,,,-34348000.0,,,,,,,,,,,,207706000.0,86315000.0,,44930000.0,0.19,44930000.0,-180720000.0,38041000.0,,275000.0,,,3397000.0,,,,,467048000.0,6321000.0,,696809000.0,,429696000.0,,,13734000.0,26399000.0,,,,,,,,815597000.0,,,,,1372380000.0,232490000.0,,,63891000.0,,-22649000.0,,,,,,,,134370000.0,,,,,565647000.0,452258000.0,632978000.0,0.0,,,,,6657734000.0,,,,-1734000.0,,,,-6166000.0,,,21816000.0,,21612000.0,,2936395000.0,,,44930000.0,-104000.0,7876444000.0,,,,,,,,,,,,,,,,
1530316800,,-76000.0,-58710000.0,,,,,16716000.0,,16305000.0,,,,,,,44509000.0,234949000.0,,,,200898000.0,17888000.0,324396000.0,-39436000.0,,,,,,204170000.0,793000.0,708270000.0,-201405000.0,,,,,12133000.0,,4932158000.0,,0.02,,,,,30258000.0,,,12768000.0,114118000.0,1485717000.0,,,,,0.0,,369792000.0,,-17814000.0,,30647000.0,,,86157000.0,35436000.0,-825000.0,-561025000.0,,5990183000.0,2976737000.0,40408000.0,,,556282000.0,,,-250221000.0,,,340498000.0,,,,,,,,,,,,120087000.0,105978000.0,,4972000.0,0.02,4972000.0,256012000.0,47399000.0,,5508000.0,,,3499000.0,,,,,440047000.0,21192000.0,,696809000.0,,442164000.0,,,13479000.0,16350000.0,,,,,,,,833709000.0,,,,,1720873000.0,232829000.0,,,69609000.0,,-19418000.0,,,,,,,,138469000.0,,,,,794427000.0,708270000.0,452258000.0,0.0,,,,,6792970000.0,,,,255000.0,,,,-3365000.0,,,25293000.0,,-130134000.0,,3346529000.0,,,4972000.0,-2181000.0,8278687000.0,,,,,,,,,,,,,,,,
1538265600,,-171000.0,-57400000.0,,,,,11856000.0,,121000.0,,,,,,,27599000.0,235317000.0,,,,206527000.0,-15138000.0,407179000.0,-17463000.0,,,,,,186233000.0,-3000.0,520255000.0,-311870000.0,,,,,11331000.0,,4948855000.0,,0.07,,,,,53433000.0,,,-76216000.0,97962000.0,1357677000.0,,,,,0.0,,461304000.0,,-1013000.0,,29404000.0,,,89346000.0,1407000.0,-817000.0,-569795000.0,,6173019000.0,2945680000.0,18460000.0,,,518683000.0,,,-310602000.0,,,-13952000.0,,,,,,,,,,,,137573000.0,128334000.0,,17053000.0,0.07,17053000.0,-188015000.0,46622000.0,,623000.0,,,3578000.0,,,,,491900000.0,14775000.0,,696809000.0,,420721000.0,,,8626000.0,34295000.0,,,,,,,,818420000.0,,,,,1721549000.0,233584000.0,,,70363000.0,,-21073000.0,,,,,,,,143859000.0,,,,,609601000.0,520255000.0,708270000.0,0.0,,,,,6998162000.0,,,,4853000.0,,,,-1386000.0,,,23914000.0,,-173029000.0,,3406984000.0,,,17053000.0,,8355839000.0,,,,,,,,,,,,,,,,
1546214400,138297000.0,-3559000.0,-58095000.0,276963000.0,,,11255516000.0,18671000.0,,8176000.0,-5021214000.0,-30961000.0,-1089100000.0,124873000.0,,1072452000.0,43014000.0,234096000.0,-1.4,,,165824000.0,-22089000.0,310597000.0,-10159000.0,-30062000.0,,1945000.0,,-331152000.0,-224494000.0,-22000.0,301826000.0,-336376000.0,-3215000.0,67649000.0,,-326701000.0,11870000.0,8325000.0,4550012000.0,16531000.0,-1.68,-303382000.0,96567000.0,2191221000.0,,-44218000.0,,,-13418000.0,116114000.0,1072452000.0,476933000.0,6780391000.0,,-483450000.0,0.0,,361449000.0,3302831000.0,24733000.0,-39888000.0,31361000.0,,165824000.0,82612000.0,6383000.0,-50820000.0,-988913000.0,-1.4,6234302000.0,2941382000.0,-387273000.0,-52316000.0,,537821000.0,-5021214000.0,,-342183000.0,,632978000.0,-18099000.0,,-162479000.0,-326701000.0,-326701000.0,,1714288000.0,-83961000.0,,22338000.0,18671000.0,,140284000.0,138297000.0,-1204368000.0,-393656000.0,-1.68,-393656000.0,-218429000.0,42619000.0,4550012000.0,8325000.0,1721308000.0,,3283000.0,,6925000.0,796708000.0,,494150000.0,-404743000.0,50658000.0,407792000.0,407792000.0,421707000.0,,7852843000.0,10055000.0,16531000.0,274099000.0,553933000.0,361449000.0,233251000.0,-988913000.0,,494150000.0,796708000.0,,10055000.0,,-11163000.0,1721308000.0,234096000.0,,0.0,73100000.0,13757000.0,-20821000.0,-362455000.0,,6234302000.0,82612000.0,384438000.0,-58095000.0,310597000.0,137235000.0,605650000.0,2941382000.0,29034000.0,391448000.0,384438000.0,301826000.0,520255000.0,0.0,,301826000.0,199970000.0,,6780391000.0,233251000.0,,,-1429000.0,301826000.0,11255516000.0,,-2510000.0,,,25544000.0,790000.0,-201899000.0,-259052000.0,3302831000.0,,,-393656000.0,-930000.0,7852843000.0,42619000.0,,,,,,,,,,,,,,,
1553990400,,-24070000.0,-63803000.0,,,,,5319000.0,,908000.0,,,,,,,72452000.0,236218000.0,,,,13584000.0,-5034000.0,260277000.0,-22148000.0,,,,,,206529000.0,,190038000.0,-227606000.0,,,,,14875000.0,,4567104000.0,,0.16,,,,,-38033000.0,,,16212000.0,127088000.0,956140000.0,,,,,0.0,,323073000.0,,-6483000.0,,29093000.0,,,77321000.0,15489000.0,-3378000.0,-980412000.0,,6400211000.0,3022767000.0,52521000.0,,,532223000.0,,,-203353000.0,,,-33454000.0,,,,,,,,,,,,148690000.0,109102000.0,,37032000.0,0.16,37032000.0,-111788000.0,42379000.0,,1482000.0,,,3925000.0,,,,,493441000.0,5835000.0,,407792000.0,,405135000.0,,,10263000.0,34272000.0,,,,,,,,791691000.0,,,24123000.0,,1722008000.0,234570000.0,,,54636000.0,,-25478000.0,,,,,,,,128242000.0,,,,,267359000.0,190038000.0,301826000.0,0.0,,,,,6956804000.0,,,,-208000.0,,,,-25426000.0,,,25766000.0,,-54663000.0,,3345840000.0,,,37032000.0,,7912944000.0,,,,,,,,,,,,,,,,
1561852800,,0.0,-63558000.0,,,,,6660000.0,,0.0,,,,,,,66433000.0,237011000.0,,,,241672000.0,-3649000.0,341610000.0,-30990000.0,,,,,,194333000.0,,118732000.0,-233238000.0,,,,,12123000.0,,4645709000.0,,0.12,,,,,90039000.0,,,-37243000.0,122911000.0,987969000.0,,,,,0.0,,763291000.0,,-7289000.0,,29126000.0,,,81725000.0,15048000.0,-143456000.0,-981795000.0,,6507737000.0,2681680000.0,42820000.0,,,526611000.0,,,-230931000.0,,,34906000.0,,,,,,,,,,,,126301000.0,187182000.0,,27772000.0,0.12,27772000.0,-71306000.0,43463000.0,,635000.0,,,3852000.0,,,,,508448000.0,3697000.0,,407792000.0,,403700000.0,,,8710000.0,32165000.0,,,,,,,,788127000.0,,,31115000.0,,1362708000.0,235555000.0,,,56478000.0,,-23764000.0,,,,,,,,124203000.0,,,,,200457000.0,118732000.0,190038000.0,0.0,,,,,7102711000.0,,,,1553000.0,,,,-4271000.0,,360000000.0,27310000.0,,-104630000.0,,3444971000.0,,,27772000.0,,8090680000.0,,,,,,,,,,,,,,,,
1569801600,,-325000.0,-58867000.0,,239937000.0,116916000.0,,8784000.0,6015000.0,7049000.0,,,,,-252185000.0,,167757000.0,240115000.0,,104341000.0,-1029126000.0,21707000.0,36787000.0,370573000.0,73911000.0,,520255000.0,,,,308470000.0,,258419000.0,-245829000.0,,,-252185000.0,,12269000.0,,4781650000.0,,0.32,,,,78292000.0,70504000.0,28000.0,-27954000.0,-60043000.0,223320000.0,1136805000.0,,,14867000.0,,0.0,-264618000.0,799478000.0,,7653000.0,,27336000.0,1690181000.0,,81679000.0,62789000.0,-83676000.0,-933158000.0,,6566366000.0,2725577000.0,139456000.0,,-252185000.0,682959000.0,,99709000.0,-252659000.0,532973000.0,,37249000.0,18614000.0,,,,,,,13734000.0,,,-1043049000.0,349233000.0,148267000.0,,76667000.0,0.32,76667000.0,139687000.0,56870000.0,,678000.0,,-30661000.0,3807000.0,-92042000.0,,,0.0,577498000.0,-2580000.0,,407792000.0,,459639000.0,51137000.0,,8598000.0,34395000.0,,,,,,-94492000.0,,825163000.0,764508000.0,,30565000.0,,1363408000.0,238331000.0,10614000.0,,55563000.0,,-21979000.0,,589433000.0,,,,,,143293000.0,,,,,340098000.0,258419000.0,118732000.0,0.0,-281330000.0,,,2279614000.0,7169900000.0,,-261836000.0,262316000.0,112000.0,,,-152476000.0,-853000.0,20602000.0,360000000.0,25721000.0,,96574000.0,,3525055000.0,-407876000.0,349496000.0,76667000.0,,8306705000.0,,,,,,,,,,,,,,,,
