,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyBasicAverageShares,annualNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualRepurchaseOfCapitalStock,trailingRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCurrentAccruedExpenses,quarterlyGrossPPE,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualTaxProvision,quarterlyTotalRevenue,annualCashAndCashEquivalents,trailingNetOtherFinancingCharges,annualCapitalExpenditure,trailingCostOfRevenue,annualCurrentAssets,annualInterestExpense,annualTotalRevenue,trailingBeginningCashPosition,annualChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,annualOtherNonCurrentAssets,quarterlyEndCashPosition,quarterlyStockBasedCompensation,trailingOperatingExpense,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualNetIncomeCommonStockholders,annualAccumulatedDepreciation,annualChangeInAccountPayable,quarterlyEbitda,quarterlyDilutedEPS,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyPretaxIncome,annualRetainedEarnings,trailingCommonStockIssuance,quarterlyGoodwill,trailingFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyNetOtherInvestingChanges,trailingNetIncome,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualBeginningCashPosition,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,annualCostOfRevenue,annualCurrentDebt,annualNetIncome,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,annualFreeCashFlow,trailingTaxProvision,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,annualStockholdersEquity,annualDilutedEPS,trailingOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyOperatingCashFlow,annualBasicEPS,quarterlyOtherCurrentLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyLongTermDebt,annualPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,trailingCashDividendsPaid,annualCapitalStock,quarterlyTaxProvision,annualBasicAverageShares,quarterlyDilutedAverageShares,quarterlyOperatingExpense,quarterlyNetPPE,annualOtherIntangibleAssets,annualGrossProfit,annualStockBasedCompensation,quarterlyAccountsReceivable,annualCurrentLiabilities,annualGoodwill,quarterlyCurrentAccruedExpenses,annualNetPPE,annualSaleOfInvestment,quarterlyCostOfRevenue,annualOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,annualEbitda,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,annualOtherNonCurrentLiabilities,annualChangeInCashSupplementalAsReported,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,trailingPretaxIncome,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingInterestExpense,annualPretaxIncome,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,annualNonCurrentDeferredRevenue,quarterlyTotalAssets,annualEndCashPosition,trailingOperatingIncome,annualOperatingIncome,trailingTotalRevenue,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualDilutedAverageShares,trailingEndCashPosition,quarterlyCurrentDebt,annualAccountsPayable,quarterlyDepreciationAndAmortization,trailingInvestingCashFlow,annualGrossPPE,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlySaleOfInvestment,annualChangeInInventory,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,trailingChangeInAccountPayable,annualDeferredIncomeTax,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,trailingCapitalExpenditure,annualOtherShortTermInvestments,quarterlyNonCurrentDeferredTaxesLiabilities,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,annualInventory,trailingChangesInAccountReceivables,quarterlyInventory,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDilutedEPS
844041600,18500000.0,,46470588.0,,45300000.0,,,,1600000.0,,,,,,395200000.0,,,,14100000.0,,,,,,,,,,,,,,,,,-13000000.0,-10600000.0,,-1200000.0,,,,22600000.0,0.17,,,,-162800000.0,,,,,,,1500000.0,,,,,,,376100000.0,1300000.0,,,,,,0.0,,,,,,,,,,,,,,1300000.0,,,,,,-100000.0,300000.0,,,,-14500000.0,7900000.0,,7900000.0,12400000.0,,,,,36600000.0,,,,,,,46470588.0,-4400000.0,395200000.0,,,,,,,,,,,,600000.0,,,,,-2100000.0,,,,,,,,,,,,,,,,0.17,7900000.0,,421400000.0,,,,,,,21900000.0,,400000.0,,,,,,4100000.0,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851990400,-25532000.0,,,32223000.0,79856000.0,,-188000.0,,-1450000.0,,,,,,564540000.0,26189000.0,,,14457000.0,1559000.0,,-55705000.0,,,2476000.0,56957000.0,,-600000.0,,21000.0,,,,,0.0,-35000000.0,-10800000.0,,778000.0,32223000.0,-138307000.0,1000000.0,-21310000.0,,,750000.0,,-164743000.0,,-164743000.0,,21834000.0,,,,,,,454097000.0,79856000.0,,374241000.0,1281000.0,70000000.0,1650000.0,-48100000.0,,-138307000.0,3000.0,,,,32223000.0,,,-7632000.0,,,5181000.0,374241000.0,0.7,,22636000.0,,,,,-1322000.0,221000.0,300000.0,,3136000.0,16422000.0,-35805000.0,8823000.0,-51300000.0,8823000.0,12373000.0,0.7,,,1905000.0,70000000.0,,,,22980000.0,,45955674.0,,39989000.0,426233000.0,,,,1905000.0,,21834000.0,,426233000.0,,,48073000.0,109000.0,-15297000.0,,22980000.0,,-23432000.0,47190000.0,,,,-91000.0,,1559000.0,,,,0.0,1559000.0,1559000.0,,,,8823000.0,,454097000.0,1559000.0,,30768000.0,,,,,1500000.0,-1700000.0,,46336634.0,,,,4222000.0,,564540000.0,,,976000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859766400,20600000.0,,45555556.0,,95900000.0,-2100000.0,,,-2800000.0,,,,,,438900000.0,,,,15600000.0,,,,,,,,,,,,,,,,,-16600000.0,-10900000.0,,1100000.0,,,,25100000.0,0.18,,,,-167400000.0,,,,,,,1300000.0,,,,,,,371800000.0,1300000.0,,,,,,,,,,,,,,,,,,,,7300000.0,,,,,,18200000.0,200000.0,,,,-17900000.0,8200000.0,,8200000.0,11000000.0,,,,,88200000.0,,,,,,,45555556.0,-5000000.0,438900000.0,,,,,,,,,,,,1800000.0,,1600000.0,,,-6900000.0,,,,,,,,,,,,,,,,0.18,8200000.0,,467700000.0,,,,,,,21600000.0,,700000.0,,,,,,4500000.0,,,,,1300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867628800,21200000.0,,46285714.0,,131300000.0,4000000.0,,,7800000.0,,,,,,472200000.0,,,,16300000.0,,,,,,,,,,,,,,,,,-37500000.0,-10800000.0,,-4000000.0,,,,25600000.0,0.175,,,,-170200000.0,,,,,,,1500000.0,,,,,,,369000000.0,1300000.0,,,,,,,,,,,,,,,,,,,,20800000.0,,,,,,31600000.0,200000.0,,,,-39000000.0,8100000.0,,8100000.0,16300000.0,,,,,122000000.0,,,,,,,46285714.0,-4900000.0,472200000.0,,,,,,,,,,,,-500000.0,,,,,-22700000.0,,,,,,,,,,,,,,,,0.175,8100000.0,,500300000.0,,,,,,,21400000.0,,-100000.0,,,,,,4400000.0,,,,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875577600,22600000.0,,45945946.0,,191700000.0,2800000.0,,,6200000.0,,,,,,526400000.0,,,,17400000.0,,,,,,,,,,,,,,,,,-56200000.0,-10900000.0,,-3600000.0,,,,27400000.0,0.185,,,,-172600000.0,,,,,,,1100000.0,,,,,,,366800000.0,1300000.0,,,,,,-600000.0,,,,,,,,,,,,,,43800000.0,,,,,,-300000.0,600000.0,,,,-57300000.0,8500000.0,,8500000.0,15800000.0,,,,,177600000.0,,,,,,,45945946.0,-5200000.0,526400000.0,,,,,,,,,,,,3300000.0,,,,,-41500000.0,,,,,,,,,,,,,,,,0.185,8500000.0,,558500000.0,,,,,,,21100000.0,,300000.0,,,,,,4800000.0,,,,,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883526400,-22686000.0,,,34770000.0,143706000.0,,,,-10957000.0,,,,,,699797000.0,25983000.0,,,18397000.0,2123000.0,,-140389000.0,,,8226000.0,67897000.0,,-844000.0,,-46876000.0,,,,,68953000.0,-25657000.0,,,6665000.0,34770000.0,-152206000.0,,-17790000.0,,,243000.0,,-174833000.0,,-174833000.0,,20901000.0,,,,,,,577021000.0,143706000.0,,433315000.0,1537000.0,132600000.0,1559000.0,,,-152206000.0,-69600000.0,,,,34770000.0,,,-87697000.0,,,5437000.0,433315000.0,0.74,,11929000.0,,,,68753000.0,165000.0,-44376000.0,,,83829000.0,18596000.0,-26189000.0,10070000.0,-135957000.0,10070000.0,9592000.0,0.74,,,3236000.0,132600000.0,,,,25698000.0,,47137662.0,,41083000.0,547591000.0,,,,3236000.0,,20901000.0,,547591000.0,,,52692000.0,-4036000.0,-164400000.0,,25698000.0,,-16597000.0,60510000.0,,,,564000.0,,2123000.0,,,,0.0,2123000.0,2123000.0,,,,10070000.0,,577021000.0,2123000.0,,41914000.0,,,,,,-1744000.0,,47145430.0,,,,4896000.0,,699797000.0,,,2426000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891302400,25100000.0,,52105263.0,,161300000.0,2200000.0,,,7000000.0,,,,,,592900000.0,,,,19500000.0,,,,,,,,,,,,,,,,,-50100000.0,-12500000.0,,-3700000.0,,,,30200000.0,0.19,,,,-177600000.0,,,,,,,2000000.0,,,,,,,459300000.0,1500000.0,,,,,,-39300000.0,,,,,,,,,,,,,,31400000.0,,,,28500000.0,,43900000.0,200000.0,,,,-52100000.0,9900000.0,,9900000.0,18300000.0,,,,,148000000.0,,,,,,,52105263.0,-5600000.0,592900000.0,,,,,,,,,,,,-400000.0,,2100000.0,,,-33800000.0,,,,,,,,,,,,,,,,0.19,9900000.0,,620600000.0,,,,,,,20700000.0,,1300000.0,,,,,,5100000.0,,,,,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899164800,26400000.0,,55675676.0,,209500000.0,-2000000.0,,,-3200000.0,,,,,,637500000.0,,,,20600000.0,,,,,,,,,,,,,,,,,-49100000.0,-13000000.0,,1200000.0,,,,31800000.0,0.185,,,,-180500000.0,,,,,,,800000.0,,,,,,,456500000.0,1700000.0,,,,,,-6700000.0,,,,,,,,,,,,,,36800000.0,,,,0.0,,49800000.0,300000.0,,,,-49900000.0,10300000.0,,10300000.0,13700000.0,,,,,197900000.0,,,,,,,55675676.0,-5800000.0,637500000.0,,,,,,,,,,,,1400000.0,,,,,-36200000.0,,,,,,,,,,,,,,,,0.185,10300000.0,,666000000.0,,,,,,,20400000.0,,400000.0,,,,,,5400000.0,,,,,2900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907113600,27900000.0,,53846154.0,,244400000.0,2200000.0,,,4800000.0,,,,,,670400000.0,,,,21800000.0,,,,,,,,,,,,,,,,,-34800000.0,-13300000.0,,-2300000.0,,,,33500000.0,0.195,,,,-183300000.0,,,,,,,0.0,,,,,,,453200000.0,1700000.0,,,,,,-4700000.0,,,,,,,,,,,,,,15800000.0,,,,0.0,,0.0,,,,,-34800000.0,10500000.0,,10500000.0,18600000.0,,,,,227000000.0,,,,,,,53846154.0,-6100000.0,670400000.0,,,,,,,,,,,,-300000.0,,,,,-16200000.0,,,,,,,,,,,,,,,,0.195,10500000.0,,697600000.0,,,,,,,20200000.0,,200000.0,,,,,,5600000.0,,,,,3700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915062400,-38496000.0,,,41530000.0,309025000.0,-800000.0,0.0,,-6894000.0,,,,,,889835000.0,44128000.0,,,23132000.0,2533000.0,,-192588000.0,,,13723000.0,85132000.0,,100000.0,,-1000.0,,,,,28448000.0,-55818000.0,-13500000.0,,4500000.0,41304000.0,-171555000.0,1600000.0,-32661000.0,,,1706000.0,,-186277000.0,,-186277000.0,,19977000.0,,,,,,,759234000.0,309025000.0,,450209000.0,1880000.0,294800000.0,2123000.0,-52300000.0,,-171555000.0,-112000000.0,,,,41304000.0,,,-127943000.0,,,6680000.0,450209000.0,0.775,,41583000.0,,,,-52000.0,-300000.0,99000.0,0.0,,125583000.0,21935000.0,-55788000.0,10830000.0,-189818000.0,10604000.0,14045000.0,0.775,,,2973000.0,294800000.0,,,,26817000.0,,53295484.0,,61628000.0,718280000.0,,,,2973000.0,,19977000.0,,718280000.0,,,64645000.0,-290000.0,-162700000.0,,26817000.0,,-41743000.0,62939000.0,,,,410000.0,,2533000.0,,,,0.0,2533000.0,2533000.0,,,,10604000.0,,759234000.0,2533000.0,,41004000.0,,,,,500000.0,-1800000.0,,53295484.0,,,,5835000.0,,889835000.0,,,4723000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
