,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyBasicAverageShares,annualNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualRepurchaseOfCapitalStock,trailingRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCurrentAccruedExpenses,quarterlyGrossPPE,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualTaxProvision,quarterlyTotalRevenue,annualCashAndCashEquivalents,trailingNetOtherFinancingCharges,annualCapitalExpenditure,trailingCostOfRevenue,annualCurrentAssets,annualInterestExpense,annualTotalRevenue,trailingBeginningCashPosition,annualChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,annualOtherNonCurrentAssets,quarterlyEndCashPosition,quarterlyStockBasedCompensation,trailingOperatingExpense,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualNetIncomeCommonStockholders,annualAccumulatedDepreciation,annualChangeInAccountPayable,quarterlyEbitda,quarterlyDilutedEPS,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyPretaxIncome,annualRetainedEarnings,trailingCommonStockIssuance,quarterlyGoodwill,trailingFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyNetOtherInvestingChanges,trailingNetIncome,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualBeginningCashPosition,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,annualCostOfRevenue,annualCurrentDebt,annualNetIncome,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,annualFreeCashFlow,trailingTaxProvision,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,annualStockholdersEquity,annualDilutedEPS,trailingOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyOperatingCashFlow,annualBasicEPS,quarterlyOtherCurrentLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyLongTermDebt,annualPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,trailingCashDividendsPaid,annualCapitalStock,quarterlyTaxProvision,annualBasicAverageShares,quarterlyDilutedAverageShares,quarterlyOperatingExpense,quarterlyNetPPE,annualOtherIntangibleAssets,annualGrossProfit,annualStockBasedCompensation,quarterlyAccountsReceivable,annualCurrentLiabilities,annualGoodwill,quarterlyCurrentAccruedExpenses,annualNetPPE,annualSaleOfInvestment,quarterlyCostOfRevenue,annualOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,annualEbitda,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,annualOtherNonCurrentLiabilities,annualChangeInCashSupplementalAsReported,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,trailingPretaxIncome,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingInterestExpense,annualPretaxIncome,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,annualNonCurrentDeferredRevenue,quarterlyTotalAssets,annualEndCashPosition,trailingOperatingIncome,annualOperatingIncome,trailingTotalRevenue,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualDilutedAverageShares,trailingEndCashPosition,quarterlyCurrentDebt,annualAccountsPayable,quarterlyDepreciationAndAmortization,trailingInvestingCashFlow,annualGrossPPE,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlySaleOfInvestment,annualChangeInInventory,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,trailingChangeInAccountPayable,annualDeferredIncomeTax,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,trailingCapitalExpenditure,annualOtherShortTermInvestments,quarterlyNonCurrentDeferredTaxesLiabilities,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,annualInventory,trailingChangesInAccountReceivables,quarterlyInventory,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDilutedEPS
1269993600,50846000.0,,103606241.0,,1438264000.0,,,,-18095000.0,,19400000.0,81089000.0,,,3473330000.0,,,,83265000.0,,,,,,,,,,,,,849000.0,,,,-28525000.0,-50827000.0,,1761000.0,,,,74101000.0,0.23,,,1350000000.0,-499697000.0,29728000.0,,,17206000.0,,,-609000.0,,10366000.0,88264000.0,,,,1467439000.0,6711000.0,,,,0.0,-651841000.0,-23100000.0,,,,,0.0,,,,,,,,,-17179000.0,,,56642000.0,,,-1652000.0,21395000.0,,,,-28713000.0,29451000.0,,30205000.0,36527000.0,,11981000.0,,,1350000000.0,,,,,277000.0,,103686440.0,30243000.0,2821489000.0,,,,9517000.0,,,,,,2176000.0,,-9177000.0,,10026000.0,1967136000.0,,7814000.0,,,,,,,,,,,,849000.0,849000.0,,,0.23,24142000.0,,2905703000.0,,,,,,2895337000.0,,,5661000.0,,,,39900000.0,,23255000.0,,,,,21395000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,51331000.0,,103612454.0,,1694060000.0,,,,19256000.0,,12323000.0,81782000.0,,,3730052000.0,,,,83466000.0,,,,,,,,,,,,,872000.0,,,,-256165000.0,-50974000.0,,1715000.0,,,,74855000.0,0.24,,,1626900000.0,-519669000.0,,,,17206000.0,,,210000.0,,10995000.0,67160000.0,,,,1449095000.0,6650000.0,,,,11755000.0,-673979000.0,-292200000.0,,,,,0.0,,,,,,,,,182199000.0,,,14239000.0,,,-87000.0,,,,,,29755000.0,,31048000.0,73989000.0,,11755000.0,,,1626900000.0,,,,,,,103765828.0,30451000.0,3056073000.0,,,,10123000.0,,,26052000.0,,,1684000.0,,23000.0,,849000.0,1968764000.0,,102702000.0,,,,,,,,,,,,872000.0,872000.0,,,0.24,24985000.0,,3143155000.0,,,,,,3132160000.0,,,414000.0,,,,26900000.0,,23500000.0,,,,,21576000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,54810000.0,,103830029.0,,1658550000.0,,,,-9158000.0,,26846000.0,85410000.0,,,3730233000.0,,,,87173000.0,,,,,,,,,,,,,155582000.0,,,,-10318000.0,-51089000.0,,1348000.0,,,,78910000.0,0.25,,,1613750000.0,-540029000.0,30010000.0,,,17206000.0,,,-5288000.0,,165980000.0,44800000.0,,,,1626984000.0,6165000.0,,,,13750000.0,-690511000.0,-98000000.0,,,,,0.0,,,,,,,,,118783000.0,,,62626000.0,,,2000.0,27114000.0,,,,,29675000.0,,31654000.0,46245000.0,,13750000.0,,,1600000000.0,,,,,335000.0,,103977023.0,30600000.0,3039722000.0,,,,10398000.0,,,,,,1763000.0,,154710000.0,,872000.0,2167013000.0,,46245000.0,,,,,,,,,,,,155582000.0,155582000.0,,,0.25,25591000.0,,3285534000.0,,,,,,3119554000.0,,,948000.0,,,,0.0,,23866000.0,,,-13972000.0,,25135000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,60022000.0,,,121416000.0,1688625000.0,,,,25784000.0,,13779000.0,89809000.0,,33240000.0,4112862000.0,120824000.0,,1393000.0,91786000.0,17607000.0,,-15385000.0,,28908000.0,93237000.0,345009000.0,,5270000.0,,-5798000.0,39374000.0,17607000.0,,,432591000.0,-402350000.0,-53863000.0,1622555000.0,1342000.0,106531000.0,-711615000.0,,84107000.0,,,17787000.0,1622555000.0,-557112000.0,,-557112000.0,,17206000.0,,,-674000.0,,28908000.0,66070000.0,3535590000.0,1688625000.0,,1846965000.0,5785000.0,1600000000.0,10026000.0,-206753000.0,22555000.0,-711615000.0,-203500000.0,0.0,7332000.0,,130784000.0,0.0,3506682000.0,227983000.0,,,25311000.0,1846965000.0,1.01,,177768000.0,,,39374000.0,235692000.0,1950000.0,-4061000.0,,,461571000.0,95513000.0,,32691000.0,-697358000.0,37877000.0,86607000.0,1.01,0.0,,11301000.0,1600000000.0,-701391000.0,,,2404077000.0,,105869637.0,,29787000.0,3401247000.0,26221000.0,337677000.0,,11301000.0,66070000.0,17206000.0,33240000.0,3401247000.0,,1977000.0,243368000.0,-137975000.0,-616800000.0,155582000.0,2404077000.0,,71222000.0,311559000.0,,,22555000.0,7581000.0,,17607000.0,,,0.0,-6361000.0,17607000.0,17607000.0,,122809000.0,,31814000.0,,3535590000.0,17607000.0,,216853000.0,,,3506682000.0,26221000.0,-807000.0,-1753000.0,,105942721.0,,,13779000.0,24892000.0,,4112862000.0,-396776000.0,,25131000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,61093000.0,,118960878.0,,1660408000.0,,,,-23613000.0,,11271000.0,95773000.0,,,4229679000.0,,,,97756000.0,,,,,,,,,,,,,129707000.0,,,,-155692000.0,-57186000.0,,382000.0,,,,87903000.0,0.25,,,1616248000.0,-579604000.0,35971000.0,,,17206000.0,,,-6148000.0,,140213000.0,44160000.0,,,,2110148000.0,7870000.0,,,,16248000.0,-736770000.0,-38600000.0,,,,,0.0,,,,,,,,,226266000.0,,,39079000.0,285533000.0,,-2081000.0,25122000.0,,,,-32067000.0,35603000.0,,35999000.0,41526000.0,,0.0,,,1600000000.0,,,,,368000.0,,119109044.0,34680000.0,3492909000.0,,,,10506000.0,,,12533000.0,,,1983000.0,,112100000.0,,17607000.0,2689752000.0,,9459000.0,,,,,,,,,,,,129707000.0,129707000.0,,,0.25,29936000.0,,3770556000.0,,,,,,3630343000.0,58358000.0,,7509000.0,,,,,,26810000.0,,,-118576000.0,,25122000.0,1099000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,63982000.0,,125999323.0,,1900060000.0,,,,26173000.0,,19020000.0,100970000.0,,,4387786000.0,,,,102626000.0,,,,,,,,,,,,,155671000.0,,,,-149024000.0,-61072000.0,,303000.0,,,,92983000.0,0.26,,,1827696000.0,-601473000.0,38335000.0,,,17206000.0,,,149000.0,,166570000.0,72364000.0,,,,2090993000.0,7987000.0,,,,18090000.0,-761077000.0,0.0,,,,,0.0,,,,,,,,,79546000.0,,,41284000.0,72000.0,,461000.0,25647000.0,,,,,37967000.0,,39248000.0,95442000.0,,0.0,,,1809606000.0,,,,,368000.0,,126202047.0,36988000.0,3626709000.0,,,,10899000.0,,,32943000.0,,,1656000.0,,25964000.0,,129707000.0,2692466000.0,,127509000.0,,,,,,,,,,,,155671000.0,155671000.0,,,0.26,33185000.0,,3991053000.0,,,,,,3824483000.0,106551000.0,,317000.0,,,,,,28940000.0,,,-185188000.0,,25647000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,66586000.0,,126376201.0,,1999232000.0,,,,-9105000.0,,16590000.0,105598000.0,,,4800781000.0,,,,107296000.0,,,,,,,,,,,,,5543000.0,,,,-451787000.0,-61208000.0,,198000.0,,,,98455000.0,0.27,,,1943334000.0,-622860000.0,38036000.0,,,17206000.0,,,3169000.0,,17608000.0,55898000.0,,,,2275542000.0,7143000.0,,,,28584000.0,-786863000.0,-243038000.0,,,,,0.0,,,,,,,,,239380000.0,,,44118000.0,203631000.0,,503000.0,28550000.0,,,,,37669000.0,,40780000.0,62279000.0,,0.0,,,1914750000.0,,,,,367000.0,,126582609.0,39012000.0,4013918000.0,,,,12065000.0,,,17948000.0,,,1698000.0,,-150128000.0,,155671000.0,2898402000.0,,62279000.0,,,,,,,,,,,,5543000.0,5543000.0,,,0.27,34717000.0,,4274774000.0,,,,,,4257166000.0,150124000.0,,846000.0,,,,,,31792000.0,,,-462384000.0,,28550000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,68931000.0,,,151137000.0,2164535000.0,,,,20898000.0,,18809000.0,111093000.0,,39961000.0,4971981000.0,152705000.0,,1470000.0,113427000.0,4165000.0,,,,19540000.0,108301000.0,421059000.0,,5209000.0,,-474000.0,36481000.0,4165000.0,,,489236000.0,-178360000.0,-64084000.0,2084360000.0,3674000.0,132779000.0,-814126000.0,,103130000.0,,,14353000.0,2084360000.0,-645984000.0,39938000.0,-645984000.0,,17206000.0,,,1187000.0,,19540000.0,80175000.0,4419389000.0,2164535000.0,,2254854000.0,7953000.0,2055181000.0,17607000.0,-243550000.0,29179000.0,-814126000.0,-94041000.0,0.0,7436000.0,,157032000.0,0.0,4399849000.0,298952000.0,,,30954000.0,2254854000.0,1.05,,77277000.0,,,36481000.0,0.0,4557000.0,643000.0,28983000.0,,622469000.0,121751000.0,,39570000.0,-934863000.0,41005000.0,99705000.0,1.05,0.0,,15375000.0,2055181000.0,-957347000.0,,,2900838000.0,368000.0,126142696.0,,42162000.0,4157855000.0,153336000.0,413623000.0,,15375000.0,80175000.0,17206000.0,39961000.0,4157855000.0,,2334000.0,298952000.0,-1378000.0,-375679000.0,5543000.0,2900838000.0,,99705000.0,382659000.0,,,29179000.0,-13442000.0,,4165000.0,,,0.0,-1643000.0,4165000.0,4165000.0,,152607000.0,,34942000.0,,4419389000.0,4165000.0,,260918000.0,,,4399849000.0,153336000.0,-10000.0,-3463000.0,,126189399.0,,,18809000.0,34209000.0,,4971981000.0,-191199000.0,,28983000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,67769000.0,,132577100.0,,1937494000.0,,,,-26509000.0,,13906000.0,112187000.0,,,4973208000.0,,,,114723000.0,,,,,,,,,,-127500000.0,,,5194000.0,,,,-9288000.0,-66408000.0,,314000.0,,,,103019000.0,0.2,,,1880322000.0,-678172000.0,38817000.0,,,17190000.0,,,-3934000.0,,22761000.0,57172000.0,,,,2460939000.0,9168000.0,,,,30444000.0,-844005000.0,-327206000.0,,,,,0.0,,,,,,,,,-40009000.0,,,43515000.0,0.0,,-1836000.0,28952000.0,,,,,38412000.0,,39263000.0,50326000.0,,0.0,,,1849878000.0,,,,,405000.0,,132703954.0,44418000.0,4129203000.0,,,,17567000.0,,,20513000.0,,,2536000.0,,1029000.0,,4165000.0,3139111000.0,,50326000.0,,,,,,,,,,,,5194000.0,5194000.0,,,0.2,26071000.0,,4398433000.0,,,,,,4375672000.0,149356000.0,,-166000.0,,,,,,35250000.0,,,-8913000.0,,28952000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,68805000.0,,132592939.0,,2103676000.0,,,,27670000.0,,17591000.0,113553000.0,,,5155381000.0,,,,115643000.0,,,,,,,,,,0.0,,,6064000.0,,,,-204366000.0,-68624000.0,,703000.0,,,,104280000.0,0.25,,,2021186000.0,-703628000.0,39999000.0,,,17094000.0,,,-6310000.0,,23664000.0,82490000.0,,,,2472883000.0,9273000.0,,,,30925000.0,-870165000.0,-114946000.0,,,,,0.0,,,,,,,,,99629000.0,,,64638000.0,0.0,,-6637000.0,28806000.0,,,,,39594000.0,,43407000.0,105607000.0,,30925000.0,,,1990261000.0,,,,,405000.0,,132828540.0,44748000.0,4285216000.0,,,,17600000.0,,,41906000.0,,,2090000.0,,870000.0,,5194000.0,3176511000.0,,105607000.0,,,,,,,,,,,,6064000.0,6064000.0,,,0.25,32950000.0,,4576559000.0,,,,,,4552895000.0,147899000.0,,1986000.0,,,,183600000.0,,35310000.0,,,-213046000.0,,28806000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,71145000.0,,132764877.0,,2593623000.0,,,,-23510000.0,4049000.0,38026000.0,118286000.0,2497000.0,,5629079000.0,,,,120237000.0,,,,,,,,,,0.0,,,2794000.0,,,,-411921000.0,-69649000.0,,888000.0,,,,103456000.0,0.2,20247000.0,,2531893000.0,-736531000.0,35930000.0,,,17010000.0,,,5491000.0,,19981000.0,61730000.0,,,,2442703000.0,9335000.0,,,,39499000.0,-901501000.0,-105419000.0,,,,,14471000.0,,,,,,,,,356056000.0,,20247000.0,271757000.0,0.0,,524000.0,-5495000.0,,,,,35525000.0,,37458000.0,52595000.0,,0.0,,,2492394000.0,,4049000.0,,,405000.0,,132931813.0,47141000.0,4727578000.0,,,,17187000.0,,,,,,1951000.0,,-3270000.0,,6064000.0,3179234000.0,,52595000.0,,,,,,,,,,,,2794000.0,2794000.0,,,0.2,26976000.0,,5036326000.0,,,,,,5016345000.0,276819000.0,,3784000.0,,,,,,37722000.0,,,-433169000.0,,29720000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,73271000.0,,,145971000.0,3030569000.0,,-127500000.0,,33968000.0,20929000.0,70426000.0,124809000.0,,70426000.0,5920685000.0,187595000.0,,1430000.0,125578000.0,5248000.0,,-6554000.0,,120626000.0,116302000.0,475510000.0,,2775000.0,0.0,-17967000.0,1333000.0,5248000.0,,,0.0,-382799000.0,-71112000.0,2936398000.0,-2871000.0,114538000.0,-897767000.0,,103138000.0,,,11619000.0,2936398000.0,-768661000.0,32998000.0,-768661000.0,,16945000.0,,,-31928000.0,,120626000.0,94171000.0,5443363000.0,3030569000.0,,2412794000.0,10223000.0,2883868000.0,4165000.0,-275793000.0,31601000.0,-897767000.0,-617558000.0,0.0,7269000.0,,159152000.0,0.0,5322737000.0,326469000.0,,,37998000.0,2412794000.0,0.86,,267312000.0,,,1333000.0,0.0,-966000.0,-10018000.0,-5208000.0,,682988000.0,149597000.0,,32783000.0,-1008374000.0,39023000.0,117941000.0,0.86,0.0,,21659000.0,2883868000.0,-1050601000.0,,,3181455000.0,215000.0,132817472.0,,51538000.0,5022918000.0,242125000.0,468241000.0,10001000.0,21659000.0,94171000.0,16945000.0,70426000.0,5022918000.0,,769000.0,326469000.0,2454000.0,-1165129000.0,2794000.0,3181455000.0,,117941000.0,413300000.0,,,31601000.0,1083000.0,,5248000.0,,,0.0,-36681000.0,5248000.0,5248000.0,,147401000.0,,28540000.0,20929000.0,5443363000.0,5248000.0,,280646000.0,,,5322737000.0,242125000.0,-10703000.0,-2829000.0,,132884933.0,,,70426000.0,41315000.0,,5920685000.0,-395473000.0,,28825000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,86502000.0,,171659191.0,,3622214000.0,,,,-49261000.0,15092000.0,51724000.0,167923000.0,,,8639246000.0,,,,171695000.0,,,,,,,,,,0.0,,,4159000.0,3845000.0,,,-89210000.0,-95459000.0,,-1947000.0,,,,141689000.0,0.36,,,3531377000.0,-807626000.0,33004000.0,,,15975000.0,,,-46940000.0,,161620000.0,90837000.0,,,,5127591000.0,11613000.0,,,,108795000.0,-946828000.0,-1477319000.0,,,,,0.0,,,,,,,,,31847000.0,,,6915000.0,755495000.0,,-3470000.0,-12030000.0,,,,-1678000.0,32333000.0,,71804000.0,56274000.0,,0.0,,,3400740000.0,,,,,671000.0,,172053880.0,81421000.0,7692418000.0,,,,24594000.0,,,51724000.0,,,3772000.0,,-1089000.0,,5248000.0,5935217000.0,,56274000.0,,,,,,,,,,,,4159000.0,4159000.0,,,0.36,61322000.0,,8763603000.0,,,,,,8601983000.0,848666000.0,,-1961000.0,,,,,,69808000.0,,,-100051000.0,,38877000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,91263000.0,,195574014.0,,4310447000.0,,,,34582000.0,16809000.0,23228000.0,181036000.0,,,9211982000.0,,,,184319000.0,,,,,,,,,,0.0,,,22575000.0,3653000.0,,,-610149000.0,-117175000.0,,-2494000.0,,,,167912000.0,0.23,,,4193756000.0,-870199000.0,51558000.0,,,15834000.0,,,22908000.0,,171271000.0,116691000.0,,,,5068879000.0,12075000.0,,,,122088000.0,-998079000.0,-167762000.0,,,,,0.0,,,,,,,,,463406000.0,,,5770000.0,-359000.0,,-1898000.0,1133000.0,,,,-1616000.0,50836000.0,,54670000.0,165159000.0,,0.0,,,4048109000.0,,,,,722000.0,,196099610.0,89773000.0,8213903000.0,,,,27507000.0,,,77411000.0,,,3283000.0,,18416000.0,,4159000.0,5939078000.0,,165159000.0,,,,,,,,,,,,22575000.0,22575000.0,,,0.23,44188000.0,,9415533000.0,,,,,,9244262000.0,972049000.0,,-463000.0,,,,,,77472000.0,,,-648323000.0,,38656000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,95909000.0,,195768298.0,,4834601000.0,,,,-7145000.0,26007000.0,,193406000.0,,,9755752000.0,,,,199304000.0,,,,,,,,,,0.0,,,9960000.0,6737000.0,,,-512046000.0,-117357000.0,,302000.0,,,,173581000.0,0.21,,,4725943000.0,-932876000.0,45966000.0,,,15739000.0,,,6137000.0,,154764000.0,108658000.0,,,,5010248000.0,16628000.0,,,,143728000.0,-1051950000.0,-809233000.0,,,,,0.0,,,,,,,,,375197000.0,,,7299000.0,-51000.0,,-11262000.0,-836000.0,,,,-2608000.0,45295000.0,,51571000.0,124234000.0,,26859000.0,,,4549458000.0,,,,,671000.0,,196619866.0,97497000.0,8703802000.0,,,,32169000.0,,,69299000.0,,,5898000.0,,-12615000.0,,22575000.0,5943124000.0,,124234000.0,,,,,,,,,,,,9960000.0,9960000.0,,,0.21,41089000.0,,9880927000.0,,,,,,9726163000.0,955893000.0,,3905000.0,,,,,,74323000.0,,,-538010000.0,,46746000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,100389000.0,,,179180000.0,4503083000.0,,0.0,,31539000.0,31144000.0,102511000.0,201874000.0,,102511000.0,9899475000.0,363404000.0,,2734000.0,227977000.0,10257000.0,,-8507000.0,,151356000.0,172430000.0,778375000.0,,-3131000.0,0.0,30502000.0,8910000.0,10257000.0,6550000.0,,1133574000.0,-120606000.0,-121161000.0,4359120000.0,-1532000.0,203634000.0,-1114888000.0,,182442000.0,,,9715000.0,4359120000.0,-991794000.0,49316000.0,-991794000.0,,15660000.0,,,-2919000.0,,151356000.0,143963000.0,9924441000.0,4503083000.0,,5385447000.0,16511000.0,4166840000.0,5248000.0,-451152000.0,154386000.0,-1114888000.0,-885196000.0,0.0,38838000.0,,245564000.0,0.0,9773085000.0,518906000.0,,,56827000.0,5385447000.0,1.06,,-52336000.0,,,8910000.0,378489000.0,-5671000.0,47132000.0,-240000.0,,818114000.0,306577000.0,-2605000.0,48645000.0,-1332011000.0,64336000.0,173239000.0,1.06,0.0,,39323000.0,4166840000.0,-1429483000.0,,,6377241000.0,671000.0,191754857.0,,101485000.0,8784587000.0,935459000.0,739537000.0,20785000.0,39323000.0,143963000.0,15660000.0,102511000.0,8784587000.0,,26103000.0,518906000.0,297000.0,-3339510000.0,9960000.0,6377241000.0,,173239000.0,660921000.0,,,154386000.0,5009000.0,,10257000.0,,,0.0,-20814000.0,10257000.0,10257000.0,,181914000.0,,53853000.0,31144000.0,9924441000.0,10257000.0,,376133000.0,,,9773085000.0,935459000.0,-12425000.0,-4612000.0,,191781622.0,,,102511000.0,84974000.0,,9899475000.0,-143099000.0,,48152000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,108139000.0,,207003950.0,,5126013000.0,,,,-33347000.0,28208000.0,70340000.0,210995000.0,,,10520630000.0,,,,221572000.0,,,,,,,,,,,,,14142000.0,2697000.0,,,-593119000.0,-123896000.0,,-1742000.0,,,,195021000.0,0.23,,,5014130000.0,-1058120000.0,56007000.0,,,15598000.0,,,-460000.0,,100080000.0,111883000.0,,,,5325638000.0,12886000.0,,,,161006000.0,-1179550000.0,-122497000.0,,,,,0.0,,,,,,,,,482808000.0,,,11050000.0,0.0,,-3599000.0,-469000.0,,,,-1369000.0,54916000.0,,57661000.0,114196000.0,,0.0,,,4818166000.0,,,,,1091000.0,,207324363.0,102856000.0,9341080000.0,,,,40329000.0,,,70340000.0,,,10577000.0,,3885000.0,,10257000.0,6383758000.0,,114196000.0,,,,,,,,,,,,14142000.0,14142000.0,,,0.23,47179000.0,,10480781000.0,,,,,,10380701000.0,986063000.0,,9600000.0,,,,29456000.0,,89970000.0,,,-603980000.0,,49044000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,114038000.0,,220979955.0,,4947988000.0,,,,30249000.0,24002000.0,98973000.0,218519000.0,,,10860992000.0,,,,228646000.0,,,,,,,,,,,,,8908000.0,2752000.0,,,-294227000.0,-131712000.0,,-2091000.0,,,,204731000.0,0.23,,,4804662000.0,-1130746000.0,62791000.0,,,15556000.0,,,-4470000.0,,98815000.0,143326000.0,,,,5835701000.0,11587000.0,,,,180699000.0,-1249461000.0,-1010725000.0,,,,,0.0,,,,,,,,,104413000.0,,,9785000.0,528627000.0,,47056000.0,481000.0,,,,-900770000.0,62221000.0,,61902000.0,184580000.0,,0.0,,,4593211000.0,,,,,570000.0,,221360641.0,104481000.0,9611531000.0,,,,43751000.0,,,98973000.0,,,10127000.0,,-5234000.0,,14142000.0,6966447000.0,,184580000.0,,,,,,,,,,,,8908000.0,8908000.0,,,0.23,51420000.0,,10812402000.0,,,,,,10713587000.0,1048139000.0,,3145000.0,,,,,,92894000.0,,,,,49046000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,116658000.0,,222061661.0,,5349454000.0,,,,-14933000.0,31718000.0,78271000.0,222943000.0,,,11003844000.0,,,,235713000.0,,,,,,,,,,,,,16936000.0,2204000.0,,,-167011000.0,-132574000.0,,-4373000.0,,,,219116000.0,0.26,,,5227894000.0,-1194987000.0,74324000.0,,,15535000.0,,,-22060000.0,,138917000.0,121560000.0,,,,5561790000.0,11025000.0,,,,207187000.0,-1317760000.0,-386518000.0,,,,,0.0,,,,,,,,,33734000.0,,,10104000.0,-12000.0,,-910000.0,9958000.0,,,,-178790000.0,73627000.0,,73283000.0,141305000.0,,0.0,,,4762239000.0,,,,,697000.0,,222236071.0,106285000.0,9686084000.0,,,,47852000.0,,,78271000.0,,,12770000.0,,8028000.0,,8908000.0,6756777000.0,,141305000.0,,,,,,,,,,,,16936000.0,16936000.0,,,0.26,57941000.0,,10939840000.0,,,,,,10800923000.0,1059879000.0,,-325000.0,,,,,,95260000.0,,,,,49532000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
