,annualSaleOfInvestment,trailingInvestingCashFlow,trailingSaleOfInvestment,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualStockholdersEquity,trailingPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,trailingCashDividendsPaid,quarterlyCommonStockIssuance,annualNonCurrentDeferredRevenue,annualLongTermDebt,quarterlyTotalNonCurrentAssets,quarterlyDilutedEPS,trailingNetIncome,trailingPretaxIncome,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,annualNetOtherInvestingChanges,annualCashDividendsPaid,trailingOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,annualPretaxIncome,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualNetIncome,annualGrossProfit,quarterlyPretaxIncome,annualOtherIncomeExpense,trailingFreeCashFlow,quarterlyOtherIntangibleAssets,trailingGrossProfit,quarterlyBasicEPS,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,annualAccountsPayable,quarterlyDepreciationAndAmortization,annualTotalLiabilitiesNetMinorityInterest,quarterlyBeginningCashPosition,trailingCostOfRevenue,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,quarterlyCashAndCashEquivalents,annualDilutedAverageShares,annualChangeInWorkingCapital,quarterlyBasicAverageShares,trailingRepaymentOfDebt,annualOperatingIncome,trailingTotalRevenue,quarterlyNetPPE,quarterlyRetainedEarnings,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualStockBasedCompensation,trailingStockBasedCompensation,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,trailingNetOtherFinancingCharges,quarterlyEbitda,annualOtherCurrentLiabilities,annualRepaymentOfDebt,annualInterestExpense,trailingChangesInAccountReceivables,annualPurchaseOfInvestment,annualTotalRevenue,annualCapitalStock,trailingChangeInWorkingCapital,annualOtherNonCurrentAssets,quarterlyGrossPPE,annualCapitalExpenditure,annualBasicEPS,trailingSellingGeneralAndAdministration,annualOperatingExpense,quarterlySaleOfInvestment,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,annualBasicAverageShares,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,annualCurrentAssets,quarterlyOperatingIncome,trailingBeginningCashPosition,trailingCapitalExpenditure,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,trailingOperatingExpense,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualDilutedEPS,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,trailingEndCashPosition,annualGrossPPE,annualCashAndCashEquivalents,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualCurrentDeferredRevenue,annualBeginningCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,annualCostOfRevenue,annualCurrentDebt,annualOtherNonCurrentLiabilities,annualTotalNonCurrentAssets,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualFreeCashFlow,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualCommonStockIssuance,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,annualEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTotalAssets,trailingNetIncomeCommonStockholders,annualDepreciationAndAmortization,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyLongTermDebt,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyOperatingExpense,annualCurrentAccruedExpenses,annualPurchaseOfBusiness,quarterlyCurrentAccruedExpenses,trailingChangeInAccountPayable,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,trailingTaxProvision,trailingPurchaseOfBusiness,annualIncomeTaxPayable,annualInventory,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredTaxesLiabilities,trailingDilutedEPS,trailingNetOtherInvestingChanges,annualResearchAndDevelopment,quarterlyInventory,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,annualNonCurrentDeferredTaxesLiabilities,trailingCommonStockIssuance,quarterlyPurchaseOfBusiness,annualOtherShortTermInvestments,annualDeferredIncomeTax,annualTaxProvision,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
1435622400,,,,36426000.0,,-37976000.0,-36083000.0,,,146895000.0,-207563000.0,275000.0,,,17000.0,,,6191501000.0,-0.28,,,2119157000.0,-1504448000.0,14113000.0,,,,,,1300081000.0,-181163000.0,17319000.0,-1468022000.0,,6313130000.0,-10836000.0,,,,-36083000.0,,,328277000.0,,-0.28,121629000.0,75480000.0,-9774000.0,,63179000.0,,247890000.0,,156067000.0,40327000.0,,40327000.0,,,88894258.0,,,,5728509000.0,-40766000.0,,,2003000.0,,,,,,,51622000.0,,,,,,,,,,5909672000.0,,,,,,,,88894258.0,0.0,,,,,16094000.0,,,15664000.0,21909000.0,,,2856000.0,,0.0,,650000.0,,,,,151819000.0,,,,2365207000.0,,-25243000.0,,,,,,,,,,,,-21419000.0,,,,,10373000.0,-35433000.0,,,2289727000.0,,260148000.0,59449000.0,,51760000.0,-1544070000.0,40327000.0,,,,,1857245000.0,8754000.0,2119157000.0,,,,8393000.0,,0.0,-38112000.0,100059000.0,83965000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,,,57594000.0,,-3101000.0,-1828000.0,,,136324000.0,6341000.0,357000.0,,,0.0,,,6112852000.0,-0.04,,,2088335000.0,-38500000.0,14461000.0,,,,,,-57471000.0,-228828000.0,18606000.0,19094000.0,,6254509000.0,-5666000.0,,,,-1828000.0,,,291104000.0,,-0.04,141657000.0,90453000.0,-8093000.0,,76291000.0,,40327000.0,,156068000.0,46668000.0,,46668000.0,,,88984236.0,,,,5680971000.0,-44592000.0,,,2034000.0,,,,,,,92828000.0,,,,,,,,,,5909799000.0,,,,,,,,88984236.0,0.0,,,,,4165000.0,,,-2894000.0,19650000.0,,,-6531000.0,,0.0,,-5006000.0,,,,,151556000.0,,,,2343376000.0,,-3905000.0,,,,,,,,,,,,-21421000.0,,,,,9378000.0,-90846000.0,,,2252923000.0,,1500000.0,73378000.0,,57818000.0,6218000.0,46668000.0,,,,,1834949000.0,8754000.0,2088335000.0,,,19650000.0,13973000.0,,0.0,8451000.0,93738000.0,89573000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,,,53711000.0,-1797699000.0,-1930000.0,-2745000.0,1676011000.0,,116510000.0,6883000.0,13292000.0,-24065000.0,,0.0,38245000.0,2260716000.0,5876002000.0,-0.07,,,2260716000.0,-1000.0,16600000.0,,,0.0,-87946000.0,,9052000.0,-269074000.0,18010000.0,53710000.0,-16082000.0,6254035000.0,-2885000.0,,-19935000.0,330993000.0,-2745000.0,-12927000.0,,318031000.0,,-0.07,378033000.0,97340000.0,-3380000.0,,67814000.0,2514821000.0,46668000.0,,11068000.0,53551000.0,53551000.0,53551000.0,85927216.0,12251000.0,88990612.0,,47388000.0,,5500462000.0,-44955000.0,35798000.0,190133000.0,2235000.0,8421000.0,,8754000.0,1658641000.0,,,87981000.0,13292000.0,-913694000.0,50667000.0,,-170590000.0,520850000.0,11068000.0,,18010000.0,5769536000.0,-1804597000.0,-0.19,,283605000.0,,38534000.0,-269074000.0,88990612.0,-145000000.0,85927216.0,,-5734000.0,378033000.0,13803000.0,,,-10802000.0,38245000.0,,,-1081000.0,-145000000.0,0.0,-0.19,-4338000.0,,,5769536000.0,53551000.0,154651000.0,-170590000.0,38245000.0,17753000.0,2514821000.0,-16082000.0,-6460000.0,,0.0,189857000.0,2260716000.0,116510000.0,5876002000.0,318031000.0,53551000.0,-1629741000.0,5500462000.0,-1081000.0,-31624000.0,385589000.0,174856000.0,2417481000.0,18342000.0,9583000.0,-614215000.0,0.0,279656000.0,2417481000.0,-44955000.0,0.0,80795000.0,97340000.0,57139000.0,-55880000.0,53551000.0,6254035000.0,,222998000.0,-16397000.0,1676011000.0,8754000.0,2260716000.0,80795000.0,,38245000.0,-17469000.0,,0.0,46000.0,97512000.0,83709000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,,,58897000.0,,4031000.0,5976000.0,,,108978000.0,3816000.0,262000.0,,,0.0,,,5855022000.0,0.03,,,2080005000.0,,17251000.0,,,,,,-213295000.0,-302835000.0,20011000.0,58897000.0,,6039119000.0,-2428000.0,,,,5976000.0,,,311846000.0,,0.03,184097000.0,98226000.0,-3930000.0,,64052000.0,,53551000.0,,11069000.0,57367000.0,,57367000.0,,,89190803.0,,,,5485623000.0,-42505000.0,,,3342000.0,,,,,,,91595000.0,,,,,,,,,,5788458000.0,,,,,,,,89597803.0,,,,,,19011000.0,,,-6749000.0,32972000.0,,,-10568000.0,,0.0,,4412000.0,,,,,153537000.0,-54415000.0,,,2337845000.0,,2253000.0,,,,,,,,,,,,-29961000.0,,,,,12503000.0,-210906000.0,,,2239619000.0,,0.0,81894000.0,,53655000.0,158214000.0,57367000.0,,,,,1651926000.0,8754000.0,2080005000.0,,,32972000.0,3084000.0,,0.0,4203000.0,99882000.0,80871000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,48814000.0,,1639000.0,4035000.0,,,101989000.0,280033000.0,5267000.0,,,294209000.0,,,5756803000.0,0.01,,,2338882000.0,,17614000.0,,,,,,229191000.0,-340262000.0,19166000.0,28814000.0,,6276923000.0,-1823000.0,,,,4035000.0,,,293191000.0,,0.01,520120000.0,109423000.0,-3812000.0,,62192000.0,,57367000.0,,11170000.0,337400000.0,,337400000.0,,,95145496.0,,,,5407455000.0,-41470000.0,,,3301000.0,,,,,,,87757000.0,,,,,,,,,,5747717000.0,,,,,,,,95995496.0,,,,,,19811000.0,,,-14994000.0,30352000.0,,,-16079000.0,,0.0,,5589000.0,,,,,154321000.0,-49697000.0,,,2607124000.0,,839000.0,,,,,,,,,,,,-29476000.0,,,,,13016000.0,-386510000.0,,,2497701000.0,,-19501000.0,81079000.0,,55386000.0,2028000.0,337400000.0,,,,,1951982000.0,8754000.0,2338882000.0,,,,2535000.0,,28237000.0,1765000.0,98935000.0,79124000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,,,89048000.0,,2692000.0,5217000.0,,,102618000.0,-248046000.0,14542000.0,,,586305000.0,,,6083548000.0,0.02,,,2407943000.0,-301049000.0,19910000.0,,,,,,43129000.0,-380662000.0,22103000.0,-212001000.0,,6363355000.0,-1073000.0,,,,5217000.0,,,289682000.0,,0.02,279807000.0,146682000.0,-6475000.0,,63446000.0,,337400000.0,,11364000.0,89354000.0,,89354000.0,,,115083622.0,,,,5734304000.0,-39427000.0,,,3288000.0,,,,,,,92541000.0,,,,,,,,,,6114966000.0,,,,,,,,116262622.0,-582004000.0,,,,,23740000.0,,,25703000.0,27150000.0,,,-13639000.0,,0.0,,2520000.0,,,,,164583000.0,-79174000.0,,,2706806000.0,,1847000.0,,,,,,,,,,,,-29509000.0,,,,,12955000.0,-210590000.0,,,2560124000.0,,0.0,87903000.0,,60474000.0,-380223000.0,89354000.0,,,,,2547722000.0,8754000.0,2407943000.0,,,,27167000.0,,28705000.0,1257000.0,104109000.0,80369000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,,,22848000.0,-524897000.0,26106000.0,28530000.0,3113460000.0,,111625000.0,-6339000.0,3806000.0,-22204000.0,,569067000.0,40755000.0,2688010000.0,6438089000.0,0.18,,,2688010000.0,-309096000.0,21269000.0,,,-8336000.0,-118455000.0,,275729000.0,-419368000.0,25177000.0,-286248000.0,43758000.0,6678998000.0,25598000.0,,34468000.0,410894000.0,28530000.0,30135000.0,,76973000.0,,0.18,240909000.0,124378000.0,-7987000.0,,61823000.0,2966071000.0,89354000.0,,11541000.0,83015000.0,83015000.0,83015000.0,110369055.0,-37922000.0,125994815.0,,89407000.0,,6050933000.0,-16971000.0,29464000.0,20274000.0,4213000.0,14144000.0,,8754000.0,334754000.0,,,116996000.0,3806000.0,-888607000.0,76044000.0,,-258718000.0,639639000.0,11541000.0,,25177000.0,6470301000.0,-630145000.0,0.26,,321487000.0,,52400000.0,-419368000.0,127212815.0,-569826000.0,106188902.0,,15088000.0,240909000.0,26845000.0,,,-41882000.0,40755000.0,,,9496000.0,-1446039000.0,0.0,0.25,2567000.0,,,6470301000.0,83015000.0,167198000.0,-75432000.0,,53551000.0,2966071000.0,43758000.0,22279000.0,,37228000.0,228745000.0,2688010000.0,111625000.0,6438089000.0,76973000.0,83015000.0,-410538000.0,6050933000.0,9496000.0,-29509000.0,1449581000.0,219607000.0,2841693000.0,-4426000.0,13926000.0,-80601000.0,0.0,388889000.0,2841693000.0,-16971000.0,-8835000.0,94133000.0,124378000.0,59230000.0,-304916000.0,83015000.0,6678998000.0,,251513000.0,27218000.0,3113460000.0,8754000.0,2688010000.0,94133000.0,,,-37212000.0,,37228000.0,22910000.0,107968000.0,81123000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,,,92897000.0,,21116000.0,24153000.0,,,106052000.0,32675000.0,0.0,,,647675000.0,,,6414630000.0,0.14,,,2388388000.0,-56323000.0,21930000.0,,,,,,-8310000.0,-463882000.0,18000000.0,36574000.0,,6701761000.0,-4410000.0,,,,24153000.0,,,296645000.0,,0.14,287131000.0,135198000.0,4312000.0,,65672000.0,,83015000.0,,11730000.0,115690000.0,,115690000.0,,,147950594.0,,,,6044127000.0,3784000.0,,,3902000.0,,,,,,,116850000.0,,,,,,,,,,6508009000.0,,,,,,,,149950346.0,-310855000.0,,,,,28503000.0,,,11185000.0,34779000.0,,,8710000.0,,0.0,,4650000.0,,,,,168285000.0,-76225000.0,,,2665384000.0,,20515000.0,,,,,,,,,,,,-40078000.0,,,,,13810000.0,-300642000.0,,,2530186000.0,,-1071000.0,86859000.0,,55205000.0,-51912000.0,115690000.0,,,,,3716043000.0,8754000.0,2388388000.0,,,,12378000.0,,38546000.0,17550000.0,113080000.0,84577000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,,48139000.0,,3980000.0,6954000.0,,,102093000.0,-50341000.0,0.0,,,-166000.0,,,6660834000.0,0.02,,,2598780000.0,-201411000.0,21695000.0,,,,,,159289000.0,-506118000.0,17284000.0,-153272000.0,,6864034000.0,-10514000.0,,,,6954000.0,,,282272000.0,,0.02,203200000.0,134237000.0,-6802000.0,,71575000.0,,115690000.0,,11730000.0,73242000.0,,73242000.0,,,155290559.0,,,,6331289000.0,7592000.0,,,3886000.0,,,,,,,104064000.0,,,,,,,,,,6837407000.0,,,,,,,,156095603.0,0.0,,,,,28108000.0,,,-26905000.0,33344000.0,,,5960000.0,,0.0,,-1473000.0,,,,,180500000.0,-71251000.0,,,2869441000.0,,3553000.0,,,,,,,,,,,,-39403000.0,,,,,14506000.0,-20628000.0,,,2735204000.0,,0.0,97181000.0,,62471000.0,-257769000.0,90526000.0,,,,,3681291000.0,8754000.0,2598780000.0,,,,-6074000.0,,15377000.0,525000.0,118029000.0,89921000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,,98568000.0,,11478000.0,14510000.0,,,55335000.0,22981000.0,224032000.0,,,15000.0,,,6338372000.0,0.07,,,2424358000.0,,22461000.0,,,,,,-789000.0,-504141000.0,25784000.0,98568000.0,,6907090000.0,-778000.0,,,,14510000.0,,,257831000.0,,0.07,568718000.0,386970000.0,-7092000.0,,67855000.0,,90526000.0,,11730000.0,87723000.0,,87723000.0,,,155302800.0,,,,6054757000.0,18911000.0,,,3449000.0,,,,,,,108129000.0,,,,,,,,,,6558898000.0,,,,,,,,156093736.0,0.0,,,,,36160000.0,,,19816000.0,66499000.0,,,6465000.0,,0.0,,-1528000.0,,,,,190021000.0,-77321000.0,,,2933981000.0,,11064000.0,,,,,,,,,,,,-39404000.0,,,,,13013000.0,-622000.0,,,2547011000.0,,0.0,102198000.0,,69690000.0,-74798000.0,113507000.0,,,,,3657046000.0,8754000.0,2424358000.0,,,,28356000.0,,14093000.0,767000.0,120331000.0,84171000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,,,53355000.0,-333038000.0,32867000.0,48944000.0,3647948000.0,,49930000.0,-12227000.0,2216000.0,-20744000.0,,-142000.0,64031000.0,2421380000.0,6156855000.0,0.21,,,2421380000.0,,23951000.0,,,-1071000.0,-159180000.0,,-117023000.0,-533498000.0,22358000.0,53355000.0,94561000.0,6622070000.0,-72612000.0,,69226000.0,474632000.0,48944000.0,47898000.0,,244554000.0,,0.21,465215000.0,165323000.0,-11162000.0,,62911000.0,2700929000.0,113507000.0,,11733000.0,78922000.0,101280000.0,78922000.0,153882814.0,-18376000.0,155310063.0,,136603000.0,,5889943000.0,0.0,-6912000.0,-88314000.0,3842000.0,15079000.0,,8754000.0,33167000.0,,,139125000.0,2216000.0,-822526000.0,90037000.0,,,728139000.0,11733000.0,,22358000.0,6423441000.0,-257734000.0,0.44,,338029000.0,,54459000.0,-533498000.0,155724147.0,0.0,153488730.0,,1929000.0,465215000.0,43832000.0,,,-22472000.0,64031000.0,,,13227000.0,-310855000.0,0.0,0.44,280000.0,,,6423441000.0,78922000.0,189333000.0,-77650000.0,,108192000.0,2700929000.0,94561000.0,32455000.0,,14240000.0,253507000.0,2421380000.0,49930000.0,6156855000.0,244554000.0,78922000.0,35225000.0,5889943000.0,13227000.0,-40295000.0,647382000.0,292959000.0,2535606000.0,19447000.0,13130000.0,-500634000.0,0.0,468168000.0,2535606000.0,0.0,0.0,113820000.0,165323000.0,66141000.0,51441000.0,101280000.0,6622070000.0,,268013000.0,67587000.0,3647948000.0,8754000.0,2421380000.0,113820000.0,,,-15213000.0,,14240000.0,29056000.0,123192000.0,79360000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,,,64447000.0,,49063000.0,52563000.0,,,45651000.0,-26300000.0,630000.0,,,,,,6247126000.0,0.31,,,,,18845000.0,,,,,,-224239000.0,,35907000.0,64447000.0,,6448291000.0,-6027000.0,,,,52563000.0,,,,,0.31,201165000.0,147218000.0,-7589000.0,,57366000.0,,101280000.0,,11733000.0,64080000.0,,64080000.0,,,155626055.0,,,,,9500000.0,,,4338000.0,,,,,,,131961000.0,,,,,,,,,,,,,,,,,,156714822.0,-173000.0,,,,,35097000.0,,,-4557000.0,65692000.0,,,22936000.0,,,,-1782000.0,,,,,174118000.0,,,,2499249000.0,,48577000.0,,,,,,,,,,,,-39510000.0,,,,,15564000.0,-308529000.0,,,2352031000.0,,,125381000.0,,62904000.0,133492000.0,74980000.0,,,,,3669842000.0,8754000.0,2240688000.0,,,,-33000.0,,14052000.0,37960000.0,111214000.0,76117000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,38072000.0,,16465000.0,19691000.0,,,41729000.0,-8993000.0,3554000.0,,,,,,6062401000.0,0.1,,,,,19331000.0,,,,,,78925000.0,,8472000.0,-19594000.0,,6559174000.0,-1041000.0,,,,19691000.0,,,,,0.1,496773000.0,155251000.0,-6362000.0,,58067000.0,,74980000.0,,11371000.0,57515000.0,,57515000.0,,,155636636.0,,,,,,,,4289000.0,,,,,,,99728000.0,,,,,,,,,,,,,,,,,,156590227.0,-396000.0,,,,,35781000.0,,,-35685000.0,64582000.0,,,26407000.0,,,,-1275000.0,,,,,175169000.0,,,,2623311000.0,,16202000.0,,,,,,,,,,,,-39507000.0,,,,,16203000.0,-131000.0,,,2468060000.0,,,130698000.0,,62479000.0,-125990000.0,65987000.0,,,,,3653611000.0,8754000.0,2361749000.0,,,,-12633000.0,,17148000.0,3175000.0,112690000.0,76909000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,,95361000.0,,17638000.0,20270000.0,,,93381000.0,-2749000.0,,,,,,,6548556000.0,0.11,,,,-40986000.0,18697000.0,,,,,,-33354000.0,,64844000.0,54375000.0,,6744850000.0,36078000.0,,,,20270000.0,,,,,0.11,196294000.0,193941000.0,-5616000.0,,59586000.0,,65987000.0,,11371000.0,52456000.0,,52456000.0,,,155649110.0,,,,,,,,4292000.0,,,,,,,101191000.0,,,,,,,,,,,,,,,,,,156669247.0,207000.0,,,,,36388000.0,,,20564000.0,64169000.0,,,27834000.0,,,,-5598000.0,,,,,180698000.0,,,,2823289000.0,,17367000.0,,,,,,,,,,,,-39507000.0,,,,,14280000.0,-140132000.0,,,2629348000.0,,0.0,143838000.0,,67806000.0,-64756000.0,63238000.0,,,,,3637109000.0,8754000.0,2471798000.0,,,,36114000.0,,151120000.0,3595000.0,112892000.0,76504000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,2229000.0,,,16746000.0,-392333000.0,16205000.0,19257000.0,3553361000.0,,158753000.0,4953000.0,,-27693000.0,,0.0,68687000.0,2762058000.0,6805133000.0,0.1,,,66136000.0,-264035000.0,23202000.0,,,,-157621000.0,,323286000.0,,14451000.0,-247289000.0,111781000.0,7070879000.0,57166000.0,,99371000.0,460708000.0,19257000.0,44552000.0,,,,0.1,265746000.0,241436000.0,-8126000.0,,60813000.0,3230934000.0,63238000.0,,11358000.0,53740000.0,68191000.0,53740000.0,155696486.0,-78985000.0,154866289.0,,148678000.0,,,,-33089000.0,86176000.0,4109000.0,17028000.0,,8754000.0,144618000.0,,,109979000.0,,-449711000.0,83167000.0,,-149176000.0,728418000.0,11358000.0,,14451000.0,,-362687000.0,0.63,,312030000.0,,61027000.0,,155146528.0,-50000000.0,155445247.0,,-10854000.0,265746000.0,41412000.0,,,-59307000.0,68687000.0,,,17501000.0,-50362000.0,,0.63,-2199000.0,,,,53740000.0,198433000.0,0.0,,101280000.0,3230934000.0,111781000.0,15944000.0,,146880000.0,267710000.0,66136000.0,158753000.0,6805133000.0,,53740000.0,-148061000.0,,17501000.0,-39097000.0,0.0,214626000.0,2989498000.0,,14980000.0,-919000.0,,445951000.0,2989498000.0,,,156373000.0,241436000.0,74521000.0,-335079000.0,68191000.0,7070879000.0,,235832000.0,98090000.0,3553361000.0,8754000.0,2762058000.0,156373000.0,,,,,146880000.0,-178000.0,123912000.0,82500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,,,89446000.0,,-38931000.0,-36895000.0,,,155728000.0,-2120000.0,732000.0,,,,,,6961948000.0,-0.26,,,66136000.0,-35584000.0,24350000.0,,,,,,36701000.0,,13626000.0,53862000.0,,7373628000.0,-16244000.0,,,,-36895000.0,,,,,-0.26,411680000.0,549541000.0,-14352000.0,,64941000.0,,68191000.0,,11358000.0,52445000.0,,52445000.0,,,154396159.0,,,,272051000.0,-41189000.0,,,5150000.0,,,,,,,55960000.0,,,,,,,,,,272051000.0,,,,,1932000.0,,,154396159.0,-525000.0,,,,,38866000.0,,,18401000.0,69251000.0,,,9674000.0,,,,-4263000.0,,,,,197389000.0,,,,3623569000.0,,-39392000.0,,,,,,,,,,,,-40580000.0,,,,,18094000.0,-335951000.0,,,3074028000.0,,-35584000.0,176973000.0,,71924000.0,-128267000.0,66071000.0,,,,,3465150000.0,8754000.0,2849049000.0,,,,,,144992000.0,-52435000.0,125465000.0,86599000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,,56270000.0,,9987000.0,12823000.0,,,152750000.0,-4524000.0,104000.0,,,,,,7133421000.0,0.06,,,66136000.0,,25109000.0,,,,,,80975000.0,,43535000.0,71354000.0,,7486666000.0,6184000.0,,,,12823000.0,,,,,0.06,353245000.0,582113000.0,-9672000.0,,67291000.0,,66071000.0,,11358000.0,48172000.0,,48172000.0,,,154384586.0,,,,270943000.0,-31355000.0,,,5067000.0,,,,,,,107538000.0,,,,,,,,,,270943000.0,,,,,2253000.0,,,154687261.0,0.0,,,,,38271000.0,,,-19324000.0,61788000.0,,,1279000.0,,,,4164000.0,,,,,196656000.0,,,,3768072000.0,,9786000.0,,,,,,,,,,,,-39290000.0,,,,,18344000.0,-150919000.0,,,3185959000.0,,-49364000.0,184733000.0,,70435000.0,-141769000.0,61547000.0,,,,,3431437000.0,8754000.0,2971421000.0,,,,,,212893000.0,96000.0,126221000.0,87950000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,,-542325000.0,6924000.0,87884000.0,,59182000.0,62955000.0,,0.0,156933000.0,7792000.0,,,-158252000.0,,,,7104962000.0,0.38,46570000.0,58140000.0,66136000.0,,26590000.0,298080000.0,260631000.0,,,-40942000.0,-142882000.0,,12562000.0,87884000.0,,7428294000.0,2334000.0,-6341000.0,,,62955000.0,,-34189000.0,,505407000.0,0.38,323332000.0,601032000.0,-8792000.0,,67586000.0,,61547000.0,295289000.0,11358000.0,56777000.0,,56777000.0,,,154414452.0,-633720000.0,,800696000.0,270318000.0,,,,5176000.0,,19502000.0,,,94834000.0,49440000.0,159326000.0,,,,-3925000.0,,,,-52431000.0,,270318000.0,,,69079000.0,,510000.0,,,156498919.0,0.0,,58140000.0,,,42367000.0,63238000.0,-284535000.0,7799000.0,64474000.0,344491000.0,,-2727000.0,,,,-1627000.0,6101000.0,69339000.0,,,208218000.0,,,,3686672000.0,,58755000.0,160916000.0,,,,,,,,,,,-39285000.0,,,,,17661000.0,-145931000.0,,,3085640000.0,,-55000.0,197403000.0,,78409000.0,62790000.0,69339000.0,,45712000.0,,,3450767000.0,8754000.0,2864233000.0,,250346000.0,,,-50525000.0,206451000.0,46176000.0,129809000.0,87442000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
