date,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyEbitda,trailingNetOtherFinancingCharges,trailingTaxProvision,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyBasicEPS,quarterlyTotalLiabilitiesNetMinorityInterest,trailingEndCashPosition,annualCurrentDeferredRevenue,annualNetOtherFinancingCharges,quarterlyEndCashPosition,annualCurrentDebt,quarterlyChangeInAccountPayable,annualResearchAndDevelopment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCostOfRevenue,quarterlyOtherNonCashItems,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,annualCurrentAssets,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualOtherNonCurrentAssets,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualChangeInAccountPayable,quarterlyDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,trailingNetIncomeContinuousOperations,quarterlyCurrentLiabilities,annualChangesInAccountReceivables,quarterlyCurrentAssets,trailingOperatingExpense,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,trailingCostOfRevenue,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,annualEbitda,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualRetainedEarnings,annualNetIncome,quarterlyBasicAverageShares,annualOtherShortTermInvestments,quarterlyOperatingExpense,annualBeginningCashPosition,annualCommonStockIssuance,annualFreeCashFlow,quarterlyChangeInInventory,annualCashDividendsPaid,annualBasicAverageShares,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,trailingOperatingCashFlow,annualAccountsReceivable,annualOtherCurrentAssets,quarterlyNetIncome,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,annualTotalNonCurrentAssets,quarterlyNetIncomeContinuousOperations,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,annualTotalAssets,quarterlyNetOtherInvestingChanges,annualTaxProvision,annualLongTermDebt,annualStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCommonStockIssuance,annualOtherNonCashItems,trailingStockBasedCompensation,annualDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,trailingChangeInInventory,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,annualCurrentLiabilities,annualInventory,quarterlyDilutedEPS,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,annualIncomeTaxPayable,trailingOtherNonCashItems,quarterlyInventory,annualStockBasedCompensation,quarterlyNetOtherFinancingCharges,annualOperatingCashFlow,trailingOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,annualNetPPE,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualNonCurrentDeferredTaxesLiabilities,trailingPretaxIncome,quarterlyTaxProvision,annualCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,annualDilutedAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,trailingNetIncome,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyOtherShortTermInvestments,trailingChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,annualChangeInWorkingCapital,annualRepaymentOfDebt,annualOtherCurrentLiabilities,annualGrossPPE,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,quarterlyDepreciationAndAmortization,trailingChangesInAccountReceivables,trailingChangeInWorkingCapital,annualInterestExpense,annualPretaxIncome,annualOtherNonCurrentLiabilities,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,trailingCapitalExpenditure,trailingDeferredIncomeTax,annualAccountsPayable,trailingOperatingIncome,annualCapitalStock,quarterlyCashAndCashEquivalents,trailingGrossProfit,annualOtherIncomeExpense,annualTotalRevenue,annualInvestingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingInvestingCashFlow,annualCapitalExpenditure,annualBasicEPS,quarterlyAccountsPayable,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingIncome,annualEndCashPosition,trailingTotalRevenue,quarterlyOtherIntangibleAssets,annualNonCurrentDeferredRevenue,annualGoodwill,quarterlyPurchaseOfInvestment,annualSaleOfInvestment,trailingCashDividendsPaid,trailingDilutedAverageShares,annualPurchaseOfInvestment,quarterlyPurchaseOfBusiness,trailingBasicEPS,trailingCommonStockIssuance,trailingDepreciationAndAmortization,quarterlyGoodwill,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingPurchaseOfInvestment,annualPurchaseOfBusiness,quarterlySaleOfInvestment,trailingPurchaseOfBusiness,trailingDilutedEPS,annualOtherIntangibleAssets,quarterlyNonCurrentDeferredRevenue
2017-03-31,,,685427000.0,134128000.0,459048000.0,,,11438000.0,,469000.0,-389271000.0,,227580000.0,0.001265,9516706000.0,,,,17188000.0,,61745000.0,,,,3256000.0,,,,,,-9837000.0,,,,,,,,6021000.0,,2928840000.0,,,1005321000.0,,929506000.0,,,57777000.0,,,,164694000.0,457847000.0,414841000.0,,,4309354000.0,,,370831000.0,,93452000.0,,,,13297000.0,,,,,,,,469000.0,6508209000.0,47220000.0,1891177000.0,,469000.0,,14848000.0,7524000.0,,5798000.0,,,,-326548000.0,8511385000.0,,,,,,-395069000.0,16197000.0,,71172000.0,-80385000.0,2236000.0,,,0.001256,-56465000.0,,,,98690000.0,,-9837000.0,,,470201000.0,17797000.0,,,545000.0,,,,6022000.0,,,,,,,12880357000.0,6491000.0,,,-22053000.0,75132000.0,,,,,,,,,,,,,13826060000.0,12896554000.0,,,,,,17188000.0,,,,,17188000.0,,,,582565000.0,,3753000.0,16643000.0,,,373353000.0,-122000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,,661486000.0,94409000.0,364757000.0,,,9133000.0,,-63557000.0,-490049000.0,,178764000.0,-0.17,9616922000.0,,,,17190000.0,,43696000.0,,,,1990000.0,,,,,,-783000.0,,,,,,,,-37855000.0,,2865283000.0,,,1094978000.0,,934042000.0,,,43962000.0,,,,159391000.0,482722000.0,385975000.0,,,4254335000.0,,,371111000.0,,84355000.0,,,,1687000.0,,,,,,,,-63557000.0,6553740000.0,39186000.0,1853321000.0,,-63557000.0,,14413000.0,17809000.0,,2181000.0,,,,-239551000.0,8521944000.0,,,,,,-492230000.0,15340000.0,,72744000.0,43666000.0,2250000.0,,,-0.17,-123077000.0,,,,97003000.0,,-783000.0,,,446371000.0,4817000.0,,,2000.0,,,,-37855000.0,,,,,,,12921875000.0,-101412000.0,,,2706000.0,-45859000.0,,,,,,,,,,,,,13871257000.0,12937215000.0,,,,,,17190000.0,,,,,17190000.0,,,,689772000.0,,3752000.0,17188000.0,,,371111000.0,67000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,,726743000.0,121978000.0,517052000.0,,,11919000.0,,10621000.0,-494934000.0,,218637000.0,0.03,9718308000.0,,,,10765000.0,,22896000.0,,,,2616000.0,,,,,,-365000.0,,,,,,,,6771000.0,,2875904000.0,,,1129459000.0,,1060975000.0,,,-59930000.0,,,,190646000.0,508106000.0,471533000.0,,,4276779000.0,,,371142000.0,,96659000.0,,,,-8248000.0,,,,,,,,10621000.0,6612281000.0,44006000.0,1860094000.0,,10621000.0,,14801000.0,11197000.0,,76746000.0,,,,-387555000.0,8588849000.0,,,,,,-571680000.0,14910000.0,,74756000.0,57080000.0,2268000.0,,,0.03,-29831000.0,,,,105210000.0,,-365000.0,,,431409000.0,1144000.0,,,-6425000.0,,,,6770000.0,,,,,,,12919202000.0,17391000.0,,,-135443000.0,-140271000.0,,,,,,,,,,,,,13995087000.0,12934112000.0,,,,,,10765000.0,,,,,10765000.0,,,,670966000.0,,3752000.0,17190000.0,,,373015000.0,269000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,43902000.0,789447000.0,1047171000.0,341940000.0,780543000.0,,,13378000.0,117032000.0,841914000.0,-434591000.0,,479851000.0,2.27,9068448000.0,,34511000.0,-13820000.0,43902000.0,2286000.0,9002000.0,,7738206000.0,2015995000.0,-649149000.0,,,1251725000.0,,22017723000.0,-836000.0,,307000.0,412377000.0,14137000.0,88056000.0,-9083934000.0,137339000.0,113119000.0,,3717818000.0,9068448000.0,,1330242000.0,-329811000.0,1251725000.0,,,-40394000.0,,,,117032000.0,567320000.0,671665000.0,2121400000.0,789447000.0,5131203000.0,3717818000.0,789447000.0,370887225.0,,137911000.0,16643000.0,,125908000.0,7781000.0,,370632394.0,34511000.0,,,671665000.0,2603000.0,841914000.0,6351405000.0,61293000.0,1259558000.0,12947926000.0,841914000.0,191706000.0,15449000.0,2603000.0,14199651000.0,59628000.0,-633380000.0,6351405000.0,5131203000.0,-1567560000.0,7738206000.0,,-641287000.0,,,,-494219000.0,14137000.0,,75823000.0,-263395000.0,2286000.0,1330242000.0,97406000.0,2.25,-32520000.0,,,,97406000.0,45868000.0,-2835000.0,2079106000.0,,731125000.0,2612000.0,12933789000.0,-9083934000.0,33137000.0,1104833000.0,1259558000.0,,-608317000.0,43902000.0,2.11,373768000.0,,14517000.0,,12933789000.0,233597000.0,,,-175021000.0,236906000.0,1415000.0,-2521214000.0,2612000.0,22017723000.0,144353000.0,27259000.0,,,,294495000.0,156067000.0,15449000.0,14199651000.0,12947926000.0,,,692908000.0,,3752000.0,43902000.0,,-241894000.0,3120828000.0,-1808845000.0,43902000.0,,-1953198000.0,2.13,692908000.0,,3752000.0,10765000.0,,-243034000.0,373764000.0,307000.0,692456000.0,43902000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,,1141028000.0,414465000.0,836935000.0,,,10916000.0,,233946000.0,-628211000.0,,539808000.0,0.63,9016296000.0,,,,98145000.0,,48307000.0,,,,3398000.0,,,,,,,,,,,,,,71536000.0,,3951764000.0,,,1391277000.0,,1291055000.0,,,83071000.0,,,,255412000.0,601220000.0,642534000.0,,,5361221000.0,,,371543000.0,,125343000.0,,,,-9763000.0,,,,,,,,233946000.0,6163775000.0,43043000.0,1331094000.0,,233946000.0,,15310000.0,,,57000.0,,,,-558566000.0,7625019000.0,,,,,,-628268000.0,13408000.0,,75894000.0,-203724000.0,2304000.0,,,0.63,-33089000.0,,,,107169000.0,,-15158000.0,,,886191000.0,102000.0,,,54243000.0,,,,71536000.0,,,,,,,13073054000.0,305482000.0,,,38268000.0,257923000.0,,,,,,,,,,,,,14377517000.0,13086462000.0,,,,,,98145000.0,,,,,98145000.0,,,,739932000.0,,3760000.0,43902000.0,,,374181000.0,309000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,,1137113000.0,413728000.0,391984000.0,,,10562000.0,,242464000.0,-715392000.0,,544800000.0,0.65,9184992000.0,,,,129989000.0,,55403000.0,,,,576109000.0,,,,,,,,,,,,,,75232000.0,,4194228000.0,,,1484439000.0,,1441289000.0,,,-64771000.0,,,,280199000.0,592313000.0,671004000.0,,,5613488000.0,,,373021538.0,,131072000.0,,,,-8141000.0,,,,,,,,242464000.0,6164221000.0,47174000.0,1406326000.0,,242464000.0,,1536332000.0,1311300000.0,,27323000.0,,,,-433568000.0,7700553000.0,,,,,,-742715000.0,17620000.0,,74288000.0,-6553000.0,2322000.0,,,0.65,-21744000.0,,,,115310000.0,,-5985000.0,,,753802000.0,9065000.0,,,31844000.0,,,,75232000.0,,,,,,,13339571000.0,317696000.0,,,-117311000.0,753802000.0,,,,,,,,,,,,,14798480000.0,13357191000.0,,,,,,129989000.0,,,,,129989000.0,,,,811965000.0,,3760000.0,98145000.0,,,374505000.0,325000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,,1282151000.0,513568000.0,485044000.0,,,11731000.0,,314169000.0,-759880000.0,,658615000.0,0.84,9092250000.0,,,,12896000.0,,-71002000.0,,,,619284000.0,,,,,,,,,,,,,,105244000.0,,4508398000.0,,,1490449000.0,,1369137000.0,,,-72705000.0,,,,245229000.0,623536000.0,794447000.0,,,5938810000.0,,,374010714.0,,145047000.0,,,,10052000.0,,,,,,,,314169000.0,5955326000.0,44151000.0,1511569000.0,,314169000.0,,1646475000.0,1356241000.0,,3347000.0,,,,-1120273000.0,7601801000.0,,,,,,-763227000.0,17385000.0,,73409000.0,-217976000.0,2341000.0,,,0.84,-28524000.0,,,,104230000.0,,-703000.0,,,860748000.0,9056000.0,,,-117093000.0,,,,97466000.0,,,,,,,13644538000.0,411635000.0,,,-60176000.0,860748000.0,,,,,,,,,,,,,15031060000.0,13661923000.0,,,,,,12896000.0,,,,,12896000.0,,,,771425000.0,,3760000.0,129989000.0,,,374623000.0,430000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,282749000.0,989700000.0,1149294000.0,360498000.0,331430000.0,,,14027000.0,87328000.0,197738000.0,-756689000.0,,503387000.0,0.53,8876086000.0,,53674000.0,240052000.0,282749000.0,2360000.0,-23434000.0,,7488577000.0,2462976000.0,576033000.0,,,1412361000.0,,24676947000.0,,,415000.0,544351000.0,15786000.0,314878000.0,-10807147000.0,9274000.0,62866000.0,,4706135000.0,8876086000.0,,1387509000.0,94765000.0,1412361000.0,,,180113000.0,,,,87328000.0,645907000.0,644107000.0,1589834000.0,988317000.0,6145133000.0,4706135000.0,988317000.0,373090566.0,,142889000.0,43902000.0,,3456008000.0,15587000.0,,371547744.0,53674000.0,,,644107000.0,1129612000.0,197738000.0,5765989000.0,49201000.0,1574436000.0,13885586000.0,199121000.0,183569000.0,1722588000.0,1129612000.0,15297947000.0,23731000.0,307102000.0,5765989000.0,6145133000.0,-508579000.0,7488577000.0,,2340600000.0,,,,-780420000.0,15786000.0,,69441000.0,71319000.0,2360000.0,1387509000.0,88544000.0,0.53,-29068000.0,,,,88544000.0,47236000.0,261898000.0,3456008000.0,,955267000.0,,13869800000.0,-10807147000.0,269853000.0,2246610000.0,1574436000.0,,62868000.0,282749000.0,2.64,374838000.0,,7735000.0,,13869800000.0,261989000.0,,,233984000.0,955267000.0,125708000.0,-2620986000.0,,24676947000.0,54458000.0,238847000.0,,,,293032000.0,1296802000.0,1722588000.0,15297947000.0,13885586000.0,,,717560000.0,,3760000.0,282749000.0,,-112425000.0,4709586000.0,-2860172000.0,282749000.0,,-2914630000.0,2.66,717560000.0,,3760000.0,12896000.0,,-356934000.0,374525000.0,415000.0,1702259000.0,282749000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,,,1124234000.0,330029000.0,306320000.0,,,12107000.0,,186976000.0,-753071000.0,,465924000.0,0.5,8995620000.0,,,,264371000.0,,24341000.0,,,,603591000.0,,,,,25418264000.0,,,,,,,,,51990000.0,,4893111000.0,,,1445451000.0,,1484062000.0,,,-68576000.0,,,,268507000.0,658310000.0,698641000.0,,,6323710000.0,,,373952000.0,,135895000.0,,,,-14742000.0,,,,,,,,186976000.0,5766647000.0,47617000.0,1626426000.0,,186493000.0,,1783522000.0,1219691000.0,,499000.0,,,,-100576000.0,7550169000.0,,,,,,-753570000.0,31597000.0,,67837000.0,13170000.0,2378000.0,,,0.5,-23709000.0,,,,103287000.0,,13746000.0,,,721508000.0,549000.0,,-11300000000.0,-18378000.0,,,,51990000.0,,,,,,,14118264000.0,238483000.0,,,-78027000.0,721508000.0,,,,,,,,,,,,,15633923000.0,14149861000.0,,,,,,264371000.0,,,,,264371000.0,,,,755834000.0,,3768000.0,282749000.0,,,374474000.0,531000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,,1208382000.0,401550000.0,867192000.0,,,12176000.0,,236557000.0,-804674000.0,,545732000.0,0.63,8999587000.0,,,,206482000.0,,13835000.0,,,,853000.0,,,,,14400957000.0,,,,,,,,,75649000.0,,5110921000.0,,,1368346000.0,,1413675000.0,,,-5279000.0,,,,261609000.0,662650000.0,650870000.0,,,6483503000.0,,,372835000.0,,144182000.0,,,,-7696000.0,,,,,,,,236557000.0,5767316000.0,47226000.0,1702075000.0,,236450000.0,,11755000.0,,,153000.0,,,,-145586000.0,7631241000.0,,,,,,-804827000.0,14790000.0,,68471000.0,-36626000.0,2397000.0,,,0.63,-20980000.0,,,,110894000.0,,33621000.0,,,783396000.0,,,,-57889000.0,,,,75649000.0,,,,,,,14400957000.0,312099000.0,,,62883000.0,-21431000.0,,,,,,,,,,,,,15829422000.0,14415747000.0,,,,,,206482000.0,,,,,206482000.0,,,,738311000.0,,3749000.0,264371000.0,,,374009000.0,561000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,,1104197000.0,299458000.0,275259000.0,,,12870000.0,,158162000.0,-696182000.0,,435854000.0,0.43,8857175000.0,,,,35260000.0,,18448000.0,,,,603397000.0,,,,,26810573000.0,-102304000.0,,,,,,,,49747000.0,,5269243000.0,,,1371769000.0,,1225684000.0,,,46153000.0,,,,250192000.0,668343000.0,706946000.0,,,6551985000.0,,,367818605.0,,136396000.0,,,,571000.0,,,,,,,,158162000.0,5568413000.0,46993000.0,1751822000.0,,157422000.0,,1916993000.0,1190424000.0,,86214000.0,,,,-735759000.0,7485406000.0,,,,,,-782396000.0,25098000.0,,68090000.0,-282002000.0,2416000.0,,,0.43,-24199000.0,,,,110323000.0,,25061000.0,,,806972000.0,15000.0,,-12290000000.0,-171222000.0,,,,49747000.0,,,,,,,14520573000.0,207169000.0,,,-27125000.0,806972000.0,,,,,,,,,,,,,15771355000.0,14545671000.0,,,,,,35260000.0,,,,,35260000.0,,,,694966000.0,,3717000.0,206482000.0,,,370676000.0,543000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
