date,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualOtherNonCurrentAssets,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,quarterlyIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlySaleOfInvestment,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualCapitalExpenditure,annualAccumulatedDepreciation,quarterlyOperatingIncome,annualCurrentAssets,trailingNetIncomeContinuousOperations,trailingCapitalExpenditure,quarterlyChangeInWorkingCapital,quarterlyDilutedEPS,quarterlyAccountsPayable,trailingOperatingExpense,annualRepurchaseOfCapitalStock,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,annualTaxProvision,trailingInterestExpense,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,quarterlyEbitda,annualChangeInCashSupplementalAsReported,trailingResearchAndDevelopment,annualRepaymentOfDebt,annualTotalRevenue,quarterlyChangeInInventory,quarterlyGrossProfit,annualInterestExpense,annualDilutedAverageShares,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyRetainedEarnings,annualFreeCashFlow,trailingFreeCashFlow,quarterlyCurrentLiabilities,trailingCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,annualResearchAndDevelopment,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,annualBasicAverageShares,annualOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTaxProvision,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTaxProvision,trailingNetIncome,annualChangeInInventory,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualNetIncomeContinuousOperations,annualBeginningCashPosition,annualCostOfRevenue,annualCurrentDebt,annualNetIncome,annualCashDividendsPaid,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentAssets,annualInvestingCashFlow,quarterlyNetIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,annualLongTermDebt,quarterlyCommonStockIssuance,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,annualStockholdersEquity,annualStockBasedCompensation,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetPPE,annualGoodwill,quarterlyAccountsReceivable,annualTotalAssets,quarterlyCostOfRevenue,annualCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyGoodwill,annualInventory,annualCurrentLiabilities,quarterlyBasicEPS,annualRetainedEarnings,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,trailingOperatingCashFlow,annualCapitalStock,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,quarterlyDepreciationAndAmortization,quarterlyCashDividendsPaid,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,annualAccountsPayable,annualOperatingCashFlow,annualDilutedEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,annualEndCashPosition,trailingRepaymentOfDebt,annualOperatingIncome,quarterlyDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,annualGrossPPE,annualNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,trailingPretaxIncome,annualBasicEPS,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualOtherNonCurrentLiabilities,annualPretaxIncome,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,trailingOperatingIncome,quarterlyTotalAssets,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingDeferredIncomeTax,trailingRepurchaseOfCapitalStock,trailingCashDividendsPaid,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,annualChangeInAccountPayable,trailingBasicEPS,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingChangeInWorkingCapital,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
1998-12-31,786300000.0,,1797100000.0,132700000.0,945400000.0,,,3071600000.0,,-151400000.0,,-2234000000.0,-265500000.0,-588200000,1266600000.0,,,,,108600000.0,,,,196500000.0,,-17900000.0,0.0,-37100000.0,-5000000.0,-10900000.0,,483600000.0,,-264400000.0,,,,-486400000,12300000.0,,,2233600000.0,,515200000.0,67600000.0,777647059.0,,1266600000.0,381200000.0,-1975500000.0,,1619700000.0,,3071600000.0,,882200000.0,2626100000.0,1574700000.0,821100000.0,262400000.0,-93500000.0,,,777647059.0,196500000.0,,49400000.0,,148800000.0,1451900000.0,,,-25700000.0,682500000,-265500000.0,-30800000.0,,-241100000.0,-264400000.0,58000000.0,658900000.0,1027500000.0,-264400000.0,,,,11600000.0,155000000.0,,99400000,132700000.0,-2224800000.0,99400000,-124600000.0,88100000.0,483600000.0,,1363800000.0,18300000.0,,739200000.0,,821100000.0,,462000000.0,774500000.0,679900000.0,,,3892700000.0,167300000.0,1977400000.0,,128600000.0,,462000000.0,1619700000.0,,381200000.0,,,,,,1363800000.0,,1103400000.0,99800000.0,,1813500000.0,1813500000.0,,679900000.0,101800000.0,,14700000.0,70300000.0,,108600000.0,258500000.0,-0.34,1451900000.0,,-93800000.0,70300000.0,0.0,70300000.0,,0.0,,-222400000.0,,,,945400000.0,-2400000.0,,,-0.34,1027500000.0,70300000.0,,37700000.0,88100000.0,-275300000.0,124200000.0,99400000,,,3892700000.0,,2626100000.0,-5000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,,,,,931000000.0,,,2955000000.0,,,,,,199000000,,,,14000000.0,0.125,338000000.0,,,,179000000.0,,2000000.0,110000000.0,-25000000.0,,,,,,,,,,222000000,,,,,,478000000.0,,,,1303000000.0,481000000.0,,,1607000000.0,,,789544000.0,,,,921000000.0,207000000.0,,4000000.0,,,,,51000000.0,,151000000.0,1348000000.0,,,,708000000,-283000000.0,-27000000.0,,-69000000.0,,,,,,,,,,137000000.0,,100000000,139000000.0,,100000000,40000000.0,88000000.0,242000000.0,,,30000000.0,,49000000.0,,,,463000000.0,-14000000.0,648000000.0,,,,230000000.0,,,,,,,0.125,,,,,,,1260000000.0,,279000000.0,,,1786000000.0,,,,23000000.0,,,,,,,,,,,114000000.0,70000000.0,110000000.0,,,,,803604000.0,,,,,,,,1027000000.0,,,35000000.0,,,110000000.0,100000000,,,3876000000.0,,2573000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,,-117000000.0,,,892000000.0,,,2088000000.0,,,,,,215000000,,,,54000000.0,0.135,358000000.0,,,,171000000.0,,-4000000.0,69000000.0,-147000000.0,,,,,,,,,,238000000,,,,,,491000000.0,,,,1192000000.0,590000000.0,,,945000000.0,,,795368000.0,,,,1658000000.0,204000000.0,,5000000.0,,,,,56000000.0,,165000000.0,1143000000.0,,,,726000000,-265000000.0,-15000000.0,,-82000000.0,,,,,,,,,,186000000.0,,109000000,153000000.0,,109000000,-41000000.0,83000000.0,84000000.0,,,644000000.0,,49000000.0,,,,456000000.0,-16000000.0,627000000.0,,,,235000000.0,,,,,,,0.135,,,,,,,1060000000.0,,276000000.0,,,1774000000.0,,,,23000000.0,,,,,,,,,,,74000000.0,110000000.0,69000000.0,4000000.0,,,,813490000.0,,,,,,,,503000000.0,,,35000000.0,,,171000000.0,109000000,,,3746000000.0,,2554000000.0,-1000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,,-103000000.0,,,976000000.0,,,1886000000.0,,,,,,117000000,,,,161000000.0,0.065,405000000.0,,,,173000000.0,,2000000.0,72000000.0,-13000000.0,,,,,,,,,,140000000,,,,,,408000000.0,,,,1095000000.0,645000000.0,,,1042000000.0,,,829060000.0,,,,1753000000.0,220000000.0,,,,,,,29000000.0,,84000000.0,844000000.0,,,,691000000,-344000000.0,-15000000.0,,-225000000.0,,,,,,,,,,239000000.0,,55000000,163000000.0,,55000000,3000000.0,83000000.0,78000000.0,,,26000000.0,,48000000.0,,,,414000000.0,-8000000.0,632000000.0,,,,283000000.0,,,,,,,0.065,,,,,,,761000000.0,,291000000.0,,,1749000000.0,,,,23000000.0,,,,,,,,,,,72000000.0,69000000.0,72000000.0,4000000.0,,,,843010000.0,,,,,,,,559000000.0,,,26000000.0,,,224000000.0,55000000,,,3639000000.0,,2544000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,842000000.0,-116000000.0,1217000000.0,187000000.0,940000000.0,,,1848000000.0,,-29000000.0,,-80000000.0,-336000000.0,194000000,1055000000.0,,,-20000000.0,,92000000.0,,-127000000.0,,156000000.0,,-3000000.0,64000000.0,0.0,-1000000.0,191000000.0,,363000000.0,,371000000.0,,,,303000000,-6000000.0,,,2842000000.0,,565000000.0,118000000.0,824444444.0,,1055000000.0,752000000.0,647000000.0,,1055000000.0,,1848000000.0,,197000000.0,2517000000.0,1942000000.0,1724000000.0,211000000.0,209000000.0,14000000.0,,806521739.0,156000000.0,,55000000.0,,162000000.0,793000000.0,,,68000000.0,717000000,-336000000.0,-23000000.0,,-168000000.0,371000000.0,70000000.0,900000000.0,600000000.0,371000000.0,,,,5000000.0,165000000.0,,107000000,187000000.0,-185000000.0,107000000,-8000000.0,115000000.0,363000000.0,3000000.0,678000000.0,4000000.0,,51000000.0,,1724000000.0,,376000000.0,-11000000.0,604000000.0,,,3572000000.0,152000000.0,-544000000.0,,178000000.0,,376000000.0,1055000000.0,,752000000.0,,,,,4000000.0,678000000.0,,371000000.0,704000000.0,14000000.0,1726000000.0,1726000000.0,-116000000.0,604000000.0,109000000.0,,-49000000.0,78000000.0,,92000000.0,727000000.0,0.45,793000000.0,,903000000.0,78000000.0,72000000.0,64000000.0,4000000.0,64000000.0,,725000000.0,,,,940000000.0,-3000000.0,,,0.46,600000000.0,64000000.0,,22000000.0,115000000.0,562000000.0,142000000.0,107000000,,,3572000000.0,,2517000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,,-144000000.0,,,945000000.0,,,1734000000.0,,,-57000000.0,,,180000000,,,,18000000.0,0.13,343000000.0,,,,158000000.0,,4000000.0,56000000.0,-12000000.0,,,,,,,,,,203000000,,,,,,466000000.0,,,,1015000000.0,858000000.0,,,1044000000.0,,,815384615.0,,,,1780000000.0,214000000.0,,23000000.0,,,,,50000000.0,,156000000.0,690000000.0,,,,679000000,-352000000.0,-16000000.0,,-141000000.0,,,,,,,,,,147000000.0,,106000000,197000000.0,,106000000,-8000000.0,120000000.0,89000000.0,,,9000000.0,,49000000.0,,,,355000000.0,-3000000.0,593000000.0,,,,213000000.0,,,,,,,0.13,,,,,,,570000000.0,,286000000.0,,,1709000000.0,,,,23000000.0,,,,,,,,,,,79000000.0,64000000.0,56000000.0,4000000.0,,,,815384615.0,,,,,,,,612000000.0,,,21000000.0,,,131000000.0,106000000,,,3514000000.0,,2499000000.0,5000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,-142000000.0,,,938000000.0,,,1615000000.0,,,-42000000.0,,,192000000,,,,92000000.0,0.15,361000000.0,,,,164000000.0,,-45000000.0,44000000.0,-47000000.0,,,,,,,,,,215000000,,,,,,478000000.0,,,,959000000.0,976000000.0,,,932000000.0,,,813333333.0,,,,1868000000.0,214000000.0,,,,,,,48000000.0,,170000000.0,683000000.0,,,,695000000,-352000000.0,-17000000.0,,-201000000.0,,,,,,,,,,237000000.0,,122000000,225000000.0,,122000000,-12000000.0,116000000.0,128000000.0,,,8000000.0,,49000000.0,,,,334000000.0,-3000000.0,586000000.0,,,,217000000.0,,,,,,,0.15,,,,,,,567000000.0,,286000000.0,,,1713000000.0,,,,23000000.0,,,,,,,,,,,44000000.0,56000000.0,44000000.0,4000000.0,,,,813333333.0,,,,,,,,443000000.0,,,19000000.0,,,220000000.0,122000000,,,3483000000.0,,2524000000.0,7000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,,-141000000.0,,,939000000.0,,,1479000000.0,0.0,,-36000000.0,,,165000000,,,,70000000.0,0.105,65000000.0,,,,163000000.0,,16000000.0,45000000.0,-2000000.0,,,,,,,,,,188000000,,,,,,452000000.0,,,,935000000.0,1058000000.0,,,803000000.0,,,809523810.0,,,,1934000000.0,216000000.0,,5000000.0,,,,,34000000.0,,119000000.0,676000000.0,,,,652000000,-370000000.0,-18000000.0,,-174000000.0,,,,,,,,,,178000000.0,,85000000,215000000.0,,85000000,1000000.0,110000000.0,444000000.0,,,11000000.0,,48000000.0,,,,327000000.0,-30000000.0,569000000.0,,,,200000000.0,,,,,,,0.105,,,,,,,566000000.0,,287000000.0,,,1694000000.0,,,,23000000.0,,,,,,,,,,,50000000.0,44000000.0,45000000.0,4000000.0,,,,809523810.0,,,,,,,,294000000.0,,,16000000.0,,,160000000.0,85000000,,,3413000000.0,,2478000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,867000000.0,-113000000.0,1247000000.0,197000000.0,942000000.0,,,1492000000.0,0.0,2000000.0,-87000000.0,-76000000.0,-375000000.0,138000000,992000000.0,,,-2000000.0,,67000000.0,,-222000000.0,,217000000.0,,-25000000.0,54000000.0,-46000000.0,2000000.0,154000000.0,,492000000.0,,373000000.0,,,,250000000,-10000000.0,,,2664000000.0,,526000000.0,70000000.0,819780220.0,,992000000.0,1116000000.0,663000000.0,,819000000.0,,1492000000.0,,199000000.0,2435000000.0,1922000000.0,1935000000.0,223000000.0,178000000.0,6000000.0,,810869565.0,217000000.0,,22000000.0,,82000000.0,673000000.0,,,15000000.0,638000000,-375000000.0,-25000000.0,,-122000000.0,373000000.0,64000000.0,742000000.0,260000000.0,373000000.0,,,,15000000.0,177000000.0,,60000000,197000000.0,-107000000.0,60000000,9000000.0,99000000.0,492000000.0,14000000.0,574000000.0,1000000.0,,53000000.0,,1935000000.0,,354000000.0,-42000000.0,567000000.0,,,3427000000.0,112000000.0,-638000000.0,,181000000.0,,354000000.0,819000000.0,,1116000000.0,,,,,4000000.0,574000000.0,,388000000.0,29000000.0,6000000.0,1671000000.0,1671000000.0,-113000000.0,567000000.0,112000000.0,,-78000000.0,60000000.0,,67000000.0,739000000.0,0.455,673000000.0,,856000000.0,60000000.0,45000000.0,54000000.0,4000000.0,54000000.0,,675000000.0,,,,942000000.0,-50000000.0,,,0.46,260000000.0,54000000.0,,14000000.0,99000000.0,527000000.0,152000000.0,60000000,,,3427000000.0,,2435000000.0,-10000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,,-108000000.0,,,958000000.0,,,1564000000.0,,,,,,119000000,,,,,-0.005,420000000.0,,,,246000000.0,,-15000000.0,84000000.0,-148000000.0,,,,,,,,,,142000000,,,,,,432000000.0,,,,1061000000.0,1100000000.0,,,899000000.0,,,1000000000.0,,,,1961000000.0,225000000.0,,,96000000.0,,,,32000000.0,,27000000.0,665000000.0,,,,654000000,-393000000.0,-29000000.0,,88000000.0,,,,,,,,,,91000000.0,,-5000000,210000000.0,,-5000000,30000000.0,97000000.0,139000000.0,,,7000000.0,,56000000.0,,,,361000000.0,-87000000.0,565000000.0,,370000000.0,,222000000.0,,,,816000000.0,,,-0.005,,,,,,,568000000.0,,313000000.0,,,873000000.0,,,,,,,,,,,,,,,84000000.0,54000000.0,84000000.0,4000000.0,,,,1000000000.0,,,,,,,,340000000.0,,,14000000.0,,,62000000.0,-5000000,,,3525000000.0,,2464000000.0,3000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,,-113000000.0,,,1004000000.0,,,1793000000.0,,,,,,42000000,,,,,-0.215,469000000.0,,,,219000000.0,,-15000000.0,55000000.0,-379000000.0,,,,,,,,,,94000000,,,,,,404000000.0,,,,998000000.0,920000000.0,,,1129000000.0,,,800000000.0,,,,1797000000.0,230000000.0,,28000000.0,,,,,6000000.0,,-166000000.0,664000000.0,,,,672000000,-420000000.0,-38000000.0,,227000000.0,,,,,,,,,,123000000.0,,-172000000,125000000.0,,-172000000,-29000000.0,96000000.0,104000000.0,,,11000000.0,,71000000.0,,,,319000000.0,-201000000.0,584000000.0,,377000000.0,,268000000.0,,,,825000000.0,,,-0.215,,,,,,,568000000.0,,362000000.0,,,1058000000.0,,,,,,,,,,,,,,,83000000.0,84000000.0,55000000.0,4000000.0,,,,800000000.0,,,,,,,,556000000.0,,,16000000.0,,,85000000.0,-172000000,,,3590000000.0,,2592000000.0,-5000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,,-115000000.0,,,1059000000.0,,,1900000000.0,12000000.0,,,,,102000000,,,,131000000.0,0.07,478000000.0,,,,213000000.0,,30000000.0,99000000.0,-160000000.0,,,,,,,,,,132000000,,,,,,456000000.0,,,,1027000000.0,969000000.0,,,941000000.0,,,828571429.0,,,,1864000000.0,232000000.0,,,,,,,29000000.0,,87000000.0,959000000.0,,,,670000000,-451000000.0,-27000000.0,,89000000.0,,,,,,,,,,114000000.0,,58000000,169000000.0,,58000000,44000000.0,100000000.0,115000000.0,,,10000000.0,,82000000.0,,,,324000000.0,-9000000.0,608000000.0,,391000000.0,,214000000.0,,,,860000000.0,,,0.07,,,,,,,859000000.0,,354000000.0,,,1100000000.0,,,,,,,,,,,,,,,99000000.0,55000000.0,99000000.0,4000000.0,,,,828571429.0,,,,,,,,348000000.0,,,16000000.0,,,87000000.0,58000000,,,3764000000.0,,2737000000.0,-3000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,961000000.0,-72000000.0,1372000000.0,212000000.0,1045000000.0,,,1959000000.0,0.0,8000000.0,,-121000000.0,-453000000.0,386000000,1106000000.0,,,-434000000.0,,54000000.0,,,,0.0,,0.0,180000000.0,-113000000.0,0.0,98000000.0,,125000000.0,,-54000000.0,,421000000.0,,417000000,126000000.0,,,2673000000.0,,462000000.0,59000000.0,830769231.0,,1106000000.0,1031000000.0,369000000.0,,831000000.0,,1959000000.0,,275000000.0,2868000000.0,1754000000.0,2015000000.0,274000000.0,13000000.0,5000000.0,,830769231.0,0.0,,31000000.0,,96000000.0,1128000000.0,,,53000000.0,677000000,-453000000.0,-27000000.0,,33000000.0,-54000000.0,54000000.0,919000000.0,231000000.0,-54000000.0,,,43000000.0,20000000.0,162000000.0,,65000000,212000000.0,-800000000.0,65000000,81000000.0,112000000.0,125000000.0,12000000.0,973000000.0,14000000.0,,-201000000.0,,2015000000.0,,303000000.0,-249000000.0,592000000.0,916000000.0,370000000.0,3974000000.0,215000000.0,437000000.0,421000000.0,232000000.0,916000000.0,303000000.0,831000000.0,,1031000000.0,370000000.0,43000000.0,,,4000000.0,973000000.0,,76000000.0,42000000.0,5000000.0,1148000000.0,1148000000.0,-72000000.0,592000000.0,,,-279000000.0,185000000.0,,54000000.0,490000000.0,-0.065,1128000000.0,,614000000.0,185000000.0,99000000.0,180000000.0,4000000.0,180000000.0,,382000000.0,,,,1045000000.0,0.0,,,-0.065,231000000.0,180000000.0,,13000000.0,112000000.0,44000000.0,135000000.0,65000000,,,3974000000.0,,2868000000.0,5000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,,-80000000.0,,,1079000000.0,,,1913000000.0,,,,,,125000000,,,,-23000000.0,0.1,406000000.0,,,,251000000.0,,9000000.0,201000000.0,-93000000.0,,,,,,,,,,142000000,,,,,,468000000.0,,,,1123000000.0,1113000000.0,,,889000000.0,,,820000000.0,,,,2102000000.0,241000000.0,,,,,,,35000000.0,,117000000.0,1024000000.0,,,,675000000,-471000000.0,-39000000.0,,55000000.0,,,,,,,,,,59000000.0,,82000000,253000000.0,,82000000,21000000.0,115000000.0,149000000.0,,,14000000.0,,76000000.0,,,,292000000.0,-5000000.0,608000000.0,,379000000.0,,207000000.0,,,,905000000.0,,,0.1,,,,,,,909000000.0,,343000000.0,,,1126000000.0,,,,,,,,,,,,,,,201000000.0,180000000.0,201000000.0,4000000.0,,,,820000000.0,,,,,,,,334000000.0,,,12000000.0,,,20000000.0,82000000,,,4015000000.0,,2892000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,,-125000000.0,,,1111000000.0,,,2020000000.0,,,,,,127000000,,,,134000000.0,0.03,463000000.0,,,,241000000.0,,5000000.0,144000000.0,-143000000.0,,,,,,,,,,144000000,,,,,,483000000.0,,,,1074000000.0,1133000000.0,,,1059000000.0,,,833333333.0,,,,2097000000.0,246000000.0,,,,,,,29000000.0,,54000000.0,961000000.0,,,,708000000,-484000000.0,-23000000.0,,-76000000.0,,,,,,,,,,159000000.0,,25000000,229000000.0,,25000000,-57000000.0,126000000.0,260000000.0,,,12000000.0,,85000000.0,,,,283000000.0,-71000000.0,627000000.0,,406000000.0,,225000000.0,,,,968000000.0,,,0.03,,,,,,,835000000.0,,356000000.0,,,1219000000.0,,,,,,,,,,,,,,,144000000.0,201000000.0,144000000.0,4000000.0,,,,833333333.0,,,,,,,,336000000.0,,,10000000.0,,,136000000.0,25000000,,,4117000000.0,,3043000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,,-116000000.0,,,1112000000.0,,,1981000000.0,6000000.0,,,,,246000000,,,,161000000.0,0.195,528000000.0,,,,259000000.0,,0.0,259000000.0,-142000000.0,,,,,,,,,,265000000,,,,,,511000000.0,,,,1174000000.0,1290000000.0,,,1034000000.0,,,805000000.0,,,,2286000000.0,249000000.0,,,,,,,74000000.0,,235000000.0,947000000.0,,,,722000000,-485000000.0,-25000000.0,,-65000000.0,,,,,,,,,,322000000.0,,161000000,293000000.0,,161000000,115000000.0,107000000.0,238000000.0,,,17000000.0,,87000000.0,,,,257000000.0,89000000.0,627000000.0,,399000000.0,,211000000.0,,,,971000000.0,,,0.2,,,,,,,840000000.0,,265000000.0,,,1202000000.0,,,,,,,,,,,,,,,259000000.0,144000000.0,259000000.0,4000000.0,,,,825641026.0,,,,,,,,268000000.0,,,10000000.0,,,297000000.0,161000000,,,4267000000.0,,3093000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,1002000000.0,-127000000.0,1354000000.0,239000000.0,1117000000.0,,,1983000000.0,11000000.0,142000000.0,,-112000000.0,-481000000.0,197000000,1208000000.0,,,-308000000.0,,66000000.0,,,,0.0,,-202000000.0,277000000.0,-90000000.0,1000000.0,176000000.0,,130000000.0,,373000000.0,,639000000.0,,216000000,97000000.0,,,2919000000.0,,587000000.0,43000000.0,828888889.0,,1208000000.0,1394000000.0,624000000.0,,923000000.0,,1983000000.0,,343000000.0,3242000000.0,2049000000.0,2467000000.0,266000000.0,-36000000.0,,,810869565.0,0.0,,38000000.0,,143000000.0,1060000000.0,,,63000000.0,814000000,-481000000.0,-25000000.0,,-89000000.0,373000000.0,180000000.0,870000000.0,88000000.0,373000000.0,,,100000000.0,31000000.0,196000000.0,,105000000,239000000.0,-468000000.0,105000000,18000000.0,113000000.0,130000000.0,9000000.0,847000000.0,64000000.0,,95000000.0,,2467000000.0,,243000000.0,-53000000.0,636000000.0,1168000000.0,435000000.0,4450000000.0,227000000.0,-175000000.0,639000000.0,161000000.0,1168000000.0,243000000.0,923000000.0,,1394000000.0,435000000.0,100000000.0,,,4000000.0,847000000.0,,390000000.0,107000000.0,,1199000000.0,1199000000.0,-127000000.0,636000000.0,,,-40000000.0,277000000.0,,66000000.0,736000000.0,0.45,1060000000.0,,856000000.0,277000000.0,259000000.0,277000000.0,4000000.0,277000000.0,,695000000.0,,,,1117000000.0,-202000000.0,,,0.46,88000000.0,277000000.0,,11000000.0,113000000.0,549000000.0,171000000.0,105000000,,,4450000000.0,,3242000000.0,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,,-118000000.0,,,1160000000.0,,,2137000000.0,,,-189000000.0,,,168000000,,,,12000000.0,0.115,71000000.0,,,,253000000.0,,-196000000.0,294000000.0,-289000000.0,,,,,,,,,,188000000,,,,,,581000000.0,,,,1240000000.0,1491000000.0,,,1092000000.0,,,808333333.0,,,,2475000000.0,271000000.0,,,,,,,43000000.0,,140000000.0,1045000000.0,,,,807000000,-504000000.0,-35000000.0,,195000000.0,,,,,,,,,,109000000.0,,97000000,279000000.0,,97000000,17000000.0,219000000.0,150000000.0,,,68000000.0,,103000000.0,,,,241000000.0,-36000000.0,656000000.0,,452000000.0,,226000000.0,,446000000.0,,1232000000.0,,,0.12,,,,,,,826000000.0,,413000000.0,,,1205000000.0,,,,,,,,,,,,,,,294000000.0,277000000.0,294000000.0,4000000.0,,,,843478261.0,,,,,,,,425000000.0,,,11000000.0,,,74000000.0,97000000,,,4612000000.0,,3372000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,,-88000000.0,,,1212000000.0,,,2269000000.0,,,-55000000.0,,,185000000,,,,131000000.0,0.135,66000000.0,,,,248000000.0,,27000000.0,410000000.0,-209000000.0,,,,,,,,,,206000000,,,,,,619000000.0,,,,1375000000.0,1605000000.0,,,1107000000.0,,,814285714.0,,,,2652000000.0,292000000.0,,,,,,,47000000.0,,161000000.0,1162000000.0,,,,854000000,-534000000.0,-39000000.0,,78000000.0,,,,,,,,,,245000000.0,,114000000,428000000.0,,114000000,116000000.0,188000000.0,192000000.0,,,58000000.0,,108000000.0,,,,239000000.0,-25000000.0,678000000.0,,478000000.0,,235000000.0,,498000000.0,,1222000000.0,,,0.14,,,,,,,974000000.0,,434000000.0,,,1218000000.0,,,,,,,,,,,,,,,410000000.0,294000000.0,410000000.0,4000000.0,,,,844444444.0,,,,,,,,351000000.0,,,12000000.0,,,206000000.0,114000000,,,4921000000.0,,3546000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
