date,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualOtherNonCurrentAssets,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,quarterlyIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlySaleOfInvestment,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualCapitalExpenditure,annualAccumulatedDepreciation,quarterlyOperatingIncome,annualCurrentAssets,trailingNetIncomeContinuousOperations,trailingCapitalExpenditure,quarterlyChangeInWorkingCapital,quarterlyDilutedEPS,quarterlyAccountsPayable,trailingOperatingExpense,annualRepurchaseOfCapitalStock,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,annualTaxProvision,trailingInterestExpense,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,quarterlyEbitda,annualChangeInCashSupplementalAsReported,trailingResearchAndDevelopment,annualRepaymentOfDebt,annualTotalRevenue,quarterlyChangeInInventory,quarterlyGrossProfit,annualInterestExpense,annualDilutedAverageShares,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyRetainedEarnings,annualFreeCashFlow,trailingFreeCashFlow,quarterlyCurrentLiabilities,trailingCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,annualResearchAndDevelopment,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,annualBasicAverageShares,annualOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTaxProvision,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTaxProvision,trailingNetIncome,annualChangeInInventory,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualNetIncomeContinuousOperations,annualBeginningCashPosition,annualCostOfRevenue,annualCurrentDebt,annualNetIncome,annualCashDividendsPaid,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentAssets,annualInvestingCashFlow,quarterlyNetIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,annualLongTermDebt,quarterlyCommonStockIssuance,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,annualStockholdersEquity,annualStockBasedCompensation,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetPPE,annualGoodwill,quarterlyAccountsReceivable,annualTotalAssets,quarterlyCostOfRevenue,annualCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyGoodwill,annualInventory,annualCurrentLiabilities,quarterlyBasicEPS,annualRetainedEarnings,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,trailingOperatingCashFlow,annualCapitalStock,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,quarterlyDepreciationAndAmortization,quarterlyCashDividendsPaid,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,annualAccountsPayable,annualOperatingCashFlow,annualDilutedEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,annualEndCashPosition,trailingRepaymentOfDebt,annualOperatingIncome,quarterlyDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,annualGrossPPE,annualNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,trailingPretaxIncome,annualBasicEPS,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualOtherNonCurrentLiabilities,annualPretaxIncome,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,trailingOperatingIncome,quarterlyTotalAssets,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingDeferredIncomeTax,trailingRepurchaseOfCapitalStock,trailingCashDividendsPaid,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,annualChangeInAccountPayable,trailingBasicEPS,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingChangeInWorkingCapital,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
1993-09-30,,,,,92800000.0,,,84700000.0,,,-22700000.0,,,27000000,,,,600000.0,0.045,26000000.0,,,,67300000.0,,-1100000.0,0.0,-4300000.0,,,,,,,,,,28400000,,,,,,62000000.0,,,,214300000.0,154600000.0,,,59900000.0,,,384444444.0,,,,224900000.0,33600000.0,,,,,,,10000000.0,,27300000.0,24800000.0,,,,95600000,-18700000.0,-3200000.0,,-18100000.0,,,,,,,,,,19400000.0,,17300000,21200000.0,,17300000,-2900000.0,16900000.0,4400000.0,,,,,,,,,44000000.0,700000.0,74100000.0,,,,33600000.0,,,,,,,0.045,,,1900000.0,,,,6000000.0,,35000000.0,,,,,,,1400000.0,,,,,,,,,,,48700000.0,0.0,48700000.0,,,,,384444444.0,,,,,,,,29500000.0,,0.0,400000.0,,,16200000.0,17300000,,,309600000.0,,95300000.0,-100000.0,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,131200000.0,,137600000.0,13200000.0,97200000.0,,,76500000.0,,,-1600000.0,-35800000.0,-20200000.0,31700000,216100000.0,,,-5300000.0,,10700000.0,,-57400000.0,,54700000.0,,-7700000.0,0.0,800000.0,-3200000.0,39800000.0,,16900000.0,,69700000.0,,,,33900000,-34600000.0,,,380100000.0,,65900000.0,2100000.0,395200000.0,,216100000.0,174600000.0,30000000.0,,57100000.0,,76500000.0,,,107100000.0,246200000.0,246700000.0,32000000.0,-10100000.0,,,395200000.0,54700000.0,,11300000.0,,31600000.0,19400000.0,,,-1400000.0,101100000,-20200000.0,-4600000.0,,-5300000.0,69700000.0,95400000.0,133900000.0,29500000.0,69700000.0,,,2400000.0,,17000000.0,,20300000,13200000.0,-49000000.0,20300000,12100000.0,11000000.0,16900000.0,,6000000.0,,,,,246700000.0,,41800000.0,300000.0,77000000.0,,,323200000.0,35200000.0,-51000000.0,,6400000.0,,41800000.0,57100000.0,,174600000.0,,2400000.0,-400000.0,,,6000000.0,,34200000.0,400000.0,,16900000.0,16900000.0,,77000000.0,2200000.0,,3000000.0,60800000.0,,10700000.0,65800000.0,0.1,19400000.0,,115000000.0,60800000.0,0.0,60800000.0,,0.0,,108600000.0,,,,97200000.0,-12800000.0,,,0.1,29500000.0,60800000.0,13100000.0,500000.0,11000000.0,109500000.0,12400000.0,20300000,,,323200000.0,,107100000.0,-3800000.0,,,,,,,,,,,,,,,,,,,,,,,,
1994-03-31,,,,,99700000.0,,,77300000.0,700000.0,,,,,29700000,,,,4300000.0,0.045,22100000.0,,,,50500000.0,,-5500000.0,0.0,-9000000.0,,,,,,,,,,29700000,,,,,,67900000.0,,,,228600000.0,192700000.0,,,61900000.0,,,400000000.0,,,,273800000.0,30700000.0,,,,,,,11200000.0,,29200000.0,15400000.0,,,,105300000,-20200000.0,-4200000.0,,-3500000.0,,,,,,,,,,22300000.0,,18000000,13300000.0,,18000000,9800000.0,6800000.0,13800000.0,,,,,7500000.0,,,,43700000.0,-100000.0,79500000.0,,,,37400000.0,,,,,,,0.045,,,2600000.0,,,,6000000.0,,38200000.0,,,29700000.0,,,,,,,,,,,,,,,70600000.0,60800000.0,70600000.0,,,,,400000000.0,,,,,,,,26000000.0,,,400000.0,,,18100000.0,18000000,,,351100000.0,,122500000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-30,,,,,105100000.0,,,76200000.0,,,,,,30700000,,,,-8400000.0,0.05,24700000.0,,,,57700000.0,,-1100000.0,0.0,-12900000.0,,,,,,,,,,30700000,,,,,,69900000.0,,,,238500000.0,211100000.0,,,53800000.0,,,376000000.0,,,,293500000.0,31600000.0,,,,,,,11300000.0,,30100000.0,22400000.0,,,,109900000,-20200000.0,-7200000.0,,800000.0,,,,,,,,,,10400000.0,,18800000,16700000.0,,18800000,-1700000.0,7900000.0,3000000.0,,,,,7600000.0,,,,46400000.0,-200000.0,84900000.0,,,,40000000.0,,,,,,,0.05,,,5600000.0,,,,8900000.0,,39200000.0,,,29600000.0,,,,,,,,,,,,,,,68900000.0,0.0,68900000.0,,,,,376000000.0,,,,,,,,26100000.0,,,500000.0,,,3200000.0,18800000,,,369700000.0,,131200000.0,600000.0,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-30,,,,,115400000.0,,,80300000.0,,,,,,31800000,,,,-3800000.0,0.05,28800000.0,,,,42500000.0,,0.0,0.0,5600000.0,,,,,,,,,,31800000,,,,,,71000000.0,,,,254700000.0,230900000.0,,,62500000.0,,,396000000.0,,,,315900000.0,32000000.0,,,,,,,11900000.0,,31700000.0,17800000.0,,,,112200000,-20200000.0,-12200000.0,,4800000.0,,,,,,,,,,16000000.0,,19800000,16800000.0,,19800000,26400000.0,3100000.0,2900000.0,,,,,7200000.0,,,,50700000.0,400000.0,95200000.0,,,,41200000.0,,,,,,,0.05,,,5800000.0,,,,8900000.0,,39200000.0,,,29500000.0,,,,,,,,,,,,,,,95300000.0,0.0,95300000.0,,,,,396000000.0,,,,,,,,30800000.0,,,600000.0,,,3800000.0,19800000,,,396200000.0,,141500000.0,-100000.0,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,127200000.0,,165800000.0,26900000.0,133900000.0,,,91800000.0,29300000.0,,,-35800000.0,-28100000.0,37800000,263800000.0,,,-12700000.0,,15100000.0,,,,44200000.0,,-15100000.0,0.0,-27200000.0,0.0,49200000.0,,24400000.0,,79700000.0,,,,37800000,29300000.0,,,448900000.0,,87100000.0,2000000.0,419473684.0,,263800000.0,254000000.0,32000000.0,,73700000.0,,91800000.0,,29500000.0,168000000.0,295800000.0,340000000.0,32900000.0,-20600000.0,,,419473684.0,44200000.0,,14800000.0,,37900000.0,18100000.0,,,-11400000.0,121600000,-28100000.0,-12200000.0,,3000000.0,79700000.0,60800000.0,153100000.0,34200000.0,79700000.0,,,6200000.0,43200000.0,19100000.0,,23100000,26900000.0,-43500000.0,23100000,-5200000.0,3000000.0,24400000.0,100000.0,8900000.0,,,7300000.0,,340000000.0,,54700000.0,900000.0,105800000.0,,,431800000.0,34500000.0,5100000.0,,9100000.0,,54700000.0,73700000.0,,254000000.0,,6200000.0,-29200000.0,,,8900000.0,,49300000.0,16000000.0,,35300000.0,35300000.0,,105800000.0,,,1000000.0,90100000.0,,15100000.0,67800000.0,0.19,18100000.0,,139100000.0,90100000.0,0.0,90100000.0,,0.0,,130000000.0,,,,133900000.0,-21700000.0,,,0.19,34200000.0,90100000.0,,600000.0,3000000.0,128900000.0,6900000.0,23100000,,,431800000.0,,168000000.0,15500000.0,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-31,,,,,206300000.0,,,343800000.0,25300000.0,,,,,74200000,,,,,-0.115,79800000.0,,,,107100000.0,,-97400000.0,0.0,-82500000.0,,,,,,,,,,74200000,,,,,,151300000.0,,,,521800000.0,375800000.0,,,291400000.0,,,596521739.0,,,,527300000.0,61300000.0,,,100000000.0,,,,16200000.0,,-52400000.0,52400000.0,,,,215700000,-28100000.0,-10400000.0,,-2600000.0,,,,,,,,,,31400000.0,,-68600000,28600000.0,,-68600000,-53800000.0,31000000.0,145400000.0,,,5500000.0,,15800000.0,,,,85900000.0,-124400000.0,178200000.0,,,,64400000.0,,,,,,,-0.115,,,12200000.0,,,,9200000.0,,77100000.0,,,142500000.0,,,,,,,,,,,,,,,191200000.0,245000000.0,191200000.0,,,,,596521739.0,,,,,,,,66200000.0,,,2100000.0,,,21000000.0,-68600000,,,871100000.0,,349300000.0,100000.0,,,,,,,,,,,,,,,,,,,,,,,,
1995-06-30,,,,,220200000.0,,,305500000.0,-2500000.0,,,,,75200000,,,,,0.075,71200000.0,,,,108500000.0,,-900000.0,0.0,-23300000.0,,,,,,,,,,75200000,,,,,,161100000.0,,,,530700000.0,421700000.0,,,254400000.0,,,612000000.0,,,,585300000.0,69500000.0,,,-37700000.0,,,,26100000.0,,72000000.0,51100000.0,,,,227300000,-28100000.0,-19900000.0,,4800000.0,,,,,,,,,,8200000.0,,45900000,28600000.0,,45900000,-10600000.0,29700000.0,128400000.0,,,15400000.0,,16400000.0,,,,96400000.0,-400000.0,192100000.0,,,,66200000.0,,,,,,,0.075,,,12300000.0,,,,9100000.0,,85900000.0,,,139400000.0,,,,,,,,,,,,,,,180500000.0,0.0,180500000.0,,,,,612000000.0,,,,,,,,54800000.0,,,2900000.0,,,-11700000.0,45900000,,,890800000.0,,360100000.0,800000.0,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,,,,,225400000.0,,,188500000.0,30100000.0,,,,,78700000,,,,,0.08,81400000.0,,,,52900000.0,,-2600000.0,0.0,14100000.0,,,,,,,,,,78700000,,,,,,167200000.0,,,,459700000.0,468800000.0,,,138700000.0,,,587500000.0,,,,642600000.0,71000000.0,,,-67000000.0,,,,26200000.0,,73200000.0,49800000.0,,,,232800000,-28100000.0,-13400000.0,,-15700000.0,,,,,,,,,,-20000000.0,,47000000,38700000.0,,47000000,-25500000.0,29000000.0,28700000.0,,,3400000.0,,17500000.0,,,,104900000.0,-4200000.0,197300000.0,,,,65600000.0,,,,,,,0.08,,,11700000.0,,,,9100000.0,,88500000.0,,,135400000.0,,,,,,,,,,,,,,,155000000.0,0.0,155000000.0,,,,,587500000.0,,,,,,,,28600000.0,,,1200000.0,,,-33400000.0,47000000,,,831100000.0,,371400000.0,-100000.0,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,505000000.0,,545000000.0,146000000.0,365000000.0,,,322000000.0,44100000.0,-22000000.0,,-69000000.0,-111000000.0,57000000,537000000.0,,,,,42000000.0,,,,67000000.0,,-56100000.0,115000000.0,-72300000.0,14000000.0,77000000.0,,171000000.0,,8000000.0,,,,57000000,-139000000.0,,,1107000000.0,,350400000.0,8000000.0,348346000.0,,537000000.0,456000000.0,-44000000.0,,271000000.0,,322000000.0,,,538000000.0,830000000.0,753000000.0,303200000.0,-38000000.0,,5700000.0,348346000.0,67000000.0,,8500000.0,,-7800000.0,51000000.0,,,-45000000.0,431200000,-111000000.0,-25300000.0,,19500000.0,8000000.0,254000000.0,277000000.0,58000000.0,8000000.0,,,,97000000.0,5400000.0,,-16300000,146000000.0,-164000000.0,-16300000,-49100000.0,38000000.0,171000000.0,1000000.0,13000000.0,7700000.0,,,,753000000.0,,145000000.0,-62000000.0,254000000.0,,210000000.0,1075000000.0,80800000.0,6000000.0,,40000000.0,,145000000.0,271000000.0,,456000000.0,210000000.0,,-35000000.0,,,13000000.0,,293400000.0,32000000.0,,138000000.0,138000000.0,,254000000.0,,,-191000000.0,115000000.0,,42000000.0,25000000.0,0.015,51000000.0,,325000000.0,115000000.0,0.0,115000000.0,,115000000.0,,285000000.0,,,,365000000.0,-157000000.0,,,0.015,58000000.0,115000000.0,,1800000.0,38000000.0,85000000.0,-19900000.0,-16300000,,,1075000000.0,,538000000.0,13200000.0,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-31,,,,,380900000.0,,,446100000.0,3500000.0,,,,,103100000,,,,,0.005,109700000.0,,,,71600000.0,,-59600000.0,0.0,-73200000.0,,,,,,,,,,103100000,,,,,,236800000.0,,,,574100000.0,417000000.0,,,412800000.0,,,710600000.0,,,,795500000.0,107900000.0,,,37300000.0,,,,33800000.0,,32800000.0,33300000.0,,,,322400000,-111300000.0,-17100000.0,,23900000.0,,,,,,,,,,36300000.0,,-1000000,117700000.0,,-1000000,-13300000.0,,146800000.0,,,9300000.0,,25800000.0,,,,169400000.0,-69000000.0,269600000.0,,,,85600000.0,,,,,,,0.005,,,,,,,,,133700000.0,,,280200000.0,,,,,,,,,,,,,,,104100000.0,117300000.0,104100000.0,,,,,710600000.0,,,,,,,,156300000.0,,,1300000.0,,,19200000.0,-1000000,,,1241600000.0,,667500000.0,14700000.0,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-30,,,,,398500000.0,,,507100000.0,14900000.0,,,,,111300000,,,,,0.02,116900000.0,,,,74000000.0,,-188900000.0,0.0,-201800000.0,,,,,,,,,,111300000,,,,,,262300000.0,,,,583300000.0,440500000.0,,,465300000.0,,,708792000.0,,,,750600000.0,122300000.0,,,-39700000.0,,,,24300000.0,,47800000.0,41800000.0,,,,357200000,-111300000.0,-27800000.0,,167500000.0,,,,,,,,,,-16200000.0,,23500000,91500000.0,,23500000,-51300000.0,,87700000.0,,,8000000.0,,28700000.0,,,,190300000.0,-60200000.0,287200000.0,,,,94900000.0,,,,,,,0.02,,,,,,,,,151000000.0,,,295700000.0,,,,,,,,,,,,,,,52700000.0,0.0,52700000.0,,,,,708792000.0,,,,,,,,260700000.0,,,3200000.0,,,-44000000.0,23500000,,,1257700000.0,,674400000.0,2400000.0,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,,,,,430700000.0,,,526100000.0,1700000.0,,0.0,,,105100000,,,,,0.09,147100000.0,,,,90300000.0,,-500000.0,0.0,-39900000.0,,,,,,,,,,105100000,,,,,,269200000.0,,,,642500000.0,508300000.0,,,492700000.0,,,753333333.0,,,,831100000.0,133800000.0,,,-6100000.0,,,,34700000.0,,102500000.0,33400000.0,,,,373700000,-111300000.0,-41100000.0,,-14300000.0,,,,,,,,,,61800000.0,,67800000,88200000.0,,67800000,6700000.0,,119600000.0,,,11800000.0,,30300000.0,,,,209800000.0,800000.0,319400000.0,,,,104500000.0,,,,,,,0.09,,,,,,,,,164100000.0,,,307100000.0,,,,,,,,,,,,,,,59400000.0,0.0,59400000.0,,,,,753333333.0,,,,,,,,226000000.0,,,3500000.0,,,20700000.0,67800000,,,1357200000.0,,714700000.0,9100000.0,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,719200000.0,,780600000.0,107600000.0,505400000.0,,,595800000.0,20700000.0,-12400000.0,0.0,-135300000.0,-158200000.0,22400000,748900000.0,,,,,64500000.0,,-49800000.0,,165300000.0,,-32500000.0,0.0,-83300000.0,800000.0,129900000.0,,158700000.0,,167100000.0,,,,22400000,-58800000.0,,,1462000000.0,,354100000.0,11200000.0,821818182.0,,748900000.0,585100000.0,-1000000.0,,463800000.0,,595800000.0,,,763200000.0,1122400000.0,916300000.0,355100000.0,-142600000.0,,-43200000.0,725172000.0,165300000.0,,37100000.0,,113800000.0,132000000.0,,,-87900000.0,408700000,-158200000.0,-49300000.0,,30600000.0,167100000.0,117300000.0,339600000.0,240600000.0,167100000.0,,,60000000.0,40800000.0,52400000.0,,76700000,107600000.0,-398200000.0,76700000,-900000.0,24800000.0,158700000.0,-51700000.0,47200000.0,42500000.0,,,,916300000.0,,226200000.0,94700000.0,347200000.0,,,1512100000.0,54600000.0,207700000.0,,61400000.0,,226200000.0,463800000.0,,585100000.0,,60000000.0,-22200000.0,,,47200000.0,,331700000.0,71600000.0,,308400000.0,308400000.0,,347200000.0,,,-33600000.0,58500000.0,,64500000.0,134300000.0,0.23,132000000.0,,403200000.0,58500000.0,0.0,58500000.0,,0.0,,341800000.0,,,,505400000.0,-281500000.0,,,0.23,240600000.0,58500000.0,,3200000.0,24800000.0,297000000.0,3100000.0,76700000,,,1512100000.0,,763200000.0,-25400000.0,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-31,,,,,539900000.0,,,589000000.0,14700000.0,,,,,107900000,,,,,0.095,147000000.0,,,,137100000.0,,2300000.0,0.0,-36100000.0,,,,,,,,,,107900000,,,,,,286000000.0,,,,764400000.0,657700000.0,,,457000000.0,,,764210526.0,,,,970600000.0,144400000.0,,,-15600000.0,,,,35800000.0,,108400000.0,132000000.0,,,,399200000,-158200000.0,-53100000.0,,-5200000.0,,,,,,,,,,57000000.0,,72600000,105300000.0,,72600000,13100000.0,24800000.0,87200000.0,,,11000000.0,,33700000.0,,,,253700000.0,3800000.0,381700000.0,,,,113200000.0,,,,,,,0.095,,,60000000.0,,,,47200000.0,,178100000.0,,,308200000.0,,,,,,,,,,,,,,,71600000.0,58500000.0,71600000.0,,,,,764210526.0,,,,,,,,222800000.0,,,3300000.0,,,3900000.0,72600000,,,1559600000.0,,795200000.0,100000.0,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,,,,,608000000.0,,,792500000.0,3500000.0,,,,,138800000,,,,,-0.035,210500000.0,,,,186600000.0,,-39100000.0,0.0,-96500000.0,,,,,,,,,,138800000,,,,,,342200000.0,,,,909200000.0,622600000.0,,,673500000.0,,,768571429.0,,,,949600000.0,162400000.0,,,35000000.0,,,,3800000.0,,-23100000.0,119000000.0,,,,473700000,-186300000.0,-56500000.0,,55400000.0,,,,,,,,,,10900000.0,,-26900000,91100000.0,,-26900000,-31100000.0,59000000.0,112700000.0,,,14700000.0,,41000000.0,,,,306600000.0,-158500000.0,421700000.0,,,,131500000.0,,,,,,,-0.035,,,60000000.0,,,,,,203400000.0,,,320100000.0,,,,,,,,,,,,,,,54100000.0,0.0,54100000.0,,,,,768571429.0,,,,,,,,350300000.0,,,3400000.0,,,-45600000.0,-26900000,,,1742100000.0,,832900000.0,-100000.0,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-30,,,,,652400000.0,,,836100000.0,9900000.0,,-69400000.0,,,124500000,,,,,0.11,213300000.0,,,,197700000.0,,-12100000.0,0.0,-51200000.0,,,,,,,,,,124500000,,,,,,338900000.0,,,,1000600000.0,707600000.0,,,667700000.0,,,803636364.0,,,,1021700000.0,171100000.0,,,-91500000.0,,,,37800000.0,,126200000.0,168400000.0,,,,474800000,-196300000.0,-50100000.0,,55500000.0,,,,,,,,,,-3100000.0,,88400000,81700000.0,,88400000,100000.0,58500000.0,88500000.0,,,58600000.0,,43300000.0,,,,363000000.0,4800000.0,456100000.0,,,,135900000.0,,,,,,,0.11,,,60000000.0,,,,49900000.0,,214400000.0,,,319400000.0,,,,,,,,,,,,,,,54300000.0,0.0,54300000.0,,,,,803636364.0,,,,,,,,365900000.0,,1100000.0,3000000.0,,,-53200000.0,88400000,,,1857800000.0,,857200000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-31,710400000.0,,993800000.0,91500000.0,706500000.0,,,981600000.0,5800000.0,-52200000.0,-35800000.0,-238200000.0,-207500000.0,38600000,1064000000.0,,,,,98900000.0,,-186700000.0,,205500000.0,,10000000.0,0.0,-67200000.0,500000.0,98300000.0,,261900000.0,,139300000.0,,,,38600000,-14200000.0,,,1872300000.0,,417900000.0,14300000.0,796000000.0,,1064000000.0,706500000.0,-157700000.0,,808000000.0,,981600000.0,,196700000.0,903800000.0,1408600000.0,986200000.0,219000000.0,-145700000.0,,101400000.0,773888889.0,205500000.0,,19500000.0,,43000000.0,173600000.0,,,-175100000.0,493200000,-207500000.0,-78500000.0,,56200000.0,160400000.0,72200000.0,463700000.0,447200000.0,139300000.0,,,58000000.0,33900000.0,15700000.0,,23500000,91500000.0,-251000000.0,2400000,3700000.0,69300000.0,261900000.0,29300000.0,46300000.0,11900000.0,,73600000.0,,986200000.0,,386700000.0,8900000.0,499000000.0,,,1967800000.0,75300000.0,161900000.0,,86700000.0,,386700000.0,808000000.0,,706500000.0,,58000000.0,-7800000.0,,,46300000.0,,379300000.0,96200000.0,,313300000.0,313300000.0,,499000000.0,,,-141900000.0,58000000.0,,98900000.0,80500000.0,0.175,173600000.0,,501500000.0,58000000.0,0.0,58000000.0,,0.0,,414800000.0,,,,706500000.0,-38900000.0,,,0.18,447200000.0,58000000.0,-4500000.0,4700000.0,69300000.0,258700000.0,-62800000.0,2400000,,,1967800000.0,,903800000.0,500000.0,,,,,,,,,,,,,,,,,,,,,,,,
1998-03-31,,,,,750100000.0,,,1063300000.0,10400000.0,,,,,106800000,,,,,0.085,66500000.0,,,,200900000.0,,-6600000.0,0.0,-45100000.0,,,,,,,,,,106800000,,,,,,330000000.0,,,,1199100000.0,760400000.0,,,380200000.0,,,787058824.0,,,,1061800000.0,178600000.0,,,-33100000.0,,,,31500000.0,,98400000.0,683100000.0,,,,470000000,-223500000.0,-48900000.0,,96700000.0,,,,,,,,,,33800000.0,,66900000,87300000.0,,66900000,84600000.0,70200000.0,296000000.0,,,19500000.0,,44600000.0,,,,432400000.0,-2400000.0,526600000.0,,,,140000000.0,,,,,,,0.085,,,58000000.0,,,,554900000.0,,223200000.0,,,312100000.0,,,,,,,,,,,,,,,142600000.0,58000000.0,142600000.0,,,,,787058824.0,,,,,,,,17700000.0,,,6100000.0,,,-15100000.0,66900000,,,2125100000.0,,926000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,,,,,796600000.0,,,1046900000.0,300000.0,,,,,117600000,,,,,0.1,67100000.0,,,,213100000.0,,-4400000.0,0.0,-49500000.0,,,,,,,,,,117600000,,,,,,354500000.0,,,,1261700000.0,816500000.0,,,365200000.0,,,787000000.0,,,,1182300000.0,188300000.0,,,-63000000.0,,,,45100000.0,,123800000.0,681700000.0,,,,505700000,-234100000.0,-45400000.0,,39800000.0,,,,,,,,,,15700000.0,,78700000,85300000.0,,78700000,6000000.0,72500000.0,271000000.0,,,29500000.0,,48600000.0,,,,459900000.0,14300000.0,562500000.0,,,,151200000.0,,,,,,,0.1,,,58000000.0,,,,551200000.0,,236900000.0,,,319700000.0,,,,,,,,,,,,,,,148600000.0,0.0,148600000.0,,,,,787000000.0,,,,,,,,27100000.0,,,8200000.0,,,-29700000.0,78700000,,,2229200000.0,,967500000.0,100000.0,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,,,,,924500000.0,,,3268900000.0,,,,,,127900000,,,,,-0.65,70800000.0,,,,191400000.0,,26500000.0,0.0,-2093100000.0,,,,,,,,,,138900000,,,,,,374900000.0,,,,1372200000.0,312800000.0,,,2637300000.0,,,783692308.0,,,,725100000.0,186300000.0,,,536600000.0,,,,-136800000.0,,-646200000.0,631600000.0,,,,575400000,-253800000.0,-2108900000.0,,2082000000.0,,,,,,,,,,54000000.0,,-509400000,158300000.0,,-509400000,46300000.0,77700000.0,482500000.0,,,32500000.0,,49700000.0,,,,491800000.0,-758500000.0,670700000.0,,,,200500000.0,,,,,,,-0.65,,,,,,,553900000.0,,247000000.0,,,1792800000.0,,,,,,,,,,,,,,,194900000.0,0.0,194900000.0,,,,,783692308.0,,,,,,,,2084000000.0,,,15700000.0,,,-2054900000.0,-509400000,,,3994000000.0,,2621800000.0,-100000.0,,,,,,,,,,,,,,,,,,,,,,,,
