,annualTotalNonCurrentAssets,quarterlyOperatingExpense,annualNetPPE,trailingGrossProfit,annualOtherIntangibleAssets,quarterlyBasicAverageShares,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossProfit,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,annualEbitda,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualChangeInInventory,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,annualBeginningCashPosition,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualIncomeTaxPayable,quarterlyOtherIntangibleAssets,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,annualInvestingCashFlow,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualOperatingExpense,quarterlyIncomeTaxPayable,trailingCapitalExpenditure,quarterlyGrossPPE,annualPurchaseOfInvestment,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,trailingInvestingCashFlow,annualCapitalExpenditure,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,annualChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingInterestExpense,trailingNetIncomeContinuousOperations,trailingCashDividendsPaid,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyDilutedEPS,quarterlyStockBasedCompensation,annualOtherCurrentLiabilities,quarterlyEbitda,annualNetOtherFinancingCharges,trailingStockBasedCompensation,annualInventory,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,trailingChangeInInventory,annualChangeInCashSupplementalAsReported,annualInterestExpense,trailingChangeInWorkingCapital,annualRepaymentOfDebt,trailingChangesInAccountReceivables,annualTotalRevenue,annualGoodwill,annualCapitalStock,annualStockBasedCompensation,annualGainsLossesNotAffectingRetainedEarnings,trailingFreeCashFlow,quarterlyCashDividendsPaid,annualDilutedEPS,quarterlyCurrentLiabilities,annualOperatingIncome,annualOtherShortTermInvestments,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,trailingChangeInAccountPayable,annualChangeInAccountPayable,annualAccountsPayable,quarterlySellingGeneralAndAdministration,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualBasicAverageShares,annualChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualOtherCurrentAssets,annualTaxProvision,quarterlyRetainedEarnings,trailingTotalRevenue,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,annualBasicEPS,trailingEndCashPosition,trailingTaxProvision,trailingPretaxIncome,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,quarterlyDilutedAverageShares,annualCashAndCashEquivalents,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,quarterlyFreeCashFlow,quarterlyTotalAssets,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,annualNetIncome,annualCurrentDebt,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualOtherNonCurrentAssets,trailingSaleOfInvestment,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualLongTermDebt,annualRepurchaseOfCapitalStock,annualCurrentAssets,annualOtherNonCashItems,annualTotalAssets,quarterlyOtherCurrentAssets,annualStockholdersEquity,annualCurrentLiabilities,quarterlyGoodwill,quarterlyBasicEPS,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyOtherIncomeExpense,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualRetainedEarnings,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyGrossProfit,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,annualCommonStockIssuance,annualDilutedAverageShares,quarterlyInventory,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualInvestmentsAndAdvances
559958400,,,,,,31400300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,,,,,,,,,,,,0.010005,,,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,,,,,,,31400300.0,,,,,,,,,,,,,,,,200000.0,,,,,,,,,,,,,,0.010005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567907200,,,,,,31400300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400000.0,,,,,,,,,,,,0.01334,,,4400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400000.0,,,,,,,31400300.0,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,0.01334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575769600,2900000.0,,2000000.0,,100000.0,,2100000.0,0.0,2100000.0,,0.0,2100000.0,6300000.0,,,2900000.0,,,,,,,2000000.0,,,,1800000.0,,,3500000.0,,,,,-1500000.0,800000.0,0.0,,,,100000.0,400000.0,,0.0,,,,,,3900000.0,,,3500000.0,,,,,,-1500000.0,,,,,-9500000.0,1000000.0,,,,,700000.0,,,,,,,,1000000.0,-9500000.0,,,4900000.0,,,,,200000.0,,,,16200000.0,,,,,,,0.043355,2800000.0,2400000.0,,9700000.0,,,,,,,1100000.0,29985007.0,,3900000.0,300000.0,900000.0,1600000.0,,0.0,1100000.0,,,4300000.0,0.043355,,,,1300000.0,,,2100000.0,2200000.0,3900000.0,,,12600000.0,,9900000.0,,0.0,1300000.0,1800000.0,2900000.0,,,400000.0,800000.0,,400000.0,3400000.0,,,9700000.0,,12600000.0,300000.0,8700000.0,2800000.0,,,,1300000.0,,,,,,,1600000.0,8700000.0,,,,700000.0,,,,,,,,29985007.0,4900000.0,,,,,,,,,,,,,,,,
583632000,,,,,,35370314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100000.0,,,,,,,,,,,,0.010005,,,4100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100000.0,,,,,,,35370314.0,,,,,,,,,,,,,,,,300000.0,,,,,,,,,,,,,,0.010005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591580800,,,,,,35370314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4900000.0,,,,,,,,,,,,0.01334,,,4900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4900000.0,,,,,,,35370314.0,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,0.01334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599529600,,,,,,35370314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4900000.0,,,,,,,,,,,,0.016675,,,4900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4900000.0,,,,,,,35370314.0,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,0.016675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607305600,2900000.0,,1800000.0,,100000.0,,2700000.0,100000.0,2700000.0,,0.0,2700000.0,7100000.0,,,3200000.0,,,,,,,1800000.0,,,,1600000.0,,,3700000.0,,,,,-1900000.0,1000000.0,0.0,,,,100000.0,0.0,,0.0,,,,,,4400000.0,,,3700000.0,,,,,,-1900000.0,,,,,-11300000.0,900000.0,,,,,800000.0,,,,,,,,900000.0,-11300000.0,,,4700000.0,,,,,100000.0,,,,18600000.0,,,,,,,0.050025,2500000.0,2700000.0,,10900000.0,,,,,,,800000.0,33983008.0,,3300000.0,400000.0,1000000.0,3400000.0,,0.0,800000.0,,,4600000.0,0.050025,,,,1700000.0,,,2700000.0,2700000.0,3300000.0,,,13800000.0,,11500000.0,,0.0,1700000.0,1600000.0,2900000.0,,,400000.0,1000000.0,,0.0,3900000.0,,,10900000.0,,13800000.0,400000.0,10500000.0,2500000.0,,,,1700000.0,,,,,,,3400000.0,10500000.0,,,,800000.0,,,,,,,,33983008.0,4700000.0,,,,,,,,,,,,,,,,
615168000,,1800000.0,,,,29985007.0,,,,,,,,1200000.0,,,,,,400000.0,900000.0,,4900000.0,,,,,,-2300000.0,,300000.0,-100000.0,,0.0,-1900000.0,2400000.0,,,,,4200000.0,,,,,,,1500000.0,,,,,6800000.0,,900000.0,,,,,-1200000.0,,,,1200000.0,2300000.0,,,,,,2200000.0,,200000.0,-100000.0,,0.016675,,,1500000.0,,,,,,,,,,,,,,,,,,,,4500000.0,,,11700000.0,,300000.0,,,,1500000.0,,,,,,,3900000.0,,,7700000.0,,,7300000.0,,,,,,,29985007.0,,,12200000.0,,800000.0,23200000.0,,,500000.0,,,,11500000.0,,500000.0,500000.0,,,-100000.0,,,,,,,400000.0,,,,0.016675,4300000.0,,,-1300000.0,0.0,,,,,11000000.0,,7000000.0,,800000.0,,,3000000.0,,,100000.0,,,7400000.0,0.0,,,,,,,,,,,,,,,
623116800,,1600000.0,,,,29985007.0,,,100000.0,,,100000.0,,0.0,,,,,,400000.0,1000000.0,,4900000.0,,,,,,0.0,,200000.0,-300000.0,,0.0,-1900000.0,2500000.0,,,,,4100000.0,,,,,,,0.0,,,,,6800000.0,,500000.0,,,,,100000.0,,,,1200000.0,2200000.0,,,,,,2300000.0,,-500000.0,0.0,,0.02001,,,1500000.0,,,,,,,,,,,,,,,,,,,,4500000.0,,,12300000.0,,300000.0,,,,1300000.0,,,,,,,4500000.0,,,7700000.0,,,7300000.0,,,,,,,29985007.0,,,12200000.0,,200000.0,23800000.0,,,600000.0,,,,11500000.0,,600000.0,600000.0,,,-100000.0,,,,,,,400000.0,,,,0.02001,4500000.0,,,0.0,0.0,,,,,11600000.0,,7000000.0,,800000.0,,,2800000.0,,,-300000.0,,,7400000.0,0.0,,,,,,,,,,,,,,,
631065600,,1700000.0,,,,29985007.0,,,,,,,,0.0,,,,,,400000.0,1000000.0,,4700000.0,,,,,,-400000.0,,200000.0,200000.0,,0.0,-1900000.0,2500000.0,,,,,4100000.0,,,,,,,0.0,,,,,6600000.0,,200000.0,,,,,-100000.0,,,,1300000.0,2100000.0,,,,,,2200000.0,,-600000.0,0.0,,0.02001,,,1600000.0,,,,,,,,,,,,,,,,,,,,4300000.0,,,12600000.0,,300000.0,,,,1400000.0,,,,,,,5200000.0,,,7400000.0,,,7000000.0,,,,,,,29985007.0,,,11700000.0,,400000.0,23900000.0,,,600000.0,,,,11300000.0,,600000.0,600000.0,,,0.0,,,,,,,800000.0,,,,0.02001,4000000.0,,,-200000.0,-100000.0,,,,,12200000.0,,6600000.0,,800000.0,,,3000000.0,,,0.0,,,7900000.0,0.0,,,,,,,,,,,,,,,
638841600,10900000.0,1600000.0,4700000.0,,5100000.0,,100000.0,0.0,100000.0,,2600000.0,100000.0,11400000.0,0.0,,5900000.0,,,5700000.0,300000.0,900000.0,,4700000.0,,,-300000.0,,,8400000.0,7300000.0,200000.0,-100000.0,,0.0,-2600000.0,1100000.0,1200000.0,,,,5100000.0,-100000.0,,-9500000.0,,,,0.0,,6700000.0,,,7300000.0,,1000000.0,,,-300000.0,-2600000.0,100000.0,,,,1100000.0,1800000.0,,,,,800000.0,2300000.0,,0.0,,,,,1800000.0,1400000.0,0.0,,7500000.0,,,,-1100000.0,800000.0,,,,29400000.0,,,,,,,0.070035,4100000.0,4700000.0,,12500000.0,0.0,300000.0,,,2300000.0,1300000.0,6400000.0,34268580.0,-900000.0,10500000.0,900000.0,1500000.0,5800000.0,,0.0,6400000.0,,,7900000.0,0.070035,,,,2400000.0,-10700000.0,,100000.0,3900000.0,10500000.0,,900000.0,23400000.0,,18000000.0,600000.0,2300000.0,2400000.0,,10900000.0,,600000.0,600000.0,1100000.0,,-100000.0,5500000.0,5700000.0,,12500000.0,-100000.0,23400000.0,900000.0,12900000.0,4100000.0,,,5200000.0,2400000.0,1200000.0,-9200000.0,0.0,,,,5800000.0,12900000.0,,5700000.0,,800000.0,,,2700000.0,1500000.0,,-9300000.0,,34268580.0,7500000.0,0.0,,,,,,,,,,,,,,,
646704000,,1800000.0,,,,41979010.0,,,2100000.0,,,2100000.0,,100000.0,,,,,,400000.0,1100000.0,,4600000.0,,,,,,2000000.0,,,-100000.0,,0.0,-2600000.0,2400000.0,,,,,3900000.0,,,,,,,,,,,,7200000.0,,900000.0,,,,,2000000.0,,,,1200000.0,1800000.0,,,,,,2700000.0,,-200000.0,100000.0,,0.016675,,,1500000.0,,,,7700000.0,,,,,,,,,,,,,,,,4500000.0,,,15800000.0,,300000.0,,,,1500000.0,,,,,,,6500000.0,,,900000.0,,-700000.0,7800000.0,,,,,,,41979010.0,,,5400000.0,,800000.0,26700000.0,,,700000.0,,,,10900000.0,,700000.0,700000.0,,,0.0,,,,,,,1600000.0,,,,0.016675,4800000.0,,,-100000.0,-100000.0,,,,,21300000.0,,,,900000.0,,,3000000.0,,,-900000.0,,,8100000.0,0.0,,,,,,,,,,,,,,,
654652800,,2600000.0,,,,41979010.0,,,200000.0,,,200000.0,,0.0,,,,,,500000.0,1200000.0,,18500000.0,,,,1600000.0,,38400000.0,,300000.0,-300000.0,,0.0,-2600000.0,3000000.0,,,,,27200000.0,,,,,,,,,,,,21100000.0,,-200000.0,,,,,-1900000.0,,,,1500000.0,7000000.0,,,,,,6000000.0,,-1200000.0,,,0.016675,,,2000000.0,,,,0.0,,,,,,,,,,,,,,,,14600000.0,,,30700000.0,,500000.0,,,,2200000.0,,,,,,,7200000.0,,,42800000.0,,,10700000.0,,,,,,,41979010.0,,,57400000.0,,-500000.0,79400000.0,,,700000.0,,,,48700000.0,,700000.0,700000.0,,,2700000.0,,,,,,,5200000.0,,,,0.016675,6600000.0,,,-40500000.0,0.0,,,,,22000000.0,,37300000.0,,2800000.0,,,4100000.0,,,-40100000.0,,,18100000.0,0.0,,,,,,,,,,,,,,,
662601600,,4200000.0,,,,41979010.0,,,100000.0,,,100000.0,,0.0,,,,,,600000.0,1300000.0,,18200000.0,,,,2400000.0,,1100000.0,,1300000.0,-300000.0,,0.0,-2600000.0,2900000.0,,,,,27100000.0,,,,,,,,,,,,20800000.0,,-800000.0,,,,,0.0,,,,2700000.0,5900000.0,,,,,,5200000.0,,-2700000.0,,,0.016675,,,3500000.0,,,,0.0,,,,,,,,,,,,,,,,13500000.0,,,30900000.0,,800000.0,,,,3400000.0,,,,,,,7900000.0,,,42900000.0,,,17600000.0,,,,,,,41979010.0,,,56400000.0,,-1100000.0,79100000.0,,,700000.0,,,,48200000.0,,700000.0,700000.0,,,2800000.0,,,,,,,4800000.0,,,,0.016675,10700000.0,,,0.0,-100000.0,,,,,22700000.0,,37600000.0,,2500000.0,,,6900000.0,,,-300000.0,,,16700000.0,0.0,,,,,,,,,,,,,,,
