,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,annualInvestingCashFlow,quarterlyNetIncome,annualChangeInInventory,quarterlyCapitalExpenditure,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,trailingCashDividendsPaid,quarterlyBasicEPS,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,quarterlyTaxProvision,annualAccountsReceivable,quarterlyNetPPE,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyInventory,quarterlyAccountsReceivable,quarterlyOperatingExpense,annualGrossProfit,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,annualStockBasedCompensation,quarterlyCostOfRevenue,annualGoodwill,annualOperatingCashFlow,annualNetPPE,annualInventory,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,trailingChangeInInventory,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualRepaymentOfDebt,annualEbitda,annualDilutedEPS,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualOtherNonCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,trailingPretaxIncome,annualOtherCurrentLiabilities,trailingPurchaseOfInvestment,annualBasicEPS,annualEndCashPosition,trailingInterestExpense,annualPretaxIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyTotalAssets,trailingCapitalExpenditure,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualNonCurrentDeferredRevenue,trailingTotalRevenue,trailingOtherIncomeExpense,annualOperatingIncome,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,quarterlyTotalNonCurrentAssets,annualGrossPPE,trailingInvestingCashFlow,annualAccountsPayable,trailingChangeInCashSupplementalAsReported,quarterlyCashAndCashEquivalents,quarterlyDepreciationAndAmortization,quarterlyCurrentDebt,trailingEndCashPosition,quarterlySaleOfInvestment,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyNonCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,annualInvestmentsAndAdvances,annualNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,annualCapitalExpenditure,annualCurrentAccruedExpenses,annualOperatingExpense,trailingDeferredIncomeTax,annualTaxProvision,annualCashAndCashEquivalents,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,annualInterestExpense,annualChangesInAccountReceivables,trailingBeginningCashPosition,trailingCostOfRevenue,trailingChangesInAccountReceivables,trailingChangeInAccountPayable,annualDilutedAverageShares,annualTotalRevenue,annualCurrentAssets,quarterlyChangeInInventory,trailingOperatingExpense,quarterlyCashDividendsPaid,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,quarterlyEndCashPosition,annualOtherShortTermInvestments,annualOtherNonCurrentAssets,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyOtherNonCashItems,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyEbitda,annualNetIncomeCommonStockholders,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyPretaxIncome,quarterlyRetainedEarnings,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,trailingNetIncome,annualTotalAssets,trailingNetIncomeCommonStockholders,annualTotalLiabilitiesNetMinorityInterest,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,annualCashDividendsPaid,annualCurrentDebt,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,annualCostOfRevenue,annualOtherCurrentAssets,annualLongTermDebt,quarterlyOtherCurrentAssets,annualNetIncome,annualBasicAverageShares,annualBeginningCashPosition,annualTotalNonCurrentAssets,annualFreeCashFlow,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,trailingTaxProvision,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingStockBasedCompensation,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingBasicAverageShares,trailingBasicEPS,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
488937600,,,,,,,,,,,,,,,,,,,,11000000.0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,34234000.0,,,,,,,,,,,,,,,,,,,,,,,,,34234000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,237600000.0,,,,,,,,,,,,,,,,,,237600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,237600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496886400,,,,,,,,,,,,,,,,,,,,24100000.0,,,0.64,,,,,,,,,,,,,,,,,,,,,,,34388000.0,,,,,,,,,,,,,,,,,,,,,,,,,34388000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,,247000000.0,,,,,,,,,,,,,,,,,,247000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,247000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504835200,,,,,,,,,,,,,,,,,,,,21400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1354100000.0,2.31,,,,,,,,,,,,,2.31,,,,,,,,,,,,,1354100000.0,,,,,,,,,,,,,,,,,,,,379300000.0,,,88000000.0,,,,,,,,,,,,,,,379300000.0,,,,,,,,34199134.0,1354100000.0,,,,,,,,,,,,,,,,,,379300000.0,79000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,88000000.0,34199134.0,,,,,,,,,,,,,,,,,,,,,,,
512611200,,,,,,,,,,,,,,,,,,,,32100000.0,,,0.87,,,,,,,,,,,,,,,,,,,,,,,34556000.0,,,,,,,,,,,,,,,,,,,,,,,,,34556000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,425100000.0,,,,,,,,,,,,,,,,,,425100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,425100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520473600,,,,,,,,,,,,,,,,,,,,13800000.0,,,0.35,,,,,,,,,,,,,,,,,,,,,,,34566000.0,,,,,,,,,,,,,,,,,,,,,,,,,34566000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,230700000.0,,,,,,,,,,,,,,,,,,230700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,230700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528422400,,,,,,,,,,,,,,,,,,,,25300000.0,,,0.68,,,,,,,,,,,,,,,,,,,,,,,34566000.0,,,,,,,,,,,,,,,,,,,,,,,,,34566000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.68,,,232200000.0,,,,,,,,,,,,,,,,,,232200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,232200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536371200,,,,,,,,,,,,,,,,,,,,20200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1198900000.0,2.43,,,,,,,,,,,,,2.43,,,,,,,,,,,,,1198900000.0,,,,,,,,,,,,,,,,,,,,310900000.0,,,91400000.0,,,,,,,,,,,,,,,310900000.0,,,,,,,,34485597.0,1198900000.0,,,,,,,,,,,,,,,,,,310900000.0,83800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,91400000.0,34485597.0,,,,,,,,,,,,,,,,,,,,,,,
544147200,,,,,,,,,,,,,,,,,,,,29800000.0,,,0.81,,,,,,,,,,,,,,,,,,,,,,,34566000.0,,,,,,,,,,,,,,,,,,,,,,,,,34566000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,396700000.0,,,,,,,,,,,,,,,,,,396700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,396700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552009600,,,,,,,,,,,,,,,,,,,,15300000.0,,,0.42,,,,,,,,,,,,,,,,,,,,,,,34566000.0,,,,,,,,,,,,,,,,,,,,,,,,,34566000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,238000000.0,,,,,,,,,,,,,,,,,,238000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,238000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559958400,,,,,,,,,,,,,,,,,,,,24400000.0,,,0.68,,,,,,,,,,,,,,,,,,,,,,,34566000.0,,,,,,,,,,,,,,,,,,,,,,,,,34566000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.68,,,228000000.0,,,,,,,,,,,,,,,,,,228000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,228000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567907200,,,,,,,,,,,,,,,,,,,,19200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166500000.0,2.46,,,,,,,,,,,,,2.46,,,,,,,,,,,,,1166500000.0,,,,,,,,,,,,,,,,,,,,303700000.0,,,88700000.0,,,,,,,,,,,,,,,303700000.0,,,,,,,,34552846.0,1166500000.0,,,,,,,,,,,,,,,,,,303700000.0,85000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,88700000.0,34552846.0,,,,,,,,,,,,,,,,,,,,,,,
575769600,,,,,,,,,,,,,,,,,,,,32700000.0,,,0.93,,,,,,,,,,,,,,,,,,,,,,,34566000.0,,,,,,,,,,,,,,,,,,,,,,,,,34566000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,453200000.0,,,,,,,,,,,,,,,,,,453200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,453200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583632000,,,,,,,,,,,,,,,,,,,,9400000.0,,,0.26,,,,,,,,,,,,,,,,,,,,,,,34566000.0,,,,,,,,,,,,,,,,,,,,,,,,,34566000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,228000000.0,,,,,,,,,,,,,,,,,,228000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,228000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591580800,,,,,,,,,,,,,,,,,,,,25200000.0,,,0.72,,,,,,,,,,,,,,,,,,,,,,,34566000.0,,,,,,,,,,,,,,,,,,,,,,,,,34566000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,,222300000.0,,,,,,,,,,,,,,,,,,222300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,222300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599529600,,,,,,,,,,,,,,,,,,,,12500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166100000.0,2.25,,,,,,,,,,,,,2.25,,,,,,,,,,,,,1166100000.0,,,,,,,,,,,,,,,,,,,,262600000.0,,,79800000.0,,,,,,,,,,,,,,,262600000.0,,,,,,,,34577778.0,1166100000.0,,,,,,,,,,,,,,,,,,262600000.0,77800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,79800000.0,34577778.0,,,,,,,,,,,,,,,,,,,,,,,
607305600,,,,,,,,,,,,,,,,,,,,33700000.0,,,0.96,,,,,,,,,,,,,,,,,,,,,,,34566000.0,,,,,,,,,,,,,,,,,,,,,,,,,34566000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,407000000.0,,,,,,,,,,,,,,,,,,407000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,407000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615168000,,,,,,,,,,,,,7400000.0,,,,,,,7400000.0,,,0.2,,,,,,,,,,,,,,,,,,,,,,,34500000.0,,,,,,,,,,,,,,,,,,,,,,,,,34500000.0,,,6900000.0,,,,,,,,,,,,,,,,,,,,,,0.2,,,220600000.0,,,,,,,,,,,,,,,,,,220600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,220600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623116800,,,,,,,,,,,,,19900000.0,,,,,,,19900000.0,,,0.56,,,,,,,,,,,,,,,,,,,,,,,34642857.0,,,,,,,,,,,,,,,,,,,,,,,,,34642857.0,,,19400000.0,,,,,,,,,,,,,,,,,,,,,,0.56,,,206600000.0,,,,,,,,,,,,,,,,,,206600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,206600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631065600,,,,,,,,,,,,,11800000.0,,,,,,,11800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127600000.0,2.05,,,,,,,,,,,,,2.05,,,,,,,,11300000.0,,,,,1127600000.0,,,,,,,,,,,,,,,,,,,,293400000.0,,,72800000.0,,,,,,,,,,,,,,,293400000.0,,,,,,,,34585366.0,1127600000.0,,,,,,,,,,,,,,,,,,293400000.0,70900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,72800000.0,34585366.0,,,,,,,,,,,,,,,,,,,,,,,
638841600,,,,,,,,,,,,,30000000.0,,,,,,,30000000.0,,,0.85,,,,,,,,,,,,,,,,,,,,,,,34823529.0,,,,,,,,,,,,,,,,,,,,,,,,,34823529.0,,,29600000.0,,,,,,,,,,,,,,,,,,,,,,0.85,,,422500000.0,,,,,,,,,,,,,,,,,,422500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,422500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646704000,,,,,,,,,,,,,9400000.0,,,,,,,9400000.0,,,0.26,,,,,,,,,,,,,,,,,,,,,,,34615385.0,,,,,,,,,,,,,,,,,,,,,,,,,34615385.0,,,9000000.0,,,,,,,,,,,,,,,,,,,,,,0.26,,,245800000.0,,,,,,,,,,,,,,,,,,245800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,245800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654652800,,,,,,,,,,,,,21900000.0,,,,,,,21900000.0,,,0.62,,,,,,,,,,,,,,,,,,,,,,,34677419.0,,,,,,,,,,,,,,,,,,,,,,,,,34677419.0,,,21500000.0,,,,,,,,,,,,,,,,,,,,,,0.62,,,220800000.0,,,,,,,,,,,,,,,,,,220800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,220800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662601600,,,,,,,,,,,,,18300000.0,,,,,,,18300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149800000.0,2.25,,,,,,,,,,,,,2.25,,,,,,,,17900000.0,,,,,1149800000.0,,,,,,,,,,,,,,,,,,,,260700000.0,,,79600000.0,,,,,,,,,,,,,,,260700000.0,,,,,,,,34622222.0,1149800000.0,,,,,,,,,,,,,,,,,,260700000.0,77900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,79600000.0,34622222.0,,,,,,,,,,,,,,,,,,,,,,,
