,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,annualInvestingCashFlow,quarterlyNetIncome,annualChangeInInventory,quarterlyCapitalExpenditure,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,trailingCashDividendsPaid,quarterlyBasicEPS,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,quarterlyTaxProvision,annualAccountsReceivable,quarterlyNetPPE,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyInventory,quarterlyAccountsReceivable,quarterlyOperatingExpense,annualGrossProfit,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,annualStockBasedCompensation,quarterlyCostOfRevenue,annualGoodwill,annualOperatingCashFlow,annualNetPPE,annualInventory,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,trailingChangeInInventory,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualRepaymentOfDebt,annualEbitda,annualDilutedEPS,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualOtherNonCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,trailingPretaxIncome,annualOtherCurrentLiabilities,trailingPurchaseOfInvestment,annualBasicEPS,annualEndCashPosition,trailingInterestExpense,annualPretaxIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyTotalAssets,trailingCapitalExpenditure,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualNonCurrentDeferredRevenue,trailingTotalRevenue,trailingOtherIncomeExpense,annualOperatingIncome,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,quarterlyTotalNonCurrentAssets,annualGrossPPE,trailingInvestingCashFlow,annualAccountsPayable,trailingChangeInCashSupplementalAsReported,quarterlyCashAndCashEquivalents,quarterlyDepreciationAndAmortization,quarterlyCurrentDebt,trailingEndCashPosition,quarterlySaleOfInvestment,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyNonCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,annualInvestmentsAndAdvances,annualNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,annualCapitalExpenditure,annualCurrentAccruedExpenses,annualOperatingExpense,trailingDeferredIncomeTax,annualTaxProvision,annualCashAndCashEquivalents,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,annualInterestExpense,annualChangesInAccountReceivables,trailingBeginningCashPosition,trailingCostOfRevenue,trailingChangesInAccountReceivables,trailingChangeInAccountPayable,annualDilutedAverageShares,annualTotalRevenue,annualCurrentAssets,quarterlyChangeInInventory,trailingOperatingExpense,quarterlyCashDividendsPaid,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,quarterlyEndCashPosition,annualOtherShortTermInvestments,annualOtherNonCurrentAssets,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyOtherNonCashItems,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyEbitda,annualNetIncomeCommonStockholders,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyPretaxIncome,quarterlyRetainedEarnings,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,trailingNetIncome,annualTotalAssets,trailingNetIncomeCommonStockholders,annualTotalLiabilitiesNetMinorityInterest,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,annualCashDividendsPaid,annualCurrentDebt,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,annualCostOfRevenue,annualOtherCurrentAssets,annualLongTermDebt,quarterlyOtherCurrentAssets,annualNetIncome,annualBasicAverageShares,annualBeginningCashPosition,annualTotalNonCurrentAssets,annualFreeCashFlow,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,trailingTaxProvision,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingStockBasedCompensation,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingBasicAverageShares,trailingBasicEPS,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
875577600,,-47100000.0,,1517000000.0,,-673400000.0,,,,6400000.0,,,508400000.0,,-52800000.0,,,,-10600000.0,508400000.0,1907100000.0,,7.77,126400000.0,1289000000.0,,32200000.0,,4362900000.0,,470100000.0,,139900000.0,264100000.0,313500000.0,,498400000.0,,,127600000.0,,,,,551800000.0,65431145.0,,,1900000.0,621300000.0,,,,,-63400000.0,,,,,,,,,,,,,,,553700000.0,65431145.0,6868500000.0,,508400000.0,,,,,,,,5879900000.0,,,,,553700000.0,,126400000.0,,,49000000.0,,,,7.77,,4441000000.0,118900000.0,286500000.0,,,,,,144200000.0,,432400000.0,19900000.0,6531000000.0,,,,,,,560000000.0,,,,,,,,,,,-9800000.0,,-35400000.0,,,553700000.0,,,1235800000.0,,63500000.0,,,,,,182400000.0,,,,,540600000.0,1029700000.0,,769000000.0,,-217200000.0,,988600000.0,,,,,,,2427500000.0,-2168100000.0,,,3551500000.0,,,,,30900000.0,,,,,,,,,,,,,,,,,,,,,,,,,
883526400,,-100000.0,,2601700000.0,2309000000.0,30300000.0,256900000.0,1065600000.0,1533500000.0,4600000.0,,793600000.0,-79700000.0,3200000.0,-52300000.0,-634900000.0,,,-220300000.0,-79700000.0,2181900000.0,,,257700000.0,1065600000.0,-45300000.0,312300000.0,325000000.0,3786500000.0,,-443100000.0,621900000.0,86400000.0,325000000.0,-689400000.0,1184700000.0,365900000.0,774800000.0,,484400000.0,,-85800000.0,3786500000.0,86400000.0,-477100000.0,,,,553700000.0,621900000.0,,1264100000.0,7.51,,-272600000.0,,3728800000.0,12100000.0,72900000.0,,76600000.0,0.0,,257700000.0,,7.51,76600000.0,,872700000.0,76600000.0,,6977000000.0,,-79700000.0,,,,,1007400000.0,,54000000.0,6388200000.0,5932900000.0,,151200000.0,,76600000.0,,257700000.0,,37700000.0,42900000.0,,,,,,4503600000.0,716600000.0,-324900000.0,,494100000.0,,,,151200000.0,,27200000.0,12100000.0,5932900000.0,-210700000.0,365900000.0,177300000.0,,378600000.0,76600000.0,511600000.0,,193200000.0,,,,,,65652174.0,2151800000.0,588800000.0,13200000.0,,-36500000.0,0.0,,76600000.0,,2601700000.0,-287100000.0,25000000.0,62700000.0,-2146400000.0,,,,,779000000.0,494100000.0,,,-35200000.0,232600000.0,914400000.0,,774800000.0,,239600000.0,,588800000.0,,6977000000.0,,4503600000.0,914400000.0,,2309000000.0,-2146400000.0,-141700000.0,257700000.0,3728800000.0,,967100000.0,100800000.0,2181900000.0,100800000.0,494100000.0,65127803.0,3700000.0,6388200000.0,-296500000.0,,312900000.0,,,,,,,,,,,,,,,,,,
891302400,,-100000.0,,3038000000.0,,155200000.0,,,,,,,30400000.0,,-33900000.0,,,,213700000.0,30400000.0,2162500000.0,,0.45,471100000.0,1068700000.0,,9100000.0,,3770300000.0,,23600000.0,,92200000.0,179800000.0,185400000.0,,458300000.0,,,130300000.0,,,,,-62700000.0,67555556.0,,,76600000.0,621900000.0,,,,,179800000.0,,,,,,,,,,,,,,,13900000.0,67555556.0,7206900000.0,,30400000.0,,,,,,,,6808300000.0,,,,,13900000.0,,471100000.0,,,50400000.0,,,,0.45,,4727400000.0,66600000.0,127100000.0,,,,,,96000000.0,,252000000.0,20800000.0,5916700000.0,,,,,,,382300000.0,,,,,,,,,,,-5700000.0,,-35600000.0,,,13900000.0,,,-431700000.0,,61800000.0,,,,,,128200000.0,,,,,39500000.0,908700000.0,,1025400000.0,,-59100000.0,,398600000.0,,,,,,47500000.0,2312000000.0,-2146400000.0,,,3702000000.0,,,,,112700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
899164800,,200000.0,,3143900000.0,,126900000.0,,,,,,,34800000.0,,-35600000.0,,,,25500000.0,33200000.0,2086700000.0,,0.5,-100000.0,1051600000.0,,20500000.0,,3771200000.0,,28900000.0,,94400000.0,251400000.0,210900000.0,,440400000.0,,,171700000.0,,,,,3800000.0,69600000.0,,,13900000.0,572800000.0,,,,,-10100000.0,,,,,,,,,,,,,,,17700000.0,69600000.0,7444800000.0,,34800000.0,,,,,,,,6915100000.0,,,,,17700000.0,,750100000.0,,,54900000.0,,,,0.5,,4965000000.0,80700000.0,-77300000.0,,,,,,144700000.0,,291600000.0,24800000.0,5917600000.0,,,,,,,463300000.0,,,,,,,,,,,-1400000.0,,-36200000.0,,,17700000.0,,,-148500000.0,,69400000.0,,,,,,150300000.0,,,,,53700000.0,906700000.0,,1335100000.0,,36000000.0,,529700000.0,,,,,,62800000.0,2270600000.0,-2146400000.0,,,3629900000.0,,,,,166200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
907113600,,-100000.0,,3486400000.0,,466400000.0,,,,6300000.0,,,72800000.0,,-42600000.0,,,,118700000.0,72800000.0,2717000000.0,,1.1,619800000.0,1041500000.0,,42500000.0,,3766700000.0,,16000000.0,,89700000.0,316200000.0,206200000.0,,468000000.0,,,336000000.0,,,,,-2000000.0,66181818.0,,,17700000.0,573600000.0,,,,,76100000.0,,,,,,,,,,,,,,,15700000.0,66181818.0,8023400000.0,,72800000.0,,,,,,,,7253100000.0,,,,,15700000.0,,619800000.0,,,59500000.0,,,,1.1,,5526400000.0,159200000.0,-29100000.0,,,,,,175100000.0,,365400000.0,1600000.0,5913100000.0,,,,,,,701400000.0,,,,,,,,,,,5100000.0,,-35400000.0,,,15700000.0,,,-587200000.0,,73300000.0,,,,0.0,,232500000.0,,,,,115300000.0,944000000.0,,1262900000.0,,-7800000.0,,770300000.0,,,,,,52700000.0,2291100000.0,-2146400000.0,,,4263500000.0,,,,,348700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
915062400,,0.0,,3476300000.0,2182800000.0,79800000.0,280700000.0,938700000.0,27900000.0,4300000.0,,-1288800000.0,-90300000.0,-8000000.0,-70800000.0,828300000.0,,,42300000.0,-90300000.0,3063100000.0,,,478300000.0,938700000.0,-261000000.0,-57500000.0,222700000.0,3795100000.0,,-12400000.0,574400000.0,95600000.0,222700000.0,377900000.0,1210800000.0,428700000.0,1034800000.0,,185000000.0,,400200000.0,3795100000.0,95600000.0,700000.0,,,,15700000.0,574400000.0,,511200000.0,0.67,,-28500000.0,,4528000000.0,9500000.0,-60200000.0,,16400000.0,-45900000.0,,478300000.0,,0.67,16400000.0,,60800000.0,16400000.0,,7951400000.0,,-90300000.0,,,,,230500000.0,,55900000.0,7271400000.0,5941500000.0,,127800000.0,,16400000.0,,478300000.0,,,61700000.0,-19200000.0,,,,,5562800000.0,-75800000.0,-54200000.0,,46200000.0,,,,127800000.0,-50000000.0,302100000.0,9500000.0,5941500000.0,-182900000.0,428700000.0,980300000.0,,14600000.0,16400000.0,487100000.0,,226100000.0,,,,,,67365854.0,2034100000.0,680000000.0,-6000000.0,,-36900000.0,0.0,,16400000.0,,3476300000.0,-121400000.0,17300000.0,76200000.0,-2146400000.0,,,0.0,,300000.0,47800000.0,,,-33500000.0,-147800000.0,823600000.0,,1034800000.0,,-15000000.0,,680000000.0,,7951400000.0,,5562800000.0,823600000.0,100200000.0,2182800000.0,-2146400000.0,-144100000.0,478300000.0,4528000000.0,,823300000.0,345300000.0,3063100000.0,345300000.0,47800000.0,65633743.0,76600000.0,7271400000.0,217300000.0,,263200000.0,,,,,,,,,,,,,,,,,,
922838400,,0.0,,3556500000.0,,107300000.0,,,,5700000.0,,,20700000.0,,-41600000.0,,,,58300000.0,20700000.0,3070400000.0,,0.31,100000.0,931400000.0,,9600000.0,,3788300000.0,,22500000.0,,104100000.0,188800000.0,234800000.0,,455000000.0,,,147900000.0,,,,,9900000.0,66774194.0,,,16400000.0,575700000.0,,,,,16700000.0,,,,,,,,,,,,,,,26300000.0,66774194.0,7987800000.0,,20700000.0,,,,,,,,7344800000.0,,,,,26300000.0,,603100000.0,,2900000.0,70800000.0,-10500000.0,,,0.31,,5622900000.0,77900000.0,-38900000.0,,,,,,86500000.0,,312700000.0,-4000000.0,5934700000.0,,,,,,,460600000.0,,,,,,,,,,,-8400000.0,,-35700000.0,,,26300000.0,,,-155700000.0,,83800000.0,,,,,,161700000.0,,,,,30300000.0,808700000.0,,1144700000.0,,-7200000.0,,643000000.0,,,,,,71900000.0,2160200000.0,-2146400000.0,,,4478200000.0,,,,,323800000.0,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,,0.0,,3697800000.0,,85900000.0,,,,12800000.0,,,18500000.0,,-47000000.0,,,,51000000.0,18500000.0,3107800000.0,,0.27,100000.0,983300000.0,,2800000.0,,3796100000.0,,15500000.0,,111900000.0,226900000.0,246300000.0,,450300000.0,,,151700000.0,,,,,-2900000.0,68518519.0,,,26300000.0,580700000.0,,,,,4000000.0,,,,,,,,,,,,,,,23400000.0,68518519.0,8198000000.0,,18500000.0,,,,,,,,7493900000.0,,,,,23400000.0,,663500000.0,,18800000.0,73500000.0,-1500000.0,,,0.27,,5820900000.0,78100000.0,-46700000.0,,,,,,121700000.0,,324400000.0,-400000.0,5942500000.0,,,,,,,476100000.0,,,,,,,,,,,-7700000.0,,-35800000.0,,,23400000.0,,,-139900000.0,,86600000.0,,,,,,164900000.0,,,,,21300000.0,791300000.0,,1235600000.0,,-34200000.0,,704100000.0,,,,,,75000000.0,2173500000.0,-2146400000.0,,,4585300000.0,,,,,341900000.0,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,,-100000.0,,3593800000.0,,-48200000.0,,,,11000000.0,,,49000000.0,,-98000000.0,,,,161700000.0,49000000.0,3145800000.0,,0.72,593600000.0,924800000.0,,10000000.0,,3845300000.0,,10300000.0,,105000000.0,255200000.0,298200000.0,,476700000.0,,,232800000.0,,,,,2100000.0,68055556.0,,,23400000.0,583300000.0,,,,,63700000.0,,,,,,,,,,,,,,,25500000.0,68055556.0,8075000000.0,,49000000.0,,,,,,,,7439100000.0,,,,,25500000.0,,593600000.0,,9200000.0,75900000.0,-32000000.0,,,0.72,,5719400000.0,118000000.0,6400000.0,,,,,,103000000.0,,416200000.0,-38800000.0,5991700000.0,,,,,,,649000000.0,,,,,,,,,,,8500000.0,,-36700000.0,,,25500000.0,,,-111300000.0,,130200000.0,,,,,,248100000.0,,,,,59000000.0,803600000.0,,1173300000.0,,50200000.0,,635900000.0,,,,,,100600000.0,2158400000.0,-2146400000.0,,,4546100000.0,,,,,250200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,,200000.0,,3515800000.0,1900300000.0,-32000000.0,406800000.0,982500000.0,73500000.0,13700000.0,,-486800000.0,-75800000.0,-15000000.0,-89100000.0,113000000.0,,,102200000.0,-87500000.0,2833100000.0,,,100000.0,982500000.0,-12000000.0,-55800000.0,229200000.0,3889400000.0,,-74400000.0,366400000.0,112400000.0,229200000.0,319600000.0,1373200000.0,401200000.0,1351200000.0,,130400000.0,,373200000.0,3889400000.0,112400000.0,-9700000.0,,,,25500000.0,366400000.0,,681400000.0,0.17,,13100000.0,,4563200000.0,37800000.0,-600000.0,,15800000.0,-4200000.0,,100000.0,,0.17,15800000.0,,-32700000.0,15800000.0,,8008200000.0,,-76900000.0,,,,,274400000.0,,-26000000.0,7405200000.0,6060300000.0,,132800000.0,,15800000.0,,817100000.0,,42600000.0,73900000.0,32000000.0,,,,,5914400000.0,500000.0,4400000.0,,700000.0,,,,132800000.0,-15800000.0,320100000.0,37800000.0,6060300000.0,-275700000.0,401200000.0,1098800000.0,,-33400000.0,15800000.0,450500000.0,,294100000.0,,,,,,67328244.0,2036200000.0,603000000.0,-7400000.0,,-36800000.0,100000.0,,15800000.0,,3515800000.0,-79900000.0,43200000.0,106200000.0,-2170900000.0,,,,-17000000.0,106900000.0,11300000.0,,,-74800000.0,-143300000.0,691000000.0,,1351200000.0,,-13000000.0,,603000000.0,,8008200000.0,,5914400000.0,691000000.0,95200000.0,1900300000.0,-2170900000.0,-145000000.0,817100000.0,4563200000.0,,663000000.0,245600000.0,2833100000.0,245600000.0,12400000.0,67080281.0,16400000.0,7405200000.0,97500000.0,,342700000.0,,,,,,,,,,,,,,,,,,
954460800,,0.0,,2384472000.0,,-199600000.0,,,,15154000.0,,,59816000.0,,-64486000.0,,,,67445000.0,41324000.0,2807074000.0,,0.88,691759000.0,999840000.0,,36973000.0,,3903963000.0,,118584000.0,,112141000.0,198012000.0,277619000.0,,415595000.0,,,176201000.0,,,,,-10754000.0,67734125.0,,,12444000.0,369426000.0,,,,,2959000.0,,,,,,,,,,,,,,,1690000.0,67734125.0,7821555000.0,,59816000.0,,,,,,,,7377364000.0,,,,,1690000.0,,691759000.0,,194149000.0,70026000.0,,,,0.88,,5724656000.0,30350000.0,29512000.0,,,,,,136398000.0,,307969000.0,6548000.0,6116421000.0,,,,,,,484170000.0,,,,,,,,,,,251000.0,,-36673000.0,,,1690000.0,,,121401000.0,,,,,,-9187000.0,,136719000.0,,,,,78297000.0,712948000.0,,1243752000.0,,4918000.0,,444191000.0,,,,,,85042000.0,1898194000.0,-2212458000.0,,,4480904000.0,,,,,132348000.0,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,,0.0,,2490346000.0,,96616000.0,,,,15332000.0,,,42539000.0,,-105871000.0,,,,-1613000.0,25192000.0,3317672000.0,,0.61,254687000.0,992177000.0,,3909000.0,,3956678000.0,,33753000.0,,117954000.0,245031000.0,266400000.0,,435891000.0,,,216140000.0,,,,,4953000.0,68731435.0,,,1690000.0,369426000.0,,,,,-107484000.0,,,,,,,,,,,,,,,6643000.0,68731435.0,7976198000.0,,42257000.0,,,,,,,,7518463000.0,,,,,6643000.0,,254687000.0,,22913000.0,72312000.0,,,,0.61,,5854235000.0,66741000.0,-57779000.0,,,,,,146393000.0,,333141000.0,-2345000.0,6216814000.0,,,,,,,549281000.0,,,,,,,,,,,-5813000.0,,-20933000.0,,,6643000.0,,,-90050000.0,,,,,,0.0,,173429000.0,,,,,29101000.0,732684000.0,,836971000.0,,671000.0,,457735000.0,,,,,,77061000.0,1926239000.0,-2260136000.0,,,5017264000.0,,,,,88107000.0,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,0.0,,2431797000.0,,-41813000.0,,,,17146000.0,,,62365000.0,,-61368000.0,,,,111041000.0,55649000.0,3274627000.0,,0.89,96356000.0,966281000.0,,13288000.0,,3965634000.0,,16769000.0,,106966000.0,175653000.0,273296000.0,,432860000.0,,,365710000.0,,,,,50000.0,69382338.0,,,6643000.0,372764000.0,,,,,49673000.0,,,,,,,,,,,,,,,6693000.0,69382338.0,7798953000.0,,62083000.0,,,,,,,,7430864000.0,,,,,6693000.0,,96356000.0,,36000.0,74893000.0,,,,0.89,,5628511000.0,123539000.0,-39631000.0,,,,,,166992000.0,,396835000.0,-8277000.0,6261038000.0,,,,,,,762545000.0,,,,,,,,,,,10988000.0,,-21137000.0,,,6693000.0,,,-69178000.0,,,,,,0.0,,227521000.0,,,,,68937000.0,773914000.0,,696208000.0,,-1333000.0,,368089000.0,,,,,,84371000.0,1978682000.0,-2295404000.0,,,4932303000.0,,,,,78777000.0,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,,115000000.0,,2283420000.0,1931420000.0,-57588000.0,,919807000.0,218609000.0,12325000.0,,-86037000.0,-28240000.0,12282000.0,-76348000.0,-202385000.0,,,109271000.0,-31116000.0,3237849000.0,,,76825000.0,919807000.0,,-8109000.0,152165000.0,3993438000.0,,23318000.0,375270000.0,101303000.0,152165000.0,289700000.0,1332644000.0,560608000.0,814500000.0,,277781000.0,,286144000.0,3993438000.0,101303000.0,3473000.0,,,,6693000.0,375270000.0,,652000000.0,1.96,,32923000.0,,4616697000.0,-8404000.0,-2278000.0,,8762000.0,50688000.0,,76825000.0,,1.96,8762000.0,,137111000.0,8762000.0,,7767208000.0,,-28523000.0,,,,,225631000.0,,192423000.0,7252960000.0,6321604000.0,,177067000.0,,8762000.0,,76825000.0,,1511000.0,72337000.0,,,,,,5431197000.0,4999000.0,28786000.0,,91050000.0,,,,177067000.0,-9187000.0,294699000.0,-8404000.0,6321604000.0,-308073000.0,560608000.0,1107013000.0,,46061000.0,8762000.0,572480000.0,,289568000.0,,,,,,68962245.0,2368476000.0,514248000.0,6856000.0,,-20084000.0,115000000.0,,8762000.0,,2283420000.0,-48210000.0,59957000.0,,-2328166000.0,,,0.0,-29744000.0,114330000.0,135352000.0,,,-39112000.0,-39225000.0,714454000.0,,814500000.0,,46432000.0,,514248000.0,,7767208000.0,,5431197000.0,714454000.0,96123000.0,1931420000.0,-2328166000.0,-98827000.0,76825000.0,4616697000.0,,1035832000.0,252018000.0,3237849000.0,252018000.0,136481000.0,68962245.0,11040000.0,7252960000.0,-21929000.0,,343163000.0,,,,,,,,,,,,,,,,,,
985996800,,10000000.0,,2249296000.0,,26596000.0,,,,9902000.0,,,4450000.0,,-63130000.0,,,,48848000.0,-19187000.0,3220667000.0,,0.06,113853000.0,934858000.0,,-19039000.0,,4008711000.0,,13591000.0,,107337000.0,91340000.0,274043000.0,,414919000.0,,,270579000.0,,,,,5416000.0,70359298.0,,,8762000.0,449719000.0,,,,,-14282000.0,,,,,,,,,,,,,,,14178000.0,70359298.0,7576118000.0,,4168000.0,,,,,,,,7217617000.0,,,,,14178000.0,,113853000.0,,2829000.0,69207000.0,,,,0.06,,5469099000.0,16119000.0,-25022000.0,,,,,,118101000.0,,290162000.0,-10224000.0,,,,,,,,560741000.0,,,,,,,,,,,-6034000.0,,-25401000.0,,,14178000.0,,,-70028000.0,,-576000.0,,,,,,118605000.0,,,,,-38226000.0,697814000.0,,646873000.0,,-821000.0,,358501000.0,,,,,,78874000.0,1925676000.0,,,,4602226000.0,,,,,145646000.0,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,-15000000.0,,2171060000.0,,22131000.0,,,,5678000.0,,,-30188000.0,,-59376000.0,,,,58308000.0,-36014000.0,3196171000.0,,-0.43,178890000.0,909955000.0,,-34353000.0,,4021234000.0,,-242000.0,,121454000.0,130071000.0,293307000.0,,465362000.0,,,237304000.0,,,,,52588000.0,70409093.0,,,14178000.0,450197000.0,,,,,-1068000.0,,,,,,,,,,,,,,,66766000.0,70409093.0,7628745000.0,,-30470000.0,,,,,,,,7107385000.0,,,,,66766000.0,,178890000.0,,0.0,66866000.0,,,,-0.43,,5565476000.0,-7710000.0,-25380000.0,,,,,,119012000.0,,285597000.0,-2306000.0,,,,,,,,522901000.0,,,,,,,,,,,-14981000.0,,-17210000.0,,,66766000.0,,,-27851000.0,,,,,,,,95319000.0,,,,,-70367000.0,644625000.0,,763264000.0,,43079000.0,,521360000.0,,,,,,83761000.0,1889670000.0,,,,4582212000.0,,,,,203069000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,4830000.0,,2113165000.0,,-70706000.0,,,,5426000.0,,,35976000.0,,-43530000.0,,,,109508000.0,26722000.0,3062932000.0,,0.51,239016000.0,868247000.0,,8942000.0,,4016536000.0,,8972000.0,,131002000.0,121098000.0,266726000.0,,444238000.0,,,309991000.0,,,,,-2273000.0,70735702.0,,,66766000.0,452366000.0,,,,,65978000.0,,,,,,,,,,,,,,,64493000.0,71538000.0,7470819000.0,,35769000.0,,,,,,,,7029267000.0,,,,,64493000.0,,239016000.0,,3446000.0,66884000.0,,,,0.5,,5406917000.0,90351000.0,-8587000.0,,,,,,102768000.0,,357077000.0,-20079000.0,6344702000.0,,,,,,,667068000.0,,,,,,,,,,,-10460000.0,,-21428000.0,,,64493000.0,,,-41075000.0,,,,,,,,194155000.0,,,,,35664000.0,659054000.0,,786022000.0,,-42258000.0,,441552000.0,,,,,,82923000.0,1893657000.0,-2328166000.0,,,4400895000.0,,,,,124959000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,,170000.0,,2075409000.0,1844061000.0,46488000.0,,924178000.0,2829000.0,5601000.0,,-161412000.0,-31115000.0,-45572000.0,-70416000.0,24509000.0,,,8168000.0,-34248000.0,2978382000.0,,,382876000.0,924178000.0,,-36425000.0,112864000.0,4042852000.0,,33501000.0,454963000.0,145099000.0,112864000.0,296666000.0,1186712000.0,395220000.0,903381000.0,,182651000.0,,224832000.0,4042852000.0,145099000.0,32198000.0,,,,64493000.0,454963000.0,,469613000.0,-0.31,,-62248000.0,,4598773000.0,-49266000.0,87929000.0,,96691000.0,72211000.0,,382876000.0,,-0.31,96691000.0,,-143601000.0,96691000.0,,7513065000.0,,-31238000.0,,,,,55971000.0,,57031000.0,7003047000.0,6502808000.0,,125285000.0,,96691000.0,,382876000.0,,-3446000.0,63084000.0,,,,,,5502154000.0,-43763000.0,-42891000.0,,-62726000.0,,,,125285000.0,-1413000.0,252903000.0,-49266000.0,6502808000.0,-236452000.0,395220000.0,1130741000.0,,-80875000.0,96691000.0,435554000.0,,268224000.0,,,,,,70649969.0,2186262000.0,510018000.0,-14097000.0,,-21508000.0,0.0,,96691000.0,,2075409000.0,-22458000.0,26607000.0,,-2459956000.0,,,,-35024000.0,69431000.0,-21771000.0,,,-101880000.0,-70673000.0,606502000.0,,903381000.0,,99378000.0,,510018000.0,,7513065000.0,,5502154000.0,606502000.0,89304000.0,1844061000.0,-2459956000.0,-85547000.0,382876000.0,4598773000.0,,999550000.0,155364000.0,2978382000.0,155364000.0,-20876000.0,70649969.0,8762000.0,7003047000.0,-11620000.0,,334862000.0,,,,,,,,,,,,,,,,,,
