,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualRepaymentOfDebt,quarterlyPretaxIncome,annualEbitda,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,annualDilutedEPS,trailingGrossProfit,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,annualDilutedAverageShares,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,quarterlyOtherCurrentAssets,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualBeginningCashPosition,trailingOtherIncomeExpense,annualGrossPPE,trailingCapitalExpenditure,quarterlyDilutedEPS,quarterlyCurrentDebt,trailingChangeInCashSupplementalAsReported,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,annualSellingGeneralAndAdministration,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,annualBasicAverageShares,quarterlySaleOfInvestment,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,trailingNetIncomeContinuousOperations,trailingOperatingExpense,annualPurchaseOfBusiness,trailingOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyTotalRevenue,trailingDeferredIncomeTax,quarterlyIncomeTaxPayable,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,trailingStockBasedCompensation,quarterlyGrossPPE,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingCashDividendsPaid,trailingBeginningCashPosition,annualInterestExpense,trailingChangesInAccountReceivables,trailingNetIncome,annualGoodwill,annualStockBasedCompensation,quarterlyNetPPE,annualChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,trailingCostOfRevenue,quarterlyTaxProvision,annualCapitalStock,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,annualNetOtherFinancingCharges,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualInventory,trailingChangeInInventory,quarterlyEbitda,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualFreeCashFlow,annualCommonStockIssuance,annualChangeInWorkingCapital,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualOperatingIncome,trailingChangeInWorkingCapital,annualNetOtherInvestingChanges,annualTotalRevenue,trailingChangeInAccountPayable,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,annualRetainedEarnings,trailingCommonStockIssuance,quarterlyGoodwill,annualNetIncome,annualCurrentDebt,annualNonCurrentDeferredRevenue,annualTaxProvision,annualPretaxIncome,annualTotalAssets,quarterlyTotalAssets,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,annualLongTermDebt,annualCashDividendsPaid,annualCurrentDeferredRevenue,annualCostOfRevenue,trailingPurchaseOfInvestment,annualAccountsPayable,trailingInvestingCashFlow,annualOtherCurrentAssets,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,trailingTaxProvision,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,trailingRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualSaleOfInvestment,annualInvestmentsAndAdvances,annualStockholdersEquity,annualOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,annualRepurchaseOfCapitalStock,annualDepreciationAndAmortization,annualCashAndCashEquivalents,annualBasicEPS,quarterlyDilutedAverageShares,annualCurrentAccruedExpenses,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingSaleOfInvestment,trailingPretaxIncome,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,annualCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyInventory,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyCashDividendsPaid,trailingNetOtherInvestingChanges,annualNetPPE,quarterlyCostOfRevenue,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyAccountsReceivable,annualCurrentLiabilities,annualNetIncomeCommonStockholders,trailingBasicAverageShares,annualResearchAndDevelopment,trailingPurchaseOfBusiness,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,trailingDilutedAverageShares
1096502400,956685000.0,95750000.0,,,159092000.0,914937000.0,60657000.0,383373000.0,,127677000.0,8132000.0,0.2375,,,121377000.0,1645860000.0,-33934000.0,2486755000.0,653009000.0,98221000.0,0.0,0.0,,-66545000.0,-1298270000.0,,200907000.0,,2769716000.0,,,735000.0,,299128000.0,1959683000.0,653009000.0,304293000.0,,,,,1588692000.0,157298000.0,1466000.0,199346000.0,29000.0,,46683000.0,29219000.0,523660000.0,,,,,193185000.0,1453297000.0,,,391775000.0,,-386176000.0,-165065000.0,-566645000.0,-77662000.0,-87146000.0,156269000.0,,2769716000.0,,-632193000.0,,,,,,,,1471446000.0,,0.0,,55720000.0,956685000.0,,,353881000.0,,34245000.0,,0.0,-121209000.0,-84245000.0,1133777000.0,-3073000.0,-1298270000.0,422663000.0,,227914000.0,841413000.0,58433000.0,407672000.0,137590000.0,45137000.0,28120000.0,1461458000.0,610117000.0,,-26419000.0,5294247000.0,,29219000.0,782980000.0,1368485000.0,80537000.0,,1461458000.0,,,391775000.0,735000.0,,232482000.0,624257000.0,3328168000.0,3328168000.0,299128000.0,103372000.0,,1959683000.0,3618000.0,,121377000.0,4160470000.0,,199346000.0,,0.0,,8132000.0,,-149201000.0,69846000.0,,,,841413000.0,,392487000.0,354562000.0,,2486755000.0,,0.0,,283946000.0,-203413000.0,304820000.0,299128000.0,0.2475,,461522000.0,103372000.0,103372000.0,,,299128000.0,-190902000.0,46683000.0,1368485000.0,140226000.0,,3618000.0,-36384000.0,24505000.0,422663000.0,,58433000.0,461522000.0,,,1471446000.0,1169351000.0,392487000.0,793848000.0,95750000.0,353881000.0,140226000.0,782980000.0,391775000.0,,,,,,,,
1104451200,1119159000.0,100188000.0,,,232356000.0,,,299128000.0,,193549000.0,,,,,222344000.0,,0.0,2801134000.0,,,,0.0,,,-1414138000.0,,,,,,0.0875,738000.0,,643548000.0,,978420000.0,,,,,,,175521000.0,-13623000.0,161236000.0,120078000.0,,,52500000.0,,,,,,407916000.0,1589544000.0,,,,,,-162132000.0,,,91240000.0,227234000.0,,3069259000.0,,,,,,,,,,1655121000.0,,0.0,,87603000.0,,1602096000.0,,334872000.0,0.09,91423000.0,,,,344420000.0,,,,,,312566000.0,,172303000.0,,,,245784000.0,1590082000.0,,,,,,,846397000.0,1652720000.0,127880000.0,,,,,,,,,,,3819834000.0,,144753000.0,,2167114000.0,,,,,,,,,,154472000.0,,-161453000.0,85332000.0,,,,1018700000.0,,411805000.0,,,,,0.0,,420783000.0,,,,,1661308000.0,,144753000.0,144753000.0,,,643548000.0,-159346000.0,14398000.0,,,,3433000.0,46487000.0,12890000.0,379475000.0,,,462079000.0,,,,1168761000.0,,,,,149406000.0,,,,,,,,,,
1112227200,832251000.0,101282000.0,,,161367000.0,,,643548000.0,,153332000.0,,,,,168610000.0,,23963000.0,2604284000.0,,,,0.0,,,-1503244000.0,,,,,,0.03,742000.0,,177142000.0,,700604000.0,,,,,,,383540000.0,-7323000.0,181754000.0,-44366000.0,,,42022000.0,,,,,,158577000.0,1518716000.0,,,,,,-149558000.0,,,-304821000.0,157353000.0,,3202047000.0,,,,,,,,,,1698803000.0,,0.0,,60831000.0,,3207704000.0,,523462000.0,0.03125,30111000.0,,,,-312331000.0,,,,,,258990000.0,,166476000.0,,,,9019000.0,1690618000.0,,,,,,,832657000.0,1412457000.0,81929000.0,,,,,,,,,,,3603417000.0,,100536000.0,,2190960000.0,,,,,,,,,,157301000.0,,-421539000.0,101637000.0,,,,999133000.0,,390875000.0,,,,,0.0,,310685000.0,,,,,3312248000.0,,100536000.0,100536000.0,,,177142000.0,-163594000.0,5929000.0,,,,3246000.0,-27593000.0,16369000.0,406073000.0,,,481551000.0,,,,1208031000.0,,,,,151638000.0,,,,,,,,,,
1120089600,395333000.0,107441000.0,,,202867000.0,,,177142000.0,,157864000.0,,,,,172976000.0,,-4829000.0,2275857000.0,,,,0.0,,,-1558085000.0,,,,,,0.0775,745000.0,,130112000.0,,348541000.0,,,,,,,398052000.0,-4654000.0,185084000.0,-22445000.0,,,24938000.0,,,,,,199783000.0,1601799000.0,,,,,,-148272000.0,,,-448120000.0,199632000.0,,3296915000.0,,,,,,,,,,1738830000.0,,0.0,,77292000.0,,1567264000.0,,218429000.0,0.08,24336000.0,,,-472272000.0,-47030000.0,,,,,,293706000.0,,170829000.0,,,,51511000.0,1816193000.0,,,,,,,881295000.0,1140375000.0,90637000.0,,,,,,,,,,,3327981000.0,,125575000.0,,2187606000.0,,,,,,,,,,167771000.0,,-33101000.0,94074000.0,,,,1052124000.0,,329451000.0,,,,,0.0,,357496000.0,,,,,1616076000.0,,125575000.0,125575000.0,,,130112000.0,204156000.0,,,,,3058000.0,-91186000.0,18136000.0,495542000.0,,,522490000.0,,,,1244303000.0,,,,,148982000.0,,,,,,,,,,
1128038400,90968000.0,127883000.0,,,199854000.0,1147822000.0,76745000.0,130112000.0,,160074000.0,193565000.0,0.1525,,,175048000.0,3261668000.0,-27049000.0,2090634000.0,307036000.0,28756000.0,0.0,0.0,,-673827000.0,-1625564000.0,,145053000.0,,3467583000.0,,,277748000.0,,173809000.0,2304731000.0,307036000.0,357114000.0,,,,,3158280000.0,138554000.0,-5653000.0,220975000.0,-81598000.0,,,20914000.0,620538000.0,,,,,157332000.0,1659241000.0,,,494467000.0,,-643989000.0,-184027000.0,-643488000.0,-121618000.0,-12126000.0,196396000.0,,3467583000.0,,-221308000.0,,,,,,,,1842019000.0,,0.0,,76251000.0,90968000.0,,,133227000.0,,17685000.0,,0.0,-306626000.0,43697000.0,1401153000.0,-31253000.0,-1625564000.0,546299000.0,,284871000.0,1423431000.0,196435000.0,279619000.0,163555000.0,-28331000.0,-26695000.0,1939359000.0,780615000.0,,-7915000.0,6369300000.0,,20914000.0,1226996000.0,1209334000.0,100949000.0,,1939359000.0,,,494467000.0,277748000.0,,301977000.0,796444000.0,3514065000.0,3514065000.0,173809000.0,123603000.0,,2304731000.0,2870000.0,,175048000.0,4968147000.0,,220975000.0,,0.0,,193565000.0,,-27395000.0,86164000.0,,,,1423431000.0,,334829000.0,1095667000.0,,2090634000.0,,0.0,,356470000.0,-1113647000.0,367207000.0,173809000.0,0.1575,,553225000.0,123603000.0,123603000.0,,,173809000.0,-102524000.0,,1209334000.0,190762000.0,,2870000.0,-49326000.0,29350000.0,546299000.0,,196435000.0,553225000.0,,,1842019000.0,1302771000.0,334829000.0,923608000.0,127883000.0,133227000.0,190762000.0,1226996000.0,494467000.0,,,,,,,,
1135987200,61431000.0,128279000.0,,,280229000.0,,,173809000.0,,254007000.0,,,,,309287000.0,,-4893000.0,2232792000.0,,,,0.0,,,-1706120000.0,,,,,,0.11,105752000.0,,251435000.0,,538530000.0,,,,,,,91238000.0,-26291000.0,208591000.0,366064000.0,,,18419000.0,,,,,,609317000.0,1934092000.0,,,,,,-147778000.0,,,-238351000.0,279881000.0,,3576913000.0,,,,,,,,,,1870793000.0,,0.0,,106039000.0,,1534042000.0,,287095000.0,0.115,44412000.0,,,-134301000.0,77626000.0,,,,,,378170000.0,,208005000.0,,,,461539000.0,2113549000.0,,,,,,,1270708000.0,1351929000.0,182473000.0,,,,,,,,,,,3711505000.0,,174190000.0,,2359576000.0,,,,,,,,,,205324000.0,,-232000000.0,98289000.0,,,,1478713000.0,,360504000.0,,,,,23724000.0,,533888000.0,,,,,1585898000.0,,174190000.0,174190000.0,,,251435000.0,-293433000.0,,,,,2681000.0,93348000.0,19754000.0,452650000.0,,,647078000.0,,,,1400204000.0,,,,,197765000.0,,,,,,,,,,
1143763200,769000.0,36657000.0,,,204957000.0,,,251435000.0,,194134000.0,,,,,233269000.0,,-14210000.0,2417909000.0,,,,0.0,,,-1791828000.0,,,,,,0.08,95755000.0,,202671000.0,,445448000.0,,,,,,,190616000.0,-30840000.0,230719000.0,-45939000.0,,,26179000.0,,,,,,152675000.0,1885822000.0,,,,,,-162553000.0,,,-1717000.0,201894000.0,,3755529000.0,,,,,,,,,,1963701000.0,,0.0,,77641000.0,,1534890000.0,,242777000.0,0.085,47206000.0,,,-69885000.0,-48764000.0,,,,,,303447000.0,,212667000.0,,,,-9878000.0,2240459000.0,,,,,,,1187123000.0,1267414000.0,119611000.0,,,,172337000.0,,,,,,,3817699000.0,,127316000.0,,2550285000.0,,,,,,,,,,210176000.0,,-124681000.0,101553000.0,,,,1399790000.0,,377590000.0,,,,,31148000.0,,396028000.0,,,,,1589226000.0,,127316000.0,127316000.0,,,202671000.0,-201047000.0,,,,,2491000.0,-1373000.0,19985000.0,456695000.0,,,627380000.0,,,,1489794000.0,,,,,190631000.0,,,,,,,,,,
1151625600,768000.0,36821000.0,,,219601000.0,,,202671000.0,,188131000.0,,,,,235528000.0,,19103000.0,2505095000.0,,,,0.0,,,-1890079000.0,,,,,,0.09,200758000.0,,215739000.0,,441979000.0,,,,,,,203208000.0,-17963000.0,255158000.0,-55886000.0,,,36912000.0,,,,,,173782000.0,1963673000.0,,,,,,-212017000.0,,,19888000.0,214573000.0,,3980982000.0,,,,,,,,,,2090903000.0,,0.0,,74103000.0,,1539650000.0,,226240000.0,0.095,40206000.0,,,-163585000.0,13068000.0,,,,,,319584000.0,,224567000.0,,,,-38235000.0,2385957000.0,,,,,,,1322780000.0,1369672000.0,115258000.0,,,,166047000.0,,,,,,,4052442000.0,,145498000.0,,2682770000.0,,,,,,,,,,222267000.0,,-193021000.0,105011000.0,,,,1547347000.0,,388999000.0,,,,,38455000.0,,402704000.0,,,,,1596518000.0,,145498000.0,145498000.0,,,215739000.0,-183086000.0,,,,,2300000.0,-98647000.0,25666000.0,557359000.0,,,631336000.0,,,,1560969000.0,,,,,184941000.0,,,,,,,,,,
1159574400,756000.0,37955000.0,,,201490000.0,1308590000.0,93937000.0,215739000.0,,189139000.0,262857000.0,0.355,,,231926000.0,1585112000.0,-39199000.0,2228506000.0,453644000.0,138797000.0,0.0,0.0,,-155326000.0,-1969804000.0,,173809000.0,,4257703000.0,,,700762000.0,,312606000.0,2899153000.0,453644000.0,473023000.0,,,,,1532228000.0,215253000.0,-9230000.0,340937000.0,-42297000.0,,,37273000.0,766297000.0,,,,,195859000.0,2003355000.0,,,581473000.0,,-771230000.0,-248882000.0,-639192000.0,-85527000.0,64854000.0,197638000.0,,4257703000.0,,-841040000.0,,,,,,161478000.0,,2287899000.0,,0.0,,66987000.0,756000.0,,,141038000.0,,27425000.0,77392000.0,117368000.0,-486274000.0,96867000.0,1660249000.0,-84324000.0,-1969804000.0,636222000.0,,307423000.0,2200435000.0,264815000.0,360403000.0,159249000.0,221942000.0,-53023000.0,2151084000.0,893952000.0,,-39199000.0,7786942000.0,,37273000.0,1935620000.0,1529788000.0,114829000.0,,2151084000.0,,161478000.0,564259000.0,700762000.0,,324770000.0,906243000.0,4428941000.0,4428941000.0,312606000.0,117289000.0,,2899153000.0,1958000.0,,231926000.0,6126693000.0,,340937000.0,,0.0,,262857000.0,,-89490000.0,109785000.0,,,,2200435000.0,,411821000.0,700315000.0,,2228506000.0,75688000.0,24041000.0,,386777000.0,-854045000.0,414638000.0,312606000.0,0.37,,661995000.0,134503000.0,117289000.0,,,312606000.0,-163474000.0,,1529788000.0,224271000.0,,1958000.0,-78855000.0,28566000.0,636222000.0,,264815000.0,661995000.0,,,2287899000.0,1616578000.0,411821000.0,1131633000.0,37955000.0,141038000.0,224271000.0,1935620000.0,564259000.0,,,,,,,,
1167523200,757000.0,39469000.0,,,326163000.0,,,312606000.0,,206671000.0,,,,,422648000.0,,0.0,2438855000.0,,,,0.0,,,-2076546000.0,,,,,,0.13,365765000.0,,270873000.0,,436470000.0,,,,,,,115165000.0,-21277000.0,275691000.0,366938000.0,,,48787000.0,,,,,,678409000.0,2355723000.0,,,,,,-270547000.0,,,-355349000.0,319724000.0,,4473347000.0,,,,,,,,,,2396801000.0,,0.0,,121211000.0,,1516176000.0,,165597000.0,0.135,65530000.0,1636000.0,,-115288000.0,-41733000.0,,,,,,436059000.0,,271057000.0,,,,407862000.0,2349918000.0,,,,,,,1804237000.0,1429536000.0,115228000.0,,,,207906000.0,,,,,,,4527634000.0,,204952000.0,,3098098000.0,,,,,,,,,,269311000.0,,-164084000.0,116335000.0,,,,2075294000.0,,453922000.0,,,,,29618000.0,,526395000.0,,,,,1565528000.0,,204952000.0,204952000.0,,,270873000.0,-366770000.0,,,,,1746000.0,91293000.0,18753000.0,547277000.0,,,740133000.0,,,,1829328000.0,,,,,227823000.0,,,,,,,,,,
1175299200,746000.0,39942000.0,,,240382000.0,,,270873000.0,,213228000.0,,,,,300579000.0,,0.0,2212299000.0,,,,0.0,,,-2192059000.0,,,,,,0.095,847769000.0,,200179000.0,,343831000.0,,592000.0,,,,,56444000.0,-15885000.0,279960000.0,-215402000.0,,,50377000.0,,,,,,59410000.0,2255594000.0,,,,,,-236655000.0,,,93360000.0,240974000.0,,4715929000.0,,,,,,,,,,2523870000.0,,0.0,,89542000.0,,1504994000.0,,143652000.0,0.1,42672000.0,22679000.0,,-447849000.0,-70694000.0,,,,,,360552000.0,,289732000.0,,,,-177245000.0,2121783000.0,,,,,,,2119832000.0,1384862000.0,126104000.0,,,,208485000.0,,,,,,,4636875000.0,,150840000.0,,3252013000.0,,,,,,,,,,288181000.0,,-44351000.0,119578000.0,,,,2409564000.0,,479716000.0,,,,,16729000.0,,454202000.0,,,,,1548110000.0,,150840000.0,150840000.0,,,200179000.0,-224562000.0,,,,,1551000.0,-30740000.0,26261000.0,578877000.0,,,691524000.0,,,,1801392000.0,,,,,240775000.0,,,,,,,,,,
1183161600,745000.0,40392000.0,,,242973000.0,,,200179000.0,,214431000.0,,,,,309714000.0,,0.0,2355785000.0,,,,0.0,,,-2314071000.0,,,,,,0.105,880744000.0,,172789000.0,,330023000.0,,2241000.0,,,,,27500000.0,-3297000.0,314583000.0,-4086000.0,,,50655000.0,,,,,,302021000.0,2359245000.0,,,,,,-264931000.0,,,-40982000.0,245214000.0,,5001040000.0,,,,,,,,,,2686969000.0,,0.0,,84630000.0,,1488946000.0,,157234000.0,0.105,28401000.0,29211000.0,,-107851000.0,-27390000.0,,,,,,370786000.0,,308690000.0,,,,37090000.0,2264992000.0,,,,,,,2223418000.0,1467796000.0,119525000.0,,,,215219000.0,,,,,,,4903923000.0,,158343000.0,,3436127000.0,,,,,,,,,,307334000.0,,-47902000.0,125572000.0,,,,2532108000.0,,493547000.0,,,,,5687000.0,,459645000.0,,,,,1527118000.0,,158343000.0,158343000.0,,,172789000.0,-291448000.0,,,,,1356000.0,-77287000.0,24503000.0,657466000.0,,,718377000.0,,,,1899600000.0,,,,,250866000.0,,,,,,,,,,
1191110400,738000.0,42043000.0,,,246846000.0,1545836000.0,108006000.0,172789000.0,,508209000.0,336822000.0,0.435,,,296900000.0,1540182000.0,0.0,2284117000.0,438694000.0,-31345000.0,0.0,0.0,,-171887000.0,-2416142000.0,,312606000.0,,5306575000.0,,,711023000.0,,281261000.0,3647391000.0,438694000.0,783385000.0,,,,,1499526000.0,26555000.0,3133000.0,390836000.0,11837000.0,,,54620000.0,1142539000.0,,,,,291381000.0,2440935000.0,,,672638000.0,,-1080348000.0,-308215000.0,-293974000.0,-48576000.0,131084000.0,248033000.0,,5306575000.0,,-1201951000.0,,,,,,215625000.0,,2890433000.0,,0.0,,88343000.0,738000.0,,,157433000.0,,40334000.0,-8979000.0,89550000.0,-325810000.0,108472000.0,2196484000.0,-37326000.0,-2416142000.0,691658000.0,,378439000.0,3042509000.0,886943000.0,250873000.0,176937000.0,159287000.0,-16834000.0,2189366000.0,1053945000.0,,0.0,9411497000.0,,54620000.0,2155566000.0,1696487000.0,422528000.0,,2189366000.0,,215625000.0,672638000.0,711023000.0,,383726000.0,1056364000.0,5343878000.0,5343878000.0,281261000.0,158503000.0,,3647391000.0,550121000.0,,296900000.0,7215013000.0,,390836000.0,,0.0,,336822000.0,,-37637000.0,130406000.0,,,,3042509000.0,,499290000.0,225664000.0,,2284117000.0,44547000.0,37516000.0,,756242000.0,-996798000.0,491891000.0,281261000.0,0.45,,756807000.0,158503000.0,158503000.0,,,281261000.0,-319171000.0,,1696487000.0,287925000.0,,550121000.0,-31842000.0,38489000.0,691658000.0,,886943000.0,756807000.0,,,2890433000.0,1684693000.0,499290000.0,1331221000.0,42043000.0,157433000.0,287925000.0,2155566000.0,672638000.0,,,,,,,,
1199059200,700000.0,42400000.0,,,326700000.0,,,281300000.0,,1248500000.0,,,,,512700000.0,,0.0,2253200000.0,,,,0.0,,,-2545400000.0,,,,,,0.14,530300000.0,,349300000.0,,535400000.0,,17100000.0,,,,,33800000.0,-22100000.0,340800000.0,456300000.0,,,64500000.0,,,,,,807600000.0,2767600000.0,,,,,,-263600000.0,,,-467700000.0,333100000.0,,5538400000.0,,,,,,,,,,2993000000.0,,0.0,,118600000.0,,1463200000.0,,186100000.0,0.14,21600000.0,36500000.0,,-311300000.0,68000000.0,,,,,,472900000.0,,981400000.0,,,,544000000.0,2148600000.0,,,,,,,2253200000.0,1737600000.0,1138900000.0,,,,216100000.0,,,,,,,5506400000.0,,208100000.0,,3768800000.0,,,,,,,,,,431400000.0,,-44000000.0,139800000.0,,,,3234600000.0,,517300000.0,,,,,3000000.0,,1581600000.0,,,,,1489800000.0,,208100000.0,208100000.0,,,349300000.0,-273800000.0,,,,,550000000.0,111900000.0,23600000.0,580900000.0,,,869400000.0,,,,1186000000.0,,,,,316200000.0,,,,,,,,,,
1206921600,700000.0,58100000.0,,,167200000.0,,,349300000.0,,231200000.0,,,,,376300000.0,,0.0,2440800000.0,,,,0.0,,,-2654200000.0,,,,,,0.075,702500000.0,,303400000.0,,371500000.0,,11200000.0,,,,,57400000.0,6400000.0,313400000.0,-349600000.0,,,85100000.0,,,,,,-42500000.0,2526000000.0,,,,,,-241500000.0,,,213800000.0,178200000.0,,5706500000.0,,,,,,,,,,3052300000.0,,0.0,,58500000.0,,1457400000.0,,68100000.0,0.075,45400000.0,40300000.0,,-100000.0,-45900000.0,,,,,,324500000.0,,995900000.0,,,,-284000000.0,2315600000.0,,,,,,,2079400000.0,1579200000.0,117600000.0,,,,223400000.0,,,,,,,5534100000.0,,108700000.0,,3954900000.0,,,,,,,,,,446000000.0,,-39500000.0,146300000.0,,,,3075300000.0,,621100000.0,,,,,-3700000.0,,409400000.0,,,,,1478600000.0,,108700000.0,108700000.0,,,303400000.0,-223600000.0,,,,,549900000.0,-24100000.0,24500000.0,607300000.0,,,687200000.0,,,,2116600000.0,,,,,300300000.0,,,,,,,,,,
1214784000,700000.0,65800000.0,,,33200000.0,,,303400000.0,,1264800000.0,,,,,373500000.0,,-22500000.0,2477300000.0,,,,0.0,,,-2777600000.0,,,,,,-0.005,616600000.0,,297000000.0,,349700000.0,,12500000.0,,,,,0.0,-73900000.0,329400000.0,43700000.0,,,79600000.0,,,,,,313600000.0,2574000000.0,,,,,,-228800000.0,,,-53600000.0,146100000.0,,5725000000.0,,,,,,,,,,2947400000.0,,0.0,,-26500000.0,,1463400000.0,,52700000.0,-0.005,21900000.0,199800000.0,,0.0,-6400000.0,,,,,,291400000.0,,995600000.0,,,,84800000.0,2357600000.0,,,,,,,2061900000.0,1657300000.0,1154000000.0,,,,234800000.0,,,,,,,5552300000.0,,-6700000.0,,3895000000.0,,,,,,,,,,445800000.0,,-13600000.0,145300000.0,,,,3057500000.0,,647000000.0,,,,,11300000.0,,1410900000.0,,,,,1463400000.0,,-6700000.0,-6700000.0,,,297000000.0,-264900000.0,,,,,549800000.0,-55200000.0,-138700000.0,662700000.0,,,742400000.0,,,,1163100000.0,,,,,284100000.0,,,,,,,,,,
1222732800,700000.0,66600000.0,,,-1200000.0,1375300000.0,-153300000.0,297000000.0,,-2532600000.0,424100000.0,0.215,,,368400000.0,1483400000.0,0.0,2490900000.0,322300000.0,-11500000.0,152500000.0,0.0,,-184500000.0,-2760900000.0,,281300000.0,,5717300000.0,,,713700000.0,,269800000.0,3924600000.0,322300000.0,786100000.0,12600000.0,,,,1463000000.0,4700000.0,-27500000.0,324900000.0,-74900000.0,,,48400000.0,1221800000.0,,,,,180000000.0,2515400000.0,,,315500000.0,,-984500000.0,-250600000.0,-123800000.0,-600000.0,123000000.0,113400000.0,,5717300000.0,,-1086600000.0,,,53400000.0,,,266500000.0,,2956400000.0,,152500000.0,,-6600000.0,700000.0,,,52500000.0,,23400000.0,112500000.0,13000000.0,0.0,-27200000.0,1992600000.0,-117100000.0,-2760900000.0,692800000.0,,286500000.0,3163400000.0,973700000.0,274200000.0,112300000.0,75500000.0,-70600000.0,2402400000.0,770800000.0,,0.0,10383000000.0,,48400000.0,2189700000.0,1748000000.0,-2634300000.0,,2402400000.0,,266500000.0,315500000.0,713700000.0,,144000000.0,459500000.0,5672600000.0,5672600000.0,269800000.0,5400000.0,,3924600000.0,549600000.0,,368400000.0,8390400000.0,,324900000.0,,0.0,,424100000.0,,-26700000.0,173100000.0,,,,3163400000.0,,635100000.0,95900000.0,,2490900000.0,389100000.0,2400000.0,,-2419200000.0,-311400000.0,604500000.0,269800000.0,0.215,,630200000.0,5400000.0,5400000.0,,,269800000.0,-324300000.0,,1748000000.0,329500000.0,,549600000.0,-33200000.0,-62700000.0,692800000.0,,973700000.0,630200000.0,,,2956400000.0,4934600000.0,635100000.0,1258700000.0,66600000.0,52500000.0,329500000.0,2189700000.0,315500000.0,,,,,,,,
