,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualRepaymentOfDebt,quarterlyPretaxIncome,annualEbitda,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,annualDilutedEPS,trailingGrossProfit,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,annualDilutedAverageShares,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,quarterlyOtherCurrentAssets,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualBeginningCashPosition,trailingOtherIncomeExpense,annualGrossPPE,trailingCapitalExpenditure,quarterlyDilutedEPS,quarterlyCurrentDebt,trailingChangeInCashSupplementalAsReported,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,annualSellingGeneralAndAdministration,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,annualBasicAverageShares,quarterlySaleOfInvestment,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,trailingNetIncomeContinuousOperations,trailingOperatingExpense,annualPurchaseOfBusiness,trailingOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyTotalRevenue,trailingDeferredIncomeTax,quarterlyIncomeTaxPayable,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,trailingStockBasedCompensation,quarterlyGrossPPE,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingCashDividendsPaid,trailingBeginningCashPosition,annualInterestExpense,trailingChangesInAccountReceivables,trailingNetIncome,annualGoodwill,annualStockBasedCompensation,quarterlyNetPPE,annualChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,trailingCostOfRevenue,quarterlyTaxProvision,annualCapitalStock,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,annualNetOtherFinancingCharges,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualInventory,trailingChangeInInventory,quarterlyEbitda,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualFreeCashFlow,annualCommonStockIssuance,annualChangeInWorkingCapital,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualOperatingIncome,trailingChangeInWorkingCapital,annualNetOtherInvestingChanges,annualTotalRevenue,trailingChangeInAccountPayable,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,annualRetainedEarnings,trailingCommonStockIssuance,quarterlyGoodwill,annualNetIncome,annualCurrentDebt,annualNonCurrentDeferredRevenue,annualTaxProvision,annualPretaxIncome,annualTotalAssets,quarterlyTotalAssets,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,annualLongTermDebt,annualCashDividendsPaid,annualCurrentDeferredRevenue,annualCostOfRevenue,trailingPurchaseOfInvestment,annualAccountsPayable,trailingInvestingCashFlow,annualOtherCurrentAssets,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,trailingTaxProvision,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,trailingRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualSaleOfInvestment,annualInvestmentsAndAdvances,annualStockholdersEquity,annualOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,annualRepurchaseOfCapitalStock,annualDepreciationAndAmortization,annualCashAndCashEquivalents,annualBasicEPS,quarterlyDilutedAverageShares,annualCurrentAccruedExpenses,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingSaleOfInvestment,trailingPretaxIncome,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,annualCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyInventory,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyCashDividendsPaid,trailingNetOtherInvestingChanges,annualNetPPE,quarterlyCostOfRevenue,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyAccountsReceivable,annualCurrentLiabilities,annualNetIncomeCommonStockholders,trailingBasicAverageShares,annualResearchAndDevelopment,trailingPurchaseOfBusiness,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,trailingDilutedAverageShares
1230681600,700000.0,66800000.0,,,98300000.0,,,269800000.0,,1225200000.0,,,,,598300000.0,,0.0,2584600000.0,,,,0.0,,,-2812400000.0,,,,,,0.045,290800000.0,,356800000.0,,395500000.0,,19400000.0,,,,,,-1900000.0,268600000.0,394600000.0,,,44900000.0,,,,,,693500000.0,2615200000.0,,,,,,-172600000.0,,,-410400000.0,193200000.0,,5634900000.0,,,,,,,,,,2822500000.0,,145300000.0,,34000000.0,,1472600000.0,,38700000.0,0.045,7600000.0,98400000.0,,,87000000.0,,,,,,334200000.0,,974500000.0,,,,520900000.0,2466700000.0,,,,,,,1953000000.0,1693900000.0,1114400000.0,,,,261900000.0,,,,,,,5530400000.0,,64300000.0,,3836500000.0,,,,,,,,,,425000000.0,,-10500000.0,141000000.0,,,,2927500000.0,,685300000.0,,,,,5100000.0,,1418400000.0,,,,,1478200000.0,,64300000.0,64300000.0,,,356800000.0,-183100000.0,,,,,549500000.0,99100000.0,-52000000.0,590400000.0,,,650000000.0,,,,1196800000.0,,,,,332000000.0,,,,,,,,,,
1238457600,700000.0,67300000.0,,,34900000.0,,,356800000.0,,302400000.0,,,,,431400000.0,,0.0,2630400000.0,,,,0.0,,,-2932200000.0,,,,,,0.015,226500000.0,,253200000.0,,294500000.0,,8900000.0,,,,,,-28000000.0,266500000.0,-209000000.0,,,37400000.0,,,,,,21900000.0,2333300000.0,,,,,,-64300000.0,,,-54800000.0,167800000.0,,5590200000.0,,,,,,,,,,2658000000.0,,148300000.0,,9900000.0,,1476000000.0,,41300000.0,0.015,9500000.0,-88200000.0,,,-103600000.0,,,,,,185000000.0,,965000000.0,,,,-42400000.0,2491700000.0,,,,,,,1685900000.0,1604100000.0,104300000.0,,,,261100000.0,,,,,,,5281300000.0,,25000000.0,,3677200000.0,,,,,,,,,,415600000.0,,-7200000.0,141200000.0,,,,2650900000.0,,303400000.0,,,,,-5900000.0,387400000.0,470200000.0,,,,,1479800000.0,,25000000.0,25000000.0,,,253200000.0,-71500000.0,,,,,549400000.0,-39200000.0,-126900000.0,627800000.0,,,613200000.0,,,,1863100000.0,,,,,309300000.0,,,,,,,,,,
1246320000,700000.0,67700000.0,,,217300000.0,,,253200000.0,,1134600000.0,,,,,419700000.0,,0.0,2818000000.0,,,,0.0,,,-3068700000.0,-543200000.0,,,,,0.1,400000.0,,292000000.0,,336700000.0,,8600000.0,,,,,12400000.0,-18900000.0,258900000.0,-25400000.0,,,47800000.0,,,,,,301300000.0,2403900000.0,,,,,,-107300000.0,,,-216300000.0,225900000.0,,5662900000.0,,,,,,,,,,2594200000.0,,153000000.0,,65800000.0,,1478800000.0,20600000.0,44700000.0,0.1,9500000.0,-5900000.0,,,38800000.0,,,,,,366900000.0,,957200000.0,,,,194000000.0,2643200000.0,,,,,,,1557900000.0,1717700000.0,931700000.0,,,,257200000.0,,,,,,,5333100000.0,,151500000.0,,3615400000.0,,,,,,,,,,407800000.0,,-2900000.0,141000000.0,,-13100000.0,,2515100000.0,,287900000.0,,,,,-400000.0,408400000.0,1360500000.0,,,,,1493400000.0,,151500000.0,151500000.0,,,292000000.0,-55700000.0,,,,,549400000.0,-72300000.0,-21900000.0,703600000.0,,,725900000.0,,,,1043400000.0,,,,,295200000.0,,,,,,,,,,
1254268800,700000.0,68200000.0,,-23017200000.0,208700000.0,1161600000.0,-332400000.0,292000000.0,,1171900000.0,400800000.0,0.26,,,388700000.0,1491800000.0,0.0,3045700000.0,666100000.0,330000000.0,154300000.0,0.0,,-642200000.0,-3164500000.0,-25200000.0,269800000.0,,5700900000.0,,,200000.0,,599800000.0,3541000000.0,666100000.0,3878100000.0,8600000.0,,,,1477400000.0,103600000.0,-20800000.0,267100000.0,70600000.0,,,65400000.0,4677200000.0,,,0.0,,372300000.0,2422200000.0,,127800000.0,390800000.0,,-445600000.0,-101400000.0,-134000000.0,28500000.0,39300000.0,209100000.0,,5700900000.0,,-421100000.0,,,39100000.0,,,259100000.0,83200000.0,2536400000.0,,154300000.0,,58700000.0,700000.0,,20100000.0,66300000.0,,30700000.0,1100000.0,14300000.0,,307800000.0,5449700000.0,-69600000.0,-3164500000.0,664900000.0,,357400000.0,2531100000.0,950100000.0,943400000.0,57300000.0,230800000.0,270900000.0,2793200000.0,772500000.0,,0.0,9774600000.0,,65400000.0,1581000000.0,2035800000.0,980700000.0,,2793200000.0,,259100000.0,390800000.0,200000.0,,168400000.0,559200000.0,5576800000.0,5576800000.0,599800000.0,150000000.0,,3541000000.0,549300000.0,,388700000.0,4324900000.0,,267100000.0,,0.0,,400800000.0,,-113400000.0,140100000.0,,7400000.0,127800000.0,2531100000.0,,253800000.0,116000000.0,423500000.0,3045700000.0,5400000.0,15500000.0,423500000.0,1381000000.0,0.0,563300000.0,599800000.0,0.265,,642900000.0,150000000.0,150000000.0,,,599800000.0,-110800000.0,,2035800000.0,271000000.0,,549300000.0,40900000.0,-131600000.0,664900000.0,-53000000.0,950100000.0,642900000.0,,,2536400000.0,1041200000.0,253800000.0,1389000000.0,68200000.0,66300000.0,271000000.0,1581000000.0,390800000.0,,,,,,,,
1262217600,700000.0,68600000.0,-10600000.0,,369500000.0,,,599800000.0,,1235500000.0,,,,,569900000.0,,0.0,3351300000.0,,,,0.0,,,-3213300000.0,-6500000.0,,,,,0.16,200000.0,,1306300000.0,,1356700000.0,,8200000.0,,,,,21800000.0,1000000.0,241900000.0,330200000.0,,,58200000.0,,,,,,768700000.0,2722700000.0,,,,,,-99700000.0,,,39800000.0,341500000.0,,5696000000.0,,,,,,,,,,2482700000.0,,156300000.0,,126000000.0,,1488400000.0,24300000.0,50400000.0,0.16,38100000.0,-7300000.0,,,706500000.0,,,,,,515900000.0,,958300000.0,,,,669000000.0,3034600000.0,,,,,,,1779200000.0,2583900000.0,1033000000.0,,,,262500000.0,,,,,,,6101600000.0,,241500000.0,,3517700000.0,,,,,,,,,,409000000.0,,-11500000.0,138200000.0,,-43800000.0,,2737500000.0,,310500000.0,,,,,-400000.0,393400000.0,1577000000.0,,,,,1525800000.0,,243500000.0,241500000.0,,,1306300000.0,-100000000.0,,,,,549300000.0,120700000.0,-18300000.0,544900000.0,,,810900000.0,,,,1145700000.0,,,,,263400000.0,,,,,,,,,,
1269993600,700000.0,69100000.0,0.0,,336500000.0,,,1306300000.0,,1157300000.0,,,,,433900000.0,,0.0,3541000000.0,,,,0.0,,,-3291000000.0,0.0,,,,,0.14,,,1086000000.0,,1293900000.0,,8000000.0,,,,,3300000.0,-11600000.0,286800000.0,-177500000.0,,,47900000.0,,,,,,189100000.0,2534700000.0,,,,,,-84800000.0,,,29300000.0,313300000.0,,5705600000.0,,,,,,,,,,2414600000.0,,152500000.0,,118700000.0,,1494200000.0,29100000.0,207900000.0,0.145,24600000.0,-1200000.0,,,-220300000.0,,,,,,478800000.0,,943400000.0,,,,104300000.0,3177100000.0,,,,,,,1646600000.0,2490400000.0,967000000.0,,,,262800000.0,,,,,,,6144700000.0,,217300000.0,,3654300000.0,,,,,,,,,,394100000.0,,-348300000.0,134300000.0,,47100000.0,,2590000000.0,,319000000.0,,,,,-500000.0,588800000.0,1470600000.0,,,,,1533800000.0,,217800000.0,217300000.0,,,1086000000.0,-429800000.0,,,,,549300000.0,54000000.0,-7900000.0,488700000.0,,,773400000.0,,,,1064100000.0,,,,,299700000.0,,,,,,,,,,
1277856000,700000.0,69700000.0,0.0,,318400000.0,,,1086000000.0,,1224000000.0,,,,,434300000.0,,0.0,3520900000.0,,,,0.0,,,-3384900000.0,0.0,,,,,0.135,,,1125200000.0,,1395100000.0,,7900000.0,,,,,38400000.0,-5300000.0,288200000.0,45000000.0,,,30400000.0,,,,,,417600000.0,2612000000.0,,,,,,-101100000.0,,,-209400000.0,311800000.0,,5746400000.0,,,,,,,,,,2361500000.0,,214600000.0,,109900000.0,,1492200000.0,28500000.0,269900000.0,0.14,27900000.0,15300000.0,,,39200000.0,,,,,,458300000.0,,945700000.0,,,,316500000.0,3288300000.0,,,,,,,1726600000.0,2610900000.0,1021600000.0,,,,260900000.0,,,,,,,6206900000.0,,207900000.0,,3596000000.0,,,,,,,,,,327200000.0,,-102000000.0,132000000.0,,-2000000.0,,2672300000.0,,311100000.0,,,,,20400000.0,592800000.0,1535800000.0,,,,,1533400000.0,,208500000.0,207900000.0,,,1125200000.0,-160200000.0,,,,,549400000.0,-11100000.0,15900000.0,496600000.0,,,789500000.0,,,,1076200000.0,,,,,282500000.0,,,,,,,,,,
1285804800,700000.0,70800000.0,-1400000.0,-6600000.0,412600000.0,2010500000.0,-53000000.0,1125200000.0,,1307700000.0,375100000.0,0.62,,,414100000.0,1528400000.0,0.0,3674700000.0,1449700000.0,564200000.0,146200000.0,0.0,,-346000000.0,-3472200000.0,-100000.0,599800000.0,,5888700000.0,,,,,1164000000.0,3629500000.0,1449700000.0,4120900000.0,8600000.0,,,,1488800000.0,148700000.0,-26100000.0,282600000.0,-65300000.0,,,57200000.0,4924500000.0,,,-12000000.0,,329500000.0,2838000000.0,,100200000.0,948300000.0,,-440700000.0,-155100000.0,-549000000.0,123200000.0,-205700000.0,357700000.0,,5888700000.0,,-789500000.0,,,32700000.0,,,262400000.0,113600000.0,2416500000.0,,146200000.0,,134100000.0,700000.0,,31700000.0,285700000.0,,37300000.0,-8600000.0,-10700000.0,-116500000.0,38800000.0,6248800000.0,-42000000.0,-3472200000.0,543300000.0,,557500000.0,2703600000.0,924500000.0,1264200000.0,127900000.0,132400000.0,174400000.0,3471200000.0,1324300000.0,,209900000.0,10707400000.0,,57200000.0,1779100000.0,2756400000.0,1099300000.0,,3471200000.0,,262400000.0,945600000.0,,,488700000.0,1437000000.0,6385900000.0,6385900000.0,1164000000.0,278900000.0,,3629500000.0,549400000.0,-171000000.0,414100000.0,4458600000.0,,282600000.0,,0.0,,375100000.0,,-87200000.0,136300000.0,,-4900000.0,100200000.0,2703600000.0,,346500000.0,212200000.0,533300000.0,3674700000.0,-1800000.0,-30200000.0,533300000.0,1665400000.0,-285600000.0,540800000.0,1164000000.0,0.635,,836000000.0,278500000.0,278900000.0,,,1164000000.0,-99500000.0,,2756400000.0,302700000.0,,549400000.0,-40400000.0,-106500000.0,543300000.0,-3600000.0,924500000.0,836000000.0,-96200000.0,,2416500000.0,1172600000.0,346500000.0,1704900000.0,70800000.0,285700000.0,302700000.0,1779100000.0,945600000.0,,,,,,,,
1293753600,700000.0,71900000.0,0.0,,508400000.0,,,1164000000.0,,1282600000.0,,,,,608200000.0,,0.0,4051700000.0,,,,0.0,,,-3563200000.0,0.0,,,,,0.225,,,1792000000.0,,2050600000.0,,7900000.0,,,,,113800000.0,53700000.0,296800000.0,119200000.0,,,62600000.0,,,,,,673600000.0,2950800000.0,,115800000.0,,,,-128900000.0,,,-9900000.0,467400000.0,,5956800000.0,,,,,,,,,,2393600000.0,,151300000.0,,160800000.0,,1491400000.0,36500000.0,258600000.0,0.23,62300000.0,8100000.0,,-11800000.0,628000000.0,,,,,,651600000.0,,914400000.0,,,,544700000.0,3720100000.0,,,,,,,1956400000.0,3400400000.0,1062300000.0,,,,263800000.0,,,,,,,6931100000.0,,346600000.0,,3530700000.0,,,,,,,,,,365000000.0,,-21700000.0,135300000.0,,15400000.0,,2870800000.0,,317900000.0,,,,,36500000.0,483500000.0,1750000000.0,,,,,1533400000.0,,347600000.0,346600000.0,,,1792000000.0,-36800000.0,,,,,549400000.0,-77600000.0,0.0,620500000.0,,,784300000.0,-96900000.0,,,1200800000.0,,,,,316100000.0,,,,,,,,,,
1301529600,800000.0,72600000.0,0.0,,388900000.0,,,1792000000.0,,1267800000.0,,,,,487000000.0,,-9600000.0,4317800000.0,,,,0.0,,,-3663000000.0,0.0,,,,,0.17,,,1645200000.0,,1927500000.0,,7100000.0,,,,,100800000.0,12400000.0,330200000.0,-414600000.0,,,84600000.0,,,,,,-4100000.0,2785700000.0,,,,,,-110200000.0,,,-51400000.0,337800000.0,,6041500000.0,,,,,,,,,,2378500000.0,,145500000.0,,126500000.0,,1500600000.0,34700000.0,282300000.0,0.175,64100000.0,594900000.0,,-48700000.0,-146800000.0,,,,,,532300000.0,,906200000.0,,,,-114300000.0,3883700000.0,,,,,,,1794200000.0,3540300000.0,1037700000.0,,,,265300000.0,,,,,,,7027600000.0,,261600000.0,,3487300000.0,,,,,,,,,,356800000.0,,-83300000.0,136300000.0,,30700000.0,,2700400000.0,,323400000.0,,,,,30600000.0,447500000.0,1605600000.0,,,,,1543600000.0,,262400000.0,261600000.0,,,1645200000.0,-102300000.0,,,,,549400000.0,-148600000.0,19900000.0,772400000.0,,,767600000.0,-97400000.0,,,1180100000.0,,,,,355700000.0,,,,,,,,,,
1309392000,700000.0,74500000.0,0.0,,409700000.0,,,1645200000.0,,1225800000.0,,,,,489900000.0,,9600000.0,4338900000.0,,,,0.0,,,-3775200000.0,0.0,,,,,0.18,,,1720800000.0,,1952500000.0,,8500000.0,,,,,119100000.0,17400000.0,339900000.0,29700000.0,,,97500000.0,,,,,,457200000.0,2932200000.0,,,,,,-133300000.0,,,-306100000.0,460300000.0,,6160000000.0,,,,,,,,,,2384800000.0,,347800000.0,,129900000.0,,1501000000.0,37000000.0,231700000.0,0.185,61000000.0,-617000000.0,,-261400000.0,75600000.0,,,,,,554800000.0,,896900000.0,,,,323900000.0,4065700000.0,,,,,,,1859400000.0,3587000000.0,1096300000.0,,,,265700000.0,,,,,,,7097800000.0,,279100000.0,,3510800000.0,,,,,,,,,,74400000.0,,-73300000.0,136600000.0,,9400000.0,,2756300000.0,,312100000.0,,,,,-7900000.0,473700000.0,1686100000.0,,,,,1543800000.0,,279800000.0,279100000.0,,,1720800000.0,-77900000.0,,,,,549400000.0,-82300000.0,-58100000.0,856700000.0,,,150500000.0,-97800000.0,,,1246100000.0,,,,,361500000.0,,,,,,,,,,
1317340800,700000.0,111900000.0,-55800000.0,-4300000.0,504000000.0,2394400000.0,0.0,1720800000.0,,1644300000.0,82500000.0,0.81,,,449300000.0,1539400000.0,0.0,4384900000.0,2050700000.0,-15900000.0,145600000.0,0.0,,-608000000.0,-3808100000.0,-4300000.0,1164000000.0,,6163100000.0,,,,,1148100000.0,3565500000.0,2050700000.0,4301200000.0,9800000.0,,,,1496600000.0,96300000.0,22700000.0,540000000.0,17600000.0,215200000.0,,46300000.0,5226500000.0,,,-55800000.0,,485700000.0,3031700000.0,,,1248000000.0,,-531900000.0,-159500000.0,-979200000.0,-422300000.0,-240600000.0,65000000.0,,6163100000.0,,-1019500000.0,,,33300000.0,,,321600000.0,145200000.0,2355000000.0,-88700000.0,145600000.0,,145900000.0,700000.0,,37000000.0,902600000.0,,48000000.0,11100000.0,75500000.0,-234000000.0,-572700000.0,6751100000.0,106200000.0,-3808100000.0,965800000.0,,655600000.0,2973100000.0,897300000.0,1080500000.0,235400000.0,-248100000.0,326200000.0,4297400000.0,1524600000.0,,0.0,11700400000.0,,46300000.0,2075800000.0,3794900000.0,1105100000.0,,4297400000.0,,321600000.0,1245700000.0,,215200000.0,563100000.0,1811100000.0,7360400000.0,7360400000.0,1148100000.0,358300000.0,,3565500000.0,549500000.0,-389500000.0,449300000.0,4949300000.0,,540000000.0,,0.0,,82500000.0,,-800900000.0,141800000.0,,172000000.0,,2973100000.0,,297700000.0,430000000.0,479300000.0,4384900000.0,-2900000.0,16300000.0,479300000.0,1709300000.0,-555900000.0,550000000.0,1148100000.0,0.83,,467300000.0,358100000.0,358300000.0,,,1148100000.0,-802500000.0,,3794900000.0,386500000.0,,549500000.0,-113800000.0,-116900000.0,965800000.0,227500000.0,897300000.0,467300000.0,-97400000.0,,2355000000.0,1322400000.0,297700000.0,1612400000.0,111900000.0,902600000.0,386500000.0,2075800000.0,1245700000.0,,,,,,,,
1325289600,800000.0,110800000.0,-29700000.0,,570600000.0,,,1148100000.0,,1428700000.0,,,,,673800000.0,,4800000.0,4772800000.0,,,,0.0,,,-3921600000.0,,,,,,0.25,,,1569600000.0,,2273200000.0,,8600000.0,,,,,780800000.0,30000000.0,365900000.0,-119800000.0,214500000.0,,42100000.0,,,,,,466300000.0,3435900000.0,,,,,,-153500000.0,,,-26600000.0,511100000.0,,6268900000.0,,,,,,,,,,2347300000.0,,156000000.0,,188400000.0,,1495800000.0,39800000.0,703600000.0,0.255,40000000.0,-1700000.0,,-15700000.0,421500000.0,,,,,,722800000.0,,901500000.0,,,,312800000.0,4551200000.0,,,,,,,2158800000.0,4237100000.0,1187200000.0,,,,337100000.0,,,,,,,7835600000.0,,382100000.0,,3598500000.0,,,,,,,,,,85600000.0,,-622100000.0,143600000.0,,-178200000.0,,3060300000.0,,275200000.0,,,,,75900000.0,528100000.0,1939800000.0,,,,,1537000000.0,,382200000.0,382100000.0,,,1569600000.0,-19700000.0,,,,,549500000.0,-157700000.0,0.0,1124000000.0,,,366200000.0,-126800000.0,,,1496100000.0,,,,,431000000.0,,,,,,,,,,
1333152000,800000.0,112500000.0,0.0,,456900000.0,,,1569600000.0,,1405800000.0,,,,,530900000.0,,-14300000.0,5133900000.0,,,,0.0,,,-4053500000.0,,,,,,0.2,,,1432200000.0,,2234300000.0,,8800000.0,,,,,526100000.0,14600000.0,388300000.0,-386400000.0,211300000.0,,41700000.0,,,,,,109300000.0,3195900000.0,,,,,,-160300000.0,,,14700000.0,378200000.0,,6436000000.0,,,,,,,,,,2382500000.0,,155900000.0,,146800000.0,,1509200000.0,36200000.0,802100000.0,0.205,83800000.0,900000.0,,0.0,-137400000.0,,,,,,610000000.0,,898400000.0,,,,-51000000.0,4732100000.0,,,,,,,1971400000.0,4351500000.0,1163400000.0,,,,340700000.0,,,,,,,8006500000.0,,309900000.0,,3655000000.0,,,,,,,,,,84300000.0,,-618800000.0,144300000.0,,18900000.0,,2869800000.0,,279600000.0,,,,,59100000.0,539700000.0,1784000000.0,,,,,1546600000.0,,310100000.0,309900000.0,,,1432200000.0,-267300000.0,,,,,549600000.0,-78800000.0,35300000.0,1205000000.0,,,343100000.0,-128200000.0,,,1411900000.0,,,,,437400000.0,,,,,,,,,,
1341014400,800000.0,117800000.0,0.0,,492400000.0,,,1432200000.0,,1311700000.0,,,,,520800000.0,,-2800000.0,5385000000.0,,,,0.0,,,-4135700000.0,,,,,,0.215,,,1501300000.0,,2497600000.0,,8900000.0,,,,,146000000.0,-11000000.0,402200000.0,59000000.0,,,-2500000.0,,,,,,551300000.0,3303600000.0,,,,,,-202700000.0,,,-76600000.0,545800000.0,,6579900000.0,,,,,,,,,,2444200000.0,,390400000.0,,159100000.0,,1517800000.0,38800000.0,996300000.0,0.22,31400000.0,10800000.0,,0.0,69100000.0,,,,,,641100000.0,,902700000.0,,,,348600000.0,4935800000.0,,,,,,,2018200000.0,4569600000.0,1175000000.0,,,,336700000.0,,,,,,,8308900000.0,,333100000.0,,3739300000.0,,,,,,,,,,92600000.0,,-337700000.0,139800000.0,,20200000.0,,2920900000.0,,286200000.0,,,,,21000000.0,554400000.0,1857500000.0,,,,,1553600000.0,,333300000.0,333100000.0,,,1501300000.0,-397200000.0,,,,,549600000.0,-48600000.0,-54200000.0,1249200000.0,,,125700000.0,-129000000.0,,,1446100000.0,,,,,433000000.0,,,,,,,,,,
1348963200,700000.0,143700000.0,-99400000.0,,539200000.0,2672400000.0,94400000.0,1501300000.0,,1765200000.0,345300000.0,0.895,,,510200000.0,1546000000.0,-29500000.0,5109000000.0,2037000000.0,40500000.0,167700000.0,0.0,,-745500000.0,-4244200000.0,,1148100000.0,,6903100000.0,,,,,1188600000.0,4019600000.0,2037000000.0,4719300000.0,6500000.0,,,,1508800000.0,343500000.0,27500000.0,398100000.0,43200000.0,,,22700000.0,5699500000.0,,,-129100000.0,,623400000.0,3364100000.0,,,1384700000.0,,-856200000.0,-339700000.0,-1748600000.0,-273300000.0,-657000000.0,139700000.0,,6903100000.0,,-974000000.0,,,32700000.0,,,399100000.0,153600000.0,2658900000.0,-90300000.0,167700000.0,,180200000.0,700000.0,,38800000.0,848400000.0,,81400000.0,13600000.0,110800000.0,-533400000.0,-312700000.0,7486200000.0,61100000.0,-4244200000.0,1241500000.0,,698600000.0,3104700000.0,894900000.0,894100000.0,236600000.0,-404000000.0,283700000.0,5046200000.0,1786700000.0,,-41800000.0,13299500000.0,,22700000.0,2209800000.0,4199600000.0,1193600000.0,,5046200000.0,,399100000.0,1383800000.0,,,674400000.0,2059100000.0,8219200000.0,8219200000.0,1188600000.0,358700000.0,,4019600000.0,549600000.0,-513000000.0,510200000.0,5813300000.0,,398100000.0,,0.0,,345300000.0,,-170000000.0,152900000.0,,33900000.0,,3104700000.0,,144700000.0,1796400000.0,575900000.0,5109000000.0,23600000.0,-45200000.0,575900000.0,1904900000.0,-549100000.0,580600000.0,1188600000.0,0.915,,456500000.0,359000000.0,358700000.0,,,1188600000.0,-289800000.0,,4199600000.0,485900000.0,,549600000.0,11800000.0,263500000.0,1241500000.0,-105200000.0,894900000.0,456500000.0,-129000000.0,,2658900000.0,1459200000.0,144700000.0,1750300000.0,143700000.0,848400000.0,485900000.0,2209800000.0,1383800000.0,,,,,,,,
