,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,trailingRepaymentOfDebt,annualOtherNonCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,trailingNetIncomeCommonStockholders,trailingInterestExpense,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualDilutedAverageShares,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,annualDilutedEPS,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,annualSellingGeneralAndAdministration,trailingChangeInCashSupplementalAsReported,quarterlyOtherIntangibleAssets,annualTotalNonCurrentAssets,annualBasicAverageShares,quarterlyCurrentDebt,annualGrossPPE,quarterlyDilutedEPS,trailingCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,quarterlyInterestExpense,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOtherNonCashItems,trailingStockBasedCompensation,quarterlyGrossPPE,annualChangeInInventory,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,trailingDeferredIncomeTax,annualCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,annualInvestingCashFlow,quarterlyOperatingCashFlow,annualChangesInAccountReceivables,quarterlyChangeInCashSupplementalAsReported,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualInterestExpense,trailingBeginningCashPosition,quarterlyOtherNonCashItems,trailingChangesInAccountReceivables,trailingCashDividendsPaid,annualPurchaseOfInvestment,annualTotalRevenue,quarterlyBasicAverageShares,annualCapitalStock,trailingOperatingExpense,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualGoodwill,annualAccumulatedDepreciation,annualInventory,annualDeferredIncomeTax,quarterlyEbitda,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyRetainedEarnings,annualRetainedEarnings,trailingFreeCashFlow,trailingNetIncome,annualGainsLossesNotAffectingRetainedEarnings,annualTotalAssets,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualEndCashPosition,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyTotalAssets,annualCostOfRevenue,trailingTotalRevenue,annualNetIncome,annualLongTermDebt,annualOperatingIncome,quarterlyTotalNonCurrentAssets,annualFreeCashFlow,trailingEndCashPosition,trailingInvestingCashFlow,annualAccountsPayable,quarterlyDepreciationAndAmortization,trailingTaxProvision,annualStockholdersEquity,quarterlyDilutedAverageShares,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualBasicEPS,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,annualCurrentAccruedExpenses,annualTaxProvision,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,annualCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyOperatingExpense,quarterlyChangeInInventory,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualOtherShortTermInvestments,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualNetPPE,quarterlyCashDividendsPaid,annualSaleOfInvestment,annualCommonStockIssuance,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,trailingChangeInInventory,annualIncomeTaxPayable,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,annualPurchaseOfBusiness,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyPurchaseOfInvestment,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,trailingBasicEPS,trailingPurchaseOfInvestment,quarterlyIncomeTaxPayable,trailingDilutedEPS,annualCurrentDebt,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualInvestmentsAndAdvances
1388448000,0.0,4531000.0,872000.0,1536972000.0,,163919000.0,-65007000.0,324223000.0,409000.0,,4531000.0,,,,4022208000.0,389000.0,85409000.0,69538000.0,-7483685000.0,0.0,4531000.0,4531000.0,,6.47,8142000.0,,23351000.0,21309000.0,91745000.0,,,6783996000.0,85288000.0,,13596240000.0,2.37,,,5049000.0,,323836000.0,16184000.0,564689000.0,4326000.0,118085000.0,-122186000.0,116110000.0,1189000.0,,,13596240000.0,,-1624201000.0,,72143000.0,1459841000.0,,141682000.0,-423989000.0,516602000.0,,-1531037000.0,383600000.0,-64780000.0,0.0,,389000.0,19409000.0,,1436000.0,,,,1998051000.0,85288000.0,872000.0,,117396000.0,6112555000.0,,967990000.0,-100000.0,3820000.0,14279000.0,620232000.0,-7483685000.0,66772000.0,329700000.0,503204000.0,-40389000.0,,-205055000.0,,,2547760000.0,2.37,2050034000.0,2050034000.0,,,1189000.0,7253135000.0,469139000.0,683167000.0,,3230927000.0,31661000.0,620232000.0,23870000.0,-46712000.0,163919000.0,8142000.0,4531000.0,893700000.0,206827000.0,,7253135000.0,1030061000.0,,564689000.0,924000000.0,895847000.0,6783996000.0,-299853000.0,,,116110000.0,,,4022208000.0,85426000.0,751000.0,51209000.0,3230927000.0,,6.48,,236261000.0,0.0,412495000.0,329011000.0,,4531000.0,206827000.0,206827000.0,924000000.0,469139000.0,367754000.0,,,1459841000.0,,6439000.0,66772000.0,-87575000.0,,51209000.0,,683167000.0,367754000.0,412495000.0,280341000.0,,-399784000.0,4531000.0,6112555000.0,-12142000.0,,14494000.0,1324348000.0,2547760000.0,-13294000.0,564689000.0,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,4531000.0,870000.0,,,,,220202000.0,0.0,,,,,,4147737000.0,,,,-7650755000.0,0.0,4530000.0,4530000.0,,,408000.0,,-35529000.0,,,,,,,,,1.59,,,6752000.0,,235734000.0,91765000.0,,2908000.0,81745000.0,-65075000.0,140720000.0,1229000.0,,,14085193000.0,,,,,,,,-439894000.0,599216000.0,,,348024000.0,,-1000.0,,7072000.0,,,4294000.0,,,,,85443000.0,,,81745000.0,6434438000.0,,,,3724000.0,,,,,,400885000.0,-91870000.0,,,,,2741912000.0,1.59,2174692000.0,,,,,,514678000.0,728986000.0,,,,620232000.0,24436000.0,,177798000.0,,,,136170000.0,,7618635000.0,,,,,,7103957000.0,,,,,,,,85579000.0,,49287000.0,3470898000.0,,,,297112000.0,0.0,,,,,138457000.0,138457000.0,1025000000.0,,,,,1539114000.0,,-8780000.0,84339000.0,61378000.0,,,,,402959000.0,384809000.0,302104000.0,,-439790000.0,4530000.0,,-12143000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,4530000.0,870000.0,,,,,236398000.0,147000.0,,,,,,4286631000.0,,,,-7838007000.0,-275000000.0,128555000.0,128555000.0,,,9338000.0,,-46173000.0,,,,,,,,,1.7,,,7154000.0,,242872000.0,451056000.0,,1153000.0,87758000.0,-19596000.0,126259000.0,1173000.0,,,14870131000.0,,,,,,,,-750287000.0,636669000.0,,,421745000.0,,124025000.0,,8506000.0,,,1319000.0,,,,,85532000.0,,,87758000.0,7032124000.0,,,,3548000.0,,,,,,442191000.0,-328542000.0,,,0.0,,3311186000.0,1.71,2309429000.0,,,,,,686352000.0,801190000.0,,,,620232000.0,20119000.0,,184980000.0,,,,148640000.0,,8399007000.0,,,,,,7712655000.0,,,,,,,,85689000.0,,60299000.0,4112376000.0,,,,295426000.0,-11218000.0,,,,,148640000.0,148640000.0,1500000000.0,,,,,1626206000.0,,1675000.0,85278000.0,52554000.0,,,,,449456000.0,468952000.0,341243000.0,,-748776000.0,128555000.0,,-13879000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,128555000.0,872000.0,,,,,229022000.0,7927000.0,,,,,,4429974000.0,,,,-8049016000.0,0.0,563657000.0,563657000.0,,,1929000.0,,18611000.0,,,,,,,,,1.65,,,10874000.0,,219544000.0,-7840000.0,,6468000.0,84707000.0,63016000.0,123388000.0,1051000.0,,,14903126000.0,,,,,,,,-517773000.0,649740000.0,,,502201000.0,,435102000.0,,156000.0,,,-3359000.0,,,,,85643000.0,,,84707000.0,6854110000.0,,,,3603000.0,,,,,,459255000.0,-15572000.0,,,,,3398477000.0,1.65,2439794000.0,,,,,,1110537000.0,815643000.0,,,,620232000.0,23843000.0,,187815000.0,,,,141904000.0,,8644094000.0,,,,,,7533557000.0,,,,,,,,85779000.0,,59215000.0,4214120000.0,,,,278136000.0,-398000.0,,,,,144315000.0,144315000.0,1500000000.0,,,,,1710662000.0,,20352000.0,93012000.0,58592000.0,,,,,430513000.0,444062000.0,371604000.0,,-59259000.0,563657000.0,,-13910000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,-174000000.0,563657000.0,876000.0,1654696000.0,,193628000.0,401331000.0,120279000.0,235000.0,,405862000.0,,,,4500632000.0,0.0,85810000.0,4531000.0,-8257502000.0,0.0,405862000.0,405862000.0,,5.78,10579000.0,,27958000.0,32669000.0,96161000.0,,,7793489000.0,85679000.0,,15372244000.0,0.86,,,10038000.0,,112022000.0,-12548000.0,507204000.0,1369000.0,44083000.0,4368000.0,138051000.0,1102000.0,,,15372244000.0,,-2198861000.0,,225070000.0,1754706000.0,,522433000.0,-492877000.0,538551000.0,,-1740467000.0,347395000.0,-35133000.0,-157795000.0,,0.0,32692000.0,,-1444000.0,,,,2424176000.0,85679000.0,876000.0,,44487000.0,7114742000.0,,1035242000.0,-11616000.0,4126000.0,15001000.0,620232000.0,-8257502000.0,89780000.0,298293000.0,349853000.0,-145482000.0,,-17287000.0,,,3448334000.0,0.87,2501574000.0,2501574000.0,,,1102000.0,8725293000.0,931804000.0,776327000.0,,4224661000.0,8413000.0,620232000.0,27763000.0,-53849000.0,193628000.0,10579000.0,405862000.0,805901000.0,75792000.0,,8725293000.0,1388934000.0,,507204000.0,1500000000.0,810172000.0,7793489000.0,-579496000.0,,,138051000.0,,,4500632000.0,85773000.0,-3828000.0,58515000.0,4224661000.0,-23705000.0,5.79,,169206000.0,0.0,447384000.0,298697000.0,,405862000.0,75792000.0,75792000.0,1500000000.0,931804000.0,412108000.0,,,1754706000.0,,19422000.0,89780000.0,57184000.0,,58515000.0,,776327000.0,412108000.0,447384000.0,369345000.0,,-492642000.0,405862000.0,7114742000.0,-13917000.0,,11898000.0,1619365000.0,3448334000.0,45714000.0,507204000.0,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,405862000.0,877000.0,,,,,-643680000.0,0.0,,,,,,4086138000.0,,,,-9067931000.0,0.0,120932000.0,120932000.0,,,1000000.0,,72397000.0,,,,,,,,,-4.84,,,11839000.0,,-31827000.0,-9329000.0,,4618000.0,-228739000.0,-72726000.0,74749000.0,1204000.0,,,15688501000.0,,,,,,,,-389954000.0,361002000.0,,,113173000.0,,-284930000.0,,0.0,,,4047000.0,,,,,85770000.0,,,-228739000.0,6620570000.0,,,,5155000.0,,,,,,-415063000.0,-276781000.0,,,,,3220718000.0,-4.84,2072603000.0,,,,,,561185000.0,553195000.0,,,,620232000.0,21093000.0,,198089000.0,,,,-414941000.0,,7860051000.0,,,,,,7298866000.0,,,,,,,,85770000.0,,58064000.0,3773913000.0,-156063000.0,,,13507000.0,0.0,,,,,-414941000.0,-414941000.0,1500000000.0,,,,,1522629000.0,,-600014000.0,81462000.0,45334000.0,,,,,339575000.0,319588000.0,347495000.0,,-388774000.0,120932000.0,,-13947000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,120932000.0,945000.0,,,,,-942271000.0,0.0,,,,,,4196163000.0,,,,-10242417000.0,0.0,856880000.0,856880000.0,,,9073000.0,,20076000.0,,,,,,,,,-6.47,,,11616000.0,,33889000.0,715673000.0,,752100000.0,-342056000.0,6910000.0,71486000.0,912000.0,,,15866925000.0,,,,,,,,-245150000.0,424283000.0,,,257372000.0,,735948000.0,,0.0,,,965000.0,,,,,92831000.0,,,-342056000.0,5624508000.0,,,,4988000.0,,,,,,-711162000.0,12222000.0,,,,,2873457000.0,-6.47,1457298000.0,,,,,,1267449000.0,498884000.0,,,,620232000.0,19042000.0,,196168000.0,,,,-600215000.0,,7568504000.0,,,,,,6301055000.0,,,,,,,,92831000.0,,56315000.0,3372341000.0,-21289000.0,,,79171000.0,-22563000.0,,,,,-600215000.0,-600215000.0,1500000000.0,,,,,1177289000.0,,-963433000.0,75165000.0,45282000.0,,,,,319370000.0,262727000.0,345112000.0,,-237097000.0,856880000.0,,-14182000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,856880000.0,946000.0,,,,,-1191816000.0,1057000.0,,,,,,3433967000.0,,,,-11597715000.0,0.0,899312000.0,899312000.0,,,1400000.0,,59310000.0,,,,,,,,,-8.21,,,14316000.0,,-1194000.0,274000.0,,0.0,-443469000.0,40849000.0,71620000.0,303000.0,,,16020553000.0,,,,,,,,-194010000.0,356055000.0,,,206001000.0,,42432000.0,,0.0,,,2833000.0,,,,,92969000.0,,,-428532000.0,4422838000.0,,,,4737000.0,,,,,,-991846000.0,11991000.0,,,,,2421287000.0,-8.21,678950000.0,,,,,,1238461000.0,481108000.0,,,,620232000.0,25150000.0,,187916000.0,,,,-763284000.0,,6336362000.0,,,,,,5097901000.0,,,,,,,,92969000.0,,54364000.0,2902395000.0,-45375000.0,,,46348000.0,-100000.0,,,,,-763284000.0,-763284000.0,1500000000.0,,,,,733371000.0,,-1176306000.0,65096000.0,47542000.0,,,,,259833000.0,264062000.0,309707000.0,,-163843000.0,899312000.0,,-15082000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,0.0,899312000.0,948000.0,-2944482000.0,,197216000.0,373520000.0,-1004617000.0,121000.0,,779382000.0,,,,2797678000.0,0.0,92992000.0,405862000.0,-12710968000.0,0.0,779382000.0,779382000.0,,-25.92,7826000.0,,34916000.0,-3692061000.0,94247000.0,,,4165356000.0,92992000.0,,16217123000.0,-6.78,,,14309000.0,,-36034000.0,-15993000.0,-2408948000.0,0.0,-373882000.0,-3885000.0,66815000.0,441000.0,,,16217123000.0,,-1049636000.0,,179867000.0,352705000.0,,690625000.0,-220522000.0,311279000.0,,-1008605000.0,114954000.0,186699000.0,-119930000.0,,0.0,49858000.0,,712000.0,,,,1452619000.0,92992000.0,948000.0,,-374109000.0,3506155000.0,,144701000.0,-24633000.0,4679000.0,19559000.0,620232000.0,-12710968000.0,54579000.0,-1388146000.0,-828540000.0,-105568000.0,,-28852000.0,,,2035541000.0,-6.78,33313000.0,33313000.0,,,441000.0,5243286000.0,1077930000.0,410067000.0,,2445608000.0,1178000.0,620232000.0,28962000.0,-58281000.0,197216000.0,7826000.0,779382000.0,-3782384000.0,-630508000.0,,5243286000.0,1307918000.0,,-2408948000.0,1485620000.0,-35166000.0,4165356000.0,-358136000.0,,,66815000.0,,,2797678000.0,92992000.0,4206000.0,38468000.0,2445608000.0,-54008000.0,-25.92,,10026000.0,-1970000.0,247508000.0,-1373436000.0,,779382000.0,-630508000.0,-630508000.0,1485620000.0,1077930000.0,225398000.0,,,352705000.0,,-952308000.0,54579000.0,46060000.0,,38468000.0,,410067000.0,225398000.0,247508000.0,301253000.0,,-218891000.0,779382000.0,3506155000.0,-15070000.0,,752100000.0,691500000.0,2035541000.0,-276735000.0,-2408948000.0,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,779382000.0,948000.0,,,,,-292331000.0,0.0,,,,,,2614331000.0,,,,-13057470000.0,,676639000.0,676639000.0,,,5775000.0,,33147000.0,,,,,,,,,-2.0,,,14991000.0,,-48376000.0,-14990000.0,,,-106200000.0,5332000.0,39241000.0,526000.0,,,16371439000.0,,,,,,,,-185872000.0,240600000.0,,,85060000.0,,-102743000.0,,3812000.0,,,1362000.0,,,,,93000000.0,,,-106200000.0,3313969000.0,,,,5528000.0,,,,,,-146943000.0,-100812000.0,,,,,1929838000.0,-2.0,-160397000.0,,,,,,931090000.0,357092000.0,,,,620232000.0,19425000.0,,197074000.0,,,,-186131000.0,,4901261000.0,,,,,,3970171000.0,,,,,,,,93000000.0,,35548000.0,2286930000.0,-41660000.0,,,-15022000.0,0.0,,,,,-186131000.0,-186131000.0,1486211000.0,,,,,246553000.0,,-228054000.0,44648000.0,33354000.0,,,,,192160000.0,229787000.0,255622000.0,,-172813000.0,676639000.0,,-15104000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,676639000.0,950000.0,,,,,-424509000.0,0.0,,,,,,2346802000.0,,,,-13569032000.0,,641739000.0,641739000.0,,,2173000.0,,-37474000.0,,,,,,,,,-2.91,,,15191000.0,,21101000.0,-6379000.0,,,-154219000.0,-17535000.0,55564000.0,721000.0,,,16527846000.0,,,,,,,,-156960000.0,298873000.0,,,128644000.0,,-34900000.0,,28399000.0,,,3032000.0,,,,,93075000.0,,,-154219000.0,2958814000.0,,,,7490000.0,,,,,,-285441000.0,-28316000.0,,,,,1781695000.0,-2.91,-430674000.0,,,,,,917607000.0,403326000.0,,,,620232000.0,28914000.0,,202454000.0,,,,-270290000.0,,4531823000.0,,,,,,3614216000.0,,,,,,,,93075000.0,,35170000.0,2185021000.0,13908000.0,,,65855000.0,-1000.0,,,,,-270290000.0,-270290000.0,1486795000.0,,,,,92446000.0,,-430419000.0,37852000.0,44754000.0,,,,,229622000.0,204207000.0,233018000.0,,-157165000.0,641739000.0,,-7551000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,641739000.0,950000.0,,,,,-19022000.0,5494000.0,,,,,,2333282000.0,,,,-13756311000.0,,698696000.0,698696000.0,,,4768000.0,,2604000.0,,,,,,,,,-0.14,,,14616000.0,,72718000.0,-4252000.0,,0.0,-5089000.0,35257000.0,53428000.0,1008000.0,,,16674835000.0,,,,,,,,-166295000.0,335717000.0,,,215627000.0,,56957000.0,,21573000.0,,,287000.0,,,,,93221000.0,,,-6204000.0,2918524000.0,,,,5764000.0,,,,,,106971000.0,49332000.0,,,,,1764147000.0,-0.14,-443480000.0,,,,,,966503000.0,441318000.0,,,,620232000.0,25882000.0,,189253000.0,,,,-12818000.0,,4538747000.0,,,,,,3572244000.0,,,,,,,,93221000.0,,33485000.0,2205465000.0,25374000.0,,,114753000.0,0.0,,,,,-12818000.0,-12818000.0,1487371000.0,,,,,87523000.0,,-76230000.0,34909000.0,42035000.0,,,,,226983000.0,258551000.0,220964000.0,,-154418000.0,698696000.0,,-7588000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,0.0,698696000.0,951000.0,-126069000.0,,184444000.0,-126506000.0,77598000.0,2171000.0,,652876000.0,,,,2360064000.0,49370000.0,93379000.0,779382000.0,-13849701000.0,,652876000.0,652876000.0,,-4.62,8489000.0,,-47617000.0,-764184000.0,98424000.0,,,3712389000.0,93379000.0,,16909237000.0,0.4,,,14535000.0,,122501000.0,-7700000.0,-431049000.0,0.0,39408000.0,-49100000.0,74486000.0,945000.0,,,16909237000.0,,-721786000.0,,161125000.0,126894000.0,,-33321000.0,-212659000.0,382155000.0,,-692410000.0,169894000.0,-49340000.0,-45820000.0,,49370000.0,58431000.0,,-1126000.0,,,,1257345000.0,93379000.0,951000.0,,39408000.0,3059536000.0,,329069000.0,-101000.0,5741000.0,24523000.0,620232000.0,-13849701000.0,33342000.0,-226100000.0,198496000.0,-42765000.0,,-26046000.0,,,1799277000.0,0.4,-405284000.0,-405284000.0,,,945000.0,4681693000.0,969304000.0,522352000.0,,2321629000.0,7889000.0,620232000.0,24203000.0,-38024000.0,184444000.0,8489000.0,652876000.0,-658264000.0,38190000.0,,4681693000.0,928276000.0,,-431049000.0,1487939000.0,167944000.0,3712389000.0,-122561000.0,,,74486000.0,,,2360064000.0,93422000.0,1805000.0,32621000.0,2321629000.0,925000.0,-4.62,,165233000.0,-100000.0,278781000.0,-227215000.0,,652876000.0,38190000.0,38190000.0,1487939000.0,969304000.0,274597000.0,,,126894000.0,,-29481000.0,33342000.0,42732000.0,,32621000.0,,522352000.0,274597000.0,278781000.0,216922000.0,,-208014000.0,652876000.0,3059536000.0,-7781000.0,,0.0,599225000.0,1799277000.0,-1453000.0,-431049000.0,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,652876000.0,951000.0,,,,,209278000.0,45000.0,,,,,,2210949000.0,,,,-14434516000.0,,578908000.0,578908000.0,,,7309000.0,,-44662000.0,,,,,,,,,1.38,,,14411000.0,,177618000.0,-8505000.0,,,78312000.0,-15301000.0,86182000.0,1347000.0,,,17213386000.0,,,,,,,,-319923000.0,447176000.0,,,249514000.0,,-73968000.0,,10838000.0,,,1728000.0,,,,,93389000.0,,,78306000.0,2778870000.0,,,,6288000.0,,,,,,321125000.0,-70409000.0,,,,,1675728000.0,1.38,-562645000.0,,,,,,949227000.0,507322000.0,,,,620232000.0,24322000.0,,187228000.0,,,,130972000.0,,4393999000.0,,,,,,3444772000.0,,,,,,,,93428000.0,,32808000.0,2183050000.0,31307000.0,,,223869000.0,-938000.0,,,,,130972000.0,130972000.0,1488500000.0,,,,,,,46071000.0,37487000.0,46251000.0,,,,,319142000.0,268926000.0,223307000.0,,-314977000.0,578908000.0,,-7577000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,578908000.0,953000.0,,,,,155879000.0,349000.0,,,,,,2311755000.0,,,,-14799029000.0,,519595000.0,519595000.0,,,1567000.0,,-16483000.0,,,,,,,,,1.02,,,14653000.0,,173961000.0,-38752000.0,,,58617000.0,-23450000.0,87833000.0,1571000.0,,,17780586000.0,,,,,,,,-280458000.0,456452000.0,,,255286000.0,,-59313000.0,,98000.0,,,2677000.0,,,,,93402000.0,,,58617000.0,2981557000.0,,,,6293000.0,,,,,,278416000.0,-25172000.0,,,,,1725004000.0,1.02,-465366000.0,,,,,,927876000.0,526221000.0,,,,620232000.0,26055000.0,,43222000.0,,,,95619000.0,,4562980000.0,,,,,,3635104000.0,,,,,,,,93435000.0,,32873000.0,2251225000.0,1115000.0,,,218719000.0,-29312000.0,,,,,97262000.0,97262000.0,1486097000.0,,,,,48322000.0,,-3429000.0,45486000.0,44758000.0,,,,,335531000.0,277628000.0,237733000.0,,-275847000.0,519595000.0,,-7576000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,519595000.0,953000.0,,,,,142638000.0,116000.0,,,,,,2402063000.0,,,,-14629884000.0,0.0,422808000.0,422808000.0,,,6658000.0,,-67776000.0,,,,,,,,,0.96,,,11465000.0,,165649000.0,-13981000.0,,,51239000.0,-31833000.0,88888000.0,1805000.0,,,17852503000.0,,,,,,,,-333927000.0,463681000.0,,,251005000.0,,-96787000.0,,5778000.0,,,1185000.0,,,,,93501000.0,,,51239000.0,3222619000.0,,,,7038000.0,,,,,,266996000.0,-82922000.0,,,,,1774366000.0,0.96,-373955000.0,,,,,,894132000.0,592625000.0,,,,620232000.0,28077000.0,,188162000.0,,,,91399000.0,,4769054000.0,,,,,,3874922000.0,,,,,,,,93531000.0,,31942000.0,2366991000.0,43143000.0,,,218135000.0,-6581000.0,,,,,91399000.0,91399000.0,1486509000.0,,,,,99695000.0,,-11546000.0,54545000.0,52486000.0,,,,,403197000.0,343381000.0,245546000.0,,-333811000.0,422808000.0,,-7590000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,-750000000.0,422808000.0,954000.0,1195524000.0,,201981000.0,-252342000.0,174201000.0,391000.0,,400534000.0,,,,2568278000.0,42066000.0,93509000.0,652876000.0,-15038947000.0,0.0,400534000.0,400534000.0,,5.19,10054000.0,,-57236000.0,4365000.0,106252000.0,,,4107004000.0,93466000.0,,18491399000.0,1.83,,,11344000.0,,212276000.0,-21771000.0,494329000.0,,2311000.0,-16592000.0,98386000.0,2199000.0,,,18491399000.0,,-1278478000.0,,197430000.0,101618000.0,,-83009000.0,-345197000.0,550940000.0,,-1265897000.0,340759000.0,-186157000.0,-22274000.0,,42066000.0,51873000.0,,1047000.0,,,,1918249000.0,93569000.0,954000.0,,-495000.0,3452452000.0,,926934000.0,-50981000.0,6637000.0,26256000.0,620232000.0,-15038947000.0,49722000.0,190479000.0,328027000.0,-4438000.0,,-87176000.0,,,1794787000.0,1.83,-199259000.0,-199259000.0,,,2199000.0,5042639000.0,935635000.0,679574000.0,,2474361000.0,901000.0,620232000.0,27798000.0,-30532000.0,201981000.0,10054000.0,400534000.0,681996000.0,174696000.0,,5042639000.0,991315000.0,,494329000.0,1486920000.0,729504000.0,4107004000.0,-181914000.0,,,98386000.0,,,2568278000.0,93612000.0,5677000.0,32234000.0,2474361000.0,39456000.0,5.19,,267171000.0,-14150000.0,351849000.0,187667000.0,,400534000.0,174696000.0,174696000.0,1486920000.0,935635000.0,460174000.0,,,101618000.0,,-26731000.0,49722000.0,54895000.0,,32234000.0,,679574000.0,460174000.0,351849000.0,283769000.0,,-341262000.0,400534000.0,3452452000.0,-7789000.0,,0.0,1096564000.0,1794787000.0,115021000.0,494329000.0,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,400534000.0,954000.0,,,,,243267000.0,432000.0,,,,,,2751593000.0,,,,-15170630000.0,,463810000.0,463810000.0,,,1354000.0,,44722000.0,,,,,,,,,1.96,,,11973000.0,,246514000.0,-7562000.0,,,56949000.0,14959000.0,100417000.0,2009000.0,,,18789777000.0,,,,,,,,-342511000.0,567134000.0,,,383093000.0,,63276000.0,,54168000.0,,,1826000.0,,,,,93699000.0,,,56949000.0,3619147000.0,,,,6730000.0,,,,,,388099000.0,40582000.0,,,,,1850473000.0,1.96,-12937000.0,,,,,,977990000.0,658298000.0,,,,620232000.0,30051000.0,,44398000.0,,,,183652000.0,,5260364000.0,,,,,,4282374000.0,,,,,,,,93737000.0,,33554000.0,2508771000.0,-30466000.0,,,308016000.0,-305000.0,,,,,186318000.0,186318000.0,1487330000.0,,,,,158511000.0,,8726000.0,54223000.0,61502000.0,,,,,415248000.0,284847000.0,259118000.0,,-312255000.0,463810000.0,,-7602000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
