,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualDilutedAverageShares,annualChangeInWorkingCapital,annualCommonStockIssuance,annualFreeCashFlow,quarterlyFreeCashFlow,annualOperatingIncome,quarterlyRetainedEarnings,annualNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,annualRetainedEarnings,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,quarterlyGoodwill,trailingCommonStockIssuance,trailingPretaxIncome,annualEndCashPosition,annualCurrentDebt,annualTaxProvision,annualNonCurrentDeferredRevenue,quarterlyTotalAssets,annualCurrentDeferredRevenue,annualTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,annualDilutedEPS,annualPretaxIncome,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,annualOtherCurrentAssets,annualCashDividendsPaid,annualCostOfRevenue,trailingPurchaseOfInvestment,annualLongTermDebt,annualNetIncome,trailingInvestingCashFlow,annualAccountsPayable,trailingOperatingIncome,annualBasicAverageShares,trailingEndCashPosition,quarterlyOtherNonCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualSaleOfInvestment,annualInvestmentsAndAdvances,annualOtherNonCashItems,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,annualCashAndCashEquivalents,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyEndCashPosition,annualCurrentAssets,quarterlyOtherIncomeExpense,quarterlyChangeInInventory,quarterlyInventory,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,annualNetPPE,annualOperatingCashFlow,annualOtherIntangibleAssets,annualNetIncomeCommonStockholders,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualRepaymentOfDebt,annualEbitda,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyBasicEPS,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,trailingInterestExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,trailingOtherIncomeExpense,quarterlyOtherCurrentAssets,annualBeginningCashPosition,annualGrossPPE,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyChangesInAccountReceivables,annualTotalNonCurrentAssets,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,annualSellingGeneralAndAdministration,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,annualOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,trailingOperatingExpense,annualBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingCashFlow,annualCapitalExpenditure,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,quarterlyDilutedAverageShares,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOperatingIncome,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingBeginningCashPosition,annualInterestExpense,trailingNetIncome,annualGoodwill,annualStockBasedCompensation,annualPurchaseOfInvestment,quarterlyNetPPE,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualTotalRevenue,annualChangesInAccountReceivables,annualCapitalStock,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,annualResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualNetOtherFinancingCharges,annualGrossProfit,annualInventory,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualDeferredIncomeTax,trailingChangeInAccountPayable,trailingOtherNonCashItems,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingChangeInWorkingCapital,trailingBasicAverageShares,annualIncomeTaxPayable,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,annualOtherShortTermInvestments,trailingStockBasedCompensation,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBasicEPS
875577600,,,,,,,49100000.0,,337300000.0,,229900000.0,,,195000000.0,10700000.0,,,,,,,,,2033400000.0,,,52900000.0,0.298507,,,,1838400000.0,,,,,,,,,,,,131400000.0,31300000.0,,,1279400000.0,,335700000.0,,,,,,,,-98500000.0,111000000.0,,,,,52900000.0,52900000.0,173871321.0,918100000.0,-5800000.0,33600000.0,,,,,36600000.0,,12500000.0,,,,,,,,327200000.0,,,,,,,,,,,,85600000.0,0.304248,40400000.0,,,,,737400000.0,,-14500000.0,,,,9300000.0,,-655600000.0,,47600000.0,,,,,,,,,99800000.0,99800000.0,19800000.0,,1900000.0,,,46300000.0,,,,,,,,,,,,438200000.0,97200000.0,,2158300000.0,,177215000.0,,-48100000.0,-98500000.0,,70600000.0,,,,,,,,,1502700000.0,,181700000.0,,,,32700000.0,,,71000000.0,,-7100000.0,,,,,-1600000.0,101900000.0,,,,,,,,,,,,,,,,,,,,
883526400,1255885000.0,1044935000.0,176384468.0,3713000.0,,25573000.0,-727000.0,258684000.0,349386000.0,63053000.0,210950000.0,2884000.0,349386000.0,212310000.0,,,,,,106443000.0,1837000.0,68746000.0,,2005506000.0,,2005506000.0,12088000.0,,0.562572,183648000.0,,1793196000.0,17436000.0,,829265000.0,,924397000.0,99388000.0,,45233000.0,,175276556.0,,98177000.0,32696000.0,,,1255885000.0,-41022000.0,162741000.0,152401000.0,,,152401000.0,29605000.0,735503000.0,,8737000.0,482545000.0,116443000.0,122396000.0,,156694000.0,12088000.0,12122000.0,,924397000.0,-24553000.0,22361000.0,,,,212310000.0,-67384000.0,,13011000.0,,1044935000.0,156694000.0,210950000.0,,,162741000.0,-84535000.0,1478054000.0,255102000.0,,99388000.0,,10104000.0,,-202115000.0,381080000.0,,,27248000.0,,406361000.0,98177000.0,,,,735503000.0,10849000.0,123553000.0,116443000.0,0.0,,-315000.0,-23300000.0,-675286000.0,,17436000.0,105594000.0,2153340000.0,,49187000.0,,1793196000.0,,,116443000.0,116443000.0,21171000.0,,1837000.0,,,45233000.0,,,,22361000.0,,531261000.0,,,,0.568312,2884000.0,398010000.0,36102000.0,-229529000.0,2153340000.0,,,107522000.0,-36829000.0,5100000.0,,76184000.0,,-220953000.0,,79071000.0,,,,-54477000.0,1478054000.0,,0.0,1619210000.0,,10104000.0,7746000.0,,,-170995000.0,10524000.0,16649000.0,-675286000.0,-19663000.0,789945000.0,13011000.0,-122000.0,108880000.0,,,,,,,,,,,,,,,,,,,,
891302400,,,,,,,23200000.0,,372600000.0,,202000000.0,,,212700000.0,11200000.0,,,,,,,,,2039500000.0,,,23200000.0,0.132032,,,,1826800000.0,,,,,,,,,,,,121900000.0,33300000.0,,,1262400000.0,,347700000.0,,,,,,,,12000000.0,106300000.0,,,,,23200000.0,24900000.0,175714783.0,938500000.0,-65300000.0,23100000.0,,,,,400000.0,,12100000.0,,,,,,,,308100000.0,,,,,,,116400000.0,,,,,40800000.0,0.132032,44500000.0,,,,,762500000.0,,-36100000.0,,,,-900000.0,,-705200000.0,,41700000.0,,,,,,,,,115600000.0,115600000.0,19300000.0,,1200000.0,,,38900000.0,,,,,,,,,,,,414400000.0,52400000.0,,2184300000.0,,175714783.0,,-29200000.0,12000000.0,,61800000.0,,,,,,,,,1479100000.0,,161900000.0,,,,15900000.0,,,65000000.0,,-900000.0,,,,,,95100000.0,,,,,,,,,,,,,,,,,,,,
899164800,,,,,,,-439700000.0,,393000000.0,,253800000.0,,,281600000.0,14400000.0,,,,,,,,,3138300000.0,,,20400000.0,0.114811,,,,2856700000.0,,,,,,,,,,,,138400000.0,38500000.0,,,2341300000.0,,465800000.0,,,,,,,,466600000.0,131700000.0,,,,,20400000.0,37000000.0,177684000.0,1949100000.0,-490800000.0,34100000.0,,,,,7700000.0,,15400000.0,,,,,,,,346900000.0,,,,,,,,,,,531100000.0,59000000.0,0.114811,52900000.0,,,,,782700000.0,,32300000.0,,,,-585700000.0,,-734700000.0,,47700000.0,,,,,,,,,151900000.0,151900000.0,25600000.0,,2200000.0,,,49800000.0,,,,,,,,,,,,478600000.0,60500000.0,,2594500000.0,,177684000.0,,-500200000.0,466600000.0,,78800000.0,,,,,,,,,1859800000.0,,201800000.0,,,,22000000.0,,,67000000.0,,36300000.0,,,,,,117300000.0,,,,,,,,,,,,,,,,,,,,
907113600,,,,,,,82300000.0,,437200000.0,,292100000.0,,,236100000.0,13300000.0,,,,,,,,,3191900000.0,,,44200000.0,0.252583,,,,2955800000.0,,,,,,,,,,,,143900000.0,42800000.0,,,2350000000.0,,557900000.0,,,,,,,,2200000.0,168700000.0,,,,,44200000.0,44200000.0,174991818.0,1914000000.0,-157700000.0,44100000.0,,,,,-3200000.0,,15600000.0,,,,,,,,417500000.0,,,,,,,,,,,521800000.0,71300000.0,0.252583,56100000.0,,,,,827400000.0,,-130500000.0,,,,25900000.0,,-765500000.0,,45100000.0,,,,,,,,,128700000.0,128700000.0,36400000.0,,49800000.0,,,38600000.0,,,,,,,,,,,,586200000.0,132400000.0,,2641600000.0,,174991818.0,,-50100000.0,2200000.0,,112600000.0,,,,,,,,,1876100000.0,,203700000.0,,,,27100000.0,,,66500000.0,,-23100000.0,,,,,,155400000.0,,,,,,,,,,,,,,,,,,,,
915062400,2420019000.0,2187173000.0,176847840.0,-45244000.0,,159985000.0,494185000.0,346738000.0,451410000.0,-546800000.0,232846000.0,-17913000.0,451410000.0,279343000.0,,,383450000.0,,,158995000.0,2332000.0,74600000.0,,3286332000.0,,3286332000.0,14224000.0,,0.574053,203306000.0,,3006989000.0,22478000.0,,1027134000.0,,1999354000.0,102024000.0,,57864000.0,,174602402.0,,112362000.0,44583000.0,,,2420019000.0,0.0,479874000.0,273508000.0,,,273508000.0,54917000.0,851407000.0,,250448000.0,570281000.0,158995000.0,159183000.0,,172021000.0,14224000.0,15617000.0,,1999354000.0,-49438000.0,75457000.0,,,,279343000.0,-94840000.0,,15306000.0,,2187173000.0,172021000.0,232846000.0,,,479874000.0,-45566000.0,1870157000.0,300371000.0,,102024000.0,,10219000.0,,-588091000.0,505921000.0,,,32206000.0,,476743000.0,112362000.0,,,,851407000.0,42552000.0,-412500000.0,158995000.0,0.0,,-27391000.0,505419000.0,-789847000.0,,22478000.0,116443000.0,2660004000.0,,32730000.0,,3006989000.0,,,158995000.0,158995000.0,35870000.0,,2332000.0,,,57864000.0,,,,75457000.0,,630143000.0,,,,0.585534,-17913000.0,524715000.0,55071000.0,-140386000.0,2660004000.0,,,121717000.0,439114000.0,24619000.0,,93538000.0,,-763238000.0,,117270000.0,,383450000.0,,-76052000.0,1870157000.0,,0.0,2004015000.0,,10219000.0,9600000.0,,,-143583000.0,8989000.0,30252000.0,-789847000.0,731248000.0,976881000.0,15306000.0,24600000.0,138121000.0,,,,,,,,,,,,,,,,,,,,
922838400,,,,,,,58200000.0,,482300000.0,,359000000.0,,,373000000.0,8600000.0,,,,,,,,,4647200000.0,,,34100000.0,0.154994,,,,4274200000.0,,,,,,,,,,,,284600000.0,53800000.0,,,3213700000.0,,834600000.0,,,,,,,,-56000000.0,184900000.0,,,,,34100000.0,37300000.0,220008148.0,2570100000.0,-79900000.0,182200000.0,,,,,-7700000.0,,28800000.0,,,,,,,,526800000.0,,,,,,,159000000.0,,,,524300000.0,61900000.0,0.154994,62400000.0,,,,,1418300000.0,,3000000.0,,,,-542700000.0,,-821000000.0,,71700000.0,,,,,,,,,166800000.0,166800000.0,50900000.0,,11400000.0,,,60500000.0,,,,,,,,,,,,711700000.0,143700000.0,,3736300000.0,,220008148.0,,-85500000.0,-56000000.0,,122500000.0,,,,,,,,,2915300000.0,,287100000.0,,,,24600000.0,,,120600000.0,,7800000.0,,,,,-3200000.0,176300000.0,,,,,,,,,,,,,,,,,,,,
930700800,,,,,,,23500000.0,,522900000.0,,341800000.0,,,376100000.0,15000000.0,,,,,,,,,4724600000.0,,,40500000.0,0.177956,,,,4348500000.0,,,,,,,,,,,,310700000.0,56600000.0,,,3234900000.0,,861200000.0,,,,,,,,1600000.0,371200000.0,,,,,40500000.0,47900000.0,220471875.0,2582400000.0,-102500000.0,200500000.0,,,,,-172100000.0,,32700000.0,,,,,,,,379900000.0,,,,,,,,,,,530500000.0,76600000.0,0.183697,71600000.0,,,,,1474900000.0,,-23800000.0,,,,-958800000.0,,-864100000.0,,76400000.0,,,,,,,,,176300000.0,176300000.0,48700000.0,,10300000.0,,,53700000.0,,,,,,,,,,,,751100000.0,110400000.0,,3820900000.0,,227583871.0,,-86900000.0,1600000.0,,299600000.0,,,,,,,,,2956800000.0,,277800000.0,,,,28700000.0,,,143200000.0,,9500000.0,,,,,0.0,356200000.0,,,,,,,,,,,,,,,,,,,,
938649600,,,,,,,58500000.0,,584300000.0,,368300000.0,,,392400000.0,14000000.0,,,,,,,,,4753100000.0,,,74600000.0,0.332951,,,,4360700000.0,,,,,,,,,,,,310700000.0,61600000.0,,,3193900000.0,,837300000.0,,,,,,,,-87700000.0,414700000.0,,,,,74600000.0,75000000.0,220259661.0,2514900000.0,-41100000.0,199700000.0,,,,,-167400000.0,,32300000.0,,,,,,,,399400000.0,,,,,,12900000.0,,,,,532900000.0,119900000.0,0.338691,75600000.0,,,,,1543900000.0,,53700000.0,,,,-2600000.0,,-904400000.0,,75500000.0,,,,,,,,,190000000.0,190000000.0,48200000.0,,2900000.0,,,55000000.0,,,,,,,,,,,,814100000.0,142500000.0,,3894900000.0,,224057241.0,,-84000000.0,-87700000.0,,339100000.0,,,,,,,,,2990500000.0,,310400000.0,,,,44900000.0,,,80200000.0,,13700000.0,,,,,-13200000.0,400700000.0,,,,,,,,,,,,,,,,,,,,
946598400,3261621000.0,2890050000.0,224279016.0,-70161000.0,,173938000.0,33738000.0,594821000.0,512539000.0,202059000.0,371571000.0,-26022000.0,512539000.0,486669000.0,,,505217000.0,,,233581000.0,2877000.0,128914000.0,,4766847000.0,,4766847000.0,59170000.0,,0.929966,359583000.0,,4280178000.0,33208000.0,,1539955000.0,,2540268000.0,208470000.0,,81200000.0,,219617424.0,,120827000.0,46299000.0,,,3261621000.0,-147952000.0,545220000.0,168511000.0,,,168511000.0,140775000.0,1486277000.0,,155978000.0,361073000.0,233581000.0,218299000.0,,287494000.0,59170000.0,59203000.0,,2540268000.0,39136000.0,228955000.0,,,233581000.0,486669000.0,371846000.0,,30666000.0,,2890050000.0,287494000.0,371571000.0,,,545220000.0,386455000.0,3061230000.0,514406000.0,,208470000.0,,12438000.0,190000000.0,-634846000.0,813120000.0,,,100983000.0,,679552000.0,120827000.0,,,,1486277000.0,74586000.0,169159000.0,233581000.0,0.0,,869254000.0,-255456000.0,-922524000.0,,33208000.0,158995000.0,3983754000.0,,71953000.0,,4280178000.0,,,233581000.0,233581000.0,45707000.0,,2877000.0,,-56661000.0,81200000.0,,,,228955000.0,-26000000.0,889652000.0,,,,0.947187,-26022000.0,747528000.0,117806000.0,-340468000.0,3983754000.0,,,219503000.0,-84068000.0,-113356000.0,,-318479000.0,,-184364000.0,,193407000.0,,505217000.0,,-70181000.0,3061230000.0,,0.0,3024428000.0,,12438000.0,30614000.0,,,-203225000.0,6538000.0,43586000.0,-922524000.0,13878000.0,1484473000.0,30666000.0,-131552000.0,-272180000.0,,,,,,,,,,,,,,,,,,,,
954460800,,3114773000.0,,,,,64130000.0,,466055000.0,,481687000.0,,,473965000.0,,,674493000.0,,,,,,,5081322000.0,,,30748000.0,0.143513,,,,4607357000.0,,,,,,,,,,,,139446000.0,56811000.0,-31446000.0,,3596460000.0,,364347000.0,95118000.0,,,,,,,58527000.0,378634000.0,,,,,30748000.0,30748000.0,211902106.0,2755718000.0,-196706000.0,219609000.0,,,222826000.0,,3616000.0,,28577000.0,,,344832000.0,,,,,404980000.0,,,,,,0.0,233581000.0,,,-244001000.0,,53257000.0,0.143513,237484000.0,,,,,1464525000.0,,155476000.0,,,,64283000.0,,-995014000.0,,33610000.0,,,,,,,,,222826000.0,222826000.0,50459000.0,,67975000.0,,-10316000.0,68880000.0,,,,,,,,2159000.0,,,-21332000.0,783614000.0,140865000.0,,4468413000.0,,214755502.0,,-76735000.0,45086000.0,,141150000.0,,,,,,,,,3473399000.0,,0.0,,,,18646000.0,,,63622000.0,,-10755000.0,,,,,-77724000.0,197961000.0,,,,,,,,,,,,,,,,,,,,
962323200,,3057862000.0,,,,,254000.0,,392394000.0,,593772000.0,,,483896000.0,,,671875000.0,,,,,,,5075353000.0,,,46498000.0,0.223881,,,,4591457000.0,,,,,,,,,,,,144250000.0,73637000.0,-41619000.0,,3651634000.0,,298560000.0,133239000.0,,,,,,,331413000.0,425198000.0,,,,,46498000.0,47214000.0,206644750.0,2707466000.0,-69324000.0,206146000.0,,,226624000.0,,1178000.0,,28708000.0,,,355226000.0,,,,,453983000.0,,,,,,0.0,222826000.0,,,244001000.0,,79390000.0,0.223881,257434000.0,,,,,1403014000.0,,-214770000.0,,,,-279888000.0,,-1002461000.0,,34243000.0,,,,,,,,,226624000.0,226624000.0,58126000.0,,173193000.0,,35585000.0,65353000.0,,,,,,,,1706000.0,,,-17370000.0,879181000.0,115281000.0,,4490244000.0,,209027806.0,,-115027000.0,-42159000.0,,167764000.0,,,,,,,,,3487783000.0,,0.0,,,,28632000.0,,,-41543000.0,,3798000.0,,,,,-120745000.0,241401000.0,,,,,,,,,,,,,,,,,,,,
970272000,,3099740000.0,,,,,138120000.0,,418695000.0,,672570000.0,,,497263000.0,,,671119000.0,,,,,,,5245157000.0,,,71980000.0,0.350172,,,,4747894000.0,,,,,,,,,,,,156604000.0,74375000.0,-170097000.0,,3772310000.0,,310374000.0,293659000.0,,,,,,,-118258000.0,477635000.0,,,,,71980000.0,71980000.0,200403164.0,2750025000.0,-223129000.0,193111000.0,,,241382000.0,,2887000.0,,28671000.0,,,412272000.0,,,,,475790000.0,,,,,,11673000.0,226624000.0,,,-259672000.0,,119733000.0,0.361653,273827000.0,,,,,1452518000.0,,270093000.0,,,,-703000.0,,-1058061000.0,,33196000.0,,,12500000.0,,,,,,241382000.0,241382000.0,59257000.0,,188036000.0,,48861000.0,72262000.0,,,,,,,,1072000.0,,,-34681000.0,953425000.0,214073000.0,,4530803000.0,,204430668.0,,-75953000.0,23814000.0,,203808000.0,,,,,,,,,3472742000.0,,0.0,,,,43651000.0,,15091000.0,18857000.0,,14758000.0,,,,,-45856000.0,278183000.0,,,,,,,,,,,,,,,,,,,,
978220800,3877653000.0,3099150000.0,204144980.0,-35178000.0,45150000.0,126187000.0,-76317000.0,416068000.0,224251000.0,262620000.0,778503000.0,-41441000.0,224251000.0,583433000.0,,,685393000.0,,,299202000.0,345928000.0,15415000.0,,5166085000.0,,5166085000.0,-161286000.0,,-0.057405,17839000.0,,4582652000.0,56132000.0,,1791424000.0,,2835846000.0,-12060000.0,,89051000.0,,204144980.0,,177654000.0,77287000.0,-71759000.0,,3877653000.0,-277607000.0,314209000.0,86681000.0,,14285000.0,86681000.0,311592000.0,1269718000.0,,198410000.0,398259000.0,299202000.0,282110000.0,,343524000.0,-161286000.0,-161286000.0,,2835846000.0,-230423000.0,85650000.0,,,299202000.0,583433000.0,-45441000.0,,22816000.0,,3099150000.0,343524000.0,778503000.0,,,314209000.0,456671000.0,3496369000.0,547568000.0,,-12060000.0,,11595000.0,241382000.0,-217639000.0,698178000.0,-513000.0,,-234541000.0,,494913000.0,177654000.0,,,,1269718000.0,65621000.0,51821000.0,299202000.0,0.0,,-1331000.0,237635000.0,-1084884000.0,,56132000.0,233581000.0,4581253000.0,-56306000.0,-37760000.0,,4582652000.0,,,299202000.0,299202000.0,59297000.0,,345928000.0,,-109308000.0,89051000.0,,,,85650000.0,-260185000.0,1263658000.0,,1450000.0,,-0.057405,-41441000.0,854930000.0,77349000.0,-421381000.0,4581253000.0,,,-11344000.0,-153666000.0,210894000.0,,-96654000.0,,-719582000.0,,227139000.0,,685393000.0,,-314921000.0,3496369000.0,,0.0,3471150000.0,,11595000.0,-75514000.0,,2998000.0,270656000.0,6387000.0,57820000.0,-1084884000.0,470092000.0,1679726000.0,22816000.0,-33282000.0,-19367000.0,,,,,,,,,,,,,,,,,,,,
985996800,,3327828000.0,,,,,9974000.0,,268332000.0,,466354000.0,,,501568000.0,,,702571000.0,,,,,,,5158792000.0,,,44080000.0,0.21814,,,,4657224000.0,,,,,,,,,,,,177142000.0,83867000.0,-13695000.0,,3794182000.0,,302807000.0,93977000.0,,,,,,,92934000.0,442902000.0,,,,,44080000.0,44211000.0,199657588.0,3059031000.0,-137625000.0,91655000.0,,,257289000.0,,-6108000.0,,22303000.0,,,356080000.0,,,,,456631000.0,,,,,,0.0,299202000.0,,,,,74192000.0,0.21814,277924000.0,,,,,1344765000.0,,37909000.0,,,,-152263000.0,,-1117677000.0,,35138000.0,,,,,,,,,257289000.0,257289000.0,64226000.0,,31348000.0,,50619000.0,78926000.0,,,,,,,,1808000.0,,,-37625000.0,899533000.0,171813000.0,,4675546000.0,,203984716.0,,-161839000.0,-76101000.0,,164978000.0,,,,,,,,,3557869000.0,,0.0,,,,26811000.0,,21228000.0,-6955000.0,,-41913000.0,,,,,0.0,248845000.0,,,,,,,,,,,,,,,,,,,,
993859200,,3281217000.0,,,,,48485000.0,,316195000.0,,477051000.0,,,516345000.0,,,697767000.0,,,,,,,5207549000.0,,,47863000.0,0.229621,,,,4691204000.0,,,,,,,,,,,,174320000.0,75110000.0,7989000.0,,3758268000.0,,308774000.0,80904000.0,,,,,,,-83714000.0,441408000.0,,,,,47863000.0,47863000.0,202288008.0,3001955000.0,-114048000.0,104942000.0,,,267110000.0,,763000.0,,23443000.0,,,350930000.0,,,,,472636000.0,,,,,,0.0,257289000.0,,,,,79306000.0,0.235362,299676000.0,,,,,1430695000.0,,-29265000.0,,,,411000.0,,-1171617000.0,,35153000.0,,,,,,,,,267110000.0,267110000.0,63189000.0,,50863000.0,,-32049000.0,75258000.0,,,,,,,,,,,-35881000.0,914044000.0,141257000.0,,4775376000.0,,207343292.0,,-92772000.0,-17388000.0,,141732000.0,,,,,,,,,3603759000.0,,0.0,,,,29026000.0,,27915000.0,50333000.0,,9821000.0,,,,,0.0,216842000.0,,,,,,,,,,,,,,,,,,,,
1001808000,,4117293000.0,,,,,123510000.0,,192997000.0,,534574000.0,,,536960000.0,,,903215000.0,,,,,,,5980435000.0,,,61923000.0,0.309989,,,,5443475000.0,,,,,,,,,,,,187116000.0,90956000.0,1000.0,,4651867000.0,,393134000.0,79214000.0,,,,,,,965449000.0,513463000.0,,,,,61923000.0,61817000.0,197265822.0,3739304000.0,-580300000.0,190873000.0,,,307538000.0,,5088000.0,,22871000.0,,,408123000.0,,,,,538504000.0,,,,,,11221000.0,267110000.0,,,,,101995000.0,0.315729,352871000.0,,,,,1311077000.0,,-3415000.0,,,,-375702000.0,,-1235980000.0,,34516000.0,,,,,,,,,307538000.0,307538000.0,63685000.0,,36463000.0,,31260000.0,89988000.0,,,,,,,,,,,-32656000.0,1051967000.0,244901000.0,,5303892000.0,,200469360.0,,-121391000.0,375827000.0,,160592000.0,,,,,,,,,4067912000.0,,0.0,,,,37486000.0,,1862000.0,60964000.0,,40428000.0,,,,,-185782000.0,251548000.0,,,,,,,,,,,,,,,,,,,,
1009756800,4723147000.0,4154239000.0,201563336.0,83924000.0,55303000.0,244030000.0,62061000.0,580965000.0,248098000.0,21676000.0,568908000.0,-28342000.0,248098000.0,617698000.0,,,947678000.0,,,361470000.0,32583000.0,126737000.0,,6128582000.0,,6128582000.0,55101000.0,,1.039036,348343000.0,,5510884000.0,45319000.0,,1841129000.0,,3719443000.0,208967000.0,,123428000.0,,197786680.0,,173677000.0,82739000.0,-30000.0,,4723147000.0,-185782000.0,424412000.0,79464000.0,,2182000.0,79464000.0,45777000.0,1374113000.0,,-974551000.0,470138000.0,361470000.0,332672000.0,,412897000.0,55101000.0,55099000.0,,3719443000.0,40964000.0,261119000.0,,,361470000.0,617698000.0,23436000.0,,22875000.0,,4154239000.0,412897000.0,568908000.0,,,424412000.0,373358000.0,4059330000.0,773852000.0,,208967000.0,,11232000.0,307538000.0,-3323302000.0,913637000.0,176185000.0,,92850000.0,,336023000.0,173677000.0,,,,1374113000.0,62268000.0,16447000.0,361470000.0,0.0,,-2795748000.0,79425000.0,-1280564000.0,,45319000.0,299202000.0,5339894000.0,2182000.0,23179000.0,,5510884000.0,,,361470000.0,361470000.0,64701000.0,,32583000.0,,34094000.0,123428000.0,,,,261119000.0,-279310000.0,1286946000.0,,,,1.056257,-28342000.0,843496000.0,215881000.0,-529822000.0,5339894000.0,,,208990000.0,-153820000.0,-202913000.0,,134115000.0,,-791009000.0,,255801000.0,,947678000.0,,-5735000.0,4059330000.0,,0.0,3709040000.0,,11232000.0,33414000.0,,4298000.0,-58565000.0,,53932000.0,-1280564000.0,118000.0,1867911000.0,22875000.0,0.0,217541000.0,102476000.0,,,,,,,,,,,,,,,,,,,
1017532800,,4003601000.0,,,,,118683000.0,,242090000.0,,541703000.0,,,553555000.0,,,861998000.0,,,,,,,5991200000.0,,,-6008000.0,-0.028703,,,,5437645000.0,,,,,,,,,,,,186496000.0,81396000.0,-39000.0,,4545304000.0,,217840000.0,93958000.0,,,,,,,169030000.0,490004000.0,,,,,-6008000.0,85161000.0,194903670.0,3565030000.0,-72633000.0,252075000.0,,,341492000.0,,1922000.0,,21735000.0,,,419942000.0,,,,,493689000.0,,,,,,11388000.0,361470000.0,,,,203431000.0,138819000.0,-0.028703,291725000.0,,,,,1413248000.0,,2303000.0,,,,-339615000.0,,-1351218000.0,,46779000.0,,,,,,,,,341492000.0,341492000.0,61382000.0,,19557000.0,,19623000.0,102204000.0,7473000.0,,,,,,,,,,-27044000.0,983693000.0,193580000.0,,5411636000.0,,199249960.0,,-74897000.0,-140925000.0,,198279000.0,,,,,,,,,4060418000.0,,0.0,,,,49481000.0,,29660000.0,91096000.0,,-19978000.0,,,,,,279675000.0,,,,,,,,,,,,,,,,,,,,
