,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualDilutedAverageShares,annualChangeInWorkingCapital,annualCommonStockIssuance,annualFreeCashFlow,quarterlyFreeCashFlow,annualOperatingIncome,quarterlyRetainedEarnings,annualNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,annualRetainedEarnings,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,quarterlyGoodwill,trailingCommonStockIssuance,trailingPretaxIncome,annualEndCashPosition,annualCurrentDebt,annualTaxProvision,annualNonCurrentDeferredRevenue,quarterlyTotalAssets,annualCurrentDeferredRevenue,annualTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,annualDilutedEPS,annualPretaxIncome,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,annualOtherCurrentAssets,annualCashDividendsPaid,annualCostOfRevenue,trailingPurchaseOfInvestment,annualLongTermDebt,annualNetIncome,trailingInvestingCashFlow,annualAccountsPayable,trailingOperatingIncome,annualBasicAverageShares,trailingEndCashPosition,quarterlyOtherNonCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualSaleOfInvestment,annualInvestmentsAndAdvances,annualOtherNonCashItems,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,annualCashAndCashEquivalents,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyEndCashPosition,annualCurrentAssets,quarterlyOtherIncomeExpense,quarterlyChangeInInventory,quarterlyInventory,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,annualNetPPE,annualOperatingCashFlow,annualOtherIntangibleAssets,annualNetIncomeCommonStockholders,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualRepaymentOfDebt,annualEbitda,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyBasicEPS,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,trailingInterestExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,trailingOtherIncomeExpense,quarterlyOtherCurrentAssets,annualBeginningCashPosition,annualGrossPPE,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyChangesInAccountReceivables,annualTotalNonCurrentAssets,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,annualSellingGeneralAndAdministration,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,annualOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,trailingOperatingExpense,annualBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingCashFlow,annualCapitalExpenditure,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,quarterlyDilutedAverageShares,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOperatingIncome,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingBeginningCashPosition,annualInterestExpense,trailingNetIncome,annualGoodwill,annualStockBasedCompensation,annualPurchaseOfInvestment,quarterlyNetPPE,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualTotalRevenue,annualChangesInAccountReceivables,annualCapitalStock,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,annualResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualNetOtherFinancingCharges,annualGrossProfit,annualInventory,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualDeferredIncomeTax,trailingChangeInAccountPayable,trailingOtherNonCashItems,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingChangeInWorkingCapital,trailingBasicAverageShares,annualIncomeTaxPayable,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,annualOtherShortTermInvestments,trailingStockBasedCompensation,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBasicEPS
717811200,,,,,,,45500000.0,,95700000.0,,216600000.0,,,134000000.0,6100000.0,,,,,,,,,1589100000.0,,,28000000.0,0.160735,,,,1455100000.0,,,,,,,,,,,,106400000.0,22700000.0,,,1162100000.0,,158000000.0,,,,,,,,-21800000.0,105700000.0,,,,,28000000.0,28000000.0,174200000.0,839100000.0,-28100000.0,50300000.0,,,,,100000.0,,10400000.0,,,,,,,,210100000.0,,,,,,,,,,,53000000.0,47500000.0,0.160735,28800000.0,,,,,427000000.0,,-7800000.0,,,,-21500000.0,,-417700000.0,,14400000.0,,,,,,,,,61600000.0,61600000.0,29500000.0,,49500000.0,,12600000.0,42800000.0,,,,,,,,,,,,315800000.0,66000000.0,,1661800000.0,,174200000.0,,-20500000.0,-21800000.0,,76900000.0,,,,,,,,,1244100000.0,,124300000.0,,,,19500000.0,,,46500000.0,,16100000.0,,,,,,99600000.0,,,,,,,,,,,,,,,,,,,,
725760000,1168600000.0,,175875000.0,2500000.0,,36100000.0,-7100000.0,209000000.0,100900000.0,-21800000.0,157300000.0,,100900000.0,137100000.0,7600000.0,,,,,,3900000.0,36900000.0,,1596500000.0,,1596500000.0,5100000.0,,0.298507,88300000.0,,1459400000.0,28700000.0,,783300000.0,,877400000.0,52500000.0,,50700000.0,,175875000.0,,133900000.0,22600000.0,,,1168600000.0,,158300000.0,,,3700000.0,,184800000.0,427900000.0,,-2100000.0,66700000.0,43800000.0,92300000.0,,,5100000.0,3300000.0,,877400000.0,-33700000.0,46600000.0,,,,137100000.0,-2500000.0,,11300000.0,-2500000.0,,,157300000.0,,,158300000.0,191800000.0,1248500000.0,153900000.0,52600000.0,52500000.0,,,,-209600000.0,301300000.0,,52600000.0,5800000.0,,30200000.0,133900000.0,,,,427900000.0,9200000.0,-8500000.0,43800000.0,102700000.0,,10000000.0,-12400000.0,-435100000.0,,28700000.0,34600000.0,1683600000.0,,-2400000.0,,1459400000.0,,,43800000.0,43800000.0,28200000.0,28500000.0,3900000.0,,-17400000.0,50700000.0,,,,46600000.0,,120800000.0,,,,0.298507,,258500000.0,18000000.0,-117800000.0,1683600000.0,,,51400000.0,-25100000.0,-2100000.0,-200000.0,36500000.0,,-132300000.0,,118300000.0,,,,,1248500000.0,,102700000.0,1113100000.0,-8400000.0,,2500000.0,,,52300000.0,,-17800000.0,-435100000.0,-12400000.0,329800000.0,11300000.0,,59100000.0,,,,,,,,,,,,,,,,,,,,
733536000,,,,,,,12100000.0,,111800000.0,,157800000.0,,,137400000.0,6700000.0,,,,,,,,,1612300000.0,,,11000000.0,0.057405,,,,1474900000.0,,,,,,,,,,,,139400000.0,23300000.0,,,1170700000.0,,215300000.0,,,,,,,,-6300000.0,78400000.0,,,,,11000000.0,12000000.0,191620000.0,873500000.0,-35700000.0,50300000.0,,,,,100000.0,,10700000.0,,,,,,,,190800000.0,,,,,,,43800000.0,,,,,20600000.0,0.057405,30000000.0,,,,,441600000.0,,-4800000.0,,,,-204300000.0,,-451200000.0,,28700000.0,,,,,,,,,44700000.0,44700000.0,27900000.0,,4000000.0,,2200000.0,41500000.0,,,,,,,,,,,,269200000.0,43000000.0,,1710800000.0,,191620000.0,,-30900000.0,-6300000.0,,48400000.0,,,,,,,,,1259600000.0,,112300000.0,,,,8600000.0,,,51300000.0,,1000000.0,,,,,,71700000.0,,,,,,,,,,,,,,,,,,,,
741398400,,,,,,,20700000.0,,134300000.0,,211900000.0,,,137400000.0,7500000.0,,,,,,,,,1642200000.0,,,22500000.0,0.126292,,,,1504800000.0,,,,,,,,,,,,136200000.0,25300000.0,,,1164300000.0,,224100000.0,,,,,,,,-18100000.0,100500000.0,,,,,22500000.0,22800000.0,178159091.0,816200000.0,-40200000.0,53000000.0,,,,,400000.0,,11500000.0,,,,,,,,215700000.0,,,,,,,,,,,,39300000.0,0.126292,32800000.0,,,,,469400000.0,,-8100000.0,,,,-23200000.0,,-468300000.0,,33100000.0,,,,,,,,,47600000.0,47600000.0,28400000.0,,41500000.0,,10800000.0,41100000.0,,,,,,,,,,,,316200000.0,61200000.0,,1749000000.0,,178159091.0,,-40500000.0,-18100000.0,,67700000.0,,,,,,,,,1280700000.0,,129300000.0,,,,16500000.0,,,52600000.0,,2900000.0,,,,,,93000000.0,,,,,,,,,,,,,,,,,,,,
749347200,,,,,,,23700000.0,,167200000.0,,190700000.0,,,126200000.0,5500000.0,,,,,,,,,1618900000.0,,,33000000.0,0.183697,,,,1492700000.0,,,,,,,,,,,,130900000.0,24500000.0,,,1102900000.0,,250400000.0,,,,,,,,-43000000.0,123000000.0,,,,,33000000.0,37100000.0,179643750.0,781300000.0,-39200000.0,53700000.0,,,,,2400000.0,,12000000.0,,,,,,,,223700000.0,,,,,,,,,,,,68600000.0,0.183697,29900000.0,,,,,504600000.0,,-7500000.0,,,,-139200000.0,,-470000000.0,,32600000.0,,,,,,,,,37900000.0,37900000.0,25400000.0,,1600000.0,,2900000.0,39300000.0,,,,,,,,,,,,346700000.0,72400000.0,,1712300000.0,,179643750.0,,-48700000.0,-43000000.0,,93100000.0,,,,,,,,,1242300000.0,,149800000.0,,,,31500000.0,,,56300000.0,,-9800000.0,,,,,,117600000.0,,,,,,,,,,,,,,,,,,,,
757296000,1242100000.0,,178969762.0,33900000.0,,18600000.0,-37900000.0,275800000.0,187200000.0,-17000000.0,252000000.0,,187200000.0,163600000.0,7500000.0,,,,,,2200000.0,73300000.0,,1793100000.0,,1793100000.0,20000000.0,,0.482204,165100000.0,,1629500000.0,41200000.0,,850900000.0,,839800000.0,86300000.0,,60500000.0,,174807674.0,,150300000.0,25000000.0,,,1242100000.0,,291300000.0,,,,,220700000.0,536000000.0,,58800000.0,98900000.0,62000000.0,98100000.0,,,20000000.0,20000000.0,,839800000.0,-112500000.0,63500000.0,,,,163600000.0,-2300000.0,,13000000.0,,,,252000000.0,,,291300000.0,220800000.0,1338200000.0,254400000.0,,86300000.0,,,,-367800000.0,373900000.0,,,36700000.0,,32500000.0,150300000.0,,,,536000000.0,18200000.0,3400000.0,62000000.0,189300000.0,,-1100000.0,-8600000.0,-486200000.0,,41200000.0,43800000.0,1824400000.0,,600000.0,,1629500000.0,,,62000000.0,62000000.0,24900000.0,27100000.0,2200000.0,,18000000.0,60500000.0,,,,63500000.0,,125200000.0,,,,0.493685,,319700000.0,77800000.0,-235800000.0,1824400000.0,,,91800000.0,-115700000.0,58800000.0,,66400000.0,,-227600000.0,,106600000.0,,,,,1338200000.0,,189300000.0,1251900000.0,,,16700000.0,,,60500000.0,,24100000.0,-486200000.0,-8600000.0,401000000.0,13000000.0,,91400000.0,,,,,,,,,,,,,,,,,,,,
765072000,,,,,,,15300000.0,,187200000.0,,224800000.0,,,156700000.0,5500000.0,,,,,,,,,1827300000.0,,,27400000.0,0.154994,,,,1670600000.0,,,,,,,,,,,,180800000.0,27200000.0,,,1259500000.0,,308200000.0,,,,,,,,11700000.0,112400000.0,,,,,27400000.0,27400000.0,176780741.0,853900000.0,-79700000.0,,,,,,400000.0,,12500000.0,,,,,,,,233400000.0,,,,,,,62000000.0,,,,,49800000.0,0.154994,32700000.0,,,,,567800000.0,,-34100000.0,,,,-1000000.0,,-486200000.0,,44600000.0,,,,,,,,,55000000.0,55000000.0,25900000.0,,2200000.0,,-3400000.0,48500000.0,,,,,,,,,,,,345800000.0,60900000.0,,1848600000.0,,176780741.0,,-45600000.0,11700000.0,,79700000.0,,,,,,,,,1362400000.0,,174100000.0,,,,22400000.0,,,54900000.0,,-7000000.0,,,,,,106900000.0,,,,,,,,,,,,,,,,,,,,
772934400,,,,,,,-6500000.0,,256500000.0,,216100000.0,,,158200000.0,7500000.0,,,,,,,,,1889100000.0,,,41900000.0,0.235362,,,,1730900000.0,,,,,,,,,,,,165300000.0,29600000.0,,,1256400000.0,,321800000.0,,,,,,,,19900000.0,140900000.0,,,,,41900000.0,41900000.0,178023902.0,875000000.0,-79500000.0,61600000.0,,,,,300000.0,,12900000.0,,,,,,,,261400000.0,,,,,,,,,,,,73900000.0,0.235362,37100000.0,,,,,612800000.0,,-11800000.0,,,,-39800000.0,,-524600000.0,,43600000.0,,,,,,,,,57600000.0,57600000.0,26800000.0,,2800000.0,,14900000.0,48000000.0,,,,,,,,,,,,402300000.0,62300000.0,,1933700000.0,,178023902.0,,-68800000.0,19900000.0,,103800000.0,,,,,,,,,1409100000.0,,165300000.0,,,,32000000.0,,,30400000.0,,2600000.0,,,,,,133400000.0,,,,,,,,,,,,,,,,,,,,
780883200,,,,,,,28100000.0,,291500000.0,,230000000.0,,,169300000.0,8600000.0,,,,,,,,,1913100000.0,,,44200000.0,0.246843,,,,1743800000.0,,,,,,,,,,,,164800000.0,27300000.0,,,1248300000.0,,301600000.0,,,,,,,,-25100000.0,149900000.0,,,,,44200000.0,44200000.0,179061395.0,853500000.0,-69300000.0,48500000.0,,,,,-7500000.0,,12300000.0,,,,,,,,282400000.0,,,,,,,,,,,,78600000.0,0.246843,35900000.0,,,,,646800000.0,,-23500000.0,,,,-800000.0,,-539600000.0,,49000000.0,,,,,,,,,61600000.0,61600000.0,26300000.0,,2400000.0,,-27900000.0,45600000.0,,,,,,,,,,,,432300000.0,98400000.0,,1981800000.0,,179061395.0,,-70300000.0,-25100000.0,,114000000.0,,,,,,,,,1442200000.0,,182000000.0,,,,34400000.0,,,109200000.0,,4000000.0,,,,,,141300000.0,,,,,,,,,,,,,,,,,,,,
788832000,1096449000.0,801366000.0,180064158.0,30883000.0,,8158000.0,-28742000.0,313407000.0,265574000.0,-29565000.0,295083000.0,-2573000.0,265574000.0,171835000.0,,,,,,84968000.0,1036000.0,75391000.0,,1737965000.0,,1737965000.0,-26029000.0,,0.43628,139283000.0,,1566130000.0,19083000.0,,613941000.0,,727493000.0,78371000.0,,54621000.0,,179095020.0,,66735000.0,2544000.0,,,1096449000.0,,319357000.0,116932000.0,,0.0,116932000.0,31399000.0,623437000.0,,-14934000.0,318665000.0,84968000.0,86644000.0,,156446000.0,-26029000.0,-62316000.0,,727493000.0,-102909000.0,7138000.0,,,,171835000.0,-117804000.0,,11463000.0,,801366000.0,156446000.0,295083000.0,,,319357000.0,-159659000.0,1129841000.0,227297000.0,,78371000.0,,10240000.0,,-40320000.0,400051000.0,,,-61217000.0,,306358000.0,66735000.0,,,,623437000.0,26659000.0,39835000.0,84968000.0,72101000.0,,1280000.0,69796000.0,-472779000.0,,19083000.0,58309000.0,1602620000.0,,-51582000.0,,1566130000.0,,,84968000.0,84968000.0,-578000.0,,1036000.0,,47283000.0,54621000.0,,,,7138000.0,,412058000.0,,,,0.43628,-2573000.0,159006000.0,5697000.0,-219139000.0,1602620000.0,,,49984000.0,-34439000.0,63296000.0,,12307000.0,,-331409000.0,,78322000.0,,,,-82705000.0,1129841000.0,,72101000.0,1339406000.0,,10240000.0,-12809000.0,,,-163101000.0,22015000.0,27059000.0,-472779000.0,-8434000.0,725465000.0,11463000.0,,14851000.0,,,,,,,,,,,,,,,,,,,,
796608000,,,,,,,-50900000.0,,288700000.0,,229700000.0,,,165700000.0,9600000.0,,,,,,,,,1743100000.0,,,23100000.0,0.160735,,,,1577400000.0,,,,,,,,,,,,82000000.0,22300000.0,,,1069900000.0,,445900000.0,,,,,,,,51400000.0,104300000.0,,,,,23100000.0,28700000.0,143715000.0,758200000.0,-40800000.0,8800000.0,,,,,2000000.0,,11200000.0,,,,,,,,252200000.0,,,,,,,85000000.0,,,,,49100000.0,0.160735,31900000.0,,,,,653200000.0,,-17600000.0,,,,-800000.0,,-489900000.0,,42400000.0,,,,,,,,,71200000.0,71200000.0,22100000.0,,1300000.0,,11400000.0,56600000.0,,,,,,,,,,,,356500000.0,-24300000.0,,1621400000.0,,143715000.0,,-26600000.0,51400000.0,,72400000.0,,,,,,,,,1131500000.0,,171800000.0,,,,20400000.0,,,19900000.0,,-13800000.0,,,,,,94700000.0,,,,,,,,,,,,,,,,,,,,
804470400,,,,,,,22800000.0,,187400000.0,,203300000.0,,,163700000.0,13200000.0,,,,,,,,,1582100000.0,,,41000000.0,0.229621,,,,1418400000.0,,,,,,,,,,,,71700000.0,22600000.0,,,1005100000.0,,282800000.0,,,,,,,,-23300000.0,119500000.0,,,,,41000000.0,35400000.0,178555000.0,730100000.0,-31300000.0,1400000.0,,,,,800000.0,,11600000.0,,,,,,,,269800000.0,,,,,,,,,,,,58600000.0,0.229621,35800000.0,,,,,557300000.0,,-3600000.0,,,,-18200000.0,,-502900000.0,,43600000.0,,,,,,,,,73100000.0,73100000.0,23600000.0,,1700000.0,,,39400000.0,,,,,,,,,,,,389300000.0,56400000.0,,1638500000.0,,178555000.0,,-33600000.0,-23300000.0,,83700000.0,,,,,,,,,1135600000.0,,162200000.0,,,,23200000.0,,,-13200000.0,,1900000.0,,,,,,106300000.0,,,,,,,,,,,,,,,,,,,,
812419200,,,,,,,55800000.0,,238700000.0,,215800000.0,,,177400000.0,10100000.0,,,,,,,,,1617800000.0,,,51300000.0,0.287026,,,,1440400000.0,,,,,,,,,,,,73500000.0,23200000.0,,,987900000.0,,256300000.0,,,,,,,,-63900000.0,137000000.0,,,,,51300000.0,51300000.0,178729200.0,698600000.0,-62000000.0,7600000.0,,,,,12500000.0,,11900000.0,,,,,,,,288800000.0,,,,,,,,,,,,86200000.0,0.287026,33300000.0,,,,,609300000.0,,7500000.0,,,,-9700000.0,,-521300000.0,,42800000.0,,,,,,,,,72800000.0,72800000.0,26500000.0,,1800000.0,,,35500000.0,,,,,,,,,,,,425800000.0,125700000.0,,1705400000.0,,178729200.0,,-69900000.0,-63900000.0,,103700000.0,,,,,,,,,1184100000.0,,178500000.0,,,,34900000.0,,,80700000.0,,-200000.0,,,,,,126900000.0,,,,,,,,,,,,,,,,,,,,
820368000,1027277000.0,825711000.0,179753496.0,-36576000.0,,27499000.0,-201000.0,260268000.0,204838000.0,1845000.0,201566000.0,7661000.0,204838000.0,188836000.0,,,,,,96345000.0,2038000.0,60677000.0,,1636734000.0,,1636734000.0,-36554000.0,,0.43628,151583000.0,,1447898000.0,21425000.0,,744848000.0,,753705000.0,78846000.0,,46178000.0,,179753496.0,,72006000.0,27288000.0,,,1027277000.0,,1370427000.0,71939000.0,,20745000.0,71939000.0,70976000.0,585549000.0,,28897000.0,444328000.0,96345000.0,95388000.0,,148632000.0,-36554000.0,-36590000.0,,753705000.0,-75146000.0,0.0,,,,188836000.0,-93738000.0,,12040000.0,,825711000.0,148632000.0,201566000.0,,,1370427000.0,-65852000.0,1000000.0,213732000.0,,78846000.0,,10267000.0,,-219614000.0,355656000.0,,,-42317000.0,,443960000.0,72006000.0,,,,585549000.0,11377000.0,15545000.0,96345000.0,0.0,,-190914000.0,47655000.0,-518824000.0,,21425000.0,84968000.0,519824000.0,,16078000.0,,1447898000.0,,,96345000.0,96345000.0,22316000.0,,2038000.0,,,46178000.0,,,,0.0,,544960000.0,,,,0.43628,7661000.0,378476000.0,55932000.0,-186233000.0,519824000.0,,,78810000.0,-56133000.0,83455000.0,,368000.0,,-209246000.0,,94416000.0,,,,-45603000.0,1000000.0,,0.0,1550076000.0,,10267000.0,-17823000.0,,,-16424000.0,17428000.0,23477000.0,-518824000.0,-6903000.0,805228000.0,12040000.0,,27656000.0,,,,,,,,,,,,,,,,,,,,
828230400,,,,,,,5100000.0,,236200000.0,,223300000.0,,,178000000.0,10600000.0,,,,,,,,,1730400000.0,,,31400000.0,0.172216,,,,1552400000.0,,,,,,,,,,,,89300000.0,23400000.0,,,1061900000.0,,296800000.0,,,,,,,,-7900000.0,109000000.0,,,,,31400000.0,31400000.0,176447742.0,749300000.0,-80200000.0,14400000.0,,,,,-2100000.0,,11300000.0,,,,,,,,274100000.0,,,,,,,96300000.0,,,,,52800000.0,0.177956,34000000.0,,,,,644500000.0,,-7800000.0,,,,-4400000.0,,-537800000.0,,43600000.0,,,,,,,,,86300000.0,86300000.0,16600000.0,,2100000.0,,,40200000.0,,,,,,,,,,,,383100000.0,78000000.0,,1793400000.0,,182329333.0,,-72900000.0,-7900000.0,,75000000.0,,,,,,,,,1255600000.0,,181000000.0,,,,21400000.0,,,59200000.0,,-10100000.0,,,,,,98400000.0,,,,,,,,,,,,,,,,,,,,
836092800,,,,,,,-20400000.0,,266200000.0,,206300000.0,,,192400000.0,10600000.0,,,,,,,,,1831300000.0,,,30000000.0,0.166475,,,,1638900000.0,,,,,,,,,,,,105500000.0,25200000.0,,,1122300000.0,,335400000.0,,,,,,,,57200000.0,115600000.0,,,,,30000000.0,30000000.0,180206897.0,810500000.0,-100200000.0,26700000.0,,,,,-10100000.0,,11300000.0,,,,,,,,285600000.0,,,,,,,,,,,,50400000.0,0.166475,35800000.0,,,,,685900000.0,,-29200000.0,,,,3000000.0,,-551300000.0,,48300000.0,,,,,,,,,93200000.0,93200000.0,17000000.0,,1800000.0,,,43600000.0,,,,,,,,,,,,401200000.0,50100000.0,,1854800000.0,,180206897.0,,-70500000.0,57200000.0,,79800000.0,,,,,,,,,1303500000.0,,160900000.0,,,,20400000.0,,,51500000.0,,7000000.0,,,,,,105000000.0,,,,,,,,,,,,,,,,,,,,
844041600,,,,,,,12900000.0,,308600000.0,,217400000.0,,,195700000.0,10800000.0,,,,,,,,,1919500000.0,,,42400000.0,0.235362,,,,1723800000.0,,,,,,,,,,,,127800000.0,28000000.0,,,1147600000.0,,375100000.0,,,,,,,,-14100000.0,131500000.0,,,,,42400000.0,42400000.0,180148293.0,802400000.0,-74600000.0,44100000.0,,,,,-1800000.0,,,,,,,,,,297700000.0,,,,,,,,,,,,71200000.0,0.235362,38800000.0,,,,,749700000.0,,33700000.0,,,,-800000.0,,-569600000.0,,62600000.0,,,,,,,,,86000000.0,86000000.0,18200000.0,,1800000.0,,,32200000.0,,,,,,,,,,,,429200000.0,81300000.0,,1918300000.0,,180148293.0,,-68400000.0,-14100000.0,,92700000.0,,,,,,,,,1348700000.0,,183400000.0,,,,28800000.0,,,40300000.0,,-7300000.0,,,,,,120700000.0,,,,,,,,,,,,,,,,,,,,
851990400,1237363000.0,1032721000.0,180708112.0,-14000.0,,-28731000.0,-26331000.0,286814000.0,290797000.0,6357000.0,204642000.0,32711000.0,290797000.0,201587000.0,,,,,,105594000.0,1841000.0,67316000.0,,1974073000.0,,1974073000.0,-4803000.0,,0.54535,172110000.0,,1772486000.0,25551000.0,,781089000.0,,889538000.0,98897000.0,,44934000.0,,180708112.0,,97740000.0,25738000.0,-28853000.0,,1237363000.0,-13014000.0,167053000.0,215539000.0,,0.0,215539000.0,84513000.0,719746000.0,,-46040000.0,450960000.0,105594000.0,102338000.0,,139892000.0,-4803000.0,-4803000.0,,889538000.0,-128661000.0,45443000.0,,,,201587000.0,-68055000.0,,10838000.0,,1032721000.0,139892000.0,204642000.0,,,167053000.0,-76311000.0,1389894000.0,285734000.0,,98897000.0,,10297000.0,,-2488000.0,389152000.0,,,-2190000.0,,411646000.0,97740000.0,,,,719746000.0,9249000.0,9657000.0,105594000.0,0.0,,-288000.0,107176000.0,-588066000.0,,25551000.0,96345000.0,1977960000.0,,5160000.0,,1772486000.0,,,105594000.0,105594000.0,19115000.0,,1841000.0,,,44934000.0,,,,45443000.0,,520246000.0,,,,0.54535,32711000.0,374649000.0,76334000.0,-314465000.0,1977960000.0,,,98897000.0,-102665000.0,71976000.0,,39314000.0,,-383661000.0,,70915000.0,,,,-75553000.0,1389894000.0,,0.0,1588149000.0,,10297000.0,-3284000.0,,,-66487000.0,12021000.0,19649000.0,-588066000.0,-10840000.0,807060000.0,10838000.0,,65052000.0,,,,,,,,,,,,,,,,,,,,
859766400,,,,,,,5500000.0,,285200000.0,,211000000.0,,,195100000.0,9500000.0,,,,,,,,,2002800000.0,,,17100000.0,0.097589,,,,1807700000.0,,,,,,,,,,,,137400000.0,28000000.0,,,1286000000.0,,377400000.0,,,,,,,,23500000.0,86500000.0,,,,,17100000.0,17100000.0,175224706.0,937600000.0,-97300000.0,36500000.0,,,,,-500000.0,,10500000.0,,,,,,,,287600000.0,,,,,,,105600000.0,,,,,28700000.0,0.097589,37500000.0,,,,,699800000.0,,-31500000.0,,,,-900000.0,,-609400000.0,,43800000.0,,,,,,,,,103100000.0,103100000.0,17800000.0,,1900000.0,,,37000000.0,,,,,,,,,,,,374100000.0,71300000.0,,2039700000.0,,175224706.0,,-65800000.0,23500000.0,,49000000.0,,,,,,,,,1430300000.0,,172100000.0,,,,11600000.0,,,77000000.0,,-2500000.0,,,,,-22800000.0,77000000.0,,,,,,,,,,,,,,,,,,,,
867628800,,,,,,,-28300000.0,,286900000.0,,207800000.0,,,206200000.0,10800000.0,,,,,,,,,2089700000.0,,,17300000.0,0.097589,,,,1883500000.0,,,,,,,,,,,,140900000.0,30400000.0,,,1361300000.0,,401700000.0,,,,,,,,46600000.0,108400000.0,,,,,17300000.0,25400000.0,177274118.0,1012600000.0,-93300000.0,41000000.0,,,,,-2800000.0,,11400000.0,,,,,,,,300500000.0,,,,,,,,,,,,42100000.0,0.097589,41200000.0,,,,,711700000.0,,-14500000.0,,,,-210200000.0,,-631000000.0,,49900000.0,,,,,,,,,106900000.0,106900000.0,20300000.0,,1800000.0,,,40200000.0,,,,,,,,,,,,408900000.0,50500000.0,,2112800000.0,,177274118.0,,-78800000.0,46600000.0,,67200000.0,,,,,,,,,1481800000.0,,165800000.0,,,,16700000.0,,,52600000.0,,3800000.0,,,,,-16500000.0,97600000.0,,,,,,,,,,,,,,,,,,,,
