,trailingResearchAndDevelopment,trailingTotalRevenue,annualTotalRevenue,annualOtherCurrentAssets,trailingCostOfRevenue,annualAccountsPayable,quarterlyOtherNonCashItems,trailingOperatingIncome,annualResearchAndDevelopment,quarterlyCashDividendsPaid,trailingFreeCashFlow,annualTaxProvision,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,trailingTaxProvision,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyOperatingIncome,quarterlyFreeCashFlow,annualCashAndCashEquivalents,annualBasicEPS,annualNetIncomeContinuousOperations,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,annualNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,trailingEndCashPosition,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,annualOperatingExpense,annualFreeCashFlow,annualCurrentDebt,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualCashDividendsPaid,annualNetIncome,annualCostOfRevenue,annualAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,quarterlyNetIncome,trailingSaleOfInvestment,annualTotalAssets,quarterlyNetOtherInvestingChanges,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualLongTermDebt,quarterlyOtherCurrentAssets,annualCurrentAssets,quarterlyStockholdersEquity,annualStockholdersEquity,trailingNetIncomeCommonStockholders,annualEbitda,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,annualCurrentLiabilities,quarterlyAccountsReceivable,annualDepreciationAndAmortization,quarterlyGoodwill,annualOtherShortTermInvestments,annualRetainedEarnings,annualSaleOfInvestment,quarterlyEndCashPosition,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyLongTermDebt,annualBasicAverageShares,quarterlyInventory,quarterlyGrossProfit,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,annualOtherIntangibleAssets,quarterlyNetPPE,annualInventory,annualChangeInInventory,quarterlyPretaxIncome,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualNetPPE,quarterlyPurchaseOfBusiness,quarterlyCapitalStock,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyCapitalExpenditure,quarterlyInterestExpense,annualOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyCurrentDebt,annualDilutedAverageShares,quarterlyOtherNonCurrentAssets,annualGrossPPE,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,annualPurchaseOfBusiness,annualBeginningCashPosition,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualDilutedEPS,trailingCapitalExpenditure,trailingInvestingCashFlow,quarterlyBasicAverageShares,annualInterestExpense,annualPretaxIncome,annualCapitalExpenditure,quarterlySaleOfInvestment,trailingCashDividendsPaid,trailingInterestExpense,quarterlyGrossPPE,quarterlyOperatingCashFlow,annualInvestingCashFlow,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,trailingChangeInCashSupplementalAsReported,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,trailingOperatingExpense,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyCommonStockIssuance,annualRepaymentOfDebt,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,annualGoodwill,trailingGrossProfit,annualCapitalStock,trailingRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,annualDeferredIncomeTax,trailingChangeInAccountPayable,annualStockBasedCompensation,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,trailingOperatingCashFlow,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingBasicEPS,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualGainsLossesNotAffectingRetainedEarnings,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInInventory,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,annualIncomeTaxPayable,trailingDepreciationAndAmortization,trailingOtherIncomeExpense,trailingDilutedAverageShares,quarterlyAccumulatedDepreciation
1199059200,,,32829305000.0,0.0,,9362313000.0,,,,-1152336000.0,,1430391000.0,45866741000.0,390716000.0,,11506449000.0,41641559000.0,3648823000.0,45866741000.0,7764476000.0,,3447024000.0,1925501000.0,-10039627000.0,3698323000.0,0.29,4408601000.0,,19236000.0,8940539000.0,302770000.0,87508300000.0,,121515641000.0,,110009192000.0,709317000.0,1433864000.0,-15388341000.0,22608530000.0,,87508300000.0,-4869339000.0,3411141000.0,23630965000.0,4945475000.0,387056000.0,981840000.0,,709317000.0,,121515641000.0,498381000.0,1080877000.0,170000000.0,44272875000.0,0.0,11506449000.0,29391577000.0,29391577000.0,,12897229000.0,,6529013000.0,3411141000.0,41641559000.0,4945475000.0,4977863000.0,174408000.0,,3447024000.0,54226000.0,3648823000.0,1131510000.0,-9834100000.0,,486025000.0,44272875000.0,11762555172.0,1051181000.0,2411526000.0,,3698323000.0,1103035000.0,3698323000.0,10580058000.0,867418000.0,102589206000.0,1051181000.0,-189031000.0,1316761000.0,9198340000.0,3698323000.0,110009192000.0,102589206000.0,,11734083000.0,-10046733000.0,,4404088000.0,334921000.0,-10476633000.0,644324000.0,387056000.0,2032648000.0,22608530000.0,11762555172.0,170000000.0,102589206000.0,867418000.0,-3878000.0,,4451284000.0,-186823000.0,7305665000.0,-755265000.0,0.29,,,,2080374000.0,5838992000.0,-25968399000.0,-2000000.0,,,102589206000.0,,-25796988000.0,,1103035000.0,,,,,,,,9362313000.0,,,,-695945000.0,93900000.0,-32059649000.0,,7305665000.0,1961085000.0,-802461000.0,1075965000.0,174408000.0,,11734083000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,,,,,,,,,-1249174000.0,,,,356991000.0,,14322349000.0,43454176000.0,,54582098000.0,,10945625000.0,3884802000.0,1372280000.0,-4392222000.0,,,,0.04,-919546000.0,8353391000.0,,,,131478164000.0,,117155815000.0,437825000.0,,,,,98036274000.0,,,,,387002000.0,567478000.0,,437825000.0,,,99398000.0,,,,0.0,,28621504000.0,,,,,6536340000.0,,,4542130000.0,,414095000.0,,,,6569308000.0,,-7380309000.0,,444771000.0,50829587000.0,,1624665000.0,1817051000.0,0.04,6643918000.0,754023000.0,6643918000.0,,,110543832000.0,,,700037000.0,,,,,,11734083000.0,-7971062000.0,,3648823000.0,132559000.0,-6628871000.0,673212000.0,,,25066427000.0,,170000000.0,,875086000.0,2407055000.0,,,,6714480000.0,2920485000.0,,,,10945625000.0,,,,-2181000.0,,,110543832000.0,,,,,,,,,,,,9300534000.0,,,,,24000000.0,,,,1373249000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,,,,,,,,,-3225008000.0,,,,244437000.0,,18710978000.0,51319042000.0,,61141544000.0,,,2413637000.0,629691000.0,-7159865000.0,,,,,-432485000.0,9298560000.0,,,,143957480000.0,,125246502000.0,-18900000.0,,,,,112460586000.0,,,,,384940000.0,12661000.0,,-18900000.0,,,186212000.0,,,,0.0,,26712040000.0,,,,,8328776000.0,,,4767653000.0,,672671000.0,,,,9152828000.0,,-8682627000.0,,340093000.0,55846384000.0,,1430257000.0,969784000.0,,9257438000.0,928678000.0,9257438000.0,,,117867101000.0,,,-150385000.0,,,,,,11743355000.0,-15743533000.0,,6569308000.0,-163046000.0,-8443360000.0,888925000.0,,,34946449000.0,,0.0,,2396043000.0,43834563000.0,,,,3659170000.0,2583520000.0,,,,,,,,4506000.0,,,117867101000.0,,,,,,,,,,,,10541680000.0,,,,,72520000.0,,,,738540000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,,,,,,,,,-2200442000.0,,,,372242000.0,,18846798000.0,53945471000.0,,66955510000.0,,11730650407.0,2072229000.0,-228133000.0,-8840319000.0,,,,-0.0369,-396023000.0,10053646000.0,,,,151932595000.0,,133085797000.0,-432861000.0,,,,,120900981000.0,,,,,413124000.0,-627225000.0,,-432861000.0,,,347764000.0,,,,0.0,,26312905000.0,,,,,9844291000.0,,,5012719000.0,,637087000.0,,,,7411204000.0,,-9551644000.0,,437488000.0,61368373000.0,,2249286000.0,209355000.0,-0.0369,7579043000.0,887612000.0,7579043000.0,,,124097518000.0,,,-962590000.0,,,,,,11780038000.0,-12929685000.0,,9152828000.0,-335365000.0,-9624354000.0,984966000.0,,,37188037000.0,,0.0,,2357247000.0,-41366673000.0,,,,3638764000.0,-1539163000.0,,,,11730650407.0,,,,84998000.0,,,124097518000.0,,,,,,,,,,,,11639966000.0,,,0.0,,76531000.0,,,,22376000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,,,36835761000.0,746713000.0,,12159099000.0,,,,-1931269000.0,,61331000.0,73154098000.0,380282000.0,,15239147000.0,53575879000.0,5154898000.0,73154098000.0,2792934000.0,,2701364000.0,1058337000.0,-5689766000.0,5645375000.0,0.07,616405000.0,,-868700000.0,9386550000.0,162132000.0,126729977000.0,,157280757000.0,,142041610000.0,836705000.0,1599452000.0,-26082172000.0,29584108000.0,,126729977000.0,-7482890000.0,822769000.0,32443375000.0,3906684000.0,475212000.0,662188000.0,,836705000.0,,157280757000.0,-471242000.0,1265926000.0,0.0,68130422000.0,746713000.0,15239147000.0,25909961000.0,25909961000.0,,10272179000.0,,7854792000.0,822769000.0,53575879000.0,3906684000.0,6182290000.0,532796000.0,,2701364000.0,384717000.0,5154898000.0,198051000.0,-8181219000.0,,473421000.0,68130422000.0,11753842857.0,2142761000.0,1531758000.0,,5645375000.0,378367000.0,5645375000.0,7164326000.0,2729684000.0,133933948000.0,2142761000.0,-1138691000.0,1089426000.0,4392386000.0,5645375000.0,142041610000.0,133933948000.0,,11780038000.0,-17978896000.0,,7411204000.0,427238000.0,-8549913000.0,906335000.0,475212000.0,3607819000.0,29584108000.0,11753842857.0,0.0,133933948000.0,2729684000.0,-779277000.0,,3446362000.0,-2616754000.0,10459116000.0,-2256306000.0,0.07,,,,3412153000.0,677736000.0,-33246498000.0,297394000.0,,,133933948000.0,,-33795799000.0,,378367000.0,,,,,,,,12159099000.0,,,,-1359271000.0,25000000.0,-54623176000.0,,10459116000.0,1995761000.0,1708536000.0,4095668000.0,532796000.0,,11780038000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,,,,,,,,,,-1675953000.0,,,,298269000.0,,15467053000.0,47311352000.0,,82916534000.0,,11644333333.0,2730509000.0,919206000.0,-3446732000.0,,,,0.003,-16000000.0,8542446000.0,,,,160431065000.0,,144964012000.0,34933000.0,,,,,130227886000.0,,,,,478570000.0,14249000.0,,34933000.0,,,-241324000.0,,,,17498000.0,,25961557000.0,,,,,7247215000.0,,,4711103000.0,,532796000.0,,,,5063338000.0,,-5431391000.0,,376025000.0,77955542000.0,,1954489000.0,1295231000.0,0.003,5252029000.0,378874000.0,5252029000.0,,,136675580000.0,,,48863000.0,,,,,,11780038000.0,-18009528000.0,,5369373000.0,34614000.0,-5297583000.0,997182000.0,,,26594694000.0,,0.0,,2758604000.0,4475000.0,,,,7527385000.0,-306035000.0,,,,11644333333.0,,,,723000.0,,,136675580000.0,,,,,,,,,,,,11947175000.0,,,,,79396000.0,,,,1046045000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,,,,,,,,-2892711000.0,,,,328538000.0,,15086785000.0,43906233000.0,,91867234000.0,,,755998000.0,2027487000.0,-2061295000.0,,,,,-2070200000.0,12141315000.0,,,,165781619000.0,,150694834000.0,617437000.0,,,,,135773467000.0,,,,,520148000.0,1041954000.0,,617437000.0,,,49833000.0,,,,10795000.0,,25344641000.0,,,,,9676685000.0,,,5137650000.0,,532796000.0,,,,1846337000.0,,-7414862000.0,,437143000.0,87034415000.0,,2003604000.0,2464630000.0,,2256268000.0,365330000.0,2256268000.0,,,141639715000.0,,,1225592000.0,,,,,,11780038000.0,-21518208000.0,,5063338000.0,183638000.0,-6131309000.0,737640000.0,,,21172052000.0,,0.0,,2770878000.0,-42549000.0,,,,7453083000.0,-3002526000.0,,,,,,,,174744000.0,,,141639715000.0,,,,,,,,,,,,14256431000.0,,,,,155430000.0,,,,1963232000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,,,,,,,,,-1315614000.0,,,,415684000.0,,21313503000.0,41619122000.0,,107661573000.0,,11805520505.0,1130233000.0,1902150000.0,-4769971000.0,,,,0.0317,-129066000.0,15019990000.0,,,,181534530000.0,,160221027000.0,374235000.0,,,,,149280695000.0,,,,,516592000.0,692726000.0,,374235000.0,,,324792000.0,,,,0.0,,25695588000.0,,,,,12596840000.0,,,6219708000.0,,532796000.0,,,,6173811000.0,,-7464318000.0,,521000000.0,102963681000.0,,1867459000.0,2423150000.0,0.0317,6228834000.0,364389000.0,6228834000.0,,,151088837000.0,,,918703000.0,,,,,,11780038000.0,-19184963000.0,,1846337000.0,225977000.0,-7688558000.0,1044895000.0,,,17878176000.0,,0.0,,2687604000.0,1629140000.0,,,,6570771000.0,4327474000.0,,,,11805520505.0,,,,28514000.0,,,151088837000.0,,,,,,,,,,,,16172846000.0,,,,,1645960000.0,,,,1963598000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,,,47942923000.0,237000.0,,12774291000.0,,,,-2667247000.0,,630902000.0,109944650000.0,651549000.0,,14688618000.0,39402713000.0,1506435000.0,109944650000.0,6441520000.0,,1362492000.0,1592677000.0,-5477335000.0,1506435000.0,0.1256,2467100000.0,,-594439000.0,12239172000.0,184437000.0,149347363000.0,,182064307000.0,,167375689000.0,452864000.0,2076336000.0,-15755333000.0,19569023000.0,,149347363000.0,-8551525000.0,1479469000.0,39425067000.0,6494644000.0,511796000.0,718171000.0,,452864000.0,,182064307000.0,51136000.0,1694040000.0,18512000.0,105445089000.0,237000.0,14688618000.0,26073445000.0,26073445000.0,,14696870000.0,,9904327000.0,1479469000.0,39402713000.0,6494644000.0,7521435000.0,533745000.0,,1362492000.0,614047000.0,1506435000.0,2003680000.0,-8441832000.0,,742168000.0,105445089000.0,11779211783.0,1855177000.0,2334845000.0,,1506435000.0,286600000.0,1506435000.0,11744853000.0,3112600000.0,156051611000.0,1855177000.0,328065000.0,904844000.0,8517856000.0,1506435000.0,167375689000.0,156051611000.0,,11780038000.0,-28293484000.0,,6173811000.0,186673000.0,-8382736000.0,1044649000.0,511796000.0,4040488000.0,19569023000.0,11779211783.0,18512000.0,156051611000.0,3112600000.0,-251907000.0,-218527000.0,5255240000.0,-2809705000.0,7367012000.0,-4767718000.0,0.1256,,,,4077433000.0,3098002000.0,-27500186000.0,410066000.0,,,156051611000.0,,-28752403000.0,,286600000.0,,,,,,,,12774291000.0,,,,-1722563000.0,122894000.0,-87006183000.0,,7367012000.0,1949493000.0,-3748805000.0,1339159000.0,533745000.0,,11780038000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,,,,,,,,,,-1779550000.0,,,,598304000.0,,20005984000.0,42180289000.0,,115917562000.0,,11950769231.0,1381378000.0,1305536000.0,-1321489000.0,,,,0.0013,-1849386000.0,14705407000.0,,,,194464655000.0,,174458671000.0,15536000.0,,,,,158097851000.0,,,,,509099000.0,151951000.0,,15536000.0,,,367089000.0,,,,146000.0,,29355073000.0,,,,,12742675000.0,,,6552710000.0,,617306000.0,,,,4553709000.0,,-4457252000.0,,657196000.0,111551361000.0,,3941164000.0,1962732000.0,0.0013,4553710000.0,286053000.0,4553710000.0,,,161378858000.0,,,252686000.0,,,,,1425928000.0,12310038000.0,-18992216000.0,,1506435000.0,100735000.0,-4725239000.0,1223576000.0,,,20879425000.0,,18512000.0,,3567163000.0,3559000000.0,,,,4453432000.0,3047274000.0,,,,11950769231.0,,,,316260000.0,,,161378858000.0,,,,,,,,,,,,15870308000.0,,,,,3756253000.0,,,,1476262000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,,,,,,,,-2375786000.0,,,,304143000.0,,23262142000.0,45396935000.0,,120099833000.0,,,1334302000.0,2479283000.0,597702000.0,,,,,686567000.0,14240599000.0,,,,201355092000.0,,178092950000.0,814210000.0,,,,,165496768000.0,,,,,521323000.0,1198463000.0,,814210000.0,,,995620000.0,,,,255000.0,,29097211000.0,,,,,11366156000.0,,,6750085000.0,,673534000.0,,,,7452246000.0,,-3225616000.0,,395160000.0,116051390000.0,,3480244000.0,2874443000.0,,7452246000.0,353183000.0,7452246000.0,,,164091487000.0,,,1403116000.0,,,,,,12310038000.0,-18273807000.0,,4553709000.0,204653000.0,-3994583000.0,1315373000.0,,,19966552000.0,,18512000.0,,3581729000.0,-817414000.0,,,,7026081000.0,2898537000.0,,,,,,,,403498000.0,,,164091487000.0,,,,,,,,,,,,15679626000.0,,,,,113926000.0,,,,2718489000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,,,,,,,,,-2633077000.0,,,,485862000.0,,19601353000.0,48911561000.0,,118248171000.0,,12306869984.0,2097252000.0,2558809000.0,-2358825000.0,,,,0.0623,-1577355000.0,15002503000.0,,,,204150085000.0,,184548732000.0,766718000.0,,,,,167159732000.0,,,,,510986000.0,1162495000.0,,766718000.0,,,1551197000.0,,,,0.0,,29767870000.0,,,,,11859008000.0,,,7330920000.0,,686541000.0,,,,3787045000.0,,-4169910000.0,,584686000.0,113740062000.0,,3759891000.0,3143495000.0,0.0623,3787045000.0,377319000.0,3787045000.0,,,169769142000.0,,,1380223000.0,,,,,,12310038000.0,-14150503000.0,,7452246000.0,217728000.0,-5037596000.0,1370729000.0,,,19342935000.0,,18512000.0,,3869271000.0,222796000.0,,,,10732331000.0,-3665201000.0,,,,12306869984.0,,,,878043000.0,,,169769142000.0,,,,,,,,,,,,17448394000.0,,,,,97185000.0,,,,2750952000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,,,60672375000.0,92223000.0,,16460487000.0,,,,-1319349000.0,,884159000.0,120174546000.0,650419000.0,,17869014000.0,52260293000.0,3442976000.0,120174546000.0,8810307000.0,,2698296000.0,2466677000.0,-2252010000.0,3442976000.0,0.2031,3739722000.0,,-716706000.0,16723866000.0,472942000.0,172434839000.0,,210755870000.0,,192886856000.0,877220000.0,2434108000.0,-5334622000.0,19374828000.0,,172434839000.0,-8107762000.0,2473684000.0,49427960000.0,7968437000.0,502592000.0,1226813000.0,,877220000.0,,210755870000.0,-2440964000.0,2038728000.0,61648000.0,115534395000.0,92223000.0,17869014000.0,30737256000.0,30737256000.0,,17405076000.0,,13460122000.0,2473684000.0,52260293000.0,7968437000.0,7401839000.0,570515000.0,,2698296000.0,830743000.0,3442976000.0,3778077000.0,-12934938000.0,,797067000.0,115534395000.0,12179635647.0,4011713000.0,3263744000.0,,3442976000.0,414377000.0,3442976000.0,17509589000.0,3918803000.0,177296504000.0,4011713000.0,-1004442000.0,1587856000.0,11244415000.0,3442976000.0,192886856000.0,177296504000.0,,12310038000.0,-11835605000.0,,3787045000.0,361043000.0,-9086793000.0,1469678000.0,502592000.0,5303086000.0,19374828000.0,12179635647.0,61648000.0,177296504000.0,3918803000.0,98799000.0,,1506435000.0,-3456880000.0,14810183000.0,-344069000.0,0.2031,,,,5379356000.0,4623881000.0,-22844211000.0,-767058000.0,,,177296504000.0,,-24787716000.0,,414377000.0,,,,,,,,16460487000.0,,,,2123032000.0,-189287000.0,-63252131000.0,,14810183000.0,3057534000.0,1936541000.0,3063181000.0,570515000.0,,12310038000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,,,,,,,,,-2023688000.0,,,,408666000.0,,23663811000.0,49996059000.0,,128735073000.0,,12281267606.0,2785493000.0,1774286000.0,769108000.0,,,,0.0071,-927828000.0,15641999000.0,,,,217465787000.0,,193801976000.0,87197000.0,,,,,178731132000.0,,,,,516538000.0,270841000.0,,87197000.0,,,-301090000.0,,,,120371000.0,,30843884000.0,,,,,13351691000.0,,,7726320000.0,,570515000.0,,,,6089717000.0,,-4764205000.0,,516022000.0,123508391000.0,,4330863000.0,2290308000.0,0.0071,6089717000.0,405465000.0,6089717000.0,,,177748654000.0,,,405637000.0,,,,,,12310038000.0,-12540153000.0,,3442976000.0,134796000.0,-3675923000.0,1531778000.0,,,17669554000.0,,271467000.0,,3907237000.0,412396000.0,,,,13094697000.0,2646741000.0,,,,12281267606.0,,,,140626000.0,,,177748654000.0,,,,,,,,,,,,17391091000.0,,,,,15000000.0,,,,1937415000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,,,,,,,,-2215420000.0,,,,559934000.0,,32957148000.0,50240390000.0,,138369299000.0,,,3552428000.0,2533635000.0,-3948842000.0,,,,,-969654000.0,17679565000.0,,,,234776001000.0,,201818853000.0,766935000.0,,,,,188609689000.0,,,,,514392000.0,980045000.0,,766935000.0,,,170901000.0,,,,122423000.0,,38239345000.0,,,,,14454407000.0,,,8069791000.0,,679380000.0,,,,15782314000.0,,-4729115000.0,,691523000.0,131308912000.0,,5334512000.0,3225158000.0,,15782314000.0,596644000.0,15782314000.0,,,184561182000.0,,,1125051000.0,,,,,,13310038000.0,-17756515000.0,,6089717000.0,145006000.0,-4691150000.0,1767590000.0,,,20933966000.0,,271035000.0,,3912579000.0,8466924000.0,,,,10742871000.0,9692597000.0,,,,,,,,760788000.0,,,184561182000.0,,,,,,,,,,,,16095693000.0,,,,,6976006000.0,,,,2892641000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,,,,,,,,,-2814219000.0,,,,624582000.0,,28639664000.0,49550435000.0,,137429901000.0,,13334962406.0,3907138000.0,2068268000.0,-1171228000.0,,,,0.0266,-1322781000.0,18438030000.0,,,,235161473000.0,,206521809000.0,354710000.0,,,,,186980336000.0,,,,,507798000.0,527413000.0,,354710000.0,,,-139766000.0,,,,122423000.0,,39032218000.0,,,,,15643323000.0,,,7666029000.0,,696952000.0,,,,10382610000.0,,-7032052000.0,,726439000.0,130455477000.0,,5293297000.0,2794707000.0,0.0266,10382610000.0,584590000.0,10382610000.0,,,189110094000.0,,,657947000.0,,,,,,13310038000.0,-15505888000.0,,15782314000.0,130534000.0,-5971726000.0,1825679000.0,,,17617729000.0,,274011000.0,,3931206000.0,1624484000.0,,,,12511857000.0,-5399704000.0,,,,13334962406.0,,,,397179000.0,,,189110094000.0,,,,,,,,,,,,17386893000.0,,,,,1799163000.0,,,,2483626000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,,,72381865000.0,472526000.0,,20878744000.0,,,,-2884241000.0,,663430000.0,133521276000.0,1207812000.0,,26646732000.0,59988138000.0,4467372000.0,133521276000.0,9167880000.0,,2016179000.0,2791692000.0,-8767483000.0,4467372000.0,0.1481,2989359000.0,,569311000.0,20622271000.0,175266000.0,193509414000.0,,244070076000.0,,217423344000.0,701269000.0,3369649000.0,-13118445000.0,21523709000.0,,193509414000.0,-9937568000.0,1910111000.0,59844336000.0,9945728000.0,545751000.0,1211061000.0,,701269000.0,,244070076000.0,445221000.0,2800995000.0,74678000.0,126591633000.0,472526000.0,26646732000.0,38787864000.0,38787864000.0,,19353514000.0,,16394915000.0,1910111000.0,59988138000.0,9945728000.0,8622505000.0,701345000.0,,2016179000.0,573709000.0,4467372000.0,10842890000.0,-12228972000.0,,1435664000.0,126591633000.0,12897440918.0,6093786000.0,4227356000.0,,4467372000.0,556624000.0,4467372000.0,12934714000.0,4024498000.0,198898059000.0,6093786000.0,-2081976000.0,1464155000.0,12537529000.0,4467372000.0,217423344000.0,198898059000.0,,13310038000.0,-10512483000.0,,10382610000.0,253094000.0,-11714360000.0,1994801000.0,545751000.0,7100225000.0,21523709000.0,12897440918.0,74678000.0,198898059000.0,4024498000.0,2020261000.0,-930000000.0,3442976000.0,-2650952000.0,17024917000.0,-5915238000.0,0.1481,,,,7078220000.0,3652789000.0,-26053159000.0,-724884000.0,,,198898059000.0,,-28754344000.0,,556624000.0,,,,,,,,20878744000.0,,,,-4162193000.0,2052721000.0,-56315039000.0,,17024917000.0,3458956000.0,1024396000.0,12524065000.0,701345000.0,,13310038000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,,,,,,,,,-2658428000.0,,,,592143000.0,,32473137000.0,61409821000.0,,143436151000.0,,13314536082.0,2403632000.0,2626215000.0,-1362469000.0,,,,0.0291,-3519895000.0,18474245000.0,,,,256559074000.0,,224085937000.0,387453000.0,,,,,204845972000.0,,,,,546294000.0,694268000.0,,387453000.0,,,96645000.0,,,,481272000.0,,39218012000.0,,,,,15129649000.0,,,9751348000.0,,860925000.0,,,,8433982000.0,,-8922139000.0,,718381000.0,136095363000.0,,5825618000.0,3344596000.0,0.0291,8433982000.0,651274000.0,8433982000.0,,,202120119000.0,,,972731000.0,,,,,,13310038000.0,-14443224000.0,,4467372000.0,278463000.0,-5862804000.0,2105518000.0,,,23877250000.0,,2077777000.0,,4123796000.0,289587000.0,,,,16470614000.0,3966610000.0,,,,13314536082.0,,,,363915000.0,,,202120119000.0,,,,,,,,,,,,19299130000.0,,,,,258970000.0,,,,3078249000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
