,trailingNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,annualDilutedEPS,annualNetIncomeCommonStockholders,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualRepaymentOfDebt,annualEbitda,annualOtherCurrentLiabilities,annualGrossPPE,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualInterestExpense,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCapitalStock,trailingOperatingCashFlow,annualTotalNonCurrentAssets,annualOtherIncomeExpense,trailingGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,annualSellingGeneralAndAdministration,annualCapitalExpenditure,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,annualBasicAverageShares,quarterlyAccountsPayable,annualNetIncomeContinuousOperations,annualOtherNonCashItems,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyDilutedEPS,annualInventory,annualAccumulatedDepreciation,trailingTaxProvision,annualOperatingExpense,annualNetOtherFinancingCharges,annualCurrentDebt,annualCostOfRevenue,quarterlyOtherCurrentLiabilities,annualBeginningCashPosition,annualBasicEPS,quarterlyAccumulatedDepreciation,annualGrossProfit,trailingNetIncome,quarterlyNetPPE,quarterlyRetainedEarnings,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentAssets,annualChangeInInventory,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingOperatingExpense,trailingCostOfRevenue,trailingBeginningCashPosition,quarterlyOtherShortTermInvestments,quarterlyGoodwill,annualChangeInWorkingCapital,annualNetOtherInvestingChanges,annualRetainedEarnings,quarterlyTotalAssets,annualGoodwill,annualNetIncome,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyAccountsReceivable,annualPretaxIncome,annualFreeCashFlow,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,trailingOperatingIncome,annualOtherCurrentAssets,annualPurchaseOfInvestment,annualAccountsReceivable,annualTotalRevenue,annualInvestingCashFlow,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,annualAccountsPayable,annualTotalAssets,annualTaxProvision,annualOperatingIncome,annualLongTermDebt,trailingTotalRevenue,annualEndCashPosition,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,annualDepreciationAndAmortization,annualCurrentLiabilities,quarterlyOtherNonCurrentAssets,annualCashAndCashEquivalents,annualSaleOfInvestment,quarterlyInventory,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,trailingEndCashPosition,annualInvestmentsAndAdvances,annualOperatingCashFlow,annualDilutedAverageShares,annualCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualOtherNonCurrentAssets,quarterlyBasicEPS,annualNetPPE,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,quarterlyPurchaseOfInvestment,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualChangeInAccountPayable,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyNetOtherFinancingCharges,trailingBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyNetIncomeContinuousOperations,trailingChangeInWorkingCapital,quarterlyEbitda,quarterlyTotalRevenue,quarterlyStockBasedCompensation,trailingCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualChangesInAccountReceivables,trailingDilutedAverageShares,quarterlyNetIncome,quarterlyCurrentAccruedExpenses,trailingPurchaseOfInvestment,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingSaleOfInvestment,trailingChangeInInventory,trailingSellingGeneralAndAdministration,quarterlyCommonStockIssuance,quarterlyEndCashPosition,annualIncomeTaxPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlySellingGeneralAndAdministration,trailingRepaymentOfDebt,quarterlyGrossProfit,quarterlyDepreciationAndAmortization,trailingRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyCostOfRevenue,trailingChangeInAccountPayable,quarterlyBeginningCashPosition,annualResearchAndDevelopment,quarterlyDilutedAverageShares,quarterlyOperatingIncome,quarterlyOperatingExpense,trailingChangesInAccountReceivables,trailingBasicAverageShares,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingPurchaseOfBusiness,trailingCapitalExpenditure,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,trailingNetOtherInvestingChanges,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,trailingDepreciationAndAmortization,quarterlyInterestExpense,quarterlyCapitalExpenditure,annualStockBasedCompensation
1104451200,,,1.58,3556000000.0,,,-1888000000.0,383000000.0,2916000000.0,,,1786000000.0,,,,,,,,54809000000.0,,,,,-77000000.0,,,,,2250632911.0,,3553000000.0,1307000000.0,-847000000.0,,,,,,2124000000.0,-182000000.0,,,,7243000000.0,1.58,,,,,,,,,,21111000000.0,,,,,,,,,2491000000.0,,,,3556000000.0,,,,3880000000.0,1230000000.0,-1623000000.0,,,4158000000.0,,,2507000000.0,1661000000.0,,,,,58967000000.0,327000000.0,383000000.0,,,9029000000.0,37856000000.0,,,,2916000000.0,,,,,,,,,1307000000.0,2250632911.0,4158000000.0,,4264000000.0,,41347000000.0,18195000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,,38000000.0,2.66,6007000000.0,,,-4499000000.0,518000000.0,0.0,,,-919000000.0,,,,,,,,35854000000.0,,,,,-77000000.0,,,,,2258270677.0,,6173000000.0,1993000000.0,-10570000000.0,,,105000000.0,,,1729000000.0,-236000000.0,11000000.0,,,9029000000.0,2.66,,,,,,362000000.0,,,,11019000000.0,,,,,,,,,1490000000.0,,,175000000.0,6007000000.0,,12000000.0,,5908000000.0,1916000000.0,-1826000000.0,,,8196000000.0,,,2247000000.0,2902000000.0,,,,1105000000.0,44555000000.0,67000000.0,518000000.0,9436000000.0,,8110000000.0,33498000000.0,,,,1221000000.0,,0.0,,,,,,,1993000000.0,2258270677.0,8701000000.0,,588000000.0,,1304000000.0,9798000000.0,,12000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,,41000000.0,1.63,3670000000.0,,,-13000000.0,235000000.0,0.0,,,-390000000.0,,,,,,,,38852000000.0,,,,,-45000000.0,,,,,2251533742.0,,3667000000.0,1165000000.0,-1263000000.0,,,99000000.0,,,1587000000.0,-353000000.0,4298000000.0,,,8110000000.0,1.63,,,,,,401000000.0,,,,11757000000.0,,,,,,,,,2244000000.0,,,205000000.0,3670000000.0,,369000000.0,,3677000000.0,1120000000.0,-2160000000.0,,,7847000000.0,,,1822000000.0,948000000.0,,,,1245000000.0,47622000000.0,4000000.0,235000000.0,5708000000.0,,7720000000.0,35824000000.0,,,,5648000000.0,,0.0,,,,,,,1165000000.0,2251533742.0,8770000000.0,,503000000.0,,1422000000.0,6109000000.0,,369000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,,16000000.0,2.12,4772000000.0,,,-3813000000.0,5345000000.0,417000000.0,,,497000000.0,,,560000000.0,,,2254000000.0,,39990000000.0,4415000000.0,,,1669000000.0,-183000000.0,,,,-4816000000.0,2250943396.0,,4779000000.0,1162000000.0,-8000000.0,,,75000000.0,,,935000000.0,-363000000.0,2972000000.0,,,7720000000.0,2.12,,,,,,373000000.0,,,,9985000000.0,,,,,,,,,893000000.0,,,209000000.0,4772000000.0,,125000000.0,,4785000000.0,972000000.0,-2299000000.0,,,1035000000.0,-1159000000.0,607000000.0,1865000000.0,4158000000.0,,,,1292000000.0,49442000000.0,6000000.0,930000000.0,4607000000.0,,8217000000.0,39409000000.0,,,,4802000000.0,,8217000000.0,200000000.0,,,,,38129000000.0,1155000000.0,2250943396.0,9452000000.0,37155000000.0,19000000.0,,1413000000.0,5183000000.0,,8342000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,,26000000.0,1.96,4423000000.0,2254000000.0,,-2589000000.0,4985000000.0,0.0,3343000000.0,36675000000.0,-3849000000.0,,,481000000.0,4368000000.0,4824000000.0,2254000000.0,,38742000000.0,,,201000000.0,,-91000000.0,0.0,,,,2254209945.0,1149000000.0,4430000000.0,-1358000000.0,-833000000.0,,,140000000.0,-2158000000.0,,169000000.0,0.0,1628000000.0,638000000.0,0.0,8217000000.0,1.96,-2158000000.0,1807000000.0,,1185000000.0,,201000000.0,6267000000.0,-65000000.0,,8279000000.0,2887000000.0,3343000000.0,,,,456000000.0,143000000.0,-923000000.0,167000000.0,,45009000000.0,143000000.0,4423000000.0,,456000000.0,,4443000000.0,-1522000000.0,-2541000000.0,38742000000.0,,0.0,-623000000.0,,2445000000.0,1726000000.0,5115000000.0,26000000.0,,1149000000.0,45009000000.0,13000000.0,1638000000.0,5115000000.0,,4368000000.0,36675000000.0,5392000000.0,1628000000.0,61000000.0,2887000000.0,1113000000.0,4368000000.0,118000000.0,140000000.0,8279000000.0,,,,-1431000000.0,2254209945.0,6267000000.0,,1113000000.0,,1185000000.0,5392000000.0,,4824000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,,,2254000000.0,,,,,,40083000000.0,,,,,9040000000.0,9531000000.0,,,,,,223000000.0,,,1302000000.0,,,,,937000000.0,,,,,0.0,,,,,,,,0.0,,,,,,1271000000.0,,,12298000000.0,,,,4388000000.0,,,,,491000000.0,162000000.0,,,,48872000000.0,,,,,,,,,36574000000.0,,,,,,,4083000000.0,28000000.0,,,,,,,,,,4350000000.0,3203000000.0,,,0.0,,,136000000.0,8738000000.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,,34000000.0,2.47,5568000000.0,2254000000.0,,-1972000000.0,6059000000.0,0.0,3258000000.0,42215000000.0,4938000000.0,,,423000000.0,9306000000.0,9720000000.0,2254000000.0,,39981000000.0,,,224000000.0,,-139000000.0,1430000000.0,,,,2254209945.0,1238000000.0,5570000000.0,-463000000.0,-525000000.0,,,170000000.0,-2210000000.0,,1298000000.0,0.0,1809000000.0,449000000.0,0.0,4368000000.0,2.47,-2210000000.0,1735000000.0,,1048000000.0,,224000000.0,11798000000.0,-30000000.0,,9492000000.0,3172000000.0,3258000000.0,,,,414000000.0,158000000.0,1027000000.0,154000000.0,,51779000000.0,158000000.0,5568000000.0,,414000000.0,,5572000000.0,1479000000.0,-2613000000.0,39981000000.0,,1430000000.0,-1600000000.0,,2184000000.0,6252000000.0,6062000000.0,34000000.0,,1238000000.0,51779000000.0,2000000.0,437000000.0,6062000000.0,,9306000000.0,42215000000.0,6320000000.0,1809000000.0,64000000.0,3172000000.0,273000000.0,9306000000.0,386000000.0,170000000.0,9492000000.0,,,,1618000000.0,2254209945.0,11798000000.0,,273000000.0,,1048000000.0,6320000000.0,,9720000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,,,2254000000.0,,,,,,41969000000.0,,,,,9928000000.0,10012000000.0,,,,,,223000000.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,1228000000.0,,,10737000000.0,,,,1795000000.0,,,,,84000000.0,141000000.0,,,,51452000000.0,,,,,,,,,40715000000.0,,,,,,,7299000000.0,21000000.0,,,,,,,,,,7614000000.0,347000000.0,,,1000000.0,,,105000000.0,9409000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,,7261000000.0,2.23,5028000000.0,2254000000.0,,-1722000000.0,5704000000.0,53000000.0,3735000000.0,53606000000.0,-3868000000.0,,,450000000.0,5438000000.0,5438000000.0,2254000000.0,,57964000000.0,4511000000.0,,254000000.0,314000000.0,-71000000.0,715000000.0,43419000000.0,,5812000000.0,2254209945.0,1670000000.0,5167000000.0,-251000000.0,-14974000000.0,,,143000000.0,-2459000000.0,,840000000.0,9134000000.0,1228000000.0,860000000.0,53000000.0,9306000000.0,2.23,-2459000000.0,1954000000.0,,1276000000.0,,254000000.0,6296000000.0,27000000.0,,10573000000.0,3058000000.0,3735000000.0,,,,0.0,151000000.0,458000000.0,-60000000.0,,64260000000.0,151000000.0,5028000000.0,,0.0,,5175000000.0,1758000000.0,-2727000000.0,57964000000.0,,715000000.0,-283000000.0,,2814000000.0,-11509000000.0,7259000000.0,7261000000.0,,1670000000.0,64260000000.0,8000000.0,1114000000.0,7259000000.0,,5438000000.0,53606000000.0,7515000000.0,1228000000.0,79000000.0,3058000000.0,29000000.0,5438000000.0,16000000.0,143000000.0,10573000000.0,56104000000.0,,56104000000.0,1829000000.0,2254209945.0,6296000000.0,43419000000.0,29000000.0,,1276000000.0,7515000000.0,,5438000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,,,2254000000.0,,,,,,56175000000.0,,,,,5055000000.0,5167000000.0,,,,,,337000000.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,1382000000.0,,,5997000000.0,,,,3332000000.0,,,,,112000000.0,158000000.0,,,,67587000000.0,,,,,,,,,61590000000.0,,,,,,,7510000000.0,0.0,,,,,,,,,,7994000000.0,1273000000.0,,,28000000.0,,,191000000.0,11326000000.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,,10000000.0,3.38,7745000000.0,2339000000.0,,-1299000000.0,8910000000.0,12000000.0,3049000000.0,59677000000.0,509000000.0,,,575000000.0,5947000000.0,5947000000.0,2339000000.0,,69867000000.0,7262000000.0,,187000000.0,349000000.0,-353000000.0,572000000.0,1474000000.0,,5393000000.0,2290788027.0,148000000.0,8272000000.0,193000000.0,-10863000000.0,,,223000000.0,-2204000000.0,,193000000.0,-517000000.0,11342000000.0,1721000000.0,12000000.0,5438000000.0,3.38,-2204000000.0,1772000000.0,,845000000.0,34707000000.0,187000000.0,6956000000.0,-82000000.0,,17051000000.0,13527000000.0,3049000000.0,,,,0.0,0.0,256000000.0,181000000.0,34707000000.0,76823000000.0,0.0,7745000000.0,3411000000.0,0.0,310000000.0,8266000000.0,1269000000.0,-3108000000.0,69867000000.0,,572000000.0,-114000000.0,310000000.0,3493000000.0,-6506000000.0,3126000000.0,10000000.0,,148000000.0,76823000000.0,-6000000.0,1579000000.0,3126000000.0,,5947000000.0,59677000000.0,3524000000.0,11342000000.0,69000000.0,13527000000.0,69007000000.0,5947000000.0,404000000.0,223000000.0,17051000000.0,68643000000.0,,68643000000.0,1622000000.0,2290788027.0,6956000000.0,1474000000.0,69007000000.0,,845000000.0,3524000000.0,,5947000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,,,2446000000.0,,,,,,66033000000.0,,,,,8711000000.0,8887000000.0,,,,,,215000000.0,,,0.0,,,,,2423000000.0,,,,,0.0,,,,,,,,0.0,,,,,,1197000000.0,,,9622000000.0,,,,13946000000.0,,,,,176000000.0,,,,,82366000000.0,,,,,,,,,72744000000.0,,,,,,,1794000000.0,10000000.0,,,,,,,,,,2291000000.0,11339000000.0,,,0.0,,,180000000.0,16237000000.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,13000000.0,3.93,9427000000.0,2496000000.0,,-14499000000.0,10655000000.0,2972000000.0,3728000000.0,73292000000.0,1033000000.0,,,545000000.0,6980000000.0,6980000000.0,2496000000.0,,80351000000.0,,,282000000.0,,-680000000.0,0.0,,,,2398559625.0,193000000.0,10075000000.0,-1441000000.0,-2637000000.0,,,150000000.0,-2251000000.0,,969000000.0,2340000000.0,2000000.0,1945000000.0,2972000000.0,5947000000.0,3.93,-2251000000.0,2160000000.0,,1477000000.0,40413000000.0,282000000.0,8191000000.0,73000000.0,,15161000000.0,3291000000.0,3728000000.0,,,,47000000.0,,412000000.0,32000000.0,40413000000.0,88542000000.0,,9427000000.0,4604000000.0,47000000.0,352000000.0,10056000000.0,1232000000.0,-3760000000.0,80351000000.0,,0.0,-59000000.0,352000000.0,4105000000.0,752000000.0,11052000000.0,13000000.0,,193000000.0,88542000000.0,-19000000.0,1191000000.0,11052000000.0,,6980000000.0,73292000000.0,11870000000.0,2000000.0,54000000.0,3291000000.0,0.0,6980000000.0,0.0,150000000.0,15161000000.0,,,,1912000000.0,2398559625.0,8191000000.0,,0.0,,1477000000.0,11870000000.0,,6980000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,,,2496000000.0,,,,,,73900000000.0,,,2725000000.0,,5422000000.0,5422000000.0,,,,,,714000000.0,,,0.0,,,,,3275000000.0,,,,,,,,,,,,,3275000000.0,,,,,,2189000000.0,,,7157000000.0,,,,3482000000.0,,,,,463000000.0,,,,,89223000000.0,,,,,450000000.0,,,,82066000000.0,,,,,,,10825000000.0,42000000.0,,,,,,,,,,11755000000.0,44000000.0,,,0.0,,,171000000.0,15237000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,31000000.0,4.77,11639000000.0,2496000000.0,,-31000000.0,12909000000.0,4413000000.0,4823000000.0,80514000000.0,-1025000000.0,1942000000.0,1942000000.0,486000000.0,5958000000.0,7299000000.0,2496000000.0,,91130000000.0,,,838000000.0,,-416000000.0,0.0,,,,2439610945.0,333000000.0,12312000000.0,-1179000000.0,-7589000000.0,,,215000000.0,-2415000000.0,,1861000000.0,-738000000.0,5000000.0,2431000000.0,4413000000.0,6980000000.0,4.77,-2415000000.0,2587000000.0,,2408000000.0,48087000000.0,838000000.0,8778000000.0,-60000000.0,,19310000000.0,5040000000.0,4823000000.0,,,,1341000000.0,1024000000.0,1192000000.0,32000000.0,48087000000.0,99908000000.0,1024000000.0,11639000000.0,0.0,1341000000.0,413000000.0,12254000000.0,2336000000.0,-4294000000.0,91130000000.0,,0.0,-62000000.0,413000000.0,5018000000.0,-1104000000.0,12927000000.0,31000000.0,,333000000.0,99908000000.0,-58000000.0,726000000.0,12927000000.0,,5955000000.0,80514000000.0,14270000000.0,5000000.0,169000000.0,5040000000.0,8000000.0,5958000000.0,111000000.0,215000000.0,19310000000.0,,,,2752000000.0,2439610945.0,8778000000.0,,8000000.0,,2408000000.0,14270000000.0,,7299000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,,,2440000000.0,,,,,,100856000000.0,,,3146000000.0,,4957000000.0,4957000000.0,,,,,,953000000.0,,,0.0,,,,,4458000000.0,,,,,0.0,,,,,,,,4458000000.0,,,,,,2522000000.0,68736000000.0,,6338000000.0,,,,5407000000.0,,,,,1000000.0,,,,,123812000000.0,,,,,437000000.0,,,,117474000000.0,,,,,,,15895000000.0,94000000.0,,,,,,,,,,17470000000.0,45000000.0,,,0.0,,,185000000.0,22877000000.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,,40000000.0,13.03,31782000000.0,2440000000.0,,-113000000.0,33209000000.0,4467000000.0,5001000000.0,101669000000.0,1145000000.0,1847000000.0,1847000000.0,601000000.0,7108000000.0,7108000000.0,2440000000.0,,116758000000.0,,,552000000.0,,-306000000.0,0.0,,,,2439610945.0,282000000.0,32320000000.0,-1178000000.0,-4868000000.0,,,175000000.0,-2549000000.0,,1181000000.0,-2340000000.0,1656000000.0,3023000000.0,4467000000.0,5955000000.0,13.03,-2549000000.0,3077000000.0,,2452000000.0,75286000000.0,552000000.0,9312000000.0,40000000.0,,24324000000.0,6571000000.0,5001000000.0,,,,825000000.0,1030000000.0,244000000.0,33000000.0,75286000000.0,126070000000.0,1030000000.0,31782000000.0,,825000000.0,438000000.0,32346000000.0,2580000000.0,-4599000000.0,116758000000.0,,0.0,-1641000000.0,438000000.0,6100000000.0,-498000000.0,16921000000.0,40000000.0,,282000000.0,126070000000.0,26000000.0,1896000000.0,16921000000.0,,7100000000.0,101669000000.0,17753000000.0,1656000000.0,262000000.0,6571000000.0,0.0,7108000000.0,1341000000.0,175000000.0,24324000000.0,,,,2886000000.0,2439610945.0,9312000000.0,,0.0,,2452000000.0,17753000000.0,,7108000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,,,2520000000.0,,,,,,107342000000.0,,,2553000000.0,,7753000000.0,7753000000.0,,,,,,498000000.0,,,0.0,,,,,3840000000.0,,,,,0.0,,,,,,,,3840000000.0,,,,,,2385000000.0,76653000000.0,,8963000000.0,,,,4487000000.0,,,,,120000000.0,,,,,130563000000.0,,,,,363000000.0,,,,121600000000.0,,,,,,,17828000000.0,33000000.0,,,,,,,,,,18662000000.0,38000000.0,,,6000000.0,,,216000000.0,23149000000.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,37000000.0,4.44,11162000000.0,2520000000.0,,-1607000000.0,12399000000.0,3432000000.0,4886000000.0,110504000000.0,797000000.0,1620000000.0,1620000000.0,506000000.0,7897000000.0,7897000000.0,2520000000.0,,122824000000.0,,,488000000.0,,-321000000.0,0.0,,,,2513035603.0,190000000.0,11658000000.0,-1595000000.0,-7799000000.0,,,165000000.0,-2507000000.0,,-201000000.0,-880000000.0,0.0,2590000000.0,3432000000.0,7100000000.0,4.44,-2507000000.0,2967000000.0,,2379000000.0,81722000000.0,488000000.0,9278000000.0,10000000.0,,21543000000.0,3681000000.0,4886000000.0,,,,423000000.0,905000000.0,-784000000.0,30000000.0,81722000000.0,132102000000.0,905000000.0,11162000000.0,4600000000.0,423000000.0,312000000.0,11650000000.0,3758000000.0,-5228000000.0,122824000000.0,,0.0,0.0,312000000.0,5557000000.0,-1245000000.0,17155000000.0,37000000.0,,190000000.0,132102000000.0,-8000000.0,3168000000.0,17155000000.0,,7897000000.0,110504000000.0,17862000000.0,0.0,243000000.0,3681000000.0,17000000.0,7897000000.0,1583000000.0,165000000.0,21543000000.0,,,,4079000000.0,2513035603.0,9278000000.0,,17000000.0,,2379000000.0,17862000000.0,,7897000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,,2651000000.0,,,,,,109064000000.0,,,2594000000.0,,11258000000.0,11258000000.0,,,,,,506000000.0,,,0.0,,,,,3270000000.0,,,,,0.0,,,,,,,,3270000000.0,,,,,,2435000000.0,82851000000.0,,12619000000.0,,,,9553000000.0,,,,,536000000.0,,,,,131476000000.0,,,,,287000000.0,,,,118857000000.0,,,,,,,11545000000.0,34000000.0,,,,,,,,,,12822000000.0,6060000000.0,,,38000000.0,,,160000000.0,22375000000.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,39000000.0,3.82,9636000000.0,2651000000.0,,-1229000000.0,10929000000.0,3837000000.0,4942000000.0,106149000000.0,3893000000.0,1634000000.0,1634000000.0,503000000.0,11790000000.0,11790000000.0,2651000000.0,,114371000000.0,,,481000000.0,,-322000000.0,0.0,,,,2519610945.0,253000000.0,10208000000.0,-1698000000.0,-1760000000.0,,,139000000.0,-2538000000.0,,1089000000.0,1027000000.0,9891000000.0,2427000000.0,3837000000.0,7897000000.0,3.82,-2538000000.0,2894000000.0,,2404000000.0,83383000000.0,481000000.0,13539000000.0,26000000.0,,21723000000.0,13837000000.0,4942000000.0,,,,982000000.0,920000000.0,589000000.0,16000000.0,83383000000.0,127910000000.0,920000000.0,9636000000.0,0.0,982000000.0,308000000.0,10200000000.0,3909000000.0,-5492000000.0,114371000000.0,,0.0,-1741000000.0,308000000.0,5321000000.0,4713000000.0,6920000000.0,39000000.0,,253000000.0,127910000000.0,-8000000.0,1805000000.0,6920000000.0,,11790000000.0,106149000000.0,7886000000.0,9891000000.0,226000000.0,13837000000.0,64000000.0,11790000000.0,1451000000.0,139000000.0,21723000000.0,,,,4231000000.0,2519610945.0,13539000000.0,,64000000.0,,2404000000.0,7886000000.0,,11790000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,,,2651000000.0,,,,,,108586000000.0,,,2677000000.0,,4746000000.0,4746000000.0,,,,,,505000000.0,,,0.0,,,,,3613000000.0,,,,,0.0,,,,,,,,3613000000.0,,,,,,2480000000.0,85206000000.0,,5887000000.0,,,,11454000000.0,,,,,269000000.0,,,,,138263000000.0,,,,,268000000.0,,,,132376000000.0,,,,,,,16943000000.0,37000000.0,,,,,,,,,,18186000000.0,7393000000.0,,,85000000.0,,,191000000.0,29640000000.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
