,quarterlyStockholdersEquity,annualOtherNonCurrentLiabilities,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingOtherIncomeExpense,quarterlySaleOfInvestment,annualBeginningCashPosition,trailingInterestExpense,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,trailingRepaymentOfDebt,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,annualGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,trailingDepreciationAndAmortization,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,trailingOtherNonCashItems,annualPurchaseOfBusiness,trailingStockBasedCompensation,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualNetOtherFinancingCharges,annualStockBasedCompensation,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyAccumulatedDepreciation,annualInvestingCashFlow,annualCapitalExpenditure,annualCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,trailingDeferredIncomeTax,annualOperatingExpense,annualTotalRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,annualCapitalStock,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualInterestExpense,trailingBeginningCashPosition,quarterlyGrossPPE,annualChangesInAccountReceivables,quarterlyPretaxIncome,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,trailingCostOfRevenue,trailingCashDividendsPaid,quarterlyPurchaseOfBusiness,annualGoodwill,quarterlyRetainedEarnings,annualInventory,quarterlyTaxProvision,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyNetPPE,quarterlyEbitda,trailingOperatingExpense,quarterlyStockBasedCompensation,annualDeferredIncomeTax,annualGrossProfit,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualTotalAssets,quarterlyTotalAssets,annualRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingPretaxIncome,trailingChangeInWorkingCapital,quarterlyGoodwill,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualCostOfRevenue,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualLongTermDebt,annualOperatingIncome,trailingPurchaseOfInvestment,annualPretaxIncome,trailingCommonStockIssuance,annualCashDividendsPaid,annualCurrentDebt,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualEndCashPosition,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingTaxProvision,annualIncomeTaxPayable,annualNonCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,trailingInvestingCashFlow,annualAccountsPayable,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDebt,annualOtherNonCashItems,annualCashAndCashEquivalents,quarterlyInterestExpense,annualDepreciationAndAmortization,quarterlyNetOtherFinancingCharges,annualStockholdersEquity,annualInvestmentsAndAdvances,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualTaxProvision,quarterlyInventory,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualCurrentAccruedExpenses,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentAssets,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyChangeInInventory,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,annualNetPPE,annualCurrentLiabilities,annualEbitda,annualOperatingCashFlow,annualOtherNonCurrentAssets,quarterlyChangeInAccountPayable,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,annualBasicEPS,trailingBasicEPS,quarterlyBasicEPS,trailingChangeInAccountPayable,quarterlyDilutedEPS,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,quarterlyBasicAverageShares,quarterlyDilutedAverageShares,trailingChangesInAccountReceivables,annualDilutedEPS,annualDilutedAverageShares,trailingDilutedEPS,annualBasicAverageShares
1033344000,2927000000.0,,,,,-156000000.0,,,,,420000000.0,,,,,,,,,,-472000000.0,5209000000.0,582000000.0,,,522000000.0,,1635000000.0,,420000000.0,,,-243000000.0,1000000.0,,310000000.0,,1384000000.0,,,,,,,,,-130000000.0,32000000.0,,,,-6901000000.0,,,,71000000.0,,,,-102000000.0,226000000.0,868000000.0,,,6865000000.0,,,13487000000.0,,219000000.0,,6464000000.0,,,,,1764000000.0,,69000000.0,,-12000000.0,6586000000.0,457000000.0,,,,,,,,,-17000000.0,,297000000.0,5273000000.0,709000000.0,,10709000000.0,,,17173000000.0,,,,,,,,3876000000.0,,,,,,,,,,,,,,150000000.0,,,,,,,,,,,7086000000.0,868000000.0,,,74000000.0,,0.0,,,420000000.0,-399000000.0,1087000000.0,,,126000000.0,-10000000.0,,,150000000.0,150000000.0,,14246000000.0,990000000.0,2417000000.0,,,,,,,-52000000.0,777000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,3025000000.0,7070000000.0,851000000.0,591000000.0,455000000.0,353000000.0,,-150000000.0,,,455000000.0,,,,605000000.0,,,,,,-472000000.0,5532000000.0,744000000.0,,57000000.0,420000000.0,,1636000000.0,13816000000.0,455000000.0,10747000000.0,575000000.0,-412000000.0,1000000.0,,194000000.0,,1682000000.0,,,,,,,-18000000.0,,185000000.0,-70000000.0,890000000.0,138000000.0,-11000000.0,-6984000000.0,-1659000000.0,-1214000000.0,,145000000.0,,3355000000.0,6020000000.0,35000000.0,391000000.0,851000000.0,1636000000.0,,7247000000.0,294000000.0,,13816000000.0,,133000000.0,,7010000000.0,,,,,1861000000.0,134000000.0,1000000.0,-6984000000.0,0.0,6832000000.0,343000000.0,,,-92000000.0,4342000000.0,291000000.0,,,,-21000000.0,-3000000.0,512000000.0,5519000000.0,889000000.0,,10747000000.0,,17757000000.0,17757000000.0,1861000000.0,14732000000.0,591000000.0,,,,-472000000.0,4083000000.0,,1678000000.0,5532000000.0,,,4083000000.0,987000000.0,,721000000.0,,-205000000.0,851000000.0,157000000.0,148000000.0,,455000000.0,,,,,,,,744000000.0,7070000000.0,851000000.0,,455000000.0,70000000.0,,0.0,3025000000.0,,455000000.0,-501000000.0,1170000000.0,,146000000.0,134000000.0,16000000.0,,,132000000.0,148000000.0,5519000000.0,14732000000.0,890000000.0,2571000000.0,,,,7010000000.0,889000000.0,,-51000000.0,976000000.0,,13000000.0,,,,-16000000.0,6832000000.0,7247000000.0,1583000000.0,1371000000.0,2571000000.0,,,,,,,,,,,,,,,,,,,,,
1049068800,3092000000.0,,,,,1000000.0,,,,,803000000.0,,,,,,,,,,-463000000.0,6161000000.0,797000000.0,,,455000000.0,,1657000000.0,,803000000.0,,,-193000000.0,19000000.0,,215000000.0,,1923000000.0,,,,,,,,,385000000.0,-32000000.0,,,,-6775000000.0,,,,-24000000.0,,,,348000000.0,644000000.0,617000000.0,,,8036000000.0,,,14036000000.0,,141000000.0,,7964000000.0,,,,,1898000000.0,,24000000.0,,-3000000.0,7261000000.0,363000000.0,,,,,,,,,451000000.0,,163000000.0,6493000000.0,929000000.0,,11172000000.0,,,19136000000.0,,,,,,,,4324000000.0,,,,,,,,,,,,,,88000000.0,,,,,,,,,,,,617000000.0,,,74000000.0,,-6000000.0,,,803000000.0,-272000000.0,1760000000.0,,,71000000.0,-5000000.0,,,117000000.0,88000000.0,,16044000000.0,865000000.0,2629000000.0,,,,,,,-52000000.0,1545000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,3231000000.0,,,,,-65000000.0,,,,,325000000.0,,,,,,,,,,-433000000.0,5447000000.0,749000000.0,,,803000000.0,,1702000000.0,,325000000.0,,,-248000000.0,31000000.0,,203000000.0,,1840000000.0,,,,,,,,,-173000000.0,7000000.0,,,,-6890000000.0,,,,-223000000.0,,,,-478000000.0,112000000.0,515000000.0,,,6995000000.0,,,14367000000.0,,143000000.0,,6723000000.0,,,,,1962000000.0,,27000000.0,,-3000000.0,7477000000.0,352000000.0,,,,,,,,,-136000000.0,,137000000.0,5595000000.0,822000000.0,,11500000000.0,,,18223000000.0,,,,,,,,4214000000.0,,,,,,,,,,,,,,116000000.0,,,,,,,,,,,7590000000.0,515000000.0,,,71000000.0,,-2000000.0,,,325000000.0,-367000000.0,1703000000.0,,,129000000.0,9000000.0,,,116000000.0,116000000.0,,14992000000.0,878000000.0,2793000000.0,,,,,,,-52000000.0,1500000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,3210000000.0,,,,,-159000000.0,,,,,411000000.0,,,,,,,,,,-445000000.0,5249000000.0,734000000.0,,,325000000.0,,1534000000.0,,411000000.0,,,-223000000.0,31000000.0,,307000000.0,,2058000000.0,,,,,,,,,-251000000.0,-27000000.0,,,,-7021000000.0,,,,167000000.0,,,,86000000.0,167000000.0,1365000000.0,,,7400000000.0,,,14474000000.0,,269000000.0,,6653000000.0,,,,,2121000000.0,,58000000.0,,0.0,7453000000.0,465000000.0,,,,,,,,,-56000000.0,,500000000.0,5170000000.0,753000000.0,,11401000000.0,,,18054000000.0,,,,,,,,3536000000.0,,,,,,,,,,,,,,211000000.0,,,,,,,,,,,7089000000.0,1365000000.0,,,78000000.0,,0.0,,,411000000.0,-248000000.0,1558000000.0,,,240000000.0,34000000.0,,,211000000.0,211000000.0,,14844000000.0,836000000.0,2789000000.0,,,,,,,-51000000.0,1251000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,3890000000.0,6881000000.0,1461000000.0,649000000.0,432000000.0,-10000000.0,,-23000000.0,,,432000000.0,,,,455000000.0,,,,,,-436000000.0,6086000000.0,879000000.0,,26000000.0,411000000.0,,2028000000.0,15317000000.0,432000000.0,14123000000.0,695000000.0,-385000000.0,468000000.0,,214000000.0,,2066000000.0,,,,,,,-8000000.0,,-256000000.0,-21000000.0,718000000.0,109000000.0,-13000000.0,-4843000000.0,-1253000000.0,-1049000000.0,,189000000.0,,4336000000.0,7887000000.0,21000000.0,198000000.0,1461000000.0,2028000000.0,,8348000000.0,308000000.0,,15317000000.0,,189000000.0,,7886000000.0,,,,,2298000000.0,147000000.0,-62000000.0,-4843000000.0,0.0,10474000000.0,374000000.0,,,-73000000.0,5275000000.0,-295000000.0,,,,-187000000.0,-233000000.0,655000000.0,5872000000.0,1221000000.0,,14123000000.0,,22009000000.0,22009000000.0,2298000000.0,18119000000.0,649000000.0,,,,-436000000.0,3841000000.0,,2612000000.0,6086000000.0,,,3841000000.0,939000000.0,,742000000.0,,-207000000.0,1461000000.0,72000000.0,234000000.0,,432000000.0,,,,,,,,879000000.0,6881000000.0,1461000000.0,2000000.0,432000000.0,85000000.0,,0.0,3890000000.0,,432000000.0,-366000000.0,1411000000.0,,47000000.0,147000000.0,-12000000.0,,,251000000.0,234000000.0,5872000000.0,18119000000.0,718000000.0,2445000000.0,,,,7886000000.0,1221000000.0,,-52000000.0,1197000000.0,,549000000.0,,,,-6000000.0,10474000000.0,8348000000.0,1554000000.0,1121000000.0,2445000000.0,,,,,,,,,,,,,,,,,,,,,
1080691200,4088000000.0,,,,,12000000.0,,,,,653000000.0,,,363000000.0,,,,,,,-437000000.0,5635000000.0,706000000.0,,,432000000.0,,2087000000.0,,653000000.0,,,-219000000.0,55000000.0,,332000000.0,,2360000000.0,,,,,,,,,402000000.0,-22000000.0,,,,-4941000000.0,,,,-708000000.0,,,,221000000.0,782000000.0,749000000.0,,,7700000000.0,,,15491000000.0,,278000000.0,,7272000000.0,,,,,2438000000.0,,57000000.0,,-2000000.0,10550000000.0,497000000.0,,,,,,,,,563000000.0,,951000000.0,6117000000.0,917000000.0,,14136000000.0,,,21408000000.0,,,,,,,,3822000000.0,,,,,,,,,,,,,,197000000.0,,,,,,,,,,,,749000000.0,,,80000000.0,,-2000000.0,,,653000000.0,149000000.0,1409000000.0,,,67000000.0,5000000.0,,,221000000.0,197000000.0,,17320000000.0,275000000.0,2443000000.0,,,,,,,-57000000.0,1077000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,4166000000.0,,,,,148000000.0,,,,,1150000000.0,,,,,,,,,,-457000000.0,5794000000.0,841000000.0,,,653000000.0,,2122000000.0,,1150000000.0,,,-279000000.0,37000000.0,,220000000.0,,1996000000.0,,,,,,,,,-421000000.0,10000000.0,,,,-4983000000.0,,,,762000000.0,,,,497000000.0,-130000000.0,931000000.0,,,7665000000.0,,,15676000000.0,,160000000.0,,7867000000.0,,,,,2501000000.0,,31000000.0,,0.0,10693000000.0,385000000.0,,,,,,,,,-409000000.0,,637000000.0,5759000000.0,816000000.0,,14191000000.0,,,22058000000.0,,,,,,,,4419000000.0,,,,,,,,,,,,,,121000000.0,,,,,,,,,,,7282000000.0,931000000.0,,,80000000.0,,-1000000.0,,,1150000000.0,-137000000.0,1359000000.0,,,107000000.0,13000000.0,,,129000000.0,121000000.0,,17892000000.0,320000000.0,2420000000.0,,,,,,,-58000000.0,1139000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,4381000000.0,,,,,27000000.0,,,,,267000000.0,,,,,,,,,,-459000000.0,6847000000.0,834000000.0,,,1150000000.0,,2166000000.0,,267000000.0,,,-284000000.0,28000000.0,,345000000.0,,2165000000.0,,,,,,,,,-549000000.0,5000000.0,,,,-5080000000.0,,,,-418000000.0,,,,-883000000.0,-159000000.0,534000000.0,,,7884000000.0,,,15927000000.0,,334000000.0,,8109000000.0,,,,,2674000000.0,,103000000.0,,1000000.0,10847000000.0,516000000.0,,,,,,,,,-443000000.0,,581000000.0,6382000000.0,770000000.0,,14355000000.0,,,22464000000.0,,,,,,,,4414000000.0,,,,,,,,,,,,,,231000000.0,,,,,,,,,,,7197000000.0,534000000.0,,,74000000.0,,-1000000.0,,,267000000.0,-306000000.0,1584000000.0,,,225000000.0,40000000.0,,,231000000.0,231000000.0,,18083000000.0,250000000.0,2502000000.0,,,,,,,-47000000.0,1239000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,4865000000.0,6680000000.0,803000000.0,895000000.0,419000000.0,39000000.0,,10000000.0,,,419000000.0,,,,409000000.0,,,,,,-397000000.0,7153000000.0,1126000000.0,,104000000.0,267000000.0,,2301000000.0,16203000000.0,419000000.0,14867000000.0,920000000.0,-301000000.0,-10000000.0,,375000000.0,,2889000000.0,,,,,,,-14000000.0,,141000000.0,20000000.0,498000000.0,-380000000.0,-25000000.0,-5117000000.0,-559000000.0,-1083000000.0,,-16000000.0,,4969000000.0,9410000000.0,175000000.0,456000000.0,803000000.0,2301000000.0,,9082000000.0,322000000.0,,16203000000.0,,341000000.0,,8776000000.0,,,,,2961000000.0,172000000.0,2000000.0,-5117000000.0,-4000000.0,11086000000.0,495000000.0,,,13000000.0,6241000000.0,-427000000.0,,,,155000000.0,226000000.0,1000000000.0,7030000000.0,1032000000.0,,14867000000.0,,23643000000.0,23643000000.0,2961000000.0,18778000000.0,895000000.0,,,,-397000000.0,4192000000.0,,3169000000.0,7153000000.0,,,4192000000.0,1272000000.0,,1113000000.0,,-195000000.0,803000000.0,-134000000.0,346000000.0,,419000000.0,,,,,,,,1126000000.0,6680000000.0,803000000.0,-221000000.0,419000000.0,88000000.0,,-10000000.0,4865000000.0,,419000000.0,-265000000.0,1889000000.0,,193000000.0,172000000.0,46000000.0,,,339000000.0,346000000.0,7030000000.0,18778000000.0,498000000.0,2662000000.0,,,,8776000000.0,1032000000.0,,-33000000.0,1514000000.0,,110000000.0,,,,-5000000.0,11086000000.0,9082000000.0,1893000000.0,949000000.0,2662000000.0,,,,,,,,,,,,,,,,,,,,,
1112227200,5131000000.0,,,,,18000000.0,,,,,609000000.0,,,,,,,,,,-405000000.0,7283000000.0,692000000.0,,,419000000.0,,2422000000.0,,609000000.0,,,-269000000.0,90000000.0,,279000000.0,,2692000000.0,,,,,,,,,394000000.0,-68000000.0,,,,-5196000000.0,,,,-283000000.0,,,,190000000.0,719000000.0,734000000.0,,,9045000000.0,,,16441000000.0,,231000000.0,,8836000000.0,,,,,3114000000.0,,8000000.0,,-206000000.0,11245000000.0,440000000.0,,,,,,,,,450000000.0,,1058000000.0,7487000000.0,874000000.0,,14924000000.0,,,23760000000.0,,,,,,,,4132000000.0,,,,,,,,,,,,,,223000000.0,,,,,,,,,,,,734000000.0,,,74000000.0,,-3000000.0,,,609000000.0,-246000000.0,1634000000.0,,,70000000.0,17000000.0,,,223000000.0,223000000.0,,18629000000.0,463000000.0,2608000000.0,,,,,,,-50000000.0,1355000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,5647000000.0,,,,,25000000.0,,,,,726000000.0,,,,,,,,,,-429000000.0,5205000000.0,796000000.0,,,609000000.0,,2915000000.0,,726000000.0,,,-316000000.0,576000000.0,,213000000.0,,2272000000.0,,,,,,,,,-461000000.0,9000000.0,,,,-5272000000.0,,,,559000000.0,,,,117000000.0,-154000000.0,652000000.0,,,8765000000.0,,,16706000000.0,,159000000.0,,9149000000.0,,,,,3161000000.0,,36000000.0,,-89000000.0,11434000000.0,376000000.0,,,,,,,,,-470000000.0,,746000000.0,7181000000.0,3117000000.0,,15056000000.0,,,24205000000.0,,,,,,,,4369000000.0,,,,,,,,,,,,,,121000000.0,,,,,,,,,,,6729000000.0,652000000.0,,,72000000.0,,0.0,,,726000000.0,-288000000.0,1526000000.0,,,101000000.0,9000000.0,,,123000000.0,121000000.0,,18558000000.0,437000000.0,2607000000.0,,,,,,,-69000000.0,1313000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,5877000000.0,,,,,-5000000.0,,,,,503000000.0,,,,,,,,,,-383000000.0,11925000000.0,1088000000.0,,,726000000.0,,2952000000.0,,503000000.0,,,-372000000.0,26000000.0,,79000000.0,,2726000000.0,,,,,,,,,-70000000.0,-102000000.0,,,,-5375000000.0,,,,-131000000.0,,,,-223000000.0,96000000.0,305000000.0,,,13120000000.0,,,17155000000.0,,162000000.0,,13468000000.0,,,,,3308000000.0,,-60000000.0,,0.0,11780000000.0,236000000.0,,,,,,,,,-276000000.0,,693000000.0,11590000000.0,800000000.0,,15511000000.0,,,28979000000.0,,,,,,,,4346000000.0,,,,,,,,,,,,,,222000000.0,,,,,,,,,,,6883000000.0,305000000.0,,,77000000.0,,0.0,,,503000000.0,-188000000.0,2033000000.0,,,240000000.0,131000000.0,,,222000000.0,222000000.0,,23102000000.0,301000000.0,2756000000.0,,,,,,,-74000000.0,1954000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,6160000000.0,8131000000.0,1062000000.0,920000000.0,772000000.0,-15000000.0,,353000000.0,,,772000000.0,,,,419000000.0,,,,,,-386000000.0,11142000000.0,1412000000.0,,133000000.0,503000000.0,,2958000000.0,17564000000.0,772000000.0,15895000000.0,929000000.0,-447000000.0,2000000.0,,513000000.0,,4047000000.0,,,,,,,-206000000.0,,-554000000.0,-122000000.0,318000000.0,1017000000.0,,-5463000000.0,-1185000000.0,-1404000000.0,,872000000.0,,6797000000.0,11737000000.0,269000000.0,-140000000.0,1062000000.0,2958000000.0,,12157000000.0,311000000.0,,17564000000.0,,419000000.0,,13318000000.0,,,,,3588000000.0,212000000.0,58000000.0,-5463000000.0,200000000.0,12101000000.0,678000000.0,,,-283000000.0,7881000000.0,-691000000.0,,,,-587000000.0,23000000.0,1359000000.0,9543000000.0,1192000000.0,,15895000000.0,,29213000000.0,29213000000.0,3588000000.0,23053000000.0,920000000.0,,,,-386000000.0,4823000000.0,,3856000000.0,11142000000.0,,,4823000000.0,1084000000.0,,971000000.0,,-268000000.0,1062000000.0,-883000000.0,355000000.0,,772000000.0,,,,,,,,1412000000.0,8131000000.0,1062000000.0,,772000000.0,83000000.0,,-203000000.0,6160000000.0,,772000000.0,-463000000.0,2688000000.0,,42000000.0,212000000.0,-24000000.0,,,361000000.0,355000000.0,9543000000.0,23053000000.0,318000000.0,2683000000.0,,,,13318000000.0,1192000000.0,,-75000000.0,2175000000.0,,694000000.0,,,,-95000000.0,12101000000.0,12157000000.0,1730000000.0,521000000.0,2683000000.0,,,,,,,,,,,,,,,,,,,,,
1143763200,6483000000.0,,,,,-7000000.0,,,,,650000000.0,,,,,,,,,,-375000000.0,7400000000.0,4286000000.0,,,770000000.0,,3093000000.0,,650000000.0,,,-420000000.0,17000000.0,,416000000.0,,3349000000.0,,,,,,,,,454000000.0,-43000000.0,,,,-5507000000.0,,,,-469000000.0,,,,-120000000.0,855000000.0,762000000.0,,,10716000000.0,,,17676000000.0,,348000000.0,,12088000000.0,,,,,3765000000.0,,110000000.0,,-12000000.0,12169000000.0,575000000.0,,,,,,,,,435000000.0,,1340000000.0,5517000000.0,3940000000.0,,15962000000.0,,,28050000000.0,,,,,,,,4778000000.0,,,,,,,,,,,,,,255000000.0,,,,,,,,,,,,762000000.0,,,96000000.0,,2000000.0,,,650000000.0,-506000000.0,2009000000.0,,,98000000.0,14000000.0,,,238000000.0,257000000.0,,21567000000.0,294000000.0,2693000000.0,,,,,,,-65000000.0,1593000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,6827000000.0,,,,,522000000.0,,,,,721000000.0,,,,,,,,,,-390000000.0,6999000000.0,3871000000.0,,,650000000.0,,3157000000.0,,721000000.0,,,-473000000.0,29000000.0,,337000000.0,,2486000000.0,,,,,,,,,-345000000.0,-173000000.0,,,,-5544000000.0,,,,-17000000.0,,,,72000000.0,-63000000.0,1056000000.0,,,9829000000.0,,,17929000000.0,,281000000.0,,11232000000.0,,,,,4060000000.0,,96000000.0,,0.0,12385000000.0,508000000.0,,,,,,,,,-536000000.0,,688000000.0,4758000000.0,3376000000.0,,16055000000.0,,,27287000000.0,,,,,,,,4414000000.0,,,,,,,,,,,,,,371000000.0,,,,,,,,,,,7823000000.0,1056000000.0,,,87000000.0,,91000000.0,,,721000000.0,152000000.0,1798000000.0,,,136000000.0,6000000.0,,,185000000.0,373000000.0,,20460000000.0,288000000.0,2575000000.0,,,,,,,-69000000.0,1461000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,7476000000.0,,,,,573000000.0,,,,,1501000000.0,,,,,,,,,,-401000000.0,7435000000.0,4448000000.0,,,721000000.0,,0.0,,1501000000.0,,,-574000000.0,43000000.0,,464000000.0,,2694000000.0,,,,,,,,,189000000.0,160000000.0,,,,-5644000000.0,,,,170000000.0,,,,780000000.0,599000000.0,1253000000.0,,,10796000000.0,,,18324000000.0,,800000000.0,,12735000000.0,,,,,4635000000.0,,257000000.0,,0.0,12680000000.0,627000000.0,,,,,,,,,25000000.0,,615000000.0,4942000000.0,3499000000.0,,16311000000.0,,,29046000000.0,,,,,,,,4416000000.0,,,,,,,,,,,,,,653000000.0,,,,,,,,,,,7919000000.0,1253000000.0,,,90000000.0,,8000000.0,,,1501000000.0,11000000.0,2079000000.0,,,300000000.0,392000000.0,,,543000000.0,653000000.0,,21570000000.0,423000000.0,2560000000.0,,,,,,,-69000000.0,1615000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,7511000000.0,8292000000.0,933000000.0,1406000000.0,924000000.0,170000000.0,,151000000.0,,,924000000.0,,,,769000000.0,,,,,56000000.0,-415000000.0,6795000000.0,1587000000.0,,190000000.0,1501000000.0,,3245000000.0,18916000000.0,924000000.0,16933000000.0,1091000000.0,-440000000.0,8000000.0,,568000000.0,,3245000000.0,,,,,,,113000000.0,,-419000000.0,133000000.0,479000000.0,-612000000.0,-3000000.0,-5741000000.0,-866000000.0,-1907000000.0,,-296000000.0,,6500000000.0,11761000000.0,-581000000.0,238000000.0,933000000.0,3245000000.0,,10349000000.0,351000000.0,,18916000000.0,,309000000.0,,12016000000.0,,,,,4681000000.0,215000000.0,180000000.0,-5741000000.0,-25000000.0,13175000000.0,734000000.0,,,77000000.0,8284000000.0,-121000000.0,-7000000.0,,,-202000000.0,1258000000.0,834000000.0,7684000000.0,4082000000.0,,16933000000.0,,28949000000.0,28949000000.0,4681000000.0,21438000000.0,1406000000.0,,,,-415000000.0,4525000000.0,,3477000000.0,6795000000.0,,,4525000000.0,1784000000.0,,1732000000.0,,-283000000.0,933000000.0,-278000000.0,132000000.0,,920000000.0,,,,,,,,1587000000.0,8292000000.0,933000000.0,81000000.0,924000000.0,78000000.0,,12000000.0,7511000000.0,,920000000.0,-523000000.0,2411000000.0,,641000000.0,215000000.0,-219000000.0,,,129000000.0,125000000.0,7684000000.0,21438000000.0,479000000.0,2577000000.0,,,,12016000000.0,4082000000.0,,-80000000.0,1843000000.0,,97000000.0,,,,-37000000.0,13175000000.0,10349000000.0,2441000000.0,1629000000.0,2577000000.0,,,,,,,,,,,,,,,,,,,,,
1175299200,7709000000.0,,,,,-6000000.0,,,,,1659000000.0,,,,,,,,,,-415000000.0,5592000000.0,3782000000.0,,,920000000.0,,0.0,,1659000000.0,,,-423000000.0,16000000.0,,267000000.0,,3004000000.0,,,,,,,,,1124000000.0,-104000000.0,,,,-5837000000.0,,,,-245000000.0,,,,738000000.0,1383000000.0,101000000.0,,,9200000000.0,,,19323000000.0,,290000000.0,,10731000000.0,,,,,4837000000.0,,63000000.0,,,13486000000.0,436000000.0,,,,,,,,,960000000.0,,485000000.0,5164000000.0,3369000000.0,,17293000000.0,,,28024000000.0,,,,,,,,4520000000.0,,,,,,,,,,,,,,228000000.0,,,,,,,,-5000000.0,,,,101000000.0,,,70000000.0,,2000000.0,,,1658000000.0,-400000000.0,2519000000.0,,,111000000.0,69000000.0,,,227000000.0,228000000.0,,20315000000.0,444000000.0,2639000000.0,,,,,,,-79000000.0,2252000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
