,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualGrossProfit,quarterlyDilutedAverageShares,annualTotalNonCurrentAssets,quarterlyOperatingExpense,annualBasicEPS,annualOtherIncomeExpense,trailingGrossProfit,annualRepaymentOfDebt,annualEbitda,annualNetPPE,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualCashFlowFromContinuingFinancingActivities,quarterlyNetOtherInvestingChanges,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,trailingChangeInCashSupplementalAsReported,annualBeginningCashPosition,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,annualGrossPPE,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,annualAccumulatedDepreciation,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,trailingSellingGeneralAndAdministration,trailingOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyBasicEPS,annualDilutedAverageShares,quarterlyBasicAverageShares,annualNetIncomeContinuousOperations,annualPurchaseOfInvestment,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualInvestingCashFlow,quarterlyGrossPPE,trailingNetOtherFinancingCharges,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingInterestExpense,trailingCashDividendsPaid,annualInventory,quarterlyTaxProvision,annualGoodwill,trailingNetIncome,quarterlyNetPPE,trailingBeginningCashPosition,annualChangeInCashSupplementalAsReported,annualDilutedEPS,annualChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCashItems,annualCapitalStock,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,annualInterestExpense,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualDeferredIncomeTax,annualNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,annualCommonStockIssuance,annualFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,trailingChangeInWorkingCapital,annualChangeInWorkingCapital,annualOperatingIncome,quarterlyFreeCashFlow,annualTotalRevenue,trailingChangeInAccountPayable,annualNetOtherInvestingChanges,trailingTotalRevenue,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,trailingCommonStockIssuance,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyTotalAssets,annualTotalAssets,trailingTaxProvision,annualNetIncome,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,annualCurrentDebt,quarterlyTotalNonCurrentAssets,annualLongTermDebt,annualCostOfRevenue,annualOtherCurrentAssets,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,annualAccountsPayable,annualCashDividendsPaid,quarterlyPurchaseOfInvestment,annualPretaxIncome,quarterlyGrossProfit,annualInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyOtherNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,annualCashAndCashEquivalents,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingPretaxIncome,annualDepreciationAndAmortization,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualCurrentAccruedExpenses,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,annualAccountsReceivable,trailingOperatingCashFlow,annualCurrentAssets,quarterlyOtherIncomeExpense,annualOperatingCashFlow,quarterlyDilutedEPS,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyCashDividendsPaid,annualBasicAverageShares,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,trailingOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,annualRetainedEarnings,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,annualStockBasedCompensation,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,annualCurrentDeferredRevenue,trailingEndCashPosition,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,quarterlyStockBasedCompensation,quarterlyOtherIntangibleAssets,trailingStockBasedCompensation,annualOtherIntangibleAssets,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,quarterlyRetainedEarnings,trailingBasicEPS
1262217600,,-100000.0,56900000.0,,1665400000.0,9900000.0,2.34,-15500000.0,,-215600000.0,50700000.0,318000000.0,,,5200000.0,,0.0,12900000.0,3100000.0,141000000.0,10600000.0,,0.0,-196200000.0,-118300000.0,,8400000.0,3100000.0,,,3100000.0,,0.0,436300000.0,-8500000.0,53400000.0,,,-118300000.0,,200000.0,4500000.0,,,,,-25700000.0,20900000.0,-271400000.0,,,38700000.0,,-8300000.0,-42400000.0,28500000.0,200000.0,-1900000.0,-41300000.0,-269700000.0,436300000.0,,108600000.0,116200000.0,,,,,130200000.0,,318000000.0,,-5300000.0,2.34,,12900000.0,,,185600000.0,-2100000.0,29300000.0,,112400000.0,,0.0,3800000.0,265600000.0,121500000.0,499500000.0,-25700000.0,,2500000.0,36000000.0,28700000.0,67900000.0,,46000000.0,,,,,130200000.0,72100000.0,11700000.0,,571600000.0,,1675100000.0,1675100000.0,,90600000.0,3100000.0,24500000.0,53400000.0,1663400000.0,541300000.0,11000000.0,0.0,,0.0,,4500000.0,-117000000.0,0.0,,118500000.0,1214200000.0,,1000000.0,6200000.0,,0.0,451200000.0,571600000.0,,200000.0,1214200000.0,0.0,3100000.0,24900000.0,24900000.0,,15100000.0,10700000.0,3100000.0,1300000.0,487900000.0,,,,8600000.0,,9700000.0,,123400000.0,,,565800000.0,8600000.0,5800000.0,-30700000.0,38700000.0,-2300000.0,90600000.0,1300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,,,,46200000.0,,5000000.0,,,,,,,,,3100000.0,,0.0,,,,1700000.0,,200000.0,-3000000.0,-110200000.0,,,4000000.0,,,4000000.0,,,,6200000.0,53400000.0,600000.0,,,,600000.0,3300000.0,,,,,-24100000.0,,,,0.71,,46200000.0,,,37400000.0,-8500000.0,,-27400000.0,,431600000.0,,39900000.0,48300000.0,,,,,,,321400000.0,,,,,13700000.0,,,,900000.0,,,43700000.0,,,3800000.0,,,504200000.0,,,,,28900000.0,,,,,,1300000.0,,130200000.0,72900000.0,12000000.0,,,,1680000000.0,,,,,33000000.0,,1668000000.0,,,,,0.0,,,,-2300000.0,,44900000.0,,,900000.0,,,0.0,,577100000.0,,,1215500000.0,,,33700000.0,33700000.0,,,-9100000.0,4000000.0,,494900000.0,,,600000.0,,,,,,0.71,,,6800000.0,,-34400000.0,,3400000.0,,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,,46200000.0,,4800000.0,,,,,,,,,4000000.0,,0.0,,,,13700000.0,,0.0,-13200000.0,-125200000.0,,,2700000.0,,,2700000.0,,,,6500000.0,51600000.0,1100000.0,,,,1200000.0,4500000.0,,,,,-21100000.0,,,,0.59,,46200000.0,,,33300000.0,-300000.0,,-45700000.0,,444800000.0,,34200000.0,42300000.0,,,,,,,319600000.0,,,,,13400000.0,,,,-1300000.0,,,38000000.0,,,3800000.0,,,492100000.0,,,,,33000000.0,,,,,,1100000.0,,130200000.0,70900000.0,9600000.0,,,,1663600000.0,,,,,27200000.0,,1654000000.0,,,,,0.0,,,,-2300000.0,,39000000.0,,,800000.0,,,0.0,,563000000.0,,,1203400000.0,,,27700000.0,27700000.0,,,11100000.0,2700000.0,,485500000.0,,,,,,,,,0.59,,,6900000.0,,-34500000.0,,3300000.0,,1400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,,,46200000.0,,4700000.0,,,,,,,,,2700000.0,,0.0,,,,1700000.0,,0.0,-7000000.0,-129500000.0,,,7500000.0,,,7500000.0,,,,6600000.0,51600000.0,,,,,2700000.0,6900000.0,,,,,-19400000.0,,,,0.82,,46200000.0,,,45400000.0,-900000.0,,-41400000.0,,446200000.0,,45200000.0,53000000.0,,,,,,,316700000.0,,,,,14600000.0,,,,4800000.0,,,49200000.0,,,4000000.0,,,482600000.0,,,,,44500000.0,,,,,,900000.0,,130200000.0,75400000.0,14900000.0,,,,1664600000.0,,,,,37800000.0,,1649700000.0,,,,,0.0,,,,0.0,,49900000.0,,,600000.0,,,0.0,,558000000.0,,,1202200000.0,,,38600000.0,38600000.0,,,800000.0,7500000.0,,478500000.0,,,,,,,,,0.82,,,7400000.0,,-34400000.0,,3100000.0,,2300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,,0.0,56100000.0,,1638200000.0,4900000.0,2.91,108600000.0,,-101400000.0,52200000.0,312600000.0,,,7500000.0,,0.0,0.0,3600000.0,-166100000.0,12000000.0,,0.0,-78200000.0,-133300000.0,,3100000.0,3600000.0,,,3600000.0,,0.0,445900000.0,-11100000.0,483800000.0,,,-133300000.0,,-1400000.0,7700000.0,,,,,-15200000.0,19400000.0,0.0,,,46200000.0,,137100000.0,-9300000.0,40000000.0,400000.0,-9300000.0,-51600000.0,10500000.0,445900000.0,,-82600000.0,-74500000.0,,,700000.0,,130200000.0,,312600000.0,,500000.0,2.91,-100000.0,0.0,,,,-3900000.0,8200000.0,,-78700000.0,,0.0,3900000.0,0.0,146800000.0,31400000.0,-15200000.0,,3100000.0,36700000.0,40400000.0,69100000.0,,29100000.0,,,1100000.0,,130200000.0,506600000.0,12300000.0,,538000000.0,,1650500000.0,1650500000.0,,137100000.0,3600000.0,36400000.0,483800000.0,1638200000.0,30100000.0,13000000.0,0.0,,0.0,,7700000.0,-138700000.0,-4700000.0,,-77700000.0,1194800000.0,,600000.0,4400000.0,,0.0,600000.0,538000000.0,,400000.0,1194800000.0,0.0,3600000.0,37100000.0,37100000.0,,15500000.0,7700000.0,3600000.0,1300000.0,30100000.0,,,700000.0,7600000.0,,12300000.0,,156100000.0,,,31400000.0,7600000.0,506600000.0,-35400000.0,46200000.0,3200000.0,134400000.0,1300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,,,46200000.0,,5500000.0,,,,,,,,,3600000.0,,0.0,,,,5100000.0,,0.0,-8000000.0,-137000000.0,,,2900000.0,,,2900000.0,,,,5000000.0,475800000.0,100000.0,,,,-400000.0,6300000.0,,,,,-11300000.0,,,,0.9,,46200000.0,,,44300000.0,-2400000.0,,-43400000.0,,445800000.0,,8700000.0,17300000.0,,,,,,,308800000.0,,,,,0.0,-300000.0,,,-700000.0,,,12400000.0,,,3700000.0,,,516700000.0,,,,,41900000.0,,,,,,1800000.0,,130200000.0,8400000.0,11500000.0,,,,1646100000.0,,,,,41500000.0,,1634600000.0,,,,,10800000.0,,,,-4300000.0,,14200000.0,,,439600000.0,,,0.0,,525100000.0,,,1195000000.0,,,42300000.0,42300000.0,,,-1600000.0,2900000.0,,505900000.0,,,800000.0,,,,38600000.0,,0.9,,,7600000.0,,-35400000.0,,3100000.0,,2100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,36100000.0,,,50900000.0,,8800000.0,,,,,,,,,2900000.0,,0.0,,,,10200000.0,,0.0,-353400000.0,-132000000.0,,,1800000.0,,,1800000.0,,,,6800000.0,300800000.0,100000.0,,,,-1700000.0,5200000.0,,,,,-8300000.0,,,,0.69,,50900000.0,,,37000000.0,-400000.0,,490200000.0,,437400000.0,,42900000.0,55100000.0,,,,,,,305400000.0,,,,,6900000.0,1500000.0,,,-1100000.0,,,46900000.0,,,4000000.0,,,702100000.0,,,,,36600000.0,,,,,,4800000.0,,130200000.0,6700000.0,10300000.0,,,,2040200000.0,,,,,35400000.0,,2029900000.0,,,,,8200000.0,,,,0.0,,51700000.0,,,438100000.0,,,337600000.0,,708800000.0,,,1591800000.0,,,36100000.0,36100000.0,,,-528300000.0,1800000.0,,693900000.0,,,800000.0,,,,37500000.0,,0.69,,,7600000.0,,-35400000.0,,3400000.0,,1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,40700000.0,0.0,,53500000.0,,4900000.0,,,,,,,,,1800000.0,,0.0,,,,1600000.0,,0.0,0.0,-135500000.0,,,7300000.0,,,7300000.0,,,,9000000.0,300800000.0,,,,,5600000.0,6200000.0,,,,,-4800000.0,,,,0.75,,53500000.0,,,43100000.0,-400000.0,,11000000.0,,437500000.0,,9300000.0,17600000.0,,,,,,,302000000.0,,,,,3400000.0,200000.0,,0.0,5500000.0,,,53400000.0,,,3700000.0,,,446900000.0,,,,,42700000.0,,,,,,1200000.0,,130200000.0,316500000.0,16200000.0,,,,2097000000.0,,,,,39900000.0,,2080800000.0,,,,,800000.0,,,,-49800000.0,,14200000.0,,,5600000.0,,,0.0,,763400000.0,,,1643000000.0,,,40700000.0,40700000.0,,,-48600000.0,7300000.0,,446100000.0,,,900000.0,,,,40400000.0,,0.75,,,7600000.0,,-42000000.0,,3400000.0,,6100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,,-600000.0,55800000.0,,2043700000.0,4700000.0,3.02,137900000.0,,-665800000.0,47100000.0,298500000.0,,,7300000.0,,0.0,0.0,29500000.0,404500000.0,41200000.0,,0.0,-304400000.0,-138800000.0,,3600000.0,29500000.0,,,29500000.0,,400000.0,437300000.0,-6900000.0,3100000.0,,,-138800000.0,,-6500000.0,5000000.0,,,,,-1300000.0,23900000.0,-538700000.0,,,51100000.0,,157400000.0,-63700000.0,44800000.0,-300000.0,-3500000.0,-53300000.0,-547800000.0,437300000.0,,8500000.0,17900000.0,,,900000.0,,130200000.0,,298500000.0,,25900000.0,3.02,-100000.0,0.0,157100000.0,,0.0,22200000.0,13900000.0,,-104200000.0,,-6900000.0,3800000.0,337600000.0,165700000.0,739800000.0,-1300000.0,,-3000000.0,31900000.0,44500000.0,70400000.0,,58100000.0,,,900000.0,,130200000.0,9200000.0,38300000.0,,749000000.0,,2082000000.0,2082000000.0,,157400000.0,29500000.0,37600000.0,3100000.0,2043700000.0,739400000.0,14600000.0,0.0,,400000.0,,5000000.0,-154800000.0,-9600000.0,,13200000.0,1609500000.0,,5500000.0,8700000.0,,-6900000.0,5500000.0,749000000.0,,156500000.0,1609500000.0,0.0,29500000.0,38300000.0,38300000.0,,15200000.0,30700000.0,29500000.0,1100000.0,739400000.0,,,900000.0,7600000.0,,38300000.0,21400000.0,169200000.0,,,739800000.0,7600000.0,9200000.0,-42000000.0,51100000.0,4700000.0,154300000.0,1100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,,,53500000.0,,5000000.0,,,,,,,,,29000000.0,,0.0,,,,8000000.0,,0.0,-35000000.0,-142000000.0,,,5000000.0,,,5000000.0,,,,6000000.0,3000000.0,1000000.0,,,,7000000.0,6000000.0,,,,,-1000000.0,,,,0.71,,53500000.0,,,49000000.0,,,-77000000.0,,437000000.0,,7000000.0,16000000.0,,,,,,,295000000.0,,,,,0.0,,,,-24000000.0,,,10000000.0,,,3000000.0,,,705000000.0,,,,,49000000.0,,,,,,2000000.0,,130000000.0,15000000.0,13000000.0,,,,2050000000.0,,,,,38000000.0,,2037000000.0,,,,,1000000.0,,,,-4000000.0,,12000000.0,,,6000000.0,,,0.0,,720000000.0,,,1606000000.0,,,39000000.0,39000000.0,,,4000000.0,5000000.0,,704000000.0,,,1000000.0,,,,38000000.0,,0.71,,,7000000.0,,-42000000.0,,4000000.0,,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,33000000.0,,,53500000.0,,5000000.0,,,,,,,,,5000000.0,,0.0,,,,19000000.0,,0.0,-12000000.0,-144000000.0,,,6000000.0,,,6000000.0,,,,5000000.0,3000000.0,0.0,,,,-5000000.0,6000000.0,,,,,-1000000.0,,,,0.6,,53500000.0,,,31000000.0,,,-49000000.0,,439000000.0,,7000000.0,16000000.0,,,,,,,295000000.0,,,,,0.0,,,,1000000.0,,,41000000.0,,,3000000.0,,,699000000.0,,,,,31000000.0,,,,,,2000000.0,,130000000.0,10000000.0,14000000.0,,,,2030000000.0,,,,,32000000.0,,2016000000.0,,,,,2000000.0,,,,0.0,,12000000.0,,,5000000.0,,,0.0,,709000000.0,,,1586000000.0,,,33000000.0,33000000.0,,,19000000.0,6000000.0,,697000000.0,,,1000000.0,,,,31000000.0,,0.598131,,,7000000.0,,-42000000.0,,4000000.0,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,35000000.0,0.0,,53500000.0,,3000000.0,,,,,,,,,6000000.0,,0.0,,,,11000000.0,,0.0,-8000000.0,-146000000.0,,,7000000.0,,,7000000.0,,,,6000000.0,3000000.0,,,,,5000000.0,7000000.0,,,,,-1000000.0,,,,0.64,,53500000.0,,,43000000.0,,,-51000000.0,,437000000.0,,10000000.0,17000000.0,,,,,,,291000000.0,,,,,0.0,1000000.0,,0.0,1000000.0,,,43000000.0,,,2000000.0,,,690000000.0,,,,,41000000.0,,,,,,1000000.0,,130000000.0,16000000.0,17000000.0,,,,2019000000.0,,,,,34000000.0,,2002000000.0,,,,,1000000.0,,,,0.0,,13000000.0,,,5000000.0,,,0.0,,706000000.0,,,1576000000.0,,,35000000.0,35000000.0,,,9000000.0,7000000.0,,689000000.0,,,1000000.0,,,,31000000.0,,0.64,,,9000000.0,,-43000000.0,,4000000.0,,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,30000000.0,-9000000.0,54000000.0,53500000.0,1986000000.0,10000000.0,2.51,129000000.0,,-62000000.0,170000000.0,288000000.0,,,7000000.0,,0.0,0.0,3000000.0,-223000000.0,17000000.0,,0.0,-7000000.0,-150000000.0,,29000000.0,3000000.0,,,3000000.0,,1000000.0,438000000.0,5000000.0,3000000.0,,,-150000000.0,,-3000000.0,7000000.0,,,,,-1000000.0,23000000.0,-9000000.0,,0.56,53500000.0,53500000.0,137000000.0,,30000000.0,0.0,-2000000.0,-46000000.0,44000000.0,438000000.0,,7000000.0,16000000.0,,,1000000.0,,130000000.0,,288000000.0,,-26000000.0,2.51,1000000.0,0.0,0.0,,0.0,-4000000.0,22000000.0,,38000000.0,,0.0,3000000.0,0.0,151000000.0,686000000.0,-1000000.0,,4000000.0,31000000.0,30000000.0,65000000.0,,55000000.0,,,1000000.0,,130000000.0,11000000.0,12000000.0,,697000000.0,,1998000000.0,1998000000.0,,137000000.0,3000000.0,29000000.0,3000000.0,1986000000.0,685000000.0,11000000.0,0.0,,1000000.0,,7000000.0,-169000000.0,,137000000.0,17000000.0,1563000000.0,,5000000.0,6000000.0,,0.0,5000000.0,697000000.0,,1000000.0,1563000000.0,0.0,3000000.0,30000000.0,30000000.0,,11000000.0,12000000.0,3000000.0,1000000.0,685000000.0,,,1000000.0,8000000.0,,12000000.0,29000000.0,153000000.0,0.56,,686000000.0,8000000.0,11000000.0,-42000000.0,53500000.0,-1000000.0,134000000.0,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,29000000.0,-4000000.0,,53500000.0,,6000000.0,,,,,,,,,3000000.0,,0.0,,,,2000000.0,,0.0,-5000000.0,-153000000.0,,,2000000.0,,,2000000.0,,,,5000000.0,3000000.0,1000000.0,,,,4000000.0,5000000.0,,,,,-1000000.0,,,,0.52,,53500000.0,,,36000000.0,,,-46000000.0,,436000000.0,,8000000.0,17000000.0,,,,,,,283000000.0,,,,,0.0,1000000.0,,,-1000000.0,,,34000000.0,,,3000000.0,,,687000000.0,,,,,36000000.0,,,,,,2000000.0,,130000000.0,10000000.0,10000000.0,,,,1984000000.0,,,,,28000000.0,,1974000000.0,,,,,2000000.0,,,,-4000000.0,,14000000.0,,,418000000.0,,-2000000.0,0.0,,697000000.0,,,1556000000.0,,,29000000.0,29000000.0,,,9000000.0,2000000.0,,685000000.0,,,1000000.0,,,,26000000.0,,0.52,,,7000000.0,,-43000000.0,,3000000.0,,5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,23000000.0,-6000000.0,,57400000.0,,7000000.0,,,,,,,,,2000000.0,,0.0,,,,0.0,,0.0,-319000000.0,-156000000.0,,,67000000.0,,,67000000.0,,,,5000000.0,3000000.0,0.0,,,,-2000000.0,8000000.0,,,,,-1000000.0,,,,0.4,,57400000.0,,,24000000.0,,,30000000.0,,437000000.0,,6000000.0,16000000.0,,,,,,,281000000.0,,,,,0.0,0.0,,,65000000.0,,,28000000.0,,,3000000.0,,,378000000.0,,,,,23000000.0,,,,,,4000000.0,,130000000.0,8000000.0,74000000.0,,,,2035000000.0,,,,,23000000.0,,1961000000.0,,,,,2000000.0,,,,0.0,,13000000.0,,,416000000.0,,3000000.0,381000000.0,,386000000.0,,,1545000000.0,,,23000000.0,23000000.0,,,11000000.0,67000000.0,,376000000.0,,,1000000.0,,,,22000000.0,,0.4,,,6000000.0,,-42000000.0,,3000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,46000000.0,-915000000.0,,62300000.0,,21000000.0,,,,,,,,,67000000.0,,0.0,,,,-25000000.0,,3000000.0,-10000000.0,-652000000.0,,,4000000.0,,,4000000.0,,,,12000000.0,3000000.0,4000000.0,,,,7000000.0,28000000.0,,,,,-2000000.0,,,,0.58,,62300000.0,,,155000000.0,-8000000.0,,726000000.0,,2708000000.0,,43000000.0,85000000.0,,,,,,,2056000000.0,,,,,0.0,0.0,,0.0,-63000000.0,,,58000000.0,,,58000000.0,,,1576000000.0,,,,,147000000.0,,,,,,2000000.0,,130000000.0,40000000.0,89000000.0,,,,3445000000.0,,,,,36000000.0,,3356000000.0,,,,,25000000.0,,,,0.0,,64000000.0,,,139000000.0,,-5000000.0,-35000000.0,,1616000000.0,,,1161000000.0,,,46000000.0,37000000.0,,,-944000000.0,4000000.0,,1551000000.0,,,7000000.0,,,,15000000.0,,0.58,,,30000000.0,,-89000000.0,,21000000.0,,12000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,50000000.0,-36000000.0,255000000.0,62300000.0,3373000000.0,22000000.0,2.13,67000000.0,,-372000000.0,235000000.0,2041000000.0,,,4000000.0,,0.0,0.0,25000000.0,670000000.0,45000000.0,,4000000.0,-38000000.0,-674000000.0,,3000000.0,25000000.0,,,25000000.0,,24000000.0,2716000000.0,13000000.0,3000000.0,-4000000.0,,-674000000.0,,-15000000.0,48000000.0,,,,,-1000000.0,87000000.0,-961000000.0,,0.63,58900000.0,62300000.0,191000000.0,-40000000.0,57000000.0,-6000000.0,-15000000.0,-40000000.0,-920000000.0,2716000000.0,,44000000.0,88000000.0,,,7000000.0,,130000000.0,,2041000000.0,,22000000.0,2.13,1000000.0,0.0,0.0,,0.0,21000000.0,44000000.0,,63000000.0,0.0,-51000000.0,22000000.0,381000000.0,257000000.0,1602000000.0,-1000000.0,,-6000000.0,168000000.0,51000000.0,341000000.0,,22000000.0,,,1000000.0,,130000000.0,51000000.0,69000000.0,0.0,1653000000.0,,3442000000.0,3442000000.0,,155000000.0,25000000.0,40000000.0,3000000.0,3373000000.0,1578000000.0,86000000.0,4000000.0,,24000000.0,,48000000.0,-225000000.0,-36000000.0,191000000.0,66000000.0,1195000000.0,,137000000.0,9000000.0,-7000000.0,-16000000.0,137000000.0,1653000000.0,,1000000.0,1195000000.0,0.0,25000000.0,50000000.0,41000000.0,,86000000.0,4000000.0,25000000.0,4000000.0,1578000000.0,,,7000000.0,33000000.0,,69000000.0,19000000.0,272000000.0,0.63,-11000000.0,1602000000.0,33000000.0,51000000.0,-51000000.0,58900000.0,22000000.0,126000000.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,67000000.0,-4000000.0,,62300000.0,,20000000.0,,,,,,,,,25000000.0,,0.0,,,,0.0,,1000000.0,-10000000.0,-695000000.0,,,41000000.0,,,41000000.0,,,,12000000.0,3000000.0,3000000.0,,,,16000000.0,51000000.0,,,,,-1000000.0,,,,0.9,,62300000.0,,,97000000.0,-2000000.0,,-75000000.0,,2716000000.0,,46000000.0,87000000.0,,,,,,,2021000000.0,,,,,0.0,,,,16000000.0,,,79000000.0,,,21000000.0,,,1592000000.0,,,,,95000000.0,,,,,,2000000.0,,130000000.0,63000000.0,82000000.0,,,,3446000000.0,,,,,56000000.0,,3364000000.0,,,,,24000000.0,,,,-4000000.0,,66000000.0,,,137000000.0,,5000000.0,-13000000.0,,1655000000.0,,,1206000000.0,,,67000000.0,57000000.0,,,-6000000.0,41000000.0,,1568000000.0,,,7000000.0,,,,33000000.0,,0.9,,,33000000.0,,-52000000.0,,21000000.0,,12000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,45000000.0,0.0,,62300000.0,,19000000.0,,,,,,,,,41000000.0,,0.0,,,,-9000000.0,,0.0,-20000000.0,-706000000.0,,,45000000.0,,,45000000.0,,,,14000000.0,79000000.0,4000000.0,,,,13000000.0,45000000.0,,,,,-2000000.0,,,,0.58,,62300000.0,,,88000000.0,-3000000.0,,-72000000.0,,2710000000.0,,41000000.0,82000000.0,,,,,,,2004000000.0,,,,,0.0,,,,4000000.0,,,59000000.0,,,22000000.0,,,1510000000.0,,,,,85000000.0,,,,,,1000000.0,,130000000.0,128000000.0,82000000.0,,,,3406000000.0,,,,,36000000.0,,3324000000.0,,,,,26000000.0,,,,0.0,,60000000.0,,,136000000.0,,16000000.0,-16000000.0,,1638000000.0,,,1184000000.0,,,45000000.0,37000000.0,,,-12000000.0,45000000.0,,1484000000.0,,,7000000.0,,,,18000000.0,,0.58,,,30000000.0,,-51000000.0,,22000000.0,,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
