,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyChangeInCashSupplementalAsReported,annualDilutedAverageShares,trailingSaleOfInvestment,annualPretaxIncome,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,quarterlyDilutedEPS,trailingPurchaseOfBusiness,annualNonCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualLongTermDebt,trailingPurchaseOfInvestment,quarterlyCommonStockIssuance,annualOtherNonCashItems,annualDepreciationAndAmortization,annualCurrentLiabilities,annualStockBasedCompensation,annualStockholdersEquity,trailingStockBasedCompensation,annualTotalAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualCashFlowFromContinuingFinancingActivities,annualDilutedEPS,trailingChangeInWorkingCapital,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,annualPurchaseOfInvestment,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualChangeInAccountPayable,annualAccountsPayable,trailingOtherIncomeExpense,annualOperatingIncome,annualOperatingCashFlow,trailingOperatingIncome,quarterlyOperatingExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherIntangibleAssets,annualCommonStockIssuance,annualOtherIntangibleAssets,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,trailingRepaymentOfDebt,annualEndCashPosition,quarterlyBasicAverageShares,trailingCashFlowFromContinuingFinancingActivities,trailingTotalRevenue,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualNetPPE,quarterlyCashAndCashEquivalents,trailingNetOtherInvestingChanges,quarterlyCapitalStock,annualBasicAverageShares,annualNetOtherInvestingChanges,annualGrossPPE,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyTotalNonCurrentAssets,trailingEndCashPosition,quarterlyChangesInAccountReceivables,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,trailingPretaxIncome,annualInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualCapitalExpenditure,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,trailingBeginningCashPosition,annualSellingGeneralAndAdministration,annualChangesInAccountReceivables,quarterlyBasicEPS,annualAccumulatedDepreciation,annualCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,trailingOperatingExpense,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTaxProvision,annualNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualInterestExpense,annualRepaymentOfDebt,annualTotalRevenue,trailingChangeInAccountPayable,trailingGrossProfit,quarterlyOtherNonCashItems,annualGrossProfit,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyRetainedEarnings,trailingTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetPPE,annualChangeInWorkingCapital,annualTotalNonCurrentAssets,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,quarterlyTotalRevenue,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyOperatingIncome,trailingNetIncome,annualBasicEPS,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualOperatingExpense,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualBeginningCashPosition,annualNetIncomeContinuousOperations,annualCostOfRevenue,trailingSellingGeneralAndAdministration,quarterlyDilutedAverageShares,annualCurrentDeferredRevenue,trailingChangeInInventory,annualIncomeTaxPayable,annualInventory,annualGoodwill,annualResearchAndDevelopment,trailingCashDividendsPaid,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingBasicEPS,trailingDeferredIncomeTax,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualChangeInInventory,quarterlyIncomeTaxPayable,trailingDilutedEPS,annualCashDividendsPaid,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance,quarterlyGoodwill
1143763200,15212000.0,,,-9205000.0,-9205000.0,13940000.0,,,,,,-0.11,,,35906000.0,8147000.0,,,1370000.0,,,,,,,,34263000.0,13602000.0,18565000.0,,,,,,,,,8784000.0,,,13217000.0,789657000.0,,,,,,,39371000.0,,37585000.0,,,,26487000.0,,,,,85694000.0,,,,59874000.0,45934000.0,,,59874000.0,,858000.0,,,,,,,13614000.0,831457000.0,,,-9205000.0,61413000.0,,,7883000.0,950122000.0,,,874031000.0,9587000.0,19900000.0,,,,1194042000.0,,0.0,-3228000.0,,13502000.0,,,,,-0.11,,,15844000.0,,,,,,,,,,,,76091000.0,,-630000.0,21657000.0,59874000.0,-10525000.0,,,,34541000.0,,,,,,,1082000.0,,-8807000.0,,8703000.0,118665000.0,,,48468000.0,,,398000.0,-933271000.0,,825563000.0,732459000.0,,,,,68804000.0,-5625000.0,,-4830000.0,,,,,,-461583000.0,9253000.0,,,,,,,,85694000.0,,,,,,,,,,,,,,,,,,,,,,,
1151625600,12098000.0,,,-75638000.0,-75638000.0,1722000.0,,,,,,-0.77,,,41414000.0,4167000.0,,,1690000.0,,,,,,,,40176000.0,20061000.0,19837000.0,,,,,,,,,-53914000.0,,,19855000.0,405000000.0,,,,,,,44380000.0,,713435000.0,,,,37654000.0,,,,,98138000.0,,,,61596000.0,59874000.0,,,61596000.0,,1032000.0,,,,1100000000.0,,,21929000.0,1871762000.0,,,-75638000.0,68693000.0,,,-352000.0,2008882000.0,,,1604096000.0,5061000.0,0.0,,,,1574947000.0,,0.0,-5043000.0,,13599000.0,,,,,-0.77,,,23273000.0,,,,,,,,,,,,404786000.0,,-4475000.0,40474000.0,61596000.0,-667233000.0,,,,47200000.0,,,,,,,1473000.0,,75441000.0,,11495000.0,137120000.0,,,1157682000.0,,,197000.0,-1008909000.0,,446414000.0,1089634000.0,,,,,87376000.0,-7037000.0,,2820000.0,,,,,,-485313000.0,656857000.0,,,,,,,,98138000.0,,,,,,,,,,,,,,,,,,,,,,,
1159574400,13119000.0,,,-24341000.0,-24341000.0,-21181000.0,,,,,,-0.24,,,43714000.0,18188000.0,,,1661000.0,,,,,,,,42154000.0,18348000.0,44106000.0,,,,,,,,,435000.0,,,16960000.0,1505000000.0,,,,,,,49702000.0,,724016000.0,,,,43718000.0,,,,,103733000.0,,,,40415000.0,61596000.0,,,40415000.0,,1045000.0,,,,,,,27085000.0,1898730000.0,,,-24341000.0,68012000.0,,,1385000.0,2002129000.0,,,1614164000.0,6242000.0,0.0,,,,1618089000.0,,0.0,-7488000.0,,11954000.0,,,,,-0.24,,,-1552000.0,,,,,,,,,,,,387965000.0,,-221000.0,50034000.0,40415000.0,-37313000.0,,,,56018000.0,,,,,,,55161000.0,,-24147000.0,,11044000.0,103399000.0,,,65450000.0,,,194000.0,-1040959000.0,,1548714000.0,1106702000.0,,,,,98172000.0,-6877000.0,,6316000.0,,,,,,-511387000.0,3013000.0,,,,,,,,103733000.0,,,,,,,,,,,,,,,,,,,,,,,
1167523200,35531000.0,,-739876000.0,-24265000.0,-24265000.0,5733000.0,98193000.0,,-132931000.0,19900000.0,,,,,47017000.0,5288000.0,1555000000.0,,5770000.0,62263000.0,149147000.0,58354000.0,,385921000.0,,2046292000.0,39993000.0,17600000.0,40184000.0,664130000.0,-1.36,,-1065224000.0,,40184000.0,,,-2993000.0,1057000.0,,24665000.0,1555000000.0,,10801000.0,,19508000.0,75960000.0,,50703000.0,1602017000.0,724872000.0,10491000.0,724872000.0,,41288000.0,46148000.0,,,46148000.0,,,,168655000.0,46148000.0,40415000.0,-56184000.0,1105942000.0,46148000.0,,1057000.0,98193000.0,-5542000.0,1644233000.0,,46148000.0,,25500000.0,1918685000.0,,,-24265000.0,87871000.0,,,-36173000.0,2046292000.0,47017000.0,-666000.0,1660371000.0,26101000.0,0.0,47000.0,-28969000.0,,1644233000.0,,0.0,13954000.0,,10801000.0,-707000.0,,42277000.0,,,-538291000.0,127607000.0,-666000.0,,87871000.0,,,,5288000.0,,-133448000.0,,,17600000.0,385921000.0,214000.0,-216000.0,48788000.0,46148000.0,-24805000.0,517000.0,-27257000.0,,56757000.0,,88128000.0,,351102000.0,,,4547000.0,194516000.0,-24312000.0,,10810000.0,127607000.0,46991000.0,,58354000.0,,,-47000.0,-1065224000.0,,1602017000.0,1105942000.0,-1805000.0,1918685000.0,,0.0,96750000.0,-9430000.0,,6054000.0,,-1.36,1660371000.0,-133448000.0,,-538291000.0,-4993000.0,175008000.0,,,45934000.0,-133448000.0,156586000.0,,,24665000.0,,,,,,,,,,,,,,,,,,,,,,
1175299200,26548000.0,,,-16394000.0,-16394000.0,173336000.0,,,,,,-0.16,,,53178000.0,4634000.0,,,29640000.0,,,,,,,,37466000.0,14979000.0,35748000.0,,,,,,,,,35000.0,,,26993000.0,1905000000.0,,,,,,,51117000.0,,738566000.0,,,,41943000.0,,,,,105666000.0,,,,219484000.0,46148000.0,,,219484000.0,,1028000.0,,,,,,,22996000.0,1951456000.0,,,-16394000.0,98380000.0,,,1266000.0,2246184000.0,,,2013794000.0,20777000.0,,,,-91236000.0,1679571000.0,,0.0,-400000.0,,9010000.0,,,,,-0.16,,,-808000.0,,,,,,,,,,,,232390000.0,,-257000.0,49310000.0,219484000.0,-57807000.0,,,,58342000.0,,,,,,,1417000.0,,-16302000.0,,10824000.0,294728000.0,,,55616000.0,,,92000.0,-1172822000.0,,1958178000.0,1114510000.0,,,,,95808000.0,-5771000.0,,7225000.0,,,,,,-565061000.0,204595000.0,,,,,,,,105666000.0,,,,,,,,,,,,,,,,,,,,,,,
1183161600,26732000.0,,,-15072000.0,-15072000.0,-121950000.0,,,,,,-0.15,,,55090000.0,6002000.0,,,3364000.0,,,,,,,,39250000.0,16645000.0,39144000.0,,,,,,,,,-657000.0,,,27058000.0,1905000000.0,,,,,,,53228000.0,,754412000.0,,,,43731000.0,,,,,103160000.0,,,,198829000.0,219484000.0,,,97534000.0,,1037000.0,,,,,,,23176000.0,1976519000.0,,,-15072000.0,102525000.0,,,1606000.0,2253504000.0,,,2018633000.0,19225000.0,,,,0.0,1711617000.0,,0.0,-5041000.0,,8838000.0,,,,,-0.15,,,-949000.0,,,,,,,,,,,,234871000.0,,-647000.0,51683000.0,97534000.0,-153042000.0,,,,61039000.0,,,,,,,2753000.0,,-14971000.0,,11578000.0,276985000.0,,,58543000.0,,,101000.0,-1187894000.0,,1960090000.0,1119582000.0,,,101295000.0,,100289000.0,-7507000.0,,7811000.0,,,,,,-592035000.0,4360000.0,,,,,,,,103160000.0,,,,,,,,,,,,,,,,,,,,,,,
1191110400,28884000.0,,,-17534000.0,-17534000.0,-54173000.0,,,,,,-0.17,,,58311000.0,5681000.0,,,936000.0,,,,,,,,43652000.0,17981000.0,42692000.0,,,,,,,,,77000.0,,,29798000.0,1905000000.0,,,,,,,54238000.0,,788767000.0,,,,45053000.0,,,,,104188000.0,,,,164598000.0,97534000.0,,,43361000.0,,1055000.0,,,,,,-70275000.0,23164000.0,2051945000.0,,,-17534000.0,103475000.0,,,-2909000.0,2301297000.0,,,2026254000.0,22116000.0,50376000.0,,,0.0,1779426000.0,,0.0,-210000.0,41000.0,9483000.0,,,,,-0.17,,,-1090000.0,,,,,,,,,,,,275043000.0,,-456000.0,50505000.0,43361000.0,-81076000.0,,,,59549000.0,,,,,,,1595000.0,,-16992000.0,,11289000.0,249352000.0,,,62943000.0,,,542000.0,-1205428000.0,,1963311000.0,1159703000.0,,,121237000.0,,103201000.0,-6768000.0,,5311000.0,,,,,,-619723000.0,-1981000.0,,,,,,,,104188000.0,,,,,,,,,,,,,,,,,,,,,,,
1199059200,40770000.0,,-301884000.0,-28879000.0,-28879000.0,26911000.0,104743000.0,,-77011000.0,137551000.0,,,,,65762000.0,5097000.0,1905000000.0,,1071000.0,22751000.0,177201000.0,76170000.0,,337391000.0,,2384323000.0,42985000.0,20964000.0,41636000.0,203074000.0,-0.74,,-1234307000.0,,41636000.0,-208251000.0,,-15663000.0,1084000.0,,37557000.0,1905000000.0,,12552000.0,,30047000.0,122934000.0,,56218000.0,1970762000.0,868999000.0,35011000.0,868999000.0,,46474000.0,125414000.0,55142000.0,,70272000.0,,,,207813000.0,125414000.0,43361000.0,-16208000.0,1191969000.0,70272000.0,,1084000.0,104743000.0,-2078000.0,1840729000.0,,70272000.0,-17476000.0,23162000.0,2171111000.0,,,-28879000.0,110143000.0,,,-4916000.0,2384323000.0,65762000.0,-1280000.0,2046932000.0,33045000.0,67675000.0,201000.0,-27771000.0,0.0,1840729000.0,,0.0,5914000.0,100000.0,12552000.0,-91236000.0,,45569000.0,,,-648760000.0,213212000.0,-1280000.0,,110143000.0,,,,5097000.0,,-77879000.0,,,20964000.0,337391000.0,24124000.0,-718000.0,56315000.0,70272000.0,-9959000.0,868000.0,-4953000.0,,65918000.0,,92498000.0,,408201000.0,,,16986000.0,244848000.0,-28746000.0,,11878000.0,213212000.0,95163000.0,,76170000.0,,,133000.0,-1234307000.0,,1970762000.0,1191969000.0,263000.0,2171111000.0,55142000.0,0.0,108903000.0,-7725000.0,,9700000.0,,-0.74,2046932000.0,-77879000.0,,-648760000.0,-3900000.0,214801000.0,,,46148000.0,-77879000.0,163353000.0,,,37557000.0,,,,,,,,,,,,,,,,,,,,,,
1206921600,34745000.0,,,-14634000.0,-14634000.0,56711000.0,,,,,,-0.13,,,67180000.0,5463000.0,,,1701000.0,,,,,,,,40235000.0,15443000.0,36952000.0,,,,,,,,,-2348000.0,,,36608000.0,1945000000.0,,,,,,,57844000.0,,876096000.0,,,,49702000.0,,,,,108469000.0,,,,138770000.0,70272000.0,,,126983000.0,,1085000.0,,,,,,,23655000.0,2187367000.0,,,-14634000.0,114177000.0,,,-1294000.0,2406902000.0,,,2081015000.0,26383000.0,40900000.0,,,,1875408000.0,,0.0,-4013000.0,-98000.0,11321000.0,,,,,-0.13,,,-1420000.0,,,,,,,,,,,,325887000.0,,-617000.0,61680000.0,126983000.0,-18441000.0,,,,69682000.0,,,,,,,3784000.0,,-14556000.0,,10491000.0,219535000.0,,,68835000.0,,,78000.0,-1248941000.0,,2012180000.0,1197094000.0,,,11787000.0,,109917000.0,-8362000.0,,11838000.0,,,,,,-678314000.0,40407000.0,,,,,,,,108469000.0,,,,,,,,,,,,,,,,,,,,,,,
1214784000,45366000.0,,,-18390000.0,-18390000.0,80287000.0,,,,,,-0.17,,,73805000.0,6999000.0,,,59306000.0,,,,,,,,39361000.0,17724000.0,15707000.0,,,,,,,,,-2541000.0,,,39474000.0,2455000000.0,,,,,,,61801000.0,,996591000.0,,,,52029000.0,,,,,107131000.0,,,,216524000.0,126983000.0,,,207270000.0,,1059000.0,,,,,,,25163000.0,2440784000.0,,,-18390000.0,127426000.0,,,-137226000.0,2733109000.0,,,2603144000.0,36953000.0,0.0,,,,2026036000.0,,15013000.0,6661000.0,61000.0,10142000.0,,,,,-0.17,,,-1560000.0,,,,,,,,,,,,129965000.0,,-151000.0,62959000.0,207270000.0,-264662000.0,,,,72591000.0,,,,,,,5010000.0,,-18200000.0,,12548000.0,292325000.0,,,74339000.0,,,190000.0,-1387296000.0,,2528805000.0,1316767000.0,,,9254000.0,,111952000.0,-8413000.0,,10790000.0,,,,,,-709269000.0,299583000.0,,,,,,,,107131000.0,,,,,,,,,,,,,,,,,,,,,,,
1222732800,53998000.0,,,-16423000.0,-16423000.0,231885000.0,,,,,,-0.15,,,77783000.0,13938000.0,,,1123000.0,,,,,,,,42008000.0,27025000.0,12792000.0,,,,,,,,,-939000.0,,,43820000.0,2821948000.0,,,,,,,65221000.0,,1298343000.0,,,,55840000.0,,,,,107384000.0,,,,439316000.0,207270000.0,,,439155000.0,,1137000.0,,,,5500000.0,,,25080000.0,2873402000.0,,,-16423000.0,139072000.0,,,135654000.0,3387848000.0,,,3000558000.0,44050000.0,0.0,,,0.0,2177718000.0,,0.0,13437000.0,157000.0,10544000.0,,,,,-0.15,,,-1699000.0,,,,,,,,,,,,387290000.0,,-95000.0,67406000.0,439155000.0,-45952000.0,,,,76648000.0,,,,,,,2519000.0,,-15999000.0,,12496000.0,514446000.0,,,100827000.0,,,424000.0,-1403719000.0,,2899731000.0,1435987000.0,,,161000.0,,118656000.0,-9948000.0,,11427000.0,,,,,,-741731000.0,223839000.0,,,,,,,,107384000.0,,,,,,,,,,,,,,,,,,,,,,,
1230681600,39587000.0,,-580549000.0,2684000.0,2684000.0,-360299000.0,109882000.0,,-45726000.0,41044000.0,,,,16309000.0,80495000.0,2850000.0,2548660000.0,,-55627000.0,331000.0,211445000.0,90594000.0,7207000.0,491759000.0,,3211508000.0,46561000.0,27475000.0,16351000.0,415437000.0,-0.43,,-1401035000.0,,16351000.0,0.0,,11379000.0,1175000.0,,45306000.0,2548660000.0,,30492000.0,,46503000.0,173696000.0,,75419000.0,2629155000.0,1425132000.0,6503000.0,1425132000.0,,53874000.0,79018000.0,162000.0,,78856000.0,,,,270384000.0,79018000.0,439155000.0,5553000.0,1502672000.0,78856000.0,,1175000.0,109882000.0,-980000.0,2278935000.0,6000000.0,78856000.0,,30767000.0,3057193000.0,,,2684000.0,96005000.0,,,-1323000.0,3211508000.0,64186000.0,-1549000.0,2719749000.0,30144000.0,144000.0,159000.0,-36166000.0,0.0,2278935000.0,,10658000.0,-8258000.0,39000.0,8963000.0,-120000000.0,,48841000.0,14408000.0,,-776263000.0,154315000.0,-1549000.0,,96005000.0,,,,48156000.0,,-46763000.0,,,5946000.0,491759000.0,8584000.0,-117000.0,78759000.0,78856000.0,-251494000.0,1037000.0,-4189000.0,,87868000.0,,104665000.0,-525427000.0,474954000.0,,,-10982000.0,306789000.0,3029000.0,,13305000.0,154315000.0,137530000.0,,90594000.0,,,345000.0,-1401035000.0,,2629155000.0,1502672000.0,7827000.0,3057193000.0,162000.0,20347000.0,134429000.0,-9443000.0,,12449000.0,,-0.43,2719749000.0,-46763000.0,6000000.0,-776263000.0,-148392000.0,260286000.0,-584498000.0,,70272000.0,-46763000.0,168165000.0,,,45306000.0,,,,,,,,,,,,,,,,,,,,,,
1238457600,49284000.0,,,-17890000.0,-17890000.0,10928000.0,,,,,,-0.15,,,81999000.0,2785000.0,,,1365000.0,,,,,,,,44538000.0,27014000.0,14080000.0,,,,,,,,,2951000.0,,,45936000.0,2348069000.0,,,,,,,75728000.0,,1405389000.0,,,,,,,,,117984000.0,,,,89948000.0,78856000.0,,,89784000.0,,1187000.0,,,,6000000.0,,,35671000.0,3011285000.0,,1384000.0,-17890000.0,96356000.0,,,787000.0,3172020000.0,,,2521871000.0,41722000.0,0.0,,,,2295609000.0,,11200000.0,-3824000.0,0.0,10068000.0,,,,,-0.15,,,-1799000.0,,,,,,,,,,1626000.0,,650149000.0,,6200000.0,81676000.0,89784000.0,-5471000.0,,,,90512000.0,,,,,,,9210000.0,,-17648000.0,,12075000.0,160735000.0,,-4119000.0,91803000.0,,-43544000.0,242000.0,-1452921000.0,,2430068000.0,1482953000.0,,,164000.0,,135050000.0,-7562000.0,,14784000.0,,,,,,-812656000.0,-32885000.0,,,,,,,,117984000.0,,,,,,,,,,,,,,,,,,,,,,,
1246320000,58162000.0,,,-29428000.0,-29360000.0,84445000.0,,,,,,-0.25,,,87826000.0,51194000.0,,,444000.0,,,,,,,,43872000.0,9186000.0,13642000.0,,,,,,,,,-1785000.0,,,48113000.0,2383587000.0,,,,,,,77415000.0,,1399967000.0,,,,,,,,,117079000.0,,,,177999000.0,89784000.0,,,174229000.0,,1166000.0,,,,6000000.0,,,42616000.0,3008588000.0,,1814000.0,-29360000.0,99240000.0,,,-474000.0,3255511000.0,,,2568384000.0,44091000.0,0.0,,,,2327383000.0,,18520000.0,8065000.0,-24000.0,30591000.0,,,,,-0.25,,,-1945000.0,,,,,,,,,,2325000.0,,687127000.0,,-116000.0,77668000.0,174229000.0,-43247000.0,,,,92323000.0,,,,,,,12425000.0,,-29199000.0,,13164000.0,246923000.0,,-25470000.0,96971000.0,,-467180000.0,229000.0,-1532263000.0,,2471413000.0,1478308000.0,,,3770000.0,,136195000.0,-14071000.0,,14908000.0,,,,,,-849075000.0,69530000.0,,,,,,,,117079000.0,,,,,,,,,,,,,,,,,,,,,,,
1254268800,62355000.0,,,-50189000.0,-50109000.0,111614000.0,,,,,,-0.43,,,90980000.0,52722000.0,,,1159000.0,,,,,,,,45288000.0,26796000.0,15630000.0,,,,,,,,,-15900000.0,,,49804000.0,2508419000.0,,,,,,,78150000.0,,1385200000.0,,,,,,,,,116686000.0,,,,292175000.0,174229000.0,,,285843000.0,,1167000.0,,,,0.0,,-2560000.0,50456000.0,2996857000.0,,-2354000.0,-50109000.0,142590000.0,,,-512876000.0,3351603000.0,,,2713653000.0,49882000.0,0.0,,,0.0,2355014000.0,,20407000.0,16713000.0,-76000.0,34736000.0,,,,,-0.43,,,-3777000.0,,,,,,,,,,1922000.0,,637950000.0,,-11000.0,65231000.0,285843000.0,-39580000.0,,,,94001000.0,,,,,,,14027000.0,,-50171000.0,,13204000.0,354746000.0,,-25030000.0,114254000.0,,-128107000.0,18000.0,-1582372000.0,,2599399000.0,1469067000.0,,,6332000.0,,139289000.0,-12473000.0,,15851000.0,,,,,,-885947000.0,88839000.0,,,,,,,,116686000.0,,,,,,,,,,,,,,,,,,,,,,,
1262217600,52757000.0,,-229075000.0,-43610000.0,-43510000.0,-124526000.0,117165000.0,,-140627000.0,980000.0,,,,,94570000.0,3184000.0,2460402000.0,,4077000.0,50362000.0,258537000.0,158725000.0,8200000.0,599949000.0,,3313646000.0,46844000.0,63661000.0,19644000.0,88978000.0,-1.2,,-1627602000.0,,19644000.0,-9164000.0,,-9911000.0,1171000.0,,54013000.0,2460402000.0,,37329000.0,,63648000.0,222558000.0,,80032000.0,2554972000.0,1435591000.0,7045000.0,1435591000.0,,,166669000.0,5352000.0,,161317000.0,,,,298660000.0,166669000.0,285843000.0,-24648000.0,1496938000.0,161317000.0,,1171000.0,117165000.0,6042000.0,2411612000.0,28648000.0,161317000.0,-3000000.0,52007000.0,3076808000.0,,-4341000.0,-43510000.0,106377000.0,,,512179000.0,3313646000.0,94570000.0,-2803000.0,2713697000.0,40120000.0,980000.0,-265000.0,-46743000.0,-1720000.0,2411612000.0,,10392000.0,5803000.0,-165000.0,9219000.0,-51720000.0,,52785000.0,-3497000.0,,-914674000.0,236838000.0,-2803000.0,,144279000.0,,,,57197000.0,,-140871000.0,,2327000.0,35551000.0,599034000.0,82461000.0,-31000.0,74086000.0,161317000.0,-140777000.0,492000.0,-384000.0,,98136000.0,,180750000.0,-1196147000.0,555513000.0,,,14700000.0,374970000.0,-43608000.0,,14345000.0,236838000.0,175815000.0,-126179000.0,158725000.0,,-557316000.0,2000.0,-1627602000.0,,2554972000.0,1496938000.0,26757000.0,3076808000.0,5352000.0,20240000.0,144980000.0,-12637000.0,,18104000.0,,-1.2,2713697000.0,-140871000.0,28648000.0,-914674000.0,-36506000.0,311322000.0,-180798000.0,,78856000.0,-141119000.0,180543000.0,,,54013000.0,,,,,,,,,,,,,,,,,,,,,,
1269993600,37418000.0,,,-37411000.0,-37326000.0,-43043000.0,,,,,,-0.32,,,96861000.0,52316000.0,,,4825000.0,,,,,,,,47072000.0,24362000.0,14825000.0,,,,,,,,,-4340000.0,,,49200000.0,2472235000.0,,,,,,,81952000.0,,1420547000.0,,,,67446000.0,,,,,117118000.0,,,,121834000.0,161317000.0,,,118274000.0,,1171000.0,,,,29116000.0,,-32300000.0,51985000.0,3086127000.0,,4184000.0,-37326000.0,192912000.0,,,3185000.0,3270641000.0,,,2708334000.0,25257000.0,2017000.0,,,-8681000.0,2424052000.0,,20755000.0,-1170000.0,-114000.0,33444000.0,,,,,-0.32,,,-1805000.0,,,,,,,,,,2572000.0,,562307000.0,,24000.0,82129000.0,118274000.0,-72752000.0,,,,100893000.0,,,,,,,8441000.0,,-37302000.0,,14506000.0,184514000.0,,-30345000.0,139238000.0,,-7038000.0,109000.0,-1673606000.0,,2569096000.0,1472668000.0,,,3560000.0,,147965000.0,-12161000.0,,18941000.0,,,,,,-951384000.0,-7709000.0,,,,,,,,117118000.0,,,,,,,,,,,,,,,,,,,,,,,
1277856000,60717000.0,,,-83854000.0,-83699000.0,109665000.0,,,,,,-0.72,,,101209000.0,59906000.0,,,1928000.0,,,,,,,,49958000.0,31980000.0,17065000.0,,,,,,,,,-52985000.0,,,56554000.0,2777839000.0,,,,,,,83128000.0,,1433110000.0,,,,,,,,,115666000.0,,,,232161000.0,118274000.0,,,227939000.0,,1146000.0,,,,29591000.0,,-2170000.0,52491000.0,3130590000.0,,-4847000.0,-83699000.0,206938000.0,,,1206031000.0,3433689000.0,,,3035865000.0,45380000.0,1510000.0,,,-88400000.0,2480207000.0,,25789000.0,6874000.0,-134000.0,35340000.0,,,,,-0.72,,,1305000.0,,,,,,,,,,2780000.0,,397824000.0,,-691000.0,37450000.0,227939000.0,-98291000.0,,,,104557000.0,,,,,,,15074000.0,,-83872000.0,,14297000.0,303099000.0,,-81625000.0,156817000.0,,-972320000.0,-18000.0,-1845679000.0,,2879048000.0,1490542000.0,,,4222000.0,,154515000.0,-15337000.0,,21429000.0,,,,,,-989665000.0,147239000.0,,,,,,,,115666000.0,,,,,,,,,,,,,,,,,,,,,,,
