date,quarterlyOperatingIncome,annualBasicAverageShares,trailingNetIncomeContinuousOperations,annualRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,annualOperatingExpense,annualCurrentAccruedExpenses,quarterlyGrossPPE,quarterlyGrossProfit,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,annualCashAndCashEquivalents,annualCurrentAssets,trailingCostOfRevenue,annualChangesInAccountReceivables,annualTotalRevenue,quarterlyChangeInInventory,trailingChangesInAccountReceivables,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,annualInterestExpense,trailingBeginningCashPosition,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualBasicEPS,quarterlyRepurchaseOfCapitalStock,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,annualAccumulatedDepreciation,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyEbitda,annualNetIncomeCommonStockholders,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockBasedCompensation,quarterlyDilutedAverageShares,annualOtherNonCurrentAssets,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyStockholdersEquity,annualTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,annualCommonStockIssuance,quarterlyPurchaseOfBusiness,annualFreeCashFlow,annualRetainedEarnings,quarterlyCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyOperatingExpense,trailingFreeCashFlow,quarterlyBasicEPS,quarterlyGoodwill,trailingChangeInAccountPayable,trailingNetIncomeCommonStockholders,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualCashDividendsPaid,annualOtherCurrentAssets,annualCostOfRevenue,annualBeginningCashPosition,quarterlyOtherCurrentAssets,annualNetIncome,annualCurrentDebt,annualTaxProvision,annualTotalAssets,quarterlyRepaymentOfDebt,annualDilutedEPS,annualSellingGeneralAndAdministration,trailingTaxProvision,annualTotalNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualDepreciationAndAmortization,trailingPurchaseOfBusiness,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,annualChangeInInventory,annualStockBasedCompensation,trailingStockBasedCompensation,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicAverageShares,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyLongTermDebt,annualCapitalStock,trailingCashDividendsPaid,annualGoodwill,trailingNetIncome,quarterlyNetPPE,annualGrossProfit,quarterlyPretaxIncome,quarterlyAccountsReceivable,annualInventory,quarterlyTaxProvision,annualOtherIntangibleAssets,trailingChangeInInventory,annualNetPPE,annualCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualOperatingCashFlow,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,trailingPretaxIncome,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,annualRepaymentOfDebt,trailingTotalRevenue,trailingPurchaseOfInvestment,annualCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,quarterlyDilutedEPS,annualPretaxIncome,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualEndCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,annualOperatingIncome,quarterlySaleOfInvestment,trailingInvestingCashFlow,annualAccountsPayable,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,quarterlyCapitalStock,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingOtherIncomeExpense,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingResearchAndDevelopment,trailingCommonStockIssuance
2007-03-31,226627000.0,,,,,-68270000.0,1490000.0,62113000.0,625303000.0,,,,,,561471000.0,486410000.0,,,437749000.0,,,,,,,,,-241000.0,,,,338264000.0,,,222316000.0,-183841000.0,,0.0,,,,,,780145000.0,247269000.0,,,,,379289000.0,,-7131000.0,,1705446000.0,,,275916000.0,99485000.0,138893000.0,,,,,1466264000.0,0.0,259783000.0,,0.41,222891000.0,,,259783000.0,96620000.0,,,,,,155414000.0,,,,,,,,,,44127000.0,,,,,22929000.0,,,,,,,,249818000.0,,,,,147390000.0,149964000.0,370264000.0,0.0,,96695000.0,-216812000.0,-24544000.0,97424000.0,,0.0,,,,-43019000.0,2865000.0,,,,,344659000.0,,239615000.0,124858000.0,,92225000.0,,,,,35507000.0,713858000.0,,,,72151000.0,265335000.0,,,11957000.0,676931000.0,,,,,,,,,,,,,0.4,,2143195000.0,149964000.0,,,-7012000.0,,,,20642000.0,,,554527000.0,,,,,,3711000.0,-713857000.0,235000.0,222316000.0,936174000.0,,,,,,,,,,,,,,
2007-06-30,245401000.0,369661000.0,,-149999000.0,,70848000.0,12638000.0,109309000.0,652129000.0,,,,1029589000.0,298452000.0,599529000.0,509276000.0,,,539158000.0,636529000.0,-140872000.0,,556956000.0,1740196000.0,,,2612456000.0,-41374000.0,,,,407996000.0,,,556956000.0,42477000.0,1.8,0.0,628860000.0,48442000.0,-231068000.0,,6638000.0,940757000.0,266730000.0,663665000.0,,131162000.0,,,29150000.0,-3288000.0,39816000.0,1910354000.0,539158000.0,377356000.0,298452000.0,131162000.0,142853000.0,112119000.0,,638230000.0,940757000.0,1740196000.0,0.0,263875000.0,,,213794000.0,,,263875000.0,91849000.0,2865000.0,,0.0,589470000.0,143388000.0,0.0,663665000.0,235000.0,398141000.0,2449512000.0,,1.76,1029589000.0,,709316000.0,35399000.0,1910354000.0,-6529000.0,,,20201000.0,,,,80887000.0,,685789000.0,36448000.0,291192000.0,-57698000.0,,,-375926000.0,159403000.0,160612000.0,,0.0,,256764000.0,-231068000.0,-42520000.0,29150000.0,36448000.0,0.0,107814000.0,,-920999000.0,334640000.0,2865000.0,3725000.0,,213794000.0,,368461000.0,2022986000.0,259209000.0,107814000.0,291192000.0,99806000.0,11865000.0,,368461000.0,407996000.0,15198000.0,628860000.0,779102000.0,1074284000.0,91849000.0,214244000.0,222316000.0,,,11865000.0,709316000.0,1185816000.0,413568000.0,0.0,,0.0,-12792000.0,,,,,10392000.0,,,1034670000.0,2449512000.0,160612000.0,,556956000.0,-12792000.0,,0.0,,21329000.0,,993397000.0,-507952000.0,,109309000.0,599529000.0,,,3725000.0,592949000.0,235000.0,556956000.0,1185816000.0,,,,,,,,,,,,,,
2007-09-30,238758000.0,,,,,-60112000.0,2238000.0,95438000.0,676718000.0,,,,,,631875000.0,518221000.0,,,673198000.0,,,,,,,,,-71857000.0,,,,402124000.0,,,786556000.0,141336000.0,,-132284000.0,,,,,,920533000.0,263486000.0,,,,,379285000.0,,-2545000.0,,2005833000.0,,,306401000.0,271074000.0,158497000.0,,,,,1885897000.0,0.0,279463000.0,,0.42,228465000.0,,,279463000.0,245464000.0,,,,,,138550000.0,,,,,,,,,,-36977000.0,,,,,20923000.0,,,,,,,,363049000.0,,,,,154786000.0,154806000.0,372186000.0,0.0,,125241000.0,-231068000.0,-38724000.0,151849000.0,23030000.0,0.0,,,,229600000.0,2580000.0,,,,,400807000.0,,253754000.0,148942000.0,,98968000.0,,,,,74619000.0,448800000.0,,,,86517000.0,556956000.0,,,12013000.0,793134000.0,,,,,,,,,,,,,0.41,,2679031000.0,154806000.0,,,838000.0,,,,24728000.0,,,283435000.0,,,,,,3725000.0,-103375000.0,285000.0,786556000.0,1235356000.0,,,,,,,,,,,,,,
2007-12-31,403063000.0,,,,,125076000.0,-30903000.0,77355000.0,978017000.0,,,,,,638690000.0,737272000.0,,,728869000.0,,,,,,,,,73444000.0,,,,427005000.0,,,870250000.0,379825000.0,,-706871000.0,,,,,,497299000.0,427474000.0,,,,,366569000.0,,24887000.0,,1581853000.0,,,335165000.0,301864000.0,240745000.0,,,,,1480548000.0,0.0,334209000.0,,0.7,232793000.0,,,334209000.0,275569000.0,,,,,,146462000.0,,,,,,,,,,-688583000.0,,,,,-109000.0,,,,,,,,300730000.0,,,,,252317000.0,252317000.0,362167000.0,0.0,,389662000.0,-231068000.0,-47775000.0,177703000.0,23715000.0,0.0,,,,83694000.0,2580000.0,,,,,407622000.0,,413631000.0,142095000.0,,161314000.0,,,,,4835000.0,21011000.0,,,,341887000.0,786556000.0,,,12056000.0,830174000.0,,,,,,,,,,,,,0.69,,2310722000.0,252317000.0,,,9983000.0,,,,24411000.0,,,486525000.0,,,,,,3523000.0,-58925000.0,14485000.0,870250000.0,891261000.0,,,,,,,,,,,,,,
2008-03-31,256692000.0,,,,,-97236000.0,-8210000.0,63676000.0,744522000.0,,,,,,652011000.0,558318000.0,,,697787000.0,,,,,,,,,4643000.0,,,,364594000.0,,,608200000.0,-20778000.0,,-327445000.0,,,,,,332376000.0,282501000.0,,,,,351593000.0,,2647000.0,,1458453000.0,,,289554000.0,333193000.0,186204000.0,,,,,1270953000.0,0.0,301626000.0,,0.47,263204000.0,,,301626000.0,330613000.0,,,,,,137722000.0,,,,,,,,,,-329191000.0,,,,,723000.0,,,,,,,,319655000.0,,,,,162412000.0,162408000.0,348125000.0,0.0,,85418000.0,-231068000.0,-33278000.0,188778000.0,,0.0,,,,-262050000.0,2580000.0,,,,,420943000.0,,266239000.0,148074000.0,,103827000.0,,,,,1530000.0,8002000.0,,,,52140000.0,870250000.0,,,12362000.0,885287000.0,,,,,,,,,,,,,0.46,,2156240000.0,162408000.0,,,33941000.0,,,,25809000.0,,,12500000.0,,,,,,3412000.0,0.0,11364000.0,608200000.0,616202000.0,,,,,,,,,,,,,,
2008-06-30,248616000.0,355731000.0,,-1336599000.0,,37924000.0,19968000.0,134726000.0,781500000.0,,,,1259974000.0,315930000.0,754773000.0,593292000.0,,,758024000.0,783039000.0,-174720000.0,,698905000.0,1385709000.0,,,3180757000.0,-38310000.0,,,,450941000.0,,,698905000.0,-54943000.0,2.2,-169999000.0,,23253000.0,-290547000.0,,-16907000.0,375949000.0,274372000.0,783055000.0,,307083000.0,,,83657000.0,25868000.0,5652000.0,1515820000.0,758024000.0,360332000.0,315930000.0,307083000.0,188208000.0,83320000.0,,748641000.0,375949000.0,1385709000.0,0.0,344676000.0,,,258906000.0,,,344676000.0,278086000.0,2580000.0,,99447000.0,773654000.0,556956000.0,99447000.0,783055000.0,285000.0,411910000.0,2273844000.0,,2.17,1259974000.0,,888135000.0,-175510000.0,1515820000.0,50857000.0,,,1716000.0,,,,100704000.0,,782460000.0,26417000.0,345493000.0,-32080000.0,,,445440000.0,213524000.0,213524000.0,,0.0,,323040000.0,-290547000.0,-54943000.0,83657000.0,26417000.0,0.0,106738000.0,,-162300000.0,90705000.0,2580000.0,3367000.0,,258906000.0,,464226000.0,2407103000.0,261325000.0,106738000.0,345493000.0,47801000.0,,,464226000.0,450941000.0,2336000.0,,923361000.0,1247833000.0,278086000.0,268097000.0,608200000.0,,,,888135000.0,698905000.0,141949000.0,0.0,,0.0,21463000.0,,,,,-1230261000.0,,,1194949000.0,2273844000.0,213524000.0,,698905000.0,21463000.0,,0.0,,25756000.0,,1147129000.0,0.0,,134726000.0,754773000.0,,,3367000.0,0.0,285000.0,698905000.0,698905000.0,,,,,,,,,,,,,,
2008-09-30,233486000.0,,,,,-101067000.0,-10780000.0,129491000.0,752529000.0,,,,,,755432000.0,558193000.0,,,759876000.0,,,,,,,,,-78420000.0,,,,460940000.0,,,409510000.0,-66877000.0,,-300436000.0,,,,,,198447000.0,264177000.0,,,,,334023000.0,,12759000.0,,1351036000.0,,,331114000.0,298936000.0,194336000.0,,,,,1211098000.0,-12800000.0,324707000.0,,0.44,262479000.0,,,324707000.0,296691000.0,,,,,,243313000.0,,,,,,,,,,-299078000.0,,,,,1643000.0,,,,,,,,401797000.0,,,,,145811000.0,145811000.0,331865000.0,0.0,,76482000.0,-290547000.0,-45551000.0,172450000.0,,0.0,,,,-289395000.0,2245000.0,,,,,464885000.0,,236132000.0,156478000.0,,90321000.0,,,,,,,,,,30931000.0,698905000.0,,,,899814000.0,,,,,,,,,,,,,0.44,,2110912000.0,145811000.0,,,19434000.0,,,,30691000.0,,,,,,,,,3269000.0,,335000.0,409510000.0,409510000.0,,,,,,,,,,,,,,
2008-12-31,348363000.0,,,,,-13210000.0,-4890000.0,125650000.0,960256000.0,,,,,,890984000.0,692036000.0,,,871950000.0,,,,,,,,,24162000.0,,,,519309000.0,,,424153000.0,-135819000.0,,-103351000.0,,,,,,312035000.0,378764000.0,,,,,325168000.0,,21791000.0,,1466011000.0,,,391260000.0,352641000.0,268220000.0,,,,,1220837000.0,12800000.0,343673000.0,,0.67,303520000.0,,,343673000.0,292029000.0,,,,,,221579000.0,,,,,,,,,,-99628000.0,,,,,-289000.0,,,,,,,,383081000.0,,,,,216906000.0,216906000.0,323655000.0,0.0,,255532000.0,-290547000.0,-142638000.0,102098000.0,35536000.0,0.0,,,,14643000.0,25076000.0,,,,,600437000.0,,348895000.0,192024000.0,,131989000.0,,,,,,,,,,112894000.0,409510000.0,,,,1117124000.0,,,,,,,,,,,,,0.67,,2337961000.0,216906000.0,,,292000.0,,,,30401000.0,,,,,,,,,3210000.0,,2399000.0,424153000.0,424153000.0,,,,,,,,,,,,,,
2009-03-31,185377000.0,,,,,25495000.0,16328000.0,67623000.0,739939000.0,,,,,,,525063000.0,,,774087000.0,,,,,,,,,20643000.0,,,,418273000.0,,,551267000.0,-26571000.0,,-49999000.0,,,,,,376931000.0,216108000.0,,,,,321355000.0,,-32563000.0,,1541914000.0,,,348160000.0,355814000.0,214876000.0,,,,,1231315000.0,0.0,339686000.0,,0.36,271425000.0,,,339686000.0,300219000.0,,,,,,195230000.0,,,,,,,,,,-50609000.0,,,,,1506000.0,6000000.0,,,,,,,357670000.0,,,,,114859000.0,114859000.0,320163000.0,0.0,,206942000.0,,-26571000.0,98592000.0,30609000.0,0.0,,,,127114000.0,24986000.0,,,,,587108000.0,,185256000.0,127148000.0,,70397000.0,,,,,,,,,,180371000.0,424153000.0,,,11304000.0,1084686000.0,,,,,,,,,,,,,0.36,,2316001000.0,114859000.0,,,-5739000.0,,,,30731000.0,,,,,,,,,3175000.0,,2490000.0,551267000.0,551267000.0,,,,,,,,,,,,,,
2009-06-30,204687000.0,323714000.0,,-453786000.0,33563000.0,58418000.0,13002000.0,103029000.0,777744000.0,,,6000000.0,1350697000.0,348619000.0,977999000.0,547318000.0,,,868294000.0,623369000.0,-240329000.0,,800362000.0,1396409000.0,,3309000.0,3230468000.0,37685000.0,,,,459652000.0,,,800362000.0,-35462000.0,1.93,0.0,,6492000.0,-385017000.0,,13660000.0,499951000.0,235878000.0,623369000.0,-37017000.0,408642000.0,17886000.0,,568945000.0,9073000.0,-30364000.0,1696042000.0,868294000.0,325620000.0,348619000.0,408642000.0,230426000.0,,,568823000.0,499951000.0,1396409000.0,-9893000.0,342631000.0,,,283387000.0,,,342631000.0,383570000.0,25072000.0,,161192000.0,907858000.0,698905000.0,63374000.0,623369000.0,8004000.0,353712000.0,2564336000.0,0.0,1.91,1350697000.0,,1167927000.0,9232000.0,1696042000.0,11060000.0,,,3632000.0,6000000.0,,,123014000.0,,0.0,0.0,326148000.0,4070000.0,67542000.0,,-264729000.0,145793000.0,145793000.0,,0.0,,270196000.0,-385017000.0,-25569000.0,116678000.0,0.0,0.0,108707000.0,,,249095000.0,25072000.0,3180000.0,,283387000.0,,592982000.0,2322610000.0,206798000.0,108707000.0,326148000.0,61005000.0,9788000.0,,592982000.0,459652000.0,,,809152000.0,971913000.0,383570000.0,244627000.0,551267000.0,,,9788000.0,1167927000.0,800362000.0,101457000.0,0.0,,-24400000.0,3851000.0,,-285000.0,,,-440083000.0,,,977081000.0,2564336000.0,145793000.0,,800362000.0,3851000.0,21118000.0,0.0,,31191000.0,,971913000.0,0.0,,103029000.0,977999000.0,,,3180000.0,,8004000.0,800362000.0,800362000.0,,,,,,,,,,,,,,
2009-09-30,223247000.0,,,,-10906000.0,61179000.0,-9047000.0,94198000.0,761437000.0,,,,,,,550178000.0,,,953635000.0,,,,,,,,,-6331000.0,,,-23843000.0,532161000.0,,,994680000.0,-20034000.0,,0.0,,,,,,616896000.0,223247000.0,,,,18968000.0,321115000.0,,845000.0,,1840981000.0,,,437259000.0,421474000.0,211259000.0,,0.0,,,1610473000.0,0.0,326931000.0,,0.44,299231000.0,,,326931000.0,397045000.0,,,,,,1167808000.0,,,,,-7943000.0,,,,,-32434000.0,,,,,-648000.0,6000000.0,,,,,,,337545000.0,,,,,140827000.0,140827000.0,318286000.0,0.0,,240539000.0,,-20034000.0,595913000.0,,0.0,,,,194318000.0,24429000.0,,,,,582230000.0,,222651000.0,105120000.0,,81824000.0,,,,,,,,,,220505000.0,800362000.0,,,9788000.0,1184143000.0,,,,,,,,,,,,,0.44,,2794616000.0,140827000.0,,,13525000.0,5238000.0,,,33380000.0,,,,,,,,,3186000.0,,704000.0,994680000.0,994680000.0,,,,,,,,,,,,,,
2009-12-31,380837000.0,,,,28337000.0,100801000.0,-5417000.0,120167000.0,1065005000.0,,,,,,,770939000.0,,,1003564000.0,,,,,,,,,65875000.0,,,-23883000.0,578461000.0,,,1103177000.0,-18065000.0,,-300000000.0,,,,,,534203000.0,380837000.0,,,,19920000.0,321381000.0,,609000.0,,1865566000.0,,,457557000.0,425103000.0,294066000.0,,-1200000.0,,,1716392000.0,0.0,390102000.0,,0.76,293911000.0,,,390102000.0,400764000.0,,,,,,1268343000.0,,,,,-57000.0,,,,,-236894000.0,,,,,87046000.0,6000000.0,,,,,,,269200000.0,,,,,240950000.0,240950000.0,317458000.0,0.0,,363697000.0,,-16865000.0,582255000.0,,0.0,,,,108497000.0,24339000.0,,,,,564483000.0,,380949000.0,,,139999000.0,,,,,,,,,,346832000.0,994680000.0,,,,1152738000.0,,,,,,,,,,,,,0.75,,2869130000.0,240950000.0,,,13922000.0,-74828000.0,,,28053000.0,,,,,,,,,3140000.0,,737000.0,1103177000.0,1103177000.0,,,,,,,,,,,,,,
2010-03-31,249122000.0,,,,-8790000.0,6509000.0,-15596000.0,111194000.0,830669000.0,,,,,,,615575000.0,,,978594000.0,,,,,,,,,-37821000.0,,,-23729000.0,551240000.0,,,702778000.0,-219599000.0,,-400000000.0,,,,,,269083000.0,281700000.0,,,,20054000.0,313960000.0,,-424000.0,,1663393000.0,,,439304000.0,427354000.0,215094000.0,,0.0,,,1510084000.0,-204878000.0,366453000.0,,0.51,291029000.0,,,366453000.0,403109000.0,,,,,,100738000.0,,,,,-90000.0,,,,,-383978000.0,,,,,39841000.0,6000000.0,,,,,,,306673000.0,,,,,157636000.0,157636000.0,309249000.0,0.0,,205116000.0,,-14721000.0,290509000.0,,0.0,,,,-400399000.0,24245000.0,,,,,544365000.0,,249226000.0,118147000.0,,91590000.0,,,,,,204878000.0,,,,190395000.0,1103177000.0,,,,1131903000.0,,,,,,,,,,,,,0.5,,2641987000.0,157636000.0,,,17087000.0,60625000.0,,,32578000.0,,,,,,,,,3042000.0,,742000.0,702778000.0,907656000.0,,,,,,,,,,,,,,
2010-06-30,296965000.0,311413000.0,,-1149998000.0,-7622000.0,-64824000.0,12931000.0,105569000.0,950525000.0,,,6000000.0,1483520000.0,422725000.0,1033594000.0,696999000.0,,,961822000.0,734940000.0,-81116000.0,,596470000.0,1302641000.0,,4344000.0,3607636000.0,-55601000.0,,,-22869000.0,529036000.0,,,596470000.0,75454000.0,2.36,-449998000.0,99928000.0,27616000.0,-485120000.0,,-17129000.0,-30053000.0,329698000.0,734940000.0,1019000.0,432786000.0,22478000.0,,610000000.0,-12177000.0,103665000.0,1505293000.0,961822000.0,315848000.0,422725000.0,432786000.0,253526000.0,,0.0,909761000.0,-30053000.0,1302641000.0,0.0,400034000.0,,,305861000.0,,,400034000.0,408627000.0,24159000.0,-94324000.0,830288000.0,973945000.0,800362000.0,26160000.0,734940000.0,742000.0,416988000.0,2467115000.0,7411000.0,2.33,1483520000.0,,1164474000.0,-366593000.0,1505293000.0,-11147000.0,,,-98623000.0,6000000.0,-1200000.0,,126744000.0,,129932000.0,,363285000.0,-33878000.0,81420000.0,,-182244000.0,195527000.0,195527000.0,,0.0,,181525000.0,-485120000.0,-29496000.0,137886000.0,,0.0,109068000.0,,-229860000.0,-106308000.0,24159000.0,2969000.0,,305861000.0,,548474000.0,2633691000.0,299102000.0,109068000.0,363285000.0,103575000.0,9788000.0,,548474000.0,529036000.0,,99928000.0,990877000.0,1150171000.0,408627000.0,152029000.0,702778000.0,,,9788000.0,1164474000.0,696398000.0,-203892000.0,0.0,,0.0,29395000.0,,-679000.0,,,-1019899000.0,,,1151928000.0,2467115000.0,195527000.0,,596470000.0,29395000.0,13309000.0,0.0,,32733000.0,,1150171000.0,,,105569000.0,1033594000.0,,,2969000.0,-24982000.0,742000.0,596470000.0,696398000.0,,,,,,,,,,,,,,
2010-09-30,285660000.0,,,,-1935000.0,-70929000.0,9896000.0,105448000.0,911669000.0,,,,,,,676171000.0,,,1027157000.0,,,,,,,,,-97681000.0,,,-44774000.0,569651000.0,,,621371000.0,-14520000.0,,-137500000.0,,,,,,-22935000.0,285660000.0,,,,22342000.0,301249000.0,,-4408000.0,,1582673000.0,,,463453000.0,457506000.0,235498000.0,,-776000.0,,,1425250000.0,0.0,390511000.0,,0.64,321671000.0,,,390511000.0,433442000.0,,,,,,833157000.0,,,,,-86000.0,,,,,-140296000.0,,,,,2587000.0,,,,,,,,458920000.0,,,,,188876000.0,188876000.0,296304000.0,-810000.0,,177456000.0,,-23080000.0,638334000.0,,0.0,,,,24901000.0,24064000.0,,,,,546246000.0,,285098000.0,133173000.0,,96222000.0,,,,,,90592000.0,,,,154376000.0,596470000.0,,,,1184580000.0,,,,,,,,,,,,,0.63,,2609830000.0,188876000.0,,,35287000.0,-23749000.0,,,32251000.0,,,99928000.0,,,,,,2957000.0,-90592000.0,750000.0,621371000.0,711963000.0,,,,,,,,,,,,,,
2010-12-31,453335000.0,,,,-2783000.0,83348000.0,5364000.0,103876000.0,1264457000.0,,,,,,,915176000.0,,,1056213000.0,,,,,,,,,96998000.0,,,-44283000.0,593274000.0,,,784232000.0,-94278000.0,,-387499000.0,,,,,,-151760000.0,453335000.0,,,,24981000.0,304655000.0,,-6389000.0,,1738458000.0,,,461489000.0,462939000.0,349281000.0,,776000.0,,,1622624000.0,0.0,461841000.0,,1.02,330032000.0,,,461841000.0,439389000.0,,,,,,1074631000.0,,,,,-476000.0,,,,,-151251000.0,,,,,35428000.0,,,,,,,,367410000.0,,,,,303428000.0,303428000.0,297214000.0,-1124000.0,,407760000.0,,-26118000.0,630576000.0,,0.0,,,,162861000.0,23550000.0,,,,,541471000.0,,452441000.0,180583000.0,,149013000.0,,,,,,155600000.0,,,,381642000.0,621371000.0,,,9788000.0,1172047000.0,,,,,,,,,,,,,1.0,,2794671000.0,303428000.0,,,41097000.0,-46279000.0,,,31228000.0,,,19975000.0,,,,,,2958000.0,-88911000.0,27909000.0,784232000.0,939832000.0,,,,,,,,,,,,,,
2011-03-31,253837000.0,,,,-10583000.0,-19022000.0,-3488000.0,92632000.0,950706000.0,,,,,,,691655000.0,,,979207000.0,,,,,,,,,-31210000.0,,,-44829000.0,550029000.0,,,812740000.0,36400000.0,,-192445000.0,,,,,,-202383000.0,253837000.0,,,,24044000.0,301620000.0,,11456000.0,,1742658000.0,,,456606000.0,429178000.0,259051000.0,,0.0,,,1562402000.0,0.0,437818000.0,,0.63,319035000.0,,,437818000.0,405724000.0,,,,,,153070000.0,,,,,-94000.0,,,,,-235122000.0,,,,,2262000.0,,,,,,,,391442000.0,,,,,186015000.0,186015000.0,294841000.0,-1134000.0,,227409000.0,,-41780000.0,606621000.0,,0.0,,,,28508000.0,23454000.0,,,,,552842000.0,,252995000.0,131731000.0,,66980000.0,,,,,,73419000.0,,,,185629000.0,784232000.0,,,9788000.0,1159463000.0,,,,,,,,,,,,,0.62,,2721865000.0,186015000.0,,,42547000.0,45953000.0,,,30370000.0,,,130614000.0,,,,,,2933000.0,-52434000.0,791000.0,886159000.0,886159000.0,,,,,,,,,,,,,,
2011-06-30,312092000.0,294877000.0,,-1098000000.0,25043000.0,-55226000.0,27952000.0,118612000.0,1031675000.0,162566000.0,,,1718617000.0,230938000.0,1165859000.0,740539000.0,,,1022547000.0,880800000.0,-147744000.0,,699782000.0,1452388000.0,,-31831000.0,4158507000.0,-32827000.0,,,-44229000.0,593017000.0,,,699782000.0,12767000.0,2.99,-380556000.0,2256000.0,401735000.0,-583511000.0,,39724000.0,-445654000.0,343349000.0,880800000.0,9742000.0,429530000.0,24463000.0,,155931000.0,9131000.0,-61829000.0,1612569000.0,1022547000.0,301558000.0,230938000.0,429530000.0,291136000.0,,0.0,885527000.0,-445654000.0,1452388000.0,0.0,428447000.0,,,331004000.0,,,428447000.0,81544000.0,23360000.0,-178115000.0,53516000.0,1134966000.0,596470000.0,53516000.0,880800000.0,795000.0,420419000.0,2635116000.0,-90000.0,2.92,1718617000.0,,1182728000.0,-348457000.0,1612569000.0,890590000.0,,,17887000.0,,0.0,,125106000.0,,321679000.0,,421831000.0,-64720000.0,95830000.0,,-59631000.0,202481000.0,202481000.0,,-1668000.0,,220646000.0,-583511000.0,-56766000.0,155931000.0,,0.0,142898000.0,,-233566000.0,-112958000.0,23360000.0,2886000.0,,331004000.0,,582348000.0,3023541000.0,310685000.0,142898000.0,421831000.0,108204000.0,9788000.0,,582348000.0,593017000.0,,2256000.0,1033271000.0,1430030000.0,406170000.0,163880000.0,812740000.0,,,9788000.0,1182728000.0,702038000.0,103312000.0,0.0,,0.0,54911000.0,,-746000.0,,,-875126000.0,162566000.0,,1301219000.0,2635116000.0,202481000.0,,699782000.0,54911000.0,-7756000.0,-4736000.0,,31257000.0,,1304924000.0,71162000.0,,118612000.0,1165859000.0,,,2886000.0,-1629000.0,795000.0,699782000.0,702038000.0,,,,,,,,,,,,,,
