,annualNetPPE,quarterlyOperatingExpense,annualTotalNonCurrentAssets,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualGrossProfit,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,annualDilutedEPS,annualEbitda,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,trailingOtherNonCashItems,quarterlyDilutedEPS,annualPurchaseOfBusiness,annualBeginningCashPosition,annualIncomeTaxPayable,quarterlyOtherIntangibleAssets,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,annualBasicAverageShares,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,annualInvestingCashFlow,annualOperatingExpense,quarterlyIncomeTaxPayable,quarterlyGrossPPE,annualAccumulatedDepreciation,annualPurchaseOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,trailingPurchaseOfBusiness,trailingPurchaseOfInvestment,annualChangesInAccountReceivables,trailingInterestExpense,trailingNetIncomeContinuousOperations,trailingCashDividendsPaid,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,quarterlyStockBasedCompensation,trailingStockBasedCompensation,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,annualInterestExpense,trailingChangeInWorkingCapital,annualRepaymentOfDebt,trailingChangesInAccountReceivables,quarterlyBasicAverageShares,quarterlyBasicEPS,annualGoodwill,annualCapitalStock,annualStockBasedCompensation,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingCommonStockIssuance,annualOperatingIncome,annualOtherShortTermInvestments,quarterlyCurrentAssets,trailingFreeCashFlow,annualTotalRevenue,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,annualOtherCurrentAssets,quarterlyRetainedEarnings,trailingTotalRevenue,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,trailingEndCashPosition,trailingTaxProvision,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalAssets,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,annualInvestmentsAndAdvances,annualNetIncome,annualCurrentDebt,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualOtherNonCurrentAssets,trailingSaleOfInvestment,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualLongTermDebt,annualBasicEPS,annualCurrentAssets,annualRepurchaseOfCapitalStock,trailingPretaxIncome,annualOtherNonCashItems,quarterlyDilutedAverageShares,annualTotalAssets,quarterlyOtherCurrentAssets,annualStockholdersEquity,quarterlyGoodwill,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,annualRetainedEarnings,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualSaleOfInvestment,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,trailingChangeInInventory,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,annualInventory,quarterlyAccountsPayable,trailingGrossProfit,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualDeferredIncomeTax,trailingCapitalExpenditure,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingBasicEPS,trailingDeferredIncomeTax,trailingCostOfRevenue,quarterlyChangeInInventory,annualChangeInInventory,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingChangeInAccountPayable,annualAccountsPayable
1041292800,551202000.0,34629000.0,,,228303000.0,3494000.0,41545000.0,228303000.0,15178000.0,,5480000.0,-14000.0,-1.0,30511000.0,,216056000.0,-68692000.0,34739000.0,,,,551202000.0,3425000.0,,177000000.0,,,-9091000.0,669188000.0,5612000.0,,3839000.0,,-117986000.0,,,,11445000.0,,,,,34739000.0,,,,,30880000.0,127870000.0,,669188000.0,-117986000.0,,7894000.0,,-727000.0,9698000.0,,,19630000.0,,,,-6728000.0,,,,-2882000.0,369000.0,,,,,,-1434000.0,46108000.0,,213125000.0,3733000.0,27332000.0,,-111404000.0,,,,,216056000.0,,,-2882000.0,,,9241000.0,213125000.0,,,137111000.0,12932000.0,5294000.0,-4427000.0,1220000.0,,-1588000.0,322919000.0,,,-214409000.0,,15178000.0,,,27901000.0,,,-14597000.0,31607000.0,15178000.0,,322919000.0,7167000.0,802620000.0,,,-15729000.0,40818000.0,36887000.0,-14646000.0,177000000.0,,0.0,-10701000.0,-10701000.0,,,,6285000.0,306462000.0,-1.0,,,,36509000.0,,802620000.0,,479701000.0,,,-34761000.0,18975000.0,21270000.0,1688000.0,,2766000.0,,,-214409000.0,479701000.0,,,306462000.0,36887000.0,,2766000.0,,,,,10895000.0,,-686000.0,15178000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,13467000.0,,,,,,66395000.0,25673000.0,,15178000.0,-118000.0,,,,697130000.0,,,,,,590350000.0,2680000.0,,,,,-439000.0,,5112000.0,-32000.0,-321000.0,,-123023000.0,,0.03,,,,,,,,,,,,,,,713373000.0,,,14519000.0,,,10495000.0,,,,,,,11097000.0,,,,-3505000.0,-6164000.0,,,,,,16426000.0,,,40722000.0,,,,,,37145000.0,0.03,,,,,,,,,,,,,9369000.0,5329000.0,,1471000.0,,,,,,157230000.0,,,,-4029000.0,24564000.0,,,,,,,315246000.0,14487000.0,800331000.0,,,956000.0,,,,,,,5985000.0,956000.0,,,,,,,,,,,37145000.0,,,,,,,476000.0,,,,3769000.0,,,,485085000.0,,,306344000.0,40722000.0,,,,,,,-3585000.0,,429000.0,25673000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,7915000.0,,,,,,72041000.0,45485000.0,,25673000.0,-204831000.0,,,,697155000.0,,,,,,587612000.0,2018000.0,,187122000.0,,,-14467000.0,,,-1275000.0,180239000.0,,-128236000.0,,0.05,,,,,,,,,,,,,,,715848000.0,,,16933000.0,,,19812000.0,,,,,,,12874000.0,,,,-6034000.0,2102000.0,,,,,,18278000.0,,,26556000.0,,,,,,37153000.0,0.05,,,,,,,,,,,,,2598000.0,5404000.0,,1461000.0,,,,,,164059000.0,,,,2722000.0,20789000.0,,,,,,,308154000.0,15658000.0,797680000.0,,,1800000.0,,,,,,,6829000.0,5491000.0,,,,,,,,,,,38212000.0,,,,,,,831000.0,,,,2575000.0,,,,489526000.0,,,298757000.0,26556000.0,,,,,,,17346000.0,,,45485000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,11865000.0,,,,,,32570000.0,6079000.0,,45485000.0,-8113000.0,,,,697260000.0,,,,,,576481000.0,717000.0,,190545000.0,,,-56043000.0,,5468000.0,0.0,3427000.0,,-133344000.0,,0.0,,,,,,,,,,,,,,,709825000.0,,,11784000.0,,,-38568000.0,,,,,,,9061000.0,,,,-4816000.0,-3059000.0,,,,,,14447000.0,,79000.0,26491000.0,,,,,,37193000.0,0.0,,,,,,,,,,,,,4424000.0,5386000.0,,1493000.0,,,,,,169092000.0,,,,,20926000.0,,,,,,,316522000.0,11784000.0,746935000.0,,,4000.0,,,,,,,5033000.0,3593000.0,,,,,,,,,,,38617000.0,,,,,,,19452000.0,,,,2599000.0,,,,430413000.0,,,297490000.0,26491000.0,,,,,,,5691000.0,,,6079000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,557977000.0,249000.0,,,32881000.0,-6042000.0,56453000.0,32881000.0,3094000.0,,6079000.0,10120000.0,0.08,73756000.0,,216071000.0,-98809000.0,38154000.0,,,,557977000.0,98000.0,,177074000.0,,,-27860000.0,692454000.0,5425000.0,-197000.0,162970000.0,,-134477000.0,,,,14340000.0,,,,,37189000.0,,,,,31110000.0,33496000.0,,692454000.0,-134477000.0,,13217000.0,,-1504000.0,-2985000.0,,,5513000.0,,,,19739000.0,,,,-4455000.0,-1017000.0,,,,,,24605000.0,346315000.0,205000.0,29787000.0,-11246000.0,23388000.0,,-202942000.0,,,,,216071000.0,,,-4455000.0,-10610000.0,,52771000.0,29787000.0,,,86267000.0,4185000.0,4866000.0,-1478000.0,1518000.0,,-8138000.0,288819000.0,,,174275000.0,,3094000.0,,,19988000.0,,,22676000.0,19703000.0,3094000.0,,288819000.0,13020000.0,725054000.0,,,155000.0,54949000.0,29787000.0,23030000.0,177074000.0,,-65469000.0,5183000.0,6325000.0,,,,5943000.0,280594000.0,0.08,,,,20576000.0,,725054000.0,,436235000.0,,,2915000.0,-1056000.0,20985000.0,-7324000.0,,1893000.0,,,174275000.0,436235000.0,,,280594000.0,29787000.0,,1893000.0,,,,12911000.0,11658000.0,287000.0,-1154000.0,3094000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,26788000.0,,,,,,92280000.0,62315000.0,,3094000.0,-190774000.0,,,,772215000.0,,,,,,552928000.0,-848000.0,,10000000.0,,,52972000.0,,24253000.0,-420000.0,182842000.0,,-139437000.0,,-1.3,,,,,,,,,,85000.0,,,,,692365000.0,,,6222000.0,,,59221000.0,,,,,,,-5252000.0,,,,0.0,-1121000.0,,,,,,-28000.0,,22368000.0,29965000.0,,,,,,41459000.0,-1.3,,,,,,-11735000.0,,,,,,,12417000.0,5224000.0,,1514000.0,,,,,,-322265000.0,,,,,21536000.0,,,,,,,337307000.0,5802000.0,787257000.0,,,-53728000.0,,,,,,,-10298000.0,-9945000.0,,,,,,,,,,,41459000.0,,,,,,,362000.0,,,,2818000.0,,,,449950000.0,,,313520000.0,29965000.0,,,,,,,27000.0,,,62315000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,4168000.0,,,,,,39054000.0,2662000.0,,62315000.0,185774000.0,,,,717547000.0,,,,,,583429000.0,-387000.0,,35000000.0,,,-47497000.0,,6180000.0,-35743000.0,-193730000.0,,,,-0.01,,,,,,,,,,530000.0,,,,,,,,18082000.0,,,-59653000.0,,,,,,,18177000.0,,,,-1733000.0,264000.0,,,,,,23562000.0,,57500000.0,36392000.0,,,,,,46365000.0,-0.01,,,,,,-8342000.0,,,,,,,6496000.0,5384000.0,,1401000.0,,,,,,-326980000.0,,,,,22345000.0,,,,,,,363421000.0,-17661000.0,752255000.0,,,-376000.0,,,,,,,5937000.0,6074000.0,,,,,,,,,,,46365000.0,,,,,,,4975000.0,,-6000000.0,,3063000.0,,,,388834000.0,,,338520000.0,734054000.0,,,,,,,-30238000.0,,,2662000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,7620000.0,,,,,,37702000.0,3303000.0,,2662000.0,-6000000.0,,,,720220000.0,,,,,,579775000.0,-786000.0,,37000000.0,,,-10966000.0,,6352000.0,-1493000.0,-674000.0,,,,0.107841,,,,,,,,,,0.0,0.0,,,,,,,11316000.0,,,641000.0,,,,,,,14987000.0,,,,-2440000.0,-2675000.0,,,,,,20381000.0,,0.0,34399000.0,,,,,,46552000.0,0.11,,,,,,-11942000.0,,,,,,,-44000.0,5394000.0,,1644000.0,,,,,,-330280000.0,,,,,22607000.0,,,,,,,362250000.0,9823000.0,746682000.0,,,5083000.0,,,,,,,8642000.0,8642000.0,,,,,,,,,,,47134000.0,,,,,,,1784000.0,,-479000.0,,4220000.0,,,,384432000.0,,,340170000.0,727861000.0,,,,,,,291000.0,,,3303000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,773253000.0,11596000.0,,,41782000.0,-23446000.0,54362000.0,41782000.0,12083000.0,,3303000.0,-315502000.0,-0.88,83244000.0,,173570000.0,60854000.0,45472000.0,,,,773253000.0,-1041000.0,,15000000.0,,,66345000.0,926632000.0,-13734000.0,-82164000.0,166758000.0,,-153379000.0,,,-114214000.0,3094000.0,,,,,45472000.0,,,5537000.0,-2090000.0,-106227000.0,30610000.0,,926632000.0,-153379000.0,-3430000.0,18742000.0,,-119820000.0,8780000.0,,,-3062000.0,,,,12644000.0,,,,-331557000.0,4263000.0,,,,,,20045000.0,155196000.0,48932000.0,29699000.0,8989000.0,23050000.0,,-326502000.0,,,,,173570000.0,,,-331557000.0,-17150000.0,,59841000.0,29699000.0,,,90451000.0,-5379000.0,7401000.0,,1655000.0,,731000.0,401083000.0,,,-330333000.0,,12083000.0,,,24240000.0,,,13467000.0,125085000.0,12083000.0,,401083000.0,-63422000.0,833563000.0,,,8898000.0,-65458000.0,29699000.0,16738000.0,15000000.0,,-49169000.0,12457000.0,8695000.0,,,,6213000.0,379508000.0,-0.88,,-117090000.0,,13490000.0,,833563000.0,,432480000.0,,,-40123000.0,117964000.0,23403000.0,2763000.0,,5582000.0,,,-330333000.0,432480000.0,,,379508000.0,29699000.0,,5582000.0,,,,6152000.0,-76307000.0,128800000.0,,12083000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,12039000.0,,,,,,30031000.0,9846000.0,,12083000.0,-62000000.0,,,,766009000.0,,,,,,719848000.0,-1916000.0,,,,,-32877000.0,,7280000.0,-59380000.0,61495000.0,,,,0.11,,,,,,,,,,7242000.0,,,,,,,,22515000.0,,,-2237000.0,,,,,,,16567000.0,,,,-3185000.0,4433000.0,,,,,,22820000.0,,0.0,20185000.0,,,,,,50928000.0,0.11,,,,,,-17372000.0,,,,,,,2525000.0,6253000.0,,1827000.0,,,,,,-338401000.0,,,,-311000.0,28606000.0,,,,,,,391573000.0,-36865000.0,813973000.0,,,5745000.0,,,,,,,9304000.0,9328000.0,,,,,,,,,,,51313000.0,,,,,,,60574000.0,,-506000.0,,4642000.0,,,,422400000.0,,,364460000.0,784287000.0,,,,,,,8125000.0,,,9846000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,9158000.0,,,,,,25284000.0,534000.0,,9846000.0,-19500000.0,,,,718315000.0,,,,,,743595000.0,3592000.0,,101500000.0,,,40866000.0,,7473000.0,-62654000.0,-148372000.0,,,,-0.05,,,,,,,,,,19015000.0,,,,,,,,11818000.0,,,-9312000.0,,,,,,,16596000.0,,,,0.0,-7561000.0,,,,,,23136000.0,,50000000.0,24750000.0,,,,,,51031000.0,-0.05,,,,,,-10762000.0,,,,,,,9551000.0,6540000.0,,2123000.0,,,,,,-348919000.0,,,,-5586000.0,25754000.0,,,,,,,485787000.0,-50836000.0,853445000.0,,,-2620000.0,,,,,,,2257000.0,5787000.0,,,,,,,,,,,51365000.0,,,,,,,-12771000.0,,-3885000.0,,4041000.0,,,,367658000.0,,,465924000.0,820668000.0,,,,,,,-61996000.0,,,534000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,13919000.0,,,,,,26038000.0,768000.0,,534000.0,-33370000.0,,,,719824000.0,,,,,,717972000.0,1214000.0,,80700000.0,,,-33441000.0,,8248000.0,-1411000.0,22309000.0,,,,0.05,,,,,,,,,,1439000.0,-1308000.0,,,,,,,20851000.0,,,234000.0,,,,,,,12075000.0,,,,-356849000.0,2690000.0,,,,,,18350000.0,,1308000.0,25270000.0,,,,,,51187000.0,0.05,,,,,,-13780000.0,,,,,,,6227000.0,6275000.0,,2235000.0,,,,,,-357579000.0,,,,-270000.0,25994000.0,,,,,,,467387000.0,19440000.0,828910000.0,,,2638000.0,,,,,,,5119000.0,3852000.0,,,,,,,,,,,51479000.0,,,,,,,13066000.0,,-539000.0,,4778000.0,,,,361523000.0,,,444719000.0,810372000.0,,,,,,,12824000.0,,,768000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,943394000.0,6439000.0,,,27438000.0,-5033000.0,72957000.0,27438000.0,3948000.0,,768000.0,-309618000.0,0.45,92262000.0,,124175000.0,114249000.0,52059000.0,,,,943394000.0,882000.0,,58000000.0,,,139701000.0,1100649000.0,6899000.0,-129080000.0,-3040000.0,,-157255000.0,,,,12083000.0,,,,,51738000.0,,,32817000.0,1282000.0,-195341000.0,40948000.0,,1100649000.0,-157255000.0,-9574000.0,17773000.0,,-252525000.0,3180000.0,,,3772000.0,,,,20863000.0,,,,-351247000.0,-1924000.0,,,,,,29193000.0,-67608000.0,56446000.0,23490000.0,-8135000.0,29900000.0,,-424488000.0,,,,,124175000.0,,,-351247000.0,-13835000.0,,64864000.0,23490000.0,,,105812000.0,-7070000.0,8330000.0,,2117000.0,,-2362000.0,586048000.0,,,-351407000.0,,3948000.0,,-3407000.0,27302000.0,,,30151000.0,6245000.0,3948000.0,,586048000.0,-111307000.0,1015729000.0,,,17526000.0,-179568000.0,23490000.0,36688000.0,58000000.0,,-55749000.0,20007000.0,12421000.0,,,,8587000.0,566229000.0,0.45,,-100026000.0,,11233000.0,,1015729000.0,,429681000.0,,,23290000.0,-54624000.0,27398000.0,-103000.0,,5885000.0,,,-351407000.0,429681000.0,,,566229000.0,23490000.0,,5885000.0,,,,60513000.0,-154294000.0,107754000.0,,3948000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,9867000.0,,,,,,26388000.0,403000.0,,3948000.0,-73455000.0,,,,788906000.0,,,,,,893498000.0,5683000.0,,4500000.0,,,-25467000.0,,13737000.0,-1359000.0,5402000.0,,,,0.08,,,,,,,,,,6801000.0,-154000.0,,,,,,,24871000.0,,,-3545000.0,,,,,,,20884000.0,,,,-359352000.0,4519000.0,,,,,,28411000.0,,225000.0,25985000.0,,,,,,57412000.0,0.08,,,,,,-15685000.0,,,,,,,5301000.0,7527000.0,,2349000.0,,,,,,-360211000.0,,,,-8587000.0,30751000.0,,,,,,,555358000.0,23512000.0,984912000.0,,,4400000.0,,,,,,,6881000.0,7260000.0,,,,,,,,,,,57474000.0,,,,,,,196000.0,,-4128000.0,,6495000.0,,,,429554000.0,,,531043000.0,963923000.0,,,,,,,-2949000.0,,,403000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,9855000.0,,,,,,43113000.0,14053000.0,,403000.0,-33500000.0,,,,798931000.0,,,,,,888278000.0,-4542000.0,,,,,-11414000.0,,9447000.0,-2290000.0,67356000.0,,,,0.15,,,,,,,,,,11098000.0,154000.0,,,,,,,17812000.0,,,13650000.0,,,,,,,21206000.0,,,,-363634000.0,-1811000.0,,,,,,28748000.0,,0.0,29060000.0,,,,,,58158000.0,0.15,,,,,,-16424000.0,,,,,,,389000.0,7542000.0,,2313000.0,,,,,,-365374000.0,,,,-11752000.0,31061000.0,,,,,,,549063000.0,15522000.0,984360000.0,,,8780000.0,,,,,,,11261000.0,11397000.0,,,,,,,,,,,58237000.0,,,,,,,10196000.0,,-431000.0,,6342000.0,,,,435297000.0,,,526539000.0,949967000.0,,,,,,,7252000.0,,,14053000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,14208000.0,,,,,,37327000.0,0.0,,14053000.0,-28500000.0,,,,814436000.0,,,600000.0,15256000.0,,1060128000.0,-23850000.0,,,,,151698000.0,,,-180673000.0,-46555000.0,,,,0.2,,,,,,,,,,10720000.0,0.0,,,,,,,5332000.0,,,-14053000.0,,,,,,,21035000.0,,,,-347976000.0,5413000.0,,,,,,29398000.0,,0.0,37327000.0,,,,,,59021000.0,0.21,,,,,,-17247000.0,,,,,,,-33029000.0,8363000.0,,5669000.0,,,,,,-349107000.0,,,,-8899000.0,35243000.0,,,,,,,716594000.0,-175341000.0,1183054000.0,,,12143000.0,,,,,,,14623000.0,14656000.0,,,,,,,,,,,59446000.0,,,,,,,7769000.0,,4034000.0,,39488000.0,,,,466460000.0,,,642235000.0,1130377000.0,5038000.0,,,,,,-171083000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,1080863000.0,12725000.0,,,22807000.0,9918000.0,62811000.0,22807000.0,729000.0,,0.0,-35735000.0,0.78,121307000.0,,124458000.0,95325000.0,58745000.0,608000.0,13808000.0,,1080863000.0,-920000.0,,150000000.0,,,-19492000.0,1269051000.0,,-1390000.0,-86619000.0,,-188188000.0,,,,3948000.0,,,,,58651000.0,,,-26213000.0,-178000.0,-161355000.0,46649000.0,,1269051000.0,-188188000.0,-34445000.0,14796000.0,,-185712000.0,729000.0,,,-23629000.0,,,,23159000.0,,5646000.0,,-353211000.0,-5377000.0,,,,,,31990000.0,-60416000.0,-47000.0,22078000.0,-3219000.0,42174000.0,,-171190000.0,,,,,124458000.0,,,-353211000.0,-17513000.0,,89044000.0,22078000.0,,,135693000.0,-554000.0,8831000.0,,3413000.0,,2744000.0,709916000.0,2347000.0,,292766000.0,,729000.0,,-5207000.0,35884000.0,,,56042000.0,56396000.0,729000.0,58389000.0,709916000.0,13406000.0,1175370000.0,,,10928000.0,-122901000.0,22078000.0,55697000.0,150000000.0,,-66869000.0,13409000.0,13200000.0,,,,13744000.0,676141000.0,0.78,,-178000.0,,-27893000.0,,1175370000.0,,465454000.0,,,45774000.0,38235000.0,32263000.0,2535000.0,,51194000.0,,,292766000.0,465454000.0,,,676141000.0,22078000.0,5646000.0,51194000.0,,,,2406000.0,5425000.0,178000.0,,729000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,11372000.0,,,,,,23687000.0,2655000.0,,729000.0,-18400000.0,,,,817927000.0,,,0.0,19033000.0,,1041776000.0,-6464000.0,,147000000.0,,,-22416000.0,,11844000.0,-1568000.0,-501000.0,,-196957000.0,,0.3,,,,,,,,,,4815000.0,-809000.0,,,,1238733000.0,,,21256000.0,,,1926000.0,,,,,,,31296000.0,,,,-350658000.0,-6966000.0,,,,,,40095000.0,,,21032000.0,,,,,,60094000.0,0.3,,,,,,-18106000.0,,,,,,,-1695000.0,8799000.0,,2573000.0,,,,,,313425000.0,,,,0.0,42668000.0,,,,,,,705645000.0,19688000.0,1172914000.0,,,18178000.0,,,,,,,20659000.0,19033000.0,,,,,,,,,,,60118000.0,,,,,,,-161000.0,,-459000.0,,56287000.0,,,,467269000.0,,,673136000.0,21032000.0,5646000.0,,,,,,3086000.0,,-502000.0,2655000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,11596000.0,,,,,,28489000.0,2484000.0,,2655000.0,-147000000.0,,,,939007000.0,,,0.0,16051000.0,,1066373000.0,-2284000.0,,30000000.0,,,-17014000.0,,10573000.0,-2451000.0,6934000.0,,-205761000.0,,0.2,,,,,,,,,,3396000.0,29000.0,,,,1272134000.0,,,21391000.0,,,-171000.0,,,,,,,26566000.0,,,,-355243000.0,-4078000.0,,,,,,35397000.0,,,26005000.0,,,,,,67237000.0,0.2,,,,,,-20635000.0,,,,,,,88000.0,8831000.0,,2765000.0,,,,,,329475000.0,,,,-5678000.0,38162000.0,,,,,,,587731000.0,18940000.0,1171495000.0,,,13569000.0,,,,,,,16050000.0,16051000.0,,,,,,,,,,,67261000.0,,,,,,,185000.0,,-500000.0,,59396000.0,,,,583764000.0,,,514722000.0,26005000.0,5646000.0,,,,,,-4548000.0,,-1794000.0,2484000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,11873000.0,,,,,,17072000.0,608000.0,,2484000.0,-32000000.0,,,,943983000.0,,,-132000.0,15180000.0,,1092872000.0,-1799000.0,,52000000.0,,,4982000.0,,10571000.0,-40947000.0,3899000.0,,-212634000.0,,0.19,,,,,,,,,,12872000.0,0.0,,,,1305506000.0,,,24327000.0,,,-1876000.0,,,,,,,27351000.0,,,,-360811000.0,-1811000.0,,,,,,36489000.0,,0.0,16464000.0,,,,,,67952000.0,0.19,,,,,,-20917000.0,,,,,,,2610000.0,9138000.0,,2742000.0,,,,,,-360811000.0,,,,-3300000.0,39224000.0,,,,,,,607721000.0,-16620000.0,1190893000.0,,,12869000.0,,,,,,,15349000.0,15312000.0,,,,,,,,,,,67965000.0,,,,,,,190000.0,,-2136000.0,,61768000.0,,,,583172000.0,,,536718000.0,16464000.0,3441000.0,,,,,,-31185000.0,,1231000.0,608000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,1085045000.0,13710000.0,,,15662000.0,398000.0,84542000.0,15662000.0,1979000.0,,608000.0,-34015000.0,0.9,147084000.0,,125299000.0,-53386000.0,65886000.0,125000.0,17396000.0,,1085045000.0,-3732000.0,,48000000.0,,,-18938000.0,1306411000.0,10645000.0,-3087000.0,7079000.0,,-221366000.0,,,,729000.0,,,,,65858000.0,,,-12041000.0,780000.0,-29906000.0,48530000.0,,1306411000.0,-221366000.0,-8978000.0,17568000.0,,-48053000.0,1371000.0,,,-14279000.0,,,,25884000.0,,,,-365097000.0,9037000.0,,,,,,35172000.0,17411000.0,-780000.0,13683000.0,1250000.0,44092000.0,,-231415000.0,,,,,125299000.0,,,-365097000.0,-21602000.0,,111028000.0,13683000.0,,,159558000.0,-18073000.0,9288000.0,-5574000.0,3006000.0,,-3818000.0,596160000.0,-7000.0,,362140000.0,,1979000.0,,0.0,39594000.0,,,67598000.0,18083000.0,1979000.0,67591000.0,596160000.0,14481000.0,1182287000.0,,,14835000.0,36489000.0,13683000.0,69374000.0,48000000.0,,-81260000.0,17316000.0,17271000.0,,,,11086000.0,532714000.0,0.9,,0.0,,-17070000.0,,1182287000.0,,586127000.0,,,59451000.0,17869000.0,36056000.0,1857000.0,,64992000.0,,,362140000.0,586127000.0,,,532714000.0,13683000.0,,64992000.0,,,,9042000.0,2741000.0,112878000.0,-4509000.0,1979000.0,,,,,,,,,,,,,,,,,,,,,,,,,
