,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,annualCapitalExpenditure,annualCurrentAccruedExpenses,quarterlyIncomeTaxPayable,quarterlyBasicAverageShares,annualOperatingExpense,annualCashAndCashEquivalents,trailingDeferredIncomeTax,quarterlyTotalRevenue,annualTaxProvision,annualInterestExpense,annualChangesInAccountReceivables,trailingCostOfRevenue,annualCurrentAssets,trailingBeginningCashPosition,quarterlyOtherNonCashItems,trailingChangeInAccountPayable,trailingChangesInAccountReceivables,annualTotalRevenue,trailingOperatingExpense,quarterlyChangeInInventory,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualOtherNonCurrentAssets,annualCommonStockIssuance,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,annualRetainedEarnings,trailingFreeCashFlow,trailingNetIncome,quarterlyPurchaseOfBusiness,annualTotalAssets,quarterlyCurrentAssets,trailingNetIncomeCommonStockholders,annualTotalLiabilitiesNetMinorityInterest,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,annualCashDividendsPaid,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,annualCurrentDebt,annualCostOfRevenue,annualOtherCurrentAssets,quarterlyDilutedEPS,annualNetIncome,quarterlyOtherCurrentAssets,annualBeginningCashPosition,annualLongTermDebt,annualSellingGeneralAndAdministration,annualFreeCashFlow,annualTotalNonCurrentAssets,trailingTaxProvision,trailingDepreciationAndAmortization,annualStockholdersEquity,annualBasicAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,quarterlyNetIncome,trailingStockBasedCompensation,annualChangeInInventory,annualNonCurrentDeferredTaxesLiabilities,annualDepreciationAndAmortization,quarterlyCapitalExpenditure,annualCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,trailingCashDividendsPaid,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyNetPPE,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyTaxProvision,annualCapitalStock,quarterlyInventory,annualBasicEPS,annualGrossProfit,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyCurrentAccruedExpenses,annualStockBasedCompensation,quarterlyCostOfRevenue,annualGoodwill,annualNetPPE,annualOperatingCashFlow,annualSaleOfInvestment,annualInventory,quarterlyDilutedAverageShares,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,annualRepaymentOfDebt,trailingNetOtherInvestingChanges,annualDilutedAverageShares,quarterlyFreeCashFlow,trailingRepaymentOfDebt,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,quarterlyBasicEPS,trailingPretaxIncome,trailingInterestExpense,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,annualPretaxIncome,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyTotalAssets,annualOperatingIncome,trailingTotalRevenue,annualDilutedEPS,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,quarterlyTotalNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,trailingInvestingCashFlow,annualAccountsPayable,annualIncomeTaxPayable,trailingEndCashPosition,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingNetOtherFinancingCharges,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingChangeInInventory,trailingBasicEPS
1206921600,,136077000.0,794848000.0,-80106000.0,,,,,672623000.0,,338029000.0,2602000.0,,180187000.0,,,,169858000.0,,,,1985212000.0,,,,,,,11857000.0,,,,,,143740000.0,-41893000.0,,,-37996000.0,,379846000.0,75882000.0,,,,,,,,,34888000.0,12110000.0,1051639000.0,782738000.0,138551000.0,500000.0,,,,,,1451868000.0,,,1078938000.0,201952000.0,279366000.0,,-78023000.0,,,,,,0.5,,0.0,,,,,,,,,,-62132000.0,,,0.0,10046000.0,,7711000.0,,86318000.0,,,,,-5928000.0,,25732000.0,86318000.0,,,40961000.0,0.0,,,,,102164000.0,,2474000.0,201952000.0,52233000.0,,,,,1006355000.0,,110115000.0,,1647183000.0,,,,,,174028000.0,,338885000.0,17066000.0,,,,,19804000.0,,,,,,,,0.51,,,,,414734000.0,,,379846000.0,,86318000.0,,1873786000.0,,,,,,421918000.0,,,40388000.0,7663000.0,,,,,,,-99944000.0,,181254000.0,,,,,,,,,,,,,,,,,,,
1214784000,,144506000.0,861627000.0,-72628000.0,,,,,758009000.0,,341186000.0,6248000.0,,179543000.0,,,,169731000.0,,,,2321706000.0,,,,,,,11956000.0,,,,,,152213000.0,-53575000.0,,,-37807000.0,,318713000.0,-18739000.0,,,,,,,,,38738000.0,11972000.0,1104182000.0,849655000.0,146215000.0,151000.0,,,,,,1529896000.0,,,1094497000.0,196680000.0,289024000.0,,-78023000.0,,,,,,0.52,,0.0,,,,,,,,,,-83513000.0,,,0.0,7074000.0,,795000.0,,90418000.0,,,,,-5125000.0,,37453000.0,90418000.0,,,-61133000.0,0.0,,,,,101520000.0,,1709000.0,196680000.0,55797000.0,,,,,1148727000.0,,91646000.0,,1980520000.0,,,,,,173483000.0,,379846000.0,17021000.0,,,,,32328000.0,,,,,,,,0.53,,,,,357451000.0,,,318713000.0,,90418000.0,,1956124000.0,,,,,,426228000.0,,,35684000.0,7707000.0,,,,,,,-10373000.0,,6523000.0,,,,,,,,,,,,,,,,,,,
1222732800,,148619000.0,821913000.0,3217000.0,,,,,695700000.0,,351588000.0,2106000.0,,179775000.0,,,,168864000.0,,,,2316593000.0,,,,,,,7541000.0,,,,,,156447000.0,-54671000.0,,,-37674000.0,,311917000.0,-18735000.0,,,,,,,,,2990000.0,11831000.0,1160068000.0,810082000.0,150214000.0,26000.0,,,,,,1456645000.0,,,1100711000.0,202969000.0,324732000.0,,-78023000.0,,,,,,0.54,,0.0,,,,,,,,,,-97890000.0,,,0.0,2542000.0,,1296000.0,,93560000.0,,,,,-5055000.0,,112146000.0,93560000.0,,,-6796000.0,0.0,,,,,101752000.0,,1595000.0,202969000.0,56654000.0,,,,,1117965000.0,,114382000.0,,1965005000.0,,,,,,172446000.0,,318713000.0,16931000.0,,,,,107091000.0,,,,,,,,0.55,,,,,314907000.0,,,311917000.0,,93560000.0,,1922624000.0,,,,,,465979000.0,,,39495000.0,7828000.0,,,,,,,-26637000.0,,62712000.0,,,,,,,,,,,,,,,,,,,
1230681600,,142384000.0,708500000.0,168416000.0,359177000.0,,,,568758000.0,-200846000.0,344160000.0,2165000.0,,191607000.0,-23748000.0,128895000.0,0.0,,803377000.0,494743000.0,,1955103000.0,219210000.0,,,,1347871000.0,,-17025000.0,,,8578614000.0,,,150350000.0,-50707000.0,12057000.0,,-37718000.0,2644000.0,494743000.0,-6928000.0,9325000.0,23327000.0,10847000.0,-70903000.0,-87519000.0,2951000.0,359177000.0,18899000.0,2644000.0,10847000.0,1207428000.0,697653000.0,143407000.0,92000.0,1207428000.0,,,,1815721000.0,1347871000.0,,708500000.0,1107221000.0,201776000.0,324704000.0,-151195000.0,-87519000.0,0.0,,,7203651000.0,21600000.0,,359177000.0,0.0,338885000.0,,803377000.0,423831000.0,467850000.0,,,1107221000.0,169056000.0,-82505000.0,,14329000.0,9325000.0,3665000.0,-59661000.0,2255000.0,,88881000.0,,,9887000.0,31164000.0,-7640000.0,-326040000.0,272248000.0,88881000.0,31480000.0,,182826000.0,83591000.0,-136954000.0,,9887000.0,,104088000.0,,1023000.0,201776000.0,54526000.0,17044000.0,,2.12,1374963000.0,,697653000.0,128895000.0,20804000.0,1610943000.0,324704000.0,104088000.0,447579000.0,251074000.0,,,14900000.0,311917000.0,17044000.0,602750000.0,-18271000.0,,172733000.0,264608000.0,,0.0,,2165000.0,155858000.0,497387000.0,,,,,83591000.0,769000.0,497387000.0,494743000.0,578387000.0,494743000.0,,88881000.0,,1815721000.0,571586000.0,,2.08,,6801000.0,467850000.0,,191607000.0,14900000.0,7966000.0,,568758000.0,0.0,,,,0.0,,585000.0,,,,,,,,,,,,,,,,,,,
1238457600,,137368000.0,646217000.0,-42408000.0,,,,-47468000.0,523051000.0,,338603000.0,-4955000.0,,,,,,169140000.0,,,,1688000000.0,,,,,,,2600000.0,,,,,,144849000.0,-55377000.0,,5627000.0,-39573000.0,,449700000.0,-10863000.0,,,,,,,,,1988000.0,11743000.0,1251477000.0,634474000.0,137858000.0,0.0,,,,,,1279007000.0,,,1103203000.0,201235000.0,323628000.0,,,0.0,,,,,0.5,,0.0,,,,,,,,,,-86868000.0,,,0.0,6099000.0,,1983000.0,,85383000.0,,,,,-11613000.0,,58683000.0,85383000.0,,,-45043000.0,0.0,,,10798000.0,,108547000.0,,490000.0,201235000.0,52475000.0,,,,,,,111423000.0,,1349397000.0,,,,,,170825000.0,,494743000.0,16960000.0,,,,,47070000.0,,,,,,,,0.5,,,,,451688000.0,,,449700000.0,,85383000.0,,1749420000.0,,,,,,470413000.0,,,23085000.0,7481000.0,,,,,,,,,750000.0,,,,,,,,,,,,,,,,,,,
1246320000,,149884000.0,702362000.0,-80449000.0,,,,67979000.0,595440000.0,,351704000.0,-1548000.0,,,,,,167972000.0,,,,1926020000.0,,,,,,,2637000.0,,,,,,157057000.0,-71507000.0,,6040000.0,-41275000.0,,356871000.0,-19389000.0,,,,,,,,,592000.0,12309000.0,1302555000.0,690053000.0,150613000.0,-12373000.0,,,,,,1316875000.0,,,1101309000.0,201820000.0,334586000.0,,,0.0,,,,,0.54,,38726000.0,,,,,,,,,,-103565000.0,,,0.0,6974000.0,,2243000.0,,92253000.0,,,,,-8412000.0,,27654000.0,92253000.0,,,-92829000.0,0.0,,,11324000.0,,111795000.0,,729000.0,201820000.0,58360000.0,,,,,,,94613000.0,,1574316000.0,,,,,,169584000.0,,449700000.0,16854000.0,,,,,19242000.0,,,,,,,,0.55,,,,,357463000.0,,,356871000.0,,92253000.0,,1803671000.0,,,,,,486796000.0,,,23559000.0,7173000.0,,,,,,,,,1396000.0,,,,,,,,,,,,,,,,,,,
1254268800,,154801000.0,723790000.0,41362000.0,,,,-12504000.0,590798000.0,,352566000.0,202000.0,,,,,,167191000.0,,,,1954803000.0,,,,,,,6151000.0,,,,,,162342000.0,-50087000.0,,5520000.0,-41175000.0,,376274000.0,-51217000.0,,,,,,,,,11918000.0,25769000.0,1357134000.0,698021000.0,155240000.0,174000.0,,,,-31125000.0,,1312280000.0,,,1118243000.0,197765000.0,363195000.0,,,13931000.0,,,,,0.57,,39523000.0,,,,,,,,,,-86261000.0,,,0.0,1175000.0,,3826000.0,,95460000.0,,,,,-8968000.0,,156034000.0,95460000.0,,,19403000.0,0.0,,,10843000.0,,118785000.0,,439000.0,197765000.0,59780000.0,,,,,,,107223000.0,,1602237000.0,,,,,,168648000.0,,356871000.0,16792000.0,,,,,147066000.0,,,,,,,,0.57,,,,,388192000.0,,,376274000.0,,95460000.0,,1842033000.0,,,,,,529753000.0,,,32272000.0,7541000.0,,,,,,,,,617000.0,,,,,,,,,,,,,,,,,,,
1262217600,,142758000.0,754348000.0,24503000.0,360830000.0,,,13847000.0,606514000.0,-266906000.0,339086000.0,-1636000.0,,220519000.0,-34466000.0,90855000.0,34438000.0,,797148000.0,337308000.0,,2008366000.0,226231000.0,,,,1307269000.0,,5940000.0,,,7577189000.0,,,151077000.0,-89935000.0,9966000.0,4080000.0,-40842000.0,48310000.0,337308000.0,-42419000.0,14821000.0,17741000.0,22541000.0,21854000.0,-102820000.0,-630000.0,360830000.0,-56992000.0,48310000.0,22541000.0,1402306000.0,731807000.0,143350000.0,-28000.0,1402306000.0,,,2392000.0,1834248000.0,1307269000.0,,754348000.0,1079900000.0,196328000.0,361666000.0,-162865000.0,-102820000.0,11995000.0,,,6195230000.0,36108000.0,,360830000.0,0.0,494743000.0,22541000.0,797148000.0,338105000.0,526979000.0,,,1079900000.0,167695000.0,-125370000.0,,17328000.0,14821000.0,3493000.0,-41145000.0,1914000.0,,87734000.0,,,10546000.0,30514000.0,-5473000.0,-402064000.0,130200000.0,87734000.0,-123888000.0,,-38966000.0,77258000.0,-52437000.0,,10546000.0,,117699000.0,,592000.0,196328000.0,55616000.0,16710000.0,,2.15,1381959000.0,,731807000.0,90855000.0,21267000.0,1669280000.0,361666000.0,117699000.0,372571000.0,3975000.0,,,18371000.0,376274000.0,16710000.0,615325000.0,-1341000.0,,169194000.0,124727000.0,,11995000.0,,-1636000.0,-157435000.0,385618000.0,,,,,77258000.0,185000.0,385618000.0,337308000.0,587061000.0,337308000.0,,87734000.0,,1834248000.0,584811000.0,,2.13,,2250000.0,526979000.0,,220519000.0,18371000.0,8319000.0,,606514000.0,34438000.0,,,,-40522000.0,,1212000.0,,,,,,,,,,,,,,,,,,,
1269993600,,136007000.0,779112000.0,-98058000.0,,3111000.0,,36964000.0,643235000.0,,332601000.0,-5764000.0,,,,,,165440000.0,,,,2074617000.0,,,,,,,2637000.0,,,,,,143566000.0,-68201000.0,,4664000.0,-42409000.0,,229645000.0,-6453000.0,,,,,,,,,52716000.0,23052000.0,1444152000.0,756060000.0,136481000.0,-25000.0,,,,,,1323438000.0,,,1063095000.0,196594000.0,359266000.0,,,11513000.0,,,,,0.5,,38270000.0,,,,,,,,,,-102865000.0,,,0.0,5354000.0,,2391000.0,,84012000.0,,,,,-4368000.0,,3925000.0,84012000.0,,23052000.0,-107663000.0,0.0,,,11539000.0,,115543000.0,,474000.0,196594000.0,52469000.0,,,,,,,112825000.0,,1742016000.0,,,,,,166575000.0,,337308000.0,16615000.0,,,,,-443000.0,,,,,,,,0.51,,,,,282361000.0,,,229645000.0,,84012000.0,,1842207000.0,,,,,,518769000.0,,,30178000.0,7559000.0,,,,,,,-8541000.0,,6481000.0,,,,,,,,,,,,,,,,,,,
1277856000,,156455000.0,817022000.0,-118040000.0,,,,54260000.0,697375000.0,,364633000.0,-11032000.0,,,,,,164749000.0,,,,2453982000.0,,,,,,,15014000.0,,,,,,163597000.0,-20940000.0,,7717000.0,-42227000.0,,166125000.0,-9081000.0,,,,,,,,,49397000.0,24849000.0,1499271000.0,792173000.0,156818000.0,-5002000.0,,,,,,1410856000.0,,,1104872000.0,208178000.0,357094000.0,,,12654000.0,,,,,0.59,,45051000.0,,,,,,,,,,-57706000.0,,,0.0,3555000.0,,1906000.0,,97226000.0,,,,,-8377000.0,,5948000.0,97226000.0,,24849000.0,-63520000.0,39605000.0,,,12195000.0,,115438000.0,,363000.0,208178000.0,59592000.0,,,,,,,55193000.0,,2089349000.0,,,,,,165765000.0,,229645000.0,16599000.0,,,,,-2429000.0,,,,,,,,0.59,,,,,215522000.0,,,166125000.0,,97226000.0,,1921894000.0,,,,,,511038000.0,,,30044000.0,7142000.0,,,,,,,-2211000.0,,6509000.0,,,,,,,,,,,,,,,,,,,
1285804800,,166333000.0,811504000.0,2464000.0,,,,-26342000.0,670910000.0,,382580000.0,-4551000.0,,,,,,164691000.0,,,,2420357000.0,,,,,,,4573000.0,,,,,,173745000.0,-20913000.0,,10187000.0,-42073000.0,,249433000.0,6285000.0,,,,,,,,,34123000.0,22019000.0,1559738000.0,789485000.0,166482000.0,15000.0,,,,0.0,,1466940000.0,,,1170580000.0,216247000.0,359713000.0,,,8733000.0,,,,,0.62,,40927000.0,,,,,,,,,,-53463000.0,,,0.0,4323000.0,,5200000.0,,102627000.0,,,,,-8970000.0,,127263000.0,102627000.0,,,83308000.0,0.0,,,13286000.0,,116259000.0,,149000.0,216247000.0,63855000.0,,,,,,,118575000.0,,2037777000.0,,,,,,165576000.0,,166125000.0,16598000.0,,,,,118293000.0,,,,,,,,0.62,,,,,283556000.0,,,249433000.0,,102627000.0,,1982084000.0,,,,,,515144000.0,,,31297000.0,7412000.0,,,,,,,0.0,,15240000.0,,,,,,,,,,,,,,,,,,,
1293753600,,164065000.0,791631000.0,80430000.0,387026000.0,,,-50198000.0,567961000.0,-151057000.0,388164000.0,-6425000.0,,233230000.0,-28677000.0,96991000.0,47055000.0,,845118000.0,398607000.0,,2325349000.0,237076000.0,,,,1481768000.0,,-5891000.0,,,9274305000.0,,,171321000.0,-41003000.0,13092000.0,14479000.0,-42193000.0,9290000.0,398607000.0,17847000.0,19151000.0,17733000.0,20024000.0,14684000.0,-118897000.0,7574000.0,387026000.0,-133204000.0,9290000.0,20024000.0,1613912000.0,771607000.0,164321000.0,-72000.0,1613912000.0,,,0.0,1995699000.0,1481768000.0,,791631000.0,1204068000.0,224099000.0,359116000.0,-168902000.0,-118897000.0,9357000.0,,,7806327000.0,0.0,,387026000.0,0.0,337308000.0,,845118000.0,316102000.0,513931000.0,,,1204068000.0,164909000.0,-75100000.0,,16333000.0,19151000.0,4501000.0,0.0,3595000.0,,103161000.0,,,10667000.0,29369000.0,-6962000.0,-289134000.0,207643000.0,103161000.0,8598000.0,,149174000.0,59600000.0,-10752000.0,,10667000.0,,114333000.0,,256000.0,224099000.0,61160000.0,16605000.0,,2.35,1467978000.0,,771607000.0,96991000.0,37047000.0,1937185000.0,359116000.0,114333000.0,344779000.0,53111000.0,,,13495000.0,249433000.0,16605000.0,652229000.0,0.0,,165972000.0,200681000.0,,9357000.0,,-6425000.0,61299000.0,407897000.0,,,,,59600000.0,-5084000.0,407897000.0,398607000.0,624102000.0,398607000.0,,103161000.0,,1995699000.0,622860000.0,,2.33,,1242000.0,513931000.0,,233230000.0,13495000.0,7256000.0,,567961000.0,47055000.0,,,,0.0,,24881000.0,,,,,,,,,,,,,,,,,,,
1301529600,,156715000.0,868808000.0,-64639000.0,,,,81701000.0,709124000.0,,390341000.0,-7525000.0,,,,,93537000.0,165124000.0,,,,2365472000.0,,,,,,,-1822000.0,,,,,,163854000.0,-45500000.0,,12510000.0,-48851000.0,,359335000.0,-1285000.0,,,,,,,,,982000.0,17049000.0,1662227000.0,851759000.0,156940000.0,18000.0,,,,,,1582071000.0,,,1227526000.0,233626000.0,358660000.0,,,6280000.0,,,,,0.59,,45979000.0,,,,,,,,,,-89476000.0,,,0.0,1214000.0,,3661000.0,,97028000.0,,,,,-9630000.0,,52613000.0,97028000.0,,,-39272000.0,0.0,,,,,114779000.0,,225000.0,233626000.0,59912000.0,,,,,,,142635000.0,,1975131000.0,,,,,,165764000.0,,398607000.0,16575000.0,,,,,42983000.0,,,,,,,,0.59,,,,,360317000.0,,,359335000.0,,97028000.0,,2096334000.0,,,,,,514263000.0,,,34852000.0,7139000.0,,,,,,,0.0,,8327000.0,,,,,,,,,,,,,,,,,,,
1309392000,,180095000.0,905371000.0,-105910000.0,,,,48992000.0,758023000.0,,417866000.0,-6890000.0,,,,,54348000.0,164607000.0,,,,2707662000.0,,,,,,,209255000.0,,,,,,188255000.0,-18999000.0,,10099000.0,-48711000.0,,315897000.0,-9184000.0,,,,,,,,,0.0,15484000.0,1724632000.0,889887000.0,180421000.0,-13000.0,,,,,,1676081000.0,,,1288426000.0,237771000.0,358791000.0,,,3896000.0,,,,,0.67,,48992000.0,,,,,,,,,,-60934000.0,,,0.0,3702000.0,,3074000.0,,111023000.0,,,,,-10155000.0,,26241000.0,111023000.0,,,-43438000.0,0.0,,,,,114872000.0,,326000.0,237771000.0,69398000.0,,,,,1341544000.0,,131864000.0,,2289796000.0,,,,,,165194000.0,,359335000.0,16562000.0,,,,,16086000.0,,,,,,,,0.67,,,,,315897000.0,,,315897000.0,,111023000.0,,2193797000.0,,,,,,517716000.0,,,36557000.0,8160000.0,,,,,,,0.0,,984000.0,,,,,,,,,,,,,,,,,,,
1317340800,,183965000.0,911214000.0,78908000.0,,,,-20008000.0,740977000.0,,423066000.0,-9063000.0,,,,,50293000.0,163948000.0,,,,2694928000.0,,,,,,,115059000.0,,,,,,192380000.0,-96999000.0,,9465000.0,-48756000.0,,382737000.0,-4140000.0,,,,,,,,,0.0,14505000.0,1790600000.0,896709000.0,184015000.0,5156000.0,,,,,,1656748000.0,,,1268224000.0,239101000.0,360208000.0,,,2244000.0,,,,,0.7,,35932000.0,,,,,,,,,,-142241000.0,,,0.0,,,1914000.0,,114347000.0,,,,,-9296000.0,,214701000.0,114347000.0,,,66840000.0,0.0,,,,,114806000.0,,50000.0,239101000.0,69668000.0,,,,,1269987000.0,,155732000.0,,2271862000.0,,,,,,164471000.0,,315897000.0,16430000.0,,,,,205405000.0,,,,,,,,0.7,,,,,382737000.0,,,382737000.0,,114347000.0,,2179438000.0,,,,,,522690000.0,,,37830000.0,8415000.0,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,
1325289600,,171955000.0,889567000.0,2227000.0,431612000.0,,,-42646000.0,642672000.0,-240934000.0,401385000.0,-9115000.0,,220073000.0,-52806000.0,117541000.0,54357000.0,,939928000.0,373669000.0,,2568284000.0,263092000.0,,,,1611543000.0,,-321727000.0,,,10336346000.0,,,180739000.0,-79436000.0,10937000.0,6527000.0,-48379000.0,0.0,373669000.0,-23704000.0,29951000.0,9596000.0,12935000.0,68039000.0,-93243000.0,5750000.0,431612000.0,-89414000.0,0.0,12935000.0,1845032000.0,876632000.0,173328000.0,21000.0,1845032000.0,,,,2138041000.0,1611543000.0,,889567000.0,1248474000.0,229430000.0,359688000.0,-194697000.0,-93243000.0,1592000.0,,,8703688000.0,48237000.0,,431612000.0,0.0,398607000.0,,939928000.0,376906000.0,526498000.0,,,1248474000.0,164114000.0,-122447000.0,,765000.0,29951000.0,,0.0,2288000.0,,109214000.0,,,,32498000.0,-23725000.0,-415098000.0,136157000.0,109214000.0,-38313000.0,,-9068000.0,62062000.0,0.0,,,,126830000.0,1189637000.0,1373000.0,229430000.0,64114000.0,16344000.0,,2.63,1632658000.0,1189637000.0,876632000.0,117541000.0,38601000.0,2166899000.0,359688000.0,126830000.0,429712000.0,9311000.0,,,10029000.0,382737000.0,16344000.0,725228000.0,0.0,,164741000.0,112432000.0,,1592000.0,,-9115000.0,-24938000.0,373669000.0,,,,,62062000.0,5182000.0,373669000.0,373669000.0,694704000.0,373669000.0,,109214000.0,,2138041000.0,692730000.0,,2.62,,1974000.0,526498000.0,,220073000.0,10029000.0,8784000.0,,642672000.0,54357000.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,
1333152000,,169545000.0,886172000.0,-56807000.0,,,,43138000.0,747638000.0,,414746000.0,-8888000.0,,,,,77481000.0,162693000.0,,,,2552114000.0,,,,,,,110862000.0,,,,,,177962000.0,-64991000.0,,9766000.0,-54725000.0,,311365000.0,-13816000.0,,,,,,,,,,14305000.0,1897041000.0,871867000.0,169759000.0,4000.0,,,,,,1601131000.0,,,1248113000.0,245201000.0,360042000.0,,,969000.0,-11613000.0,,,,0.65,,44387000.0,,,,,,,,,,-125330000.0,,,0.0,7628000.0,,5999000.0,,106500000.0,,,,,-13820000.0,,77084000.0,106500000.0,,,-62304000.0,0.0,,,,,130761000.0,,214000.0,245201000.0,63259000.0,,,,,1279922000.0,,124229000.0,,2137368000.0,,,,,,163023000.0,,373669000.0,16272000.0,,,,,63264000.0,,,,,,,,0.65,,,,,311365000.0,,,311365000.0,,106500000.0,,2134285000.0,,,,,,533154000.0,,,402393000.0,8417000.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1341014400,,184914000.0,961809000.0,-97579000.0,,,,87319000.0,834692000.0,,425523000.0,-11745000.0,,,,,49384000.0,161887000.0,,,,2955714000.0,,,,,,,116177000.0,,,,,,193705000.0,-37776000.0,,6793000.0,-54426000.0,,240627000.0,-10962000.0,,,,,,,,,,12468000.0,1957462000.0,949341000.0,185600000.0,188000.0,,,,,,1707601000.0,,,1278190000.0,240609000.0,359372000.0,,,962000.0,0.0,,,,0.71,,51584000.0,,,,,,,,,,-90547000.0,,,0.0,3108000.0,,1655000.0,,114582000.0,,,,,-11150000.0,,32944000.0,114582000.0,,,-70738000.0,0.0,,,,,132255000.0,,686000.0,240609000.0,71018000.0,,,,,,,114649000.0,,2530191000.0,,,,,,162200000.0,,311365000.0,16217000.0,,,,,21794000.0,,,,,,,,0.71,,,,,240627000.0,,,240627000.0,,114582000.0,,2239999000.0,,,,,,532398000.0,,,400143000.0,8791000.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1348963200,,187257000.0,952392000.0,22483000.0,,,,-18829000.0,729744000.0,,432670000.0,-9878000.0,,,,,34514000.0,160782000.0,,,,2880409000.0,,,,,,,116719000.0,,,,,,196130000.0,-60645000.0,,4518000.0,-54122000.0,,272955000.0,-13907000.0,,,,,,,,,,14337000.0,2020112000.0,938055000.0,187333000.0,14000.0,,,,,,1726166000.0,,,1290875000.0,245413000.0,359606000.0,,,926000.0,0.0,,,,0.72,,46399000.0,,,,,,,,,,-112590000.0,,,0.0,3104000.0,,-9436000.0,,116330000.0,,,,,-13921000.0,,157128000.0,116330000.0,,,32328000.0,87324000.0,,,,,134437000.0,,76000.0,245413000.0,71003000.0,,,,,1367903000.0,,34514000.0,,2447739000.0,,,,,,161003000.0,,240627000.0,16121000.0,,,,,143207000.0,,,,,,,,0.72,,,,,272955000.0,,,272955000.0,,116330000.0,,2243267000.0,,,,,,517101000.0,,,382664000.0,8873000.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
