,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,annualCapitalExpenditure,annualCurrentAccruedExpenses,quarterlyIncomeTaxPayable,quarterlyBasicAverageShares,annualOperatingExpense,annualCashAndCashEquivalents,trailingDeferredIncomeTax,quarterlyTotalRevenue,annualTaxProvision,annualInterestExpense,annualChangesInAccountReceivables,trailingCostOfRevenue,annualCurrentAssets,trailingBeginningCashPosition,quarterlyOtherNonCashItems,trailingChangeInAccountPayable,trailingChangesInAccountReceivables,annualTotalRevenue,trailingOperatingExpense,quarterlyChangeInInventory,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualOtherNonCurrentAssets,annualCommonStockIssuance,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,annualRetainedEarnings,trailingFreeCashFlow,trailingNetIncome,quarterlyPurchaseOfBusiness,annualTotalAssets,quarterlyCurrentAssets,trailingNetIncomeCommonStockholders,annualTotalLiabilitiesNetMinorityInterest,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,annualCashDividendsPaid,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,annualCurrentDebt,annualCostOfRevenue,annualOtherCurrentAssets,quarterlyDilutedEPS,annualNetIncome,quarterlyOtherCurrentAssets,annualBeginningCashPosition,annualLongTermDebt,annualSellingGeneralAndAdministration,annualFreeCashFlow,annualTotalNonCurrentAssets,trailingTaxProvision,trailingDepreciationAndAmortization,annualStockholdersEquity,annualBasicAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,quarterlyNetIncome,trailingStockBasedCompensation,annualChangeInInventory,annualNonCurrentDeferredTaxesLiabilities,annualDepreciationAndAmortization,quarterlyCapitalExpenditure,annualCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,trailingCashDividendsPaid,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyNetPPE,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyTaxProvision,annualCapitalStock,quarterlyInventory,annualBasicEPS,annualGrossProfit,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyCurrentAccruedExpenses,annualStockBasedCompensation,quarterlyCostOfRevenue,annualGoodwill,annualNetPPE,annualOperatingCashFlow,annualSaleOfInvestment,annualInventory,quarterlyDilutedAverageShares,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,annualRepaymentOfDebt,trailingNetOtherInvestingChanges,annualDilutedAverageShares,quarterlyFreeCashFlow,trailingRepaymentOfDebt,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,quarterlyBasicEPS,trailingPretaxIncome,trailingInterestExpense,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,annualPretaxIncome,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyTotalAssets,annualOperatingIncome,trailingTotalRevenue,annualDilutedEPS,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,quarterlyTotalNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,trailingInvestingCashFlow,annualAccountsPayable,annualIncomeTaxPayable,trailingEndCashPosition,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingNetOtherFinancingCharges,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingChangeInInventory,trailingBasicEPS
899164800,,18600000.0,245700000.0,18100000.0,,300000.0,,,208400000.0,,63300000.0,,,43100000.0,,,,164860000.0,,,,546700000.0,,,,,,,,,,,,-800000.0,20800000.0,-500000.0,,,-2400000.0,,81400000.0,-12300000.0,,,,,,,,,,,88500000.0,245700000.0,19200000.0,-100000.0,,,,,,368300000.0,,,152600000.0,44700000.0,,,-21300000.0,,,,,,0.07,,34300000.0,,,,,,,,,,-2200000.0,,,100000.0,,,-100000.0,,11600000.0,,,,,-1200000.0,,32300000.0,11600000.0,,,17900000.0,37300000.0,,,,,21800000.0,,600000.0,44700000.0,7600000.0,,4100000.0,,,248500000.0,,,,483400000.0,,,,,,165260000.0,,63500000.0,,,,,,31100000.0,,,,,,,,0.07,,,,,81400000.0,,,81400000.0,,11600000.0,,398300000.0,,,,,,30000000.0,,,8100000.0,2200000.0,,,,,,,-14800000.0,,3800000.0,,,,,,,,,,,,,,,,,,,
907113600,,19000000.0,244400000.0,6400000.0,,-3200000.0,,,202100000.0,,63800000.0,,,42300000.0,,,,164812000.0,,,,516200000.0,,,,,,,,,,,,800000.0,21200000.0,-500000.0,,,0.0,,101300000.0,2900000.0,,,,,,,,,,,98000000.0,244400000.0,19800000.0,-2600000.0,,,,,,375300000.0,,,161700000.0,44800000.0,,,-22100000.0,,,,,,0.075,,32900000.0,,,,,,,,,,-300000.0,,,0.0,300000.0,,-100000.0,,11900000.0,,,,,-1200000.0,,17200000.0,11900000.0,,,19900000.0,42300000.0,,,,,20200000.0,,800000.0,44800000.0,7900000.0,,3300000.0,,,237800000.0,,,,452400000.0,,,,,,165168000.0,,81400000.0,,,,,,16000000.0,,,,,,,,0.075,,,,,101300000.0,,,101300000.0,,11900000.0,,406100000.0,,,,,,30800000.0,,,10600000.0,2200000.0,,,,,,,-5400000.0,,10200000.0,,,,,,,,,,,,,,,,,,,
915062400,,17600000.0,239600000.0,9500000.0,43000000.0,-6600000.0,,,192900000.0,-3100000.0,63400000.0,,,41300000.0,-11900000.0,,,,177200000.0,99300000.0,,507100000.0,28300000.0,,,,374800000.0,,,,,2038100000.0,,-100000.0,19800000.0,-500000.0,0.0,,-2500000.0,,99300000.0,-15600000.0,2200000.0,1300000.0,,,-21800000.0,-9300000.0,43000000.0,35200000.0,,,106200000.0,239600000.0,18400000.0,2200000.0,106200000.0,,,,409100000.0,374800000.0,,239600000.0,169500000.0,45800000.0,,-7400000.0,-21800000.0,,,,1792500000.0,51000000.0,,43000000.0,51000000.0,62500000.0,,177200000.0,65700000.0,34300000.0,,,169500000.0,164864000.0,-2700000.0,,100000.0,2200000.0,200000.0,,100000.0,,11100000.0,,-300000.0,,8500000.0,-7900000.0,-9200000.0,16400000.0,11100000.0,-31600000.0,,-2000000.0,46700000.0,-57900000.0,,,,19500000.0,221000000.0,800000.0,45800000.0,7300000.0,,3500000.0,0.26,245600000.0,221000000.0,239600000.0,,,443700000.0,,19500000.0,77600000.0,37600000.0,3500000.0,,12600000.0,101300000.0,,76900000.0,,,165236000.0,8500000.0,,,,,36800000.0,99300000.0,,,,,46700000.0,-1400000.0,99300000.0,99300000.0,71300000.0,99300000.0,,11100000.0,,409100000.0,68400000.0,,0.26,,2800000.0,34300000.0,,41300000.0,12600000.0,2200000.0,,192900000.0,,,,,-25300000.0,,15300000.0,,,,,,,,,,,,,,,,,,,
922838400,,16900000.0,260100000.0,-7800000.0,,-3100000.0,,,217000000.0,,67000000.0,,,43100000.0,,,,164744000.0,,,,509300000.0,,,,,,,,,,,,-2100000.0,19200000.0,-400000.0,,,-2900000.0,,93900000.0,-4800000.0,,,,,,,,,,,114100000.0,260100000.0,17900000.0,-4900000.0,,,,,,398400000.0,,,177400000.0,50100000.0,,,-23700000.0,,,,,,0.065,,49400000.0,,,,,,,,,,-2700000.0,,,0.0,600000.0,,0.0,,10800000.0,,,,,-1500000.0,,2200000.0,10800000.0,,,-5400000.0,43100000.0,,,,,19400000.0,,900000.0,50100000.0,7100000.0,,5500000.0,,,249500000.0,,,,442300000.0,,,,,,165372000.0,,99300000.0,,,,,,700000.0,,,,,,,,0.065,,,,,94000000.0,,,94000000.0,,10800000.0,,437500000.0,,,,,,39100000.0,,,19700000.0,2300000.0,,,,,,,-5800000.0,,7300000.0,,,,,,,,,,,,,,,,,,,
930700800,,22100000.0,280800000.0,-1000000.0,,-1600000.0,,,230200000.0,,73400000.0,,,44100000.0,,,,164780000.0,,,,579400000.0,,,,,,,,,,,,900000.0,24500000.0,-700000.0,,,-2900000.0,,101100000.0,-3400000.0,,,,,,,,,,,125200000.0,280800000.0,23200000.0,300000.0,,,,,,432600000.0,,,188200000.0,51300000.0,,,-25600000.0,,,,,,0.085,,53400000.0,,,,,,,,,,-3300000.0,,,0.0,300000.0,,0.0,,14000000.0,,,,,-1300000.0,,13700000.0,14000000.0,,,7200000.0,50600000.0,,,,,18500000.0,,1100000.0,51300000.0,9200000.0,,4700000.0,,,273400000.0,,,,506000000.0,,,,,,165912000.0,,93900000.0,,,,,,12400000.0,,,,,,,,0.085,,,,,101100000.0,,,101100000.0,,14000000.0,,469000000.0,,,,,,36400000.0,,,17900000.0,2400000.0,,,,,,,-2900000.0,,500000.0,,,,,,,,,,,,,,,,,,,
938649600,,22200000.0,281600000.0,-3400000.0,,-1900000.0,,,232300000.0,,75000000.0,-1200000.0,,45700000.0,,,,164724000.0,,,,593400000.0,,,,,,,,,,,,1500000.0,24500000.0,-900000.0,,,-2800000.0,,99800000.0,-8900000.0,,,,,,,,,30900000.0,-100000.0,136300000.0,281700000.0,23200000.0,-7400000.0,,,,,,436200000.0,,,198900000.0,52800000.0,,,-26600000.0,,,,,,0.085,,22500000.0,,,,,,,,,,-3400000.0,,,0.0,300000.0,,0.0,,14000000.0,,,,,-2200000.0,,11100000.0,14000000.0,,,-1300000.0,49400000.0,,,,,19100000.0,,1200000.0,52800000.0,9200000.0,,3200000.0,,,279800000.0,,,,518400000.0,,,,,,166048000.0,,101100000.0,4100000.0,,,,,8900000.0,,,,,,,,0.085,,,,,130700000.0,,,99800000.0,,14000000.0,,480500000.0,,,,,,44300000.0,,,25200000.0,2300000.0,,,,,,,-4600000.0,,5300000.0,,,,,,,,,,,,,,,,,,,
946598400,,22600000.0,275900000.0,5500000.0,53300000.0,1800000.0,,,231600000.0,-2700000.0,77800000.0,-1100000.0,,51300000.0,-121600000.0,,,,209500000.0,49600000.0,,578900000.0,35100000.0,,,,343100000.0,,,,,2261000000.0,,1400000.0,25700000.0,-700000.0,0.0,,-2900000.0,,49600000.0,-71700000.0,1300000.0,1500000.0,,,-26600000.0,-4800000.0,53300000.0,-6700000.0,,,147600000.0,275900000.0,24100000.0,12500000.0,147600000.0,,,,522700000.0,343100000.0,,275900000.0,246800000.0,55200000.0,,-11500000.0,-26600000.0,,,,1967700000.0,21400000.0,,53300000.0,21400000.0,99300000.0,,209500000.0,-69700000.0,179600000.0,,,246800000.0,164912000.0,-3300000.0,,200000.0,1300000.0,300000.0,,0.0,,14500000.0,,1700000.0,,10100000.0,-116600000.0,-12700000.0,24900000.0,14500000.0,-88800000.0,,-50200000.0,44300000.0,-13600000.0,,,,24700000.0,270300000.0,1500000.0,55200000.0,9600000.0,4200000.0,1800000.0,0.3225,293300000.0,270300000.0,275900000.0,,,501100000.0,,24700000.0,51900000.0,45500000.0,1800000.0,,153600000.0,99800000.0,4200000.0,93900000.0,,,166012000.0,-91700000.0,,,,-1100000.0,-49700000.0,49600000.0,,,,,44300000.0,500000.0,49600000.0,49600000.0,88400000.0,49600000.0,,14500000.0,,522700000.0,83800000.0,,0.3225,,4600000.0,179600000.0,,51300000.0,153600000.0,3100000.0,,231600000.0,,,,,-300000.0,,32400000.0,,,,,,,,,,,,,,,,,,,
954460800,,25089000.0,297636000.0,-32957000.0,,79000.0,,,257320000.0,,98375000.0,-1155000.0,,54927000.0,,,,169124000.0,,,,650091000.0,,,,,,,,,,,,-1383000.0,29293000.0,-770000.0,,,-3293000.0,,27213000.0,-6088000.0,,,,,,,,,,,159413000.0,297636000.0,25139000.0,-743000.0,,,,,,375251000.0,,,258714000.0,73286000.0,,,-27350000.0,,,,,,0.09,,21662000.0,,,,,,,,,,-3071000.0,,,0.0,992000.0,,0.0,,15209000.0,,,,,-5365000.0,,-13265000.0,15209000.0,,,-22424000.0,40316000.0,,,,,27577000.0,,50000.0,73286000.0,9930000.0,,3168000.0,,,323208000.0,,,,551716000.0,,,,,,170948000.0,,49637000.0,4230000.0,,,,,-18630000.0,,,,,,,,0.09,,,,,27213000.0,,,27213000.0,,15209000.0,,556350000.0,,,,,,181099000.0,,,153522000.0,4204000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,,31436000.0,341304000.0,-886000.0,,-1187000.0,,,294480000.0,,106398000.0,-1125000.0,,55809000.0,,,,169164000.0,,,,750994000.0,,,,,,,,,,,,-254000.0,35578000.0,-1803000.0,,,-3382000.0,,39568000.0,-4278000.0,,,,,,,,,,,174974000.0,341304000.0,31313000.0,298000.0,,,,,,433657000.0,,,273236000.0,74962000.0,,,-26600000.0,,,,,,0.11,,23010000.0,,,,,,,,,,-4452000.0,,,0.0,733000.0,,0.0,,18944000.0,,,,,-4674000.0,,21085000.0,18944000.0,,,12355000.0,46824000.0,,,,,29209000.0,,-123000.0,74962000.0,12369000.0,,3422000.0,,,367657000.0,,,,644596000.0,,,,,,171252000.0,,27213000.0,4228000.0,,,,,16411000.0,,,,,,,,0.1125,,,,,39568000.0,,,39568000.0,,18944000.0,,614540000.0,,,,,,180883000.0,,,151674000.0,4142000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,30150000.0,352678000.0,9832000.0,,227000.0,,,297031000.0,,107154000.0,-1297000.0,,56465000.0,,,,169036000.0,,,,747615000.0,,,,,,,,,,,,1550000.0,34548000.0,-3737000.0,,,-3383000.0,,54730000.0,-11138000.0,,,,,,,,,,,190054000.0,352678000.0,30511000.0,-8169000.0,,,,,,451930000.0,,,285182000.0,77004000.0,,,-26600000.0,,,,,,0.1075,,24603000.0,,,,,,,,,,-6345000.0,,,0.0,775000.0,,0.0,,18460000.0,,,,,-2982000.0,,32645000.0,18460000.0,,,15162000.0,55647000.0,,,,,29865000.0,,361000.0,77004000.0,12051000.0,,1872000.0,,,370725000.0,,,,640461000.0,,,,,,171844000.0,,39568000.0,4224000.0,,,,,29663000.0,,,,,,,,0.11,,,,,54730000.0,,,54730000.0,,18460000.0,,637860000.0,,,,,,185930000.0,,,156065000.0,4398000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,,30333000.0,347191000.0,10136000.0,71242000.0,368000.0,,,285932000.0,-9935000.0,107416000.0,-8029000.0,,58827000.0,-15491000.0,,,,302335000.0,79912000.0,,733475000.0,46516000.0,,,,460239000.0,,,,,2882175000.0,,13000.0,34907000.0,-3625000.0,0.0,,-3380000.0,,79912000.0,-2588000.0,392000.0,3250000.0,940000.0,,-29425000.0,-513000.0,71242000.0,-13875000.0,,940000.0,204463000.0,346251000.0,30795000.0,5551000.0,204463000.0,,,,644207000.0,460239000.0,,347191000.0,297016000.0,77083000.0,,-13438000.0,-29425000.0,0.0,,,2462832000.0,23515000.0,,71242000.0,23515000.0,49637000.0,,302335000.0,58999000.0,183968000.0,,,297016000.0,169058000.0,-6255000.0,,,392000.0,750000.0,,0.0,,18629000.0,,-74000.0,940000.0,17318000.0,-2470000.0,-20123000.0,34025000.0,18629000.0,-24092000.0,,25182000.0,60319000.0,,,940000.0,,29402000.0,354953000.0,462000.0,77083000.0,12166000.0,8462000.0,1859000.0,0.42,419343000.0,354953000.0,346251000.0,,,626059000.0,,29402000.0,74490000.0,,1859000.0,,154174000.0,54730000.0,8462000.0,134326000.0,,,171434000.0,31555000.0,,0.0,,-8029000.0,30275000.0,79912000.0,,,,,60319000.0,-3063000.0,79912000.0,79912000.0,117758000.0,79912000.0,,18629000.0,,644207000.0,117008000.0,,0.415,,750000.0,183968000.0,,58827000.0,154174000.0,4574000.0,,285932000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
985996800,,29374000.0,330394000.0,-25542000.0,,3214000.0,,,276875000.0,,113309000.0,-7884000.0,,58306000.0,,,,168744000.0,,,,732484000.0,,,,,,,,,,,,,34212000.0,-2867000.0,,,-4220000.0,,71569000.0,-3967000.0,,,,,,,,,,2353000.0,218367000.0,328041000.0,29880000.0,-1548000.0,,,,,,456647000.0,,,310065000.0,83935000.0,,,-29425000.0,0.0,,,,,0.105,,0.0,,,,,,,,,,-5221000.0,,,0.0,1866000.0,,0.0,,18134000.0,,,,,-2419000.0,,845000.0,18134000.0,,,-8343000.0,51166000.0,,,2353000.0,,28881000.0,,506000.0,83935000.0,11746000.0,,,,,361214000.0,,,,619175000.0,,,,,,171510000.0,,79912000.0,8439000.0,,,,,-1574000.0,,,,,,,,0.105,,,,,71569000.0,,,71569000.0,,18134000.0,,640459000.0,,,,,,183812000.0,,,154931000.0,4838000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,36557000.0,327330000.0,-20199000.0,,-9000.0,,,274628000.0,,118003000.0,-7838000.0,,57220000.0,,,,168706000.0,,,,796694000.0,,,,,,,,,,,,,41319000.0,-3633000.0,,,-4230000.0,,71585000.0,-830000.0,,,,,,,,,,866000.0,236781000.0,326464000.0,37296000.0,1182000.0,,,,,,472910000.0,,,325969000.0,81446000.0,,,-29425000.0,0.0,,,,,0.13,,0.0,,,,,,,,,,-6785000.0,,,0.0,1078000.0,,0.0,,22642000.0,,,,,-2012000.0,,7631000.0,22642000.0,,,16000.0,0.0,,,866000.0,,27795000.0,,739000.0,81446000.0,14654000.0,,,,,378948000.0,,51836000.0,,678691000.0,,,,,,171764000.0,,71569000.0,8432000.0,,,,,5619000.0,,,,,,,,0.135,,,,,71585000.0,,,71585000.0,,22642000.0,,653299000.0,,,,,,180389000.0,,,152594000.0,4762000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,34770000.0,331733000.0,-4429000.0,,6248000.0,,,280925000.0,,113192000.0,-7741000.0,,61285000.0,,,,168588000.0,,,,784517000.0,,,,,,,,,,,,,39587000.0,-3478000.0,,,-4228000.0,,86552000.0,-6635000.0,,,,,,,,,,2410000.0,255187000.0,329323000.0,37278000.0,-770000.0,,,,,,491366000.0,,,342121000.0,78422000.0,,,-29425000.0,,,,,,0.13,,0.0,,,,,,,,,,-6579000.0,,,0.0,1127000.0,,0.0,,22628000.0,,,,,-10865000.0,,28181000.0,22628000.0,,,14967000.0,0.0,,,,,31860000.0,,2508000.0,78422000.0,14650000.0,,,,,386880000.0,,48398000.0,,671325000.0,,,,,,171388000.0,,71585000.0,8451000.0,,,,,17316000.0,,,,,,,,0.135,,,,,86552000.0,,,86552000.0,,22628000.0,,673854000.0,,,,,,182488000.0,,,150628000.0,4817000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,,33573000.0,327675000.0,10402000.0,83992000.0,1903000.0,,,267708000.0,-13709000.0,112068000.0,-7839000.0,,66387000.0,-17101000.0,55820000.0,,,322298000.0,115741000.0,,776377000.0,54381000.0,,,,503215000.0,,,,,3090072000.0,,,38292000.0,-3731000.0,0.0,,-4222000.0,,115741000.0,-1785000.0,1209000.0,5203000.0,4147000.0,,-35467000.0,11356000.0,83992000.0,-39768000.0,,4147000.0,270711000.0,323528000.0,33919000.0,20000.0,270711000.0,,,,683490000.0,503215000.0,,327675000.0,355815000.0,78495000.0,,-16900000.0,-35467000.0,906000.0,,,2633500000.0,0.0,,83992000.0,0.0,79912000.0,,322298000.0,57351000.0,180275000.0,,,355815000.0,168748000.0,-6821000.0,,,1209000.0,1132000.0,,0.0,,20588000.0,,-801000.0,3241000.0,19136000.0,-1805000.0,-25406000.0,37795000.0,20588000.0,-13217000.0,,29189000.0,0.0,,,3241000.0,,30920000.0,370378000.0,346000.0,78495000.0,13331000.0,8446000.0,2660000.0,0.5,456572000.0,370378000.0,323528000.0,55820000.0,,664309000.0,,30920000.0,74452000.0,,2660000.0,,148146000.0,86552000.0,8446000.0,153410000.0,,,171548000.0,35990000.0,,906000.0,,-7839000.0,35829000.0,115741000.0,,,,,0.0,-1116000.0,115741000.0,115741000.0,138373000.0,115741000.0,,20588000.0,,683490000.0,134274000.0,,0.49,,4099000.0,180275000.0,,66387000.0,148146000.0,4719000.0,,267708000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,33838000.0,313452000.0,-1962000.0,,1741000.0,,,267455000.0,,113597000.0,-8204000.0,,65266000.0,,,,169134000.0,,,,740031000.0,,,,,,,,,,,,190000.0,37380000.0,,,,-5064000.0,,118037000.0,-17385000.0,,,,,,,,,,5794000.0,286485000.0,307658000.0,34166000.0,-93000.0,,,,,,493355000.0,,,372510000.0,79759000.0,,,-35467000.0,1872000.0,,,,,0.12,,0.0,,,,,,,,,,-4704000.0,,,0.0,2902000.0,,0.0,,20842000.0,,,,,-1576000.0,,24385000.0,20842000.0,,,2296000.0,0.0,,,3922000.0,,29799000.0,,328000.0,79759000.0,13324000.0,,,,,360063000.0,,40203000.0,,626434000.0,,,,,,171956000.0,,115741000.0,8457000.0,,,,,22809000.0,,,,,,,,0.125,,,,,118037000.0,,,118037000.0,,20842000.0,,685962000.0,,,,,,192607000.0,,,162808000.0,3542000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,40971000.0,352775000.0,-12452000.0,,-396000.0,,,299878000.0,,121570000.0,-9266000.0,,64915000.0,,,,168678000.0,,,,842720000.0,,,,,,,,,,,,,44550000.0,,,,-5068000.0,,124658000.0,-3255000.0,,,,,,,,,,6410000.0,306622000.0,346365000.0,41323000.0,-377000.0,,,,,,551111000.0,,,390087000.0,80599000.0,,,-35467000.0,1675000.0,,,,,0.145,,0.0,,,,,,,,,,-6628000.0,,,0.0,2196000.0,,2542000.0,,25206000.0,,,,,-2878000.0,,16504000.0,25206000.0,,,6621000.0,0.0,,,4735000.0,,29448000.0,,352000.0,80599000.0,16117000.0,,,,,409056000.0,,46487000.0,,721150000.0,,,,,,171960000.0,,118037000.0,8458000.0,,,,,13626000.0,,,,,,,,0.15,,,,,124658000.0,,,124658000.0,,25206000.0,,742862000.0,,,,,,191751000.0,,,162303000.0,3579000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,42364000.0,343495000.0,2082000.0,,-423000.0,,,283780000.0,,123084000.0,-9155000.0,,63315000.0,,,,168584000.0,,,,872245000.0,,,,,,,,,,,,,45904000.0,-3310000.0,,,-5069000.0,,121624000.0,-27184000.0,,,,,,,,,25098000.0,6473000.0,327507000.0,337022000.0,42544000.0,-616000.0,,,,,,562464000.0,,,408733000.0,80720000.0,,,-35467000.0,1450000.0,,,,,0.15,,0.0,,,,,,,,,,-7420000.0,,,0.0,959000.0,,0.0,,25951000.0,,,,,-1470000.0,,31570000.0,25951000.0,,,-3034000.0,0.0,,,5023000.0,,27848000.0,,-242000.0,80720000.0,16593000.0,,,,,398036000.0,,53242000.0,,749161000.0,,,,,,171000000.0,,124658000.0,8450000.0,,,,,30100000.0,,,,,,,,0.155,,,,,146722000.0,,,121624000.0,,25951000.0,,752228000.0,,,,,,189764000.0,,,161916000.0,3540000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,,39407000.0,351321000.0,8219000.0,96325000.0,-298000.0,,,275157000.0,-13221000.0,125527000.0,-8755000.0,,70749000.0,-7325000.0,68317000.0,,,327198000.0,132999000.0,,839477000.0,61589000.0,,,,588572000.0,,,,,3294473000.0,,,42775000.0,-3613000.0,0.0,,-5065000.0,45227000.0,132999000.0,-22419000.0,4806000.0,7708000.0,7847000.0,,-44273000.0,624000.0,96325000.0,-4113000.0,45227000.0,7847000.0,345080000.0,343474000.0,39881000.0,-628000.0,345080000.0,,,,777151000.0,588572000.0,,351321000.0,425830000.0,86120000.0,,-20266000.0,-44273000.0,1567000.0,,,2810695000.0,0.0,,96325000.0,0.0,115741000.0,,327198000.0,106814000.0,188579000.0,,,425830000.0,168736000.0,-7027000.0,,,4806000.0,1651000.0,,0.0,,24326000.0,,,6280000.0,14029000.0,-1401000.0,-25779000.0,41680000.0,24326000.0,-70243000.0,,11375000.0,0.0,-45209000.0,,6280000.0,,26476000.0,391670000.0,1817000.0,86120000.0,15555000.0,8451000.0,,0.57,483778000.0,391670000.0,343474000.0,68317000.0,,713950000.0,,26476000.0,114139000.0,,,,157297000.0,121624000.0,8451000.0,170609000.0,,,171514000.0,40279000.0,,1567000.0,,-8755000.0,17258000.0,178226000.0,,,,,0.0,-1714000.0,178226000.0,132999000.0,157914000.0,132999000.0,,24326000.0,,777151000.0,156580000.0,,0.56,,1334000.0,188579000.0,,70749000.0,157297000.0,3368000.0,,275157000.0,,,,,-20111000.0,,,,,,,,,,,,,,,,,,,,,
1049068800,,43460000.0,359280000.0,-21270000.0,,1826000.0,,,289639000.0,,133091000.0,-8191000.0,,69569000.0,,,,168664000.0,,,,816744000.0,,,,,,,,,,,,-55000.0,46240000.0,-2733000.0,,,-6754000.0,,137166000.0,-1939000.0,,,,,,,,,45380000.0,9163000.0,365158000.0,350117000.0,43804000.0,-481000.0,,,,,,618577000.0,,,447194000.0,89631000.0,,,-44273000.0,2075000.0,,,,,0.155,,0.0,,,,,,,,,,-6032000.0,,,0.0,3455000.0,,0.0,,26836000.0,,,,,-1305000.0,,11808000.0,26836000.0,,,4167000.0,0.0,,,7088000.0,,25296000.0,,344000.0,89631000.0,16968000.0,,,,,416436000.0,,60478000.0,,683653000.0,,,,,,171246000.0,,132999000.0,8462000.0,,,,,10503000.0,,,,,,,,0.16,,,,,182546000.0,,,137166000.0,,26836000.0,,806474000.0,,,,,,187897000.0,,,162601000.0,2780000.0,,,,,,,-153000.0,,,,,,,,,,,,,,,,,,,,,
