,annualOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyGrossProfit,trailingOperatingExpense,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,annualCapitalExpenditure,annualDilutedEPS,annualOtherNonCurrentAssets,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualBasicAverageShares,annualChangesInAccountReceivables,trailingInterestExpense,quarterlyTotalRevenue,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,quarterlyDilutedAverageShares,annualNetOtherFinancingCharges,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualBasicEPS,trailingNetIncomeCommonStockholders,annualTotalRevenue,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,annualInterestExpense,quarterlyInvestingCashFlow,quarterlyCurrentAssets,quarterlyPretaxIncome,annualGrossProfit,trailingFreeCashFlow,quarterlyOperatingExpense,quarterlyRetainedEarnings,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyStockholdersEquity,annualChangeInWorkingCapital,annualOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,annualChangeInInventory,trailingTaxProvision,quarterlyAccumulatedDepreciation,quarterlyBasicEPS,annualNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualCashDividendsPaid,annualCostOfRevenue,annualBeginningCashPosition,annualCurrentDebt,annualNetIncome,annualFreeCashFlow,annualDilutedAverageShares,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,annualStockholdersEquity,quarterlyCapitalExpenditure,annualLongTermDebt,annualDepreciationAndAmortization,annualTotalAssets,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetPPE,annualRetainedEarnings,quarterlyAccountsReceivable,annualInventory,quarterlyTaxProvision,annualCurrentLiabilities,quarterlyLongTermDebt,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,annualCapitalStock,quarterlyCurrentAccruedExpenses,annualSaleOfInvestment,quarterlyCostOfRevenue,annualCommonStockIssuance,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualOperatingIncome,annualChangeInAccountPayable,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,annualRepaymentOfDebt,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,annualEbitda,quarterlyBeginningCashPosition,quarterlyDilutedEPS,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,quarterlyTotalNonCurrentAssets,trailingEndCashPosition,trailingPretaxIncome,annualNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,annualPretaxIncome,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,trailingGrossProfit,annualNonCurrentDeferredRevenue,annualGoodwill,trailingSellingGeneralAndAdministration,trailingCashDividendsPaid,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,trailingChangeInWorkingCapital,quarterlyStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfBusiness,trailingNetOtherFinancingCharges,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingDepreciationAndAmortization,trailingDeferredIncomeTax,quarterlyGoodwill,trailingStockBasedCompensation,quarterlySellingGeneralAndAdministration,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,trailingCapitalExpenditure,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingCostOfRevenue,trailingRepaymentOfDebt,trailingPurchaseOfInvestment,trailingOtherNonCashItems,annualCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDilutedEPS,annualOtherIntangibleAssets,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
867628800,,-6000000.0,,,5901000000.0,364000000.0,,,,,,7322000000.0,,,,167000000.0,,,,,,1036000000.0,351000000.0,166000000.0,-172000000.0,20000000.0,,51000000.0,-12000000.0,98181818.0,,,,288000000.0,,,,,,,,-28000000.0,,-778000000.0,801000000.0,83000000.0,,,197000000.0,-256000000.0,,121000000.0,1814000000.0,,,,,,1753000000.0,,,,-512000000.0,0.55,,4703000000.0,,,,,,,,,,54000000.0,54000000.0,2000000.0,,98181818.0,2946000000.0,936000000.0,770000000.0,,,-233000000.0,,,,,,245000000.0,-1000000.0,5389000000.0,,339000000.0,,29000000.0,,3166000000.0,186000000.0,847000000.0,,,,-6000000.0,,,466000000.0,,672000000.0,,,,,,,,1000000.0,,51000000.0,,,,,51000000.0,,,57000000.0,0.55,,,8335000000.0,,,,,,-533000000.0,936000000.0,,,73000000.0,-231000000.0,0.0,,,9136000000.0,,,54000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875577600,,-49000000.0,,,10604000000.0,382000000.0,,,,,,7666000000.0,,,,185000000.0,,,,,,1045000000.0,396000000.0,131000000.0,-162000000.0,-3000000.0,,134000000.0,-28000000.0,95652174.0,,,,309000000.0,,,,,,,,-31000000.0,,-235000000.0,1020000000.0,94000000.0,,,197000000.0,-221000000.0,,124000000.0,1834000000.0,,,,,,2153000000.0,,,,-5189000000.0,0.7,,4642000000.0,,,,,,,,,,66000000.0,66000000.0,-18000000.0,,94285714.0,3065000000.0,1305000000.0,336000000.0,,,-173000000.0,,,,,,371000000.0,1000000.0,5415000000.0,,384000000.0,,28000000.0,,3142000000.0,143000000.0,829000000.0,,,,83000000.0,,,452000000.0,,663000000.0,,,,,,,,1000000.0,,134000000.0,,,,,134000000.0,,,51000000.0,0.69,,,8480000000.0,,,,,,-67000000.0,1305000000.0,,,80000000.0,-191000000.0,0.0,,,9500000000.0,,,66000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883526400,862000000.0,-102000000.0,-5270000000.0,,10705000000.0,415000000.0,,0.0,,33000000.0,-122000000.0,7816000000.0,-711000000.0,2.61,3220000000.0,181000000.0,,1138000000.0,101901141.0,,,1393000000.0,478000000.0,278000000.0,115000000.0,13000000.0,,67000000.0,11000000.0,,0.0,572000000.0,11000000.0,318000000.0,268000000.0,1025000000.0,2.63,,4787000000.0,,,-32000000.0,306000000.0,-414000000.0,1138000000.0,74000000.0,1608000000.0,,234000000.0,-189000000.0,8655000000.0,137000000.0,1977000000.0,-35000000.0,278000000.0,,7816000000.0,117000000.0,2075000000.0,,,,-5270000000.0,,268000000.0,4905000000.0,,-119000000.0,3179000000.0,56000000.0,1025000000.0,268000000.0,-54000000.0,102681992.0,-1584000000.0,64000000.0,64000000.0,294000000.0,,,3220000000.0,1025000000.0,53000000.0,521000000.0,1977000000.0,-173000000.0,3347000000.0,,9793000000.0,,894000000.0,317000000.0,-10000000.0,5435000000.0,-189000000.0,476000000.0,317000000.0,10000000.0,2075000000.0,3347000000.0,164000000.0,894000000.0,-880000000.0,,476000000.0,-67000000.0,,1000000.0,572000000.0,,978000000.0,510000000.0,67000000.0,,746000000.0,,478000000.0,,1000000.0,-12000000.0,67000000.0,-102000000.0,5435000000.0,,657000000.0,67000000.0,,1267000000.0,134000000.0,,67000000.0,938000000.0,8655000000.0,,,-42000000.0,,10705000000.0,-255000000.0,1025000000.0,67000000.0,4905000000.0,85000000.0,121000000.0,0.0,,,9793000000.0,385000000.0,,64000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891302400,,-97000000.0,,,10795000000.0,426000000.0,,,,,,7729000000.0,,,,150000000.0,,,,,,1374000000.0,412000000.0,276000000.0,93000000.0,-12000000.0,,72000000.0,-21000000.0,115277778.0,,,,304000000.0,,,,,,,,-33000000.0,,-246000000.0,1028000000.0,55000000.0,,,276000000.0,-139000000.0,,154000000.0,2052000000.0,,,,,,1506000000.0,,,,-5416000000.0,0.73,,,,,,,,,,,,83000000.0,40000000.0,249000000.0,,113698630.0,3374000000.0,563000000.0,2000000.0,,,-128000000.0,,,,,,208000000.0,1000000.0,5379000000.0,,472000000.0,,15000000.0,,3829000000.0,20000000.0,865000000.0,,,,5000000.0,,,531000000.0,,948000000.0,,,,,,,,1000000.0,,72000000.0,,,,,72000000.0,,,67000000.0,0.72,,,8753000000.0,,,,,,-125000000.0,563000000.0,,,83000000.0,121000000.0,0.0,,,9781000000.0,,,83000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899164800,,-129000000.0,,,10815000000.0,385000000.0,,,,,,7981000000.0,,,,188000000.0,,,,,,1132000000.0,416000000.0,216000000.0,-198000000.0,96000000.0,,230000000.0,-38000000.0,104838710.0,,,,298000000.0,,,,,,,,-33000000.0,,-221000000.0,1257000000.0,91000000.0,,,197000000.0,-292000000.0,,110000000.0,1877000000.0,,,,,,1249000000.0,,,,-5667000000.0,0.63,,5896000000.0,,,,,,,,,,65000000.0,65000000.0,60000000.0,,103174603.0,3453000000.0,381000000.0,317000000.0,,,-161000000.0,,,,,,302000000.0,0.0,5148000000.0,,509000000.0,,26000000.0,,4372000000.0,10000000.0,839000000.0,,,,156000000.0,,,452000000.0,,747000000.0,,,,,,,,1000000.0,,230000000.0,,,,,230000000.0,,,72000000.0,0.62,,,8601000000.0,,,,,,-62000000.0,381000000.0,,,84000000.0,-101000000.0,0.0,,,9858000000.0,,,65000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907113600,,-148000000.0,,,10322000000.0,432000000.0,,,,,,8008000000.0,,,,222000000.0,,,,,,1286000000.0,399000000.0,184000000.0,-66000000.0,-23000000.0,,101000000.0,42000000.0,126562500.0,,,,334000000.0,,,,,,,,-36000000.0,,-223000000.0,1138000000.0,122000000.0,,,210000000.0,-247000000.0,,112000000.0,1922000000.0,,,,,,1328000000.0,,,,-5052000000.0,0.65,,5822000000.0,,,,,,,,,,81000000.0,81000000.0,77000000.0,,124615385.0,3522000000.0,473000000.0,17000000.0,,,-159000000.0,,,,,,396000000.0,-6000000.0,5270000000.0,,457000000.0,,41000000.0,,4325000000.0,19000000.0,798000000.0,,,,-129000000.0,,,456000000.0,,854000000.0,,,,,,,,1000000.0,,101000000.0,,,,,101000000.0,,,230000000.0,0.64,,,8792000000.0,,,,,,-94000000.0,473000000.0,,,81000000.0,-82000000.0,0.0,,,9930000000.0,,,81000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915062400,912000000.0,-145000000.0,-5213000000.0,,11253000000.0,413000000.0,,,,54000000.0,-3000000.0,9094000000.0,-1295000000.0,2.62,3863000000.0,168000000.0,,1407000000.0,107547170.0,,,1349000000.0,580000000.0,225000000.0,-15000000.0,-7000000.0,,101000000.0,-34000000.0,,0.0,609000000.0,32000000.0,327000000.0,285000000.0,621000000.0,2.65,,5141000000.0,,,-38000000.0,336000000.0,-944000000.0,1407000000.0,65000000.0,1650000000.0,,245000000.0,-234000000.0,9903000000.0,159000000.0,2216000000.0,-186000000.0,225000000.0,,9094000000.0,100000000.0,1810000000.0,,,,-5213000000.0,,242000000.0,6431000000.0,,-140000000.0,3491000000.0,69000000.0,621000000.0,285000000.0,-779000000.0,108778626.0,-1634000000.0,51000000.0,51000000.0,130000000.0,,,3863000000.0,621000000.0,814000000.0,535000000.0,2216000000.0,-847000000.0,4831000000.0,,11310000000.0,,784000000.0,361000000.0,-4000000.0,6040000000.0,-234000000.0,720000000.0,361000000.0,14000000.0,1810000000.0,4831000000.0,220000000.0,784000000.0,-345000000.0,,720000000.0,0.0,,1000000.0,609000000.0,,936000000.0,269000000.0,101000000.0,,738000000.0,,580000000.0,,1000000.0,-9000000.0,101000000.0,-145000000.0,6040000000.0,,516000000.0,101000000.0,,1273000000.0,101000000.0,,101000000.0,1150000000.0,9903000000.0,,,-51000000.0,,11253000000.0,-64000000.0,621000000.0,101000000.0,6431000000.0,86000000.0,-717000000.0,0.0,,,11310000000.0,342000000.0,,51000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922838400,,-154000000.0,,,12892000000.0,500000000.0,,-2000000.0,,,,11475000000.0,,,,245000000.0,,,,,,1538000000.0,498000000.0,188000000.0,94000000.0,-2000000.0,,104000000.0,23000000.0,122500000.0,,,,404000000.0,,,,,,,,-38000000.0,,-2235000000.0,1406000000.0,135000000.0,,,255000000.0,-174000000.0,,159000000.0,2292000000.0,,,,,,1640000000.0,,,,-5803000000.0,0.82,,,,,,,,,,,,98000000.0,98000000.0,321000000.0,,119512195.0,5272000000.0,439000000.0,1917000000.0,,,-157000000.0,,,,,,255000000.0,1000000.0,7089000000.0,,859000000.0,,37000000.0,,7357000000.0,27000000.0,763000000.0,,,,3000000.0,,,703000000.0,,1038000000.0,,,,,,,,1000000.0,,104000000.0,,,,,104000000.0,,,101000000.0,0.8,,,12361000000.0,,,,,,-202000000.0,439000000.0,,,98000000.0,164000000.0,0.0,,,13767000000.0,,,98000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,,-116000000.0,,,13169000000.0,479000000.0,,-192000000.0,,,,11757000000.0,,,,232000000.0,,,,,,1353000000.0,470000000.0,198000000.0,-127000000.0,45000000.0,,213000000.0,-18000000.0,111940299.0,,,,387000000.0,,,,,,,,-39000000.0,,-206000000.0,1694000000.0,105000000.0,,,247000000.0,-138000000.0,,155000000.0,2390000000.0,,,,,,1831000000.0,,,,-5917000000.0,0.68,,8993000000.0,,,,,,,,,,75000000.0,75000000.0,119000000.0,,110294118.0,5201000000.0,570000000.0,196000000.0,,,-134000000.0,,,,,,344000000.0,12000000.0,7252000000.0,,939000000.0,,30000000.0,,7171000000.0,24000000.0,792000000.0,,,,109000000.0,,,791000000.0,,874000000.0,,,,,,,,1000000.0,,213000000.0,,,,,213000000.0,,,104000000.0,0.67,,,12453000000.0,,,,,,-56000000.0,570000000.0,,,130000000.0,-15000000.0,0.0,,,14147000000.0,,,75000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,,-134000000.0,,,13412000000.0,525000000.0,,0.0,,,,12241000000.0,,,,271000000.0,,,,,,1488000000.0,524000000.0,235000000.0,-160000000.0,-27000000.0,,234000000.0,-56000000.0,106410256.0,,,,422000000.0,,,,,,,,-85000000.0,,-277000000.0,1961000000.0,108000000.0,,,254000000.0,-180000000.0,,151000000.0,2353000000.0,,,,,,1991000000.0,,,,-6018000000.0,0.79,,9012000000.0,,,,,,,,,,83000000.0,83000000.0,0.0,,105063291.0,5239000000.0,625000000.0,298000000.0,,,-188000000.0,,,,,,469000000.0,-4000000.0,7394000000.0,,1023000000.0,,25000000.0,,7181000000.0,572000000.0,775000000.0,,,,21000000.0,,,842000000.0,,963000000.0,,,,,,,,1000000.0,,234000000.0,,,,,234000000.0,,,213000000.0,0.78,,,12633000000.0,,,,,,-33000000.0,625000000.0,,,141000000.0,-188000000.0,0.0,,,14594000000.0,,,83000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,1149000000.0,-105000000.0,-6157000000.0,,14278000000.0,557000000.0,,0.0,,10000000.0,-194000000.0,13006000000.0,-1124000000.0,2.17,5524000000.0,164000000.0,,1817000000.0,127064220.0,,,1724000000.0,775000000.0,296000000.0,206000000.0,-6000000.0,,132000000.0,-71000000.0,,0.0,950000000.0,31000000.0,329000000.0,277000000.0,782000000.0,2.18,,6103000000.0,,,-1000000.0,560000000.0,-846000000.0,1817000000.0,-7000000.0,2061000000.0,,393000000.0,-189000000.0,13645000000.0,,2456000000.0,13000000.0,296000000.0,,13006000000.0,64000000.0,2507000000.0,,,,-6157000000.0,,277000000.0,9147000000.0,,-163000000.0,4042000000.0,101000000.0,782000000.0,277000000.0,-207000000.0,127649770.0,-3564000000.0,21000000.0,21000000.0,477000000.0,,,5524000000.0,782000000.0,267000000.0,,2456000000.0,-645000000.0,7075000000.0,,15462000000.0,,828000000.0,430000000.0,1000000.0,8121000000.0,-189000000.0,959000000.0,430000000.0,-28000000.0,2507000000.0,7075000000.0,187000000.0,828000000.0,-380000000.0,,959000000.0,-102000000.0,,1000000.0,950000000.0,,1167000000.0,810000000.0,132000000.0,,912000000.0,,775000000.0,,1000000.0,10000000.0,132000000.0,-105000000.0,8121000000.0,,917000000.0,132000000.0,,1542000000.0,234000000.0,,132000000.0,2678000000.0,13645000000.0,,,-122000000.0,,14278000000.0,-89000000.0,782000000.0,132000000.0,9147000000.0,192000000.0,-168000000.0,0.0,,,15462000000.0,341000000.0,,21000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954460800,,-129000000.0,,,14427000000.0,1435000000.0,,-102000000.0,,,,12679000000.0,,,,293000000.0,,,,,,1827000000.0,673000000.0,245000000.0,-31000000.0,-68000000.0,,208000000.0,-17000000.0,114285714.0,,,,476000000.0,,,,,,,,-42000000.0,,-26000000.0,1664000000.0,133000000.0,,,1142000000.0,-151000000.0,,,2374000000.0,,,,,,2352000000.0,,,,-6246000000.0,0.71,,,,,,,,,,,,80000000.0,80000000.0,114000000.0,,113000000.0,4517000000.0,785000000.0,-12000000.0,,,-209000000.0,,,,,,274000000.0,2000000.0,8181000000.0,,937000000.0,,53000000.0,,7206000000.0,3000000.0,741000000.0,,,,76000000.0,,,894000000.0,,392000000.0,,,,,,,,1000000.0,,208000000.0,,,,,208000000.0,,,132000000.0,0.7,,,13611000000.0,,,,,,-31000000.0,785000000.0,,,161000000.0,-95000000.0,0.0,,,15275000000.0,,,80000000.0,913000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,,-172000000.0,,,14306000000.0,490000000.0,,-27000000.0,,,,13362000000.0,,,,205000000.0,,,,,,1599000000.0,824000000.0,265000000.0,53000000.0,,,240000000.0,-8000000.0,112500000.0,,,,347000000.0,,,,,,,,-40000000.0,,-11000000.0,1944000000.0,96000000.0,,,285000000.0,-110000000.0,,,2345000000.0,,,,,,2608000000.0,,,,-6207000000.0,0.73,,9387000000.0,,,,,,,,,,81000000.0,81000000.0,69000000.0,,110000000.0,4749000000.0,825000000.0,-26000000.0,,,-279000000.0,,,,,,409000000.0,61000000.0,8099000000.0,,1030000000.0,,15000000.0,,7115000000.0,0.0,734000000.0,,,,32000000.0,,,959000000.0,,1109000000.0,,,,,,,,1000000.0,,240000000.0,,,,,240000000.0,,,208000000.0,0.72,,,13763000000.0,,,,,,7000000.0,825000000.0,,,169000000.0,-210000000.0,0.0,,,15707000000.0,,,81000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,2309000000.0,,,14483000000.0,536000000.0,,-250000000.0,,,,13725000000.0,,,,247000000.0,,,,,,2395000000.0,1355000000.0,266000000.0,-348000000.0,,,281000000.0,-124000000.0,110000000.0,,,,399000000.0,,,,,,,,-40000000.0,,-335000000.0,2693000000.0,75000000.0,,,289000000.0,,,,2309000000.0,,,,,,3332000000.0,,,,-6315000000.0,0.51,,9055000000.0,,,,,,,,,,55000000.0,55000000.0,-20000000.0,,110000000.0,4491000000.0,974000000.0,396000000.0,,,-244000000.0,,,,,,568000000.0,4000000.0,8168000000.0,,1578000000.0,,20000000.0,,7327000000.0,220000000.0,763000000.0,,,,41000000.0,,,1003000000.0,,1859000000.0,,,,,,,,1000000.0,,281000000.0,,,,,281000000.0,,,240000000.0,0.51,,,13562000000.0,,,,,,,974000000.0,,,175000000.0,-264000000.0,0.0,,,16255000000.0,,,55000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,5322000000.0,-256000000.0,-6252000000.0,,14087000000.0,4407000000.0,,-16000000.0,,8000000.0,-395000000.0,13402000000.0,-1032000000.0,0.32,4676000000.0,-18000000.0,,2449000000.0,112500000.0,,,3177000000.0,1024000000.0,360000000.0,12000000.0,10000000.0,,182000000.0,-241000000.0,,133000000.0,1068000000.0,50000000.0,149000000.0,36000000.0,1110000000.0,0.32,,8998000000.0,89000000.0,,-45000000.0,685000000.0,-495000000.0,2449000000.0,-203000000.0,6049000000.0,,4425000000.0,-320000000.0,13402000000.0,,2361000000.0,-314000000.0,360000000.0,,13402000000.0,60000000.0,3202000000.0,,-54000000.0,,-6252000000.0,,41000000.0,8711000000.0,,-167000000.0,2949000000.0,132000000.0,1110000000.0,36000000.0,-579000000.0,112500000.0,-867000000.0,-180000000.0,-175000000.0,290000000.0,,,4676000000.0,1110000000.0,106000000.0,-5000000.0,2361000000.0,-300000000.0,6824000000.0,,15851000000.0,,859000000.0,467000000.0,-5000000.0,7835000000.0,-320000000.0,1440000000.0,467000000.0,-28000000.0,3202000000.0,6824000000.0,329000000.0,859000000.0,,,1440000000.0,-99000000.0,,1000000.0,1068000000.0,,-1230000000.0,552000000.0,182000000.0,,727000000.0,,1024000000.0,,1000000.0,62000000.0,182000000.0,-256000000.0,7835000000.0,,453000000.0,182000000.0,,1364000000.0,281000000.0,,182000000.0,464000000.0,13402000000.0,,,-390000000.0,,14087000000.0,,1110000000.0,182000000.0,8711000000.0,180000000.0,-10000000.0,133000000.0,,,15851000000.0,101000000.0,,-180000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985996800,,,,,14309000000.0,2347000000.0,,,,,,13835000000.0,,,,331000000.0,,,,,,4126000000.0,1816000000.0,331000000.0,101000000.0,31000000.0,,222000000.0,-59000000.0,128235294.0,,,,493000000.0,,,,,,125000000.0,,-45000000.0,,-332000000.0,3004000000.0,168000000.0,,,2016000000.0,,,-16000000.0,2703000000.0,,,,,,3269000000.0,,,,-6317000000.0,0.87,,,,,,,,,,,,109000000.0,109000000.0,361000000.0,,125000000.0,4748000000.0,472000000.0,11000000.0,,,-273000000.0,,,,,,342000000.0,4000000.0,7992000000.0,,2109000000.0,,59000000.0,,7208000000.0,316000000.0,866000000.0,,,,40000000.0,,,981000000.0,,1779000000.0,,,,,,,,,,222000000.0,,,,,222000000.0,,,182000000.0,0.85,,,13620000000.0,,,,,,,472000000.0,,,166000000.0,88000000.0,-3000000.0,,,16624000000.0,,,109000000.0,880000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,-329000000.0,,,14537000000.0,2530000000.0,,,,,,16004000000.0,,,,255000000.0,,,,,,4421000000.0,3654000000.0,304000000.0,-182000000.0,68000000.0,,176000000.0,-145000000.0,132000000.0,,,,371000000.0,,,,,,-228000000.0,,-49000000.0,,-327000000.0,4973000000.0,84000000.0,,,2275000000.0,-252000000.0,,-147000000.0,2728000000.0,,,,,,5368000000.0,,,,-6398000000.0,0.4,,9051000000.0,,,,,,,,,,53000000.0,53000000.0,-33000000.0,,132000000.0,4860000000.0,669000000.0,314000000.0,,,-281000000.0,,,,,,570000000.0,0.0,8139000000.0,,3923000000.0,,31000000.0,,7193000000.0,133000000.0,879000000.0,,,,-46000000.0,,,1045000000.0,,1891000000.0,,,,,,,,45000000.0,,176000000.0,,,,,176000000.0,,,222000000.0,0.4,,,13848000000.0,,,,,,,669000000.0,,,170000000.0,-314000000.0,4000000.0,,,18821000000.0,,,53000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,-362000000.0,,,14830000000.0,777000000.0,,,,,,14020000000.0,,,,-401000000.0,,,,,,2996000000.0,985000000.0,295000000.0,-459000000.0,-129000000.0,,213000000.0,-37000000.0,133000000.0,,,,-276000000.0,,,,,,-262000000.0,,-41000000.0,,-335000000.0,2552000000.0,-580000000.0,,,1178000000.0,-917000000.0,,,1987000000.0,,,,,,2901000000.0,,,,-6735000000.0,-4.29,,9487000000.0,,,,,,,,,,-569000000.0,-384000000.0,-82000000.0,,133000000.0,4618000000.0,955000000.0,454000000.0,,,-308000000.0,,,,,,825000000.0,-3000000.0,8095000000.0,,1219000000.0,,-196000000.0,,7459000000.0,6000000.0,750000000.0,,,,37000000.0,,,961000000.0,,2219000000.0,,,,,,,,1000000.0,,213000000.0,,,,,213000000.0,,,176000000.0,-4.29,,,13537000000.0,,,,,,,955000000.0,,,175000000.0,-390000000.0,9000000.0,,,16089000000.0,,,-569000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
