date,trailingRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualCapitalExpenditure,annualBasicEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,annualSellingGeneralAndAdministration,trailingDeferredIncomeTax,trailingCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyInvestingCashFlow,quarterlyNetOtherInvestingChanges,annualNetOtherFinancingCharges,trailingInterestExpense,annualTaxProvision,annualNetIncomeCommonStockholders,quarterlyStockBasedCompensation,trailingNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualTotalRevenue,quarterlyCashDividendsPaid,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,annualInterestExpense,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,trailingCommonStockIssuance,annualChangeInWorkingCapital,quarterlyBasicEPS,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,annualDilutedAverageShares,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,trailingNetIncome,trailingTaxProvision,annualNetIncome,annualDilutedEPS,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualCurrentDebt,annualCashDividendsPaid,annualFreeCashFlow,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,trailingSaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,trailingInvestingCashFlow,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,annualOtherNonCashItems,annualDepreciationAndAmortization,annualLongTermDebt,trailingPurchaseOfInvestment,trailingStockBasedCompensation,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,annualStockholdersEquity,quarterlyTaxProvision,annualGoodwill,quarterlyNetPPE,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,quarterlyBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,annualCapitalStock,annualPurchaseOfInvestment,trailingOperatingCashFlow,annualAccountsReceivable,trailingChangeInWorkingCapital,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualStockBasedCompensation,annualCommonStockIssuance,annualOtherShortTermInvestments,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,trailingRepaymentOfDebt,annualNetPPE,quarterlyBeginningCashPosition,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,annualAccountsPayable,annualChangeInAccountPayable,annualRepaymentOfDebt,annualOperatingCashFlow,trailingNetOtherInvestingChanges,quarterlyCashAndCashEquivalents,trailingTotalRevenue,annualOperatingIncome,annualEndCashPosition,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,trailingPretaxIncome,annualNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,annualGrossPPE,quarterlyCurrentDebt,quarterlyFreeCashFlow,quarterlyInterestExpense,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyNetOtherFinancingCharges,annualPretaxIncome,annualBasicAverageShares,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInAccountPayable,annualOtherNonCurrentAssets,quarterlyTotalNonCurrentAssets,annualOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyCurrentLiabilities,annualCostOfRevenue,quarterlyGrossProfit,trailingBasicAverageShares,annualEbitda,trailingOperatingIncome,quarterlyResearchAndDevelopment,annualChangeInInventory,trailingPurchaseOfBusiness,quarterlyOperatingExpense,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentLiabilities,annualInventory,quarterlyOtherIncomeExpense,annualTotalNonCurrentAssets,trailingResearchAndDevelopment,annualCurrentAssets,trailingDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,quarterlyEbitda,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,trailingChangesInAccountReceivables,annualResearchAndDevelopment,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,annualOtherIncomeExpense,trailingDilutedAverageShares,annualOtherNonCurrentLiabilities,annualGrossProfit,trailingOperatingExpense,annualCurrentDeferredRevenue,annualOtherCurrentAssets,trailingCostOfRevenue,annualOtherCurrentLiabilities,trailingGrossProfit,trailingChangeInInventory,quarterlyChangeInInventory,annualCurrentLiabilities,trailingBasicEPS
,,,,-3800000000.0,,162000000.0,-199000000.0,3.32,471190000000.0,,,653000000.0,,,1251000000.0,3735000000.0,,,,,,,,,-3174000000.0,-15486000000.0,-31000000.0,-1789000000.0,,1133000000.0,3361000000.0,,,781000000.0,,,14457000000.0,-550000000.0,,3355000000.0,10607000000.0,19916000000.0,471190000000.0,,,-17242000000.0,,3528000000.0,,1016000000.0,24772000000.0,176000000.0,1251000000.0,,,,,3547000000.0,3.31,,3661000000.0,,2574000000.0,,,14688000000.0,-2176000000.0,-11246000000.0,39407000000.0,,,,117294000000.0,930000000.0,-8129000000.0,902000000.0,-1399000000.0,16923000000.0,,-55000000.0,151000000.0,1744000000.0,330000000.0,5944000000.0,,,,,24772000000.0,321000000.0,2908000000.0,2372000000.0,496516000000.0,20166000000.0,2908000000.0,5944000000.0,,19916000000.0,,47000000.0,3710000000.0,-40197000000.0,,,,,,,585000000.0,3528000000.0,561000000.0,,,2372000000.0,3308000000.0,-3800000000.0,3710000000.0,,,-359000000.0,-11047000000.0,,43278000000.0,,4794000000.0,3355000000.0,,,,-1635000000.0,,-35782000000.0,43278000000.0,,14688000000.0,-1454000000.0,1994000000.0,,,672000000.0,4794000000.0,1013000000.0,117294000000.0,853000000.0,496516000000.0,561000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1028000000.0,-3819000000.0,,,,,481708000000.0,,,,,,1526000000.0,3906000000.0,,,,,,,,,-3160000000.0,-16368000000.0,-64000000.0,,,,,,,,,,,-551000000.0,,3384000000.0,,20353000000.0,,,,,0.92,3697000000.0,582000000.0,,25357000000.0,164000000.0,1526000000.0,-1311000000.0,,,,,,,,,,,,,,,,,,,116136000000.0,1014000000.0,,988000000.0,-1590000000.0,18027000000.0,,-5000000.0,147000000.0,,,,,,,,,512000000.0,,2322000000.0,,,2765000000.0,5945000000.0,,,1025000000.0,29000000.0,,,,,,,,,,,,,,,3355000000.0,,3710000000.0,,,,,,57336000000.0,,,,,,,,,,,,13339000000.0,-1595000000.0,1963000000.0,0.91,1050000000.0,-45000000.0,,,,939000000.0,507626000000.0,560000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1031000000.0,-4675000000.0,,,,,500034000000.0,,,,,,1568000000.0,3873000000.0,,,,,,,,,-13231000000.0,-9837000000.0,-532000000.0,,,,,,,,,,,-554000000.0,,3743000000.0,,20894000000.0,,,,,1.02,4305000000.0,656000000.0,,25552000000.0,158000000.0,1568000000.0,1300000000.0,,,,,,,,,,,,,,,,,,,124013000000.0,1124000000.0,,1097000000.0,-11478000000.0,21790000000.0,,-70000000.0,218000000.0,,,,,,,,,444000000.0,,2320000000.0,,,2701000000.0,5881000000.0,,,1030000000.0,359000000.0,,,,,,,,,,,,,,,3384000000.0,,3975000000.0,,,,,,57377000000.0,,,,,,,,,,,,23119000000.0,-11548000000.0,1971000000.0,1.02,2754000000.0,792000000.0,,,,1048000000.0,526125000000.0,555000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1036000000.0,-4441000000.0,,,,,496379000000.0,,,,,,1485000000.0,3784000000.0,,,,,,,,,6864000000.0,-262000000.0,-73000000.0,,,,,,,,,,,-558000000.0,,3789000000.0,,21397000000.0,,,,,0.98,4392000000.0,295000000.0,,26475000000.0,171000000.0,1485000000.0,0.0,,,,,,,,,,,,,,,,,,,117390000000.0,1086000000.0,,1062000000.0,8221000000.0,-7932000000.0,,-140000000.0,183000000.0,,,,,,,,,399000000.0,,2401000000.0,,,2744000000.0,5924000000.0,,,1034000000.0,46000000.0,,,,,,,,,,,,,,,3743000000.0,,3975000000.0,,,,,,50006000000.0,,,,,,,,,,,,21433000000.0,8081000000.0,2204000000.0,0.98,6295000000.0,3047000000.0,,,,1011000000.0,523424000000.0,568000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,-4051000000.0,,557000000.0,-304000000.0,3.91,498447000000.0,,,704000000.0,,,1505000000.0,3942000000.0,,,,,,,,,568000000.0,734000000.0,-21000000.0,5182000000.0,,1745000000.0,4038000000.0,,,375000000.0,,,15505000000.0,-561000000.0,,3730000000.0,8270000000.0,21932000000.0,498447000000.0,,,-8959000000.0,,4651000000.0,,1034000000.0,27631000000.0,211000000.0,1505000000.0,0.0,,,,4239000000.0,3.91,,4339000000.0,,3355000000.0,,,21519000000.0,-2224000000.0,-3249000000.0,39521000000.0,,,,116563000000.0,1115000000.0,-25733000000.0,1092000000.0,1902000000.0,-2696000000.0,,-89000000.0,205000000.0,1239000000.0,334000000.0,5939000000.0,,,,,27631000000.0,390000000.0,3050000000.0,2450000000.0,526657000000.0,29189000000.0,3050000000.0,5939000000.0,,21932000000.0,,-59000000.0,3975000000.0,-28125000000.0,,,,,,,753000000.0,4651000000.0,589000000.0,,,2450000000.0,3789000000.0,-4051000000.0,3975000000.0,,,-11000000.0,-2945000000.0,,46027000000.0,,6084000000.0,3730000000.0,,,,-690000000.0,,,46027000000.0,,21519000000.0,1813000000.0,2132000000.0,,29422000000.0,1388000000.0,6084000000.0,1032000000.0,116563000000.0,1040000000.0,526657000000.0,589000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1044000000.0,-4403000000.0,,,,,512554000000.0,,,,,,1570000000.0,4125000000.0,,,,,,,,,-12772000000.0,-12245000000.0,0.0,,,,,,,,,,,-563000000.0,,3680000000.0,,22533000000.0,,,,,1.08,4643000000.0,355000000.0,,28081000000.0,178000000.0,1570000000.0,,,,,,,,,,,,,,,,,,,,123545000000.0,1200000000.0,,1174000000.0,-11243000000.0,23480000000.0,,-74000000.0,166000000.0,,,,,,,,,370000000.0,,2469000000.0,,,3026000000.0,5913000000.0,,,1044000000.0,-50000000.0,,,,,,,,,,,,,,,3730000000.0,,3975000000.0,,,,,,51950000000.0,,,,,,,,,,,,25717000000.0,-11317000000.0,2213000000.0,1.07,3158000000.0,-324000000.0,,,,1123000000.0,541268000000.0,585000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1080000000.0,-5067000000.0,,,,,540183000000.0,,,,,,1877000000.0,4517000000.0,,,,,,,,,-9575000000.0,-21898000000.0,-338000000.0,,,,,,,,,,,-616000000.0,,3676000000.0,,23436000000.0,,,,,1.36,4298000000.0,168000000.0,,30782000000.0,230000000.0,1877000000.0,,,,,,,,,,,,,,,,,,,,128925000000.0,1543000000.0,,1519000000.0,-7888000000.0,29861000000.0,,-119000000.0,2020000000.0,,,,,,,,,334000000.0,,2472000000.0,,,4184000000.0,5887000000.0,,,1079000000.0,-4000000.0,,,,,,,,,,,,,,,3680000000.0,,4384000000.0,,,,,,71402000000.0,,,,,,,,,,,,25470000000.0,-8007000000.0,2420000000.0,1.36,2316000000.0,612000000.0,,,,1464000000.0,571541000000.0,3210000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1084000000.0,-4934000000.0,,,,,535340000000.0,,,,,,1676000000.0,4300000000.0,,,,,,,,,3266000000.0,7291000000.0,-73000000.0,,,,,,,,,,,-618000000.0,-72000000.0,3646000000.0,,24066000000.0,,,,,1.11,4411000000.0,352000000.0,,31747000000.0,233000000.0,1676000000.0,,,,,,,,,,,,,,,,,,,,126500000000.0,1285000000.0,,1259000000.0,4877000000.0,-12203000000.0,,-29000000.0,-1651000000.0,,,,,,,,,391000000.0,,2493000000.0,,,4245000000.0,5905000000.0,,,1082000000.0,-30000000.0,,,,,,,,,,,,,,,3676000000.0,,4384000000.0,,,,,,57908000000.0,,,,,,,,,,,,22045000000.0,4848000000.0,2586000000.0,1.11,2770000000.0,-1591000000.0,,,,1204000000.0,567689000000.0,3237000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-4128000000.0,,-4718000000.0,,201000000.0,-366000000.0,4.62,541856000000.0,,,956000000.0,,,1555000000.0,4346000000.0,,,,6680000000.0,,-176000000.0,,,13743000000.0,-6926000000.0,-133000000.0,-1947000000.0,,1410000000.0,4959000000.0,,,564000000.0,,,17288000000.0,-619000000.0,,4294000000.0,9442000000.0,24662000000.0,541856000000.0,,,-5338000000.0,,,171000000.0,1074000000.0,32760000000.0,5479000000.0,1555000000.0,,,,,5175000000.0,4.62,-4128000000.0,5268000000.0,,3730000000.0,,,15450000000.0,-2416000000.0,697000000.0,31920000000.0,,,,119873000000.0,1240000000.0,-33778000000.0,1223000000.0,15317000000.0,-7800000000.0,,-144000000.0,201000000.0,1046000000.0,411000000.0,5923000000.0,,,,,32760000000.0,315000000.0,4377000000.0,2552000000.0,575256000000.0,33338000000.0,4377000000.0,5923000000.0,,24662000000.0,,648000000.0,4384000000.0,-23238000000.0,,,,,,,736000000.0,4491000000.0,3287000000.0,,,2552000000.0,3646000000.0,-4718000000.0,4384000000.0,,-176000000.0,-500000000.0,1063000000.0,,54471000000.0,,6678000000.0,4294000000.0,,,,-544000000.0,,,54471000000.0,6680000000.0,15450000000.0,15173000000.0,2223000000.0,,23676000000.0,-644000000.0,6678000000.0,1072000000.0,119873000000.0,1168000000.0,575256000000.0,3287000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1125000000.0,-287000000.0,,,,,602918000000.0,,,,,,1849000000.0,4716000000.0,,,817000000.0,2623000000.0,,,2101000000.0,,6009000000.0,-7846000000.0,-41000000.0,,,,,,,,,,,-622000000.0,,3849000000.0,,19225000000.0,,,,,1.23,,99000000.0,,32496000000.0,315000000.0,1849000000.0,,-502000000.0,,,,,,,,,,,,,,,,,,122908000000.0,1436000000.0,,1398000000.0,7768000000.0,-366000000.0,,,175000000.0,,,,,,,,,413000000.0,,2623000000.0,,,,6930000000.0,,,1091000000.0,-445000000.0,,,,,,5267000000.0,2780000000.0,,,,,106000000.0,,,4294000000.0,,4384000000.0,,,,,,63701000000.0,,,,,,,,,-7503000000.0,,,17139000000.0,7768000000.0,2431000000.0,1.2,7731000000.0,81000000.0,,,,1343000000.0,637055000000.0,7672000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1168000000.0,-335000000.0,,,,,623023000000.0,,,,,,1875000000.0,4704000000.0,,,,,,,,415000000.0,10998000000.0,-10392000000.0,-132000000.0,,,,,4000000.0,,,,,,-681000000.0,,7021000000.0,,19937000000.0,,,,,1.18,,-2481000000.0,,34950000000.0,1613000000.0,1875000000.0,-10000000.0,-81000000.0,,,,,,,,,,,,,,,,,,127866000000.0,1460000000.0,,1391000000.0,12548000000.0,1048000000.0,,-59000000.0,1866000000.0,,,,,,,,,415000000.0,,2632000000.0,,,,6896000000.0,,,1134000000.0,3165000000.0,,,,,,,,,,,,108000000.0,,,3856000000.0,,4384000000.0,,,,,,77738000000.0,,,,,,,,,-6058000000.0,,,22395000000.0,12489000000.0,1770000000.0,1.15,7189000000.0,-127000000.0,,,,1336000000.0,659690000000.0,8633000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1160000000.0,-141000000.0,,,,,631484000000.0,,,,,,2492000000.0,5512000000.0,,,1134000000.0,2145000000.0,,,1825000000.0,441000000.0,-6119000000.0,3213000000.0,-72000000.0,,,,,5000000.0,,,,,,-683000000.0,,4988000000.0,,21253000000.0,,,,,1.7,,-2567000000.0,,36798000000.0,260000000.0,2492000000.0,-10000000.0,,,,,,,,,,,,,,,,,,,128834000000.0,2051000000.0,,2001000000.0,-4075000000.0,-1120000000.0,,,193000000.0,,,,,,,,,441000000.0,,2145000000.0,,,,6899000000.0,,,1142000000.0,-2033000000.0,,,,,,5524000000.0,3499000000.0,,,,,117000000.0,,,7021000000.0,,4384000000.0,,,,,,71615000000.0,,,,,,,,,-9151000000.0,,,20780000000.0,-4075000000.0,1850000000.0,1.69,7522000000.0,-620000000.0,,,,1946000000.0,669970000000.0,8708000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-4081000000.0,,135000000.0,,,-434000000.0,5.31,626665000000.0,,,1071000000.0,,,1830000000.0,5126000000.0,,,,6341000000.0,,,,,-11056000000.0,4604000000.0,1354000000.0,-622000000.0,,1580000000.0,6023000000.0,,,742000000.0,6050000000.0,,19963000000.0,-727000000.0,,5036000000.0,7151000000.0,21978000000.0,626665000000.0,,,861000000.0,,,-8755000000.0,1160000000.0,39636000000.0,5811000000.0,1830000000.0,0.0,4000000.0,,,6243000000.0,5.22,-4081000000.0,6466000000.0,,4294000000.0,-458000000.0,,18622000000.0,-2713000000.0,7635000000.0,31780000000.0,538000000.0,887000000.0,,125914000000.0,1519000000.0,-11334000000.0,1453000000.0,-9085000000.0,4533000000.0,,,1966000000.0,531000000.0,450000000.0,10143000000.0,,,,,39636000000.0,311000000.0,5239000000.0,2260000000.0,668044000000.0,4095000000.0,5239000000.0,19075000000.0,,21978000000.0,,55000000.0,4384000000.0,-34856000000.0,,3451000000.0,,,,38000000.0,4200000000.0,,3453000000.0,119000000.0,,2260000000.0,4981000000.0,-31000000.0,4384000000.0,2801000000.0,,-20000000.0,8069000000.0,,67191000000.0,,8046000000.0,5036000000.0,,,,1109000000.0,,-12144000000.0,67191000000.0,6341000000.0,18622000000.0,-9519000000.0,1779000000.0,,9338000000.0,44000000.0,8046000000.0,1133000000.0,125617000000.0,1398000000.0,668044000000.0,3453000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1204000000.0,409000000.0,,,,,693397000000.0,,,,,,2059000000.0,5032000000.0,,,,,,,,434000000.0,7678000000.0,-10054000000.0,-98000000.0,,,,,21000000.0,,,,,,-731000000.0,,4911000000.0,,22807000000.0,,,,,1.27,,-2771000000.0,,41152000000.0,1794000000.0,2059000000.0,-1300000000.0,-3214000000.0,,,,,,,,,,,,,,,,,,159037000000.0,1625000000.0,,1559000000.0,9753000000.0,-818000000.0,,-64000000.0,292000000.0,,,,,,,,,434000000.0,,2296000000.0,,,,8780000000.0,,,1186000000.0,-1125000000.0,,,,,,,,,,,,128000000.0,,,6036000000.0,,4384000000.0,,,,,,53120000000.0,,,,,,,,,-11167000000.0,,,24673000000.0,9689000000.0,1918000000.0,1.25,10804000000.0,921000000.0,,,,1504000000.0,736361000000.0,10345000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1213000000.0,542000000.0,,,,,709949000000.0,,,,,,2038000000.0,5086000000.0,,,,,,,,437000000.0,-920000000.0,1699000000.0,-103000000.0,,,,,6000000.0,,,,,,-771000000.0,,5556000000.0,,23566000000.0,,,,,1.24,,-2784000000.0,,42396000000.0,1799000000.0,2038000000.0,-1710000000.0,-260000000.0,,,,,,,,,,,,,,,,,,153813000000.0,1601000000.0,,1534000000.0,999000000.0,-2082000000.0,,-13000000.0,356000000.0,,,,,,,,,437000000.0,,2265000000.0,,,,7087000000.0,,,1193000000.0,645000000.0,,,,,,,,,,,,130000000.0,,,4911000000.0,,4384000000.0,,,,,,55157000000.0,,,,,,,,,-11167000000.0,,,25080000000.0,986000000.0,1866000000.0,1.23,14202000000.0,43000000.0,,,,1479000000.0,754156000000.0,10464000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1207000000.0,427000000.0,,,,,697298000000.0,0.0,,,,,2225000000.0,5256000000.0,,,,,,,,457000000.0,-3818000000.0,3930000000.0,-18000000.0,,,,,5000000.0,,,,,,-773000000.0,,5238000000.0,,24502000000.0,,,,,1.38,,-2930000000.0,,43501000000.0,1834000000.0,2225000000.0,0.0,,,,,,,,,,,,,,,,,,,149533000000.0,1768000000.0,,1703000000.0,-2105000000.0,-2167000000.0,,-51000000.0,283000000.0,,,,,,,,,457000000.0,,2228000000.0,,,,7020000000.0,,,1198000000.0,-318000000.0,,,,,,,,,,,,131000000.0,,,5556000000.0,,4384000000.0,,,,,,52157000000.0,,,,,,,,,-13297000000.0,,,24572000000.0,-2156000000.0,1814000000.0,1.37,13749000000.0,-1677000000.0,,,,1649000000.0,742625000000.0,10589000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-4191000000.0,1210000000.0,738000000.0,-300000000.0,1763000000.0,-146000000.0,5.19,697237000000.0,,,7227000000.0,,,2102000000.0,5272000000.0,,,863000000.0,6419000000.0,,,8058000000.0,435000000.0,-1047000000.0,1197000000.0,-105000000.0,-876000000.0,,1763000000.0,6205000000.0,4000000.0,,-587000000.0,,,20663000000.0,-800000000.0,,5449000000.0,7456000000.0,25315000000.0,697237000000.0,,,1893000000.0,1.3,,-2881000000.0,1209000000.0,44653000000.0,1831000000.0,2102000000.0,-1200000000.0,,,,6422000000.0,5.15,-4191000000.0,6697000000.0,,6036000000.0,,,,-3075000000.0,9598000000.0,52654000000.0,559000000.0,863000000.0,,145072000000.0,1676000000.0,-3228000000.0,1620000000.0,1097000000.0,-2138000000.0,,-18000000.0,325000000.0,-11366000000.0,520000000.0,5841000000.0,,,,,44653000000.0,426000000.0,6867000000.0,2228000000.0,743788000000.0,-7205000000.0,6867000000.0,5841000000.0,559000000.0,25315000000.0,1204000000.0,211000000.0,4084000000.0,-47894000000.0,,2685000000.0,,,2685000000.0,36000000.0,1256000000.0,,3837000000.0,131000000.0,,2228000000.0,5238000000.0,738000000.0,4084000000.0,8058000000.0,,-4210000000.0,9744000000.0,,53338000000.0,,8460000000.0,5449000000.0,,,,-324000000.0,,-12263000000.0,53338000000.0,6419000000.0,,1079000000.0,1867000000.0,1.29,13899000000.0,-163000000.0,8460000000.0,1195000000.0,145072000000.0,1567000000.0,743788000000.0,3837000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1217000000.0,1540000000.0,,,,,735476000000.0,-250000000.0,,,,,2184000000.0,5510000000.0,,,,,,,,475000000.0,-103000000.0,-1189000000.0,-116000000.0,,,,,20000000.0,,,,,,-798000000.0,,5714000000.0,,25928000000.0,,,,,1.33,,-3005000000.0,,46191000000.0,1980000000.0,2184000000.0,0.0,,,,,,,,,,,,,,,,,,,164070000000.0,1709000000.0,,1655000000.0,1514000000.0,-274000000.0,,-61000000.0,369000000.0,,,,,,,,,475000000.0,,2252000000.0,,,,5874000000.0,,,1209000000.0,265000000.0,,,,,,,,,,,,129000000.0,,,5449000000.0,,3834000000.0,,,,,,55321000000.0,,,,,,,,,-14208000000.0,,,,1453000000.0,1824000000.0,1.32,11949000000.0,405000000.0,,,,1607000000.0,782835000000.0,10822000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1222000000.0,1138000000.0,,,,,744315000000.0,-600000000.0,,,,,2355000000.0,5598000000.0,,,,,,,,555000000.0,5282000000.0,-4327000000.0,45000000.0,,,,,4000000.0,,,,,,-821000000.0,,5950000000.0,,26849000000.0,,,,,1.4,,-3051000000.0,,46220000000.0,1881000000.0,2355000000.0,-1000000000.0,,,,,,,,,,,,,,,,,,,168946000000.0,1800000000.0,,1742000000.0,7185000000.0,-2592000000.0,,-51000000.0,109000000.0,,,,,,,,,555000000.0,,2222000000.0,,,,4864000000.0,,,1215000000.0,236000000.0,,,,,,,,,,,,129000000.0,,,5714000000.0,,3234000000.0,,,,,,59758000000.0,,,,,,,,,-12171000000.0,,,,7134000000.0,1781000000.0,1.39,12779000000.0,-280000000.0,,,,1699000000.0,791772000000.0,10794000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1225000000.0,878000000.0,,,,,743063000000.0,-444000000.0,,,,,2949000000.0,6393000000.0,,,,,,,,598000000.0,-11690000000.0,9928000000.0,-46000000.0,,,,,3000000.0,,,,,,-813000000.0,,5658000000.0,,28217000000.0,,,,,1.86,,-3150000000.0,,47170000000.0,1980000000.0,2949000000.0,0.0,,,,,,,,,,,,,,,,,,,170479000000.0,2351000000.0,,2301000000.0,-9378000000.0,-821000000.0,,-91000000.0,153000000.0,,,,,,,,,598000000.0,,2231000000.0,,,,4873000000.0,,,1217000000.0,-292000000.0,,,,,,,,,,,,134000000.0,,,5950000000.0,,2934000000.0,,,,,,49964000000.0,,,,,,,,,-10265000000.0,,,,-9469000000.0,1838000000.0,1.85,8660000000.0,283000000.0,,,,2267000000.0,791509000000.0,10820000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
