date,trailingNetIncomeCommonStockholders,annualGrossPPE,annualOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualEbitda,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualInterestExpense,quarterlySaleOfInvestment,annualCapitalExpenditure,trailingDeferredIncomeTax,annualCapitalStock,quarterlyOperatingExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,trailingOperatingCashFlow,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,quarterlyCurrentDeferredRevenue,trailingGrossProfit,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyBasicAverageShares,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyTotalRevenue,trailingDepreciationAndAmortization,quarterlyEbitda,trailingNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,quarterlyCapitalExpenditure,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualCurrentDebt,annualAccumulatedDepreciation,annualInventory,trailingTaxProvision,annualNetOtherFinancingCharges,quarterlyOperatingCashFlow,annualCostOfRevenue,annualDeferredIncomeTax,trailingOperatingExpense,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualGrossProfit,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyOtherNonCashItems,annualCurrentDeferredRevenue,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyDilutedEPS,quarterlyNonCurrentDeferredRevenue,trailingBeginningCashPosition,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualBasicAverageShares,trailingPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyTaxProvision,annualChangesInAccountReceivables,quarterlyNetPPE,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyCurrentAssets,quarterlyOperatingIncome,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,trailingNetIncome,quarterlyGrossPPE,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,quarterlyCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyDilutedAverageShares,quarterlyGoodwill,annualBasicEPS,annualRetainedEarnings,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,trailingChangeInWorkingCapital,annualNetIncome,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualFreeCashFlow,annualGoodwill,quarterlyCashDividendsPaid,annualPretaxIncome,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyCostOfRevenue,trailingInvestingCashFlow,annualAccountsPayable,annualTotalRevenue,annualInvestingCashFlow,annualOperatingIncome,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualAccountsReceivable,annualOtherCurrentAssets,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualEndCashPosition,annualNonCurrentDeferredRevenue,annualTaxProvision,trailingPurchaseOfInvestment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualLongTermDebt,trailingTotalRevenue,trailingSaleOfInvestment,trailingCommonStockIssuance,annualStockholdersEquity,annualTotalAssets,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyBasicEPS,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyInventory,annualCurrentAccruedExpenses,quarterlyOtherIncomeExpense,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyInvestmentsAndAdvances,annualDilutedAverageShares,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,trailingEndCashPosition,quarterlyInvestingCashFlow,annualDilutedEPS,annualSaleOfInvestment,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,trailingOperatingIncome,trailingOtherIncomeExpense,annualOtherNonCurrentAssets,annualCurrentAssets,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,trailingPretaxIncome,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,trailingChangeInInventory,annualIncomeTaxPayable,quarterlyStockBasedCompensation,annualResearchAndDevelopment,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,trailingBasicAverageShares,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,trailingBasicEPS,trailingNetOtherInvestingChanges,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingOtherNonCashItems,annualChangeInInventory,annualStockBasedCompensation,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingChangeInAccountPayable
2009-09-30,,,,,,0.0,,,237800000,532400000.0,,,,,,0.0,,,,2800000.0,7300000.0,7400000.0,,,,72100000.0,,72100000.0,,,,,,,,94733520.0,7300000.0,0.0,0.0,8000000.0,,3400000.0,,-171600000,,-2100000.0,,,,,,,,,,8000000,,,,0.0,-165700000,0.0,,,-69000000.0,0.0,,,,-0.127395,,,,,8500000.0,,,88400000.0,700000,,198200000.0,-1900000,,87900000.0,1200000.0,0.0,,,267200000.0,,,7300000.0,,94733520.0,,,,5900000,,,1037300000.0,2100000.0,,,949400000.0,,,,-10100000.0,,15800000.0,,,,4000000.0,,,,,,-4500000,-4500000,2800000.0,0.0,,,,111400000.0,,,,,401800000.0,,,,,,,,,-0.127395,,,3200000.0,,,,100000.0,409100000.0,,-4500000,734400000.0,,-161500000.0,4000000.0,,72100000,,-2100000,,,,,,,,,,,,,,3800000.0,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,,212200000.0,0.0,0.0,47800000.0,0.0,-139500000.0,49100000.0,72100000,,,106900000.0,,,14500000.0,21300000.0,-6000000.0,,,8200000.0,7500000.0,20300000.0,16600000.0,,108700000.0,58300000.0,1886400000.0,58300000.0,,,,731300000.0,,0.0,,,21900000.0,0.0,8500000.0,7700000.0,,-22900000.0,,908700000,-7800000.0,-1600000.0,,47800000.0,-4200000.0,,,-7500000.0,,,0.0,-16400000,15000000.0,,,0.0,-13800000,0.0,14800000.0,9200000.0,-71700000.0,0.0,,16600000.0,,,,,874000000.0,,-800000.0,43240752.0,,-27700000.0,-19100000,,204700000.0,-28200000,,76500000.0,-4700000.0,-4800000.0,,,276400000.0,7500000.0,,21900000.0,0.0,,,0.653333,-27700000.0,-18000000,,23700000.0,1962900000.0,2000000.0,,47800000.0,1886400000.0,-58600000.0,2100000.0,,-28300000.0,92400000.0,18200000.0,,,937000000.0,4200000.0,,21900000.0,29800000.0,-690300000.0,-1800000.0,-7700000,-7700000,8200000.0,0.0,18200000.0,0.0,-929500000.0,114000000.0,58300000.0,,34600000.0,,852100000.0,114000000.0,,,,0.0,1962900000.0,7500000.0,58300000.0,,,21900000.0,3300000.0,,,,-20200000.0,874000000.0,1664900000.0,-7700000,1664900000.0,43240752.0,0.0,3500000.0,,58300000,,-906100000,0.653333,253000000.0,,852100000.0,8100000.0,,,3800000.0,76500000.0,204700000.0,20300000.0,,-7600000.0,3800000.0,58300000.0,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,,,,,,0.0,,,58300000,,,,,,,28400000.0,,,,7500000.0,7000000.0,110000000.0,,,,49200000.0,,49200000.0,,,,,,0.0,,94733520.0,21800000.0,0.0,0.0,8500000.0,,-25900000.0,,-17300000,,-1200000.0,,,,,,,,,,-8500000,,,,0.0,-9100000,0.0,,,-76100000.0,,,,,-0.446516,,,,-800000.0,10500000.0,,,,-800000,,211000000.0,-43100000,,58600000.0,-5400000.0,-10500000.0,,,287100000.0,,,21800000.0,,94733520.0,,,,-9700000,,,2028200000.0,1800000.0,,,1969600000.0,,,,-17300000.0,,9400000.0,,,,6400000.0,,,,,,-42300000,-42300000,7500000.0,0.0,,,,118100000.0,,,,,887100000.0,,,,,,,,,-0.446516,,,15400000.0,,,,-22300000.0,908900000.0,,-42300000,1741700000.0,,0.0,2100000.0,,49200000,,16700000,,,,,,,,,,,,,,3900000.0,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,,,,,0.0,,,49200000,,,,,,,12600000.0,,,,7000000.0,6000000.0,33000000.0,,,,10000000.0,,10000000.0,,,,,,0.0,,94800000.0,11000000.0,0.0,0.0,9000000.0,,90200000.0,,-16700000,,-1800000.0,,,,,,,,,,-4500000,,,,0.0,-38900000,0.0,,,-74000000.0,,,,,0.727848,,,,-200000.0,14500000.0,,,,3000000,,201000000.0,72000000,,39000000.0,-2000000.0,-28500000.0,,,275000000.0,,,11000000.0,,94800000.0,,,,-6300000,,,1921000000.0,2200000.0,,,1882000000.0,,,,-16700000.0,,29000000.0,,,,4000000.0,,,,,,69000000,69000000,7000000.0,0.0,,,,110000000.0,,,,,816000000.0,,,,,,,,,0.727848,,,16000000.0,,,,90000000.0,827000000.0,,69000000,1668000000.0,,0.0,5000000.0,,10000000,,-17700000,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,,,,,,0.0,,,80000000,,,,,,,46000000.0,,,,8000000.0,7000000.0,131000000.0,,,,6000000.0,,6000000.0,,,,,,,,94733586.0,52000000.0,0.0,36000000.0,10000000.0,,-86000000.0,,-12000000,,-6000000.0,,,,,,,,,,-27000000,,,,0.0,-9000000,0.0,,,-79000000.0,-6000000.0,,,,-1.140039,,,,-2000000.0,-41000000.0,,,,1000000,,208000000.0,-107000000,,78000000.0,-2000000.0,0.0,,,287000000.0,,,52000000.0,,94733586.0,,,,-33000000,,,2085000000.0,5000000.0,,,2007000000.0,,,,-29000000.0,,72000000.0,,,,4000000.0,,,,,,-108000000,-108000000,8000000.0,0.0,,,,131000000.0,,,,,967000000.0,,,,,,,,,-1.140039,,,16000000.0,,,,-89000000.0,1019000000.0,,-108000000,1784000000.0,,0.0,6000000.0,,71000000,,30000000,,,,,,,,,,,,,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,,3049000000.0,1888000000.0,358000000.0,462000000.0,0.0,-9000000.0,47000000.0,6000000,,,668000000.0,2903000000.0,2903000000.0,144000000.0,-75000000.0,,,,12000000.0,1025000000.0,,35000000.0,,482000000.0,154000000.0,10865000000.0,154000000.0,,,,-103000000.0,,,,,240000000.0,1865000000.0,164000000.0,606000000.0,,693000000.0,,-68000000,-93000000.0,,,510000000.0,-442000000.0,,615000000.0,-54000000.0,38000000.0,,0.0,127000000,413000000.0,,,,99000000,1888000000.0,186000000.0,107000000.0,-54000000.0,,,35000000.0,,,,,8124000000.0,,18000000.0,169446676.0,,302000000.0,-18000000,-14000000.0,2995000000.0,573000000,,2244000000.0,196000000.0,-54000000.0,,,3049000000.0,1025000000.0,,2743000000.0,153000000.0,,591000000.0,2.756029,302000000.0,132000000,,-38000000.0,13109000000.0,23000000.0,,467000000.0,10865000000.0,-117000000.0,78000000.0,591000000.0,-65000000.0,495000000.0,187000000.0,,,5000000.0,398000000.0,,240000000.0,634000000.0,72000000.0,186000000.0,591000000,548000000,12000000.0,358000000.0,187000000.0,1865000000.0,,3978000000.0,154000000.0,,-15000000.0,,5381000000.0,3978000000.0,,,,0.0,13109000000.0,29000000.0,154000000.0,,615000000.0,2743000000.0,97000000.0,,38000000.0,,503000000.0,8124000000.0,1244000000.0,543000000,1244000000.0,169446676.0,0.0,173000000.0,,154000000,,40000000,2.756029,12000000.0,,5381000000.0,78000000.0,,,2755000000.0,2244000000.0,2995000000.0,,,,2755000000.0,154000000.0,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,,,,,,0.0,,,154000000,,,,,2934000000.0,,,,,,13000000.0,1093000000.0,186000000.0,,,,259000000.0,,259000000.0,,,,,,,,169446676.0,275000000.0,5000000.0,-6000000.0,390000000.0,,177000000.0,,66000000,,-72000000.0,,,,,,,,,,120000000,,,,,105000000,1900000000.0,,,-75000000.0,10000000.0,,,,0.193333,,,,-3000000.0,24000000.0,,,299000000.0,-2000000,,3115000000.0,69000000,,2364000000.0,175000000.0,,,,3190000000.0,,,2476000000.0,,169446676.0,591000000.0,,,48000000,,,13456000000.0,25000000.0,,,11092000000.0,,,,-49000000.0,,176000000.0,,,,202000000.0,,,,,,71000000,45000000,13000000.0,379000000.0,,,,4481000000.0,,,,,5973000000.0,,,,,,,,,0.193333,301000000.0,,83000000.0,-3000000.0,52000000.0,,-23000000.0,8449000000.0,,45000000,1258000000.0,,-15000000.0,188000000.0,,259000000,,-81000000,,,,,,,,,,,,,,2756000000.0,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,,,,,0.0,,,259000000,,,,,3034000000.0,,,,,,15000000.0,1104000000.0,235000000.0,,,,234000000.0,,234000000.0,,,,,,,,229411765.0,341000000.0,24000000.0,-245000000.0,428000000.0,,198000000.0,,20000000,,,,,,,,,,,,138000000,,,,,-25000000,2010000000.0,,,-101000000.0,-4000000.0,,,,0.113333,,,,26000000.0,14000000.0,,,279000000.0,27000000,,3291000000.0,85000000,,2496000000.0,178000000.0,,,,3392000000.0,,,2378000000.0,,229411765.0,591000000.0,,,210000000,,,13882000000.0,31000000.0,,,11386000000.0,,,,-49000000.0,,198000000.0,,,,235000000.0,,,,,,58000000,26000000,15000000.0,409000000.0,,,,4942000000.0,,,,,6475000000.0,,,,,,,,,0.113333,27000000.0,,82000000.0,-10000000.0,57000000.0,,-11000000.0,8853000000.0,,26000000,1292000000.0,,-57000000.0,193000000.0,,234000000,,-183000000,,,,,,,,,,,,,,2716000000.0,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,,,,,,-1615000000.0,,,234000000,,,,,2798000000.0,,,,,,49000000.0,1123000000.0,-48000000.0,,,,157000000.0,,198000000.0,,,,,,,,234450000.0,326000000.0,0.0,-36000000.0,414000000.0,,342000000.0,,31000000,,-128000000.0,,,,,,,,,,56000000,,,,,-77000000,44000000.0,,,-82000000.0,-165000000.0,,,,0.253333,,,,68000000.0,-16000000.0,,,284000000.0,67000000,,3333000000.0,223000000,,452000000.0,133000000.0,,,,3415000000.0,,,411000000.0,,234450000.0,591000000.0,,,-72000000,41000000.0,,11786000000.0,34000000.0,,,11334000000.0,,,,-57000000.0,,198000000.0,,,,232000000.0,,,,,,156000000,62000000,15000000.0,457000000.0,,,,5020000000.0,,,,,6620000000.0,,,,,,,,,0.253333,41000000.0,,85000000.0,,56000000.0,,175000000.0,7031000000.0,,60000000,1195000000.0,,-58000000.0,182000000.0,,157000000,,-164000000,,,,,,,,,,,,,,2843000000.0,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,,4123000000.0,11000000.0,534000000.0,182000000.0,0.0,,-12000000.0,157000000,,,1060000000.0,2924000000.0,2924000000.0,335000000.0,,-196000000.0,,,55000000.0,1560000000.0,,61000000.0,,384000000.0,153000000.0,12791000000.0,176000000.0,,,,411000000.0,,,,,370000000.0,0.0,-482000000.0,404000000.0,,343000000.0,,294000000,,147000000.0,,440000000.0,-317000000.0,,145000000.0,-50000000.0,87000000.0,,-142000000.0,26000000,899000000.0,154000000.0,,,-15000000,11000000.0,737000000.0,154000000.0,-50000000.0,-175000000.0,,188000000.0,,,,,7380000000.0,63000000.0,-41000000.0,198528166.0,,260000000.0,66000000,-11000000.0,4073000000.0,221000000,,478000000.0,119000000.0,,,,4123000000.0,1560000000.0,,526000000.0,-567000000.0,,591000000.0,0.941932,260000000.0,173000000,23000000.0,-19000000.0,13269000000.0,37000000.0,,187000000.0,12791000000.0,-222000000.0,144000000.0,591000000.0,-67000000.0,598000000.0,215000000.0,,23000000.0,658000000.0,230000000.0,,370000000.0,1636000000.0,-763000000.0,549000000.0,155000000,54000000,18000000.0,534000000.0,215000000.0,0.0,-703000000.0,4740000000.0,153000000.0,,158000000.0,,6854000000.0,4740000000.0,,,,0.0,13269000000.0,127000000.0,153000000.0,,145000000.0,526000000.0,85000000.0,,87000000.0,,187000000.0,7380000000.0,1708000000.0,51000000,1708000000.0,198528166.0,-12000000.0,174000000.0,,153000000,,-335000000,0.941932,,45000000.0,6854000000.0,340000000.0,,,3090000000.0,478000000.0,4073000000.0,388000000.0,,,3090000000.0,176000000.0,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,,,,,,0.0,,,153000000,,,,,2965000000.0,,,,,,69000000.0,1697000000.0,,,,,119000000.0,,144000000.0,,,,,,,,277650000.0,401000000.0,0.0,-155000000.0,451000000.0,,164000000.0,,49000000,,,,,,,,,,,,128000000,,,,,-35000000,15000000.0,,,-91000000.0,6000000.0,,,,0.033333,,,,-4000000.0,27000000.0,,,201000000.0,-3000000,,4891000000.0,20000000,,478000000.0,142000000.0,-55000000.0,,,4982000000.0,,,1097000000.0,,277650000.0,604000000.0,,,128000000,25000000.0,,14204000000.0,49000000.0,,,13726000000.0,,,,-73000000.0,,252000000.0,,,,240000000.0,,,,,,23000000,14000000,20000000.0,660000000.0,,,,4536000000.0,,,,,6945000000.0,,,,,,,,,0.033333,681000000.0,,95000000.0,-2000000.0,82000000.0,,-27000000.0,8042000000.0,,10000000,1523000000.0,,-22000000.0,211000000.0,,119000000,,-212000000,,,,,,,,,,,,,,3126000000.0,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,,,,,,0.0,,,119000000,,,,,2931000000.0,,,,,,76000000.0,1284000000.0,,,,,128000000.0,,128000000.0,,,,,,,,277650000.0,459000000.0,107000000.0,2000000.0,493000000.0,,129000000.0,,389000000,,-178000000.0,,,,1000000.0,,,,,,100000000,,,,,10000000,122000000.0,,,-138000000.0,41000000.0,,,,-0.106667,,,,-22000000.0,-12000000.0,,,102000000.0,-14000000,,5100000000.0,-21000000,,645000000.0,146000000.0,-14000000.0,,,5238000000.0,,,1833000000.0,,277650000.0,607000000.0,,,-78000000,,,14343000000.0,54000000.0,,,13698000000.0,,,,-73000000.0,,318000000.0,,,,271000000.0,,,,,,-7000000,-26000000,22000000.0,668000000.0,,,,4474000000.0,,,,,6446000000.0,,,,,,,,,-0.106667,1252000000.0,,96000000.0,-289000000.0,92000000.0,,-71000000.0,8279000000.0,,-30000000,1775000000.0,,323000000.0,222000000.0,,128000000,,-479000000,,,,,,,,,,,,,,3254000000.0,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,,,,,,0.0,,,159000000,,,,,2972000000.0,,,,,,81000000.0,1268000000.0,,,,,384000000.0,,384000000.0,,,,,,,,290550000.0,462000000.0,63000000.0,-164000000.0,482000000.0,,242000000.0,,231000000,,-168000000.0,,,,,,,,,,152000000,,,,,226000000,143000000.0,,,-188000000.0,6000000.0,,,,0.22,,,,-10000000.0,31000000.0,,,91000000.0,-5000000,,5268000000.0,90000000,,841000000.0,133000000.0,44000000.0,,,5456000000.0,,,1582000000.0,,290550000.0,607000000.0,,,152000000,,,14835000000.0,56000000.0,,,13994000000.0,,,,-79000000.0,,302000000.0,,,,268000000.0,,,,,,95000000,68000000,25000000.0,708000000.0,,,,4642000000.0,,,,,6638000000.0,,,,,,,,,0.22,977000000.0,,96000000.0,56000000.0,92000000.0,,53000000.0,8220000000.0,,68000000,1866000000.0,,19000000.0,214000000.0,,384000000,,-157000000,,,,,,,,,,,,,,3254000000.0,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,,8053000000.0,250000000.0,871000000.0,64000000.0,0.0,,109000000.0,384000000,,,976000000.0,4497000000.0,4497000000.0,407000000.0,,-637000000.0,,,101000000.0,1964000000.0,,95000000.0,,161000000.0,263000000.0,18972000000.0,266000000.0,,104000000.0,,1238000000.0,,,,301200000.0,260000000.0,0.0,44000000.0,578000000.0,,441000000.0,,596000000,,-127000000.0,,291000000.0,-200000000.0,1000000.0,663000000.0,-83000000.0,108000000.0,,406000000.0,241000000,1094000000.0,30000000.0,,,-123000000,250000000.0,910000000.0,153000000.0,-83000000.0,-300000000.0,104000000.0,327000000.0,,0.153333,344000000.0,,11910000000.0,66000000.0,96000000.0,287250000.0,,,68000000,-61000000.0,7970000000.0,248000000,,746000000.0,162000000.0,,,,8053000000.0,1964000000.0,,1291000000.0,10000000.0,301200000.0,636000000.0,0.313333,,114000000,3000000.0,156000000.0,19718000000.0,73000000.0,,80000000.0,18972000000.0,-304000000.0,-2000000.0,636000000.0,-79000000.0,337000000.0,343000000.0,,3000000.0,500000000.0,315000000.0,,260000000.0,2004000000.0,-1764000000.0,583000000.0,180000000,24000000,28000000.0,871000000.0,343000000.0,0.0,-728000000.0,7276000000.0,263000000.0,344000000.0,46000000.0,,10619000000.0,7276000000.0,,,,0.0,19718000000.0,232000000.0,263000000.0,0.153333,663000000.0,1291000000.0,120000000.0,-493000000.0,108000000.0,,206000000.0,11910000000.0,2292000000.0,8000000,2292000000.0,287250000.0,-32000000.0,263000000.0,,263000000,,-960000000,0.313333,232000000.0,316000000.0,10619000000.0,635000000.0,,,3219000000.0,746000000.0,7970000000.0,,,,3219000000.0,266000000.0,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,,,,,,0.0,,,263000000,,,,,4511000000.0,,,,,,114000000.0,1924000000.0,,,,,286000000.0,,292000000.0,,,,,,-222000000.0,,255882353.0,526000000.0,85000000.0,7000000.0,612000000.0,,175000000.0,,-12000000,,-103000000.0,,,,2000000.0,,,,,,147000000,,,,,22000000,46000000.0,,,-153000000.0,115000000.0,,,,-0.113333,,,,-24000000.0,-25000000.0,,,,-18000000,,7794000000.0,-19000000,,693000000.0,190000000.0,-13000000.0,,,7947000000.0,,,1218000000.0,,255882353.0,644000000.0,,,44000000,6000000.0,,19514000000.0,86000000.0,,,18821000000.0,,,,-94000000.0,,322000000.0,,,,308000000.0,,,,,,-1000000,-18000000,28000000.0,1165000000.0,,,,6586000000.0,,,,,10410000000.0,,,,,,,,,-0.113333,646000000.0,,108000000.0,-4000000.0,79000000.0,,-101000000.0,11628000000.0,,-25000000,2298000000.0,,80000000.0,304000000.0,,286000000,,-113000000,,,,,,,,,,,,,,3223000000.0,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,,,,,-4255000000.0,,,286000000,,,,,4082000000.0,,27000000.0,,,,109000000.0,1093000000.0,3701000000.0,,,,419000000.0,,508000000.0,,,,,,,,220650000.0,526000000.0,3689000000.0,-3000000.0,462000000.0,,359000000.0,,-94000000,,-113000000.0,,,,332000000.0,,,,,,223000000,,,,,187000000,1859000000.0,,,-190000000.0,-103000000.0,,,,0.4,,,,42000000.0,21000000.0,,,,36000000,,6764000000.0,186000000,,4531000000.0,151000000.0,,,,6954000000.0,,,2525000000.0,,220650000.0,46000000.0,,,110000000,89000000.0,,17744000000.0,83000000.0,,,13213000000.0,,,,-98000000.0,,305000000.0,,,,202000000.0,,,,,,150000000,97000000,26000000.0,1012000000.0,,,,5337000000.0,,,,,7837000000.0,,,,,,,,,0.4,140000000.0,,90000000.0,-30000000.0,29000000.0,,125000000.0,10362000000.0,,88000000,1940000000.0,,-373000000.0,260000000.0,,419000000,,58000000,,,,,,,,,,,,,,96000000.0,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,,,,,-4255000000.0,,,451000000,,,,,4156000000.0,,,,,,109000000.0,1097000000.0,,,,,280000000.0,,677000000.0,,,,,,,,225150000.0,579000000.0,402000000.0,-99000000.0,431000000.0,,203000000.0,,155000000,,,,,,,,,,,,161000000,,,,,-174000000,59000000.0,,,-282000000.0,19000000.0,,,,0.08,,,,-19000000.0,31000000.0,,,,-33000000,,7020000000.0,35000000,,1454000000.0,135000000.0,,,,7302000000.0,,,732000000.0,,225150000.0,48000000.0,,,161000000,397000000.0,,15465000000.0,81000000.0,,,14011000000.0,,,,,,352000000.0,,,,187000000.0,,,,,,68000000,26000000,28000000.0,1040000000.0,,,,6210000000.0,,,,,8367000000.0,,,,,,,,,0.08,94000000.0,,87000000.0,,23000000.0,,-13000000.0,9099000000.0,,18000000,2415000000.0,,-40000000.0,244000000.0,,280000000,,-490000000,,,,,,,,,,,,,,93000000.0,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,,7864000000.0,36000000.0,77000000.0,-63000000.0,-4255000000.0,-3119000000.0,300000000.0,280000000,,,713000000.0,4006000000.0,4006000000.0,362000000.0,,-425000000.0,,,107000000.0,1295000000.0,,110000000.0,,-180000000.0,538000000.0,14414000000.0,900000000.0,,65000000.0,,-232000000.0,,-193000000.0,,225300000.0,222000000.0,90000000.0,285000000.0,470000000.0,,20000000.0,,-281000000,-56000000.0,,,20000000.0,-19000000.0,,71000000.0,-101000000.0,22000000.0,,-156000000.0,163000000,823000000.0,12000000.0,,,265000000,36000000.0,1003000000.0,263000000.0,-101000000.0,-7000000.0,65000000.0,439000000.0,,-0.64,397000000.0,,9077000000.0,12000000.0,-46000000.0,221700000.0,,,19000000,30000000.0,7763000000.0,-157000000,,1268000000.0,151000000.0,,,,7864000000.0,1295000000.0,,598000000.0,-26000000.0,225300000.0,48000000.0,-0.286667,,-262000000,362000000.0,-19000000.0,15682000000.0,79000000.0,,-32000000.0,14414000000.0,-388000000.0,269000000.0,48000000.0,,22000000.0,313000000.0,188000000.0,362000000.0,,212000000.0,,222000000.0,1826000000.0,-162000000.0,564000000.0,-176000000,-137000000,28000000.0,77000000.0,313000000.0,90000000.0,-849000000.0,6096000000.0,538000000.0,397000000.0,2000000.0,,8479000000.0,6096000000.0,,,,-4255000000.0,15682000000.0,329000000.0,538000000.0,-0.64,71000000.0,598000000.0,98000000.0,,22000000.0,188000000.0,-210000000.0,9077000000.0,2217000000.0,-144000000,2217000000.0,221700000.0,-222000000.0,258000000.0,,538000000,,383000000,-0.286667,567000000.0,-45000000.0,8479000000.0,694000000.0,,,90000000.0,1268000000.0,7763000000.0,,,,90000000.0,900000000.0,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,,,,,-4255000000.0,,,538000000,,,,,4034000000.0,,,,,,118000000.0,1300000000.0,,,,,363000000.0,,769000000.0,,,,,,-22000000.0,,225450000.0,516000000.0,0.0,-8000000.0,480000000.0,,234000000.0,,-117000000,,-109000000.0,,,,,,,,,,140000000,,,,,-183000000,86000000.0,,,-185000000.0,16000000.0,,,,0.066667,,,,6000000.0,-18000000.0,,,,12000000,,7866000000.0,56000000,,1141000000.0,150000000.0,0.0,,,8051000000.0,,,730000000.0,,225450000.0,53000000.0,,,31000000,406000000.0,,15755000000.0,91000000.0,,,14614000000.0,,,,,,347000000.0,,,,212000000.0,,,,,,44000000,26000000,27000000.0,1150000000.0,,,,6069000000.0,,,,,8539000000.0,,,,,,,,,0.066667,128000000.0,,87000000.0,-89000000.0,25000000.0,,-7000000.0,9269000000.0,,15000000,2297000000.0,,-139000000.0,268000000.0,,363000000,,-206000000,,,,,,,,,,,,,,89000000.0,,,,,,,,,,,,,,,,,,,,,,,
