,trailingNetIncomeCommonStockholders,annualGrossPPE,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlyBasicAverageShares,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualBeginningCashPosition,quarterlyOtherIntangibleAssets,annualInterestExpense,quarterlyChangeInInventory,annualOtherNonCurrentLiabilities,quarterlyOperatingExpense,quarterlySaleOfInvestment,annualCapitalExpenditure,trailingDeferredIncomeTax,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,annualOtherIncomeExpense,trailingGrossProfit,trailingCapitalExpenditure,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyAccountsPayable,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyTotalRevenue,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,annualNetOtherFinancingCharges,annualOtherNonCashItems,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyCapitalExpenditure,annualInventory,trailingTaxProvision,trailingChangeInInventory,trailingNetOtherFinancingCharges,trailingDepreciationAndAmortization,annualBasicEPS,quarterlyEbitda,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,annualStockBasedCompensation,annualPurchaseOfBusiness,quarterlyDilutedAverageShares,annualCostOfRevenue,annualCapitalStock,trailingOtherNonCashItems,quarterlyOtherNonCashItems,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualOperatingExpense,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualChangeInWorkingCapital,trailingCashDividendsPaid,quarterlyOtherCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCostOfRevenue,trailingNetIncome,trailingNetIncomeContinuousOperations,quarterlyTaxProvision,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyNetPPE,annualNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyCostOfRevenue,annualRetainedEarnings,quarterlyGoodwill,trailingChangeInWorkingCapital,quarterlyDepreciationAndAmortization,quarterlyLongTermDebt,annualPretaxIncome,annualDilutedEPS,annualGoodwill,annualFreeCashFlow,annualCommonStockIssuance,quarterlyTotalNonCurrentAssets,annualDilutedAverageShares,annualAccountsReceivable,quarterlyTotalAssets,annualCashDividendsPaid,annualNetIncome,annualAccountsPayable,trailingOperatingIncome,trailingInvestingCashFlow,annualTotalRevenue,annualOtherCurrentAssets,trailingChangeInAccountPayable,annualPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,annualInvestingCashFlow,trailingCommonStockIssuance,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualEndCashPosition,annualTaxProvision,quarterlyDilutedEPS,annualTotalAssets,trailingTotalRevenue,annualStockholdersEquity,annualBasicAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNonCurrentDeferredRevenue,annualLongTermDebt,annualOperatingIncome,annualCashAndCashEquivalents,annualDepreciationAndAmortization,annualCurrentLiabilities,quarterlyCurrentDebt,annualCurrentAccruedExpenses,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,trailingEndCashPosition,quarterlyInvestingCashFlow,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyInventory,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualChangeInAccountPayable,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,annualOperatingCashFlow,quarterlyCashDividendsPaid,annualOtherIntangibleAssets,annualOtherNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,trailingPretaxIncome,annualEbitda,annualCurrentAssets,annualResearchAndDevelopment,trailingBasicAverageShares,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,trailingSellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
915062400,,1258102000.0,,,-5886000.0,,-4862000.0,,,28360000.0,27414000.0,338677000.0,11823000.0,,42790000.0,,549305000.0,97288000.0,,-63644000.0,,952380000.0,6961000.0,638000.0,,,,,,6961000.0,81119000.0,,-9769000.0,,,9121000.0,338677000.0,,0.0,114535000.0,1178000.0,27414000.0,-5214000.0,43652000.0,17247000.0,11109000.0,,-24210000.0,7396000.0,,,,,0.53,26743000.0,28360000.0,-468475000.0,,,,,,338677000.0,,9877000.0,,1258102000.0,,140780000.0,84812000.0,382983000.0,474354000.0,-2160000.0,-1398000.0,,-468475000.0,16827000.0,,,,690085000.0,3157000.0,,5920000.0,,28360000.0,,9806000.0,,,,2807000.0,,,189585000.0,789627000.0,-5229000.0,31301000.0,70455000.0,,-7383000.0,,189585000.0,,,,479485000.0,50480000.0,0.53,,10136000.0,8029000.0,952380000.0,51632000.0,70455000.0,1037192000.0,-23309000.0,27414000.0,81119000.0,,,474354000.0,0.0,,,549305000.0,-68873000.0,,6999000.0,6999000.0,,6961000.0,23066000.0,,1037192000.0,,338677000.0,51632000.0,,,479485000.0,91371000.0,6961000.0,,140780000.0,28360000.0,31301000.0,11958000.0,,,,690085000.0,,6999000.0,70594000.0,,,-30096000.0,,,7396000.0,6961000.0,2869000.0,,114535000.0,-817000.0,,,,789627000.0,73780000.0,-5893000.0,,70594000.0,6961000.0,,,,134411000.0,84812000.0,,,,,,,,,,,,,,,,,
922838400,,,,,-1048000.0,,,0.2025,52056000.0,,,344863000.0,,41183000.0,,,,112871000.0,,,,,4334000.0,,,,,,,4334000.0,,,,,,6961000.0,344863000.0,,66058000.0,144739000.0,1487000.0,,,,31868000.0,-21819000.0,,-16161000.0,,,,,,,44377000.0,,-468475000.0,,,,52056000.0,,,,13333000.0,,1262024000.0,,122279000.0,70392000.0,,,-2627000.0,,,,36401000.0,,,,,12480000.0,,,,0.0,,20614000.0,,,,10026000.0,,,194284000.0,793549000.0,,122279000.0,,,20240000.0,,,,,,435280000.0,,,,,,958537000.0,,,1028929000.0,,,,,,,,,,-443778000.0,,,10588000.0,10588000.0,,,,0.2025,,,,,,,,,,,,,,10381000.0,,,,675568000.0,,10588000.0,71061000.0,,,-17209000.0,,,,4334000.0,-744000.0,,144739000.0,-1795000.0,,,,,,-5889000.0,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,,,,,1431000.0,,,0.1525,52136000.0,,,348111000.0,,,,,,94458000.0,,,,,4051000.0,,,,,,,4051000.0,,,,,,4334000.0,348111000.0,,61312000.0,121700000.0,1228000.0,,,,27242000.0,-3227000.0,,-16884000.0,,,,,,,39798000.0,,-468475000.0,,,,52136000.0,,,,13841000.0,,1266503000.0,,117970000.0,65363000.0,,,-283000.0,,,,18397000.0,,,,,-3352000.0,,,,0.0,,15732000.0,,,,7824000.0,,,196302000.0,798028000.0,,117970000.0,,,1513000.0,,,,,,433942000.0,,,,,,960347000.0,,,1025710000.0,,,,,,,,,,551131000.0,,,7908000.0,7908000.0,,,,0.1525,,,,,,,,,,,,,,10638000.0,,,,669101000.0,,7908000.0,67785000.0,,,-15453000.0,,,,4051000.0,-743000.0,,121700000.0,-981000.0,,,,,,-5890000.0,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,,,,,702000.0,,,0.095,52180000.0,,,348189000.0,,,,,,82168000.0,,,,,9073000.0,,,,,,,9073000.0,,,,,,4051000.0,348189000.0,,52875000.0,103530000.0,1049000.0,,,,21362000.0,14977000.0,,-43908000.0,,,,,,,30095000.0,,-468475000.0,,,,52180000.0,,,,14552000.0,,1293092000.0,,128209000.0,61948000.0,,,5022000.0,,,,33251000.0,,,,,13780000.0,,,,0.0,,10191000.0,,,,5272000.0,,,195331000.0,824617000.0,,128209000.0,,,-10657000.0,,,,,,442451000.0,,,,,,987087000.0,,,1049035000.0,,,,,,,,,,564139000.0,,,4919000.0,4919000.0,,,,0.095,,,,,,,,,,,,,,10243000.0,,,,692348000.0,,4919000.0,65788000.0,,,-43206000.0,,,,9073000.0,-799000.0,,103530000.0,1820000.0,,,,,,-5890000.0,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,,1538757000.0,,,2236000.0,,4704000.0,,,103230000.0,29183000.0,344866000.0,6587000.0,,44228000.0,,639792000.0,112394000.0,,-66708000.0,,1150746000.0,11291000.0,-2975000.0,,,,,,11291000.0,94431000.0,,42494000.0,,,9073000.0,344866000.0,-792000.0,0.0,135249000.0,1088000.0,29240000.0,1586000.0,38750000.0,22855000.0,52563000.0,,10245000.0,17226000.0,,,,,0.56,34721000.0,103230000.0,-549009000.0,,,,,,344866000.0,,-2976000.0,,1538757000.0,,229569000.0,92862000.0,401891000.0,505218000.0,2592000.0,636000.0,,-549009000.0,-3370000.0,,,,869361000.0,-7683000.0,,15225000.0,,103230000.0,,10179000.0,,,,4354000.0,,,191714000.0,989748000.0,3321000.0,31908000.0,64345000.0,,6875000.0,,191714000.0,,,,537828000.0,56716000.0,0.56,,17971000.0,4852000.0,1150746000.0,52188000.0,64345000.0,1243608000.0,-23788000.0,29183000.0,94431000.0,,,505218000.0,0.0,,,639792000.0,-122469000.0,,5825000.0,5768000.0,,11291000.0,27476000.0,,1243608000.0,,344866000.0,52188000.0,,,537828000.0,103327000.0,11291000.0,,229569000.0,103230000.0,31908000.0,12966000.0,,,,869361000.0,,5768000.0,65682000.0,,,-46601000.0,,,17226000.0,11291000.0,-689000.0,,135249000.0,2542000.0,,,-792000.0,989748000.0,84679000.0,-6119000.0,,65682000.0,11291000.0,,,,148991000.0,92862000.0,,,,,,,,,,,,,,,,,
954460800,,,,,-632000.0,,,0.215,52716000.0,,,350835000.0,,38254000.0,,,,131912000.0,,,,,11032000.0,,,,,,,11032000.0,103980000.0,,,,,11291000.0,350835000.0,-923000.0,0.0,166838000.0,1962000.0,,,,34926000.0,76462000.0,,-18842000.0,,,,,,,49974000.0,,-549009000.0,,,,52716000.0,,,,14535000.0,,1538579000.0,,311423000.0,97197000.0,,,-259000.0,,,,22695000.0,,-113000.0,,,-2998000.0,,,,173430000.0,,20154000.0,,,,8883000.0,,,195852000.0,989570000.0,,34013000.0,68948000.0,,3853000.0,,,,,,490066000.0,,,,,,1232107000.0,,,1329304000.0,,,,,,,,,,-520153000.0,,,11271000.0,11271000.0,,,,0.215,,,,,,,,,,,,173430000.0,,13260000.0,-79942000.0,,,948382000.0,,11271000.0,146049000.0,,,-99416000.0,,,17217000.0,11032000.0,-744000.0,,166838000.0,-1220000.0,,,,,,-6080000.0,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,,,,,8538000.0,,,0.195,52792000.0,,,357380000.0,,,,,,111573000.0,,,,,7008000.0,,,,,,,7008000.0,89669000.0,,,,,11032000.0,357380000.0,367000.0,0.0,143723000.0,997000.0,,,,32150000.0,-9715000.0,,-22537000.0,,,,,,,46941000.0,,-549009000.0,,,,52792000.0,,,,13393000.0,,1550054000.0,,285544000.0,86028000.0,,,-4024000.0,,,,20083000.0,,-820000.0,,,-2829000.0,,,,164456000.0,,16938000.0,,,,6598000.0,,,200110000.0,1001045000.0,,31419000.0,61345000.0,,-2454000.0,,,,,,502405000.0,,,,,,1236151000.0,,,1322179000.0,,,,,,,,,,649212000.0,,,10340000.0,10340000.0,,,,0.195,,,,,,,,,,,,164456000.0,,13853000.0,-393000.0,,,934756000.0,,10340000.0,137549000.0,,,-14392000.0,,,17675000.0,7008000.0,-743000.0,,143723000.0,-92000.0,,,,,,-6081000.0,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,,,,-1564000.0,,,0.0975,52828000.0,,,358384000.0,,,,,,100992000.0,,,,,10777000.0,,,,,,,10777000.0,100280000.0,,,,,7008000.0,358384000.0,1312000.0,0.0,127482000.0,929000.0,,,,26490000.0,-4877000.0,,-20088000.0,,,,,,,38218000.0,,-549009000.0,,,,52828000.0,,,,6238000.0,,1560992000.0,,297139000.0,85331000.0,,,3769000.0,,,,30300000.0,,372000.0,,,18480000.0,,,,165317000.0,,10776000.0,,,,5566000.0,,,199239000.0,1011983000.0,,31542000.0,57284000.0,,10212000.0,,,,,,502021000.0,,,,,,1250993000.0,,,1336324000.0,,,,,,,,,,649883000.0,,,5210000.0,5210000.0,,,,0.0975,,,,,,,,,,,,165317000.0,,14326000.0,-2000.0,,,947022000.0,,5210000.0,138451000.0,,,-21654000.0,,,17270000.0,10777000.0,-743000.0,,127482000.0,774000.0,,,,,,-6081000.0,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,,1694198000.0,,,-9381000.0,,7141000.0,,,46327000.0,36759000.0,412140000.0,11291000.0,,56864000.0,,826853000.0,126698000.0,,-157652000.0,,1366633000.0,18432000.0,-737000.0,,,,,,18432000.0,130750000.0,,150848000.0,,,10777000.0,412140000.0,1163000.0,0.0,146532000.0,51462000.0,36759000.0,3471000.0,41733000.0,19834000.0,88978000.0,,-96185000.0,16731000.0,,,,,0.68,31031000.0,46327000.0,-579787000.0,,,,,,412140000.0,,7567000.0,,1694198000.0,,208101000.0,111963000.0,471176000.0,584575000.0,7655000.0,-1582000.0,,-579787000.0,27375000.0,,-1021000.0,,1034954000.0,7741000.0,,20394000.0,,46327000.0,,6525000.0,,,,-3414000.0,,,201683000.0,1114411000.0,-3039000.0,31024000.0,76800000.0,,-68810000.0,,201683000.0,,,,728350000.0,54392000.0,0.68,,-57199000.0,55350000.0,1366633000.0,54068000.0,76800000.0,1478596000.0,-25737000.0,36759000.0,130750000.0,,,584575000.0,0.0,,-81515000.0,826853000.0,-244160000.0,,9939000.0,9939000.0,,18432000.0,17633000.0,,1478596000.0,,412140000.0,54068000.0,,,728350000.0,113399000.0,18432000.0,,208101000.0,46327000.0,31024000.0,15426000.0,-1178000.0,,,1034954000.0,,9939000.0,148699000.0,,,-108698000.0,,,16731000.0,18432000.0,1494000.0,,146532000.0,4009000.0,,,1163000.0,1114411000.0,100453000.0,-7495000.0,,148699000.0,18432000.0,,,,166163000.0,111963000.0,,,,,,,,,,,,,,,,,
985996800,,,,,-6198000.0,,,0.2125,59344000.0,,,423274000.0,,35431000.0,,,,143685000.0,,,,,12799000.0,,,,,,,12799000.0,114674000.0,,,,,18432000.0,423274000.0,4456000.0,0.0,180238000.0,2278000.0,,,,36553000.0,109998000.0,,-18502000.0,,,,,,,54192000.0,,-579787000.0,,,,59344000.0,,,,16218000.0,,1802624000.0,,313298000.0,117935000.0,,,-5633000.0,,,,11063000.0,,657000.0,,,-18364000.0,,,,167144000.0,,19513000.0,,,,6961000.0,,,207246000.0,1222837000.0,,31480000.0,86561000.0,,-7439000.0,,,,,,680222000.0,,,,,,1483312000.0,,,1601247000.0,,,,,,,,,,-714554000.0,,,12552000.0,12552000.0,,,,0.21,,,,,,,,,,,,167144000.0,,15677000.0,-20000.0,,,1143641000.0,,12552000.0,148416000.0,,,-126495000.0,,,18575000.0,12799000.0,-744000.0,,180238000.0,309000.0,,,,,,-6989000.0,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,,,,4345000.0,,,0.265,59408000.0,,,430464000.0,,,,,,119480000.0,,,,,17613000.0,,,,,,,17613000.0,89343000.0,,,,,12799000.0,430464000.0,1808000.0,6425000.0,157780000.0,1041000.0,,,,38300000.0,-1752000.0,,-25852000.0,,,,,,,55278000.0,,-579787000.0,,,,59408000.0,,,,13308000.0,,1773219000.0,,252467000.0,120595000.0,,,4814000.0,,,,17499000.0,,4767000.0,,,-16082000.0,,,,161898000.0,,23956000.0,,,,8169000.0,,,216043000.0,1193432000.0,,1226000.0,81111000.0,,-8353000.0,,,,,,684947000.0,,,,,,1397045000.0,,,1517640000.0,,,,,,,,,,801069000.0,,,15787000.0,15787000.0,,,,0.265,,,,,,,,,,,,161898000.0,,15980000.0,-239000.0,,,1053536000.0,,15787000.0,88723000.0,,,-11124000.0,,,15446000.0,17613000.0,2405000.0,,157780000.0,-505000.0,,,,,,-6990000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,,,,-651000.0,,,0.1975,59464000.0,,,443208000.0,,,,,,102840000.0,,,,,12171000.0,,,,,,,12171000.0,97547000.0,,,,,17613000.0,443208000.0,4863000.0,484000.0,137636000.0,1463000.0,,,,34796000.0,10747000.0,,-59314000.0,,,,,,,49011000.0,,-579787000.0,,,,59464000.0,,,,12512000.0,,1840061000.0,,294624000.0,97132000.0,,,-5442000.0,,,,38770000.0,,1254000.0,,,10532000.0,,,,197035000.0,,17862000.0,,,,6158000.0,,,224269000.0,1260274000.0,,42000.0,67377000.0,,-20544000.0,,,,,,674496000.0,,,,,,1465750000.0,,,1562882000.0,,,,,,,,,,789522000.0,,,11704000.0,11704000.0,,,,0.1975,,,,,,,,,,,,197035000.0,,14876000.0,-462000.0,,,1084146000.0,,11704000.0,89194000.0,,,-54921000.0,,,17100000.0,12171000.0,-744000.0,,137636000.0,419000.0,,,,,,-6990000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,,1906699000.0,,,-1219000.0,,-4147000.0,,,150526000.0,53442000.0,448929000.0,18432000.0,,65560000.0,,866375000.0,123296000.0,0.0,-149455000.0,,1489817000.0,14285000.0,-161000.0,,,,,,14285000.0,122776000.0,,141445000.0,,,12171000.0,448929000.0,5380000.0,321000.0,154344000.0,2364000.0,52721000.0,465000.0,52030000.0,31048000.0,22452000.0,,-45787000.0,18173000.0,,,,,0.8975,44946000.0,150526000.0,-622104000.0,,,,,,448929000.0,,9992000.0,,1906699000.0,,273313000.0,134935000.0,481073000.0,628254000.0,2114000.0,12207000.0,,-622104000.0,26783000.0,,5529000.0,,1139688000.0,-1823000.0,,-25737000.0,,150526000.0,,13035000.0,,,,3869000.0,,,227109000.0,1284595000.0,-3723000.0,11000.0,102156000.0,,-19004000.0,,227109000.0,,,,796092000.0,80809000.0,0.8975,,-55340000.0,7146000.0,1489817000.0,59512000.0,102156000.0,1624752000.0,-28016000.0,53442000.0,122776000.0,,,628254000.0,321000.0,,-901000.0,866375000.0,-239726000.0,,9166000.0,9887000.0,,14285000.0,28088000.0,,1624752000.0,,448929000.0,59512000.0,,,796092000.0,147181000.0,14285000.0,,273313000.0,150526000.0,11000.0,18600000.0,-180000.0,,,1139688000.0,,9887000.0,89160000.0,,,-47186000.0,,5500000.0,18173000.0,14285000.0,-1464000.0,,154344000.0,242000.0,,,5380000.0,1284595000.0,94115000.0,-7047000.0,,89160000.0,14285000.0,,,,209907000.0,134935000.0,,,,,,,,,,,,,,,,,
1017532800,,,,,-2749000.0,,,0.25,60276000.0,,,461715000.0,,32838000.0,,,,139994000.0,,,,,16091000.0,,,,,,,16091000.0,122877000.0,,,,,14285000.0,461715000.0,5438000.0,321000.0,182756000.0,4166000.0,,,,42762000.0,42213000.0,,-47249000.0,,,,,,,60525000.0,,-622104000.0,,,,60276000.0,,,,17691000.0,,1936134000.0,,300070000.0,147322000.0,,,1806000.0,,,,19644000.0,,190000.0,,,-13231000.0,,,,177182000.0,,24451000.0,,,,9457000.0,,,235672000.0,1314030000.0,,11000.0,114229000.0,,-27605000.0,,,,,,765778000.0,,,,,,1535585000.0,,,1682907000.0,,,,,,,,,,-802102000.0,,,14994000.0,14994000.0,,,,0.2475,,,,,,,,,,,,177182000.0,,16815000.0,-10352000.0,,,1184868000.0,,14994000.0,99416000.0,,,-60209000.0,,,16681000.0,16091000.0,-744000.0,,182756000.0,-845000.0,,,,,,-7023000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,,,,-2030000.0,,,0.2625,63044000.0,,,562370000.0,,,,,,120859000.0,,,,,64031000.0,,,,,,,64031000.0,115747000.0,,,,,16091000.0,562370000.0,1397000.0,321000.0,166565000.0,96004000.0,,,,45706000.0,84211000.0,,-62592000.0,,,,,,,62591000.0,,-622104000.0,,,,63044000.0,,,,16145000.0,,1967957000.0,,249742000.0,186748000.0,,,47940000.0,,,,31204000.0,,-363000.0,,,-1123000.0,,,,133984000.0,,26742000.0,,,,10197000.0,,,244365000.0,1345853000.0,,11000.0,106204000.0,,-31388000.0,,,,,,791843000.0,,,,,,1573287000.0,,,1760035000.0,,,,,,,,,,912104000.0,,,16545000.0,16545000.0,,,,0.26,,,,,,,,,,,,133984000.0,,17190000.0,-1989000.0,,,1161846000.0,,16545000.0,101434000.0,,,-66611000.0,,,16192000.0,64031000.0,-744000.0,,166565000.0,1833000.0,,,,,,-7852000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,,,,76000.0,,,0.2625,68528000.0,,,578454000.0,,,,,,123048000.0,,,,,37805000.0,,,,,,,37805000.0,131846000.0,,,,,64031000.0,578454000.0,6034000.0,0.0,169927000.0,1858000.0,,,,46879000.0,6520000.0,,-42866000.0,,,,,,,61840000.0,,-662104000.0,,,,68528000.0,,,,15035000.0,,2073162000.0,,260406000.0,175578000.0,,,-26226000.0,,,,44374000.0,,1235000.0,,,10477000.0,,,,128560000.0,,27016000.0,,,,9027000.0,,,253954000.0,1411058000.0,,,121735000.0,,1508000.0,,,,,,855874000.0,,,,,,1685538000.0,,,1861116000.0,,,,,,,,,,982965000.0,,,17989000.0,17989000.0,,,,0.2625,,,,,,,,,,,,128560000.0,,17656000.0,7000.0,,,1243371000.0,,17989000.0,122734000.0,,,-77461000.0,,,16038000.0,37805000.0,-744000.0,,169927000.0,2677000.0,,,,,,-8400000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,,2221386000.0,,,181000.0,,11973000.0,,,181569000.0,63252000.0,584453000.0,14285000.0,,77226000.0,,1028124000.0,158443000.0,,-228830000.0,,1806877000.0,26258000.0,-2736000.0,,,,24360000.0,,26258000.0,145236000.0,,225973000.0,,,37805000.0,584453000.0,6228000.0,0.0,196218000.0,55000.0,63252000.0,5436000.0,58198000.0,37775000.0,93029000.0,,-76123000.0,17792000.0,,,,,0.9725,53542000.0,181569000.0,-715097000.0,,,,,,584453000.0,,9327000.0,,2221386000.0,,334467000.0,180122000.0,542345000.0,715465000.0,-11547000.0,3248000.0,,-715097000.0,39200000.0,,2186000.0,,1362591000.0,9062000.0,24360000.0,5185000.0,,181569000.0,,17531000.0,,,,3807000.0,,,257776000.0,1506289000.0,-4522000.0,7662000.0,136072000.0,,-36923000.0,,257776000.0,,,,942300000.0,95740000.0,0.9725,,-94408000.0,102083000.0,1806877000.0,65108000.0,136072000.0,1986999000.0,-33175000.0,63252000.0,145236000.0,,,715465000.0,0.0,,-12276000.0,1028124000.0,-348724000.0,,13724000.0,13724000.0,,26258000.0,32488000.0,,1986999000.0,,584453000.0,65108000.0,,,942300000.0,173120000.0,26258000.0,,334467000.0,181569000.0,7662000.0,25566000.0,58000.0,,,1362591000.0,,13724000.0,116158000.0,,,-144443000.0,,,17792000.0,26258000.0,-504000.0,,196218000.0,1771000.0,,,6228000.0,1506289000.0,134422000.0,-9900000.0,,116158000.0,26258000.0,,-50000000.0,,238496000.0,180122000.0,,,,,,,,,,,,,,,,,
1049068800,,,,,-5015000.0,,,0.29,68980000.0,,,592213000.0,,84577000.0,,,,183019000.0,,,,,28165000.0,,,,,24682000.0,,28165000.0,155889000.0,,,,,26258000.0,592213000.0,-1122000.0,0.0,235429000.0,3971000.0,,,,52410000.0,86504000.0,,-33383000.0,,,,,,,72561000.0,,-715097000.0,,,,68980000.0,,,,17646000.0,,2214599000.0,,435625000.0,210055000.0,,,1907000.0,,,,24863000.0,,-253000.0,,,-13140000.0,,,,272074000.0,,31496000.0,,,,11535000.0,,,268767000.0,1499502000.0,,7662000.0,164091000.0,,-8520000.0,,,,,,927405000.0,,,,,,1869670000.0,,,2079725000.0,,,,,,,,,,-965716000.0,,,19961000.0,19961000.0,,,,0.285,,,,,,,,,,,,272074000.0,,20265000.0,-70356000.0,,,1449201000.0,,19961000.0,184699000.0,,,-108338000.0,,,17799000.0,28165000.0,0.0,,235429000.0,641000.0,,,,,,-8970000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,,,,-2688000.0,,,0.3,69184000.0,,,723240000.0,,,,,,151287000.0,,,,,34222000.0,,,,,25799000.0,,34222000.0,131012000.0,,,,,28165000.0,723240000.0,-7329000.0,0.0,205582000.0,124129000.0,,,,54295000.0,16383000.0,,-33371000.0,,,,,,,69090000.0,,-715097000.0,,,,69184000.0,,,,15958000.0,,2216248000.0,,285771000.0,193627000.0,,,6057000.0,,,,36386000.0,,748000.0,,,-2650000.0,,,,145788000.0,,32754000.0,,,,11958000.0,,,280593000.0,1501151000.0,,8971000.0,142221000.0,,3015000.0,,,,,,934438000.0,,,,,,1873561000.0,,,2067188000.0,,,,,,,,,,1022368000.0,,,20796000.0,20796000.0,,,,0.2975,,,,,,,,,,,,145788000.0,,20007000.0,-673000.0,,,1308139000.0,,20796000.0,178147000.0,,,-45485000.0,,,17184000.0,34222000.0,-560000.0,,205582000.0,-819000.0,,,,,,-8970000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,,,,-9618000.0,,,0.2625,69332000.0,,,733980000.0,,,,,,140686000.0,,,,,79150000.0,,,,,30327000.0,,79150000.0,142652000.0,,,,,34222000.0,733980000.0,-7204000.0,0.0,191445000.0,1432000.0,,,,50759000.0,51040000.0,,-50746000.0,,,,,,,65154000.0,,-715097000.0,,,,69332000.0,,,,11655000.0,,2254431000.0,,266061000.0,227140000.0,,,44928000.0,,,,54328000.0,,2715000.0,,,19058000.0,,,,117627000.0,,26614000.0,,,,8500000.0,,,289627000.0,1539334000.0,,5782000.0,131011000.0,,3582000.0,,,,,,1023177000.0,,,,,,1925726000.0,,,2152866000.0,,,,,,,,,,1115962000.0,,,18114000.0,18114000.0,,,,0.2575,,,,,,,,,,,,117627000.0,,21358000.0,0.0,,,1382023000.0,,18114000.0,181460000.0,,,-60352000.0,,,16979000.0,79150000.0,-1688000.0,,191445000.0,1841000.0,,,,,,-9079000.0,,,,,,,,,,,,,,,,,,,,,,,,,
